Age,Avg,Pnt,Rider,Rnk,Team,stage,year
22,,3.0,Roelandts Jurgen,6,Silence - Lotto,3,2008
27,,2.0,Gardeyn Gorik,7,Silence - Lotto,3,2008
23,,1.0,Weylandt Wouter,8,Quickstep - Innergetic,3,2008
29,,,Loddo Alberto,9,Tinkoff Credit Systems,3,2008
30,,,Siedler Sebastian,10,Skil - Shimano,3,2008
29,,,Pagliarini Luciano Andr\xe9,11,Scott - American Beef,3,2008
23,,,Dehaes Kenny,12,Chocolade Jacques / Topsport Vlaanderen,3,2008
25,,,Pichot Alexandre,13,Bouygues Telecom,3,2008
30,,,Furlan Angelo,14,Cr\xe9dit Agricole,3,2008
23,,,Veelers Tom,15,Skil - Shimano,3,2008
24,,,Wagner Robert,16,Skil - Shimano,3,2008
25,,,Bonnet William,17,Cr\xe9dit Agricole,3,2008
33,,,Tosatto Matteo,18,Quickstep - Innergetic,3,2008
28,,,Engoulvent Jimmy,19,Cr\xe9dit Agricole,3,2008
22,,,Trusov Nikolay,20,Tinkoff Credit Systems,3,2008
27,,,Chicchi Francesco,21,Liquigas,3,2008
36,,,Cruz Antonio,22,BMC Racing Team,3,2008
37,,,Eeckhout Niko,23,Chocolade Jacques / Topsport Vlaanderen,3,2008
26,,,Gomez Gomez Angel,24,Scott - American Beef,3,2008
22,,,Wyss Danilo,25,BMC Racing Team,3,2008
33,,,Velo Marco,26,Milram,3,2008
32,,,B\xe4ckstedt Magnus,27,Team Garmin - Chipotle,3,2008
30,,,Tjallingii Maarten,28,Silence - Lotto,3,2008
23,,,Terpstra Niki,29,Milram,3,2008
22,,,Konovalovas Ignatas,30,Cr\xe9dit Agricole,3,2008
22,,,Kohler Martin,31,BMC Racing Team,3,2008
22,,,Riccio Bernardo,32,Tinkoff Credit Systems,3,2008
31,,,Rasch Gabriel,33,Cr\xe9dit Agricole,3,2008
21,,,Docker Mitchell,34,Drapac - Porsche Development Program,3,2008
35,,,H\xf8j Frank,35,Cofidis,3,2008
25,,,Valentin Tristan,36,Cofidis,3,2008
33,,,Renier Franck,37,Bouygues Telecom,3,2008
24,,,Maaskant Martijn,38,Team Garmin - Chipotle,3,2008
26,,,Knees Christian,39,Milram,3,2008
29,,,Hasanin Omar,40,Doha Team,3,2008
27,,,Sentjens Roy,41,Silence - Lotto,3,2008
30,,,Shaw Stuart,42,Drapac - Porsche Development Program,3,2008
27,,,Geslin Anthony,43,Bouygues Telecom,3,2008
31,,,Bossoni Paolo,44,Lampre,3,2008
31,,,Cretskens Wilfried,45,Quickstep - Innergetic,3,2008
24,,,Goesinnen Floris,46,Skil - Shimano,3,2008
22,,,Bodnar Maciej,47,Liquigas,3,2008
24,,,Beppu Fumiyuki,48,Skil - Shimano,3,2008
22,,,Williams Robert,49,Drapac - Porsche Development Program,3,2008
31,,,Righi Daniele,50,Lampre,3,2008
25,,,Heijboer Mathieu,51,Cofidis,3,2008
25,,,Eskov Nikita,52,Tinkoff Credit Systems,3,2008
28,,,Willems Frederik,53,Liquigas,3,2008
24,,,Passeron Aur\xe9lien,54,Scott - American Beef,3,2008
26,,,Mugerli Matej,55,Liquigas,3,2008
30,,,Hoste Leif,56,Silence - Lotto,3,2008
32,,,Ongarato Alberto,57,Milram,3,2008
26,,,Gene Yohann,58,Bouygues Telecom,3,2008
25,,,Diudia Volodymyr,59,Milram,3,2008
25,,,Wynants Maarten,60,Quickstep - Innergetic,3,2008
36,,,Petito Roberto,61,Liquigas,3,2008
23,,,Longo Roberto,62,Lampre,3,2008
29,,,Hulsmans Kevin,63,Quickstep - Innergetic,3,2008
23,,,Bandiera Marco,64,Lampre,3,2008
39,,,den Bakker Maarten,65,Skil - Shimano,3,2008
24,,,Lemoine Cyril,66,Cr\xe9dit Agricole,3,2008
23,,,Curtolo Alberto,67,Liquigas,3,2008
28,,,Kuchynski Aliaksandr,68,Liquigas,3,2008
28,,,Curvers Roy,69,Skil - Shimano,3,2008
33,,,Dean Julian,70,Team Garmin - Chipotle,3,2008
30,,,van de Walle Jurgen,71,Quickstep - Innergetic,3,2008
31,,,Millar David,72,Team Garmin - Chipotle,3,2008
27,,,Barbe Koen,73,Chocolade Jacques / Topsport Vlaanderen,3,2008
26,,,Hovelijnck Kurt,74,Chocolade Jacques / Topsport Vlaanderen,3,2008
32,,,Mizbani Ghader,75,,3,2008
20,,,Nateghi Hossein,76,,3,2008
25,,,Van Hecke Preben,77,Chocolade Jacques / Topsport Vlaanderen,3,2008
23,,,Bovay Steve,78,BMC Racing Team,3,2008
23,,,Santambrogio Mauro,79,Lampre,3,2008
21,,,Capecchi Eros,80,Scott - American Beef,3,2008
21,,,Alarc\xf3n Ra\xfal,81,Scott - American Beef,3,2008
22,,,Chtioui Rafa\xe2,82,Doha Team,3,2008
22,,,Hannachi Abdelbaset,83,Doha Team,3,2008
30,,,Laurent Christophe,84,Team Garmin - Chipotle,3,2008
32,,,Askari Hossein,85,,3,2008
27,,,Stewart Jackson,86,BMC Racing Team,3,2008
29,,,McDonald Peter,87,Drapac - Porsche Development Program,3,2008
32,,,Belohvosciks Raivis,88,Scott - American Beef,3,2008
28,,,Berthou Eric,89,Cr\xe9dit Agricole,3,2008
38,,,Sayers Mike,90,BMC Racing Team,3,2008
25,,,Simon Jean-Paul,91,Josan Mercedes Benz Aalst CT,3,2008
27,,,Ben Hassine Aymen,92,Doha Team,3,2008
23,,,Jur\u010do Matej,93,Milram,3,2008
26,,,Sohrabi Mehdi,94,,3,2008
27,,,Nuyens Nick,95,Cofidis,3,2008
22,,,Gottfried Alexander,96,Tinkoff Credit Systems,3,2008
25,,,De Weert Kevin,97,Cofidis,3,2008
27,,,Klimov Sergey,98,Tinkoff Credit Systems,3,2008
18,,,Morton Angus,99,Drapac - Porsche Development Program,3,2008
21,,,Windsor Dean,100,Drapac - Porsche Development Program,3,2008
26,,,Bates Gene Michael,101,Drapac - Porsche Development Program,3,2008
23,,,Seyed Rezaei Khormizi Seyed Mostafa,102,,3,2008
31,,,Labbe Arnaud,103,Bouygues Telecom,3,2008
25,,,Serov Alexander,104,Tinkoff Credit Systems,3,2008
28,,,Scheirlinckx Staf,105,Cofidis,3,2008
22,,,Tolleson Taylor,106,BMC Racing Team,3,2008
25,,,Minard S\xe9bastien,107,Cofidis,3,2008
22,,,Khatuntsev Alexander,108,Tinkoff Credit Systems,3,2008
25,,,Ghyllebert Pieter,109,Chocolade Jacques / Topsport Vlaanderen,3,2008
23,,,Verbist Evert,110,Chocolade Jacques / Topsport Vlaanderen,3,2008
24,,,Vanheule Bart,111,Chocolade Jacques / Topsport Vlaanderen,3,2008
23,,,Duijn Huub,112,Team Garmin - Chipotle,3,2008
35,,,Roesems Bert,113,Silence - Lotto,3,2008
35,,,Trenti Guido,114,Liquigas,3,2008
24,,,Bono Matteo,115,Lampre,3,2008
33,,,Verbrugghe Rik,116,Cofidis,3,2008
26,,,Vansummeren Johan,117,Silence - Lotto,3,2008
27,,,Rooijakkers Piet,118,Skil - Shimano,3,2008
34,,,Grabsch Ralf,119,Milram,3,2008
31,,,Jahanbanian Hossein,120,,3,2008
27,,,Zargari Amir,121,,3,2008
27,,,Saeidi Tanha Abbas,122,,3,2008
25,,,Patour Kilian,123,Team Garmin - Chipotle,3,2008
25,,,Haddou Sa\xefd,124,Bouygues Telecom,3,2008
22,,,Capelli Ermano,125,Scott - American Beef,3,2008
21,,,Gaudin Damien,126,Bouygues Telecom,3,2008
24,,,Abduljanan Khalil,127,Doha Team,3,2008
30,,,Esmaeili Tareq,128,Doha Team,3,2008
19,,,Afif Hamad,129,Doha Team,3,2008
19,,,Said Moosa,130,Doha Team,3,2008
28,,,Bertogliati Rubens,131,Scott - American Beef,3,2008
29,,20.0,Loddo Alberto,1,Tinkoff Credit Systems,4,2008
27,,12.0,Boonen Tom,2,Quickstep - Innergetic,4,2008
30,,7.0,Siedler Sebastian,3,Skil - Shimano,4,2008
30,,5.0,Furlan Angelo,4,Cr\xe9dit Agricole,4,2008
31,,4.0,Bossoni Paolo,5,Lampre,4,2008
23,,3.0,Sutton Chris,6,Team Garmin - Chipotle,4,2008
23,,2.0,Dehaes Kenny,7,Chocolade Jacques / Topsport Vlaanderen,4,2008
22,,1.0,Van Avermaet Greg,8,Silence - Lotto,4,2008
37,,,Eeckhout Niko,9,Chocolade Jacques / Topsport Vlaanderen,4,2008
25,,,Pichot Alexandre,10,Bouygues Telecom,4,2008
29,,,Pagliarini Luciano Andr\xe9,11,Scott - American Beef,4,2008
27,,,Chicchi Francesco,12,Liquigas,4,2008
23,,,Longo Roberto,13,Lampre,4,2008
24,,,Wagner Robert,14,Skil - Shimano,4,2008
36,,,Petito Roberto,15,Liquigas,4,2008
34,,,de Jongh Steven,16,Quickstep - Innergetic,4,2008
29,,,Hasanin Omar,17,Doha Team,4,2008
27,,,Geslin Anthony,18,Bouygues Telecom,4,2008
22,,,Trusov Nikolay,19,Tinkoff Credit Systems,4,2008
33,,,Velo Marco,20,Milram,4,2008
24,,,Lemoine Cyril,21,Cr\xe9dit Agricole,4,2008
26,,,Mugerli Matej,22,Liquigas,4,2008
25,,,Van Hecke Preben,23,Chocolade Jacques / Topsport Vlaanderen,4,2008
33,,,Renier Franck,24,Bouygues Telecom,4,2008
31,,,Righi Daniele,25,Lampre,4,2008
26,,,Gomez Gomez Angel,26,Scott - American Beef,4,2008
22,,,Bodnar Maciej,27,Liquigas,4,2008
24,,,Maaskant Martijn,28,Team Garmin - Chipotle,4,2008
22,,,Konovalovas Ignatas,29,Cr\xe9dit Agricole,4,2008
31,,,Rasch Gabriel,30,Cr\xe9dit Agricole,4,2008
23,,,Terpstra Niki,31,Milram,4,2008
30,,,Tjallingii Maarten,32,Silence - Lotto,4,2008
18,,,Morton Angus,33,Drapac - Porsche Development Program,4,2008
28,,,Curvers Roy,34,Skil - Shimano,4,2008
28,,,Willems Frederik,35,Liquigas,4,2008
31,,,Jahanbanian Hossein,36,,4,2008
22,,,Gottfried Alexander,37,Tinkoff Credit Systems,4,2008
23,,,Weylandt Wouter,38,Quickstep - Innergetic,4,2008
31,,,Cretskens Wilfried,39,Quickstep - Innergetic,4,2008
26,,,Vansummeren Johan,40,Silence - Lotto,4,2008
22,,,Roelandts Jurgen,41,Silence - Lotto,4,2008
30,,,Hoste Leif,42,Silence - Lotto,4,2008
27,,,Gardeyn Gorik,43,Silence - Lotto,4,2008
33,,,Dean Julian,44,Team Garmin - Chipotle,4,2008
33,,,B\xe4ckstedt Magnus,45,Team Garmin - Chipotle,4,2008
23,,,Duijn Huub,46,Team Garmin - Chipotle,4,2008
25,,,Wynants Maarten,47,Quickstep - Innergetic,4,2008
33,,,Tosatto Matteo,48,Quickstep - Innergetic,4,2008
25,,,Patour Kilian,49,Team Garmin - Chipotle,4,2008
28,,,Kuchynski Aliaksandr,50,Liquigas,4,2008
29,,,Hulsmans Kevin,51,Quickstep - Innergetic,4,2008
31,,,Millar David,52,Team Garmin - Chipotle,4,2008
30,,,van de Walle Jurgen,53,Quickstep - Innergetic,4,2008
36,,,Cruz Antonio,54,BMC Racing Team,4,2008
27,,,Saeidi Tanha Abbas,55,,4,2008
23,,,Veelers Tom,56,Skil - Shimano,4,2008
26,,,Sohrabi Mehdi,57,,4,2008
