Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
24,131,1,+0:00,,2,Matthews Michael,1,Orica GreenEDGE,4:32:44 4:32:44,+0:00,,\u25b21,2,2015
34,136,2,+0:00,,1,Gerrans Simon,2,Orica GreenEDGE,",, ,,",+0:00,,\u25bc1,2,2015
28,134,3,+0:00,,5,Clarke Simon,3,Orica GreenEDGE,",, ,,",+0:00,,\u25b22,2,2015
25,133,4,+0:00,,6,Chaves Johan Esteban,4,Orica GreenEDGE,",, ,,",+0:00,,\u25b22,2,2015
29,205,5,+0:07,,8,Kreuziger Roman,5,Tinkoff - Saxo,0:07 0:07,+0:00,,\u25b23,2,2015
32,201,6,+0:07,,10,Contador Alberto,6,Tinkoff - Saxo,",, 0:07",+0:00,,\u25b24,2,2015
35,207,7,+0:07,,9,Rogers Michael,7,Tinkoff - Saxo,",, 0:07",+0:00,,\u25b22,2,2015
28,203,8,+0:07,,7,Boaro Manuele,8,Tinkoff - Saxo,",, 0:07",+0:00,,\u25bc1,2,2015
27,208,9,+0:07,,12,Rovny Ivan,9,Tinkoff - Saxo,",, 0:07",+0:00,,\u25b23,2,2015
37,28,10,+0:13,,14,Tiralongo Paolo,10,Astana Pro Team,0:13 0:13,+0:00,,\u25b24,2,2015
24,21,11,+0:13,,13,Aru Fabio,11,Astana Pro Team,",, 0:13",+0:00,,\u25b22,2,2015
26,26,12,+0:13,,15,Rosa Diego,12,Astana Pro Team,",, 0:13",+0:00,,\u25b23,2,2015
30,22,13,+0:13,,16,Cataldo Dario,13,Astana Pro Team,",, 0:13",+0:00,,\u25b23,2,2015
31,27,14,+0:13,,18,Sanchez Luis Leon,14,Astana Pro Team,",, 0:13",+0:00,,\u25b24,2,2015
25,24,15,+0:13,,20,Landa Mikel,15,Astana Pro Team,",, 0:13",+0:00,,\u25b25,2,2015
27,25,16,+0:13,,21,Malacarne Davide,16,Astana Pro Team,",, 0:13",+0:00,,\u25b25,2,2015
26,199,17,+0:17,,59,Viviani Elia,17,Team Sky,0:17 0:17,+-1:50,,\u25b242,2,2015
34,62,18,+0:19,,22,Boonen Tom,18,Etixx - Quick Step,0:19 0:19,+0:00,,\u25b24,2,2015
28,61,19,+0:19,,27,Uran Rigoberto,19,Etixx - Quick Step,",, 0:19",+0:00,,\u25b28,2,2015
28,63,20,+0:19,,25,Bouet Maxime,20,Etixx - Quick Step,",, 0:19",+0:00,,\u25b25,2,2015
29,66,21,+0:19,,23,Meersman Gianni,21,Etixx - Quick Step,",, 0:19",+0:00,,\u25b22,2,2015
26,116,22,+0:21,,30,Izagirre Ion,22,Movistar Team,0:21 0:21,+0:00,,\u25b28,2,2015
29,111,23,+0:21,,32,Intxausti Be\xf1at,23,Movistar Team,",, 0:21",+0:00,,\u25b29,2,2015
32,119,24,+0:21,,33,Visconti Giovanni,24,Movistar Team,",, 0:21",+0:00,,\u25b29,2,2015
28,112,25,+0:21,,35,Amador Andrey,25,Movistar Team,",, 0:21",+0:00,,\u25b210,2,2015
27,45,26,+0:25,,41,Caruso Damiano,26,BMC Racing Team,0:25 0:25,+0:00,,\u25b215,2,2015
32,83,27,+0:25,,37,Clement Stef,27,IAM Cycling,",, 0:25",+0:00,,\u25b210,2,2015
31,44,28,+0:25,,49,Burghardt Marcus,28,BMC Racing Team,",, 0:25",+0:00,,\u25b221,2,2015
32,41,29,+0:25,,42,Gilbert Philippe,29,BMC Racing Team,",, 0:25",+0:00,,\u25b213,2,2015
32,104,30,+0:25,,78,Greipel Andr\xe9,30,Lotto Soudal,",, 0:25",+-1:56,,\u25b248,2,2015
33,48,31,+0:25,,46,Moinard Ama\xebl,31,BMC Racing Team,",, 0:25",+0:00,,\u25b215,2,2015
31,43,32,+0:25,,43,Bookwalter Brent,32,BMC Racing Team,",, 0:25",+0:00,,\u25b211,2,2015
26,77,33,+0:26,,53,R\xe9za K\xe9vin,33,FDJ,0:26 0:26,+0:00,,\u25b220,2,2015
23,73,34,+0:26,,54,Elissonde Kenny,34,FDJ,",, 0:26",+0:00,,\u25b220,2,2015
