BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ -11:36,,1,Team Sky,36:10 36:10,,0,2016
,,+ -11:36,,2,BMC Racing Team,0:32 0:32,,0,2016
,,+ -11:36,,3,Etixx - Quick Step,0:49 0:49,,0,2016
,,+ -11:36,,4,Tinkoff,0:55 0:55,,0,2016
,,+ -11:36,,5,Astana Pro Team,1:17 1:17,,0,2016
,,+ -11:36,,6,Lampre - Merida,1:24 1:24,,0,2016
,,+ -11:36,,7,Orica GreenEDGE,1:28 1:28,,0,2016
,,+ -11:36,,8,AG2R La Mondiale,1:33 1:33,,0,2016
,,+ -11:36,,9,Movistar Team,1:38 1:38,,0,2016
,,+ -11:36,,10,FDJ,1:47 1:47,,0,2016
,,+ -11:36,,11,Team Dimension Data,1:50 1:50,,0,2016
,,+ -11:36,,12,Trek - Segafredo,2:07 2:07,,0,2016
,,+ -11:36,,13,Bora - Argon 18,2:11 2:11,,0,2016
,,+ -11:36,,14,Lotto Soudal,2:14 2:14,,0,2016
,,+ -11:36,,15,IAM Cycling,2:39 2:39,,0,2016
,,+ -11:36,,16,Cannondale Pro Cycling Team,2:44 2:44,,0,2016
,,+ -11:36,,17,Wanty - Groupe Gobert,2:52 2:52,,0,2016
,,+ -11:36,,18,Direct Energie,2:56 2:56,,0,2016
,,+ -11:36,,19,"Cofidis, Solutions Cr\xe9dits",3:09 3:09,,0,2016
,,+ -11:36,,20,Team Katusha,3:28 3:28,,0,2016
,,+ -11:36,,21,Team LottoNL-Jumbo,3:36 3:36,,0,2016
,,+ -11:36,,22,Team Giant - Alpecin,4:56 4:56,,0,2016
,,+ -4:39:29,1.0,1,Team Sky,13:59:49 13:59:49,-,1,2016
,,+ -4:39:29,2.0,2,BMC Racing Team,0:32 0:32,-,1,2016
,,+ -4:39:29,3.0,3,Etixx - Quick Step,0:49 0:49,-,1,2016
,,+ -4:39:29,4.0,4,Tinkoff,0:55 0:55,-,1,2016
,,+ -4:39:29,5.0,5,Astana Pro Team,1:17 1:17,-,1,2016
,,+ -4:39:29,6.0,6,Lampre - Merida,1:24 1:24,-,1,2016
,,+ -4:39:29,7.0,7,Orica GreenEDGE,1:28 1:28,-,1,2016
,,+ -4:39:29,8.0,8,AG2R La Mondiale,1:33 1:33,-,1,2016
,,+ -4:39:29,9.0,9,Movistar Team,1:38 1:38,-,1,2016
,,+ -4:39:29,10.0,10,FDJ,1:47 1:47,-,1,2016
,,+ -4:39:29,11.0,11,Team Dimension Data,1:50 1:50,-,1,2016
,,+ -4:39:29,12.0,12,Trek - Segafredo,2:07 2:07,-,1,2016
,,+ -4:39:29,13.0,13,Bora - Argon 18,2:11 2:11,-,1,2016
,,+ -4:39:29,14.0,14,Lotto Soudal,2:14 2:14,-,1,2016
,,+ -4:39:29,15.0,15,IAM Cycling,2:39 2:39,-,1,2016
,,+ -4:39:29,16.0,16,Cannondale Pro Cycling Team,2:44 2:44,-,1,2016
,,+ -4:39:29,17.0,17,Wanty - Groupe Gobert,2:52 2:52,-,1,2016
,,+ -4:39:29,18.0,18,Direct Energie,2:56 2:56,-,1,2016
,,+ -4:39:29,19.0,19,"Cofidis, Solutions Cr\xe9dits",3:09 3:09,-,1,2016
,,+ -4:39:29,20.0,20,Team Katusha,3:28 3:28,-,1,2016
,,+ -4:39:29,21.0,21,Team LottoNL-Jumbo,3:36 3:36,-,1,2016
,,+ -4:39:29,22.0,22,Team Giant - Alpecin,4:56 4:56,-,1,2016
,,+ -8:53:14,1.0,1,Team Sky,26:41:23 26:41:23,-,2,2016
,,+ -8:53:14,2.0,2,BMC Racing Team,0:32 0:32,-,2,2016
,,+ -8:53:14,5.0,3,Astana Pro Team,1:17 1:17,\u25b22,2,2016
,,+ -8:53:14,9.0,4,Movistar Team,1:36 1:36,\u25b25,2,2016
,,+ -8:53:14,3.0,5,Etixx - Quick Step,1:45 1:45,\u25bc2,2,2016
,,+ -8:53:14,10.0,6,FDJ,1:47 1:47,\u25b24,2,2016
,,+ -8:53:14,11.0,7,Team Dimension Data,1:50 1:50,\u25b24,2,2016
,,+ -8:53:14,14.0,8,Lotto Soudal,2:14 2:14,\u25b26,2,2016
,,+ -8:53:14,8.0,9,AG2R La Mondiale,2:34 2:34,\u25bc1,2,2016
,,+ -8:53:14,13.0,10,Bora - Argon 18,2:38 2:38,\u25b23,2,2016
,,+ -8:53:14,4.0,11,Tinkoff,2:39 2:39,\u25bc7,2,2016
,,+ -8:53:14,6.0,12,Lampre - Merida,3:03 3:03,\u25bc6,2,2016
,,+ -8:53:14,18.0,13,Direct Energie,3:27 3:27,\u25b25,2,2016
,,+ -8:53:14,20.0,14,Team Katusha,4:55 4:55,\u25b26,2,2016
,,+ -8:53:14,15.0,15,IAM Cycling,5:32 5:32,-,2,2016
,,+ -8:53:14,7.0,16,Orica GreenEDGE,6:47 6:47,\u25bc9,2,2016
,,+ -8:53:14,12.0,17,Trek - Segafredo,8:28 8:28,\u25bc5,2,2016
,,+ -8:53:14,17.0,18,Wanty - Groupe Gobert,9:28 9:28,\u25bc1,2,2016
,,+ -8:53:14,16.0,19,Cannondale Pro Cycling Team,12:08 12:08,\u25bc3,2,2016
,,+ -8:53:14,19.0,20,"Cofidis, Solutions Cr\xe9dits",22:52 22:52,\u25bc1,2,2016
,,+ -8:53:14,21.0,21,Team LottoNL-Jumbo,28:35 28:35,-,2,2016
,,+ -8:53:14,22.0,22,Team Giant - Alpecin,45:16 45:16,-,2,2016
,,+ - 13:13:10,1.0,1,Team Sky,39:41:11 39:41:11,-,3,2016
,,+ - 13:13:10,2.0,2,BMC Racing Team,0:32 0:32,-,3,2016
,,+ - 13:13:10,3.0,3,Astana Pro Team,1:15 1:15,-,3,2016
,,+ - 13:13:10,4.0,4,Movistar Team,1:36 1:36,-,3,2016
,,+ - 13:13:10,5.0,5,Etixx - Quick Step,1:45 1:45,-,3,2016
,,+ - 13:13:10,6.0,6,FDJ,1:47 1:47,-,3,2016
,,+ - 13:13:10,7.0,7,Team Dimension Data,1:50 1:50,-,3,2016
,,+ - 13:13:10,8.0,8,Lotto Soudal,2:14 2:14,-,3,2016
,,+ - 13:13:10,9.0,9,AG2R La Mondiale,2:34 2:34,-,3,2016
,,+ - 13:13:10,10.0,10,Bora - Argon 18,2:38 2:38,-,3,2016
,,+ - 13:13:10,12.0,11,Lampre - Merida,3:03 3:03,\u25b21,3,2016
,,+ - 13:13:10,11.0,12,Tinkoff,4:01 4:01,\u25bc1,3,2016
,,+ - 13:13:10,13.0,13,Direct Energie,4:18 4:18,-,3,2016
,,+ - 13:13:10,14.0,14,Team Katusha,4:55 4:55,-,3,2016
,,+ - 13:13:10,15.0,15,IAM Cycling,5:32 5:32,-,3,2016
,,+ - 13:13:10,16.0,16,Orica GreenEDGE,6:47 6:47,-,3,2016
,,+ - 13:13:10,17.0,17,Trek - Segafredo,8:28 8:28,-,3,2016
,,+ - 13:13:10,18.0,18,Wanty - Groupe Gobert,9:28 9:28,-,3,2016
,,+ - 13:13:10,19.0,19,Cannondale Pro Cycling Team,12:08 12:08,-,3,2016
,,+ - 13:13:10,20.0,20,"Cofidis, Solutions Cr\xe9dits",22:52 22:52,-,3,2016
,,+ - 13:13:10,21.0,21,Team LottoNL-Jumbo,42:51 42:51,-,3,2016
,,+ - 13:13:10,22.0,22,Team Giant - Alpecin,45:16 45:16,-,3,2016
,,+ - 17:52:45,1.0,1,Team Sky,53:39:38 53:39:38,-,4,2016
,,+ - 17:52:45,2.0,2,BMC Racing Team,0:23 0:23,-,4,2016
,,+ - 17:52:45,3.0,3,Astana Pro Team,1:31 1:31,-,4,2016
,,+ - 17:52:45,5.0,4,Etixx - Quick Step,1:45 1:45,\u25b21,4,2016
,,+ - 17:52:45,4.0,5,Movistar Team,1:52 1:52,\u25bc1,4,2016
,,+ - 17:52:45,7.0,6,Team Dimension Data,1:59 1:59,\u25b21,4,2016
,,+ - 17:52:45,6.0,7,FDJ,2:05 2:05,\u25bc1,4,2016
,,+ - 17:52:45,8.0,8,Lotto Soudal,2:23 2:23,-,4,2016
,,+ - 17:52:45,9.0,9,AG2R La Mondiale,2:25 2:25,-,4,2016
,,+ - 17:52:45,10.0,10,Bora - Argon 18,2:47 2:47,-,4,2016
,,+ - 17:52:45,11.0,11,Lampre - Merida,3:12 3:12,-,4,2016
,,+ - 17:52:45,13.0,12,Direct Energie,4:27 4:27,\u25b21,4,2016
,,+ - 17:52:45,14.0,13,Team Katusha,5:04 5:04,\u25b21,4,2016
,,+ - 17:52:45,12.0,14,Tinkoff,5:07 5:07,\u25bc2,4,2016
,,+ - 17:52:45,15.0,15,IAM Cycling,5:41 5:41,-,4,2016
,,+ - 17:52:45,16.0,16,Orica GreenEDGE,7:20 7:20,-,4,2016
,,+ - 17:52:45,17.0,17,Trek - Segafredo,8:37 8:37,-,4,2016
,,+ - 17:52:45,18.0,18,Wanty - Groupe Gobert,9:46 9:46,-,4,2016
,,+ - 17:52:45,19.0,19,Cannondale Pro Cycling Team,12:26 12:26,-,4,2016
,,+ - 17:52:45,20.0,20,"Cofidis, Solutions Cr\xe9dits",23:01 23:01,-,4,2016
,,+ - 17:52:45,21.0,21,Team LottoNL-Jumbo,44:41 44:41,-,4,2016
,,+ - 17:52:45,22.0,22,Team Giant - Alpecin,46:08 46:08,-,4,2016
,,+ - 21:24:59,1.0,1,Team Sky,64:18:21 64:18:21,-,5,2016
,,+ - 21:24:59,2.0,2,BMC Racing Team,1:45 1:45,-,5,2016
,,+ - 21:24:59,4.0,3,Etixx - Quick Step,2:16 2:16,\u25b21,5,2016
,,+ - 21:24:59,3.0,4,Astana Pro Team,4:09 4:09,\u25bc1,5,2016
,,+ - 21:24:59,5.0,5,Movistar Team,5:17 5:17,-,5,2016
,,+ - 21:24:59,9.0,6,AG2R La Mondiale,6:06 6:06,\u25b23,5,2016
,,+ - 21:24:59,7.0,7,FDJ,10:32 10:32,-,5,2016
,,+ - 21:24:59,14.0,8,Tinkoff,11:08 11:08,\u25b26,5,2016
,,+ - 21:24:59,6.0,9,Team Dimension Data,11:14 11:14,\u25bc3,5,2016
,,+ - 21:24:59,11.0,10,Lampre - Merida,12:00 12:00,\u25b21,5,2016
,,+ - 21:24:59,18.0,11,Wanty - Groupe Gobert,14:20 14:20,\u25b27,5,2016
