stage_type,Stage,Winner,Leader after stage,year,IndivTimeTrial,TeamTimeTrial,MountainStage,SprintStage
0.0,Stage 1 - Brest › Plumelec,VALVERDE Alejandro,Valverde Alejandro,2008,0,0,0,1
0.0,Stage 2 - Auray › Saint-Brieuc,HUSHOVD Thor,Valverde Alejandro,2008,0,0,0,1
0.0,Stage 3 - Saint Malo › Nantes,DUMOULIN Samuel,Feillu Romain,2008,0,0,0,1
0.0,Stage 4 (ITT) - Cholet › Cholet,SCHUMACHER Stefan,Schumacher Stefan,2008,1,0,0,0
1.0,Stage 5 - Cholet › Châteauroux,CAVENDISH Mark,Schumacher Stefan,2008,0,0,0,1
0.0,Stage 6 - Aigurande › SuperBesse,VALVERDE Alejandro,Kirchen Kim,2008,0,0,0,1
0.0,Stage 7 - Brioude › Aurillac,SANCHEZ Luis Leon,Kirchen Kim,2008,0,0,0,1
1.0,Stage 8 - Figeac › Toulouse,CAVENDISH Mark,Kirchen Kim,2008,0,0,0,1
0.0,Stage 9 - Toulouse › Bagnères de Bigorre,EFIMKIN Vladimir,Kirchen Kim,2008,0,0,0,1
0.0,Stage 10 - Pau › Hautacam,COBO Juan Jose,Evans Cadel,2008,0,0,0,1
0.0,Stage 11 - Lannemezan › Foix,ARVESEN Kurt-Asle,Evans Cadel,2008,0,0,0,1
1.0,Stage 12 - Lavelanet › Narbonne,CAVENDISH Mark,Evans Cadel,2008,0,0,0,1
1.0,Stage 13 - Narbonne › Nîmes,CAVENDISH Mark,Evans Cadel,2008,0,0,0,1
0.0,Stage 14 - Nîmes › Digne-les-Bains,FREIRE Oscar,Evans Cadel,2008,0,0,0,1
0.0,Stage 15 - Embrun › Prato Nevoso,GERRANS Simon,Schleck Fränk,2008,0,0,0,1
0.0,Stage 16 - Cuneo › Jausiers,DESSEL Cyril,Schleck Fränk,2008,0,0,0,1
0.0,Stage 17 - Embrun › l'Alpe d'Huez,SASTRE Carlos,Sastre Carlos,2008,0,0,0,1
0.0,Stage 18 - Bourg d'Oisans › Saint-Etienne,BURGHARDT Marcus,Sastre Carlos,2008,0,0,0,1
0.0,Stage 19 - Roanne › Montluçon,CHAVANEL Sylvain,Sastre Carlos,2008,0,0,0,1
0.0,Stage 20 (ITT) - Cérilly › Saint-Amand-Montrond,SCHUMACHER Stefan,Sastre Carlos,2008,1,0,0,0
0.0,Stage 21 - Étampes › Paris,STEEGMANS Gert,Sastre Carlos,2008,0,0,0,1
