Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
30.0,135.0,,,Pineau Jérôme,1,Quickstep - Innergetic,2,2010,
31.0,131.0,,,Chavanel Sylvain,2,Quickstep - Innergetic,2,2010,
23.0,171.0,,,Taaramäe Rein,3,"Cofidis, le Crédit en Ligne",2,2010,
27.0,116.0,,,Monfort Maxime,4,Team HTC - Columbia,2,2010,
27.0,106.0,,,Lloyd Matthew,5,Omega Pharma-Lotto,2,2010,
25.0,108.0,,,Roelandts Jürgen,6,Omega Pharma-Lotto,2,2010,
29.0,132.0,,,Barredo Carlos,7*,Quickstep - Innergetic,2,2010,
25.0,204.0,,,Gavazzi Francesco,7,Lampre - Farnese Vini,2,2010,
27.0,124.0,,,Burghardt Marcus,8,BMC Racing Team,2,2010,
29.0,13.0,,,Cancellara Fabian,9,Saxo Bank,2,2010,
30.0,135.0,13.0,1,Pineau Jérôme,1,Quickstep - Innergetic,3,2010,-
31.0,131.0,8.0,2,Chavanel Sylvain,2,Quickstep - Innergetic,3,2010,-
23.0,171.0,8.0,3,Taaramäe Rein,3,"Cofidis, le Crédit en Ligne",3,2010,-
27.0,116.0,5.0,4,Monfort Maxime,4,Team HTC - Columbia,3,2010,-
27.0,106.0,4.0,5,Lloyd Matthew,5,Omega Pharma-Lotto,3,2010,-
29.0,54.0,3.0,,Hesjedal Ryder,6,Team Garmin - Transitions,3,2010,-
25.0,108.0,3.0,6,Roelandts Jürgen,7,Omega Pharma-Lotto,3,2010,▼1
29.0,33.0,2.0,,Cummings Steve,8,Sky Procycling,3,2010,-
29.0,132.0,,7*,Barredo Carlos,9*,Quickstep - Innergetic,3,2010,-
27.0,124.0,2.0,8,Burghardt Marcus,9,BMC Racing Team,3,2010,▼1
25.0,204.0,2.0,7,Gavazzi Francesco,10,Lampre - Farnese Vini,3,2010,▼3
29.0,13.0,2.0,9,Cancellara Fabian,11,Saxo Bank,3,2010,▼2
35.0,172.0,1.0,,Augé Stéphane,12,"Cofidis, le Crédit en Ligne",3,2010,-
30.0,135.0,13.0,1,Pineau Jérôme,1,Quickstep - Innergetic,4,2010,-
31.0,131.0,8.0,2,Chavanel Sylvain,2,Quickstep - Innergetic,4,2010,-
23.0,171.0,8.0,3,Taaramäe Rein,3,"Cofidis, le Crédit en Ligne",4,2010,-
27.0,116.0,5.0,4,Monfort Maxime,4,Team HTC - Columbia,4,2010,-
27.0,106.0,4.0,5,Lloyd Matthew,5,Omega Pharma-Lotto,4,2010,-
29.0,54.0,3.0,6,Hesjedal Ryder,6,Team Garmin - Transitions,4,2010,-
28.0,217.0,3.0,,Mayoz Iban,7,Footon-Servetto,4,2010,-
25.0,108.0,3.0,7,Roelandts Jürgen,8,Omega Pharma-Lotto,4,2010,▼1
29.0,33.0,2.0,8,Cummings Steve,9,Sky Procycling,4,2010,▼1
29.0,132.0,,9*,Barredo Carlos,10*,Quickstep - Innergetic,4,2010,-
27.0,124.0,2.0,9,Burghardt Marcus,10,BMC Racing Team,4,2010,▼1
25.0,103.0,2.0,,de Greef Francis,11,Omega Pharma-Lotto,4,2010,-
25.0,204.0,2.0,10,Gavazzi Francesco,12,Lampre - Farnese Vini,4,2010,▼2
29.0,13.0,2.0,11,Cancellara Fabian,13,Saxo Bank,4,2010,▼2
33.0,182.0,1.0,,Isasi Iñaki,14,Euskaltel - Euskadi,4,2010,-
35.0,172.0,1.0,12,Augé Stéphane,15,"Cofidis, le Crédit en Ligne",4,2010,▼3
