BIB,GC,GC-Time,Prev,Rnk,Team,Time,stage,year,▼▲
,,+ -9:52:43,4.0,12,Garmin Sharp,3:26 3:26,2,2014,▼8
,,+ -9:52:43,8.0,13,Orica GreenEDGE,4:23 4:23,2,2014,▼5
,,+ -9:52:43,7.0,14,AG2R La Mondiale,5:44 5:44,2,2014,▼7
,,+ -9:52:43,17.0,15,FDJ.fr,6:31 6:31,2,2014,▲2
,,+ -9:52:43,15.0,16,Team Europcar,7:50 7:50,2,2014,▼1
,,+ -9:52:43,21.0,17,"Cofidis, Solutions Crédits",9:44 9:44,2,2014,▲4
,,+ -9:52:43,16.0,18,Lotto Belisol,10:29 10:29,2,2014,▼2
,,+ -9:52:43,22.0,19,Omega Pharma - Quick-Step,11:02 11:02,2,2014,▲3
,,+ -9:52:43,6.0,20,Movistar Team,12:12 12:12,2,2014,▼14
,,+ -9:52:43,14.0,21,Bretagne - Séché Environnement,13:29 13:29,2,2014,▼7
,,+ -9:52:43,13.0,22,Team Giant - Shimano,25:29 25:29,2,2014,▼9
,,+ - 13:31:13,1.0,1,Team Sky,40:33:45 40:33:45,3,2014,-
,,+ - 13:31:13,2.0,2,Astana Pro Team,0:12 0:12,3,2014,-
,,+ - 13:31:13,3.0,3,BMC Racing Team,0:14 0:14,3,2014,-
,,+ - 13:31:13,4.0,4,Team NetApp – Endura,0:47 0:47,3,2014,-
,,+ - 13:31:13,5.0,5,Trek Factory Racing,",, 0:47",3,2014,-
,,+ - 13:31:13,7.0,6,IAM Cycling,1:01 1:01,3,2014,▲1
,,+ - 13:31:13,8.0,7,Team Katusha,1:20 1:20,3,2014,▲1
,,+ - 13:31:13,9.0,8,Belkin-Pro Cycling Team,1:31 1:31,3,2014,▲1
,,+ - 13:31:13,10.0,9,Lampre - Merida,",, 1:31",3,2014,▲1
,,+ - 13:31:13,6.0,10,Cannondale,1:42 1:42,3,2014,▼4
,,+ - 13:31:13,11.0,11,Tinkoff - Saxo,2:46 2:46,3,2014,-
,,+ - 13:31:13,12.0,12,Garmin Sharp,3:26 3:26,3,2014,-
,,+ - 13:31:13,13.0,13,Orica GreenEDGE,4:42 4:42,3,2014,-
,,+ - 13:31:13,14.0,14,AG2R La Mondiale,5:44 5:44,3,2014,-
,,+ - 13:31:13,15.0,15,FDJ.fr,6:31 6:31,3,2014,-
,,+ - 13:31:13,16.0,16,Team Europcar,8:28 8:28,3,2014,-
,,+ - 13:31:13,17.0,17,"Cofidis, Solutions Crédits",9:44 9:44,3,2014,-
,,+ - 13:31:13,18.0,18,Lotto Belisol,10:29 10:29,3,2014,-
,,+ - 13:31:13,19.0,19,Omega Pharma - Quick-Step,11:02 11:02,3,2014,-
,,+ - 13:31:13,20.0,20,Movistar Team,12:12 12:12,3,2014,-
,,+ - 13:31:13,21.0,21,Bretagne - Séché Environnement,13:29 13:29,3,2014,-
,,+ - 13:31:13,22.0,22,Team Giant - Shimano,25:29 25:29,3,2014,-
,,+ - 17:07:52,1.0,1,Team Sky,51:23:42 51:23:42,4,2014,-
,,+ - 17:07:52,2.0,2,Astana Pro Team,0:12 0:12,4,2014,-
,,+ - 17:07:52,3.0,3,BMC Racing Team,0:14 0:14,4,2014,-
,,+ - 17:07:52,4.0,4,Team NetApp – Endura,0:47 0:47,4,2014,-
,,+ - 17:07:52,5.0,5,Trek Factory Racing,",, 0:47",4,2014,-
,,+ - 17:07:52,6.0,6,IAM Cycling,1:01 1:01,4,2014,-
,,+ - 17:07:52,7.0,7,Team Katusha,1:20 1:20,4,2014,-
,,+ - 17:07:52,8.0,8,Belkin-Pro Cycling Team,1:31 1:31,4,2014,-
,,+ - 17:07:52,9.0,9,Lampre - Merida,",, 1:31",4,2014,-
,,+ - 17:07:52,10.0,10,Cannondale,1:42 1:42,4,2014,-
,,+ - 17:07:52,11.0,11,Tinkoff - Saxo,2:46 2:46,4,2014,-
,,+ - 17:07:52,12.0,12,Garmin Sharp,3:26 3:26,4,2014,-
,,+ - 17:07:52,13.0,13,Orica GreenEDGE,4:42 4:42,4,2014,-
,,+ - 17:07:52,14.0,14,AG2R La Mondiale,5:44 5:44,4,2014,-
,,+ - 17:07:52,15.0,15,FDJ.fr,6:31 6:31,4,2014,-
,,+ - 17:07:52,16.0,16,Team Europcar,8:28 8:28,4,2014,-
,,+ - 17:07:52,17.0,17,"Cofidis, Solutions Crédits",10:27 10:27,4,2014,-
,,+ - 17:07:52,18.0,18,Lotto Belisol,10:29 10:29,4,2014,-
,,+ - 17:07:52,19.0,19,Omega Pharma - Quick-Step,11:02 11:02,4,2014,-
,,+ - 17:07:52,20.0,20,Movistar Team,12:12 12:12,4,2014,-
,,+ - 17:07:52,21.0,21,Bretagne - Séché Environnement,13:29 13:29,4,2014,-
,,+ - 17:07:52,22.0,22,Team Giant - Shimano,25:55 25:55,4,2014,-
,,+ - 20:26:46,2.0,1,Astana Pro Team,61:21:26 61:21:26,5,2014,▲1
,,+ - 20:26:46,8.0,2,Belkin-Pro Cycling Team,4:18 4:18,5,2014,▲6
,,+ - 20:26:46,3.0,3,BMC Racing Team,6:05 6:05,5,2014,-
,,+ - 20:26:46,1.0,4,Team Sky,6:17 6:17,5,2014,▼3
,,+ - 20:26:46,5.0,5,Trek Factory Racing,7:22 7:22,5,2014,-
,,+ - 20:26:46,10.0,6,Cannondale,9:03 9:03,5,2014,▲4
,,+ - 20:26:46,7.0,7,Team Katusha,9:26 9:26,5,2014,-
,,+ - 20:26:46,13.0,8,Orica GreenEDGE,9:32 9:32,5,2014,▲5
,,+ - 20:26:46,12.0,9,Garmin Sharp,10:00 10:00,5,2014,▲3
,,+ - 20:26:46,4.0,10,Team NetApp – Endura,10:36 10:36,5,2014,▼6
,,+ - 20:26:46,6.0,11,IAM Cycling,11:50 11:50,5,2014,▼5
,,+ - 20:26:46,19.0,12,Omega Pharma - Quick-Step,13:33 13:33,5,2014,▲7
,,+ - 20:26:46,9.0,13,Lampre - Merida,14:26 14:26,5,2014,▼4
,,+ - 20:26:46,18.0,14,Lotto Belisol,14:42 14:42,5,2014,▲4
,,+ - 20:26:46,14.0,15,AG2R La Mondiale,15:34 15:34,5,2014,▼1
,,+ - 20:26:46,11.0,16,Tinkoff - Saxo,17:40 17:40,5,2014,▼5
,,+ - 20:26:46,16.0,17,Team Europcar,19:23 19:23,5,2014,▼1
,,+ - 20:26:46,15.0,18,FDJ.fr,19:26 19:26,5,2014,▼3
,,+ - 20:26:46,20.0,19,Movistar Team,20:43 20:43,5,2014,▲1
,,+ - 20:26:46,17.0,20,"Cofidis, Solutions Crédits",33:46 33:46,5,2014,▼3
,,+ - 20:26:46,22.0,21,Team Giant - Shimano,34:53 34:53,5,2014,▲1
,,+ - 20:26:46,21.0,22,Bretagne - Séché Environnement,50:26 50:26,5,2014,▼1
,,+ - 24:38:25,1.0,1,Astana Pro Team,73:56:23 73:56:23,6,2014,-
,,+ - 24:38:25,2.0,2,Belkin-Pro Cycling Team,4:18 4:18,6,2014,-
,,+ - 24:38:25,3.0,3,BMC Racing Team,6:05 6:05,6,2014,-
,,+ - 24:38:25,4.0,4,Team Sky,6:17 6:17,6,2014,-
,,+ - 24:38:25,5.0,5,Trek Factory Racing,7:22 7:22,6,2014,-
,,+ - 24:38:25,6.0,6,Cannondale,9:03 9:03,6,2014,-
,,+ - 24:38:25,7.0,7,Team Katusha,9:26 9:26,6,2014,-
,,+ - 24:38:25,9.0,8,Garmin Sharp,10:15 10:15,6,2014,▲1
,,+ - 24:38:25,8.0,9,Orica GreenEDGE,10:31 10:31,6,2014,▼1
,,+ - 24:38:25,10.0,10,Team NetApp – Endura,10:36 10:36,6,2014,-
,,+ - 24:38:25,11.0,11,IAM Cycling,11:50 11:50,6,2014,-
,,+ - 24:38:25,12.0,12,Omega Pharma - Quick-Step,13:33 13:33,6,2014,-
,,+ - 24:38:25,14.0,13,Lotto Belisol,14:42 14:42,6,2014,▲1
,,+ - 24:38:25,13.0,14,Lampre - Merida,15:25 15:25,6,2014,▼1
,,+ - 24:38:25,15.0,15,AG2R La Mondiale,15:34 15:34,6,2014,-
,,+ - 24:38:25,16.0,16,Tinkoff - Saxo,17:40 17:40,6,2014,-
,,+ - 24:38:25,17.0,17,Team Europcar,20:10 20:10,6,2014,-
,,+ - 24:38:25,19.0,18,Movistar Team,22:10 22:10,6,2014,▲1
,,+ - 24:38:25,18.0,19,FDJ.fr,23:53 23:53,6,2014,▼1
,,+ - 24:38:25,21.0,20,Team Giant - Shimano,34:53 34:53,6,2014,▲1
,,+ - 24:38:25,20.0,21,"Cofidis, Solutions Crédits",38:58 38:58,6,2014,▼1
,,+ - 24:38:25,22.0,22,Bretagne - Séché Environnement,50:26 50:26,6,2014,-
,,+ - 29:57:04,1.0,1,Astana Pro Team,89:52:20 89:52:20,7,2014,-
,,+ - 29:57:04,2.0,2,Belkin-Pro Cycling Team,4:18 4:18,7,2014,-
,,+ - 29:57:04,4.0,3,Team Sky,6:31 6:31,7,2014,▲1
,,+ - 29:57:04,3.0,4,BMC Racing Team,7:08 7:08,7,2014,▼1
,,+ - 29:57:04,5.0,5,Trek Factory Racing,8:39 8:39,7,2014,-
,,+ - 29:57:04,10.0,6,Team NetApp – Endura,10:50 10:50,7,2014,▲4
,,+ - 29:57:04,7.0,7,Team Katusha,11:20 11:20,7,2014,-
,,+ - 29:57:04,9.0,8,Orica GreenEDGE,11:57 11:57,7,2014,▲1
,,+ - 29:57:04,11.0,9,IAM Cycling,12:53 12:53,7,2014,▲2
,,+ - 29:57:04,6.0,10,Cannondale,13:11 13:11,7,2014,▼4
,,+ - 29:57:04,12.0,11,Omega Pharma - Quick-Step,14:36 14:36,7,2014,▲1
,,+ - 29:57:04,8.0,12,Garmin Sharp,15:29 15:29,7,2014,▼4
,,+ - 29:57:04,15.0,13,AG2R La Mondiale,15:48 15:48,7,2014,▲2
,,+ - 29:57:04,14.0,14,Lampre - Merida,16:28 16:28,7,2014,-
,,+ - 29:57:04,13.0,15,Lotto Belisol,18:47 18:47,7,2014,▼2
,,+ - 29:57:04,16.0,16,Tinkoff - Saxo,19:27 19:27,7,2014,-
,,+ - 29:57:04,17.0,17,Team Europcar,20:21 20:21,7,2014,-
,,+ - 29:57:04,18.0,18,Movistar Team,23:50 23:50,7,2014,-
,,+ - 29:57:04,19.0,19,FDJ.fr,23:53 23:53,7,2014,-
,,+ - 29:57:04,20.0,20,Team Giant - Shimano,38:38 38:38,7,2014,-
,,+ - 29:57:04,21.0,21,"Cofidis, Solutions Crédits",39:40 39:40,7,2014,-
,,+ - 29:57:04,22.0,22,Bretagne - Séché Environnement,54:46 54:46,7,2014,-
,,+ - 33:48:52,1.0,1,Astana Pro Team,101:30:53 101:30:53,8,2014,-
,,+ - 33:48:52,2.0,2,Belkin-Pro Cycling Team,5:23 5:23,8,2014,-
,,+ - 33:48:52,3.0,3,Team Sky,5:31 5:31,8,2014,-
,,+ - 33:48:52,13.0,4,AG2R La Mondiale,10:55 10:55,8,2014,▲9
,,+ - 33:48:52,11.0,5,Omega Pharma - Quick-Step,17:17 17:17,8,2014,▲6
,,+ - 33:48:52,16.0,6,Tinkoff - Saxo,20:04 20:04,8,2014,▲10
,,+ - 33:48:52,4.0,7,BMC Racing Team,20:47 20:47,8,2014,▼3
,,+ - 33:48:52,18.0,8,Movistar Team,25:06 25:06,8,2014,▲10
,,+ - 33:48:52,14.0,9,Lampre - Merida,25:09 25:09,8,2014,▲5
,,+ - 33:48:52,5.0,10,Trek Factory Racing,",, 25:09",8,2014,▼5
,,+ - 33:48:52,17.0,11,Team Europcar,25:22 25:22,8,2014,▲6
,,+ - 33:48:52,12.0,12,Garmin Sharp,25:35 25:35,8,2014,-
,,+ - 33:48:52,6.0,13,Team NetApp – Endura,27:12 27:12,8,2014,▼7
,,+ - 33:48:52,19.0,14,FDJ.fr,27:38 27:38,8,2014,▲5
,,+ - 33:48:52,15.0,15,Lotto Belisol,31:07 31:07,8,2014,-
,,+ - 33:48:52,9.0,16,IAM Cycling,31:32 31:32,8,2014,▼7
,,+ - 33:48:52,7.0,17,Team Katusha,39:43 39:43,8,2014,▼10
,,+ - 33:48:52,8.0,18,Orica GreenEDGE,43:29 43:29,8,2014,▼10
,,+ - 33:48:52,21.0,19,"Cofidis, Solutions Crédits",49:23 49:23,8,2014,▲2
,,+ - 33:48:52,10.0,20,Cannondale,1:02:41 1:02:41,8,2014,▼10
,,+ - 33:48:52,20.0,21,Team Giant - Shimano,1:15:41 1:15:41,8,2014,▼1
,,+ - 33:48:52,22.0,22,Bretagne - Séché Environnement,1:17:31 1:17:31,8,2014,-
,,+ - 38:04:38,1.0,1,Astana Pro Team,114:22:53 114:22:53,9,2014,-
,,+ - 38:04:38,2.0,2,Belkin-Pro Cycling Team,0:22 0:22,9,2014,-
,,+ - 38:04:38,4.0,3,AG2R La Mondiale,0:53 0:53,9,2014,▲1
,,+ - 38:04:38,3.0,4,Team Sky,5:31 5:31,9,2014,▼1
,,+ - 38:04:38,5.0,5,Omega Pharma - Quick-Step,9:31 9:31,9,2014,-
,,+ - 38:04:38,7.0,6,BMC Racing Team,10:45 10:45,9,2014,▲1
,,+ - 38:04:38,6.0,7,Tinkoff - Saxo,15:03 15:03,9,2014,▼1
,,+ - 38:04:38,11.0,8,Team Europcar,15:20 15:20,9,2014,▲3
,,+ - 38:04:38,8.0,9,Movistar Team,20:05 20:05,9,2014,▼1
,,+ - 38:04:38,9.0,10,Lampre - Merida,20:08 20:08,9,2014,▼1
,,+ - 38:04:38,10.0,11,Trek Factory Racing,",, 20:08",9,2014,▼1
,,+ - 38:04:38,13.0,12,Team NetApp – Endura,22:10 22:10,9,2014,▲1
,,+ - 38:04:38,12.0,13,Garmin Sharp,25:35 25:35,9,2014,▼1
,,+ - 38:04:38,15.0,14,Lotto Belisol,26:06 26:06,9,2014,▲1
,,+ - 38:04:38,14.0,15,FDJ.fr,27:38 27:38,9,2014,▼1
,,+ - 38:04:38,17.0,16,Team Katusha,29:56 29:56,9,2014,▲1
,,+ - 38:04:38,16.0,17,IAM Cycling,31:32 31:32,9,2014,▼1
,,+ - 38:04:38,19.0,18,"Cofidis, Solutions Crédits",39:21 39:21,9,2014,▲1
,,+ - 38:04:38,18.0,19,Orica GreenEDGE,43:29 43:29,9,2014,▼1
,,+ - 38:04:38,20.0,20,Cannondale,57:40 57:40,9,2014,-
,,+ - 38:04:38,21.0,21,Team Giant - Shimano,1:10:40 1:10:40,9,2014,-
,,+ - 38:04:38,22.0,22,Bretagne - Séché Environnement,1:12:30 1:12:30,9,2014,-
,,+ - 42:33:38,3.0,1,AG2R La Mondiale,127:48:28 127:48:28,10,2014,▲2
,,+ - 42:33:38,1.0,2,Astana Pro Team,3:19 3:19,10,2014,▼1
,,+ - 42:33:38,2.0,3,Belkin-Pro Cycling Team,4:25 4:25,10,2014,▼1
,,+ - 42:33:38,4.0,4,Team Sky,4:56 4:56,10,2014,-
,,+ - 42:33:38,6.0,5,BMC Racing Team,20:38 20:38,10,2014,▲1
,,+ - 42:33:38,9.0,6,Movistar Team,22:27 22:27,10,2014,▲3
,,+ - 42:33:38,10.0,7,Lampre - Merida,24:04 24:04,10,2014,▲3
,,+ - 42:33:38,8.0,8,Team Europcar,27:47 27:47,10,2014,-
,,+ - 42:33:38,5.0,9,Omega Pharma - Quick-Step,29:58 29:58,10,2014,▼4
,,+ - 42:33:38,16.0,10,Team Katusha,34:04 34:04,10,2014,▲6
,,+ - 42:33:38,11.0,11,Trek Factory Racing,35:17 35:17,10,2014,-
,,+ - 42:33:38,18.0,12,"Cofidis, Solutions Crédits",43:30 43:30,10,2014,▲6
,,+ - 42:33:38,14.0,13,Lotto Belisol,47:57 47:57,10,2014,▲1
,,+ - 42:33:38,12.0,14,Team NetApp – Endura,51:57 51:57,10,2014,▼2
,,+ - 42:33:38,15.0,15,FDJ.fr,52:36 52:36,10,2014,-
,,+ - 42:33:38,13.0,16,Garmin Sharp,56:50 56:50,10,2014,▼3
,,+ - 42:33:38,17.0,17,IAM Cycling,1:00:34 1:00:34,10,2014,-
,,+ - 42:33:38,7.0,18,Tinkoff - Saxo,1:37:40 1:37:40,10,2014,▼11
,,+ - 42:33:38,19.0,19,Orica GreenEDGE,1:38:44 1:38:44,10,2014,-
,,+ - 42:33:38,20.0,20,Cannondale,2:02:00 2:02:00,10,2014,-
,,+ - 42:33:38,21.0,21,Team Giant - Shimano,2:04:31 2:04:31,10,2014,-
,,+ - 42:33:38,22.0,22,Bretagne - Séché Environnement,2:11:23 2:11:23,10,2014,-
,,+ - 46:59:23,1.0,1,AG2R La Mondiale,141:05:43 141:05:43,11,2014,-
,,+ - 46:59:23,2.0,2,Astana Pro Team,3:19 3:19,11,2014,-
,,+ - 46:59:23,3.0,3,Belkin-Pro Cycling Team,4:25 4:25,11,2014,-
,,+ - 46:59:23,4.0,4,Team Sky,4:56 4:56,11,2014,-
,,+ - 46:59:23,5.0,5,BMC Racing Team,21:20 21:20,11,2014,-
,,+ - 46:59:23,6.0,6,Movistar Team,23:14 23:14,11,2014,-
,,+ - 46:59:23,7.0,7,Lampre - Merida,27:16 27:16,11,2014,-
,,+ - 46:59:23,8.0,8,Team Europcar,29:23 29:23,11,2014,-
,,+ - 46:59:23,9.0,9,Omega Pharma - Quick-Step,30:07 30:07,11,2014,-
,,+ - 46:59:23,11.0,10,Trek Factory Racing,43:31 43:31,11,2014,▲1
,,+ - 46:59:23,12.0,11,"Cofidis, Solutions Crédits",47:29 47:29,11,2014,▲1
,,+ - 46:59:23,10.0,12,Team Katusha,49:53 49:53,11,2014,▼2
,,+ - 46:59:23,13.0,13,Lotto Belisol,52:03 52:03,11,2014,-
,,+ - 46:59:23,15.0,14,FDJ.fr,54:13 54:13,11,2014,▲1
,,+ - 46:59:23,14.0,15,Team NetApp – Endura,1:00:11 1:00:11,11,2014,▼1
,,+ - 46:59:23,17.0,16,IAM Cycling,1:11:01 1:11:01,11,2014,▲1
,,+ - 46:59:23,18.0,17,Tinkoff - Saxo,1:37:52 1:37:52,11,2014,▲1
,,+ - 46:59:23,19.0,18,Orica GreenEDGE,1:42:47 1:42:47,11,2014,▲1
,,+ - 46:59:23,21.0,19,Team Giant - Shimano,2:13:09 2:13:09,11,2014,▲2
,,+ - 46:59:23,20.0,20,Cannondale,2:13:23 2:13:23,11,2014,-
,,+ - 46:59:23,22.0,21,Bretagne - Séché Environnement,2:22:49 2:22:49,11,2014,▲1
,,+ - 51:31:34,1.0,1,AG2R La Mondiale,154:42:16 154:42:16,12,2014,-
,,+ - 51:31:34,2.0,2,Astana Pro Team,3:19 3:19,12,2014,-
,,+ - 51:31:34,3.0,3,Belkin-Pro Cycling Team,4:25 4:25,12,2014,-
,,+ - 51:31:34,4.0,4,Team Sky,4:56 4:56,12,2014,-
,,+ - 51:31:34,5.0,5,BMC Racing Team,21:20 21:20,12,2014,-
,,+ - 51:31:34,6.0,6,Movistar Team,23:19 23:19,12,2014,-
,,+ - 51:31:34,8.0,7,Team Europcar,29:23 29:23,12,2014,▲1
,,+ - 51:31:34,7.0,8,Lampre - Merida,29:40 29:40,12,2014,▼1
,,+ - 51:31:34,9.0,9,Omega Pharma - Quick-Step,30:07 30:07,12,2014,-
,,+ - 51:31:34,10.0,10,Trek Factory Racing,43:31 43:31,12,2014,-
,,+ - 51:31:34,12.0,11,Team Katusha,49:53 49:53,12,2014,▲1
,,+ - 51:31:34,11.0,12,"Cofidis, Solutions Crédits",50:37 50:37,12,2014,▼1
,,+ - 51:31:34,13.0,13,Lotto Belisol,52:23 52:23,12,2014,-
,,+ - 51:31:34,14.0,14,FDJ.fr,54:13 54:13,12,2014,-
,,+ - 51:31:34,15.0,15,Team NetApp – Endura,1:02:17 1:02:17,12,2014,-
,,+ - 51:31:34,16.0,16,IAM Cycling,1:11:01 1:11:01,12,2014,-
,,+ - 51:31:34,17.0,17,Tinkoff - Saxo,1:39:57 1:39:57,12,2014,-
,,+ - 51:31:34,18.0,18,Orica GreenEDGE,1:42:47 1:42:47,12,2014,-
,,+ - 51:31:34,,19,Garmin Sharp,1:52:05 1:52:05,12,2014,-
,,+ - 51:31:34,20.0,20,Cannondale,2:14:08 2:14:08,12,2014,-
,,+ - 51:31:34,19.0,21,Team Giant - Shimano,",, 2:14:08",12,2014,▼2
,,+ - 51:31:34,21.0,22,Bretagne - Séché Environnement,2:22:49 2:22:49,12,2014,▼1
,,+ - 56:44:03,1.0,1,AG2R La Mondiale,170:27:17 170:27:17,13,2014,-
,,+ - 56:44:03,3.0,2,Belkin-Pro Cycling Team,9:24 9:24,13,2014,▲1
,,+ - 56:44:03,4.0,3,Team Sky,23:46 23:46,13,2014,▲1
,,+ - 56:44:03,2.0,4,Astana Pro Team,29:20 29:20,13,2014,▼2
,,+ - 56:44:03,5.0,5,BMC Racing Team,33:31 33:31,13,2014,-
,,+ - 56:44:03,6.0,6,Movistar Team,45:25 45:25,13,2014,-
,,+ - 56:44:03,7.0,7,Team Europcar,55:33 55:33,13,2014,-
,,+ - 56:44:03,9.0,8,Omega Pharma - Quick-Step,1:00:15 1:00:15,13,2014,▲1
,,+ - 56:44:03,8.0,9,Lampre - Merida,1:00:40 1:00:40,13,2014,▼1
,,+ - 56:44:03,10.0,10,Trek Factory Racing,1:02:14 1:02:14,13,2014,-
,,+ - 56:44:03,13.0,11,Lotto Belisol,1:33:16 1:33:16,13,2014,▲2
,,+ - 56:44:03,14.0,12,FDJ.fr,1:34:32 1:34:32,13,2014,▲2
,,+ - 56:44:03,12.0,13,"Cofidis, Solutions Crédits",1:39:52 1:39:52,13,2014,▼1
,,+ - 56:44:03,15.0,14,Team NetApp – Endura,1:40:14 1:40:14,13,2014,▲1
,,+ - 56:44:03,16.0,15,IAM Cycling,1:41:17 1:41:17,13,2014,▲1
,,+ - 56:44:03,11.0,16,Team Katusha,1:47:15 1:47:15,13,2014,▼5
,,+ - 56:44:03,17.0,17,Tinkoff - Saxo,1:54:50 1:54:50,13,2014,-
,,+ - 56:44:03,22.0,18,Bretagne - Séché Environnement,3:00:57 3:00:57,13,2014,▲4
,,+ - 56:44:03,19.0,19,Garmin Sharp,3:09:06 3:09:06,13,2014,-
,,+ - 56:44:03,18.0,20,Orica GreenEDGE,3:31:07 3:31:07,13,2014,▼2
,,+ - 56:44:03,20.0,21,Cannondale,3:36:44 3:36:44,13,2014,▼1
,,+ - 56:44:03,21.0,22,Team Giant - Shimano,3:38:13 3:38:13,13,2014,▼1
,,+ - 61:52:54,1.0,1,AG2R La Mondiale,185:56:38 185:56:38,14,2014,-
,,+ - 61:52:54,2.0,2,Belkin-Pro Cycling Team,12:42 12:42,14,2014,-
,,+ - 61:52:54,3.0,3,Team Sky,38:16 38:16,14,2014,-
,,+ - 61:52:54,4.0,4,Astana Pro Team,46:10 46:10,14,2014,-
,,+ - 61:52:54,6.0,5,Movistar Team,47:44 47:44,14,2014,▲1
,,+ - 61:52:54,5.0,6,BMC Racing Team,51:01 51:01,14,2014,▼1
,,+ - 61:52:54,10.0,7,Trek Factory Racing,1:15:07 1:15:07,14,2014,▲3
,,+ - 61:52:54,7.0,8,Team Europcar,1:15:51 1:15:51,14,2014,▼1
,,+ - 61:52:54,9.0,9,Lampre - Merida,1:22:13 1:22:13,14,2014,-
,,+ - 61:52:54,8.0,10,Omega Pharma - Quick-Step,1:31:56 1:31:56,14,2014,▼2
,,+ - 61:52:54,11.0,11,Lotto Belisol,1:53:01 1:53:01,14,2014,-
,,+ - 61:52:54,12.0,12,FDJ.fr,1:53:22 1:53:22,14,2014,-
,,+ - 61:52:54,13.0,13,"Cofidis, Solutions Crédits",1:59:41 1:59:41,14,2014,-
,,+ - 61:52:54,15.0,14,IAM Cycling,2:07:53 2:07:53,14,2014,▲1
,,+ - 61:52:54,14.0,15,Team NetApp – Endura,2:08:51 2:08:51,14,2014,▼1
,,+ - 61:52:54,17.0,16,Tinkoff - Saxo,2:08:56 2:08:56,14,2014,▲1
,,+ - 61:52:54,16.0,17,Team Katusha,2:15:23 2:15:23,14,2014,▼1
,,+ - 61:52:54,18.0,18,Bretagne - Séché Environnement,3:31:38 3:31:38,14,2014,-
,,+ - 61:52:54,19.0,19,Garmin Sharp,3:54:47 3:54:47,14,2014,-
,,+ - 61:52:54,20.0,20,Orica GreenEDGE,4:05:34 4:05:34,14,2014,-
,,+ - 61:52:54,21.0,21,Cannondale,4:26:44 4:26:44,14,2014,-
,,+ - 61:52:54,22.0,22,Team Giant - Shimano,4:31:49 4:31:49,14,2014,-
,,+ - 66:49:37,1.0,1,AG2R La Mondiale,200:46:47 200:46:47,15,2014,-
,,+ - 66:49:37,2.0,2,Belkin-Pro Cycling Team,12:42 12:42,15,2014,-
,,+ - 66:49:37,3.0,3,Team Sky,38:32 38:32,15,2014,-
,,+ - 66:49:37,4.0,4,Astana Pro Team,46:10 46:10,15,2014,-
,,+ - 66:49:37,5.0,5,Movistar Team,47:44 47:44,15,2014,-
,,+ - 66:49:37,6.0,6,BMC Racing Team,51:01 51:01,15,2014,-
,,+ - 66:49:37,7.0,7,Trek Factory Racing,1:15:07 1:15:07,15,2014,-
