Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
30.0,102.0,13.0,,Bettini Paolo,1.0,Quickstep - Davitamon,1,2004,
27.0,98.0,12.0,,Tombak Janek,2.0,"Cofidis, le Crédit par Téléphone",1,2004,
32.0,69.0,4.0,,Voigt Jens,3.0,CSC ProTeam,1,2004,
30.0,127.0,3.0,,Renier Franck,4.0,Brioches La Boulangère,1,2004,
23.0,165.0,2.0,,Eisel Bernhard,5.0,Fdjeux.com,1,2004,
30.0,102.0,16.0,1.0,Bettini Paolo,1.0,Quickstep - Davitamon,2,2004,-
27.0,98.0,14.0,2.0,Tombak Janek,2.0,"Cofidis, le Crédit par Téléphone",2,2004,-
32.0,69.0,4.0,3.0,Voigt Jens,3.0,CSC ProTeam,2,2004,-
24.0,126.0,3.0,,Pineau Jérôme,4.0,Brioches La Boulangère,2,2004,-
30.0,127.0,3.0,4.0,Renier Franck,5.0,Brioches La Boulangère,2,2004,▼1
23.0,165.0,2.0,5.0,Eisel Bernhard,6.0,Fdjeux.com,2,2004,▼1
31.0,66.0,2.0,,Piil Jakob Storm,7.0,CSC ProTeam,2,2004,-
26.0,93.0,1.0,,Casper Jimmy,8.0,"Cofidis, le Crédit par Téléphone",2,2004,-
35.0,167.0,1.0,,Mengin Christophe,9.0,Fdjeux.com,2,2004,-
30.0,102.0,19.0,1.0,Bettini Paolo,1.0,Quickstep - Davitamon,3,2004,-
27.0,98.0,14.0,2.0,Tombak Janek,2.0,"Cofidis, le Crédit par Téléphone",3,2004,-
32.0,69.0,9.0,3.0,Voigt Jens,3.0,CSC ProTeam,3,2004,-
29.0,153.0,7.0,,de Groot Bram,4.0,Rabobank ProTeam,3,2004,-
24.0,126.0,3.0,4.0,Pineau Jérôme,5.0,Brioches La Boulangère,3,2004,▼1
30.0,127.0,3.0,5.0,Renier Franck,6.0,Brioches La Boulangère,3,2004,▼1
23.0,165.0,2.0,6.0,Eisel Bernhard,7.0,Fdjeux.com,3,2004,▼1
31.0,66.0,2.0,7.0,Piil Jakob Storm,8.0,CSC ProTeam,3,2004,▼1
35.0,167.0,1.0,9.0,Mengin Christophe,9.0,Fdjeux.com,3,2004,-
34.0,101.0,1.0,,Virenque Richard,10.0,Quickstep - Davitamon,3,2004,-
26.0,93.0,1.0,8.0,Casper Jimmy,11.0,"Cofidis, le Crédit par Téléphone",3,2004,▼3
30.0,102.0,19.0,1.0,Bettini Paolo,1.0,Quickstep - Davitamon,5,2004,-
27.0,98.0,14.0,2.0,Tombak Janek,2.0,"Cofidis, le Crédit par Téléphone",5,2004,-
32.0,69.0,9.0,3.0,Voigt Jens,3.0,CSC ProTeam,5,2004,-
29.0,153.0,7.0,4.0,de Groot Bram,4.0,Rabobank ProTeam,5,2004,-
25.0,162.0,3.0,,Casar Sandy,5.0,Fdjeux.com,5,2004,-
24.0,126.0,3.0,5.0,Pineau Jérôme,6.0,Brioches La Boulangère,5,2004,▼1
30.0,127.0,3.0,6.0,Renier Franck,7.0,Brioches La Boulangère,5,2004,▼1
25.0,129.0,2.0,,Voeckler Thomas,8.0,Brioches La Boulangère,5,2004,-
31.0,66.0,2.0,8.0,Piil Jakob Storm,9.0,CSC ProTeam,5,2004,▼1
23.0,165.0,2.0,7.0,Eisel Bernhard,10.0,Fdjeux.com,5,2004,▼3
29.0,131.0,1.0,,Bäckstedt Magnus,11.0,Alessio - Bianchi,5,2004,-
34.0,101.0,1.0,9.0,Virenque Richard,12.0,Quickstep - Davitamon,5,2004,▼3
35.0,167.0,1.0,10.0,Mengin Christophe,13.0,Fdjeux.com,5,2004,▼3
26.0,93.0,1.0,11.0,Casper Jimmy,14.0,"Cofidis, le Crédit par Téléphone",5,2004,▼3
30.0,102.0,19.0,1.0,Bettini Paolo,1.0,Quickstep - Davitamon,6,2004,-
27.0,98.0,14.0,2.0,Tombak Janek,2.0,"Cofidis, le Crédit par Téléphone",6,2004,-
32.0,69.0,9.0,3.0,Voigt Jens,3.0,CSC ProTeam,6,2004,-
29.0,153.0,7.0,4.0,de Groot Bram,4.0,Rabobank ProTeam,6,2004,-
25.0,162.0,3.0,5.0,Casar Sandy,5.0,Fdjeux.com,6,2004,-
24.0,126.0,3.0,6.0,Pineau Jérôme,6.0,Brioches La Boulangère,6,2004,-
30.0,127.0,3.0,7.0,Renier Franck,7.0,Brioches La Boulangère,6,2004,-
25.0,129.0,2.0,8.0,Voeckler Thomas,8.0,Brioches La Boulangère,6,2004,-
31.0,66.0,2.0,9.0,Piil Jakob Storm,9.0,CSC ProTeam,6,2004,-
23.0,165.0,2.0,10.0,Eisel Bernhard,10.0,Fdjeux.com,6,2004,-
29.0,131.0,1.0,11.0,Bäckstedt Magnus,11.0,Alessio - Bianchi,6,2004,-
34.0,101.0,1.0,12.0,Virenque Richard,12.0,Quickstep - Davitamon,6,2004,-
35.0,167.0,1.0,13.0,Mengin Christophe,13.0,Fdjeux.com,6,2004,-
26.0,93.0,1.0,14.0,Casper Jimmy,14.0,"Cofidis, le Crédit par Téléphone",6,2004,-
30.0,102.0,20.0,1.0,Bettini Paolo,1.0,Quickstep - Davitamon,7,2004,-
27.0,98.0,14.0,2.0,Tombak Janek,2.0,"Cofidis, le Crédit par Téléphone",7,2004,-
32.0,69.0,9.0,3.0,Voigt Jens,3.0,CSC ProTeam,7,2004,-
29.0,153.0,7.0,4.0,de Groot Bram,4.0,Rabobank ProTeam,7,2004,-
33.0,154.0,7.0,,Dekker Erik,5.0,Rabobank ProTeam,7,2004,-
24.0,126.0,6.0,6.0,Pineau Jérôme,6.0,Brioches La Boulangère,7,2004,-
31.0,184.0,5.0,,Marichal Thierry,7.0,Lotto - Domo,7,2004,-
25.0,162.0,3.0,5.0,Casar Sandy,8.0,Fdjeux.com,7,2004,▼3
30.0,127.0,3.0,7.0,Renier Franck,9.0,Brioches La Boulangère,7,2004,▼2
25.0,129.0,2.0,8.0,Voeckler Thomas,10.0,Brioches La Boulangère,7,2004,▼2
31.0,66.0,2.0,9.0,Piil Jakob Storm,11.0,CSC ProTeam,7,2004,▼2
23.0,165.0,2.0,10.0,Eisel Bernhard,12.0,Fdjeux.com,7,2004,▼2
29.0,131.0,1.0,11.0,Bäckstedt Magnus,13.0,Alessio - Bianchi,7,2004,▼2
34.0,101.0,1.0,12.0,Virenque Richard,14.0,Quickstep - Davitamon,7,2004,▼2
35.0,167.0,1.0,13.0,Mengin Christophe,15.0,Fdjeux.com,7,2004,▼2
26.0,93.0,1.0,14.0,Casper Jimmy,16.0,"Cofidis, le Crédit par Téléphone",7,2004,▼2
30.0,102.0,20.0,1.0,Bettini Paolo,1.0,Quickstep - Davitamon,8,2004,-
27.0,98.0,14.0,2.0,Tombak Janek,2.0,"Cofidis, le Crédit par Téléphone",8,2004,-
26.0,87.0,12.0,,Scholz Ronny,3.0,Gerolsteiner,8,2004,-
32.0,69.0,9.0,3.0,Voigt Jens,4.0,CSC ProTeam,8,2004,▼1
31.0,66.0,9.0,11.0,Piil Jakob Storm,5.0,CSC ProTeam,8,2004,▲6
30.0,48.0,8.0,,Tosatto Matteo,6.0,Fassa Bortolo,8,2004,-
29.0,153.0,7.0,4.0,de Groot Bram,7.0,Rabobank ProTeam,8,2004,▼3
33.0,154.0,7.0,5.0,Dekker Erik,8.0,Rabobank ProTeam,8,2004,▼3
24.0,126.0,6.0,6.0,Pineau Jérôme,9.0,Brioches La Boulangère,8,2004,▼3
31.0,184.0,5.0,7.0,Marichal Thierry,10.0,Lotto - Domo,8,2004,▼3
25.0,162.0,3.0,8.0,Casar Sandy,11.0,Fdjeux.com,8,2004,▼3
30.0,127.0,3.0,9.0,Renier Franck,12.0,Brioches La Boulangère,8,2004,▼3
25.0,129.0,2.0,10.0,Voeckler Thomas,13.0,Brioches La Boulangère,8,2004,▼3
23.0,165.0,2.0,12.0,Eisel Bernhard,14.0,Fdjeux.com,8,2004,▼2
34.0,101.0,2.0,14.0,Virenque Richard,15.0,Quickstep - Davitamon,8,2004,▼1
29.0,131.0,1.0,13.0,Bäckstedt Magnus,16.0,Alessio - Bianchi,8,2004,▼3
35.0,167.0,1.0,15.0,Mengin Christophe,17.0,Fdjeux.com,8,2004,▼2
26.0,93.0,1.0,16.0,Casper Jimmy,18.0,"Cofidis, le Crédit par Téléphone",8,2004,▼2
30.0,102.0,20.0,1.0,Bettini Paolo,1.0,Quickstep - Davitamon,9,2004,-
27.0,98.0,14.0,2.0,Tombak Janek,2.0,"Cofidis, le Crédit par Téléphone",9,2004,-
26.0,87.0,12.0,3.0,Scholz Ronny,3.0,Gerolsteiner,9,2004,-
32.0,69.0,9.0,4.0,Voigt Jens,4.0,CSC ProTeam,9,2004,-
31.0,66.0,9.0,5.0,Piil Jakob Storm,5.0,CSC ProTeam,9,2004,-
30.0,48.0,8.0,6.0,Tosatto Matteo,6.0,Fassa Bortolo,9,2004,-
29.0,153.0,7.0,7.0,de Groot Bram,7.0,Rabobank ProTeam,9,2004,-
33.0,154.0,7.0,8.0,Dekker Erik,8.0,Rabobank ProTeam,9,2004,-
24.0,126.0,6.0,9.0,Pineau Jérôme,9.0,Brioches La Boulangère,9,2004,-
34.0,101.0,5.0,15.0,Virenque Richard,10.0,Quickstep - Davitamon,9,2004,▲5
31.0,184.0,5.0,10.0,Marichal Thierry,11.0,Lotto - Domo,9,2004,▼1
25.0,162.0,3.0,11.0,Casar Sandy,12.0,Fdjeux.com,9,2004,▼1
27.0,36.0,3.0,,Landaluze Iñigo,13.0,Euskaltel - Euskadi,9,2004,-
30.0,127.0,3.0,12.0,Renier Franck,14.0,Brioches La Boulangère,9,2004,▼2
25.0,129.0,2.0,13.0,Voeckler Thomas,15.0,Brioches La Boulangère,9,2004,▼2
26.0,31.0,2.0,,Mayo Iban,16.0,Euskaltel - Euskadi,9,2004,-
