Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,UCI.1,\u25bc\u25b2,stage,year
26,77,,,,,Howard Leigh,1,IAM Cycling,,,20.0,,,1,2016
31,133,,,,,B\xe1rta Jan,2,Bora - Argon 18,,,17.0,,,1,2016
28,84,,,,,Howes Alex,3,Cannondale-Drapac Pro Cycling Team,,,15.0,,,1,2016
26,213,,,,,Delaplace Anthony,4,Fortuneo - Vital Concept,,,13.0,,,1,2016
33,161,,,,,Greipel Andr\xe9,5,Lotto Soudal,,,11.0,,,1,2016
28,181,,,,,Kittel Marcel,6,Etixx - Quick Step,,,10.0,,,1,2016
26,32,,,,,Sagan Peter,7,Tinkoff,,,9.0,,,1,2016
24,171,,,,,Coquard Bryan,8,Direct Energie,,,8.0,,,1,2016
31,98,,,,,Van Avermaet Greg,9,BMC Racing Team,,,7.0,,,1,2016
31,101,,,,,Cavendish Mark,10,Team Dimension Data,,,6.0,,,1,2016
31,187,,,,,Sabatini Fabio,11,Etixx - Quick Step,,,5.0,,,1,2016
33,186,,,,,Richeze Ariel Maximiliano,12,Etixx - Quick Step,,,4.0,,,1,2016
31,146,,,,,M\xf8rk\xf8v Michael,13,Team Katusha,,,3.0,,,1,2016
28,144,,,,,Kristoff Alexander,14,Team Katusha,,,2.0,,,1,2016
29,103,,,,,Boasson Hagen Edvald,15,Team Dimension Data,,,1.0,,,1,2016
26,32,1.0,+0:00,,3.0,Sagan Peter,1,Tinkoff,8:34:42 8:34:42,+0:00,25.0,,\u25b22,2,2016
24,182,2.0,+0:08,,14.0,Alaphilippe Julian,2,Etixx - Quick Step,0:08 0:08,+0:04,,,\u25b212,2,2016
36,12,3.0,+0:10,,33.0,Valverde Alejandro,3,Movistar Team,0:10 0:10,+0:06,,,\u25b230,2,2016
24,111,4.0,+0:14,,13.0,Barguil Warren,4,Team Giant - Alpecin,0:14 0:14,+0:10,,,\u25b29,2,2016
31,1,5.0,+0:14,,25.0,Froome Christopher,5,Team Sky,",, 0:14",+0:10,,,\u25b220,2,2016
31,98,6.0,+0:14,,32.0,Van Avermaet Greg,6,BMC Racing Team,",, 0:14",+0:10,,,\u25b226,2,2016
26,11,7.0,+0:14,,30.0,Quintana Nairo,7,Movistar Team,",, 0:14",+0:10,,,\u25b223,2,2016
30,36,8.0,+0:14,,24.0,Kreuziger Roman,8,Tinkoff,",, 0:14",+0:10,,,\u25b216,2,2016
36,201,9.0,+0:14,,46.0,Gerrans Simon,9,ORICA-BikeExchange,",, 0:14",+0:10,,,\u25b237,2,2016
29,184,10.0,+0:14,,54.0,Martin Daniel,10,Etixx - Quick Step,",, 0:14",+0:10,,,\u25b244,2,2016
26,21,11.0,+0:14,,44.0,Aru Fabio,11,Astana Pro Team,",, 0:14",+0:10,,,\u25b233,2,2016
29,81,12.0,+0:14,,55.0,Rolland Pierre,12,Cannondale-Drapac Pro Cycling Team,",, 0:14",+0:10,,,\u25b243,2,2016
28,165,13.0,+0:14,,63.0,Gallopin Tony,13,Lotto Soudal,",, 0:14",+0:10,,,\u25b250,2,2016
25,114,14.0,+0:14,,49.0,Dumoulin Tom,14,Team Giant - Alpecin,",, 0:14",+0:10,,,\u25b235,2,2016
25,51,15.0,+0:14,,73.0,Kelderman Wilco,15,Team LottoNL-Jumbo,",, 0:14",+0:10,,,\u25b258,2,2016
33,147,16.0,+0:14,,59.0,Van den Broeck Jurgen,16,Team Katusha,",, 0:14",+0:10,,,\u25b243,2,2016
25,41,17.0,+0:14,,56.0,Bardet Romain,17,AG2R La Mondiale,",, 0:14",+0:10,,,\u25b239,2,2016
27,99,18.0,+0:14,,68.0,van Garderen Tejay,18,BMC Racing Team,",, 0:14",+0:10,,,\u25b250,2,2016
25,207,19.0,+0:14,,90.0,Matthews Michael,19,ORICA-BikeExchange,",, 0:14",+0:10,,,\u25b271,2,2016
29,151,20.0,+0:14,,81.0,Costa Rui,20,Lampre - Merida,",, 0:14",+0:10,,,\u25b261,2,2016
23,209,21.0,+0:14,,87.0,Yates Adam,21,ORICA-BikeExchange,",, 0:14",+0:10,,,\u25b266,2,2016
28,2,22.0,+0:14,,77.0,Henao Sergio Luis,22,Team Sky,",, 0:14",+0:10,,,\u25b255,2,2016
29,61,23.0,+0:14,,107.0,Mollema Bauke,23,Trek - Segafredo,",, 0:14",+0:10,,,\u25b284,2,2016
26,4,24.0,+0:14,,114.0,Landa Mikel,24,Team Sky,",, 0:14",+0:10,,,\u25b290,2,2016
27,129,25.0,+0:14,,113.0,Vichot Arthur,25,FDJ,",, 0:14",+0:10,,,\u25b288,2,2016
37,141,26.0,+0:14,,160.0,Rodr\xedguez Joaquim,26,Team Katusha,",, 0:14",+0:10,,,\u25b2134,2,2016
29,71,27.0,+0:24,,96.0,Frank Mathias,27,IAM Cycling,0:24 0:24,+0:20,,,\u25b269,2,2016
31,22,28.0,+0:25,,43.0,Nibali Vincenzo,28,Astana Pro Team,0:25 0:25,+0:21,,,\u25b215,2,2016
27,79,29.0,+0:25,,83.0,Pantano Jarlinson,29,IAM Cycling,",, 0:25",+0:21,,,\u25b254,2,2016
27,126,30.0,+0:25,,112.0,Reichenbach Sebastien,30,FDJ,",, 0:25",+0:21,,,\u25b282,2,2016
26,121,31.0,+0:25,,111.0,Pinot Thibaut,31,FDJ,",, 0:25",+0:21,,,\u25b280,2,2016
24,157,32.0,+0:25,,123.0,Meintjes Louis,32,Lampre - Merida,",, 0:25",+0:21,,,\u25b291,2,2016
32,28,33.0,+0:29,,27.0,Sanchez Luis Leon,33,Astana Pro Team,0:29 0:29,+0:25,,,\u25bc6,2,2016
28,49,34.0,+0:29,,103.0,Vuillermoz Alexis,34,AG2R La Mondiale,",, 0:29",+0:25,,,\u25b269,2,2016
24,83,35.0,+0:31,,51.0,Craddock Lawson,35,Cannondale-Drapac Pro Cycling Team,0:31 0:31,+0:27,,,\u25b216,2,2016
32,107,36.0,+0:31,,64.0,Pauwels Serge,36,Team Dimension Data,",, 0:31",+0:27,,,\u25b228,2,2016
28,177,37.0,+0:31,,74.0,Sicard Romain,37,Direct Energie,",, 0:31",+0:27,,,\u25b237,2,2016
25,211,38.0,+0:31,,82.0,Sep\xfalveda Eduardo,38,Fortuneo - Vital Concept,",, 0:31",+0:27,,,\u25b244,2,2016
23,131,39.0,+0:31,,99.0,Buchmann Emanuel,39,Bora - Argon 18,",, 0:31",+0:27,,,\u25b260,2,2016
29,25,40.0,+0:31,,108.0,Kangert Tanel,40,Astana Pro Team,",, 0:31",+0:27,,,\u25b268,2,2016
39,69,41.0,+0:31,,116.0,Zubeldia Haimar,41,Trek - Segafredo,",, 0:31",+0:27,,,\u25b275,2,2016
24,137,42.0,+0:31,,122.0,Konrad Patrick,42,Bora - Argon 18,",, 0:31",+0:27,,,\u25b280,2,2016
27,88,43.0,+0:31,,150.0,Slagter Tom-Jelte,43,Cannondale-Drapac Pro Cycling Team,",, 0:31",+0:27,,,\u25b2107,2,2016
25,15,44.0,+0:35,,50.0,Herrada Jes\xfas,44,Movistar Team,0:35 0:35,+0:31,,,\u25b26,2,2016
28,46,45.0,+0:35,,98.0,Gautier Cyril,45,AG2R La Mondiale,",, 0:35",+0:31,,,\u25b253,2,2016
30,9,46.0,+0:38,,167.0,Thomas Geraint,46,Team Sky,0:38 0:38,+0:34,,,\u25b2121,2,2016
32,198,47.0,+0:40,,62.0,Mat\xe9 Luis \xc1ngel,47,"Cofidis, Solutions Cr\xe9dits",0:40 0:40,+0:36,,,\u25b215,2,2016
30,195,48.0,+0:40,,174.0,Jeannesson Arnold,48,"Cofidis, Solutions Cr\xe9dits",",, 0:40",+0:36,,,\u25b2126,2,2016
36,65,49.0,+0:46,,145.0,Schleck Fr\xe4nk,49,Trek - Segafredo,0:46 0:46,+0:42,,,\u25b296,2,2016
34,18,50.0,+0:49,,110.0,Moreno Daniel,50,Movistar Team,0:49 0:49,+0:45,,,\u25b260,2,2016
24,159,51.0,+0:49,,131.0,Polanc Jan,51,Lampre - Merida,",, 0:49",+0:45,,,\u25b280,2,2016
34,145,52.0,+0:49,,161.0,Losada Alberto,52,Team Katusha,",, 0:49",+0:45,,,\u25b2109,2,2016
30,42,53.0,+0:49,,168.0,Bakelants Jan,53,AG2R La Mondiale,",, 0:49",+0:45,,,\u25b2115,2,2016
33,124,54.0,+0:49,,171.0,Morabito Steve,54,FDJ,",, 0:49",+0:45,,,\u25b2117,2,2016
35,44,55.0,+0:55,,53.0,Dumoulin Samuel,55,AG2R La Mondiale,0:55 0:55,+0:51,,,\u25bc2,2,2016
30,214,56.0,+0:55,,109.0,Feillu Brice,56,Fortuneo - Vital Concept,",, 0:55",+0:51,,,\u25b253,2,2016
31,175,57.0,+0:55,,129.0,Jeandesboz Fabrice,57,Direct Energie,",, 0:55",+0:51,,,\u25b272,2,2016
26,149,58.0,+0:55,,158.0,Zakarin Ilnur,58,Team Katusha,",, 0:55",+0:51,,,\u25b2100,2,2016
32,5,59.0,+0:55,,164.0,Nieve Mikel,59,Team Sky,",, 0:55",+0:51,,,\u25b2105,2,2016
33,186,60.0,+1:02,,20.0,Richeze Ariel Maximiliano,60,Etixx - Quick Step,1:02 1:02,+0:58,,,\u25bc40,2,2016
30,43,61.0,+1:02,,76.0,Ch\xe9rel Micka\xebl,61,AG2R La Mondiale,",, 1:02",+0:58,,,\u25b215,2,2016
33,31,62.0,+1:02,,86.0,Contador Alberto,62,Tinkoff,",, 1:02",+0:58,,,\u25b224,2,2016
29,35,63.0,+1:02,,91.0,Ki\u0161erlovski Robert,63,Tinkoff,",, 1:02",+0:58,,,\u25b228,2,2016
28,66,64.0,+1:02,,126.0,Stetina Peter,64,Trek - Segafredo,",, 1:02",+0:58,,,\u25b262,2,2016
35,118,65.0,+1:02,,139.0,ten Dam Laurens,65,Team Giant - Alpecin,",, 1:02",+0:58,,,\u25b274,2,2016
24,67,66.0,+1:11,,12.0,Stuyven Jasper,66,Trek - Segafredo,1:11 1:11,+1:07,,,\u25bc54,2,2016
24,171,67.0,+1:21,,7.0,Coquard Bryan,67,Direct Energie,1:21 1:21,+1:17,,,\u25bc60,2,2016
37,172,68.0,+1:21,,35.0,Chavanel Sylvain,68,Direct Energie,",, 1:21",+1:17,,,\u25bc33,2,2016
29,217,69.0,+1:27,,72.0,Perichon Pierre-Luc,69,Fortuneo - Vital Concept,1:27 1:27,+1:23,,,\u25b23,2,2016
26,116,70.0,+1:27,,101.0,Preidler Georg,70,Team Giant - Alpecin,",, 1:27",+1:23,,,\u25b231,2,2016
30,115,71.0,+1:27,,100.0,Geschke Simon,71,Team Giant - Alpecin,",, 1:27",+1:23,,,\u25b229,2,2016
22,75,72.0,+1:36,,11.0,Enger Sondre Holst,72,IAM Cycling,1:36 1:36,+1:32,,,\u25bc61,2,2016
29,103,73.0,+1:36,,154.0,Boasson Hagen Edvald,73,Team Dimension Data,",, 1:36",+1:32,,,\u25b281,2,2016
35,62,74.0,+1:42,,85.0,Cancellara Fabian,74,Trek - Segafredo,1:42 1:42,+1:38,,,\u25b211,2,2016
31,101,75.0,+1:49,,1.0,Cavendish Mark,75,Team Dimension Data,1:49 1:49,+1:55,,,\u25bc74,2,2016
25,68,76.0,+1:53,,5.0,Theuns Edward,76,Trek - Segafredo,1:53 1:53,+1:49,,,\u25bc71,2,2016
25,78,77.0,+1:53,,47.0,Naesen Oliver,77,IAM Cycling,",, 1:53",+1:49,,,\u25bc30,2,2016
35,202,78.0,+1:53,,93.0,Albasini Michael,78,ORICA-BikeExchange,",, 1:53",+1:49,,,\u25b215,2,2016
22,158,79.0,+1:53,,102.0,Pibernik Luka,79,Lampre - Merida,",, 1:53",+1:49,,,\u25b223,2,2016
29,127,80.0,+1:53,,132.0,Roux Anthony,80,FDJ,",, 1:53",+1:49,,,\u25b252,2,2016
31,91,81.0,+1:59,,40.0,Porte Richie,81,BMC Racing Team,1:59 1:59,+1:55,,,\u25bc41,2,2016
30,76,82.0,+1:59,,52.0,Hollenstein Reto,82,IAM Cycling,",, 1:59",+1:55,,,\u25bc30,2,2016
27,57,83.0,+1:59,,71.0,Vanmarcke Sep,83,Team LottoNL-Jumbo,",, 1:59",+1:55,,,\u25bc12,2,2016
28,45,84.0,+1:59,,119.0,Gastauer Ben,84,AG2R La Mondiale,",, 1:59",+1:55,,,\u25b235,2,2016
33,48,85.0,+1:59,,149.0,Pozzovivo Domenico,85,AG2R La Mondiale,",, 1:59",+1:55,,,\u25b264,2,2016
27,106,86.0,+2:20,,148.0,Janse van Rensburg Reinardt,86,Team Dimension Data,2:20 2:20,+2:16,,,\u25b262,2,2016
28,94,87.0,+2:24,,136.0,Caruso Damiano,87,BMC Racing Team,2:24 2:24,+2:20,,,\u25b249,2,2016
33,72,88.0,+2:38,,104.0,Clement Stef,88,IAM Cycling,2:38 2:38,+2:34,,,\u25b216,2,2016
32,24,89.0,+2:43,,41.0,Grivko Andrei,89,Astana Pro Team,2:43 2:43,+2:39,,,\u25bc48,2,2016
23,196,90.0,+3:06,,6.0,Laporte Christophe,90,"Cofidis, Solutions Cr\xe9dits",3:06 3:06,+3:02,,,\u25bc84,2,2016
31,82,91.0,+3:06,,22.0,Breschel Matti,91,Cannondale-Drapac Pro Cycling Team,",, 3:06",+3:02,,,\u25bc69,2,2016
36,64,92.0,+3:06,,18.0,Rast Gregory,92,Trek - Segafredo,",, 3:06",+3:02,,,\u25bc74,2,2016
27,19,93.0,+3:06,,29.0,Oliveira Nelson,93,Movistar Team,",, 3:06",+3:02,,,\u25bc64,2,2016
36,63,94.0,+3:06,,34.0,Irizar Markel,94,Trek - Segafredo,",, 3:06",+3:02,,,\u25bc60,2,2016
32,55,95.0,+3:06,,37.0,Martens Paul,95,Team LottoNL-Jumbo,",, 3:06",+3:02,,,\u25bc58,2,2016
24,39,96.0,+3:06,,42.0,Valgren Michael,96,Tinkoff,",, 3:06",+3:02,,,\u25bc54,2,2016
27,215,97.0,+3:06,,45.0,Fonseca Armindo,97,Fortuneo - Vital Concept,",, 3:06",+3:02,,,\u25bc52,2,2016
31,205,98.0,+3:06,,48.0,Impey Daryl,98,ORICA-BikeExchange,",, 3:06",+3:02,,,\u25bc50,2,2016
28,16,99.0,+3:06,,75.0,Izagirre Gorka,99,Movistar Team,",, 3:06",+3:02,,,\u25bc24,2,2016
35,3,100.0,+3:06,,84.0,Kiryienka Vasil,100,Team Sky,",, 3:06",+3:02,,,\u25bc16,2,2016
31,168,101.0,+3:06,,94.0,Roelandts Jurgen,101,Lotto Soudal,",, 3:06",+3:02,,,\u25bc7,2,2016
34,122,102.0,+3:06,,134.0,Bonnet William,102,FDJ,",, 3:06",+3:02,,,\u25b232,2,2016
28,6,103.0,+3:32,,182.0,Poels Wout,103,Team Sky,3:32 3:32,+1:55,,,\u25b279,2,2016
28,87,104.0,+3:33,,65.0,Navardauskas Ramunas,104,Cannondale-Drapac Pro Cycling Team,3:33 3:33,+3:29,,,\u25bc39,2,2016
31,86,105.0,+3:33,,138.0,Langeveld Sebastian,105,Cannondale-Drapac Pro Cycling Team,",, 3:33",+3:29,,,\u25b233,2,2016
38,29,106.0,+3:38,,89.0,Tiralongo Paolo,106,Astana Pro Team,3:38 3:38,+3:34,,,\u25bc17,2,2016
23,188,107.0,+3:44,,151.0,Vakoc Petr,107,Etixx - Quick Step,3:44 3:44,+3:40,,,\u25b244,2,2016
33,197,108.0,+4:01,,36.0,Lemoine Cyril,108,"Cofidis, Solutions Cr\xe9dits",4:01 4:01,+3:57,,,\u25bc72,2,2016
38,204,109.0,+4:05,,92.0,Hayman Mathew,109,ORICA-BikeExchange,4:05 4:05,+4:01,,,\u25bc17,2,2016
25,203,110.0,+4:05,,125.0,Durbridge Luke,110,ORICA-BikeExchange,",, 4:05",+4:01,,,\u25b215,2,2016
28,199,111.0,+4:30,,60.0,Soupe Geoffrey,111,"Cofidis, Solutions Cr\xe9dits",4:30 4:30,+4:26,,,\u25bc51,2,2016
34,96,112.0,+4:30,,130.0,Moinard Ama\xebl,112,BMC Racing Team,",, 4:30",+4:26,,,\u25b218,2,2016
29,73,113.0,+4:30,,153.0,Coppel J\xe9rome,113,IAM Cycling,",, 4:30",+4:26,,,\u25b240,2,2016
31,23,114.0,+4:39,,179.0,Fuglsang Jakob,114,Astana Pro Team,4:39 4:39,+3:02,,,\u25b265,2,2016
27,17,115.0,+4:41,,193.0,Izagirre Ion,115,Movistar Team,4:41 4:41,+1:49,,,\u25b278,2,2016
28,144,116.0,+5:00,,8.0,Kristoff Alexander,116,Team Katusha,5:00 5:00,+4:56,,,\u25bc108,2,2016
26,164,117.0,+5:00,,17.0,Debusschere Jens,117,Lotto Soudal,",, 5:00",+4:56,,,\u25bc100,2,2016
33,93,118.0,+5:00,,38.0,Burghardt Marcus,118,BMC Racing Team,",, 5:00",+4:56,,,\u25bc80,2,2016
36,112,119.0,+5:00,,39.0,Curvers Roy,119,Team Giant - Alpecin,",, 5:00",+4:56,,,\u25bc80,2,2016
27,54,120.0,+5:00,,69.0,Lindeman Bert-Jan,120,Team LottoNL-Jumbo,",, 5:00",+4:56,,,\u25bc51,2,2016
27,13,121.0,+5:00,,141.0,Anacona Winner,121,Movistar Team,",, 5:00",+4:56,,,\u25b220,2,2016
32,191,122.0,+5:00,,135.0,Navarro Daniel,122,"Cofidis, Solutions Cr\xe9dits",",, 5:00",+4:56,,,\u25b213,2,2016
32,153,123.0,+5:00,,142.0,Bono Matteo,123,Lampre - Merida,",, 5:00",+4:56,,,\u25b219,2,2016
31,185,124.0,+5:00,,159.0,Martin Tony,124,Etixx - Quick Step,",, 5:00",+4:56,,,\u25b235,2,2016
28,194,125.0,+5:17,,185.0,Edet Nicolas,125,"Cofidis, Solutions Cr\xe9dits",5:17 5:17,+3:02,,,\u25b260,2,2016
31,123,126.0,+5:27,,188.0,Ladagnous Matthieu,126,FDJ,5:27 5:27,+3:02,,,\u25b262,2,2016
30,139,127.0,+5:41,,187.0,Voss Paul,127,Bora - Argon 18,5:41 5:41,+3:17,,,\u25b260,2,2016
39,148,128.0,+5:59,,165.0,Vicioso \xc1ngel,128,Team Katusha,5:59 5:59,+5:55,,,\u25b237,2,2016
26,213,129.0,+6:03,,184.0,Delaplace Anthony,129,Fortuneo - Vital Concept,6:03 6:03,+4:26,,,\u25b255,2,2016
26,212,130.0,+6:07,,143.0,Breen Vegard,130,Fortuneo - Vital Concept,6:07 6:07,+6:03,,,\u25b213,2,2016
29,97,131.0,+6:10,,66.0,Schar Michael,131,BMC Racing Team,6:10 6:10,+6:06,,,\u25bc65,2,2016
25,178,132.0,+6:10,,196.0,Tulik Angelo,132,Direct Energie,",, 6:10",+2:01,,,\u25b264,2,2016
26,189,133.0,+6:30,,194.0,Vermote Julien,133,Etixx - Quick Step,6:30 6:30,+3:19,,,\u25b261,2,2016
28,181,134.0,+6:59,,2.0,Kittel Marcel,134,Etixx - Quick Step,6:59 6:59,+7:01,,,\u25bc132,2,2016
27,113,135.0,+7:05,,15.0,Degenkolb John,135,Team Giant - Alpecin,7:05 7:05,+7:01,,,\u25bc120,2,2016
31,119,136.0,+7:05,,19.0,Timmer Albert,136,Team Giant - Alpecin,",, 7:05",+7:01,,,\u25bc117,2,2016
27,117,137.0,+7:05,,21.0,Sinkeldam Ramon,137,Team Giant - Alpecin,",, 7:05",+7:01,,,\u25bc116,2,2016
24,216,138.0,+7:05,,9.0,McLay Daniel,138,Fortuneo - Vital Concept,",, 7:05",+7:01,,,\u25bc129,2,2016
33,108,139.0,+7:05,,16.0,Renshaw Mark,139,Team Dimension Data,",, 7:05",+7:01,,,\u25bc123,2,2016
33,58,140.0,+7:05,,31.0,Wagner Robert,140,Team LottoNL-Jumbo,",, 7:05",+7:01,,,\u25bc109,2,2016
31,34,141.0,+7:05,,28.0,Gatto Oscar,141,Tinkoff,",, 7:05",+7:01,,,\u25bc113,2,2016
31,187,142.0,+7:05,,58.0,Sabatini Fabio,142,Etixx - Quick Step,",, 7:05",+7:01,,,\u25bc84,2,2016
31,219,143.0,+7:05,,57.0,Vachon Florian,143,Fortuneo - Vital Concept,",, 7:05",+7:01,,,\u25bc86,2,2016
29,85,144.0,+7:05,,79.0,Koren Kristijan,144,Cannondale-Drapac Pro Cycling Team,",, 7:05",+7:01,,,\u25bc65,2,2016
24,173,145.0,+7:05,,70.0,Duchesne Antoine,145,Direct Energie,",, 7:05",+7:01,,,\u25bc75,2,2016
42,38,146.0,+7:05,,88.0,Tosatto Matteo,146,Tinkoff,",, 7:05",+7:01,,,\u25bc58,2,2016
35,192,147.0,+7:05,,80.0,Bozic Borut,147,"Cofidis, Solutions Cr\xe9dits",",, 7:05",+7:01,,,\u25bc67,2,2016
35,174,148.0,+7:05,,78.0,Gene Yohann,148,Direct Energie,",, 7:05",+7:01,,,\u25bc70,2,2016
31,125,149.0,+7:05,,115.0,Pineau C\xe9dric,149,FDJ,",, 7:05",+7:01,,,\u25bc34,2,2016
31,33,150.0,+7:05,,97.0,Bodnar Maciej,150,Tinkoff,",, 7:05",+7:01,,,\u25bc53,2,2016
31,218,151.0,+7:05,,120.0,S\xf8rensen Chris Anker,151,Fortuneo - Vital Concept,",, 7:05",+7:01,,,\u25bc31,2,2016
33,128,152.0,+7:05,,133.0,Roy J\xe9r\xe9my,152,FDJ,",, 7:05",+7:01,,,\u25bc19,2,2016
31,152,153.0,+7:05,,117.0,Arashiro Yukiya,153,Lampre - Merida,",, 7:05",+7:01,,,\u25bc36,2,2016
35,136,154.0,+7:05,,124.0,Huzarski Bartosz,154,Bora - Argon 18,",, 7:05",+7:01,,,\u25bc30,2,2016
28,155,155.0,+7:05,,137.0,Durasek Kristijan,155,Lampre - Merida,",, 7:05",+7:01,,,\u25bc18,2,2016
35,166,156.0,+7:05,,146.0,Hansen Adam,156,Lotto Soudal,",, 7:05",+7:01,,,\u25bc10,2,2016
34,59,157.0,+7:05,,152.0,Wynants Maarten,157,Team LottoNL-Jumbo,",, 7:05",+7:01,,,\u25bc5,2,2016
26,52,158.0,+7:05,,144.0,Bennett George,158,Team LottoNL-Jumbo,",, 7:05",+7:01,,,\u25bc14,2,2016
31,133,159.0,+7:05,,162.0,B\xe1rta Jan,159,Bora - Argon 18,",, 7:05",+7:01,,,\u25b23,2,2016
33,183,160.0,+7:05,,170.0,Keisse Iljo,160,Etixx - Quick Step,",, 7:05",+7:01,,,\u25b210,2,2016
25,143,161.0,+7:05,,176.0,Haller Marco,161,Team Katusha,",, 7:05",+7:01,,,\u25b215,2,2016
37,179,162.0,+8:27,,177.0,Voeckler Thomas,162,Direct Energie,8:27 8:27,+7:01,,,\u25b215,2,2016
33,161,163.0,+8:29,,4.0,Greipel Andr\xe9,163,Lotto Soudal,8:29 8:29,+8:25,,,\u25bc159,2,2016
39,167,164.0,+8:29,,10.0,Henderson Gregory,164,Lotto Soudal,",, 8:29",+8:25,,,\u25bc154,2,2016
23,53,165.0,+8:29,,23.0,Groenewegen Dylan,165,Team LottoNL-Jumbo,",, 8:29",+8:25,,,\u25bc142,2,2016
32,14,166.0,+8:29,,26.0,Erviti Imanol,166,Movistar Team,",, 8:29",+8:25,,,\u25bc140,2,2016
26,154,167.0,+8:29,,61.0,Cimolai Davide,167,Lampre - Merida,",, 8:29",+8:25,,,\u25bc106,2,2016
37,74,168.0,+8:29,,67.0,Elmiger Martin,168,IAM Cycling,",, 8:29",+8:25,,,\u25bc101,2,2016
34,169,169.0,+8:29,,95.0,Sieberg Marcel,169,Lotto Soudal,",, 8:29",+8:25,,,\u25bc74,2,2016
27,27,170.0,+8:29,,106.0,Rosa Diego,170,Astana Pro Team,",, 8:29",+8:25,,,\u25bc64,2,2016
23,47,171.0,+8:29,,118.0,Gougeard Alexis,171,AG2R La Mondiale,",, 8:29",+8:25,,,\u25bc53,2,2016
29,8,172.0,+8:29,,105.0,Stannard Ian,172,Team Sky,",, 8:29",+8:25,,,\u25bc67,2,2016
28,142,173.0,+8:29,,121.0,Guarnieri Jacopo,173,Team Katusha,",, 8:29",+8:25,,,\u25bc52,2,2016
25,176,174.0,+8:29,,140.0,Petit Adrien,174,Direct Energie,",, 8:29",+8:25,,,\u25bc34,2,2016
28,84,175.0,+8:29,,127.0,Howes Alex,175,Cannondale-Drapac Pro Cycling Team,",, 8:29",+8:25,,,\u25bc48,2,2016
25,102,176.0,+8:29,,128.0,Berhane Natnael,176,Team Dimension Data,",, 8:29",+8:25,,,\u25bc48,2,2016
35,104,177.0,+8:29,,147.0,Cummings Stephen,177,Team Dimension Data,",, 8:29",+8:25,,,\u25bc30,2,2016
23,26,178.0,+8:29,,157.0,Lutsenko Alexey,178,Astana Pro Team,",, 8:29",+8:25,,,\u25bc21,2,2016
27,109,179.0,+8:29,,155.0,Teklehaimanot Daniel,179,Team Dimension Data,",, 8:29",+8:25,,,\u25bc24,2,2016
32,138,180.0,+8:29,,163.0,Schillinger Andreas,180,Bora - Argon 18,",, 8:29",+8:25,,,\u25bc17,2,2016
35,105,181.0,+8:29,,166.0,Eisel Bernhard,181,Team Dimension Data,",, 8:29",+8:25,,,\u25bc15,2,2016
26,7,182.0,+8:29,,169.0,Rowe Luke,182,Team Sky,",, 8:29",+8:25,,,\u25bc13,2,2016
27,193,183.0,+8:32,,195.0,Cousin J\xe9r\xf4me,183,"Cofidis, Solutions Cr\xe9dits",8:32 8:32,+4:56,,,\u25b212,2,2016
24,156,184.0,+8:38,,183.0,Grmay Tsgabu,184,Lampre - Merida,8:38 8:38,+7:01,,,\u25bc1,2,2016
26,206,185.0,+8:38,,180.0,Juul-Jensen Christopher,185,ORICA-BikeExchange,",, 8:38",+7:01,,,\u25bc5,2,2016
29,163,186.0,+8:47,,186.0,De Gendt Thomas,186,Lotto Soudal,8:47 8:47,+6:25,,,-,2,2016
32,92,187.0,+8:58,,189.0,Bookwalter Brent,187,BMC Racing Team,8:58 8:58,+6:06,,,\u25b22,2,2016
26,37,188.0,+9:53,,192.0,Majka Rafa\u0142,188,Tinkoff,9:53 9:53,+7:01,,,\u25b24,2,2016
28,134,189.0,+10:01,,156.0,Benedetti Cesare,189,Bora - Argon 18,10:01 10:01,+9:57,,,\u25bc33,2,2016
24,89,190.0,+10:02,,181.0,van Baarle Dylan,190,Cannondale-Drapac Pro Cycling Team,10:02 10:02,+8:25,,,\u25bc9,2,2016
36,208,191.0,+10:02,,178.0,Plaza Rub\xe9n,191,ORICA-BikeExchange,",, 10:02",+8:25,,,\u25bc13,2,2016
26,77,192.0,+11:17,,191.0,Howard Leigh,192,IAM Cycling,11:17 11:17,+8:25,,,\u25bc1,2,2016
26,95,193.0,+11:17,,190.0,Dennis Rohan,193,BMC Racing Team,",, 11:17",+8:25,,,\u25bc3,2,2016
23,56,194.0,+11:38,,198.0,Roosen Timo,194,Team LottoNL-Jumbo,11:38 11:38,+7:01,,,\u25b24,2,2016
36,162,195.0,+13:02,,197.0,Bak Lars Ytting,195,Lotto Soudal,13:02 13:02,+8:25,,,\u25b22,2,2016
27,132,196.0,+13:53,,173.0,Archbold Shane,196,Bora - Argon 18,13:53 13:53,+13:49,,,\u25bc23,2,2016
31,146,197.0,+13:53,,175.0,M\xf8rk\xf8v Michael,197,Team Katusha,",, 13:53",+13:49,,,\u25bc22,2,2016
25,135,198.0,+16:37,,172.0,Bennett Sam,198,Bora - Argon 18,16:37 16:37,+16:33,,,\u25bc26,2,2016
26,32,1.0,+0:00,,1.0,Sagan Peter,1,Tinkoff,14:34:36 14:34:36,+0:00,25.0,,-,3,2016
24,182,2.0,+0:08,,2.0,Alaphilippe Julian,2,Etixx - Quick Step,0:08 0:08,+0:00,,,-,3,2016
36,12,3.0,+0:10,,3.0,Valverde Alejandro,3,Movistar Team,0:10 0:10,+0:00,,,-,3,2016
