Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,UCI.1,\u25bc\u25b2,stage,year
25,135,197.0,+27:43,,197.0,Bennett Sam,197,Bora - Argon 18,27:43 27:43,+9:03,,,-,4,2016
31,146,198.0,+37:19,,198.0,M\xf8rk\xf8v Michael,198,Team Katusha,37:19 37:19,+14:42,,,-,4,2016
31,98,1.0,+0:00,,20.0,Van Avermaet Greg,1,BMC Racing Team,25:34:46 25:34:46,+0:00,25.0,,\u25b219,5,2016
24,182,2.0,+5:11,,2.0,Alaphilippe Julian,2,Etixx - Quick Step,5:11 5:11,+5:17,,,-,5,2016
36,12,3.0,+5:13,,3.0,Valverde Alejandro,3,Movistar Team,5:13 5:13,+5:17,,,-,5,2016
37,141,4.0,+5:14,,26.0,Rodr\xedguez Joaquim,4,Team Katusha,5:14 5:14,+5:14,,,\u25b222,5,2016
31,1,5.0,+5:17,,5.0,Froome Christopher,5,Team Sky,5:17 5:17,+5:17,,,-,5,2016
24,111,6.0,+5:17,,4.0,Barguil Warren,6,Team Giant - Alpecin,",, 5:17",+5:17,,,\u25bc2,5,2016
26,11,7.0,+5:17,,7.0,Quintana Nairo,7,Movistar Team,",, 5:17",+5:17,,,-,5,2016
26,21,8.0,+5:17,,8.0,Aru Fabio,8,Astana Pro Team,",, 5:17",+5:17,,,-,5,2016
29,81,9.0,+5:17,,10.0,Rolland Pierre,9,Cannondale-Drapac Pro Cycling Team,",, 5:17",+5:17,,,\u25b21,5,2016
29,184,10.0,+5:17,,13.0,Martin Daniel,10,Etixx - Quick Step,",, 5:17",+5:17,,,\u25b23,5,2016
25,51,11.0,+5:17,,14.0,Kelderman Wilco,11,Team LottoNL-Jumbo,",, 5:17",+5:17,,,\u25b23,5,2016
27,99,12.0,+5:17,,15.0,van Garderen Tejay,12,BMC Racing Team,",, 5:17",+5:17,,,\u25b23,5,2016
23,209,13.0,+5:17,,19.0,Yates Adam,13,ORICA-BikeExchange,",, 5:17",+5:17,,,\u25b26,5,2016
25,41,14.0,+5:17,,18.0,Bardet Romain,14,AG2R La Mondiale,",, 5:17",+5:17,,,\u25b24,5,2016
29,61,15.0,+5:17,,22.0,Mollema Bauke,15,Trek - Segafredo,",, 5:17",+5:17,,,\u25b27,5,2016
28,2,16.0,+5:17,,23.0,Henao Sergio Luis,16,Team Sky,",, 5:17",+5:17,,,\u25b27,5,2016
33,147,17.0,+5:26,,16.0,Van den Broeck Jurgen,17,Team Katusha,5:26 5:26,+5:26,,,\u25bc1,5,2016
30,36,18.0,+5:28,,6.0,Kreuziger Roman,18,Tinkoff,5:28 5:28,+5:28,,,\u25bc12,5,2016
24,157,19.0,+5:28,,30.0,Meintjes Louis,19,Lampre - Merida,",, 5:28",+5:17,,,\u25b211,5,2016
27,126,20.0,+5:28,,32.0,Reichenbach Sebastien,20,FDJ,",, 5:28",+5:17,,,\u25b212,5,2016
26,121,21.0,+5:28,,31.0,Pinot Thibaut,21,FDJ,",, 5:28",+5:17,,,\u25b210,5,2016
30,9,22.0,+5:57,,44.0,Thomas Geraint,22,Team Sky,5:57 5:57,+5:33,,,\u25b222,5,2016
29,71,23.0,+6:08,,27.0,Frank Mathias,23,IAM Cycling,6:08 6:08,+5:58,,,\u25b24,5,2016
32,107,24.0,+6:30,,37.0,Pauwels Serge,24,Team Dimension Data,6:30 6:30,+6:13,,,\u25b213,5,2016
33,31,25.0,+6:38,,54.0,Contador Alberto,25,Tinkoff,6:38 6:38,+5:50,,,\u25b229,5,2016
28,46,26.0,+6:55,,43.0,Gautier Cyril,26,AG2R La Mondiale,6:55 6:55,+6:34,,,\u25b217,5,2016
31,91,27.0,+7:02,,71.0,Porte Richie,27,BMC Racing Team,7:02 7:02,+5:17,,,\u25b244,5,2016
34,18,28.0,+7:20,,66.0,Moreno Daniel,28,Movistar Team,7:20 7:20,+5:46,,,\u25b238,5,2016
32,5,29.0,+8:01,,81.0,Nieve Mikel,29,Team Sky,8:01 8:01,+5:31,,,\u25b252,5,2016
25,211,30.0,+8:44,,36.0,Sep\xfalveda Eduardo,30,Fortuneo - Vital Concept,8:44 8:44,+8:27,,,\u25b26,5,2016
23,131,31.0,+8:44,,39.0,Buchmann Emanuel,31,Bora - Argon 18,",, 8:44",+8:27,,,\u25b28,5,2016
29,25,32.0,+8:44,,41.0,Kangert Tanel,32,Astana Pro Team,",, 8:44",+8:27,,,\u25b29,5,2016
39,69,33.0,+8:44,,42.0,Zubeldia Haimar,33,Trek - Segafredo,",, 8:44",+8:27,,,\u25b29,5,2016
31,175,34.0,+9:08,,52.0,Jeandesboz Fabrice,34,Direct Energie,9:08 9:08,+8:27,,,\u25b218,5,2016
32,24,35.0,+9:38,,94.0,Grivko Andrei,35,Astana Pro Team,9:38 9:38,+5:36,,,\u25b259,5,2016
28,94,36.0,+9:39,,76.0,Caruso Damiano,36,BMC Racing Team,9:39 9:39,+7:29,,,\u25b240,5,2016
33,48,37.0,+10:12,,73.0,Pozzovivo Domenico,37,AG2R La Mondiale,10:12 10:12,+8:27,,,\u25b236,5,2016
28,49,38.0,+10:43,,34.0,Vuillermoz Alexis,38,AG2R La Mondiale,10:43 10:43,+10:28,,,\u25bc4,5,2016
24,137,39.0,+10:45,,38.0,Konrad Patrick,39,Bora - Argon 18,10:45 10:45,+10:28,,,\u25bc1,5,2016
33,72,40.0,+10:51,,80.0,Clement Stef,40,IAM Cycling,10:51 10:51,+8:27,,,\u25b240,5,2016
30,42,41.0,+11:03,,46.0,Bakelants Jan,41,AG2R La Mondiale,11:03 11:03,+10:28,,,\u25b25,5,2016
33,124,42.0,+11:03,,48.0,Morabito Steve,42,FDJ,",, 11:03",+10:28,,,\u25b26,5,2016
36,65,43.0,+12:17,,75.0,Schleck Fr\xe4nk,43,Trek - Segafredo,12:17 12:17,+10:28,,,\u25b232,5,2016
35,136,44.0,+12:39,,129.0,Huzarski Bartosz,44,Bora - Argon 18,12:39 12:39,+5:17,,,\u25b285,5,2016
27,79,45.0,+13:22,,29.0,Pantano Jarlinson,45,IAM Cycling,13:22 13:22,+13:11,,,\u25bc16,5,2016
32,28,46.0,+13:26,,33.0,Sanchez Luis Leon,46,Astana Pro Team,13:26 13:26,+13:11,,,\u25bc13,5,2016
29,151,47.0,+13:55,,17.0,Costa Rui,47,Lampre - Merida,13:55 13:55,+13:55,,,\u25bc30,5,2016
30,195,48.0,+13:55,,45.0,Jeannesson Arnold,48,"Cofidis, Solutions Cr\xe9dits",",, 13:55",+13:29,,,\u25bc3,5,2016
26,4,49.0,+14:04,,25.0,Landa Mikel,49,Team Sky,14:04 14:04,+14:04,,,\u25bc24,5,2016
31,22,50.0,+14:06,,28.0,Nibali Vincenzo,50,Astana Pro Team,14:06 14:06,+13:55,,,\u25bc22,5,2016
24,83,51.0,+14:12,,35.0,Craddock Lawson,51,Cannondale-Drapac Pro Cycling Team,14:12 14:12,+13:55,,,\u25bc16,5,2016
30,43,52.0,+14:17,,53.0,Ch\xe9rel Micka\xebl,52,AG2R La Mondiale,14:17 14:17,+13:29,,,\u25b21,5,2016
34,145,53.0,+14:30,,49.0,Losada Alberto,53,Team Katusha,14:30 14:30,+13:55,,,\u25bc4,5,2016
35,118,54.0,+14:43,,55.0,ten Dam Laurens,54,Team Giant - Alpecin,14:43 14:43,+13:55,,,\u25b21,5,2016
32,198,55.0,+14:47,,61.0,Mat\xe9 Luis \xc1ngel,55,"Cofidis, Solutions Cr\xe9dits",14:47 14:47,+13:29,,,\u25b26,5,2016
26,116,56.0,+15:08,,58.0,Preidler Georg,56,Team Giant - Alpecin,15:08 15:08,+13:55,,,\u25b22,5,2016
30,115,57.0,+15:23,,59.0,Geschke Simon,57,Team Giant - Alpecin,15:23 15:23,+14:10,,,\u25b22,5,2016
28,66,58.0,+15:35,,70.0,Stetina Peter,58,Trek - Segafredo,15:35 15:35,+13:55,,,\u25b212,5,2016
28,45,59.0,+15:40,,74.0,Gastauer Ben,59,AG2R La Mondiale,15:40 15:40,+13:55,,,\u25b215,5,2016
27,88,60.0,+15:52,,87.0,Slagter Tom-Jelte,60,Cannondale-Drapac Pro Cycling Team,15:52 15:52,+12:45,,,\u25b227,5,2016
26,149,61.0,+16:09,,78.0,Zakarin Ilnur,61,Team Katusha,16:09 16:09,+13:55,,,\u25b217,5,2016
29,35,62.0,+16:22,,79.0,Ki\u0161erlovski Robert,62,Tinkoff,16:22 16:22,+14:01,,,\u25b217,5,2016
27,27,63.0,+16:42,,140.0,Rosa Diego,63,Astana Pro Team,16:42 16:42,+8:27,,,\u25b277,5,2016
29,163,64.0,+17:52,,185.0,De Gendt Thomas,64,Lotto Soudal,17:52 17:52,+2:38,,,\u25b2121,5,2016
31,205,65.0,+18:36,,100.0,Impey Daryl,65,ORICA-BikeExchange,18:36 18:36,+13:55,,,\u25b235,5,2016
38,29,66.0,+18:52,,103.0,Tiralongo Paolo,66,Astana Pro Team,18:52 18:52,+13:55,,,\u25b237,5,2016
28,177,67.0,+19:29,,40.0,Sicard Romain,67,Direct Energie,19:29 19:29,+19:12,,,\u25bc27,5,2016
34,96,68.0,+19:44,,112.0,Moinard Ama\xebl,68,BMC Racing Team,19:44 19:44,+13:55,,,\u25b244,5,2016
31,218,69.0,+20:20,,125.0,S\xf8rensen Chris Anker,69,Fortuneo - Vital Concept,20:20 20:20,+13:29,,,\u25b256,5,2016
31,185,70.0,+20:23,,118.0,Martin Tony,70,Etixx - Quick Step,20:23 20:23,+13:55,,,\u25b248,5,2016
37,74,71.0,+22:10,,139.0,Elmiger Martin,71,IAM Cycling,22:10 22:10,+13:55,,,\u25b268,5,2016
33,128,72.0,+22:10,,142.0,Roy J\xe9r\xe9my,72,FDJ,",, 22:10",+13:46,,,\u25b270,5,2016
26,37,73.0,+22:43,,194.0,Majka Rafa\u0142,73,Tinkoff,22:43 22:43,+5:10,,,\u25b2121,5,2016
24,156,74.0,+23:03,,148.0,Grmay Tsgabu,74,Lampre - Merida,23:03 23:03,+13:55,,,\u25b274,5,2016
31,219,75.0,+23:20,,159.0,Vachon Florian,75,Fortuneo - Vital Concept,23:20 23:20,+13:15,,,\u25b284,5,2016
26,32,76.0,+23:37,,1.0,Sagan Peter,76,Tinkoff,23:37 23:37,+23:55,,,\u25bc75,5,2016
25,114,77.0,+23:55,,21.0,Dumoulin Tom,77,Team Giant - Alpecin,23:55 23:55,+23:55,,,\u25bc56,5,2016
27,129,78.0,+23:55,,24.0,Vichot Arthur,78,FDJ,",, 23:55",+23:55,,,\u25bc54,5,2016
30,214,79.0,+24:36,,51.0,Feillu Brice,79,Fortuneo - Vital Concept,24:36 24:36,+23:55,,,\u25bc28,5,2016
37,172,80.0,+25:02,,57.0,Chavanel Sylvain,80,Direct Energie,25:02 25:02,+23:55,,,\u25bc23,5,2016
36,201,81.0,+25:24,,12.0,Gerrans Simon,81,ORICA-BikeExchange,25:24 25:24,+25:24,,,\u25bc69,5,2016
28,165,82.0,+25:24,,11.0,Gallopin Tony,82,Lotto Soudal,",, 25:24",+25:24,,,\u25bc71,5,2016
25,207,83.0,+25:24,,9.0,Matthews Michael,83,ORICA-BikeExchange,",, 25:24",+25:24,,,\u25bc74,5,2016
22,158,84.0,+25:34,,68.0,Pibernik Luka,84,Lampre - Merida,25:34 25:34,+23:55,,,\u25bc16,5,2016
29,127,85.0,+25:34,,69.0,Roux Anthony,85,FDJ,",, 25:34",+23:55,,,\u25bc16,5,2016
35,44,86.0,+26:05,,50.0,Dumoulin Samuel,86,AG2R La Mondiale,26:05 26:05,+25:24,,,\u25bc36,5,2016
32,191,87.0,+26:26,,170.0,Navarro Daniel,87,"Cofidis, Solutions Cr\xe9dits",26:26 26:26,+13:55,,,\u25b283,5,2016
24,67,88.0,+26:42,,60.0,Stuyven Jasper,88,Trek - Segafredo,26:42 26:42,+25:24,,,\u25bc28,5,2016
33,186,89.0,+26:43,,62.0,Richeze Ariel Maximiliano,89,Etixx - Quick Step,26:43 26:43,+25:24,,,\u25bc27,5,2016
25,78,90.0,+26:45,,82.0,Naesen Oliver,90,IAM Cycling,26:45 26:45,+23:55,,,\u25bc8,5,2016
22,75,91.0,+26:46,,63.0,Enger Sondre Holst,91,IAM Cycling,26:46 26:46,+25:24,,,\u25bc28,5,2016
29,103,92.0,+26:46,,64.0,Boasson Hagen Edvald,92,Team Dimension Data,",, 26:46",+25:24,,,\u25bc28,5,2016
28,16,93.0,+26:47,,86.0,Izagirre Gorka,93,Movistar Team,26:47 26:47,+23:55,,,\u25bc7,5,2016
25,68,94.0,+27:03,,67.0,Theuns Edward,94,Trek - Segafredo,27:03 27:03,+25:24,,,\u25bc27,5,2016
30,76,95.0,+27:09,,72.0,Hollenstein Reto,95,IAM Cycling,27:09 27:09,+25:24,,,\u25bc23,5,2016
29,217,96.0,+27:20,,116.0,Perichon Pierre-Luc,96,Fortuneo - Vital Concept,27:20 27:20,+21:15,,,\u25b220,5,2016
27,57,97.0,+27:37,,77.0,Vanmarcke Sep,97,Team LottoNL-Jumbo,27:37 27:37,+25:24,,,\u25bc20,5,2016
26,52,98.0,+27:50,,155.0,Bennett George,98,Team LottoNL-Jumbo,27:50 27:50,+18:09,,,\u25b257,5,2016
28,6,99.0,+28:08,,158.0,Poels Wout,99,Team Sky,28:08 28:08,+18:09,,,\u25b259,5,2016
36,64,100.0,+28:16,,83.0,Rast Gregory,100,Trek - Segafredo,28:16 28:16,+25:24,,,\u25bc17,5,2016
31,82,101.0,+28:16,,84.0,Breschel Matti,101,Cannondale-Drapac Pro Cycling Team,",, 28:16",+25:24,,,\u25bc17,5,2016
34,122,102.0,+28:16,,85.0,Bonnet William,102,FDJ,",, 28:16",+25:24,,,\u25bc17,5,2016
31,168,103.0,+28:44,,89.0,Roelandts Jurgen,103,Lotto Soudal,28:44 28:44,+25:24,,,\u25bc14,5,2016
33,93,104.0,+29:02,,105.0,Burghardt Marcus,104,BMC Racing Team,29:02 29:02,+23:55,,,\u25b21,5,2016
31,123,105.0,+29:08,,106.0,Ladagnous Matthieu,105,FDJ,29:08 29:08,+23:55,,,\u25b21,5,2016
35,62,106.0,+29:09,,90.0,Cancellara Fabian,106,Trek - Segafredo,29:09 29:09,+25:24,,,\u25bc16,5,2016
25,15,107.0,+29:13,,107.0,Herrada Jes\xfas,107,Movistar Team,29:13 29:13,+23:55,,,-,5,2016
38,204,108.0,+29:15,,91.0,Hayman Mathew,108,ORICA-BikeExchange,29:15 29:15,+25:24,,,\u25bc17,5,2016
32,55,109.0,+29:15,,92.0,Martens Paul,109,Team LottoNL-Jumbo,",, 29:15",+25:24,,,\u25bc17,5,2016
27,106,110.0,+29:17,,93.0,Janse van Rensburg Reinardt,110,Team Dimension Data,29:17 29:17,+25:24,,,\u25bc17,5,2016
24,159,111.0,+29:19,,47.0,Polanc Jan,111,Lampre - Merida,29:19 29:19,+28:44,,,\u25bc64,5,2016
23,196,112.0,+29:22,,88.0,Laporte Christophe,112,"Cofidis, Solutions Cr\xe9dits",29:22 29:22,+26:09,,,\u25bc24,5,2016
36,112,113.0,+29:27,,109.0,Curvers Roy,113,Team Giant - Alpecin,29:27 29:27,+23:55,,,\u25bc4,5,2016
28,87,114.0,+29:27,,95.0,Navardauskas Ramunas,114,Cannondale-Drapac Pro Cycling Team,",, 29:27",+25:24,,,\u25bc19,5,2016
27,54,115.0,+29:31,,110.0,Lindeman Bert-Jan,115,Team LottoNL-Jumbo,29:31 29:31,+23:55,,,\u25bc5,5,2016
28,199,116.0,+29:40,,96.0,Soupe Geoffrey,116,"Cofidis, Solutions Cr\xe9dits",29:40 29:40,+25:24,,,\u25bc20,5,2016
24,171,117.0,+29:41,,56.0,Coquard Bryan,117,Direct Energie,29:41 29:41,+28:44,,,\u25bc61,5,2016
31,86,118.0,+29:42,,97.0,Langeveld Sebastian,118,Cannondale-Drapac Pro Cycling Team,29:42 29:42,+25:24,,,\u25bc21,5,2016
35,202,119.0,+29:43,,98.0,Albasini Michael,119,ORICA-BikeExchange,29:43 29:43,+25:24,,,\u25bc21,5,2016
29,97,120.0,+29:51,,114.0,Schar Michael,120,BMC Racing Team,29:51 29:51,+23:55,,,\u25bc6,5,2016
27,17,121.0,+29:55,,115.0,Izagirre Ion,121,Movistar Team,29:55 29:55,+23:55,,,\u25bc6,5,2016
27,215,122.0,+30:05,,99.0,Fonseca Armindo,122,Fortuneo - Vital Concept,30:05 30:05,+25:24,,,\u25bc23,5,2016
31,101,123.0,+30:09,,65.0,Cavendish Mark,123,Team Dimension Data,30:09 30:09,+28:44,,,\u25bc58,5,2016
35,3,124.0,+30:09,,117.0,Kiryienka Vasil,124,Team Sky,",, 30:09",+23:55,,,\u25bc7,5,2016
36,63,125.0,+30:18,,102.0,Irizar Markel,125,Trek - Segafredo,30:18 30:18,+25:24,,,\u25bc23,5,2016
24,39,126.0,+30:26,,104.0,Valgren Michael,126,Tinkoff,30:26 30:26,+25:24,,,\u25bc22,5,2016
28,84,127.0,+30:45,,190.0,Howes Alex,127,Cannondale-Drapac Pro Cycling Team,30:45 30:45,+13:55,,,\u25b263,5,2016
26,164,128.0,+30:52,,108.0,Debusschere Jens,128,Lotto Soudal,30:52 30:52,+25:24,,,\u25bc20,5,2016
26,213,129.0,+31:13,,111.0,Delaplace Anthony,129,Fortuneo - Vital Concept,31:13 31:13,+25:24,,,\u25bc18,5,2016
29,73,130.0,+31:13,,113.0,Coppel J\xe9rome,130,IAM Cycling,",, 31:13",+25:24,,,\u25bc17,5,2016
28,194,131.0,+31:15,,128.0,Edet Nicolas,131,"Cofidis, Solutions Cr\xe9dits",31:15 31:15,+23:55,,,\u25bc3,5,2016
37,179,132.0,+31:24,,189.0,Voeckler Thomas,132,Direct Energie,31:24 31:24,+15:08,,,\u25b257,5,2016
28,155,133.0,+31:38,,134.0,Durasek Kristijan,133,Lampre - Merida,31:38 31:38,+23:55,,,\u25b21,5,2016
28,181,134.0,+31:59,,119.0,Kittel Marcel,134,Etixx - Quick Step,31:59 31:59,+25:24,,,\u25bc15,5,2016
27,113,135.0,+32:15,,122.0,Degenkolb John,135,Team Giant - Alpecin,32:15 32:15,+25:24,,,\u25bc13,5,2016
24,173,136.0,+32:15,,126.0,Duchesne Antoine,136,Direct Energie,",, 32:15",+25:24,,,\u25bc10,5,2016
31,133,137.0,+32:19,,143.0,B\xe1rta Jan,137,Bora - Argon 18,32:19 32:19,+23:55,,,\u25b26,5,2016
31,187,138.0,+32:40,,127.0,Sabatini Fabio,138,Etixx - Quick Step,32:40 32:40,+25:24,,,\u25bc11,5,2016
30,139,139.0,+32:48,,145.0,Voss Paul,139,Bora - Argon 18,32:48 32:48,+23:55,,,\u25b26,5,2016
25,203,140.0,+32:51,,130.0,Durbridge Luke,140,ORICA-BikeExchange,32:51 32:51,+25:24,,,\u25bc10,5,2016
42,38,141.0,+32:52,,131.0,Tosatto Matteo,141,Tinkoff,32:52 32:52,+25:24,,,\u25bc10,5,2016
35,166,142.0,+32:55,,146.0,Hansen Adam,142,Lotto Soudal,32:55 32:55,+23:55,,,\u25b24,5,2016
31,152,143.0,+33:07,,133.0,Arashiro Yukiya,143,Lampre - Merida,33:07 33:07,+25:24,,,\u25bc10,5,2016
29,144,144.0,+33:30,,101.0,Kristoff Alexander,144,Team Katusha,33:30 33:30,+28:44,,,\u25bc43,5,2016
33,161,145.0,+33:33,,136.0,Greipel Andr\xe9,145,Lotto Soudal,33:33 33:33,+25:24,,,\u25bc9,5,2016
27,13,146.0,+33:36,,154.0,Anacona Winner,146,Movistar Team,33:36 33:36,+23:55,,,\u25b28,5,2016
33,197,147.0,+33:42,,132.0,Lemoine Cyril,147,"Cofidis, Solutions Cr\xe9dits",33:42 33:42,+26:09,,,\u25bc15,5,2016
29,85,148.0,+33:48,,141.0,Koren Kristijan,148,Cannondale-Drapac Pro Cycling Team,33:48 33:48,+25:24,,,\u25bc7,5,2016
28,142,149.0,+34:16,,144.0,Guarnieri Jacopo,149,Team Katusha,34:16 34:16,+25:24,,,\u25bc5,5,2016
27,193,150.0,+34:22,,161.0,Cousin J\xe9r\xf4me,150,"Cofidis, Solutions Cr\xe9dits",34:22 34:22,+23:55,,,\u25b211,5,2016
39,167,151.0,+34:31,,147.0,Henderson Gregory,151,Lotto Soudal,34:31 34:31,+25:24,,,\u25bc4,5,2016
23,188,152.0,+34:35,,150.0,Vakoc Petr,152,Etixx - Quick Step,34:35 34:35,+25:24,,,\u25bc2,5,2016
26,212,153.0,+34:39,,152.0,Breen Vegard,153,Fortuneo - Vital Concept,34:39 34:39,+25:24,,,\u25bc1,5,2016
27,19,154.0,+34:44,,153.0,Oliveira Nelson,154,Movistar Team,34:44 34:44,+25:24,,,\u25bc1,5,2016
31,34,155.0,+34:59,,123.0,Gatto Oscar,155,Tinkoff,34:59 34:59,+28:08,,,\u25bc32,5,2016
31,23,156.0,+35:01,,167.0,Fuglsang Jakob,156,Astana Pro Team,35:01 35:01,+23:55,,,\u25b211,5,2016
27,109,157.0,+35:12,,156.0,Teklehaimanot Daniel,157,Team Dimension Data,35:12 35:12,+25:24,,,\u25bc1,5,2016
25,178,158.0,+35:20,,120.0,Tulik Angelo,158,Direct Energie,35:20 35:20,+28:44,,,\u25bc38,5,2016
33,183,159.0,+35:22,,157.0,Keisse Iljo,159,Etixx - Quick Step,35:22 35:22,+25:24,,,\u25bc2,5,2016
24,216,160.0,+35:35,,121.0,McLay Daniel,160,Fortuneo - Vital Concept,35:35 35:35,+28:44,,,\u25bc39,5,2016
27,117,161.0,+35:35,,124.0,Sinkeldam Ramon,161,Team Giant - Alpecin,",, 35:35",+28:44,,,\u25bc37,5,2016
34,59,162.0,+35:55,,162.0,Wynants Maarten,162,Team LottoNL-Jumbo,35:55 35:55,+25:24,,,-,5,2016
29,8,163.0,+36:04,,164.0,Stannard Ian,163,Team Sky,36:04 36:04,+25:24,,,\u25b21,5,2016
26,7,164.0,+36:13,,160.0,Rowe Luke,164,Team Sky,36:13 36:13,+25:54,,,\u25bc4,5,2016
25,176,165.0,+36:16,,165.0,Petit Adrien,165,Direct Energie,36:16 36:16,+25:24,,,-,5,2016
36,208,166.0,+36:33,,171.0,Plaza Rub\xe9n,166,ORICA-BikeExchange,36:33 36:33,+23:55,,,\u25b25,5,2016
23,56,167.0,+36:48,,168.0,Roosen Timo,167,Team LottoNL-Jumbo,36:48 36:48,+25:24,,,\u25b21,5,2016
33,108,168.0,+36:49,,135.0,Renshaw Mark,168,Team Dimension Data,36:49 36:49,+28:44,,,\u25bc33,5,2016
23,53,169.0,+36:59,,137.0,Groenewegen Dylan,169,Team LottoNL-Jumbo,36:59 36:59,+28:44,,,\u25bc32,5,2016
26,154,170.0,+36:59,,138.0,Cimolai Davide,170,Lampre - Merida,",, 36:59",+28:44,,,\u25bc32,5,2016
31,119,171.0,+37:15,,166.0,Timmer Albert,171,Team Giant - Alpecin,37:15 37:15,+26:11,,,\u25bc5,5,2016
32,153,172.0,+37:18,,169.0,Bono Matteo,172,Lampre - Merida,37:18 37:18,+25:24,,,\u25bc3,5,2016
35,192,173.0,+37:52,,149.0,Bozic Borut,173,"Cofidis, Solutions Cr\xe9dits",37:52 37:52,+28:44,,,\u25bc24,5,2016
35,174,174.0,+37:58,,151.0,Gene Yohann,174,Direct Energie,37:58 37:58,+28:44,,,\u25bc23,5,2016
33,58,175.0,+38:14,,172.0,Wagner Robert,175,Team LottoNL-Jumbo,38:14 38:14,+25:24,,,\u25bc3,5,2016
26,95,176.0,+38:20,,178.0,Dennis Rohan,176,BMC Racing Team,38:20 38:20,+23:55,,,\u25b22,5,2016
23,26,177.0,+38:38,,181.0,Lutsenko Alexey,177,Astana Pro Team,38:38 38:38,+23:55,,,\u25b24,5,2016
31,33,178.0,+38:43,,173.0,Bodnar Maciej,178,Tinkoff,38:43 38:43,+25:24,,,\u25bc5,5,2016
34,169,179.0,+39:21,,163.0,Sieberg Marcel,179,Lotto Soudal,39:21 39:21,+28:44,,,\u25bc16,5,2016
32,138,180.0,+39:43,,176.0,Schillinger Andreas,180,Bora - Argon 18,39:43 39:43,+25:24,,,\u25bc4,5,2016
39,148,181.0,+39:44,,177.0,Vicioso \xc1ngel,181,Team Katusha,39:44 39:44,+25:24,,,\u25bc4,5,2016
27,206,182.0,+39:58,,187.0,Juul-Jensen Christopher,182,ORICA-BikeExchange,39:58 39:58,+23:55,,,\u25b25,5,2016
31,125,183.0,+40:05,,179.0,Pineau C\xe9dric,183,FDJ,40:05 40:05,+25:24,,,\u25bc4,5,2016
32,14,184.0,+40:07,,180.0,Erviti Imanol,184,Movistar Team,40:07 40:07,+25:24,,,\u25bc4,5,2016
24,89,185.0,+40:15,,182.0,van Baarle Dylan,185,Cannondale-Drapac Pro Cycling Team,40:15 40:15,+25:24,,,\u25bc3,5,2016
32,92,186.0,+40:36,,184.0,Bookwalter Brent,186,BMC Racing Team,40:36 40:36,+25:24,,,\u25bc2,5,2016
28,134,187.0,+40:42,,186.0,Benedetti Cesare,187,Bora - Argon 18,40:42 40:42,+25:24,,,\u25bc1,5,2016
35,104,188.0,+42:14,,191.0,Cummings Stephen,188,Team Dimension Data,42:14 42:14,+25:24,,,\u25b23,5,2016
25,143,189.0,+42:37,,174.0,Haller Marco,189,Team Katusha,42:37 42:37,+28:44,,,\u25bc15,5,2016
23,47,190.0,+42:38,,192.0,Gougeard Alexis,190,AG2R La Mondiale,42:38 42:38,+25:24,,,\u25b22,5,2016
35,105,191.0,+42:39,,175.0,Eisel Bernhard,191,Team Dimension Data,42:39 42:39,+28:44,,,\u25bc16,5,2016
27,132,192.0,+43:56,,183.0,Archbold Shane,192,Bora - Argon 18,43:56 43:56,+28:44,,,\u25bc9,5,2016
26,189,193.0,+44:18,,195.0,Vermote Julien,193,Etixx - Quick Step,44:18 44:18,+25:24,,,\u25b22,5,2016
26,77,194.0,+44:49,,188.0,Howard Leigh,194,IAM Cycling,44:49 44:49,+28:44,,,\u25bc6,5,2016
25,102,195.0,+45:58,,193.0,Berhane Natnael,195,Team Dimension Data,45:58 45:58,+28:44,,,\u25bc2,5,2016
36,162,196.0,+52:14,,196.0,Bak Lars Ytting,196,Lotto Soudal,52:14 52:14,+28:44,,,-,5,2016
25,135,197.0,+56:09,,197.0,Bennett Sam,197,Bora - Argon 18,56:09 56:09,+28:44,,,-,5,2016
31,146,198.0,+1:10:25,,198.0,M\xf8rk\xf8v Michael,198,Team Katusha,1:10:25 1:10:25,+33:24,,,-,5,2016
31,98,1.0,+0:00,,1.0,Van Avermaet Greg,1,BMC Racing Team,30:18:38 30:18:38,+0:00,25.0,,-,6,2016
24,182,2.0,+5:11,,2.0,Alaphilippe Julian,2,Etixx - Quick Step,5:11 5:11,+0:00,,,-,6,2016
36,12,3.0,+5:13,,3.0,Valverde Alejandro,3,Movistar Team,5:13 5:13,+0:00,,,-,6,2016
37,141,4.0,+5:15,,4.0,Rodr\xedguez Joaquim,4,Team Katusha,5:15 5:15,+0:01,,,-,6,2016
31,1,5.0,+5:17,,5.0,Froome Christopher,5,Team Sky,5:17 5:17,+0:00,,,-,6,2016
24,111,6.0,+5:17,,6.0,Barguil Warren,6,Team Giant - Alpecin,",, 5:17",+0:00,,,-,6,2016
26,11,7.0,+5:17,,7.0,Quintana Nairo,7,Movistar Team,",, 5:17",+0:00,,,-,6,2016
29,81,8.0,+5:17,,9.0,Rolland Pierre,8,Cannondale-Drapac Pro Cycling Team,",, 5:17",+0:00,,,\u25b21,6,2016
26,21,9.0,+5:17,,8.0,Aru Fabio,9,Astana Pro Team,",, 5:17",+0:00,,,\u25bc1,6,2016
29,184,10.0,+5:17,,10.0,Martin Daniel,10,Etixx - Quick Step,",, 5:17",+0:00,,,-,6,2016
