Rnk,BIB,Rider,Age,Team,Pnt,year,stage
1,66,Konishev Dimitri,34,Fassa Bortolo,159,2000,21
2,81,Guidi Fabrizio,28,La Fran\xe7aise des Jeux,119,2000,21
3,99,Svorada Jan,31,Lampre - Daikin,116,2000,21
4,131,Garzelli Stefano,26,Mercatone Uno - Albacom,114,2000,21
5,181,Casagrande Francesco,29,,106,2000,21
