Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
24,,87,108.0,+12:12,,107.0,Turgis Anthony,108,"Cofidis, Solutions Cr\xe9dits",12:12 12:12,+2:46,,\u25bc1,3,2018
26,,154,109.0,+12:13,,115.0,Craddock Lawson,109,Team EF Education First-Drapac p/b Cannondale,12:13 12:13,+1:44,,\u25b26,3,2018
32,,143,110.0,+12:26,,112.0,Feillu Brice,110,Team Fortuneo - Samsic,12:26 12:26,+2:27,,\u25b22,3,2018
27,,114,111.0,+12:45,,109.0,Ludvigsson Tobias,111,Groupama - FDJ,12:45 12:45,+3:15,,\u25bc2,3,2018
26,,216,112.0,+12:54,,118.0,Pacher Quentin,112,Vital Concept Cycling Club,12:54 12:54,+2:20,,\u25b26,3,2018
29,,86,113.0,+12:58,,111.0,Teklehaimanot Daniel,113,"Cofidis, Solutions Cr\xe9dits",12:58 12:58,+3:18,,\u25bc2,3,2018
23,,93,114.0,+13:00,,119.0,Carretero H\xe9ctor,114,Movistar Team,13:00 13:00,+1:31,,\u25b25,3,2018
29,,106,115.0,+13:03,,110.0,Serry Pieter,115,Quick-Step Floors,13:03 13:03,+3:32,,\u25bc5,3,2018
26,,72,116.0,+13:12,,121.0,Campenaerts Victor,116,Lotto Soudal,13:12 13:12,+0:52,,\u25b25,3,2018
22,,94,117.0,+14:13,,122.0,Castrillo Jaime,117,Movistar Team,14:13 14:13,+1:35,,\u25b25,3,2018
22,,105,118.0,+14:32,,104.0,Knox James,118,Quick-Step Floors,14:32 14:32,+5:56,,\u25bc14,3,2018
24,,132,119.0,+14:38,,126.0,Edmondson Alexander,119,Mitchelton-Scott,14:38 14:38,+0:56,,\u25b27,3,2018
29,,212,120.0,+14:42,,105.0,Courteille Arnaud,120,Vital Concept Cycling Club,14:42 14:42,+5:52,,\u25bc15,3,2018
34,,107,121.0,+14:49,,127.0,Terpstra Niki,121,Quick-Step Floors,14:49 14:49,+1:01,,\u25b26,3,2018
28,,203,122.0,+15:03,,125.0,Br\xe4ndle Matthias,122,Trek - Segafredo,15:03 15:03,+1:26,,\u25b23,3,2018
37,,14,123.0,+15:17,,124.0,Mori Manuele,123,UAE-Team Emirates,15:17 15:17,+2:28,,\u25b21,3,2018
26,,12,124.0,+15:30,,120.0,Bystr\xf8m Sven Erik,124,UAE-Team Emirates,15:30 15:30,+3:55,,\u25bc4,3,2018
36,,17,125.0,+15:41,,116.0,Sutherland Rory,125,UAE-Team Emirates,15:41 15:41,+5:11,,\u25bc9,3,2018
29,,67,126.0,+15:56,,106.0,Selig R\xfcdiger,126,BORA - hansgrohe,15:56 15:56,+7:04,,\u25bc20,3,2018
24,,112,127.0,+16:13,,128.0,Armirail Bruno,127,Groupama - FDJ,16:13 16:13,+1:33,,\u25b21,3,2018
33,,186,128.0,+17:03,,133.0,van Emden Jos,128,Team LottoNL-Jumbo,17:03 17:03,+1:32,,\u25b25,3,2018
29,,77,129.0,+17:07,,136.0,Wallays Jelle,129,Lotto Soudal,17:07 17:07,+1:22,,\u25b27,3,2018
24,,43,130.0,+17:10,,131.0,Bohli Tom,130,BMC Racing Team,17:10 17:10,+2:10,,\u25b21,3,2018
24,,57,131.0,+17:11,,130.0,Pibernik Luka,131,Bahrain Merida Pro Cycling Team,17:11 17:11,+2:16,,\u25bc1,3,2018
32,,182,132.0,+17:16,,135.0,Boom Lars,132,Team LottoNL-Jumbo,17:16 17:16,+1:32,,\u25b23,3,2018
36,,66,133.0,+17:42,,137.0,Saramotins Aleksejs,133,BORA - hansgrohe,17:42 17:42,+1:45,,\u25b24,3,2018
27,,214,134.0,+18:01,,134.0,Le Bon Johan,134,Vital Concept Cycling Club,18:01 18:01,+2:20,,-,3,2018
21,,111,135.0,+18:11,,129.0,Gaudu David,135,Groupama - FDJ,18:11 18:11,+3:24,,\u25bc6,3,2018
28,,162,136.0,+18:31,,132.0,Backaert Frederik,136,Wanty - Groupe Gobert,18:31 18:31,+3:12,,\u25bc4,3,2018
21,,103,137.0,+18:39,,123.0,Jakobsen Fabio,137,Quick-Step Floors,18:39 18:39,+5:56,,\u25bc14,3,2018
31,,147,138.0,+18:46,,140.0,Pichon Laurent,138,Team Fortuneo - Samsic,18:46 18:46,+2:25,,\u25b22,3,2018
31,,73,139.0,+19:08,,143.0,De Gendt Thomas,139,Lotto Soudal,19:08 19:08,+0:52,,\u25b24,3,2018
32,,194,140.0,+19:34,,139.0,Fr\xf6hlinger Johannes,140,Team Sunweb,19:34 19:34,+3:19,,\u25bc1,3,2018
33,,156,141.0,+19:48,,141.0,Langeveld Sebastian,141,Team EF Education First-Drapac p/b Cannondale,19:48 19:48,+1:44,,-,3,2018
24,,197,142.0,+21:24,,142.0,Tusveld Martijn,142,Team Sunweb,21:24 21:24,+3:19,,-,3,2018
26,,183,143.0,+23:20,,138.0,De Tier Floris,143,Team LottoNL-Jumbo,23:20 23:20,+7:16,,\u25bc5,3,2018
23,,215,144.0,+24:24,,145.0,Manzin Lorrenzo,144,Vital Concept Cycling Club,24:24 24:24,+2:28,,\u25b21,3,2018
32,,206,145.0,+26:43,,146.0,Reijnen Kiel,145,Trek - Segafredo,26:43 26:43,+2:54,,\u25b21,3,2018
30,,217,146.0,+27:11,,144.0,R\xe9za K\xe9vin,146,Vital Concept Cycling Club,27:11 27:11,+8:26,,\u25bc2,3,2018
22,,213,147.0,+27:43,,148.0,Ermenault Corentin,147,Vital Concept Cycling Club,27:43 27:43,+2:20,,\u25b21,3,2018
23,,192,148.0,+28:19,,147.0,Bauhaus Phil,148,Team Sunweb,28:19 28:19,+3:19,,\u25bc1,3,2018
25,,101,4.0,+0:48,50.0,,Alaphilippe Julian,1,Quick-Step Floors,4:26:58 4:26:58,,60.0,,4,2018
31,,11,20.0,+2:40,30.0,,Martin Daniel,2,UAE-Team Emirates,",, ,,",,25.0,,4,2018
32,,21,3.0,+0:06,18.0,,Thomas Geraint,3,Team Sky,",, ,,",,10.0,,4,2018
27,,31,9.0,+1:41,13.0,,Bardet Romain,4,AG2R La Mondiale,",, ,,",,,,4,2018
24,,35,11.0,+1:49,10.0,,Latour Pierre,5,AG2R La Mondiale,0:05 0:05,,,,4,2018
25,,131,7.0,+1:11,7.0,,Yates Adam,6,Mitchelton-Scott,",, 0:05",,,,4,2018
25,,61,15.0,+2:11,4.0,,Buchmann Emanuel,7,BORA - hansgrohe,",, 0:05",,,,4,2018
24,,161,31.0,+3:53,3.0,,Martin Guillaume,8,Wanty - Groupe Gobert,0:08 0:08,,,,4,2018
24,,25,1.0,+0:00,2.0,,Moscon Gianni,9,Team Sky,",, 0:08",,,,4,2018
24,,71,8.0,+1:13,1.0,,Benoot Tiesj,10,Lotto Soudal,",, 0:08",,,,4,2018
28,,1,13.0,+2:06,,,Bilbao Pello,11,Astana Pro Team,",, 0:08",,,,4,2018
33,,2,18.0,+2:12,,,Cataldo Dario,12,Astana Pro Team,",, 0:08",,,,4,2018
30,,41,5.0,+0:49,,,Caruso Damiano,13,BMC Racing Team,",, 0:08",,,,4,2018
28,,121,12.0,+2:04,,,Zakarin Ilnur,14,Team Katusha - Alpecin,",, 0:08",,,,4,2018
25,,104,6.0,+1:05,,,Jungels Bob,15,Quick-Step Floors,",, 0:08",,,,4,2018
24,,91,10.0,+1:48,,,Soler Marc,16,Movistar Team,",, 0:08",,,,4,2018
31,,151,14.0,+2:08,,,Rolland Pierre,17,Team EF Education First-Drapac p/b Cannondale,",, 0:08",,,,4,2018
34,,84,28.0,+3:10,,,Navarro Daniel,18,"Cofidis, Solutions Cr\xe9dits",",, 0:08",,,,4,2018
28,,24,2.0,+0:06,,,Kwiatkowski Michal,19,Team Sky,0:17 0:17,,,,4,2018
24,,181,25.0,+2:58,,,Tolhoek Antwan,20,Team LottoNL-Jumbo,0:22 0:22,,,,4,2018
30,,202,16.0,+2:11,,,Brambilla Gianluca,21,Trek - Segafredo,",, 0:22",,,,4,2018
27,,81,27.0,+3:09,,,Herrada Jes\xfas,22,"Cofidis, Solutions Cr\xe9dits",0:27 0:27,,,,4,2018
25,,13,29.0,+3:11,,,Conti Valerio,23,UAE-Team Emirates,",, 0:27",,,,4,2018
26,,165,32.0,+4:03,,,Meurisse Xandro,24,Wanty - Groupe Gobert,",, 0:27",,,,4,2018
25,,96,17.0,+2:12,,,Roson Jaime,25,Movistar Team,",, 0:27",,,,4,2018
33,,51,22.0,+2:49,,,Nibali Vincenzo,26,Bahrain Merida Pro Cycling Team,0:32 0:32,,,,4,2018
22,,117,19.0,+2:36,,,Vincent L\xe9o,27,Groupama - FDJ,0:51 0:51,,,,4,2018
23,,174,26.0,+3:07,,,Gebreigzabhier Amanuel,28,Team Dimension Data,1:02 1:02,,,,4,2018
26,,141,33.0,+4:13,,,Barguil Warren,29,Team Fortuneo - Samsic,1:10 1:10,,,,4,2018
26,,204,23.0,+2:50,,,Grmay Tsgabu,30,Trek - Segafredo,1:16 1:16,,,,4,2018
23,,23,24.0,+2:50,,,Geoghegan Hart Tao,31,Team Sky,1:24 1:24,,,,4,2018
26,,7,30.0,+3:23,,,Valgren Michael,32,Astana Pro Team,1:28 1:28,,,,4,2018
31,,142,35.0,+5:10,,,Bouet Maxime,33,Team Fortuneo - Samsic,1:40 1:40,,,,4,2018
32,,163,37.0,+5:23,,,Degand Thomas,34,Wanty - Groupe Gobert,",, 1:40",,,,4,2018
34,,44,21.0,+2:47,,,Bookwalter Brent,35,BMC Racing Team,2:10 2:10,,,,4,2018
33,,76,40.0,+6:33,,,Vanendert Jelle,36,Lotto Soudal,2:20 2:20,,,,4,2018
23,,184,43.0,+7:55,,,Kuss Sepp,37,Team LottoNL-Jumbo,",, 2:20",,,,4,2018
34,,175,49.0,+10:06,,,Pauwels Serge,38,Team Dimension Data,2:29 2:29,,,,4,2018
28,,3,34.0,+4:42,,,Chernetski Sergei,39,Astana Pro Team,",, 2:29",,,,4,2018
31,,124,38.0,+6:07,,,Ki\u0161erlovski Robert,40,Team Katusha - Alpecin,",, 2:29",,,,4,2018
25,,134,51.0,+10:36,,,Howson Damien,41,Mitchelton-Scott,3:14 3:14,,,,4,2018
28,,63,36.0,+5:17,,,Kennaugh Peter,42,BORA - hansgrohe,",, 3:14",,,,4,2018
30,,82,48.0,+10:03,,,Edet Nicolas,43,"Cofidis, Solutions Cr\xe9dits",3:23 3:23,,,,4,2018
29,,212,64.0,+18:26,,,Courteille Arnaud,44,Vital Concept Cycling Club,3:55 3:55,,,,4,2018
23,,164,45.0,+8:39,,,Eiking Odd Christian,45,Wanty - Groupe Gobert,4:48 4:48,,,,4,2018
31,,171,39.0,+6:30,,,Boasson Hagen Edvald,46,Team Dimension Data,",, 4:48",,,,4,2018
30,,33,41.0,+7:46,,,Gallopin Tony,47,AG2R La Mondiale,4:50 4:50,,,,4,2018
40,,56,56.0,+12:43,,,Pellizotti Franco,48,Bahrain Merida Pro Cycling Team,",, 4:50",,,,4,2018
22,,105,68.0,+19:48,,,Knox James,49,Quick-Step Floors,5:27 5:27,,,,4,2018
36,,157,57.0,+12:59,,,Moreno Daniel,50,Team EF Education First-Drapac p/b Cannondale,5:34 5:34,,,,4,2018
24,,16,47.0,+9:56,,,Ravasi Edward,51,UAE-Team Emirates,6:04 6:04,,,,4,2018
27,,122,44.0,+8:30,,,Boswell Ian,52,Team Katusha - Alpecin,",, 6:04",,,,4,2018
27,,36,46.0,+8:58,,,Naesen Oliver,53,AG2R La Mondiale,7:09 7:09,,,,4,2018
34,,75,54.0,+12:09,,,Marczynski Tomasz,54,Lotto Soudal,7:14 7:14,,,,4,2018
25,,64,50.0,+10:25,,,McCarthy Jay,55,BORA - hansgrohe,",, 7:14",,,,4,2018
31,,22,42.0,+7:49,,,Castroviejo Jonathan,56,Team Sky,7:51 7:51,,,,4,2018
23,,93,71.0,+20:40,,,Carretero H\xe9ctor,57,Movistar Team,",, 7:51",,,,4,2018
32,,125,66.0,+18:45,,,Kochetkov Pavel,58,Team Katusha - Alpecin,",, 7:51",,,,4,2018
24,,112,95.0,+26:17,,,Armirail Bruno,59,Groupama - FDJ,10:15 10:15,,,,4,2018
27,,32,69.0,+20:03,,,Domont Axel,60,AG2R La Mondiale,",, 10:15",,,,4,2018
28,,115,52.0,+11:59,,,Molard Rudy,61,Groupama - FDJ,",, 10:15",,,,4,2018
25,,15,63.0,+17:46,,,Petilli Simone,62,UAE-Team Emirates,",, 10:15",,,,4,2018
32,,143,77.0,+22:30,,,Feillu Brice,63,Team Fortuneo - Samsic,",, 10:15",,,,4,2018
27,,4,59.0,+13:34,,,Houle Hugo,64,Astana Pro Team,",, 10:15",,,,4,2018
26,,207,60.0,+14:59,,,Skuji\u0146\u0161 Toms,65,Trek - Segafredo,10:25 10:25,,,,4,2018
31,,153,55.0,+12:26,,,Clarke Simon,66,Team EF Education First-Drapac p/b Cannondale,",, 10:25",,,,4,2018
29,,74,53.0,+12:07,,,Keukeleire Jens,67,Lotto Soudal,11:17 11:17,,,,4,2018
28,,45,58.0,+13:16,,,Rosskopf Joey,68,BMC Racing Team,12:34 12:34,,,,4,2018
26,,65,79.0,+22:44,,,P\xf6stlberger Lukas,69,BORA - hansgrohe,14:11 14:11,,,,4,2018
21,,111,115.0,+32:35,,,Gaudu David,70,Groupama - FDJ,14:35 14:35,,,,4,2018
31,,73,121.0,+33:35,,,De Gendt Thomas,71,Lotto Soudal,14:38 14:38,,,,4,2018
32,,83,89.0,+24:47,,,Herrada Jos\xe9,72,"Cofidis, Solutions Cr\xe9dits",",, 14:38",,,,4,2018
28,,162,119.0,+32:58,,,Backaert Frederik,73,Wanty - Groupe Gobert,",, 14:38",,,,4,2018
29,,166,84.0,+24:02,,,Minnaard Marco,74,Wanty - Groupe Gobert,",, 14:38",,,,4,2018
32,,126,62.0,+16:45,,,Machado Tiago,75,Team Katusha - Alpecin,",, 14:38",,,,4,2018
26,,216,99.0,+27:21,,,Pacher Quentin,76,Vital Concept Cycling Club,",, 14:38",,,,4,2018
23,,123,87.0,+24:32,,,Fabbro Matteo,77,Team Katusha - Alpecin,",, 14:38",,,,4,2018
27,,42,67.0,+19:43,,,Bevin Patrick,78,BMC Racing Team,",, 14:38",,,,4,2018
25,,167,72.0,+21:09,,,Smith Dion,79,Wanty - Groupe Gobert,",, 14:38",,,,4,2018
26,,6,70.0,+20:08,,,Stalnov Nikita,80,Astana Pro Team,",, 14:38",,,,4,2018
25,,137,74.0,+21:41,,,Verona Carlos,81,Mitchelton-Scott,",, 14:38",,,,4,2018
29,,106,100.0,+27:30,,,Serry Pieter,82,Quick-Step Floors,",, 14:38",,,,4,2018
27,,114,98.0,+27:12,,,Ludvigsson Tobias,83,Groupama - FDJ,",, 14:38",,,,4,2018
26,,154,96.0,+26:40,,,Craddock Lawson,84,Team EF Education First-Drapac p/b Cannondale,",, 14:38",,,,4,2018
26,,46,78.0,+22:35,,,Teuns Dylan,85,BMC Racing Team,",, 14:38",,,,4,2018
24,,57,112.0,+31:38,,,Pibernik Luka,86,Bahrain Merida Pro Cycling Team,",, 14:38",,,,4,2018
26,,5,85.0,+24:02,,,Kozhatayev Bakhtiyar,87,Astana Pro Team,",, 14:38",,,,4,2018
25,,191,81.0,+23:21,,,Teunissen Mike,88,Team Sunweb,",, 14:38",,,,4,2018
28,,201,61.0,+16:09,,,Felline Fabio,89,Trek - Segafredo,",, 14:38",,,,4,2018
36,,145,65.0,+18:26,,,Moinard Ama\xebl,90,Team Fortuneo - Samsic,",, 14:38",,,,4,2018
34,,107,120.0,+33:12,,,Terpstra Niki,91,Quick-Step Floors,18:34 18:34,,,,4,2018
25,,97,103.0,+27:55,,,S\xfctterlin Jasha,92,Movistar Team,20:56 20:56,,,,4,2018
32,,176,107.0,+29:37,,,Thomson Jay Robert,93,Team Dimension Data,",, 20:56",,,,4,2018
33,,135,73.0,+21:39,,,Impey Daryl,94,Mitchelton-Scott,",, 20:56",,,,4,2018
22,,53,108.0,+29:53,,,Garcia Cortina Ivan,95,Bahrain Merida Pro Cycling Team,",, 20:56",,,,4,2018
23,,136,97.0,+27:00,,,Power Robert,96,Mitchelton-Scott,",, 20:56",,,,4,2018
21,,185,83.0,+23:50,,,Powless Neilson,97,Team LottoNL-Jumbo,",, 20:56",,,,4,2018
34,,95,104.0,+28:43,,,Erviti Imanol,98,Movistar Team,",, 20:56",,,,4,2018
24,,43,129.0,+37:55,,,Bohli Tom,99,BMC Racing Team,",, 20:56",,,,4,2018
26,,72,123.0,+33:57,,,Campenaerts Victor,100,Lotto Soudal,",, 20:56",,,,4,2018
24,,87,118.0,+32:57,,,Turgis Anthony,101,"Cofidis, Solutions Cr\xe9dits",",, 20:56",,,,4,2018
22,,94,124.0,+34:58,,,Castrillo Jaime,102,Movistar Team,",, 20:56",,,,4,2018
27,,177,117.0,+32:56,,,Van Zyl Johann,103,Team Dimension Data,",, 20:56",,,,4,2018
24,,197,135.0,+42:09,,,Tusveld Martijn,104,Team Sunweb,",, 20:56",,,,4,2018
26,,113,88.0,+24:38,,,Duchesne Antoine,105,Groupama - FDJ,",, 20:56",,,,4,2018
24,,62,90.0,+24:47,,,Ackermann Pascal,106,BORA - hansgrohe,",, 20:56",,,,4,2018
25,,92,92.0,+25:14,,,Arcas Jorge,107,Movistar Team,",, 20:56",,,,4,2018
28,,26,109.0,+30:05,,,Rowe Luke,108,Team Sky,",, 20:56",,,,4,2018
32,,47,113.0,+31:50,,,Wyss Danilo,109,BMC Racing Team,",, 20:56",,,,4,2018
26,,152,114.0,+31:57,,,Canty Brendan,110,Team EF Education First-Drapac p/b Cannondale,",, 20:56",,,,4,2018
26,,27,91.0,+24:58,,,van Baarle Dylan,111,Team Sky,",, 20:56",,,,4,2018
31,,146,102.0,+27:45,,,Perichon Pierre-Luc,112,Team Fortuneo - Samsic,",, 20:56",,,,4,2018
32,,85,82.0,+23:49,,,Simon Julien,113,"Cofidis, Solutions Cr\xe9dits",",, 20:56",,,,4,2018
25,,34,94.0,+26:10,,,Gougeard Alexis,114,AG2R La Mondiale,",, 20:56",,,,4,2018
30,,217,139.0,+47:56,,,R\xe9za K\xe9vin,115,Vital Concept Cycling Club,",, 20:56",,,,4,2018
36,,17,128.0,+36:26,,,Sutherland Rory,116,UAE-Team Emirates,",, 20:56",,,,4,2018
28,,203,126.0,+35:48,,,Br\xe4ndle Matthias,117,Trek - Segafredo,",, 20:56",,,,4,2018
22,,133,76.0,+22:04,,,Hamilton Lucas,118,Mitchelton-Scott,",, 20:56",,,,4,2018
24,,132,125.0,+35:23,,,Edmondson Alexander,119,Mitchelton-Scott,",, 20:56",,,,4,2018
22,,102,75.0,+22:01,,,De Plus Laurens,120,Quick-Step Floors,",, 20:56",,,,4,2018
29,,144,86.0,+24:10,,,Hardy Romain,121,Team Fortuneo - Samsic,",, 20:56",,,,4,2018
31,,147,134.0,+39:31,,,Pichon Laurent,122,Team Fortuneo - Samsic,",, 20:56",,,,4,2018
26,,211,106.0,+28:47,,,Coquard Bryan,123,Vital Concept Cycling Club,",, 20:56",,,,4,2018
29,,86,122.0,+33:43,,,Teklehaimanot Daniel,124,"Cofidis, Solutions Cr\xe9dits",",, 20:56",,,,4,2018
32,,206,138.0,+47:28,,,Reijnen Kiel,125,Trek - Segafredo,",, 20:56",,,,4,2018
30,,155,80.0,+22:59,,,Howes Alex,126,Team EF Education First-Drapac p/b Cannondale,",, 20:56",,,,4,2018
37,,172,105.0,+28:46,,,Cummings Stephen,127,Team Dimension Data,",, 20:56",,,,4,2018
26,,12,127.0,+36:15,,,Bystr\xf8m Sven Erik,128,UAE-Team Emirates,",, 20:56",,,,4,2018
23,,127,101.0,+27:36,,,Restrepo Jhonatan,129,Team Katusha - Alpecin,",, 20:56",,,,4,2018
34,,54,93.0,+25:59,,,Haussler Heinrich,130,Bahrain Merida Pro Cycling Team,",, 20:56",,,,4,2018
33,,52,110.0,+30:12,,,Arashiro Yukiya,131,Bahrain Merida Pro Cycling Team,",, 20:56",,,,4,2018
36,,66,132.0,+38:27,,,Saramotins Aleksejs,132,BORA - hansgrohe,",, 20:56",,,,4,2018
29,,77,130.0,+38:03,,,Wallays Jelle,133,Lotto Soudal,21:07 21:07,,,,4,2018
32,,182,131.0,+38:14,,,Boom Lars,134,Team LottoNL-Jumbo,21:09 21:09,,,,4,2018
23,,192,140.0,+49:23,,,Bauhaus Phil,135,Team Sunweb,21:15 21:15,,,,4,2018
27,,214,133.0,+39:05,,,Le Bon Johan,136,Vital Concept Cycling Club,",, 21:15",,,,4,2018
22,,116,116.0,+32:50,,,Thomas Benjamin,137,Groupama - FDJ,21:18 21:18,,,,4,2018
30,,55,111.0,+31:38,,,Navardauskas Ramunas,138,Bahrain Merida Pro Cycling Team,21:22 21:22,,,,4,2018
23,,215,137.0,+46:48,,,Manzin Lorrenzo,139,Vital Concept Cycling Club,22:35 22:35,,,,4,2018
29,,67,136.0,+46:45,,,Selig R\xfcdiger,140,BORA - hansgrohe,31:00 31:00,,,,4,2018
33,,186,,+ - 13:55:30,,,van Emden Jos,DNF,Team LottoNL-Jumbo,-4:26:58 -4:26:58,,,,4,2018
33,,156,,+ - 13:55:30,,,Langeveld Sebastian,DNF,Team EF Education First-Drapac p/b Cannondale,",, -4:26:58",,,,4,2018
22,,213,,+ - 13:55:30,,,Ermenault Corentin,DNF,Vital Concept Cycling Club,",, -4:26:58",,,,4,2018
21,,103,,+ - 13:55:30,,,Jakobsen Fabio,DNF,Quick-Step Floors,",, -4:26:58",,,,4,2018
37,,14,,+ - 13:55:30,,,Mori Manuele,DNS,UAE-Team Emirates,",, -4:26:58",,,,4,2018
26,,183,,+ - 13:55:30,,,De Tier Floris,DNS,Team LottoNL-Jumbo,",, -4:26:58",,,,4,2018
38,,193,,+ - 13:55:30,,,Curvers Roy,DNS,Team Sunweb,",, -4:26:58",,,,4,2018
32,,194,,+ - 13:55:30,,,Fr\xf6hlinger Johannes,DNS,Team Sunweb,",, -4:26:58",,,,4,2018
31,,11,14.0,+2:26,50.0,,Martin Daniel,1,UAE-Team Emirates,3:21:19 3:21:19,,60.0,,5,2018
32,,21,1.0,+0:00,30.0,,Thomas Geraint,2,Team Sky,0:04 0:04,,25.0,,5,2018
25,,131,6.0,+1:18,18.0,,Yates Adam,3,Mitchelton-Scott,0:15 0:15,,10.0,,5,2018
25,,61,10.0,+2:23,13.0,,Buchmann Emanuel,4,BORA - hansgrohe,0:16 0:16,,,,5,2018
34,,84,18.0,+3:22,10.0,,Navarro Daniel,5,"Cofidis, Solutions Cr\xe9dits",",, 0:16",,,,5,2018
27,,31,7.0,+1:53,7.0,,Bardet Romain,6,AG2R La Mondiale,",, 0:16",,,,5,2018
30,,41,2.0,+1:09,4.0,,Caruso Damiano,7,BMC Racing Team,0:24 0:24,,,,5,2018
28,,121,11.0,+2:24,3.0,,Zakarin Ilnur,8,Team Katusha - Alpecin,",, 0:24",,,,5,2018
24,,161,22.0,+4:15,2.0,,Martin Guillaume,9,Wanty - Groupe Gobert,0:26 0:26,,,,5,2018
24,,181,17.0,+3:20,1.0,,Tolhoek Antwan,10,Team LottoNL-Jumbo,",, 0:26",,,,5,2018
31,,151,15.0,+2:30,,,Rolland Pierre,11,Team EF Education First-Drapac p/b Cannondale,",, 0:26",,,,5,2018
25,,101,4.0,+1:10,,,Alaphilippe Julian,12,Quick-Step Floors,",, 0:26",,,,5,2018
24,,91,9.0,+2:10,,,Soler Marc,13,Movistar Team,",, 0:26",,,,5,2018
24,,35,13.0,+2:24,,,Latour Pierre,14,AG2R La Mondiale,0:39 0:39,,,,5,2018
21,,111,76.0,+33:13,,,Gaudu David,15,Groupama - FDJ,0:42 0:42,,,,5,2018
33,,51,20.0,+3:44,,,Nibali Vincenzo,16,Bahrain Merida Pro Cycling Team,0:59 0:59,,,,5,2018
25,,104,8.0,+2:03,,,Jungels Bob,17,Quick-Step Floors,1:02 1:02,,,,5,2018
23,,23,21.0,+3:51,,,Geoghegan Hart Tao,18,Team Sky,1:05 1:05,,,,5,2018
22,,117,19.0,+3:37,,,Vincent L\xe9o,19,Groupama - FDJ,",, 1:05",,,,5,2018
30,,202,16.0,+3:14,,,Brambilla Gianluca,20,Trek - Segafredo,1:07 1:07,,,,5,2018
24,,25,3.0,+1:09,,,Moscon Gianni,21,Team Sky,1:13 1:13,,,,5,2018
28,,24,5.0,+1:15,,,Kwiatkowski Michal,22,Team Sky,",, 1:13",,,,5,2018
24,,71,12.0,+2:24,,,Benoot Tiesj,23,Lotto Soudal,1:15 1:15,,,,5,2018
25,,13,23.0,+4:42,,,Conti Valerio,24,UAE-Team Emirates,1:35 1:35,,,,5,2018
26,,204,24.0,+4:50,,,Grmay Tsgabu,25,Trek - Segafredo,2:04 2:04,,,,5,2018
30,,82,34.0,+12:31,,,Edet Nicolas,26,"Cofidis, Solutions Cr\xe9dits",2:32 2:32,,,,5,2018
26,,141,27.0,+6:56,,,Barguil Warren,27,Team Fortuneo - Samsic,2:47 2:47,,,,5,2018
23,,184,32.0,+10:58,,,Kuss Sepp,28,Team LottoNL-Jumbo,3:07 3:07,,,,5,2018
31,,142,30.0,+8:17,,,Bouet Maxime,29,Team Fortuneo - Samsic,3:11 3:11,,,,5,2018
23,,174,26.0,+6:14,,,Gebreigzabhier Amanuel,30,Team Dimension Data,",, 3:11",,,,5,2018
30,,33,33.0,+11:10,,,Gallopin Tony,31,AG2R La Mondiale,3:28 3:28,,,,5,2018
26,,165,28.0,+7:30,,,Meurisse Xandro,32,Wanty - Groupe Gobert,3:31 3:31,,,,5,2018
26,,46,59.0,+26:16,,,Teuns Dylan,33,BMC Racing Team,3:45 3:45,,,,5,2018
28,,1,25.0,+5:52,,,Bilbao Pello,34,Astana Pro Team,3:50 3:50,,,,5,2018
32,,83,68.0,+28:38,,,Herrada Jos\xe9,35,"Cofidis, Solutions Cr\xe9dits",3:55 3:55,,,,5,2018
25,,134,38.0,+15:07,,,Howson Damien,36,Mitchelton-Scott,4:35 4:35,,,,5,2018
27,,32,56.0,+24:50,,,Domont Axel,37,AG2R La Mondiale,4:51 4:51,,,,5,2018
40,,56,44.0,+17:32,,,Pellizotti Franco,38,Bahrain Merida Pro Cycling Team,4:53 4:53,,,,5,2018
28,,115,42.0,+16:48,,,Molard Rudy,39,Groupama - FDJ,",, 4:53",,,,5,2018
26,,7,29.0,+8:12,,,Valgren Michael,40,Astana Pro Team,",, 4:53",,,,5,2018
31,,22,35.0,+12:38,,,Castroviejo Jonathan,41,Team Sky,",, 4:53",,,,5,2018
22,,133,63.0,+27:36,,,Hamilton Lucas,42,Mitchelton-Scott,5:36 5:36,,,,5,2018
29,,166,71.0,+29:54,,,Minnaard Marco,43,Wanty - Groupe Gobert,5:56 5:56,,,,5,2018
32,,126,51.0,+22:48,,,Machado Tiago,44,Team Katusha - Alpecin,6:07 6:07,,,,5,2018
26,,216,79.0,+33:30,,,Pacher Quentin,45,Vital Concept Cycling Club,6:13 6:13,,,,5,2018
34,,175,40.0,+16:15,,,Pauwels Serge,46,Team Dimension Data,",, 6:13",,,,5,2018
22,,102,72.0,+30:00,,,De Plus Laurens,47,Quick-Step Floors,8:03 8:03,,,,5,2018
24,,16,46.0,+17:55,,,Ravasi Edward,48,UAE-Team Emirates,",, 8:03",,,,5,2018
25,,15,57.0,+25:45,,,Petilli Simone,49,UAE-Team Emirates,",, 8:03",,,,5,2018
27,,114,82.0,+35:17,,,Ludvigsson Tobias,50,Groupama - FDJ,8:09 8:09,,,,5,2018
22,,105,66.0,+27:53,,,Knox James,51,Quick-Step Floors,",, 8:09",,,,5,2018
28,,45,48.0,+21:21,,,Rosskopf Joey,52,BMC Racing Team,",, 8:09",,,,5,2018
