Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
27,,31,22.0,+0:25,,,Bardet Romain,30,AG2R La Mondiale,",, ,,",,,,2,2018
33,,76,48.0,+0:39,,,Vanendert Jelle,31,Lotto Soudal,",, ,,",,,,2,2018
28,,1,18.0,+0:23,,,Bilbao Pello,32,Astana Pro Team,",, ,,",,,,2,2018
28,,45,14.0,+0:18,,,Rosskopf Joey,33,BMC Racing Team,",, ,,",,,,2,2018
28,,201,12.0,+0:18,,,Felline Fabio,34,Trek - Segafredo,",, ,,",,,,2,2018
25,,92,67.0,+2:56,,,Arcas Jorge,35,Movistar Team,",, ,,",,,,2,2018
23,,127,79.0,+5:04,,,Restrepo Jhonatan,36,Team Katusha - Alpecin,",, ,,",,,,2,2018
34,,44,8.0,+0:13,,,Bookwalter Brent,37,BMC Racing Team,",, ,,",,,,2,2018
25,,13,31.0,+0:29,,,Conti Valerio,38,UAE-Team Emirates,",, ,,",,,,2,2018
33,,2,33.0,+0:29,,,Cataldo Dario,39,Astana Pro Team,",, ,,",,,,2,2018
32,,163,50.0,+0:46,,,Degand Thomas,40,Wanty - Groupe Gobert,",, ,,",,,,2,2018
31,,142,59.0,+1:18,,,Bouet Maxime,41,Team Fortuneo - Samsic,",, ,,",,,,2,2018
36,,145,60.0,+1:34,,,Moinard Ama\xebl,42,Team Fortuneo - Samsic,",, ,,",,,,2,2018
24,,71,27.0,+0:26,,,Benoot Tiesj,43,Lotto Soudal,",, ,,",,,,2,2018
31,,11,35.0,+0:31,,,Martin Daniel,44,UAE-Team Emirates,",, ,,",,,,2,2018
23,,174,43.0,+0:37,,,Gebreigzabhier Amanuel,45,Team Dimension Data,",, ,,",,,,2,2018
31,,22,7.0,+0:11,,,Castroviejo Jonathan,46,Team Sky,",, ,,",,,,2,2018
24,,181,58.0,+1:17,,,Tolhoek Antwan,47,Team LottoNL-Jumbo,",, ,,",,,,2,2018
22,,133,23.0,+0:25,,,Hamilton Lucas,48,Mitchelton-Scott,",, ,,",,,,2,2018
32,,125,96.0,+7:20,,,Kochetkov Pavel,49,Team Katusha - Alpecin,",, ,,",,,,2,2018
23,,23,63.0,+1:39,,,Geoghegan Hart Tao,50,Team Sky,",, ,,",,,,2,2018
27,,122,53.0,+0:49,,,Boswell Ian,51,Team Katusha - Alpecin,",, ,,",,,,2,2018
24,,16,44.0,+0:38,,,Ravasi Edward,52,UAE-Team Emirates,",, ,,",,,,2,2018
27,,81,29.0,+0:28,,,Herrada Jes\xfas,53,"Cofidis, Solutions Cr\xe9dits",",, ,,",,,,2,2018
23,,136,46.0,+0:38,,,Power Robert,54,Mitchelton-Scott,",, ,,",,,,2,2018
34,,84,52.0,+0:48,,,Navarro Daniel,55,"Cofidis, Solutions Cr\xe9dits",",, ,,",,,,2,2018
25,,131,19.0,+0:23,,,Yates Adam,56,Mitchelton-Scott,",, ,,",,,,2,2018
22,,102,11.0,+0:17,,,De Plus Laurens,57,Quick-Step Floors,",, ,,",,,,2,2018
25,,104,4.0,+0:09,,,Jungels Bob,58,Quick-Step Floors,",, ,,",,,,2,2018
30,,82,77.0,+4:26,,,Edet Nicolas,59,"Cofidis, Solutions Cr\xe9dits",",, ,,",,,,2,2018
25,,15,80.0,+5:16,,,Petilli Simone,60,UAE-Team Emirates,",, ,,",,,,2,2018
28,,121,15.0,+0:20,,,Zakarin Ilnur,61,Team Katusha - Alpecin,",, ,,",,,,2,2018
30,,33,64.0,+1:40,,,Gallopin Tony,62,AG2R La Mondiale,",, ,,",,,,2,2018
30,,202,42.0,+0:36,,,Brambilla Gianluca,63,Trek - Segafredo,",, ,,",,,,2,2018
24,,25,3.0,+0:05,,,Moscon Gianni,64,Team Sky,",, ,,",,,,2,2018
26,,204,16.0,+0:21,,,Grmay Tsgabu,65,Trek - Segafredo,",, ,,",,,,2,2018
26,,141,54.0,+0:51,,,Barguil Warren,66,Team Fortuneo - Samsic,",, ,,",,,,2,2018
23,,184,75.0,+4:16,,,Kuss Sepp,67,Team LottoNL-Jumbo,",, ,,",,,,2,2018
32,,126,38.0,+0:31,,,Machado Tiago,68,Team Katusha - Alpecin,",, ,,",,,,2,2018
26,,5,100.0,+7:46,,,Kozhatayev Bakhtiyar,69,Astana Pro Team,",, ,,",,,,2,2018
28,,3,45.0,+0:38,,,Chernetski Sergei,70,Astana Pro Team,",, ,,",,,,2,2018
40,,56,81.0,+5:17,,,Pellizotti Franco,71,Bahrain Merida Pro Cycling Team,",, ,,",,,,2,2018
28,,63,36.0,+0:31,,,Kennaugh Peter,72,BORA - hansgrohe,",, ,,",,,,2,2018
36,,157,57.0,+1:09,,,Moreno Daniel,73,Team EF Education First-Drapac p/b Cannondale,",, ,,",,,,2,2018
27,,32,98.0,+7:27,,,Domont Axel,74,AG2R La Mondiale,",, ,,",,,,2,2018
24,,91,17.0,+0:22,,,Soler Marc,75,Movistar Team,",, ,,",,,,2,2018
31,,124,66.0,+2:01,,,Ki\u0161erlovski Robert,76,Team Katusha - Alpecin,",, ,,",,,,2,2018
26,,113,37.0,+0:31,,,Duchesne Antoine,77,Groupama - FDJ,",, ,,",,,,2,2018
25,,34,72.0,+3:58,,,Gougeard Alexis,78,AG2R La Mondiale,",, ,,",,,,2,2018
28,,24,2.0,+0:02,,,Kwiatkowski Michal,79,Team Sky,",, ,,",,,,2,2018
30,,155,39.0,+0:32,,,Howes Alex,80,Team EF Education First-Drapac p/b Cannondale,",, ,,",,,,2,2018
26,,6,71.0,+3:55,,,Stalnov Nikita,81,Astana Pro Team,0:42 0:42,,,,2,2018
23,,123,102.0,+8:18,,,Fabbro Matteo,82,Team Katusha - Alpecin,0:55 0:55,,,,2,2018
22,,105,104.0,+8:38,,,Knox James,83,Quick-Step Floors,1:04 1:04,,,,2,2018
34,,75,76.0,+4:16,,,Marczynski Tomasz,84,Lotto Soudal,1:05 1:05,,,,2,2018
32,,83,101.0,+7:55,,,Herrada Jos\xe9,85,"Cofidis, Solutions Cr\xe9dits",",, 1:05",,,,2,2018
26,,27,73.0,+4:11,,,van Baarle Dylan,86,Team Sky,",, 1:05",,,,2,2018
25,,134,91.0,+6:39,,,Howson Damien,87,Mitchelton-Scott,1:21 1:21,,,,2,2018
25,,137,82.0,+5:32,,,Verona Carlos,88,Mitchelton-Scott,2:18 2:18,,,,2,2018
31,,146,74.0,+4:15,,,Perichon Pierre-Luc,89,Team Fortuneo - Samsic,",, 2:18",,,,2,2018
34,,175,87.0,+6:09,,,Pauwels Serge,90,Team Dimension Data,5:22 5:22,,,,2,2018
27,,114,109.0,+9:32,,,Ludvigsson Tobias,91,Groupama - FDJ,",, 5:22",,,,2,2018
24,,112,128.0,+14:42,,,Armirail Bruno,92,Groupama - FDJ,",, 5:22",,,,2,2018
27,,177,117.0,+10:32,,,Van Zyl Johann,93,Team Dimension Data,",, 5:22",,,,2,2018
37,,172,89.0,+6:22,,,Cummings Stephen,94,Team Dimension Data,",, 5:22",,,,2,2018
27,,214,134.0,+15:43,,,Le Bon Johan,95,Vital Concept Cycling Club,",, 5:22",,,,2,2018
29,,212,105.0,+8:52,,,Courteille Arnaud,96,Vital Concept Cycling Club,",, 5:22",,,,2,2018
32,,176,95.0,+7:13,,,Thomson Jay Robert,97,Team Dimension Data,",, 5:22",,,,2,2018
29,,86,111.0,+9:42,,,Teklehaimanot Daniel,98,"Cofidis, Solutions Cr\xe9dits",",, 5:22",,,,2,2018
32,,47,114.0,+10:27,,,Wyss Danilo,99,BMC Racing Team,",, 5:22",,,,2,2018
30,,55,103.0,+8:25,,,Navardauskas Ramunas,100,Bahrain Merida Pro Cycling Team,",, 5:22",,,,2,2018
29,,166,88.0,+6:11,,,Minnaard Marco,101,Wanty - Groupe Gobert,",, 5:22",,,,2,2018
25,,191,83.0,+5:37,,,Teunissen Mike,102,Team Sunweb,",, 5:22",,,,2,2018
38,,193,99.0,+7:34,,,Curvers Roy,103,Team Sunweb,",, 5:22",,,,2,2018
36,,17,116.0,+10:32,,,Sutherland Rory,104,UAE-Team Emirates,",, 5:22",,,,2,2018
26,,152,108.0,+9:30,,,Canty Brendan,105,Team EF Education First-Drapac p/b Cannondale,",, 5:22",,,,2,2018
24,,57,130.0,+14:57,,,Pibernik Luka,106,Bahrain Merida Pro Cycling Team,",, 5:22",,,,2,2018
34,,95,90.0,+6:29,,,Erviti Imanol,107,Movistar Team,",, 5:22",,,,2,2018
24,,87,107.0,+9:28,,,Turgis Anthony,108,"Cofidis, Solutions Cr\xe9dits",",, 5:22",,,,2,2018
22,,53,94.0,+7:06,,,Garcia Cortina Ivan,109,Bahrain Merida Pro Cycling Team,",, 5:22",,,,2,2018
26,,65,92.0,+7:01,,,P\xf6stlberger Lukas,110,BORA - hansgrohe,",, 5:22",,,,2,2018
25,,97,84.0,+5:41,,,S\xfctterlin Jasha,111,Movistar Team,",, 5:22",,,,2,2018
29,,67,106.0,+8:54,,,Selig R\xfcdiger,112,BORA - hansgrohe,",, 5:22",,,,2,2018
26,,154,115.0,+10:31,,,Craddock Lawson,113,Team EF Education First-Drapac p/b Cannondale,",, 5:22",,,,2,2018
21,,111,129.0,+14:49,,,Gaudu David,114,Groupama - FDJ,",, 5:22",,,,2,2018
22,,116,113.0,+10:12,,,Thomas Benjamin,115,Groupama - FDJ,",, 5:22",,,,2,2018
33,,52,97.0,+7:21,,,Arashiro Yukiya,116,Bahrain Merida Pro Cycling Team,",, 5:22",,,,2,2018
32,,143,112.0,+10:01,,,Feillu Brice,117,Team Fortuneo - Samsic,",, 5:22",,,,2,2018
37,,14,124.0,+12:51,,,Mori Manuele,118,UAE-Team Emirates,",, 5:22",,,,2,2018
26,,211,85.0,+5:44,,,Coquard Bryan,119,Vital Concept Cycling Club,",, 5:22",,,,2,2018
28,,26,93.0,+7:05,,,Rowe Luke,120,Team Sky,",, 5:22",,,,2,2018
26,,46,86.0,+6:00,,,Teuns Dylan,121,BMC Racing Team,",, 5:22",,,,2,2018
26,,216,118.0,+10:36,,,Pacher Quentin,122,Vital Concept Cycling Club,",, 5:22",,,,2,2018
34,,107,127.0,+13:50,,,Terpstra Niki,123,Quick-Step Floors,9:01 9:01,,,,2,2018
29,,106,110.0,+9:33,,,Serry Pieter,124,Quick-Step Floors,",, 9:01",,,,2,2018
21,,103,123.0,+12:45,,,Jakobsen Fabio,125,Quick-Step Floors,",, 9:01",,,,2,2018
31,,73,143.0,+18:18,,,De Gendt Thomas,126,Lotto Soudal,10:56 10:56,,,,2,2018
26,,12,120.0,+11:37,,,Bystr\xf8m Sven Erik,127,UAE-Team Emirates,",, 10:56",,,,2,2018
24,,43,131.0,+15:02,,,Bohli Tom,128,BMC Racing Team,",, 10:56",,,,2,2018
32,,182,135.0,+15:46,,,Boom Lars,129,Team LottoNL-Jumbo,",, 10:56",,,,2,2018
22,,94,122.0,+12:40,,,Castrillo Jaime,130,Movistar Team,",, 10:56",,,,2,2018
29,,77,136.0,+15:47,,,Wallays Jelle,131,Lotto Soudal,",, 10:56",,,,2,2018
26,,72,121.0,+12:22,,,Campenaerts Victor,132,Lotto Soudal,",, 10:56",,,,2,2018
24,,132,126.0,+13:44,,,Edmondson Alexander,133,Mitchelton-Scott,",, 10:56",,,,2,2018
36,,66,137.0,+15:59,,,Saramotins Aleksejs,134,BORA - hansgrohe,",, 10:56",,,,2,2018
32,,194,139.0,+16:17,,,Fr\xf6hlinger Johannes,135,Team Sunweb,",, 10:56",,,,2,2018
24,,197,142.0,+18:07,,,Tusveld Martijn,136,Team Sunweb,",, 10:56",,,,2,2018
33,,186,133.0,+15:33,,,van Emden Jos,137,Team LottoNL-Jumbo,",, 10:56",,,,2,2018
23,,93,119.0,+11:31,,,Carretero H\xe9ctor,138,Movistar Team,",, 10:56",,,,2,2018
31,,147,140.0,+16:23,,,Pichon Laurent,139,Team Fortuneo - Samsic,",, 10:56",,,,2,2018
26,,183,138.0,+16:06,,,De Tier Floris,140,Team LottoNL-Jumbo,",, 10:56",,,,2,2018
28,,203,125.0,+13:39,,,Br\xe4ndle Matthias,141,Trek - Segafredo,",, 10:56",,,,2,2018
33,,156,141.0,+18:06,,,Langeveld Sebastian,142,Team EF Education First-Drapac p/b Cannondale,",, 10:56",,,,2,2018
32,,206,146.0,+23:51,,,Reijnen Kiel,143,Trek - Segafredo,",, 10:56",,,,2,2018
28,,162,132.0,+15:21,,,Backaert Frederik,144,Wanty - Groupe Gobert,13:15 13:15,,,,2,2018
30,,217,144.0,+18:47,,,R\xe9za K\xe9vin,145,Vital Concept Cycling Club,",, 13:15",,,,2,2018
23,,215,145.0,+21:58,,,Manzin Lorrenzo,146,Vital Concept Cycling Club,18:30 18:30,,,,2,2018
22,,213,148.0,+25:25,,,Ermenault Corentin,147,Vital Concept Cycling Club,",, 18:30",,,,2,2018
23,,192,147.0,+25:02,,,Bauhaus Phil,148,Team Sunweb,",, 18:30",,,,2,2018
23,,205,,+ -8:51:46,,,Guerreiro Ruben,DNF,Trek - Segafredo,-4:19:57 -4:19:57,,,,2,2018
30,,37,,+ -8:51:46,,,Vuillermoz Alexis,DNS,AG2R La Mondiale,",, -4:19:57",,,,2,2018
22,,173,,+ -8:51:46,,,Dlamini Nickolas,DNS,Team Dimension Data,",, -4:19:57",,,,2,2018
28,,24,1.0,+0:00,,2.0,Kwiatkowski Michal,1,Team Sky,9:28:21 9:28:21,+0:00,10.0,\u25b21,3,2018
24,,25,2.0,+0:03,,3.0,Moscon Gianni,2,Team Sky,0:03 0:03,+0:00,,\u25b21,3,2018
31,,22,3.0,+0:09,,7.0,Castroviejo Jonathan,3,Team Sky,0:09 0:09,+0:00,,\u25b24,3,2018
32,,21,4.0,+0:21,,20.0,Thomas Geraint,4,Team Sky,0:21 0:21,+0:00,,\u25b216,3,2018
34,,44,5.0,+0:48,,8.0,Bookwalter Brent,5,BMC Racing Team,0:48 0:48,+0:37,,\u25b23,3,2018
30,,41,6.0,+0:52,,10.0,Caruso Damiano,6,BMC Racing Team,0:52 0:52,+0:37,,\u25b24,3,2018
28,,45,7.0,+0:53,,14.0,Rosskopf Joey,7,BMC Racing Team,0:53 0:53,+0:37,,\u25b27,3,2018
33,,135,8.0,+0:54,,1.0,Impey Daryl,8,Mitchelton-Scott,0:54 0:54,+0:56,,\u25bc7,3,2018
29,,74,9.0,+1:01,,6.0,Keukeleire Jens,9,Lotto Soudal,1:01 1:01,+0:52,,\u25bc3,3,2018
25,,104,10.0,+1:08,,4.0,Jungels Bob,10,Quick-Step Floors,1:08 1:08,+1:01,,\u25bc6,3,2018
25,,101,11.0,+1:09,,5.0,Alaphilippe Julian,11,Quick-Step Floors,1:09 1:09,+1:01,,\u25bc6,3,2018
22,,102,12.0,+1:16,,11.0,De Plus Laurens,12,Quick-Step Floors,1:16 1:16,+1:01,,\u25bc1,3,2018
24,,71,13.0,+1:16,,27.0,Benoot Tiesj,13,Lotto Soudal,",, 1:16",+0:52,,\u25b214,3,2018
25,,131,14.0,+1:17,,19.0,Yates Adam,14,Mitchelton-Scott,1:17 1:17,+0:56,,\u25b25,3,2018
22,,133,15.0,+1:19,,23.0,Hamilton Lucas,15,Mitchelton-Scott,1:19 1:19,+0:56,,\u25b28,3,2018
23,,23,16.0,+1:37,,63.0,Geoghegan Hart Tao,16,Team Sky,1:37 1:37,+0:00,,\u25b247,3,2018
28,,201,17.0,+1:42,,12.0,Felline Fabio,17,Trek - Segafredo,1:42 1:42,+1:26,,\u25bc5,3,2018
26,,204,18.0,+1:45,,16.0,Grmay Tsgabu,18,Trek - Segafredo,1:45 1:45,+1:26,,\u25bc2,3,2018
24,,91,19.0,+1:51,,17.0,Soler Marc,19,Movistar Team,1:51 1:51,+1:31,,\u25bc2,3,2018
27,,31,20.0,+1:52,,22.0,Bardet Romain,20,AG2R La Mondiale,1:52 1:52,+1:29,,\u25b22,3,2018
31,,171,21.0,+1:53,,9.0,Boasson Hagen Edvald,21,Team Dimension Data,1:53 1:53,+1:41,,\u25bc12,3,2018
28,,115,22.0,+1:55,,21.0,Molard Rudy,22,Groupama - FDJ,1:55 1:55,+1:33,,\u25bc1,3,2018
24,,35,23.0,+1:55,,30.0,Latour Pierre,23,AG2R La Mondiale,",, 1:55",+1:29,,\u25b27,3,2018
22,,117,24.0,+1:56,,25.0,Vincent L\xe9o,24,Groupama - FDJ,1:56 1:56,+1:33,,\u25b21,3,2018
25,,96,25.0,+1:56,,28.0,Roson Jaime,25,Movistar Team,",, 1:56",+1:31,,\u25b23,3,2018
30,,202,26.0,+2:00,,42.0,Brambilla Gianluca,26,Trek - Segafredo,2:00 2:00,+1:26,,\u25b216,3,2018
27,,36,27.0,+2:00,,40.0,Naesen Oliver,27,AG2R La Mondiale,",, 2:00",+1:29,,\u25b213,3,2018
26,,7,28.0,+2:06,,13.0,Valgren Michael,28,Astana Pro Team,2:06 2:06,+1:50,,\u25bc15,3,2018
28,,121,29.0,+2:07,,15.0,Zakarin Ilnur,29,Team Katusha - Alpecin,2:07 2:07,+1:49,,\u25bc14,3,2018
28,,1,30.0,+2:09,,18.0,Bilbao Pello,30,Astana Pro Team,2:09 2:09,+1:48,,\u25bc12,3,2018
31,,151,31.0,+2:11,,32.0,Rolland Pierre,31,Team EF Education First-Drapac p/b Cannondale,2:11 2:11,+1:44,,\u25b21,3,2018
31,,153,32.0,+2:12,,34.0,Clarke Simon,32,Team EF Education First-Drapac p/b Cannondale,2:12 2:12,+1:44,,\u25b22,3,2018
30,,155,33.0,+2:14,,39.0,Howes Alex,33,Team EF Education First-Drapac p/b Cannondale,2:14 2:14,+1:44,,\u25b26,3,2018
28,,63,34.0,+2:14,,36.0,Kennaugh Peter,34,BORA - hansgrohe,",, 2:14",+1:45,,\u25b22,3,2018
33,,2,35.0,+2:15,,33.0,Cataldo Dario,35,Astana Pro Team,2:15 2:15,+1:48,,\u25bc2,3,2018
23,,174,36.0,+2:16,,43.0,Gebreigzabhier Amanuel,36,Team Dimension Data,2:16 2:16,+1:41,,\u25b27,3,2018
25,,61,37.0,+2:17,,41.0,Buchmann Emanuel,37,BORA - hansgrohe,2:17 2:17,+1:45,,\u25b24,3,2018
32,,126,38.0,+2:18,,38.0,Machado Tiago,38,Team Katusha - Alpecin,2:18 2:18,+1:49,,-,3,2018
28,,3,39.0,+2:24,,45.0,Chernetski Sergei,39,Astana Pro Team,2:24 2:24,+1:48,,\u25b26,3,2018
33,,51,40.0,+2:28,,26.0,Nibali Vincenzo,40,Bahrain Merida Pro Cycling Team,2:28 2:28,+2:04,,\u25bc14,3,2018
27,,122,41.0,+2:37,,53.0,Boswell Ian,41,Team Katusha - Alpecin,2:37 2:37,+1:50,,\u25b212,3,2018
24,,181,42.0,+2:47,,58.0,Tolhoek Antwan,42,Team LottoNL-Jumbo,2:47 2:47,+1:32,,\u25b216,3,2018
27,,81,43.0,+2:53,,29.0,Herrada Jes\xfas,43,"Cofidis, Solutions Cr\xe9dits",2:53 2:53,+2:27,,\u25bc14,3,2018
25,,13,44.0,+2:55,,31.0,Conti Valerio,44,UAE-Team Emirates,2:55 2:55,+2:28,,\u25bc13,3,2018
31,,11,45.0,+2:57,,35.0,Martin Daniel,45,UAE-Team Emirates,2:57 2:57,+2:28,,\u25bc10,3,2018
32,,85,46.0,+3:04,,49.0,Simon Julien,46,"Cofidis, Solutions Cr\xe9dits",3:04 3:04,+2:27,,\u25b23,3,2018
21,,185,47.0,+3:05,,61.0,Powless Neilson,47,Team LottoNL-Jumbo,3:05 3:05,+1:32,,\u25b214,3,2018
30,,33,48.0,+3:07,,64.0,Gallopin Tony,48,AG2R La Mondiale,3:07 3:07,+1:29,,\u25b216,3,2018
34,,84,49.0,+3:13,,52.0,Navarro Daniel,49,"Cofidis, Solutions Cr\xe9dits",3:13 3:13,+2:27,,\u25b23,3,2018
26,,141,50.0,+3:14,,54.0,Barguil Warren,50,Team Fortuneo - Samsic,3:14 3:14,+2:25,,\u25b24,3,2018
25,,64,51.0,+3:22,,62.0,McCarthy Jay,51,BORA - hansgrohe,3:22 3:22,+1:45,,\u25b211,3,2018
29,,144,52.0,+3:25,,56.0,Hardy Romain,52,Team Fortuneo - Samsic,3:25 3:25,+2:25,,\u25b24,3,2018
27,,4,53.0,+3:30,,65.0,Houle Hugo,53,Astana Pro Team,3:30 3:30,+1:48,,\u25b212,3,2018
31,,142,54.0,+3:41,,59.0,Bouet Maxime,54,Team Fortuneo - Samsic,3:41 3:41,+2:25,,\u25b25,3,2018
26,,165,55.0,+3:47,,47.0,Meurisse Xandro,55,Wanty - Groupe Gobert,3:47 3:47,+3:10,,\u25bc8,3,2018
31,,124,56.0,+3:49,,66.0,Ki\u0161erlovski Robert,56,Team Katusha - Alpecin,3:49 3:49,+1:50,,\u25b210,3,2018
26,,113,57.0,+3:53,,37.0,Duchesne Antoine,57,Groupama - FDJ,3:53 3:53,+3:24,,\u25bc20,3,2018
32,,163,58.0,+3:54,,50.0,Degand Thomas,58,Wanty - Groupe Gobert,3:54 3:54,+3:10,,\u25bc8,3,2018
24,,161,59.0,+3:56,,51.0,Martin Guillaume,59,Wanty - Groupe Gobert,3:56 3:56,+3:10,,\u25bc8,3,2018
36,,145,60.0,+3:59,,60.0,Moinard Ama\xebl,60,Team Fortuneo - Samsic,3:59 3:59,+2:27,,-,3,2018
23,,164,61.0,+4:02,,55.0,Eiking Odd Christian,61,Wanty - Groupe Gobert,4:02 4:02,+3:10,,\u25bc6,3,2018
24,,62,62.0,+4:02,,24.0,Ackermann Pascal,62,BORA - hansgrohe,",, 4:02",+3:39,,\u25bc38,3,2018
24,,16,63.0,+4:03,,44.0,Ravasi Edward,63,UAE-Team Emirates,4:03 4:03,+3:27,,\u25bc19,3,2018
26,,27,64.0,+4:13,,73.0,van Baarle Dylan,64,Team Sky,4:13 4:13,+0:04,,\u25b29,3,2018
33,,76,65.0,+4:24,,48.0,Vanendert Jelle,65,Lotto Soudal,4:24 4:24,+3:47,,\u25bc17,3,2018
25,,92,66.0,+4:29,,67.0,Arcas Jorge,66,Movistar Team,4:29 4:29,+1:35,,\u25b21,3,2018
26,,207,67.0,+4:45,,70.0,Skuji\u0146\u0161 Toms,67,Trek - Segafredo,4:45 4:45,+1:26,,\u25b23,3,2018
34,,75,68.0,+5:06,,76.0,Marczynski Tomasz,68,Lotto Soudal,5:06 5:06,+0:52,,\u25b28,3,2018
34,,54,69.0,+5:14,,69.0,Haussler Heinrich,69,Bahrain Merida Pro Cycling Team,5:14 5:14,+2:04,,-,3,2018
27,,42,70.0,+5:16,,78.0,Bevin Patrick,70,BMC Racing Team,5:16 5:16,+0:37,,\u25b28,3,2018
25,,34,71.0,+5:25,,72.0,Gougeard Alexis,71,AG2R La Mondiale,5:25 5:25,+1:29,,\u25b21,3,2018
26,,6,72.0,+5:41,,71.0,Stalnov Nikita,72,Astana Pro Team,5:41 5:41,+1:48,,\u25bc1,3,2018
23,,184,73.0,+5:46,,75.0,Kuss Sepp,73,Team LottoNL-Jumbo,5:46 5:46,+1:32,,\u25b22,3,2018
23,,136,74.0,+6:15,,46.0,Power Robert,74,Mitchelton-Scott,6:15 6:15,+5:39,,\u25bc28,3,2018
25,,167,75.0,+6:42,,68.0,Smith Dion,75,Wanty - Groupe Gobert,6:42 6:42,+3:35,,\u25bc7,3,2018
30,,82,76.0,+6:51,,77.0,Edet Nicolas,76,"Cofidis, Solutions Cr\xe9dits",6:51 6:51,+2:27,,\u25b21,3,2018
23,,127,77.0,+6:51,,79.0,Restrepo Jhonatan,77,Team Katusha - Alpecin,",, 6:51",+1:49,,\u25b22,3,2018
31,,146,78.0,+7:00,,74.0,Perichon Pierre-Luc,78,Team Fortuneo - Samsic,7:00 7:00,+2:47,,\u25bc4,3,2018
25,,97,79.0,+7:10,,84.0,S\xfctterlin Jasha,79,Movistar Team,7:10 7:10,+1:31,,\u25b25,3,2018
25,,137,80.0,+7:14,,82.0,Verona Carlos,80,Mitchelton-Scott,7:14 7:14,+1:44,,\u25b22,3,2018
25,,134,81.0,+7:33,,91.0,Howson Damien,81,Mitchelton-Scott,7:33 7:33,+0:56,,\u25b210,3,2018
36,,157,82.0,+7:36,,57.0,Moreno Daniel,82,Team EF Education First-Drapac p/b Cannondale,7:36 7:36,+6:29,,\u25bc25,3,2018
25,,15,83.0,+7:42,,80.0,Petilli Simone,83,UAE-Team Emirates,7:42 7:42,+2:28,,\u25bc3,3,2018
34,,175,84.0,+7:48,,87.0,Pauwels Serge,84,Team Dimension Data,7:48 7:48,+1:41,,\u25b23,3,2018
34,,95,85.0,+7:58,,90.0,Erviti Imanol,85,Movistar Team,7:58 7:58,+1:31,,\u25b25,3,2018
37,,172,86.0,+8:01,,89.0,Cummings Stephen,86,Team Dimension Data,8:01 8:01,+1:41,,\u25b23,3,2018
26,,211,87.0,+8:02,,85.0,Coquard Bryan,87,Vital Concept Cycling Club,8:02 8:02,+2:20,,\u25bc2,3,2018
40,,56,88.0,+8:04,,81.0,Pellizotti Franco,88,Bahrain Merida Pro Cycling Team,8:04 8:04,+2:49,,\u25bc7,3,2018
26,,46,89.0,+8:08,,86.0,Teuns Dylan,89,BMC Racing Team,8:08 8:08,+2:10,,\u25bc3,3,2018
26,,65,90.0,+8:44,,92.0,P\xf6stlberger Lukas,90,BORA - hansgrohe,8:44 8:44,+1:45,,\u25b22,3,2018
32,,176,91.0,+8:52,,95.0,Thomson Jay Robert,91,Team Dimension Data,8:52 8:52,+1:41,,\u25b24,3,2018
25,,191,92.0,+8:54,,83.0,Teunissen Mike,92,Team Sunweb,8:54 8:54,+3:19,,\u25bc9,3,2018
22,,53,93.0,+9:08,,94.0,Garcia Cortina Ivan,93,Bahrain Merida Pro Cycling Team,9:08 9:08,+2:04,,\u25b21,3,2018
28,,26,94.0,+9:20,,93.0,Rowe Luke,94,Team Sky,9:20 9:20,+2:17,,\u25bc1,3,2018
33,,52,95.0,+9:27,,97.0,Arashiro Yukiya,95,Bahrain Merida Pro Cycling Team,9:27 9:27,+2:08,,\u25b22,3,2018
29,,166,96.0,+9:35,,88.0,Minnaard Marco,96,Wanty - Groupe Gobert,9:35 9:35,+3:26,,\u25bc8,3,2018
26,,5,97.0,+9:35,,100.0,Kozhatayev Bakhtiyar,97,Astana Pro Team,",, 9:35",+1:51,,\u25b23,3,2018
27,,32,98.0,+9:59,,98.0,Domont Axel,98,AG2R La Mondiale,9:59 9:59,+2:34,,-,3,2018
23,,123,99.0,+10:05,,102.0,Fabbro Matteo,99,Team Katusha - Alpecin,10:05 10:05,+1:49,,\u25b23,3,2018
32,,83,100.0,+10:20,,101.0,Herrada Jos\xe9,100,"Cofidis, Solutions Cr\xe9dits",10:20 10:20,+2:27,,\u25b21,3,2018
30,,55,101.0,+10:27,,103.0,Navardauskas Ramunas,101,Bahrain Merida Pro Cycling Team,10:27 10:27,+2:04,,\u25b22,3,2018
38,,193,102.0,+10:51,,99.0,Curvers Roy,102,Team Sunweb,10:51 10:51,+3:19,,\u25bc3,3,2018
32,,47,103.0,+11:05,,114.0,Wyss Danilo,103,BMC Racing Team,11:05 11:05,+0:40,,\u25b211,3,2018
32,,125,104.0,+11:05,,96.0,Kochetkov Pavel,104,Team Katusha - Alpecin,",, 11:05",+3:47,,\u25bc8,3,2018
26,,152,105.0,+11:12,,108.0,Canty Brendan,105,Team EF Education First-Drapac p/b Cannondale,11:12 11:12,+1:44,,\u25b23,3,2018
22,,116,106.0,+11:43,,113.0,Thomas Benjamin,106,Groupama - FDJ,11:43 11:43,+1:33,,\u25b27,3,2018
27,,177,107.0,+12:11,,117.0,Van Zyl Johann,107,Team Dimension Data,12:11 12:11,+1:41,,\u25b210,3,2018
