Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
27,47.626000000000005,,+0:00,50.0,Contador Alberto,1,Astana,8:34 8:34,6.0,0,2010
21,47.442,,+0:00,30.0,van Garderen Tejay,2,Team HTC - Columbia,0:02 0:02,4.0,0,2010
26,47.168,,+0:00,18.0,Brajkovi\u010d Janez,3,RadioShack,0:05 0:05,2.0,0,2010
24,46.718,,+0:00,13.0,Thomas Geraint,4,Sky Procycling,0:10 0:10,1.0,0,2010
25,46.54,,+0:00,10.0,Cataldo Dario,5,Quickstep - Innergetic,0:12 0:12,1.0,0,2010
28,46.54,,+0:00,7.0,Pauriol R\xe9mi,6,Cofidis Le Credit en Ligne,",, 0:12",,0,2010
22,46.54,,+0:00,4.0,Malori Adriano,7,,",, 0:12",,0,2010
23,46.452,,+0:00,3.0,Gretsch Patrick,8,Team HTC - Columbia,0:13 0:13,,0,2010
26,46.452,,+0:00,2.0,Martens Paul,9,Rabobank ProTeam,",, 0:13",,0,2010
23,46.364,,+0:00,1.0,Coppel J\xe9rome,10,Saur - Sojasun,0:14 0:14,,0,2010
29,46.364,,+0:00,,Riblon Christophe,11,AG2R La Mondiale,",, 0:14",,0,2010
31,46.276,,+0:00,,Verdugo Gorka,12,Euskaltel - Euskadi,0:15 0:15,,0,2010
33,46.276,,+0:00,,Millar David,13,Team Garmin - Transitions,",, 0:15",,0,2010
24,46.276,,+0:00,,Bole Grega,14,Lampre - Farnese Vini,",, 0:15",,0,2010
32,46.18899999999999,,+0:00,,Tjallingii Maarten,15,Rabobank ProTeam,0:16 0:16,,0,2010
30,46.18899999999999,,+0:00,,Pasamontes Luis,16,Caisse d'Epargne,",, 0:16",,0,2010
29,46.18899999999999,,+0:00,,Knees Christian,17,Milram,",, 0:16",,0,2010
25,46.102,,+0:00,,Samoilau Branislau,18,Quickstep - Innergetic,0:17 0:17,,0,2010
30,46.102,,+0:00,,Plaza Rub\xe9n,19,Caisse d'Epargne,",, 0:17",,0,2010
23,46.102,,+0:00,,Hermans Ben,20,RadioShack,",, 0:17",,0,2010
23,46.102,,+0:00,,Koren Kristijan,21,Liquigas - Doimo,",, 0:17",,0,2010
33,46.015,,+0:00,,Peraud Jean-Christophe,22,Omega Pharma-Lotto,0:18 0:18,,0,2010
33,46.015,,+0:00,,Zubeldia Haimar,23,RadioShack,",, 0:18",,0,2010
38,46.015,,+0:00,,Horner Chris,24,RadioShack,",, 0:18",,0,2010
39,45.928999999999995,,+0:00,,Moreau Christophe,25,Caisse d'Epargne,0:19 0:19,,0,2010
32,45.928999999999995,,+0:00,,Vogondy Nicolas,26,Bbox Bouygues Telecom,",, 0:19",,0,2010
27,45.928999999999995,,+0:00,,Gusev Vladimir,27,Team Katusha,",, 0:19",,0,2010
25,45.843,,+0:00,,Velits Peter,28,Team HTC - Columbia,0:20 0:20,,0,2010
27,45.757,,+0:00,,Van den Broeck Jurgen,29,Omega Pharma-Lotto,0:21 0:21,,0,2010
27,45.672,,+0:00,,Soler Juan Mauricio,30,Caisse d'Epargne,0:22 0:22,,0,2010
29,45.672,,+0:00,,Vansummeren Johan,31,Team Garmin - Transitions,",, 0:22",,0,2010
29,45.586999999999996,,+0:00,,Le M\xe9vel Christophe,32,Francaise des Jeux,0:23 0:23,,0,2010
23,45.586999999999996,,+0:00,,Ovechkin Artem,33,Team Katusha,",, 0:23",,0,2010
25,45.586999999999996,,+0:00,,Finetto Mauro,34,Liquigas - Doimo,",, 0:23",,0,2010
32,45.501999999999995,,+0:00,,Menchov Denis,35,Rabobank ProTeam,0:24 0:24,,0,2010
22,45.501999999999995,,+0:00,,Denifl Stefan,36,Cervelo Test Team,",, 0:24",,0,2010
23,45.417,,+0:00,,Marycz Jaroslaw,37,Saxo Bank,0:25 0:25,,0,2010
30,45.417,,+0:00,,Kessiakoff Fredrik,38,Team Garmin - Transitions,",, 0:25",,0,2010
29,45.417,,+0:00,,Mangel Laurent,39,Saur - Sojasun,",, 0:25",,0,2010
30,45.417,,+0:00,,Lelay David,40,AG2R La Mondiale,",, 0:25",,0,2010
23,45.417,,+0:00,,Seeldraeyers Kevin,41,Quickstep - Innergetic,",, 0:25",,0,2010
20,45.333,,+0:00,,Kennaugh Peter,42,Sky Procycling,0:26 0:26,,0,2010
23,45.333,,+0:00,,Taaram\xe4e Rein,43,Cofidis Le Credit en Ligne,",, 0:26",,0,2010
31,45.333,,+0:00,,Pate Danny,44,Team Garmin - Transitions,",, 0:26",,0,2010
27,45.166000000000004,,+0:00,,Rollin Dominique,45,Cervelo Test Team,0:28 0:28,,0,2010
23,45.166000000000004,,+0:00,,Zeits Andrey,46,Astana,",, 0:28",,0,2010
23,45.166000000000004,,+0:00,,Rolland Pierre,47,Bbox Bouygues Telecom,",, 0:28",,0,2010
22,45.083,,+0:00,,Silin Egor,48,Team Katusha,0:29 0:29,,0,2010
30,45.083,,+0:00,,Bak Lars Ytting,49,Team HTC - Columbia,",, 0:29",,0,2010
23,45.083,,+0:00,,Boasson Hagen Edvald,50,Sky Procycling,",, 0:29",,0,2010
25,45.083,,+0:00,,Langeveld Sebastian,51,Rabobank ProTeam,",, 0:29",,0,2010
26,45.083,,+0:00,,Erviti Imanol,52,Caisse d'Epargne,",, 0:29",,0,2010
28,45.083,,+0:00,,Eichler Markus,53,Milram,",, 0:29",,0,2010
29,45.0,,+0:00,,Van Impe Kevin,54,Quickstep - Innergetic,0:30 0:30,,0,2010
25,45.0,,+0:00,,Jerome Vincent,55,Bbox Bouygues Telecom,",, 0:30",,0,2010
23,45.0,,+0:00,,Peterson Tom,56,Team Garmin - Transitions,",, 0:30",,0,2010
24,45.0,,+0:00,,Duran Arkaitz,57,Footon-Servetto,",, 0:30",,0,2010
26,45.0,,+0:00,,Champion Dimitri,58,AG2R La Mondiale,",, 0:30",,0,2010
24,44.917,,+0:00,,Roelandts Jurgen,59,Omega Pharma-Lotto,0:31 0:31,,0,2010
30,44.917,,+0:00,,Irizar Markel,60,RadioShack,",, 0:31",,0,2010
31,44.917,,+0:00,,Perez Francisco,61,Caisse d'Epargne,",, 0:31",,0,2010
22,44.917,,+0:00,,van Winden Dennis,62,Rabobank ProTeam,",, 0:31",,0,2010
27,44.917,,+0:00,,Rohregger Thomas,63,Milram,",, 0:31",,0,2010
32,44.917,,+0:00,,Szmyd Sylwester,64,Liquigas - Doimo,",, 0:31",,0,2010
28,44.835,,+0:00,,De Weert Kevin,65,Quickstep - Innergetic,0:32 0:32,,0,2010
23,44.835,,+0:00,,Kadri Blel,66,AG2R La Mondiale,",, 0:32",,0,2010
33,44.835,,+0:00,,Lefevre Laurent,67,Bbox Bouygues Telecom,",, 0:32",,0,2010
31,44.835,,+0:00,,Cooke Baden,68,Saxo Bank,",, 0:32",,0,2010
22,44.753,,+0:00,,Stetina Peter,69,Team Garmin - Transitions,0:33 0:33,,0,2010
26,44.753,,+0:00,,Navarro Daniel,70,Astana,",, 0:33",,0,2010
23,44.753,,+0:00,,Buts Vitaliy,71,Lampre - Farnese Vini,",, 0:33",,0,2010
28,44.753,,+0:00,,Vaugrenard Benoit,72,Francaise des Jeux,",, 0:33",,0,2010
26,44.753,,+0:00,,Kozonchuk Dmitry,73,Rabobank ProTeam,",, 0:33",,0,2010
32,44.672,,+0:00,,Martinez Egoi,74,Euskaltel - Euskadi,0:34 0:34,,0,2010
28,44.672,,+0:00,,Moinard Ama\xebl,75,Cofidis Le Credit en Ligne,",, 0:34",,0,2010
27,44.672,,+0:00,,Azanza Jorge,76,Euskaltel - Euskadi,",, 0:34",,0,2010
29,44.672,,+0:00,,Bennati Daniele,77,Liquigas - Doimo,",, 0:34",,0,2010
33,44.672,,+0:00,,Isasi Inaki,78,Euskaltel - Euskadi,",, 0:34",,0,2010
33,44.59,,+0:00,,Fofonov Dimitri,79,Astana,0:35 0:35,,0,2010
32,44.59,,+0:00,,S\xe1nchez Samuel,80,Euskaltel - Euskadi,",, 0:35",,0,2010
20,44.59,,+0:00,,Pinot Thibaut,81,Francaise des Jeux,",, 0:35",,0,2010
36,44.59,,+0:00,,Moerenhout Koos,82,Rabobank ProTeam,",, 0:35",,0,2010
24,44.59,,+0:00,,Kluge Roger,83,Milram,",, 0:35",,0,2010
31,44.59,,+0:00,,Portal Nicolas,84,Sky Procycling,",, 0:35",,0,2010
31,44.50899999999999,,+0:00,,Fedrigo Pierrick,85,Bbox Bouygues Telecom,0:36 0:36,,0,2010
24,44.50899999999999,,+0:00,,Delage Micka\xebl,86,Omega Pharma-Lotto,",, 0:36",,0,2010
32,44.50899999999999,,+0:00,,Tiralongo Paolo,87,Astana,",, 0:36",,0,2010
22,44.50899999999999,,+0:00,,Sicard Romain,88,Euskaltel - Euskadi,",, 0:36",,0,2010
20,44.50899999999999,,+0:00,,Balloni Alfredo,89,Lampre - Farnese Vini,",, 0:36",,0,2010
25,44.50899999999999,,+0:00,,Ladagnous Matthieu,90,Francaise des Jeux,",, 0:36",,0,2010
34,44.428000000000004,,+0:00,,Grabsch Bert,91,Team HTC - Columbia,0:37 0:37,,0,2010
30,44.428000000000004,,+0:00,,Paulinho S\xe9rgio,92,RadioShack,",, 0:37",,0,2010
26,44.428000000000004,,+0:00,,Chainel Steve,93,Bbox Bouygues Telecom,",, 0:37",,0,2010
28,44.428000000000004,,+0:00,,Vandborg Brian,94,Liquigas - Doimo,",, 0:37",,0,2010
25,44.428000000000004,,+0:00,,Loubet Julien,95,AG2R La Mondiale,",, 0:37",,0,2010
30,44.428000000000004,,+0:00,,Bellotti Francesco,96,Liquigas - Doimo,",, 0:37",,0,2010
28,44.348,,+0:00,,Saramotins Aleksejs,97,Team HTC - Columbia,0:38 0:38,,0,2010
22,44.348,,+0:00,,Kreder Michel,98,Team Garmin - Transitions,",, 0:38",,0,2010
22,44.348,,+0:00,,Gautier Cyril,99,Bbox Bouygues Telecom,",, 0:38",,0,2010
31,44.348,,+0:00,,Tankink Bram,100,Rabobank ProTeam,",, 0:38",,0,2010
24,44.348,,+0:00,,Di Gr\xe9gorio R\xe9my,101,Francaise des Jeux,",, 0:38",,0,2010
26,44.348,,+0:00,,Pujol Oscar,102,Cervelo Test Team,",, 0:38",,0,2010
27,44.268,,+0:00,,Perez Alan,103,Euskaltel - Euskadi,0:39 0:39,,0,2010
29,44.268,,+0:00,,Cobo Juan Jose,104,Caisse d'Epargne,",, 0:39",,0,2010
29,44.268,,+0:00,,Dumoulin Samuel,105,Cofidis Le Credit en Ligne,",, 0:39",,0,2010
28,44.188,,+0:00,,Vaitkus Tomas,106,RadioShack,0:40 0:40,,0,2010
28,44.188,,+0:00,,Facci Mauro,107,Quickstep - Innergetic,",, 0:40",,0,2010
35,44.188,,+0:00,,Dessel Cyril,108,AG2R La Mondiale,",, 0:40",,0,2010
23,44.188,,+0:00,,Capecchi Eros,109,Footon-Servetto,",, 0:40",,0,2010
24,44.188,,+0:00,,Simon Julien,110,Saur - Sojasun,",, 0:40",,0,2010
30,44.188,,+0:00,,Calzati Sylvain,111,Sky Procycling,",, 0:40",,0,2010
24,44.108000000000004,,+0:00,,Trusov Nikolay,112,Team Katusha,0:41 0:41,,0,2010
26,44.108000000000004,,+0:00,,Vandenbergh Stijn,113,Team Katusha,",, 0:41",,0,2010
29,44.028999999999996,,+0:00,,Lloyd Daniel,114,Cervelo Test Team,0:42 0:42,,0,2010
29,44.028999999999996,,+0:00,,Mori Manuele,115,Lampre - Farnese Vini,",, 0:42",,0,2010
27,44.028999999999996,,+0:00,,Siutsou Kanstantsin,116,Team HTC - Columbia,",, 0:42",,0,2010
22,44.028999999999996,,+0:00,,Kvist Thomas,117,Quickstep - Innergetic,",, 0:42",,0,2010
31,43.95,,+0:00,,Downing Russell,118,Sky Procycling,0:43 0:43,,0,2010
21,43.95,,+0:00,,Dockx Gert,119,Team HTC - Columbia,",, 0:43",,0,2010
25,43.871,,+0:00,,Bandiera Marco,120,Team Katusha,0:44 0:44,,0,2010
35,43.871,,+0:00,,Aerts Mario,121,Omega Pharma-Lotto,",, 0:44",,0,2010
29,43.871,,+0:00,,Marzano Marco,122,Lampre - Farnese Vini,",, 0:44",,0,2010
20,43.871,,+0:00,,Delaplace Anthony,123,Saur - Sojasun,",, 0:44",,0,2010
27,43.871,,+0:00,,Fothen Thomas,124,Milram,",, 0:44",,0,2010
26,43.871,,+0:00,,Marino Jean-Marc,125,Saur - Sojasun,",, 0:44",,0,2010
29,43.871,,+0:00,,Sentjens Roy,126,Milram,",, 0:44",,0,2010
24,43.792,,+0:00,,Jorgensen Jonas Aaen,127,Saxo Bank,0:45 0:45,,0,2010
21,43.792,,+0:00,,Appollonio Davide,128,Cervelo Test Team,",, 0:45",,0,2010
26,43.792,,+0:00,,Bernaudeau Giovanni,129,Bbox Bouygues Telecom,",, 0:45",,0,2010
25,43.792,,+0:00,,Meier Christian,130,Team Garmin - Transitions,",, 0:45",,0,2010
33,43.792,,+0:00,,Brandt Christophe,131,Omega Pharma-Lotto,",, 0:45",,0,2010
24,43.714,,+0:00,,Vantomme Maxime,132,Team Katusha,0:46 0:46,,0,2010
33,43.714,,+0:00,,Bodrogi Laszlo,133,Team Katusha,",, 0:46",,0,2010
25,43.714,,+0:00,,Lund Anders,134,Saxo Bank,",, 0:46",,0,2010
35,43.714,,+0:00,,Auge St\xe9phane,135,Cofidis Le Credit en Ligne,",, 0:46",,0,2010
22,43.636,,+0:00,,Steensen Andre,136,Saxo Bank,0:47 0:47,,0,2010
23,43.636,,+0:00,,Bouet Maxime,137,AG2R La Mondiale,",, 0:47",,0,2010
31,43.636,,+0:00,,Noval Benjamin,138,Astana,",, 0:47",,0,2010
29,43.636,,+0:00,,Kern Christophe,139,Cofidis Le Credit en Ligne,",, 0:47",,0,2010
27,43.559,,+0:00,,Galland Jeremie,140,Saur - Sojasun,0:48 0:48,,0,2010
29,43.559,,+0:00,,Da Dalto Mauro,141,Lampre - Farnese Vini,",, 0:48",,0,2010
30,43.559,,+0:00,,Velasco Ivan,142,Euskaltel - Euskadi,",, 0:48",,0,2010
28,43.559,,+0:00,,Lequatre Geoffroy,143,RadioShack,",, 0:48",,0,2010
22,43.559,,+0:00,,Reimer Martin,144,Cervelo Test Team,",, 0:48",,0,2010
25,43.481,,+0:00,,El Fares Julien,145,Cofidis Le Credit en Ligne,0:49 0:49,,0,2010
28,43.481,,+0:00,,Talabardon Yannick,146,Saur - Sojasun,",, 0:49",,0,2010
29,43.403999999999996,,+0:00,,De La Fuente David,147,Astana,0:50 0:50,,0,2010
32,43.403999999999996,,+0:00,,Perez Aitor,148,Footon-Servetto,",, 0:50",,0,2010
25,43.403999999999996,,+0:00,,Cazaux Pierre,149,Francaise des Jeux,",, 0:50",,0,2010
24,43.403999999999996,,+0:00,,Levarlet Guillaume,150,Saur - Sojasun,",, 0:50",,0,2010
23,43.327,,+0:00,,Roels Dominik,151,Milram,0:51 0:51,,0,2010
22,43.327,,+0:00,,Bonnafond Guillaume,152,AG2R La Mondiale,",, 0:51",,0,2010
25,43.251000000000005,,+0:00,,Perget Mathieu,153,Caisse d'Epargne,0:52 0:52,,0,2010
25,43.175,,+0:00,,Vigano Davide,154,Sky Procycling,0:53 0:53,,0,2010
29,43.175,,+0:00,,Geslin Anthony,155,Francaise des Jeux,",, 0:53",,0,2010
27,43.099,,+0:00,,Chavanel S\xe9bastien,156,Francaise des Jeux,0:54 0:54,,0,2010
22,43.099,,+0:00,,Guarnieri Jacopo,157,Liquigas - Doimo,",, 0:54",,0,2010
28,43.099,,+0:00,,Hern\xe1ndez Jes\xfas,158,Astana,",, 0:54",,0,2010
28,43.023,,+0:00,,Guti\xe9rrez David,159,Footon-Servetto,0:55 0:55,,0,2010
31,42.946999999999996,,+0:00,,Scheirlinckx Staf,160,Omega Pharma-Lotto,0:56 0:56,,0,2010
22,42.872,,+0:00,,Magazzini Enrico,161,Lampre - Farnese Vini,0:57 0:57,,0,2010
37,42.872,,+0:00,,H\xf8j Frank,162,Saxo Bank,",, 0:57",,0,2010
23,42.872,,+0:00,,Augustyn John Lee,163,Sky Procycling,",, 0:57",,0,2010
26,42.797,,+0:00,,Santaromita Ivan,164,Liquigas - Doimo,0:58 0:58,,0,2010
28,42.723,,+0:00,,De Vocht Wim,165,Milram,0:59 0:59,,0,2010
27,42.723,,+0:00,,Minard S\xe9bastien,166,Cofidis Le Credit en Ligne,",, 0:59",,0,2010
34,42.648,,+0:00,,Rasch Gabriel,167,Cervelo Test Team,1:00 1:00,,0,2010
22,42.574,,+0:00,,Guti\xe9rrez Palacios David,168,Footon-Servetto,1:01 1:01,,0,2010
28,42.353,,+0:00,,Benitez Jos\xe9 Alberto,169,Footon-Servetto,1:04 1:04,,0,2010
29,42.353,,+0:00,,Haedo Juan Jose,170,Saxo Bank,",, 1:04",,0,2010
27,42.28,,+0:00,,Cardoso Manuel,171,Footon-Servetto,1:05 1:05,,0,2010
29,42.28,,+0:00,,van Goolen Jurgen,172,Omega Pharma-Lotto,",, 1:05",,0,2010
24,42.207,,+0:00,,Mata Enrique,173,Footon-Servetto,1:06 1:06,,0,2010
23,41.918,,+0:00,,Stauff Andreas,174,Quickstep - Innergetic,1:10 1:10,,0,2010
26,40.868,,+0:00,,Novoa M\xe9ndez Joaqu\xedn,175,Cervelo Test Team,1:25 1:25,,0,2010
24,,,+0:00,50.0,Bole Grega,1,Lampre - Farnese Vini,4:47:25 4:47:25,6.0,2,2010
25,,,+0:00,30.0,Velits Peter,2,Team HTC - Columbia,",, ,,",4.0,2,2010
24,,,+0:00,18.0,Thomas Geraint,3,Sky Procycling,",, ,,",2.0,2,2010
26,,,+0:00,13.0,Chainel Steve,4,Bbox Bouygues Telecom,",, ,,",1.0,2,2010
29,,,+0:00,10.0,Riblon Christophe,5,AG2R La Mondiale,",, ,,",1.0,2,2010
29,,,+0:00,7.0,Knees Christian,6,Milram,",, ,,",,2,2010
22,,,+0:00,4.0,Denifl Stefan,7,Cervelo Test Team,",, ,,",,2,2010
23,,,+0:00,3.0,Bouet Maxime,8,AG2R La Mondiale,",, ,,",,2,2010
24,,,+0:00,2.0,Duran Arkaitz,9,Footon-Servetto,",, ,,",,2,2010
25,,,+0:00,1.0,El Fares Julien,10,Cofidis Le Credit en Ligne,",, ,,",,2,2010
23,,,+0:00,,Rolland Pierre,11,Bbox Bouygues Telecom,",, ,,",,2,2010
25,,,+0:00,,Cataldo Dario,12,Quickstep - Innergetic,",, ,,",,2,2010
32,,,+0:00,,Martinez Egoi,13,Euskaltel - Euskadi,",, ,,",,2,2010
39,,,+0:00,,Moreau Christophe,14,Caisse d'Epargne,",, ,,",,2,2010
25,,,+0:00,,Lund Anders,15,Saxo Bank,",, ,,",,2,2010
27,,,+0:00,,Van den Broeck Jurgen,16,Omega Pharma-Lotto,",, ,,",,2,2010
29,,,+0:00,,Le M\xe9vel Christophe,17,Francaise des Jeux,",, ,,",,2,2010
33,,,+0:00,,Millar David,18,Team Garmin - Transitions,",, ,,",,2,2010
22,,,+0:00,,Gautier Cyril,19,Bbox Bouygues Telecom,",, ,,",,2,2010
26,,,+0:00,,Pujol Oscar,20,Cervelo Test Team,",, ,,",,2,2010
31,,,+0:00,,Verdugo Gorka,21,Euskaltel - Euskadi,",, ,,",,2,2010
23,,,+0:00,,Koren Kristijan,22,Liquigas - Doimo,",, ,,",,2,2010
28,,,+0:00,,De Weert Kevin,23,Quickstep - Innergetic,",, ,,",,2,2010
33,,,+0:00,,Lefevre Laurent,24,Bbox Bouygues Telecom,",, ,,",,2,2010
23,,,+0:00,,Taaram\xe4e Rein,25,Cofidis Le Credit en Ligne,",, ,,",,2,2010
24,,,+0:00,,Di Gr\xe9gorio R\xe9my,26,Francaise des Jeux,",, ,,",,2,2010
30,,,+0:00,,Kessiakoff Fredrik,27,Team Garmin - Transitions,",, ,,",,2,2010
30,,,+0:00,,Plaza Rub\xe9n,28,Caisse d'Epargne,",, ,,",,2,2010
30,,,+0:00,,Lelay David,29,AG2R La Mondiale,",, ,,",,2,2010
28,,,+0:00,,Talabardon Yannick,30,Saur - Sojasun,",, ,,",,2,2010
20,,,+0:00,,Pinot Thibaut,31,Francaise des Jeux,",, ,,",,2,2010
38,,,+0:00,,Horner Chris,32,RadioShack,",, ,,",,2,2010
23,,,+0:00,,Seeldraeyers Kevin,33,Quickstep - Innergetic,",, ,,",,2,2010
26,,,+0:00,,Brajkovi\u010d Janez,34,RadioShack,",, ,,",,2,2010
23,,,+0:00,,Coppel J\xe9rome,35,Saur - Sojasun,",, ,,",,2,2010
32,,,+0:00,,S\xe1nchez Samuel,36,Euskaltel - Euskadi,",, ,,",,2,2010
21,,,+0:00,,van Garderen Tejay,37,Team HTC - Columbia,",, ,,",,2,2010
27,,,+0:00,,Contador Alberto,38,Astana,",, ,,",,2,2010
27,,,+0:00,,Gusev Vladimir,39,Team Katusha,",, ,,",,2,2010
27,,,+0:00,,Rohregger Thomas,40,Milram,",, ,,",,2,2010
28,,,+0:00,,Pauriol R\xe9mi,41,Cofidis Le Credit en Ligne,",, ,,",,2,2010
32,,,+0:00,,Szmyd Sylwester,42,Liquigas - Doimo,",, ,,",,2,2010
32,,,+0:00,,Vogondy Nicolas,43,Bbox Bouygues Telecom,",, ,,",,2,2010
22,,,+0:00,,Silin Egor,44,Team Katusha,",, ,,",,2,2010
33,,,+0:00,,Isasi Inaki,45,Euskaltel - Euskadi,",, ,,",,2,2010
28,,,+0:00,,Moinard Ama\xebl,46,Cofidis Le Credit en Ligne,",, ,,",,2,2010
22,,,+0:00,,Stetina Peter,47,Team Garmin - Transitions,",, ,,",,2,2010
23,,,+0:00,,Kadri Blel,48,AG2R La Mondiale,",, ,,",,2,2010
33,,,+0:00,,Peraud Jean-Christophe,49,Omega Pharma-Lotto,",, ,,",,2,2010
32,,,+0:00,,Tiralongo Paolo,50,Astana,",, ,,",,2,2010
29,,,+0:00,,De La Fuente David,51,Astana,",, ,,",,2,2010
26,,,+0:00,,Navarro Daniel,52,Astana,",, ,,",,2,2010
29,,,+0:00,,Kern Christophe,53,Cofidis Le Credit en Ligne,",, ,,",,2,2010
23,,,+0:00,,Capecchi Eros,54,Footon-Servetto,",, ,,",,2,2010
20,,,+0:00,,Kennaugh Peter,55,Sky Procycling,0:06 0:06,,2,2010
28,,,+0:00,,Hern\xe1ndez Jes\xfas,56,Astana,0:20 0:20,,2,2010
28,,,+0:00,,Saramotins Aleksejs,57,Team HTC - Columbia,1:00 1:00,,2,2010
25,,,+0:00,,Perget Mathieu,58,Caisse d'Epargne,1:11 1:11,,2,2010
23,,,+0:00,,Zeits Andrey,59,Astana,",, 1:11",,2,2010
31,,,+0:00,,Scheirlinckx Staf,60,Omega Pharma-Lotto,",, 1:11",,2,2010
23,,,+0:00,,Buts Vitaliy,61,Lampre - Farnese Vini,",, 1:11",,2,2010
29,,,+0:00,,Da Dalto Mauro,62,Lampre - Farnese Vini,",, 1:11",,2,2010
30,,,+0:00,,Pasamontes Luis,63,Caisse d'Epargne,",, 1:11",,2,2010
27,,,+0:00,,Soler Juan Mauricio,64,Caisse d'Epargne,",, 1:11",,2,2010
29,,,+0:00,,Mori Manuele,65,Lampre - Farnese Vini,",, 1:11",,2,2010
26,,,+0:00,,Erviti Imanol,66,Caisse d'Epargne,",, 1:11",,2,2010
24,,,+0:00,,Vantomme Maxime,67,Team Katusha,",, 1:11",,2,2010
33,,,+0:00,,Brandt Christophe,68,Omega Pharma-Lotto,",, 1:11",,2,2010
21,,,+0:00,,Appollonio Davide,69,Cervelo Test Team,",, 1:11",,2,2010
25,,,+0:00,,Loubet Julien,70,AG2R La Mondiale,",, 1:11",,2,2010
26,,,+0:00,,Champion Dimitri,71,AG2R La Mondiale,",, 1:11",,2,2010
21,,,+0:00,,Dockx Gert,72,Team HTC - Columbia,",, 1:11",,2,2010
20,,,+0:00,,Delaplace Anthony,73,Saur - Sojasun,",, 1:11",,2,2010
24,,,+0:00,,Jorgensen Jonas Aaen,74,Saxo Bank,",, 1:11",,2,2010
33,,,+0:00,,Bodrogi Laszlo,75,Team Katusha,",, 1:11",,2,2010
22,,,+0:00,,Kreder Michel,76,Team Garmin - Transitions,",, 1:11",,2,2010
27,,,+0:00,,Azanza Jorge,77,Euskaltel - Euskadi,",, 1:11",,2,2010
30,,,+0:00,,Calzati Sylvain,78,Sky Procycling,",, 1:11",,2,2010
27,,,+0:00,,Chavanel S\xe9bastien,79,Francaise des Jeux,",, 1:11",,2,2010
29,,,+0:00,,Lloyd Daniel,80,Cervelo Test Team,",, 1:11",,2,2010
25,,,+0:00,,Samoilau Branislau,81,Quickstep - Innergetic,",, 1:11",,2,2010
28,,,+0:00,,Benitez Jos\xe9 Alberto,82,Footon-Servetto,",, 1:11",,2,2010
35,,,+0:00,,Dessel Cyril,83,AG2R La Mondiale,",, 1:11",,2,2010
31,,,+0:00,,Noval Benjamin,84,Astana,",, 1:11",,2,2010
24,,,+0:00,,Kluge Roger,85,Milram,",, 1:11",,2,2010
22,,,+0:00,,Sicard Romain,86,Euskaltel - Euskadi,",, 1:11",,2,2010
23,,,+0:00,,Augustyn John Lee,87,Sky Procycling,",, 1:11",,2,2010
22,,,+0:00,,Malori Adriano,88,,",, 1:11",,2,2010
22,,,+0:00,,Kvist Thomas,89,Quickstep - Innergetic,",, 1:11",,2,2010
26,,,+0:00,,Santaromita Ivan,90,Liquigas - Doimo,",, 1:11",,2,2010
30,,,+0:00,,Bellotti Francesco,91,Liquigas - Doimo,",, 1:11",,2,2010
27,,,+0:00,,Galland Jeremie,92,Saur - Sojasun,",, 1:11",,2,2010
32,,,+0:00,,Menchov Denis,93,Rabobank ProTeam,",, 1:11",,2,2010
23,,,+0:00,,Ovechkin Artem,94,Team Katusha,",, 1:11",,2,2010
24,,,+0:00,,Roelandts Jurgen,95,Omega Pharma-Lotto,",, 1:11",,2,2010
25,,,+0:00,,Ladagnous Matthieu,96,Francaise des Jeux,",, 1:11",,2,2010
34,,,+0:00,,Grabsch Bert,97,Team HTC - Columbia,",, 1:11",,2,2010
25,,,+0:00,,Vigano Davide,98,Sky Procycling,",, 1:11",,2,2010
23,,,+0:00,,Gretsch Patrick,99,Team HTC - Columbia,",, 1:11",,2,2010
29,,,+0:00,,Vansummeren Johan,100,Team Garmin - Transitions,",, 1:11",,2,2010
31,,,+0:00,,Pate Danny,101,Team Garmin - Transitions,",, 1:11",,2,2010
23,,,+0:00,,Peterson Tom,102,Team Garmin - Transitions,",, 1:11",,2,2010
25,,,+0:00,,Langeveld Sebastian,103,Rabobank ProTeam,1:34 1:34,,2,2010
20,,,+0:00,,Balloni Alfredo,104,Lampre - Farnese Vini,1:37 1:37,,2,2010
27,,,+0:00,,Siutsou Kanstantsin,105,Team HTC - Columbia,1:40 1:40,,2,2010
27,,,+0:00,,Cardoso Manuel,106,Footon-Servetto,",, 1:40",,2,2010
28,,,+0:00,,De Vocht Wim,107,Milram,1:51 1:51,,2,2010
31,,,+0:00,,Tankink Bram,108,Rabobank ProTeam,",, 1:51",,2,2010
32,,,+0:00,,Tjallingii Maarten,109,Rabobank ProTeam,",, 1:51",,2,2010
34,,,+0:00,,Rasch Gabriel,110,Cervelo Test Team,",, 1:51",,2,2010
35,,,+0:00,,Auge St\xe9phane,111,Cofidis Le Credit en Ligne,",, 1:51",,2,2010
36,,,+0:00,,Moerenhout Koos,112,Rabobank ProTeam,",, 1:51",,2,2010
24,,,+0:00,,Mata Enrique,113,Footon-Servetto,",, 1:51",,2,2010
27,,,+0:00,,Rollin Dominique,114,Cervelo Test Team,",, 1:51",,2,2010
31,,,+0:00,,Downing Russell,115,Sky Procycling,",, 1:51",,2,2010
33,,,+0:00,,Fofonov Dimitri,116,Astana,",, 1:51",,2,2010
