Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
31,,,+0:00,,Downing Russell,131,Sky Procycling,",, 18:33",,6,2010
32,,,+0:00,,Perez Aitor,132,Footon-Servetto,",, 18:33",,6,2010
28,,,+0:00,,Lequatre Geoffroy,133,RadioShack,",, 18:33",,6,2010
24,,,+0:00,,Roelandts Jurgen,134,Omega Pharma-Lotto,",, 18:33",,6,2010
28,,,+0:00,,Vaitkus Tomas,135,RadioShack,",, 18:33",,6,2010
37,,,+0:00,,H\xf8j Frank,136,Saxo Bank,",, 18:33",,6,2010
30,,,+0:00,,Geslin Anthony,137,Francaise des Jeux,",, 18:33",,6,2010
27,,,+0:00,,Chavanel S\xe9bastien,138,Francaise des Jeux,",, 18:33",,6,2010
27,,,+0:00,,Galland Jeremie,139,Saur - Sojasun,",, 18:33",,6,2010
33,,,+0:00,,Isasi Inaki,140,Euskaltel - Euskadi,",, 18:33",,6,2010
30,,,+0:00,,Irizar Markel,141,RadioShack,",, 18:33",,6,2010
22,,,+0:00,,Denifl Stefan,142,Cervelo Test Team,",, 18:33",,6,2010
31,,,+0:00,,Pate Danny,143,Team Garmin - Transitions,",, 18:33",,6,2010
24,,,+0:00,,Simon Julien,144,Saur - Sojasun,",, 18:33",,6,2010
27,,,+0:00,,Azanza Jorge,145,Euskaltel - Euskadi,",, 18:33",,6,2010
27,,,+0:00,,Perez Alan,146,Euskaltel - Euskadi,",, 18:33",,6,2010
22,,,+0:00,,Guti\xe9rrez Palacios David,147,Footon-Servetto,",, 18:33",,6,2010
26,,,+0:00,,Marino Jean-Marc,148,Saur - Sojasun,",, 18:33",,6,2010
35,,,+0:00,,Auge St\xe9phane,149,Cofidis Le Credit en Ligne,",, 18:33",,6,2010
33,,,+0:00,,Lefevre Laurent,150,Bbox Bouygues Telecom,",, 18:33",,6,2010
28,,,+0:00,,Moinard Ama\xebl,151,Cofidis Le Credit en Ligne,",, 18:33",,6,2010
24,,,+0:00,,Hermans Ben,152,RadioShack,",, 18:33",,6,2010
29,,,+0:00,,Van Impe Kevin,153,Quickstep - Innergetic,",, 18:33",,6,2010
23,,,+0:00,,Peterson Tom,154,Team Garmin - Transitions,",, 18:33",,6,2010
29,,,+0:00,,Lloyd Daniel,155,Cervelo Test Team,",, 18:33",,6,2010
22,,,+0:00,,Reimer Martin,156,Cervelo Test Team,",, 18:33",,6,2010
25,,,+0:00,,Jerome Vincent,157,Bbox Bouygues Telecom,",, 18:33",,6,2010
29,,,+0:00,,Dumoulin Samuel,158,Cofidis Le Credit en Ligne,",, 18:33",,6,2010
23,,,+0:00,,Seeldraeyers Kevin,159,Quickstep - Innergetic,",, 18:33",,6,2010
24,,,+0:00,,Kluge Roger,160,Milram,",, 18:33",,6,2010
22,,,+0:00,,Guarnieri Jacopo,DNF,Liquigas - Doimo,-3:26:16 -3:26:16,,6,2010
29,,,+0:00,,Sentjens Roy,DNS,Milram,",, -3:26:16",,6,2010
27,,,+0:00,50.0,Contador Alberto,1,Astana,3:31:01 3:31:01,6.0,7,2010
26,,,+0:00,30.0,Brajkovi\u010d Janez,2,RadioShack,",, ,,",4.0,7,2010
32,,,+0:00,18.0,Szmyd Sylwester,3,Liquigas - Doimo,0:17 0:17,2.0,7,2010
23,,,+0:00,13.0,Coppel J\xe9rome,4,Saur - Sojasun,0:24 0:24,1.0,7,2010
27,,,+0:00,10.0,Van den Broeck Jurgen,5,Omega Pharma-Lotto,0:40 0:40,1.0,7,2010
39,,,+0:00,7.0,Moreau Christophe,6,Caisse d'Epargne,1:17 1:17,,7,2010
29,,,+0:00,4.0,Riblon Christophe,7,AG2R La Mondiale,1:18 1:18,,7,2010
32,,,+0:00,3.0,S\xe1nchez Samuel,8,Euskaltel - Euskadi,",, 1:18",,7,2010
32,,,+0:00,2.0,Vogondy Nicolas,9,Bbox Bouygues Telecom,",, 1:18",,7,2010
38,,,+0:00,1.0,Horner Chris,10,RadioShack,1:26 1:26,,7,2010
21,,,+0:00,,van Garderen Tejay,11,Team HTC - Columbia,",, 1:26",,7,2010
29,,,+0:00,,Le M\xe9vel Christophe,12,Francaise des Jeux,1:53 1:53,,7,2010
22,,,+0:00,,Sicard Romain,13,Euskaltel - Euskadi,",, 1:53",,7,2010
23,,,+0:00,,Rolland Pierre,14,Bbox Bouygues Telecom,",, 1:53",,7,2010
35,,,+0:00,,Dessel Cyril,15,AG2R La Mondiale,2:18 2:18,,7,2010
25,,,+0:00,,Lund Anders,16,Saxo Bank,",, 2:18",,7,2010
25,,,+0:00,,Samoilau Branislau,17,Quickstep - Innergetic,2:55 2:55,,7,2010
30,,,+0:00,,Velasco Ivan,18,Euskaltel - Euskadi,",, 2:55",,7,2010
24,,,+0:00,,Di Gr\xe9gorio R\xe9my,19,Francaise des Jeux,3:17 3:17,,7,2010
20,,,+0:00,,Pinot Thibaut,20,Francaise des Jeux,3:34 3:34,,7,2010
29,,,+0:00,,Knees Christian,21,Milram,3:49 3:49,,7,2010
28,,,+0:00,,Pauriol R\xe9mi,22,Cofidis Le Credit en Ligne,4:06 4:06,,7,2010
23,,,+0:00,,Koren Kristijan,23,Liquigas - Doimo,",, 4:06",,7,2010
27,,,+0:00,,Gusev Vladimir,24,Team Katusha,4:21 4:21,,7,2010
24,,,+0:00,,Duran Arkaitz,25,Footon-Servetto,",, 4:21",,7,2010
30,,,+0:00,,Lelay David,26,AG2R La Mondiale,4:28 4:28,,7,2010
28,,,+0:00,,Hern\xe1ndez Jes\xfas,27,Astana,4:35 4:35,,7,2010
23,,,+0:00,,Ovechkin Artem,28,Team Katusha,5:34 5:34,,7,2010
25,,,+0:00,,Perget Mathieu,29,Caisse d'Epargne,6:29 6:29,,7,2010
25,,,+0:00,,El Fares Julien,30,Cofidis Le Credit en Ligne,6:38 6:38,,7,2010
27,,,+0:00,,Siutsou Kanstantsin,31,Team HTC - Columbia,",, 6:38",,7,2010
24,,,+0:00,,Thomas Geraint,32,Sky Procycling,6:50 6:50,,7,2010
20,,,+0:00,,Kennaugh Peter,33,Sky Procycling,",, 6:50",,7,2010
28,,,+0:00,,De Weert Kevin,34,Quickstep - Innergetic,",, 6:50",,7,2010
22,,,+0:00,,Bonnafond Guillaume,35,AG2R La Mondiale,",, 6:50",,7,2010
26,,,+0:00,,Vandenbergh Stijn,36,Team Katusha,7:29 7:29,,7,2010
21,,,+0:00,,Dockx Gert,37,Team HTC - Columbia,8:04 8:04,,7,2010
31,,,+0:00,,Tankink Bram,38,Rabobank ProTeam,",, 8:04",,7,2010
29,,,+0:00,,Vansummeren Johan,39,Team Garmin - Transitions,8:44 8:44,,7,2010
30,,,+0:00,,Pasamontes Luis,40,Caisse d'Epargne,9:04 9:04,,7,2010
32,,,+0:00,,Menchov Denis,41,Rabobank ProTeam,9:27 9:27,,7,2010
26,,,+0:00,,Pujol Oscar,42,Cervelo Test Team,",, 9:27",,7,2010
35,,,+0:00,,Aerts Mario,43,Omega Pharma-Lotto,9:30 9:30,,7,2010
32,,,+0:00,,Tiralongo Paolo,44,Astana,9:35 9:35,,7,2010
22,,,+0:00,,Denifl Stefan,45,Cervelo Test Team,10:40 10:40,,7,2010
24,,,+0:00,,Levarlet Guillaume,46,Saur - Sojasun,10:46 10:46,,7,2010
23,,,+0:00,,Bouet Maxime,47,AG2R La Mondiale,",, 10:46",,7,2010
27,,,+0:00,,Rohregger Thomas,48,Milram,",, 10:46",,7,2010
26,,,+0:00,,Erviti Imanol,49,Caisse d'Epargne,",, 10:46",,7,2010
23,,,+0:00,,Kadri Blel,50,AG2R La Mondiale,11:29 11:29,,7,2010
22,,,+0:00,,Kvist Thomas,51,Quickstep - Innergetic,",, 11:29",,7,2010
28,,,+0:00,,Talabardon Yannick,52,Saur - Sojasun,",, 11:29",,7,2010
26,,,+0:00,,Champion Dimitri,53,AG2R La Mondiale,12:15 12:15,,7,2010
26,,,+0:00,,Navarro Daniel,54,Astana,12:28 12:28,,7,2010
23,,,+0:00,,Taaram\xe4e Rein,55,Cofidis Le Credit en Ligne,",, 12:28",,7,2010
25,,,+0:00,,Ladagnous Matthieu,56,Francaise des Jeux,12:59 12:59,,7,2010
22,,,+0:00,,Gautier Cyril,57,Bbox Bouygues Telecom,16:01 16:01,,7,2010
33,,,+0:00,,Lefevre Laurent,58,Bbox Bouygues Telecom,",, 16:01",,7,2010
32,,,+0:00,,Martinez Egoi,59,Euskaltel - Euskadi,",, 16:01",,7,2010
31,,,+0:00,,Verdugo Gorka,60,Euskaltel - Euskadi,",, 16:01",,7,2010
30,,,+0:00,,Plaza Rub\xe9n,61,Caisse d'Epargne,",, 16:01",,7,2010
27,,,+0:00,,Perez Alan,62,Euskaltel - Euskadi,",, 16:01",,7,2010
29,,,+0:00,,De La Fuente David,63,Astana,",, 16:01",,7,2010
23,,,+0:00,,Buts Vitaliy,64,Lampre - Farnese Vini,",, 16:01",,7,2010
31,,,+0:00,,Portal Nicolas,65,Sky Procycling,",, 16:01",,7,2010
24,,,+0:00,,Roelandts Jurgen,66,Omega Pharma-Lotto,",, 16:01",,7,2010
28,,,+0:00,,Moinard Ama\xebl,67,Cofidis Le Credit en Ligne,",, 16:01",,7,2010
28,,,+0:00,,Saramotins Aleksejs,68,Team HTC - Columbia,16:21 16:21,,7,2010
30,,,+0:00,,Calzati Sylvain,69,Sky Procycling,19:26 19:26,,7,2010
25,,,+0:00,,Cataldo Dario,70,Quickstep - Innergetic,20:34 20:34,,7,2010
33,,,+0:00,,Isasi Inaki,71,Euskaltel - Euskadi,",, 20:34",,7,2010
30,,,+0:00,,Paulinho S\xe9rgio,72,RadioShack,22:17 22:17,,7,2010
30,,,+0:00,,Kessiakoff Fredrik,73,Team Garmin - Transitions,24:39 24:39,,7,2010
22,,,+0:00,,Magazzini Enrico,74,Lampre - Farnese Vini,",, 24:39",,7,2010
23,,,+0:00,,Gretsch Patrick,75,Team HTC - Columbia,",, 24:39",,7,2010
23,,,+0:00,,Zeits Andrey,76,Astana,",, 24:39",,7,2010
28,,,+0:00,,Facci Mauro,77,Quickstep - Innergetic,",, 24:39",,7,2010
31,,,+0:00,,Perez Francisco,78,Caisse d'Epargne,",, 24:39",,7,2010
29,,,+0:00,,Cobo Juan Jose,79,Caisse d'Epargne,",, 24:39",,7,2010
26,,,+0:00,,Santaromita Ivan,80,Liquigas - Doimo,",, 24:39",,7,2010
30,,,+0:00,,Bak Lars Ytting,81,Team HTC - Columbia,",, 24:39",,7,2010
25,,,+0:00,,Meier Christian,82,Team Garmin - Transitions,",, 24:39",,7,2010
33,,,+0:00,,Bodrogi Laszlo,83,Team Katusha,",, 24:39",,7,2010
24,,,+0:00,,Simon Julien,84,Saur - Sojasun,",, 24:39",,7,2010
33,,,+0:00,,Fofonov Dimitri,85,Astana,",, 24:39",,7,2010
34,,,+0:00,,Rasch Gabriel,86,Cervelo Test Team,",, 24:39",,7,2010
30,,,+0:00,,Bellotti Francesco,87,Liquigas - Doimo,",, 24:39",,7,2010
36,,,+0:00,,Moerenhout Koos,88,Rabobank ProTeam,",, 24:39",,7,2010
32,,,+0:00,,Tjallingii Maarten,89,Rabobank ProTeam,",, 24:39",,7,2010
23,,,+0:00,,Boasson Hagen Edvald,90,Sky Procycling,",, 24:39",,7,2010
24,,,+0:00,,Bole Grega,91,Lampre - Farnese Vini,",, 24:39",,7,2010
20,,,+0:00,,Delaplace Anthony,92,Saur - Sojasun,",, 24:39",,7,2010
22,,,+0:00,,Stetina Peter,93,Team Garmin - Transitions,",, 24:39",,7,2010
24,,,+0:00,,Hermans Ben,94,RadioShack,",, 24:39",,7,2010
31,,,+0:00,,Pate Danny,95,Team Garmin - Transitions,",, 24:39",,7,2010
22,,,+0:00,,Reimer Martin,96,Cervelo Test Team,",, 24:39",,7,2010
28,,,+0:00,,Lequatre Geoffroy,97,RadioShack,",, 24:39",,7,2010
33,,,+0:00,,Millar David,98,Team Garmin - Transitions,",, 24:39",,7,2010
29,,,+0:00,,Da Dalto Mauro,99,Lampre - Farnese Vini,29:16 29:16,,7,2010
31,,,+0:00,,Downing Russell,100,Sky Procycling,",, 29:16",,7,2010
24,,,+0:00,,Vantomme Maxime,101,Team Katusha,",, 29:16",,7,2010
29,,,+0:00,,Mori Manuele,102,Lampre - Farnese Vini,",, 29:16",,7,2010
24,,,+0:00,,Delage Micka\xebl,103,Omega Pharma-Lotto,",, 29:16",,7,2010
20,,,+0:00,,Balloni Alfredo,104,Lampre - Farnese Vini,",, 29:16",,7,2010
28,,,+0:00,,Vaugrenard Benoit,105,Francaise des Jeux,",, 29:16",,7,2010
26,,,+0:00,,Bernaudeau Giovanni,106,Bbox Bouygues Telecom,",, 29:16",,7,2010
24,,,+0:00,,Jorgensen Jonas Aaen,107,Saxo Bank,",, 29:16",,7,2010
30,,,+0:00,,Geslin Anthony,108,Francaise des Jeux,",, 29:16",,7,2010
23,,,+0:00,,Augustyn John Lee,109,Sky Procycling,",, 29:16",,7,2010
33,,,+0:00,,Brandt Christophe,110,Omega Pharma-Lotto,",, 29:16",,7,2010
28,,,+0:00,,Guti\xe9rrez David,111,Footon-Servetto,",, 29:16",,7,2010
23,,,+0:00,,Marycz Jaroslaw,112,Saxo Bank,",, 29:16",,7,2010
22,,,+0:00,,Malori Adriano,113,,",, 29:16",,7,2010
25,,,+0:00,,Loubet Julien,114,AG2R La Mondiale,",, 29:16",,7,2010
23,,,+0:00,,Roels Dominik,115,Milram,",, 29:16",,7,2010
26,,,+0:00,,Cazaux Pierre,116,Francaise des Jeux,",, 29:16",,7,2010
35,,,+0:00,,Auge St\xe9phane,117,Cofidis Le Credit en Ligne,",, 29:16",,7,2010
26,,,+0:00,,Kozonchuk Dmitry,118,Rabobank ProTeam,",, 29:16",,7,2010
28,,,+0:00,,Vandborg Brian,119,Liquigas - Doimo,",, 29:16",,7,2010
27,,,+0:00,,Chavanel S\xe9bastien,120,Francaise des Jeux,",, 29:16",,7,2010
26,,,+0:00,,Bandiera Marco,121,Team Katusha,31:46 31:46,,7,2010
22,,,+0:00,,Silin Egor,122,Team Katusha,",, 31:46",,7,2010
26,,,+0:00,,Chainel Steve,123,Bbox Bouygues Telecom,",, 31:46",,7,2010
23,,,+0:00,,Stauff Andreas,124,Quickstep - Innergetic,",, 31:46",,7,2010
31,,,+0:00,,Noval Benjamin,125,Astana,",, 31:46",,7,2010
28,,,+0:00,,Benitez Jos\xe9 Alberto,126,Footon-Servetto,",, 31:46",,7,2010
27,,,+0:00,,Azanza Jorge,127,Euskaltel - Euskadi,",, 31:46",,7,2010
26,,,+0:00,,Vigano Davide,128,Sky Procycling,",, 31:46",,7,2010
22,,,+0:00,,Steensen Andre,129,Saxo Bank,",, 31:46",,7,2010
29,,,+0:00,,Lloyd Daniel,130,Cervelo Test Team,",, 31:46",,7,2010
22,,,+0:00,,Guti\xe9rrez Palacios David,131,Footon-Servetto,",, 31:46",,7,2010
23,,,+0:00,,Capecchi Eros,132,Footon-Servetto,",, 31:46",,7,2010
30,,,+0:00,,Irizar Markel,133,RadioShack,",, 31:46",,7,2010
37,,,+0:00,,H\xf8j Frank,134,Saxo Bank,",, 31:46",,7,2010
28,,,+0:00,,De Vocht Wim,135,Milram,",, 31:46",,7,2010
32,,,+0:00,,Perez Aitor,136,Footon-Servetto,",, 31:46",,7,2010
27,,,+0:00,,Galland Jeremie,137,Saur - Sojasun,",, 31:46",,7,2010
27,,,+0:00,,Rollin Dominique,138,Cervelo Test Team,",, 31:46",,7,2010
29,,,+0:00,,Bennati Daniele,139,Liquigas - Doimo,",, 31:46",,7,2010
23,,,+0:00,,Peterson Tom,140,Team Garmin - Transitions,",, 31:46",,7,2010
25,,,+0:00,,Langeveld Sebastian,141,Rabobank ProTeam,",, 31:46",,7,2010
26,,,+0:00,,Marino Jean-Marc,142,Saur - Sojasun,",, 31:46",,7,2010
21,,,+0:00,,Appollonio Davide,143,Cervelo Test Team,",, 31:46",,7,2010
24,,,+0:00,,Kluge Roger,144,Milram,",, 31:46",,7,2010
29,,,+0:00,,Van Impe Kevin,145,Quickstep - Innergetic,",, 31:46",,7,2010
24,,,+0:00,,Trusov Nikolay,146,Team Katusha,33:16 33:16,,7,2010
28,,,+0:00,,Minard S\xe9bastien,147,Cofidis Le Credit en Ligne,33:48 33:48,,7,2010
29,,,+0:00,,Kern Christophe,148,Cofidis Le Credit en Ligne,",, 33:48",,7,2010
29,,,+0:00,,Dumoulin Samuel,149,Cofidis Le Credit en Ligne,33:51 33:51,,7,2010
31,,,+0:00,,Scheirlinckx Staf,DNF,Omega Pharma-Lotto,-3:31:01 -3:31:01,,7,2010
28,,,+0:00,,Vaitkus Tomas,DNF,RadioShack,",, -3:31:01",,7,2010
31,,,+0:00,,Cooke Baden,DNF,Saxo Bank,",, -3:31:01",,7,2010
31,,,+0:00,,Fedrigo Pierrick,DNF,Bbox Bouygues Telecom,",, -3:31:01",,7,2010
29,,,+0:00,,van Goolen Jurgen,DNF,Omega Pharma-Lotto,",, -3:31:01",,7,2010
25,,,+0:00,,Jerome Vincent,DNF,Bbox Bouygues Telecom,",, -3:31:01",,7,2010
24,,,+0:00,,Mata Enrique,DNF,Footon-Servetto,",, -3:31:01",,7,2010
29,,,+0:00,,Mangel Laurent,DNF,Saur - Sojasun,",, -3:31:01",,7,2010
29,,,+0:00,,Haedo Juan Jose,DNF,Saxo Bank,",, -3:31:01",,7,2010
23,,,+0:00,,Seeldraeyers Kevin,DNS,Quickstep - Innergetic,",, -3:31:01",,7,2010
27,,,+0:00,,Cardoso Manuel,HD,Footon-Servetto,",, -3:31:01",,7,2010
