Rnk,Prev,\u25bc\u25b2,BIB,Team,GC,GC-Time,Time,year,stage
2,2,-,,Movistar Team,,+ - 65:04:59,24:35 24:35,2015,16
3,4,\u25b21,,BMC Racing Team,,+ - 65:04:59,33:48 33:48,2015,16
4,3,\u25bc1,,Team Sky,,+ - 65:04:59,42:02 42:02,2015,16
5,6,\u25b21,,Team Cannondale - Garmin,,+ - 65:04:59,1:22:38 1:22:38,2015,16
6,5,\u25bc1,,Tinkoff - Saxo,,+ - 65:04:59,1:37:09 1:37:09,2015,16
7,8,\u25b21,,Lotto Soudal,,+ - 65:04:59,2:03:45 2:03:45,2015,16
8,7,\u25bc1,,Team Katusha,,+ - 65:04:59,2:18:53 2:18:53,2015,16
9,10,\u25b21,,AG2R La Mondiale,,+ - 65:04:59,2:51:56 2:51:56,2015,16
10,9,\u25bc1,,FDJ,,+ - 65:04:59,3:02:04 3:02:04,2015,16
11,11,-,,Etixx - Quick Step,,+ - 65:04:59,3:16:28 3:16:28,2015,16
12,13,\u25b21,,Bardiani - CSF Pro Team,,+ - 65:04:59,3:25:36 3:25:36,2015,16
13,17,\u25b24,,Team LottoNL-Jumbo,,+ - 65:04:59,3:44:24 3:44:24,2015,16
14,15,\u25b21,,CCC Sprandi Polkowice,,+ - 65:04:59,3:50:35 3:50:35,2015,16
15,12,\u25bc3,,IAM Cycling,,+ - 65:04:59,3:56:03 3:56:03,2015,16
16,16,-,,Southeast,,+ - 65:04:59,4:09:47 4:09:47,2015,16
17,14,\u25bc3,,Lampre - Merida,,+ - 65:04:59,4:13:56 4:13:56,2015,16
18,18,-,,Orica GreenEDGE,,+ - 65:04:59,4:43:09 4:43:09,2015,16
19,20,\u25b21,,Androni Giocattoli - Sidermec,,+ - 65:04:59,4:56:04 4:56:04,2015,16
20,19,\u25bc1,,Nippo - Vini Fantini,,+ - 65:04:59,5:04:06 5:04:06,2015,16
21,21,-,,Trek Factory Racing,,+ - 65:04:59,6:49:13 6:49:13,2015,16
22,22,-,,Team Giant - Alpecin,,+ - 65:04:59,7:23:29 7:23:29,2015,16
1,1,-,,Astana Pro Team,,+ - 68:12:50,204:16:15 204:16:15,2015,17
2,2,-,,Movistar Team,,+ - 68:12:50,24:57 24:57,2015,17
3,3,-,,BMC Racing Team,,+ - 68:12:50,33:48 33:48,2015,17
4,4,-,,Team Sky,,+ - 68:12:50,42:02 42:02,2015,17
5,5,-,,Team Cannondale - Garmin,,+ - 68:12:50,1:23:24 1:23:24,2015,17
6,6,-,,Tinkoff - Saxo,,+ - 68:12:50,1:37:56 1:37:56,2015,17
7,7,-,,Lotto Soudal,,+ - 68:12:50,2:03:45 2:03:45,2015,17
8,8,-,,Team Katusha,,+ - 68:12:50,2:18:53 2:18:53,2015,17
9,9,-,,AG2R La Mondiale,,+ - 68:12:50,2:52:13 2:52:13,2015,17
10,10,-,,FDJ,,+ - 68:12:50,3:02:39 3:02:39,2015,17
11,11,-,,Etixx - Quick Step,,+ - 68:12:50,3:17:47 3:17:47,2015,17
12,12,-,,Bardiani - CSF Pro Team,,+ - 68:12:50,3:28:32 3:28:32,2015,17
13,13,-,,Team LottoNL-Jumbo,,+ - 68:12:50,3:45:26 3:45:26,2015,17
14,14,-,,CCC Sprandi Polkowice,,+ - 68:12:50,3:52:39 3:52:39,2015,17
15,15,-,,IAM Cycling,,+ - 68:12:50,3:56:42 3:56:42,2015,17
16,16,-,,Southeast,,+ - 68:12:50,4:11:01 4:11:01,2015,17
17,17,-,,Lampre - Merida,,+ - 68:12:50,4:13:56 4:13:56,2015,17
18,18,-,,Orica GreenEDGE,,+ - 68:12:50,4:44:46 4:44:46,2015,17
19,19,-,,Androni Giocattoli - Sidermec,,+ - 68:12:50,4:57:55 4:57:55,2015,17
20,20,-,,Nippo - Vini Fantini,,+ - 68:12:50,5:05:55 5:05:55,2015,17
21,21,-,,Trek Factory Racing,,+ - 68:12:50,6:49:42 6:49:42,2015,17
22,22,-,,Team Giant - Alpecin,,+ - 68:12:50,7:28:57 7:28:57,2015,17
1,1,-,,Astana Pro Team,,+ - 72:23:09,216:50:51 216:50:51,2015,18
2,3,\u25b21,,BMC Racing Team,,+ - 72:23:09,20:13 20:13,2015,18
3,2,\u25bc1,,Movistar Team,,+ - 72:23:09,32:24 32:24,2015,18
4,4,-,,Team Sky,,+ - 72:23:09,50:24 50:24,2015,18
5,5,-,,Team Cannondale - Garmin,,+ - 72:23:09,1:28:58 1:28:58,2015,18
6,6,-,,Tinkoff - Saxo,,+ - 72:23:09,1:58:02 1:58:02,2015,18
7,7,-,,Lotto Soudal,,+ - 72:23:09,2:11:12 2:11:12,2015,18
8,8,-,,Team Katusha,,+ - 72:23:09,2:33:32 2:33:32,2015,18
9,9,-,,AG2R La Mondiale,,+ - 72:23:09,3:00:50 3:00:50,2015,18
10,10,-,,FDJ,,+ - 72:23:09,3:10:06 3:10:06,2015,18
11,12,\u25b21,,Bardiani - CSF Pro Team,,+ - 72:23:09,3:26:17 3:26:17,2015,18
12,11,\u25bc1,,Etixx - Quick Step,,+ - 72:23:09,3:26:24 3:26:24,2015,18
13,15,\u25b22,,IAM Cycling,,+ - 72:23:09,4:11:44 4:11:44,2015,18
14,13,\u25bc1,,Team LottoNL-Jumbo,,+ - 72:23:09,4:13:10 4:13:10,2015,18
15,16,\u25b21,,Southeast,,+ - 72:23:09,4:26:03 4:26:03,2015,18
16,14,\u25bc2,,CCC Sprandi Polkowice,,+ - 72:23:09,4:28:37 4:28:37,2015,18
17,17,-,,Lampre - Merida,,+ - 72:23:09,4:49:54 4:49:54,2015,18
18,18,-,,Orica GreenEDGE,,+ - 72:23:09,5:10:41 5:10:41,2015,18
19,19,-,,Androni Giocattoli - Sidermec,,+ - 72:23:09,5:19:14 5:19:14,2015,18
20,20,-,,Nippo - Vini Fantini,,+ - 72:23:09,5:49:52 5:49:52,2015,18
21,21,-,,Trek Factory Racing,,+ - 72:23:09,7:33:45 7:33:45,2015,18
22,22,-,,Team Giant - Alpecin,,+ - 72:23:09,7:50:28 7:50:28,2015,18
1,1,-,,Astana Pro Team,,+ - 78:48:40,236:06:06 236:06:06,2015,19
2,2,-,,BMC Racing Team,,+ - 78:48:40,30:01 30:01,2015,19
3,3,-,,Movistar Team,,+ - 78:48:40,53:53 53:53,2015,19
4,4,-,,Team Sky,,+ - 78:48:40,55:47 55:47,2015,19
5,5,-,,Team Cannondale - Garmin,,+ - 78:48:40,2:12:42 2:12:42,2015,19
6,6,-,,Tinkoff - Saxo,,+ - 78:48:40,2:20:36 2:20:36,2015,19
7,7,-,,Lotto Soudal,,+ - 78:48:40,2:33:12 2:33:12,2015,19
8,8,-,,Team Katusha,,+ - 78:48:40,3:03:41 3:03:41,2015,19
9,10,\u25b21,,FDJ,,+ - 78:48:40,3:32:47 3:32:47,2015,19
10,12,\u25b22,,Etixx - Quick Step,,+ - 78:48:40,4:24:09 4:24:09,2015,19
11,9,\u25bc2,,AG2R La Mondiale,,+ - 78:48:40,4:30:47 4:30:47,2015,19
12,14,\u25b22,,Team LottoNL-Jumbo,,+ - 78:48:40,4:01:50 4:01:50,2015,19
13,11,\u25bc2,,Bardiani - CSF Pro Team,,+ - 78:48:40,5:02:18 5:02:18,2015,19
14,16,\u25b22,,CCC Sprandi Polkowice,,+ - 78:48:40,5:26:43 5:26:43,2015,19
15,13,\u25bc2,,IAM Cycling,,+ - 78:48:40,5:29:59 5:29:59,2015,19
16,15,\u25bc1,,Southeast,,+ - 78:48:40,5:39:19 5:39:19,2015,19
17,19,\u25b22,,Androni Giocattoli - Sidermec,,+ - 78:48:40,6:01:02 6:01:02,2015,19
18,17,\u25bc1,,Lampre - Merida,,+ - 78:48:40,6:24:51 6:24:51,2015,19
19,18,\u25bc1,,Orica GreenEDGE,,+ - 78:48:40,6:48:11 6:48:11,2015,19
20,20,-,,Nippo - Vini Fantini,,+ - 78:48:40,7:30:17 7:30:17,2015,19
21,21,-,,Trek Factory Racing,,+ - 78:48:40,9:03:16 9:03:16,2015,19
22,22,-,,Team Giant - Alpecin,,+ - 78:48:40,10:13:31 10:13:31,2015,19
1,1,-,,Astana Pro Team,,+ - 84:03:30,251:46:13 251:46:13,2015,20
2,2,-,,BMC Racing Team,,+ - 84:03:30,43:16 43:16,2015,20
3,4,\u25b21,,Team Sky,,+ - 84:03:30,1:11:59 1:11:59,2015,20
4,3,\u25bc1,,Movistar Team,,+ - 84:03:30,1:18:32 1:18:32,2015,20
5,5,-,,Team Cannondale - Garmin,,+ - 84:03:30,2:26:39 2:26:39,2015,20
6,7,\u25b21,,Lotto Soudal,,+ - 84:03:30,3:02:15 3:02:15,2015,20
7,6,\u25bc1,,Tinkoff - Saxo,,+ - 84:03:30,4:15:22 4:15:22,2015,20
8,8,-,,Team Katusha,,+ - 84:03:30,3:32:21 3:32:21,2015,20
9,9,-,,FDJ,,+ - 84:03:30,4:27:13 4:27:13,2015,20
10,10,-,,Etixx - Quick Step,,+ - 84:03:30,4:44:01 4:44:01,2015,20
11,11,-,,AG2R La Mondiale,,+ - 84:03:30,5:06:15 5:06:15,2015,20
12,12,-,,Team LottoNL-Jumbo,,+ - 84:03:30,6:09:28 6:09:28,2015,20
13,13,-,,Bardiani - CSF Pro Team,,+ - 84:03:30,6:10:49 6:10:49,2015,20
14,14,-,,CCC Sprandi Polkowice,,+ - 84:03:30,6:26:17 6:26:17,2015,20
15,17,\u25b22,,Androni Giocattoli - Sidermec,,+ - 84:03:30,6:43:00 6:43:00,2015,20
16,15,\u25bc1,,IAM Cycling,,+ - 84:03:30,6:48:56 6:48:56,2015,20
17,16,\u25bc1,,Southeast,,+ - 84:03:30,7:01:20 7:01:20,2015,20
18,18,-,,Lampre - Merida,,+ - 84:03:30,7:29:14 7:29:14,2015,20
19,19,-,,Orica GreenEDGE,,+ - 84:03:30,8:13:18 8:13:18,2015,20
20,20,-,,Nippo - Vini Fantini,,+ - 84:03:30,8:58:25 8:58:25,2015,20
21,21,-,,Trek Factory Racing,,+ - 84:03:30,10:37:05 10:37:05,2015,20
22,22,-,,Team Giant - Alpecin,,+ - 84:03:30,11:28:42 11:28:42,2015,20
1,1,-,,Astana Pro Team,,+ - 88:22:25,264:42:31 264:42:31,2015,21
2,2,-,,BMC Racing Team,,+ - 88:22:25,43:16 43:16,2015,21
3,3,-,,Team Sky,,+ - 88:22:25,1:13:51 1:13:51,2015,21
4,4,-,,Movistar Team,,+ - 88:22:25,1:20:16 1:20:16,2015,21
5,5,-,,Team Cannondale - Garmin,,+ - 88:22:25,2:26:57 2:26:57,2015,21
6,6,-,,Lotto Soudal,,+ - 88:22:25,3:02:42 3:02:42,2015,21
7,7,-,,Tinkoff - Saxo,,+ - 88:22:25,3:14:36 3:14:36,2015,21
8,8,-,,Team Katusha,,+ - 88:22:25,3:32:21 3:32:21,2015,21
9,9,-,,FDJ,,+ - 88:22:25,4:27:13 4:27:13,2015,21
10,10,-,,Etixx - Quick Step,,+ - 88:22:25,4:43:52 4:43:52,2015,21
11,11,-,,AG2R La Mondiale,,+ - 88:22:25,5:06:32 5:06:32,2015,21
12,12,-,,Team LottoNL-Jumbo,,+ - 88:22:25,6:09:28 6:09:28,2015,21
13,13,-,,Bardiani - CSF Pro Team,,+ - 88:22:25,6:13:03 6:13:03,2015,21
14,14,-,,CCC Sprandi Polkowice,,+ - 88:22:25,6:28:13 6:28:13,2015,21
15,15,-,,Androni Giocattoli - Sidermec,,+ - 88:22:25,6:43:57 6:43:57,2015,21
16,16,-,,IAM Cycling,,+ - 88:22:25,6:48:56 6:48:56,2015,21
17,17,-,,Southeast,,+ - 88:22:25,7:01:20 7:01:20,2015,21
18,18,-,,Lampre - Merida,,+ - 88:22:25,7:30:02 7:30:02,2015,21
19,19,-,,Orica GreenEDGE,,+ - 88:22:25,8:13:27 8:13:27,2015,21
20,20,-,,Nippo - Vini Fantini,,+ - 88:22:25,8:59:07 8:59:07,2015,21
21,21,-,,Trek Factory Racing,,+ - 88:22:25,10:37:14 10:37:14,2015,21
22,22,-,,Team Giant - Alpecin,,+ - 88:22:25,11:29:36 11:29:36,2015,21
