Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
25,151,15,,Dumoulin Tom,1,Team Giant - Alpecin,,1,2016
26,176,12,,Roglic Primoz,2,Team LottoNL-Jumbo,,1,2016
29,122,9,,Amador Andrey,3,Movistar Team,,1,2016
25,156,7,,Ludvigsson Tobias,4,Team Giant - Alpecin,,1,2016
27,61,6,,Kittel Marcel,5,Etixx - Quick Step,,1,2016
25,46,5,,Moser Moreno,6,Cannondale Pro Cycling Team,,1,2016
23,64,4,,Jungels Bob,7,Etixx - Quick Step,,1,2016
35,204,3,,Cancellara Fabian,8,Trek - Segafredo,,1,2016
26,92,2,,Br\xe4ndle Matthias,9,IAM Cycling,,1,2016
25,34,1,,Dillier Silvan,10,BMC Racing Team,,1,2016
27,61,56,5.0,Kittel Marcel,1,Etixx - Quick Step,\u25b24,2,2016
38,178,40,,Tjallingii Maarten,2,Team LottoNL-Jumbo,-,2,2016
24,71,35,,D\xe9mare Arnaud,3,FDJ,-,2,2016
28,104,29,,Modolo Sacha,4,Lampre - Merida,-,2,2016
24,132,20,,Berlato Giacomo,5,Nippo - Vini Fantini,-,2,2016
25,52,20,,Fraile Omar,6,Team Dimension Data,-,2,2016
24,173,18,,Hofland Moreno,7,Team LottoNL-Jumbo,-,2,2016
27,207,18,,Nizzolo Giacomo,8,Trek - Segafredo,-,2,2016
29,122,16,3.0,Amador Andrey,9,Movistar Team,\u25bc6,2,2016
25,151,15,1.0,Dumoulin Tom,10,Team Giant - Alpecin,\u25bc9,2,2016
25,29,14,,Ruffoni Nicola,11,Bardiani - CSF,-,2,2016
26,176,12,2.0,Roglic Primoz,12,Team LottoNL-Jumbo,\u25bc10,2,2016
30,166,12,,Porsev Alexander,13,Team Katusha,-,2,2016
27,189,10,,Viviani Elia,14,Team Sky,-,2,2016
25,55,10,,Sbaragli Kristian,15,Team Dimension Data,-,2,2016
21,143,10,,Ewan Caleb,16,Orica GreenEDGE,-,2,2016
25,156,7,4.0,Ludvigsson Tobias,17,Team Giant - Alpecin,\u25bc13,2,2016
25,46,5,6.0,Moser Moreno,18,Cannondale Pro Cycling Team,\u25bc12,2,2016
24,152,5,,Arndt Nikias,19,Team Giant - Alpecin,-,2,2016
23,23,5,,Simion Paolo,20,Bardiani - CSF,-,2,2016
23,64,4,7.0,Jungels Bob,21,Etixx - Quick Step,\u25bc14,2,2016
26,67,3,,Trentin Matteo,22,Etixx - Quick Step,-,2,2016
35,204,3,8.0,Cancellara Fabian,23,Trek - Segafredo,\u25bc15,2,2016
26,92,2,9.0,Br\xe4ndle Matthias,24,IAM Cycling,\u25bc15,2,2016
26,169,2,,Tsatevich Alexey,25,Team Katusha,-,2,2016
23,137,2,,Grosu Eduard Michael,26,Nippo - Vini Fantini,-,2,2016
25,34,1,10.0,Dillier Silvan,27,BMC Racing Team,\u25bc17,2,2016
33,114,1,,Greipel Andr\xe9,28,Lotto Soudal,-,2,2016
33,102,1,,Ferrari Roberto,29,Lampre - Merida,-,2,2016
27,61,106,1.0,Kittel Marcel,1,Etixx - Quick Step,-,3,2016
38,178,80,2.0,Tjallingii Maarten,2,Team LottoNL-Jumbo,-,3,2016
27,189,49,14.0,Viviani Elia,3,Team Sky,\u25b211,3,2016
24,132,44,5.0,Berlato Giacomo,4,Nippo - Vini Fantini,\u25b21,3,2016
27,207,43,8.0,Nizzolo Giacomo,5,Trek - Segafredo,\u25b23,3,2016
24,71,43,3.0,D\xe9mare Arnaud,6,FDJ,\u25bc3,3,2016
28,104,29,4.0,Modolo Sacha,7,Lampre - Merida,\u25bc3,3,2016
24,173,28,7.0,Hofland Moreno,8,Team LottoNL-Jumbo,\u25bc1,3,2016
26,55,28,15.0,Sbaragli Kristian,9,Team Dimension Data,\u25b26,3,2016
30,166,26,13.0,Porsev Alexander,10,Team Katusha,\u25b23,3,2016
25,52,20,6.0,Fraile Omar,11,Team Dimension Data,\u25bc5,3,2016
33,114,19,28.0,Greipel Andr\xe9,12,Lotto Soudal,\u25b216,3,2016
29,122,16,9.0,Amador Andrey,13,Movistar Team,\u25bc4,3,2016
25,151,15,10.0,Dumoulin Tom,14,Team Giant - Alpecin,\u25bc4,3,2016
21,143,14,16.0,Ewan Caleb,15,Orica GreenEDGE,\u25b21,3,2016
25,29,14,11.0,Ruffoni Nicola,16,Bardiani - CSF,\u25bc5,3,2016
25,58,14,,Van Zyl Johann,17,Team Dimension Data,-,3,2016
22,212,14,,Amezqueta Julen,18,Wilier - Southeast,-,3,2016
26,176,12,12.0,Roglic Primoz,19,Team LottoNL-Jumbo,\u25bc7,3,2016
25,156,7,17.0,Ludvigsson Tobias,20,Team Giant - Alpecin,\u25bc3,3,2016
22,39,7,,Zabel Rick,21,BMC Racing Team,-,3,2016
23,23,7,20.0,Simion Paolo,22,Bardiani - CSF,\u25bc2,3,2016
21,105,6,,Mohoric Matej,23,Lampre - Merida,-,3,2016
26,67,6,22.0,Trentin Matteo,24,Etixx - Quick Step,\u25bc2,3,2016
25,46,5,18.0,Moser Moreno,25,Cannondale Pro Cycling Team,\u25bc7,3,2016
30,213,5,,Belletti Manuel,26,Wilier - Southeast,-,3,2016
24,152,5,19.0,Arndt Nikias,27,Team Giant - Alpecin,\u25bc8,3,2016
23,64,4,21.0,Jungels Bob,28,Etixx - Quick Step,\u25bc7,3,2016
26,92,3,24.0,Br\xe4ndle Matthias,29,IAM Cycling,\u25bc5,3,2016
27,95,3,,Pelucchi Matteo,30,IAM Cycling,-,3,2016
24,144,3,,Hepburn Michael,31,Orica GreenEDGE,-,3,2016
35,204,3,23.0,Cancellara Fabian,32,Trek - Segafredo,\u25bc9,3,2016
26,169,2,25.0,Tsatevich Alexey,33,Team Katusha,\u25bc8,3,2016
31,206,2,,Didier Laurent,34,Trek - Segafredo,-,3,2016
23,137,2,26.0,Grosu Eduard Michael,35,Nippo - Vini Fantini,\u25bc9,3,2016
24,87,1,,Savitskiy Ivan,36,Gazprom-RusVelo,-,3,2016
33,102,1,29.0,Ferrari Roberto,37,Lampre - Merida,\u25bc8,3,2016
28,47,1,,Navardauskas Ramunas,38,Cannondale Pro Cycling Team,-,3,2016
25,34,1,27.0,Dillier Silvan,39,BMC Racing Team,\u25bc12,3,2016
27,61,106,1.0,Kittel Marcel,1,Etixx - Quick Step,-,4,2016
38,178,80,2.0,Tjallingii Maarten,2,Team LottoNL-Jumbo,-,4,2016
27,189,53,3.0,Viviani Elia,3,Team Sky,-,4,2016
26,100,50,,Ulissi Diego,4,Lampre - Merida,-,4,2016
25,151,50,14.0,Dumoulin Tom,5,Team Giant - Alpecin,\u25b29,4,2016
24,132,44,4.0,Berlato Giacomo,6,Nippo - Vini Fantini,\u25bc2,4,2016
27,207,43,5.0,Nizzolo Giacomo,7,Trek - Segafredo,\u25bc2,4,2016
24,71,43,6.0,D\xe9mare Arnaud,8,FDJ,\u25bc2,4,2016
28,104,31,7.0,Modolo Sacha,9,Lampre - Merida,\u25bc2,4,2016
26,55,29,9.0,Sbaragli Kristian,10,Team Dimension Data,\u25bc1,4,2016
24,173,28,8.0,Hofland Moreno,11,Team LottoNL-Jumbo,\u25bc3,4,2016
30,166,26,10.0,Porsev Alexander,12,Team Katusha,\u25bc2,4,2016
28,171,25,,Kruijswijk Steven,13,Team LottoNL-Jumbo,-,4,2016
27,66,20,,Serry Pieter,14,Etixx - Quick Step,-,4,2016
26,24,20,,Boem Nicola,15,Bardiani - CSF,-,4,2016
25,52,20,11.0,Fraile Omar,16,Team Dimension Data,\u25bc5,4,2016
33,114,19,12.0,Greipel Andr\xe9,17,Lotto Soudal,\u25bc5,4,2016
36,121,18,,Valverde Alejandro,18,Movistar Team,-,4,2016
29,122,16,13.0,Amador Andrey,19,Movistar Team,\u25bc6,4,2016
