Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
26.0,54.34,33.0,1,+0:00,100.0,Cancellara Fabian,1,CSC ProTeam,8:50 8:50,0,2007
32.0,53.038999999999994,196.0,2,+0:13,70.0,Klöden Andreas,2,Astana,0:13 0:13,0,2007
34.0,52.08,114.0,3,+0:23,50.0,Hincapie George,3,Discovery Channel,0:23 0:23,0,2007
27.0,52.08,149.0,4,+0:23,40.0,Wiggins Bradley,4,"Cofidis, le Crédit par Téléphone",",, 0:23",0,2007
25.0,51.891999999999996,113.0,5,+0:25,32.0,Gusev Vladimir,5,Discovery Channel,0:25 0:25,0,2007
26.0,51.799,15.0,6,+0:26,26.0,Karpets Vladimir,6,Caisse d'Epargne,0:26 0:26,0,2007
33.0,51.428999999999995,191.0,7,+0:30,22.0,Vinokourov Alexandre,7,Astana,0:30 0:30,0,2007
22.0,51.336999999999996,54.0,8,+0:31,18.0,Dekker Thomas,8,Rabobank ProTeam,0:31 0:31,0,2007
27.0,51.246,157.0,9,+0:32,14.0,Quinziato Manuel,9,Liquigas,0:32 0:32,0,2007
25.0,51.246,169.0,10,+0:32,10.0,Vaugrenard Benoît,10,Française des Jeux,",, 0:32",0,2007
28.0,51.246,39.0,11,+0:32,8.0,Zabriskie David,11,CSC ProTeam,",, 0:32",0,2007
28.0,51.155,14.0,12,+0:33,6.0,Gutiérrez José Iván,12,Caisse d'Epargne,0:33 0:33,0,2007
30.0,51.155,201.0,13,+0:33,4.0,Millar David,13,Saunier Duval,",, 0:33",0,2007
27.0,51.155,73.0,14,+0:33,2.0,Astarloza Mikel,14,Euskaltel - Euskadi,",, 0:33",0,2007
24.0,50.973,112.0,15,+0:35,1.0,Contador Alberto,15,Discovery Channel,0:35 0:35,0,2007
27.0,50.973,195.0,16,+0:35,,Kashechkin Andrey,16,Astana,",, 0:35",0,2007
30.0,50.883,41.0,17,+0:36,,Evans Cadel,17,Predictor - Lotto,0:36 0:36,0,2007
25.0,50.883,102.0,18,+0:36,,Bonnet William,18,Crédit Agricole,",, 0:36",0,2007
28.0,50.883,141.0,19,+0:36,,Chavanel Sylvain,19,"Cofidis, le Crédit par Téléphone",",, 0:36",0,2007
27.0,50.794,21.0,20,+0:37,,Rogers Michael,20,T-Mobile Team,0:37 0:37,0,2007
29.0,50.794,11.0,21,+0:37,,Pereiro Óscar,21,Caisse d'Epargne,",, 0:37",0,2007
24.0,50.70399999999999,25.0,22,+0:38,,Gerdemann Linus,22,T-Mobile Team,0:38 0:38,0,2007
34.0,50.70399999999999,199.0,23,+0:38,,Savoldelli Paolo,23,Astana,",, 0:38",0,2007
25.0,50.615,175.0,24,+0:39,,Rosseler Sébastien,24,Quickstep - Innergetic,0:39 0:39,0,2007
32.0,50.615,148.0,25,+0:39,,Verbrugghe Rik,25,"Cofidis, le Crédit par Téléphone",",, 0:39",0,2007
33.0,50.526,111.0,26*,+0:40,,Leipheimer Levi,26*,Discovery Channel,0:40 0:40,0,2007
29.0,50.526,51.0,26,+0:40,,Menchov Denis,26,Rabobank ProTeam,",, 0:40",0,2007
29.0,50.438,101.0,27,+0:41,,Hushovd Thor,27,Crédit Agricole,0:41 0:41,0,2007
25.0,50.35,119.0,28,+0:42,,Vaitkus Tomas,28,Discovery Channel,0:42 0:42,0,2007
25.0,50.262,151.0,29,+0:43,,Pozzato Filippo,29,Liquigas,0:43 0:43,0,2007
25.0,50.262,93.0,30,+0:43,,Fothen Markus,30,Gerolsteiner,",, 0:43",0,2007
27.0,50.262,18.0,31,+0:43,,Valverde Alejandro,31,Caisse d'Epargne,",, 0:43",0,2007
26.0,50.262,82.0,32,+0:43,,Bennati Daniele,32,Lampre-Fondital,",, 0:43",0,2007
29.0,50.262,192.0,33,+0:43,,Colom Antonio,33,Astana,",, 0:43",0,2007
23.0,50.262,184.0,34,+0:43,,Grivko Andrey,34,Milram,",, 0:43",0,2007
25.0,50.174,95.0,35,+0:44,,Kohl Bernhard,35,Gerolsteiner,0:44 0:44,0,2007
27.0,50.174,117.0,36,+0:44,,Paulinho Sérgio Miguel,36,Discovery Channel,",, 0:44",0,2007
25.0,50.086999999999996,91.0,37,+0:45,,Schumacher Stefan,37,Gerolsteiner,0:45 0:45,0,2007
34.0,50.086999999999996,144.0,38,+0:45,,Moreni Cristian,38,"Cofidis, le Crédit par Téléphone",",, 0:45",0,2007
29.0,50.086999999999996,97.0,39,+0:45,,Scholz Ronny,39,Gerolsteiner,",, 0:45",0,2007
26.0,50.0,171.0,40,+0:46,,Boonen Tom,40,Quickstep - Innergetic,0:46 0:46,0,2007
27.0,50.0,186.0,41,+0:46,,Lancaster Brett,41,Milram,",, 0:46",0,2007
25.0,50.0,165.0,42,+0:46,,Gilbert Philippe,42,Française des Jeux,",, 0:46",0,2007
31.0,50.0,125.0,43,+0:46,,Lefèvre Laurent,43,Bouygues Telecom,",, 0:46",0,2007
21.0,49.913000000000004,215.0,44,+0:47,,Thomas Geraint,44,Barloworld,0:47 0:47,0,2007
24.0,49.913000000000004,122.0,45,+0:47,,Clement Stef,45,Bouygues Telecom,",, 0:47",0,2007
26.0,49.913000000000004,172.0,46,+0:47,,Barredo Carlos,46,Quickstep - Innergetic,",, 0:47",0,2007
29.0,49.913000000000004,115.0,47,+0:47,,Martínez Egoi,47,Discovery Channel,",, 0:47",0,2007
26.0,49.827,193.0,48,+0:48,,Iglinskiy Maxim,48,Astana,0:48 0:48,0,2007
27.0,49.827,118.0,49,+0:48,,Popovych Yaroslav,49,Discovery Channel,",, 0:48",0,2007
23.0,49.827,168.0,50,+0:48,,Löfkvist Thomas,50,Française des Jeux,",, 0:48",0,2007
25.0,49.827,127.0,51,+0:48,,Sprick Matthieu,51,Bouygues Telecom,",, 0:48",0,2007
29.0,49.827,27.0,52,+0:48,,Kirchen Kim,52,T-Mobile Team,",, 0:48",0,2007
35.0,49.827,38.0,53,+0:48,,Voigt Jens,53,CSC ProTeam,",, 0:48",0,2007
25.0,49.827,77.0,54,+0:48,,Pérez Rubén,54,Euskaltel - Euskadi,",, 0:48",0,2007
36.0,49.74100000000001,61.0,55,+0:49,,Moreau Christophe,55,AG2R Prévoyance,0:49 0:49,0,2007
34.0,49.74100000000001,137.0,56,+0:49,,Jalabert Nicolas,56,Agritubel,",, 0:49",0,2007
27.0,49.74100000000001,145.0,57,+0:49,,Nuyens Nick,57,"Cofidis, le Crédit par Téléphone",",, 0:49",0,2007
31.0,49.74100000000001,174.0,58,+0:49,,Garate Juan Manuel,58,Quickstep - Innergetic,",, 0:49",0,2007
37.0,49.655,181.0,59,+0:50,,Zabel Erik,59,Milram,0:50 0:50,0,2007
24.0,49.655,96.0,60,+0:50,,Krauß Sven,60,Gerolsteiner,",, 0:50",0,2007
30.0,49.57,216.0,61,+0:51,,Hunter Robert,61,Barloworld,0:51 0:51,0,2007
28.0,49.57,161.0,62,+0:51,,Casar Sandy,62,Française des Jeux,",, 0:51",0,2007
29.0,49.57,45.0,63,+0:51,,Hoste Leif,63,Predictor - Lotto,",, 0:51",0,2007
33.0,49.57,84.0,64,+0:51,,Bruseghin Marzio,64,Lampre-Fondital,",, 0:51",0,2007
28.0,49.485,129.0,65,+0:52,,Voeckler Thomas,65,Bouygues Telecom,0:52 0:52,0,2007
28.0,49.485,16.0,66,+0:52,,Pérez Francisco,66,Caisse d'Epargne,",, 0:52",0,2007
26.0,49.485,48.0,67,+0:52,,Vansummeren Johan,67,Predictor - Lotto,",, 0:52",0,2007
22.0,49.485,23.0,68,+0:52,,Cavendish Mark,68,T-Mobile Team,",, 0:52",0,2007
32.0,49.4,26.0,69,+0:53,,Grabsch Bert,69,T-Mobile Team,0:53 0:53,0,2007
35.0,49.4,44.0,70,+0:53,,Horner Chris,70,Predictor - Lotto,",, 0:53",0,2007
28.0,49.4,116.0,71,+0:53,,Noval Benjamin,71,Discovery Channel,",, 0:53",0,2007
36.0,49.4,179.0,72,+0:53,,Vasseur Cédric,72,Quickstep - Innergetic,",, 0:53",0,2007
28.0,49.4,65.0,73,+0:53,,Elmiger Martin,73,AG2R Prévoyance,",, 0:53",0,2007
31.0,49.4,37.0,74,+0:53,,Vande Velde Christian,74,CSC ProTeam,",, 0:53",0,2007
27.0,49.4,98.0,75,+0:53,,Wegmann Fabian,75,Gerolsteiner,",, 0:53",0,2007
32.0,49.315,53.0,76,+0:54,,de Groot Bram,76,Rabobank ProTeam,0:54 0:54,0,2007
29.0,49.315,139.0,77,+0:54,,Vogondy Nicolas,77,Agritubel,",, 0:54",0,2007
26.0,49.315,29.0,78,+0:54,,Sinkewitz Patrik,78,T-Mobile Team,",, 0:54",0,2007
28.0,49.315,79.0,79,+0:54,,Verdugo Gorka,79,Euskaltel - Euskadi,",, 0:54",0,2007
30.0,49.315,88.0,80,+0:54,,Valjavec Tadej,80,Lampre-Fondital,",, 0:54",0,2007
34.0,49.315,28.0,81,+0:54,,Merckx Axel,81,T-Mobile Team,",, 0:54",0,2007
32.0,49.231,194.0,82,+0:55,,Ivanov Serguei,82,Astana,0:55 0:55,0,2007
27.0,49.231,159.0,83,+0:55,,Willems Frederik,83,Liquigas,",, 0:55",0,2007
26.0,49.231,24.0,84,+0:55,,Eisel Bernhard,84,T-Mobile Team,",, 0:55",0,2007
33.0,49.231,107.0,85,+0:55,,Halgand Patrice,85,Crédit Agricole,",, 0:55",0,2007
27.0,49.231,81.0,86,+0:55,,Ballan Alessandro,86,Lampre-Fondital,",, 0:55",0,2007
31.0,49.231,56.0,87,+0:55,,Freire Óscar,87,Rabobank ProTeam,",, 0:55",0,2007
34.0,49.231,13.0,88,+0:55,,Garcia José Vicente,88,Caisse d'Epargne,",, 0:55",0,2007
28.0,49.231,202.0,89,+0:55,,Camaño Iker,89,Saunier Duval,",, 0:55",0,2007
29.0,49.147,158.0,90,+0:56,,Wegelius Charles,90,Liquigas,0:56 0:56,0,2007
32.0,49.147,31.0,91,+0:56,,Sastre Carlos,91,CSC ProTeam,",, 0:56",0,2007
26.0,49.147,152.0,92,+0:56,,Albasini Michael,92,Liquigas,",, 0:56",0,2007
33.0,49.147,178.0,93,+0:56,,Tosatto Matteo,93,Quickstep - Innergetic,",, 0:56",0,2007
27.0,49.063,36.0,94,+0:57,,Schleck Fränk,94,CSC ProTeam,0:57 0:57,0,2007
30.0,49.063,71.0,95,+0:57,,Zubeldia Haimar,95,Euskaltel - Euskadi,",, 0:57",0,2007
32.0,49.063,43.0,96,+0:57,,Cioni Dario David,96,Predictor - Lotto,",, 0:57",0,2007
27.0,49.063,123.0,97,+0:57,,Florencio Xavier,97,Bouygues Telecom,",, 0:57",0,2007
23.0,49.063,197.0,98,+0:57,,Navarro Daniel,98,Astana,",, 0:57",0,2007
25.0,48.98,128.0,99,+0:58,,Tschopp Johann,99,Bouygues Telecom,0:58 0:58,0,2007
29.0,48.98,55.0,100,+0:58,,Flecha Juan Antonio,100,Rabobank ProTeam,",, 0:58",0,2007
28.0,48.98,177.0,101,+0:58,,Tankink Bram,101,Quickstep - Innergetic,",, 0:58",0,2007
28.0,48.98,155.0,102,+0:58,,Fischer Murilo Antonio,102,Liquigas,",, 0:58",0,2007
32.0,48.98,32.0,103,+0:58,,Arvesen Kurt-Asle,103,CSC ProTeam,",, 0:58",0,2007
31.0,48.81399999999999,146.0,104,+1:00,,Parra Iván Ramiro,104,"Cofidis, le Crédit par Téléphone",1:00 1:00,0,2007
26.0,48.81399999999999,133.0,105,+1:00,,Dueñas Moisés,105,Agritubel,",, 1:00",0,2007
26.0,48.81399999999999,185.0,106,+1:00,,Knees Christian,106,Milram,",, 1:00",0,2007
23.0,48.81399999999999,94.0,107,+1:00,,Haussler Heinrich,107,Gerolsteiner,",, 1:00",0,2007
29.0,48.81399999999999,207.0,108,+1:00,,Mayo Iban,108,Saunier Duval,",, 1:00",0,2007
29.0,48.81399999999999,92.0,109,+1:00,,Förster Robert,109,Gerolsteiner,",, 1:00",0,2007
38.0,48.81399999999999,34.0,110,+1:00,,Cuesta Iñigo,110,CSC ProTeam,",, 1:00",0,2007
32.0,48.731,105.0,111,+1:01,,Dean Julian,111,Crédit Agricole,1:01 1:01,0,2007
31.0,48.731,57.0,112,+1:01,,Niermann Grischa,112,Rabobank ProTeam,",, 1:01",0,2007
36.0,48.731,62.0,113,+1:01,,Arrieta José Luis,113,AG2R Prévoyance,",, 1:01",0,2007
30.0,48.731,106.0,114,+1:01,,Fofonov Dmitriy,114,Crédit Agricole,",, 1:01",0,2007
30.0,48.731,154.0,115,+1:01,,Carlström Kjell,115,Liquigas,",, 1:01",0,2007
