Age,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
34,83,+1:05:15,,Bessy Fr\xe9d\xe9ric,83,Cofidis,1:05:15 1:05:15,+65:15,6,2006
27,84,+1:05:59,,Noval Benjamin,84,Discovery Channel,1:05:59 1:05:59,+65:59,6,2006
26,85,+1:07:11,,Quinziato Manuel,85,Liquigas,1:07:11 1:07:11,+67:11,6,2006
26,86,+1:08:09,,Edaleine Christophe,86,Cr\xe9dit Agricole,1:08:09 1:08:09,+68:09,6,2006
33,87,+1:08:17,,Luttenberger Peter,87,CSC ProTeam,1:08:17 1:08:17,+68:17,6,2006
22,88,+1:08:20,,Gonzalo Eduardo,88,Agritubel,1:08:20 1:08:20,+68:20,6,2006
24,89,+1:09:02,,Vandborg Brian,89,CSC ProTeam,1:09:02 1:09:02,+69:02,6,2006
27,90,+1:09:34,,Portal Nicolas,90,Caisse d'Epargne - Illes Balears,1:09:34 1:09:34,+69:34,6,2006
26,91,+1:10:46,,Lang Sebastian,91,Gerolsteiner,1:10:46 1:10:46,+70:46,6,2006
28,92,+1:12:48,,Veneberg Thorwald,92,Rabobank ProTeam,1:12:48 1:12:48,+72:48,6,2006
21,93,+1:12:55,,Rojas Jos\xe9 Joaqu\xedn,93,,1:12:55 1:12:55,+72:55,6,2006
29,94,+1:14:13,,Isasi Inaki,94,Euskaltel - Euskadi,1:14:13 1:14:13,+74:13,6,2006
34,95,+1:15:12,,Guesdon Fr\xe9d\xe9ric,95,Fran\xe7aise des Jeux,1:15:12 1:15:12,+75:12,6,2006
30,96,+1:15:48,,Trentin Guido,96,Saunier Duval - Prodir,1:15:48 1:15:48,+75:48,6,2006
37,97,+1:15:58,,Mengin Christophe,97,Fran\xe7aise des Jeux,1:15:58 1:15:58,+75:58,6,2006
25,98,+1:16:36,,Gomez Gomez Angel,98,Saunier Duval - Prodir,1:16:36 1:16:36,+76:36,6,2006
31,99,+1:16:44,,Auge St\xe9phane,99,Cofidis,1:16:44 1:16:44,+76:44,6,2006
30,100,+1:17:08,,Pinotti Marco,100,Saunier Duval - Prodir,1:17:08 1:17:08,+77:08,6,2006
32,101,+1:17:10,,O'Grady Stuart,101,CSC ProTeam,1:17:10 1:17:10,+77:10,6,2006
32,102,+1:18:13,,Wrolich Peter,102,Gerolsteiner,1:18:13 1:18:13,+78:13,6,2006
24,103,+1:20:32,,Pozzato Filippo,103,Quickstep - Innergetic,1:20:32 1:20:32,+80:32,6,2006
28,104,+1:21:34,,Inaudi Nicolas,104,Cofidis,1:21:34 1:21:34,+81:34,6,2006
29,105,+1:21:35,,Kaggestad Mads,105,Cr\xe9dit Agricole,1:21:35 1:21:35,+81:35,6,2006
27,106,+1:22:00,,Carrara Matteo,106,Lampre-Fondital,1:22:00 1:22:00,+82:00,6,2006
30,107,+1:22:38,,Brard Florent,107,Caisse d'Epargne - Illes Balears,1:22:38 1:22:38,+82:38,6,2006
28,108,+1:22:59,,Scholz Ronny,108,Gerolsteiner,1:22:59 1:22:59,+82:59,6,2006
25,109,+1:23:17,,Vanotti Alessandro,109,Milram,1:23:17 1:23:17,+83:17,6,2006
23,110,+1:23:34,,Mazur Piotr,110,,1:23:34 1:23:34,+83:34,6,2006
24,111,+1:23:47,,Vaugrenard Benoit,111,Fran\xe7aise des Jeux,1:23:47 1:23:47,+83:47,6,2006
26,112,+1:23:58,,Bak Lars Ytting,112,CSC ProTeam,1:23:58 1:23:58,+83:58,6,2006
31,113,+1:24:17,,Arvesen Kurt-Asle,113,CSC ProTeam,1:24:17 1:24:17,+84:17,6,2006
33,114,+1:24:18,,Garcia Jose Vicente,114,Caisse d'Epargne - Illes Balears,1:24:18 1:24:18,+84:18,6,2006
31,115,+1:24:54,,Horrillo Pedro,115,Rabobank ProTeam,1:24:54 1:24:54,+84:54,6,2006
23,116,+1:25:00,,Corioni Claudio,116,Lampre-Fondital,1:25:00 1:25:00,+85:00,6,2006
31,117,+1:25:25,,Murn Uros,117,Phonak Hearing Systems,1:25:25 1:25:25,+85:25,6,2006
29,118,+1:25:47,,Cretskens Wilfried,118,Quickstep - Innergetic,1:25:47 1:25:47,+85:47,6,2006
33,119,+1:26:49,,Baranowski Dariusz,119,Astana - W\xfcrth Team,1:26:49 1:26:49,+86:49,6,2006
26,120,+1:27:03,,Coutouly Cedric,120,Agritubel,1:27:03 1:27:03,+87:03,6,2006
22,121,+1:27:44,,Vastaranta Jukka,121,Rabobank ProTeam,1:27:44 1:27:44,+87:44,6,2006
27,122,+1:27:48,,Flickinger Andy,122,Bouygues Telecom,1:27:48 1:27:48,+87:48,6,2006
34,123,+1:28:21,,Loda Nicola,123,Liquigas,1:28:21 1:28:21,+88:21,6,2006
25,124,+1:29:15,,Mourey Francis,124,Fran\xe7aise des Jeux,1:29:15 1:29:15,+89:15,6,2006
27,125,+1:29:32,,Kopp David,125,Gerolsteiner,1:29:32 1:29:32,+89:32,6,2006
33,126,+1:29:43,,Trenti Guido,126,Quickstep - Innergetic,1:29:43 1:29:43,+89:43,6,2006
27,127,+1:29:43,,Moletta Andrea,127,Gerolsteiner,",, 1:29:43",+89:43,6,2006
22,128,+1:33:11,,Bono Matteo,128,Lampre-Fondital,1:33:11 1:33:11,+93:11,6,2006
23,129,+1:33:20,,Giling Bas,129,T-Mobile Team,1:33:20 1:33:20,+93:20,6,2006
33,130,+1:33:30,,H\xf8j Frank,130,Gerolsteiner,1:33:30 1:33:30,+93:30,6,2006
36,131,+1:33:57,,Milesi Marco,131,Liquigas,1:33:57 1:33:57,+93:57,6,2006
22,132,+1:35:31,,Failli Francesco,132,Liquigas,1:35:31 1:35:31,+95:31,6,2006
22,133,+1:35:36,,Santaromita Ivan,133,Quickstep - Innergetic,1:35:36 1:35:36,+95:36,6,2006
32,1,+0:00,250.0,Leipheimer Levi,1,Gerolsteiner,28:07:06 28:07:06,+0:00,7,2006
35,2,+1:48,190.0,Moreau Christophe,2,AG2R Pr\xe9voyance,1:48 1:48,+1:48,7,2006
24,3,+2:51,160.0,Kohl Bernhard,3,T-Mobile Team,2:51 2:51,+2:51,7,2006
32,4,+3:00,140.0,Azevedo Jos\xe9 Bento Carvalho,4,Discovery Channel,3:00 3:00,+3:00,7,2006
30,5,+3:29,120.0,Mancebo Francisco,5,AG2R Pr\xe9voyance,3:29 3:29,+3:29,7,2006
28,6,+4:14,110.0,Menchov Denis,6,Rabobank ProTeam,4:14 4:14,+4:14,7,2006
26,7,+4:21,100.0,Valverde Alejandro,7,Caisse d'Epargne - Illes Balears,4:21 4:21,+4:21,7,2006
34,8,+5:13,90.0,Piepoli Leonardo,8,Saunier Duval - Prodir,5:13 5:13,+5:13,7,2006
30,9,+5:45,80.0,Caucchioli Pietro,9,Cr\xe9dit Agricole,5:45 5:45,+5:45,7,2006
32,10,+6:48,70.0,Hincapie George,10,Discovery Channel,6:48 6:48,+6:48,7,2006
29,11,+6:57,60.0,Sevilla Oscar,11,T-Mobile Team,6:57 6:57,+6:57,7,2006
26,12,+7:31,55.0,Chavanel Sylvain,12,Cofidis,7:31 7:31,+7:31,7,2006
25,13,+9:10,50.0,Iglinskiy Maxim,13,Milram,9:10 9:10,+9:10,7,2006
28,14,+9:44,45.0,Pereiro Oscar,14,Caisse d'Epargne - Illes Balears,9:44 9:44,+9:44,7,2006
28,15,+11:00,40.0,Mayo Iban,15,Euskaltel - Euskadi,11:00 11:00,+11:00,7,2006
26,16,+12:12,36.0,Marzano Marco,16,Lampre-Fondital,12:12 12:12,+12:12,7,2006
25,17,+14:45,32.0,Hesjedal Ryder,17,Phonak Hearing Systems,14:45 14:45,+14:45,7,2006
26,18,+15:00,28.0,Arroyo David,18,Caisse d'Epargne - Illes Balears,15:00 15:00,+15:00,7,2006
20,19,+15:20,24.0,Di Gr\xe9gorio R\xe9my,19,Fran\xe7aise des Jeux,15:20 15:20,+15:20,7,2006
35,20,+16:06,20.0,Rous Didier,20,Bouygues Telecom,16:06 16:06,+16:06,7,2006
26,21,+16:14,18.0,Astarloza Mikel,21,AG2R Pr\xe9voyance,16:14 16:14,+16:14,7,2006
25,22,+17:02,16.0,Le M\xe9vel Christophe,22,Cr\xe9dit Agricole,17:02 17:02,+17:02,7,2006
27,23,+18:51,14.0,Fedrigo Pierrick,23,Bouygues Telecom,18:51 18:51,+18:51,7,2006
28,24,+21:05,12.0,Martinez Egoi,24,Discovery Channel,21:05 21:05,+21:05,7,2006
29,25,+23:56,10.0,Gustov Volodymyr,25,CSC ProTeam,23:56 23:56,+23:56,7,2006
26,26,+24:26,9.0,Paulinho S\xe9rgio,26,Astana - W\xfcrth Team,24:26 24:26,+24:26,7,2006
31,27,+27:32,8.0,S\xf8rensen Nicki,27,CSC ProTeam,27:32 27:32,+27:32,7,2006
29,28,+29:30,7.0,Fofonov Dimitri,28,Cr\xe9dit Agricole,29:30 29:30,+29:30,7,2006
36,29,+29:46,6.0,Goubert Stephane,29,AG2R Pr\xe9voyance,29:46 29:46,+29:46,7,2006
32,30,+30:00,5.0,Rinero Christophe,30,Saunier Duval - Prodir,30:00 30:00,+30:00,7,2006
26,31,+31:40,5.0,Voeckler Thomas,31,Bouygues Telecom,31:40 31:40,+31:40,7,2006
27,32,+31:52,5.0,Zabriskie David,32,CSC ProTeam,31:52 31:52,+31:52,7,2006
31,33,+33:17,5.0,Dessel Cyril,33,AG2R Pr\xe9voyance,33:17 33:17,+33:17,7,2006
34,34,+34:49,5.0,Horner Chris,34,Saunier Duval - Prodir,34:49 34:49,+34:49,7,2006
25,35,+36:30,5.0,Barredo Carlos,35,Astana - W\xfcrth Team,36:30 36:30,+36:30,7,2006
30,36,+36:57,5.0,Osa Unai,36,Astana - W\xfcrth Team,36:57 36:57,+36:57,7,2006
30,37,+39:33,5.0,Barry Michael,37,Discovery Channel,39:33 39:33,+39:33,7,2006
28,38,+41:38,5.0,Szmyd Sylwester,38,Lampre-Fondital,41:38 41:38,+41:38,7,2006
35,39,+41:51,5.0,Vasseur C\xe9dric,39,Quickstep - Innergetic,41:51 41:51,+41:51,7,2006
26,40,+42:37,5.0,Popovych Yaroslav,40,Discovery Channel,42:37 42:37,+42:37,7,2006
27,41,+43:35,5.0,Mercado Juan Miguel,41,Agritubel,43:35 43:35,+43:35,7,2006
25,42,+44:07,5.0,Posthuma Joost,42,Rabobank ProTeam,44:07 44:07,+44:07,7,2006
23,43,+47:40,5.0,Gilbert Philippe,43,Fran\xe7aise des Jeux,47:40 47:40,+47:40,7,2006
25,44,+48:36,5.0,Duenas Moises,44,Agritubel,48:36 48:36,+48:36,7,2006
26,45,+48:56,5.0,Joly S\xe9bastien,45,Fran\xe7aise des Jeux,48:56 48:56,+48:56,7,2006
30,46,+49:35,5.0,Jufre Josep,46,Davitamon - Lotto,49:35 49:35,+49:35,7,2006
32,47,+49:45,5.0,Salmon Benoit,47,Agritubel,49:45 49:45,+49:45,7,2006
23,48,+50:04,5.0,Gusev Vladimir,48,Discovery Channel,50:04 50:04,+50:04,7,2006
32,49,+51:08,5.0,Vinokourov Alexandre,49,Astana - W\xfcrth Team,51:08 51:08,+51:08,7,2006
33,50,+51:43,5.0,Jalabert Nicolas,50,Phonak Hearing Systems,51:43 51:43,+51:43,7,2006
30,51,+51:51,5.0,Grabsch Bert,51,Phonak Hearing Systems,51:51 51:51,+51:51,7,2006
26,52,+52:15,5.0,Kashechkin Andrey,52,Astana - W\xfcrth Team,52:15 52:15,+52:15,7,2006
29,53,+55:00,5.0,Zandio Xabier,53,Caisse d'Epargne - Illes Balears,55:00 55:00,+55:00,7,2006
26,54,+55:15,5.0,Pineau J\xe9rome,54,Bouygues Telecom,55:15 55:15,+55:15,7,2006
33,55,+55:53,5.0,Fernandez Bingen,55,Cofidis,55:53 55:53,+55:53,7,2006
34,56,+56:18,5.0,Arrieta Jose Luis,56,AG2R Pr\xe9voyance,56:18 56:18,+56:18,7,2006
27,57,+56:22,5.0,Cama\xf1o Iker,57,Euskaltel - Euskadi,56:22 56:22,+56:22,7,2006
22,58,+56:23,5.0,Ricco Riccardo,58,,56:23 56:23,+56:23,7,2006
22,59,+56:50,5.0,Grivko Andrei,59,Milram,56:50 56:50,+56:50,7,2006
30,60,+57:06,5.0,Landis Floyd,60,Phonak Hearing Systems,57:06 57:06,+57:06,7,2006
21,61,+58:37,5.0,Possoni Morris,61,Lampre-Fondital,58:37 58:37,+58:37,7,2006
28,62,+58:51,5.0,Wielinga Remmert,62,Quickstep - Innergetic,58:51 58:51,+58:51,7,2006
27,63,+59:41,5.0,Charteau Anthony,63,Cr\xe9dit Agricole,59:41 59:41,+59:41,7,2006
25,64,+1:02:29,5.0,Dumoulin Samuel,64,AG2R Pr\xe9voyance,1:02:29 1:02:29,+62:29,7,2006
26,65,+1:02:47,5.0,Devolder Stijn,65,Discovery Channel,1:02:47 1:02:47,+62:47,7,2006
25,66,+1:03:14,5.0,Mertens Pieter,66,Davitamon - Lotto,1:03:14 1:03:14,+63:14,7,2006
27,67,+1:03:35,5.0,Schreck Stephan,67,T-Mobile Team,1:03:35 1:03:35,+63:35,7,2006
31,68,+1:03:39,5.0,Spezialetti Alessandro,68,Liquigas,1:03:39 1:03:39,+63:39,7,2006
28,69,+1:03:45,5.0,Hushovd Thor,69,Cr\xe9dit Agricole,1:03:45 1:03:45,+63:45,7,2006
27,70,+1:05:59,5.0,Noval Benjamin,70,Discovery Channel,1:05:59 1:05:59,+65:59,7,2006
21,71,+1:06:38,5.0,Dekker Thomas,71,Rabobank ProTeam,1:06:38 1:06:38,+66:38,7,2006
32,72,+1:06:39,5.0,Moerenhout Koos,72,Phonak Hearing Systems,1:06:39 1:06:39,+66:39,7,2006
33,73,+1:08:17,5.0,Luttenberger Peter,73,CSC ProTeam,1:08:17 1:08:17,+68:17,7,2006
28,74,+1:10:29,5.0,Becke Daniel,74,Milram,1:10:29 1:10:29,+70:29,7,2006
26,75,+1:10:46,5.0,Lang Sebastian,75,Gerolsteiner,1:10:46 1:10:46,+70:46,7,2006
33,76,+1:12:00,5.0,Beneteau Walter,76,Bouygues Telecom,1:12:00 1:12:00,+72:00,7,2006
25,77,+1:14:01,5.0,Pena Aketza,77,Euskaltel - Euskadi,1:14:01 1:14:01,+74:01,7,2006
21,78,+1:14:03,5.0,Rojas Jos\xe9 Joaqu\xedn,78,,1:14:03 1:14:03,+74:03,7,2006
23,79,+1:16:11,5.0,Stalder Florian,79,Phonak Hearing Systems,1:16:11 1:16:11,+76:11,7,2006
32,80,+1:16:57,5.0,Mazzoleni Eddy,80,T-Mobile Team,1:16:57 1:16:57,+76:57,7,2006
32,81,+1:17:22,5.0,O'Grady Stuart,81,CSC ProTeam,1:17:22 1:17:22,+77:22,7,2006
24,82,+1:18:59,5.0,Hernandez Gutierrez Aitor,82,Euskaltel - Euskadi,1:18:59 1:18:59,+78:59,7,2006
24,83,+1:19:00,5.0,Vandborg Brian,83,CSC ProTeam,1:19:00 1:19:00,+79:00,7,2006
30,84,+1:19:10,5.0,Pinotti Marco,84,Saunier Duval - Prodir,1:19:10 1:19:10,+79:10,7,2006
26,85,+1:19:25,5.0,Wiggins Bradley,85,Cofidis,1:19:25 1:19:25,+79:25,7,2006
30,86,+1:20:49,5.0,Niermann Grischa,86,Rabobank ProTeam,1:20:49 1:20:49,+80:49,7,2006
26,87,+1:21:16,5.0,Quinziato Manuel,87,Liquigas,1:21:16 1:21:16,+81:16,7,2006
34,88,+1:21:23,5.0,Bessy Fr\xe9d\xe9ric,88,Cofidis,1:21:23 1:21:23,+81:23,7,2006
27,89,+1:22:00,5.0,Carrara Matteo,89,Lampre-Fondital,1:22:00 1:22:00,+82:00,7,2006
22,90,+1:22:25,5.0,Gonzalo Eduardo,90,Agritubel,1:22:25 1:22:25,+82:25,7,2006
28,91,+1:23:11,5.0,Scholz Ronny,91,Gerolsteiner,1:23:11 1:23:11,+83:11,7,2006
26,92,+1:24:14,5.0,Edaleine Christophe,92,Cr\xe9dit Agricole,1:24:14 1:24:14,+84:14,7,2006
27,93,+1:25:42,5.0,Portal Nicolas,93,Caisse d'Epargne - Illes Balears,1:25:42 1:25:42,+85:42,7,2006
33,94,+1:26:49,5.0,Baranowski Dariusz,94,Astana - W\xfcrth Team,1:26:49 1:26:49,+86:49,7,2006
29,95,+1:28:18,5.0,Isasi Inaki,95,Euskaltel - Euskadi,1:28:18 1:28:18,+88:18,7,2006
25,96,+1:29:15,5.0,Mourey Francis,96,Fran\xe7aise des Jeux,1:29:15 1:29:15,+89:15,7,2006
30,97,+1:29:53,5.0,Trentin Guido,97,Saunier Duval - Prodir,1:29:53 1:29:53,+89:53,7,2006
27,98,+1:29:57,5.0,Moletta Andrea,98,Gerolsteiner,1:29:57 1:29:57,+89:57,7,2006
37,99,+1:30:03,5.0,Mengin Christophe,99,Fran\xe7aise des Jeux,1:30:03 1:30:03,+90:03,7,2006
25,100,+1:30:41,5.0,Gomez Gomez Angel,100,Saunier Duval - Prodir,1:30:41 1:30:41,+90:41,7,2006
31,101,+1:30:49,5.0,Auge St\xe9phane,101,Cofidis,1:30:49 1:30:49,+90:49,7,2006
34,102,+1:31:17,5.0,Guesdon Fr\xe9d\xe9ric,102,Fran\xe7aise des Jeux,1:31:17 1:31:17,+91:17,7,2006
26,103,+1:33:59,5.0,Coutouly Cedric,103,Agritubel,1:33:59 1:33:59,+93:59,7,2006
32,104,+1:34:21,5.0,Wrolich Peter,104,Gerolsteiner,1:34:21 1:34:21,+94:21,7,2006
24,105,+1:34:37,5.0,Pozzato Filippo,105,Quickstep - Innergetic,1:34:37 1:34:37,+94:37,7,2006
24,106,+1:37:11,5.0,Vaugrenard Benoit,106,Fran\xe7aise des Jeux,1:37:11 1:37:11,+97:11,7,2006
28,107,+1:37:39,5.0,Inaudi Nicolas,107,Cofidis,1:37:39 1:37:39,+97:39,7,2006
29,108,+1:37:40,5.0,Kaggestad Mads,108,Cr\xe9dit Agricole,1:37:40 1:37:40,+97:40,7,2006
30,109,+1:38:46,5.0,Brard Florent,109,Caisse d'Epargne - Illes Balears,1:38:46 1:38:46,+98:46,7,2006
25,110,+1:39:25,5.0,Vanotti Alessandro,110,Milram,1:39:25 1:39:25,+99:25,7,2006
31,111,+1:39:30,5.0,Murn Uros,111,Phonak Hearing Systems,1:39:30 1:39:30,+99:30,7,2006
33,112,+1:39:41,5.0,Trenti Guido,112,Quickstep - Innergetic,1:39:41 1:39:41,+99:41,7,2006
23,113,+1:39:42,5.0,Mazur Piotr,113,,1:39:42 1:39:42,+99:42,7,2006
26,114,+1:40:06,5.0,Bak Lars Ytting,114,CSC ProTeam,1:40:06 1:40:06,+100:06,7,2006
31,115,+1:40:22,5.0,Arvesen Kurt-Asle,115,CSC ProTeam,1:40:22 1:40:22,+100:22,7,2006
33,116,+1:40:30,5.0,Garcia Jose Vicente,116,Caisse d'Epargne - Illes Balears,1:40:30 1:40:30,+100:30,7,2006
31,117,+1:41:02,5.0,Horrillo Pedro,117,Rabobank ProTeam,1:41:02 1:41:02,+101:02,7,2006
23,118,+1:41:08,5.0,Corioni Claudio,118,Lampre-Fondital,1:41:08 1:41:08,+101:08,7,2006
29,119,+1:41:52,5.0,Cretskens Wilfried,119,Quickstep - Innergetic,1:41:52 1:41:52,+101:52,7,2006
22,120,+1:43:49,5.0,Vastaranta Jukka,120,Rabobank ProTeam,1:43:49 1:43:49,+103:49,7,2006
27,121,+1:43:56,5.0,Flickinger Andy,121,Bouygues Telecom,1:43:56 1:43:56,+103:56,7,2006
34,122,+1:44:26,5.0,Loda Nicola,122,Liquigas,1:44:26 1:44:26,+104:26,7,2006
22,123,+1:49:19,5.0,Bono Matteo,123,Lampre-Fondital,1:49:19 1:49:19,+109:19,7,2006
23,124,+1:49:25,5.0,Giling Bas,124,T-Mobile Team,1:49:25 1:49:25,+109:25,7,2006
22,125,+1:49:36,5.0,Failli Francesco,125,Liquigas,1:49:36 1:49:36,+109:36,7,2006
33,126,+1:49:38,5.0,H\xf8j Frank,126,Gerolsteiner,1:49:38 1:49:38,+109:38,7,2006
36,127,+1:50:05,5.0,Milesi Marco,127,Liquigas,1:50:05 1:50:05,+110:05,7,2006
22,128,+1:51:44,5.0,Santaromita Ivan,128,Quickstep - Innergetic,1:51:44 1:51:44,+111:44,7,2006
