Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
29,,29.0,,+ - 14:52:55,,,Lefevre Laurent,181,Bouygues Telecom,",, ,,",,,3,2006
27,,173.0,,+ - 14:52:55,,,Lobato Ruben,182,Saunier Duval - Prodir,",, ,,",,,3,2006
31,,192.0,,+ - 14:52:55,,,Sastre Carlos,183,CSC ProTeam,",, ,,",,,3,2006
28,,108.0,,+ - 14:52:55,,,Scholz Ronny,184,Gerolsteiner,",, ,,",,,3,2006
23,,174.0,,+ - 14:52:55,,,Mazur Piotr,185,Saunier Duval - Prodir,",, ,,",,,3,2006
28,,47.0,,+ - 14:52:55,,,Perez Cuapio Julio Alberto,186,Ceramica Panaria - Navigare,",, ,,",,,3,2006
25,,209.0,,+ - 14:52:55,,,Vanotti Alessandro,187,Milram,",, ,,",,,3,2006
31,,168.0,,+ - 14:52:55,,,Rasmussen Michael,188,Rabobank ProTeam,",, ,,",,,3,2006
28,,176.0,,+ - 14:52:55,,,Olson Aaron,189,Saunier Duval - Prodir,",, ,,",,,3,2006
30,,28.0,,+ - 14:52:55,,,le Boulanger Yoann,190,Bouygues Telecom,",, ,,",,,3,2006
23,,76.0,,+ - 14:52:55,,,Van Hecke Preben,191,Davitamon - Lotto,",, ,,",,,3,2006
26,,102.0,,+ - 14:52:55,,,Hiekmann Torsten,192,Gerolsteiner,",, ,,",,,3,2006
23,,17.0,,+ - 14:52:55,,,Naibo Carl,193,AG2R Pr\xe9voyance,4:37 4:37,,,3,2006
33,,56.0,,+ - 14:52:55,,,Moreni Cristian,194,Cofidis,7:19 7:19,,,3,2006
27,,82.0,,+ - 14:52:55,,,Aranaga Andoni,195,Euskaltel - Euskadi,",, 7:19",,,3,2006
28,,51.0,,+ - 14:52:55,,,Bertagnolli Leonardo,1005*,Cofidis,-4:38:51 -4:38:51,,,3,2006
29,,71.0,,+ - 14:52:55,,,Brandt Christophe,DNS,Davitamon - Lotto,",, -4:38:51",,,3,2006
32,,201.0,,+ - 14:52:55,,,Petacchi Alessandro,DNS,Milram,",, -4:38:51",,,3,2006
35,,212.0,1.0,+0:00,,6.0,Honchar Serhiy,1,T-Mobile Team,15:30:23 15:30:23,+0:00,\u25b25,4,2006
34,,196.0,2.0,+0:06,,13.0,Voigt Jens,2,CSC ProTeam,0:06 0:06,+-1:59,\u25b211,4,2006
26,,217.0,3.0,+0:06,,11.0,Rogers Michael,3,T-Mobile Team,",, 0:06",+0:00,\u25b28,4,2006
32,,216.0,4.0,+0:10,,16.0,Pollack Olaf,4,T-Mobile Team,0:10 0:10,+0:00,\u25b212,4,2006
28,,191.0,5.0,+0:11,,17.0,Basso Ivan,5,CSC ProTeam,0:11 0:11,+-1:59,\u25b212,4,2006
33,,1.0,6.0,+0:20,,2.0,Savoldelli Paolo,6,Discovery Channel,0:20 0:20,+0:38,\u25bc4,4,2006
30,,193.0,7.0,+0:29,,,S\xf8rensen Nicki,7,CSC ProTeam,0:29 0:29,+893:55,-,4,2006
24,,109.0,8.0,+0:31,,1.0,Schumacher Stefan,8,Gerolsteiner,0:31 0:31,+1:02,\u25bc7,4,2006
34,,195.0,9.0,+0:33,,,Julich Bobby,9,CSC ProTeam,0:33 0:33,+893:59,-,4,2006
33,,8.0,10.0,+0:38,,5.0,Rubiera Jos\xe9 Luis,10,Discovery Channel,0:38 0:38,+0:38,\u25bc5,4,2006
28,,2.0,11.0,+0:44,,12.0,Danielson Thomas,11,Discovery Channel,0:44 0:44,+0:38,\u25b21,4,2006
30,,131.0,12.0,+0:49,,14.0,Di Luca Danilo,12,Liquigas,0:49 0:49,+0:41,\u25b22,4,2006
34,,106.0,13.0,+0:54,,3.0,Rebellin Davide,13,Gerolsteiner,0:54 0:54,+1:02,\u25bc10,4,2006
31,,133.0,14.0,+0:56,,19.0,Cioni Dario,14,Liquigas,0:56 0:56,+0:41,\u25b25,4,2006
30,,91.0,15.0,+0:59,,7.0,McGee Bradley,15,Fran\xe7aise des Jeux,0:59 0:59,+0:59,\u25bc8,4,2006
29,,198.0,16.0,+1:00,,,Gustov Volodymyr,16,CSC ProTeam,1:00 1:00,+894:26,-,4,2006
31,,143.0,17.0,+1:05,,9.0,Gutierrez Jose Enrique,17,Phonak Hearing Systems,1:05 1:05,+1:03,\u25bc8,4,2006
32,,152.0,18.0,+1:06,,10.0,Bettini Paolo,18,Quickstep - Innergetic,1:06 1:06,+1:02,\u25bc8,4,2006
37,,136.0,19.0,+1:09,,29.0,Noe Andrea,19,Liquigas,1:09 1:09,+0:41,\u25b210,4,2006
27,,35.0,20.0,+1:11,,4.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,20,Caisse d'Epargne - Illes Balears,1:11 1:11,+1:13,\u25bc16,4,2006
33,,194.0,21.0,+1:12,,,Blaudzun Michael,21,CSC ProTeam,1:12 1:12,+894:38,-,4,2006
31,,112.0,22.0,+1:12,,15.0,Bruseghin Marzio,22,Lampre-Fondital,",, 1:12",+1:03,\u25bc7,4,2006
28,,137.0,23.0,+1:12,,,Pellizotti Franco,23,Liquigas,",, 1:12",+894:38,-,4,2006
27,,39.0,24.0,+1:14,,8.0,Perez Francisco,24,Caisse d'Epargne - Illes Balears,1:14 1:14,+1:13,\u25bc16,4,2006
24,,111.0,25.0,+1:17,,18.0,Cunego Damiano,25,Lampre-Fondital,1:17 1:17,+1:03,\u25bc7,4,2006
32,,219.0,26.0,+1:20,,,Ullrich Jan,26,T-Mobile Team,1:20 1:20,+894:46,-,4,2006
23,,96.0,27.0,+1:20,,22.0,Gilbert Philippe,27,Fran\xe7aise des Jeux,",, 1:20",+0:59,\u25bc5,4,2006
30,,119.0,28.0,+1:24,,23.0,Javier Vila Francisco,28,Lampre-Fondital,1:24 1:24,+1:03,\u25bc5,4,2006
26,,61.0,29.0,+1:26,,21.0,Bellotti Francesco,29,Cr\xe9dit Agricole,1:26 1:26,+1:06,\u25bc8,4,2006
30,,155.0,30.0,+1:27,,26.0,Garate Juan Manuel,30,Quickstep - Innergetic,1:27 1:27,+1:02,\u25bc4,4,2006
33,,75.0,,+ - 20:54:34,80.0,,McEwen Robbie,1,Davitamon - Lotto,5:24:13 5:24:13,,,5,2006
32,,216.0,1.0,+0:00,50.0,,Pollack Olaf,2,T-Mobile Team,",, ,,",,,5,2006
24,,19.0,,+ - 20:54:34,35.0,,Vaitkus Tomas,3,AG2R Pr\xe9voyance,",, ,,",,,5,2006
26,,52.0,,+ - 20:54:34,25.0,,Duque Leonardo,4,Cofidis,",, ,,",,,5,2006
24,,83.0,,+ - 20:54:34,18.0,,Fern\xe1ndez Koldo,5,Euskaltel - Euskadi,",, ,,",,,5,2006
34,,142.0,,+ - 20:54:34,15.0,,Guidi Fabrizio,6,Phonak Hearing Systems,",, ,,",,,5,2006
32,,152.0,18.0,+1:08,12.0,,Bettini Paolo,7,Quickstep - Innergetic,",, ,,",,,5,2006
24,,207.0,,+ - 20:54:34,10.0,,Rigotto Elia,8,Milram,",, ,,",,,5,2006
23,,45.0,,+ - 20:54:34,8.0,,Richeze Ariel Maximiliano,9,Ceramica Panaria - Navigare,",, ,,",,,5,2006
25,,175.0,,+ - 20:54:34,6.0,,Mori Manuele,10,Saunier Duval - Prodir,",, ,,",,,5,2006
28,,101.0,,+ - 20:54:34,5.0,,F\xf6rster Robert,11,Gerolsteiner,",, ,,",,,5,2006
24,,32.0,,+ - 20:54:34,4.0,,Efimkin Vladimir,12,Caisse d'Epargne - Illes Balears,",, ,,",,,5,2006
23,,123.0,,+ - 20:54:34,3.0,,de Kort Koen,13,,",, ,,",,,5,2006
23,,96.0,,+ - 20:54:34,2.0,,Gilbert Philippe,14,Fran\xe7aise des Jeux,",, ,,",,,5,2006
27,,163.0,,+ - 20:54:34,1.0,,Brown Graeme,15,Rabobank ProTeam,",, ,,",,,5,2006
28,,164.0,,+ - 20:54:34,,,Hayman Mathew,16,Rabobank ProTeam,",, ,,",,,5,2006
30,,155.0,,+ - 20:54:34,,,Garate Juan Manuel,17,Quickstep - Innergetic,",, ,,",,,5,2006
31,,93.0,,+ - 20:54:34,,,Da Cruz Carlos,18,Fran\xe7aise des Jeux,",, ,,",,,5,2006
26,,161.0,,+ - 20:54:34,,,Ardila Mauricio Alberto,19,Rabobank ProTeam,",, ,,",,,5,2006
23,,22.0,,+ - 20:54:34,,,Chavanel S\xe9bastien,20,Bouygues Telecom,",, ,,",,,5,2006
26,,147.0,,+ - 20:54:34,,,Rast Gregory,21,Phonak Hearing Systems,",, ,,",,,5,2006
35,,186.0,,+ - 20:54:34,,,Missaglia Gabriele,22,Selle Italia - Serramenti Diquigiovanni,",, ,,",,,5,2006
26,,217.0,4.0,+0:08,,,Rogers Michael,23,T-Mobile Team,",, ,,",,,5,2006
34,,72.0,,+ - 20:54:34,,,Gates Nick,24,Davitamon - Lotto,",, ,,",,,5,2006
21,,95.0,,+ - 20:54:34,,,Gerard Arnaud,25,Fran\xe7aise des Jeux,",, ,,",,,5,2006
40,,4.0,,+ - 20:54:34,,,Ekimov Viatcheslav,26,Discovery Channel,",, ,,",,,5,2006
33,,1.0,6.0,+0:22,,,Savoldelli Paolo,27,Discovery Channel,",, ,,",,,5,2006
27,,35.0,20.0,+1:13,,,Guti\xe9rrez Jos\xe9 Iv\xe1n,28,Caisse d'Epargne - Illes Balears,",, ,,",,,5,2006
31,,62.0,,+ - 20:54:34,,,Botcharov Alexandre,29,Cr\xe9dit Agricole,",, ,,",,,5,2006
24,,89.0,,+ - 20:54:34,,,Mayoz Echeverria Iban,30,Euskaltel - Euskadi,",, ,,",,,5,2006
29,,27.0,,+ - 20:54:34,,,Labbe Arnaud,31,Bouygues Telecom,",, ,,",,,5,2006
27,,188.0,,+ - 20:54:34,,,Loddo Alberto,32,Selle Italia - Serramenti Diquigiovanni,",, ,,",,,5,2006
36,,151.0,,+ - 20:54:34,,,Baguet Serge,33,Quickstep - Innergetic,",, ,,",,,5,2006
30,,73.0,,+ - 20:54:34,,,Jufre Josep,34,Davitamon - Lotto,",, ,,",,,5,2006
36,,197.0,,+ - 20:54:34,,,Lombardi Giovanni,35,CSC ProTeam,",, ,,",,,5,2006
28,,191.0,5.0,+0:13,,,Basso Ivan,36,CSC ProTeam,",, ,,",,,5,2006
28,,154.0,,+ - 20:54:34,,,Engels Addy,37,Quickstep - Innergetic,",, ,,",,,5,2006
24,,111.0,,+ - 20:54:34,,,Cunego Damiano,38,Lampre-Fondital,",, ,,",,,5,2006
30,,206.0,,+ - 20:54:34,,,Ongarato Alberto,39,Milram,",, ,,",,,5,2006
25,,18.0,,+ - 20:54:34,,,Scanlon Mark,40,AG2R Pr\xe9voyance,",, ,,",,,5,2006
31,,208.0,,+ - 20:54:34,,,Sacchi Fabio,41,Milram,",, ,,",,,5,2006
31,,143.0,17.0,+1:07,,,Gutierrez Jose Enrique,42,Phonak Hearing Systems,",, ,,",,,5,2006
28,,13.0,,+ - 20:54:34,,,Dion Renaud,43,AG2R Pr\xe9voyance,",, ,,",,,5,2006
25,,122.0,,+ - 20:54:34,,,Caruso Giampaolo,44,,",, ,,",,,5,2006
27,,39.0,,+ - 20:54:34,,,Perez Francisco,45,Caisse d'Epargne - Illes Balears,",, ,,",,,5,2006
24,,31.0,,+ - 20:54:34,,,Carrasco Gamiz Jos\xe9 Luis,46,Caisse d'Epargne - Illes Balears,",, ,,",,,5,2006
30,,119.0,,+ - 20:54:34,,,Javier Vila Francisco,47,Lampre-Fondital,",, ,,",,,5,2006
33,,115.0,,+ - 20:54:34,,,Stangelj Gorazd,48,Lampre-Fondital,",, ,,",,,5,2006
23,,103.0,,+ - 20:54:34,,,Krauss Sven,49,Gerolsteiner,",, ,,",,,5,2006
28,,2.0,11.0,+0:46,,,Danielson Thomas,50,Discovery Channel,",, ,,",,,5,2006
22,,33.0,,+ - 20:54:34,,,Erviti Imanol,51,Caisse d'Epargne - Illes Balears,",, ,,",,,5,2006
30,,129.0,,+ - 20:54:34,,,Yakovlev Serguei,52,,",, ,,",,,5,2006
22,,107.0,,+ - 20:54:34,,,Russ Matthias,53,Gerolsteiner,",, ,,",,,5,2006
26,,85.0,,+ - 20:54:34,,,Irizar Markel,54,Euskaltel - Euskadi,",, ,,",,,5,2006
24,,68.0,,+ - 20:54:34,,,Talabardon Yannick,55,Cr\xe9dit Agricole,",, ,,",,,5,2006
29,,187.0,,+ - 20:54:34,,,Illiano Raffaele,56,Selle Italia - Serramenti Diquigiovanni,",, ,,",,,5,2006
28,,137.0,,+ - 20:54:34,,,Pellizotti Franco,57,Liquigas,",, ,,",,,5,2006
37,,136.0,19.0,+1:11,,,Noe Andrea,58,Liquigas,",, ,,",,,5,2006
33,,134.0,,+ - 20:54:34,,,Andriotto Dario,59,Liquigas,",, ,,",,,5,2006
34,,195.0,9.0,+0:35,,,Julich Bobby,60,CSC ProTeam,",, ,,",,,5,2006
35,,212.0,2.0,+0:02,,,Honchar Serhiy,61,T-Mobile Team,",, ,,",,,5,2006
26,,127.0,,+ - 20:54:34,,,Scarponi Michele,62,,",, ,,",,,5,2006
27,,58.0,,+ - 20:54:34,,,Scheirlinckx Staf,63,Cofidis,",, ,,",,,5,2006
35,,183.0,,+ - 20:54:34,,,Belli Wladimir,64,Selle Italia - Serramenti Diquigiovanni,",, ,,",,,5,2006
23,,23.0,,+ - 20:54:34,,,Clement Stef,65,Bouygues Telecom,",, ,,",,,5,2006
27,,16.0,,+ - 20:54:34,,,Krivtsov Yuriy,66,AG2R Pr\xe9voyance,",, ,,",,,5,2006
25,,165.0,,+ - 20:54:34,,,Kolobnev Alexandr,67,Rabobank ProTeam,",, ,,",,,5,2006
24,,43.0,,+ - 20:54:34,,,Aldape Moises,68,Ceramica Panaria - Navigare,",, ,,",,,5,2006
30,,131.0,12.0,+0:51,,,Di Luca Danilo,69,Liquigas,",, ,,",,,5,2006
27,,141.0,,+ - 20:54:34,,,Elmiger Martin,70,Phonak Hearing Systems,",, ,,",,,5,2006
26,,49.0,,+ - 20:54:34,,,Laverde Luis Felipe,71,Ceramica Panaria - Navigare,",, ,,",,,5,2006
24,,162.0,,+ - 20:54:34,,,Eltink Theo,72,Rabobank ProTeam,",, ,,",,,5,2006
25,,41.0,,+ - 20:54:34,,,Sella Emanuele,73,Ceramica Panaria - Navigare,",, ,,",,,5,2006
31,,38.0,,+ - 20:54:34,,,Pradera Mikel,74,Caisse d'Epargne - Illes Balears,",, ,,",,,5,2006
28,,149.0,,+ - 20:54:34,,,Zampieri Steve,75,Phonak Hearing Systems,",, ,,",,,5,2006
29,,158.0,,+ - 20:54:34,,,van de Walle Jurgen,76,Quickstep - Innergetic,",, ,,",,,5,2006
30,,166.0,,+ - 20:54:34,,,Niermann Grischa,77,Rabobank ProTeam,",, ,,",,,5,2006
31,,112.0,,+ - 20:54:34,,,Bruseghin Marzio,78,Lampre-Fondital,",, ,,",,,5,2006
26,,61.0,,+ - 20:54:34,,,Bellotti Francesco,79,Cr\xe9dit Agricole,",, ,,",,,5,2006
28,,116.0,,+ - 20:54:34,,,Szmyd Sylwester,80,Lampre-Fondital,",, ,,",,,5,2006
30,,125.0,,+ - 20:54:34,,,Osa Unai,81,,",, ,,",,,5,2006
33,,12.0,,+ - 20:54:34,,,Chaurreau I\xf1igo,82,AG2R Pr\xe9voyance,",, ,,",,,5,2006
22,,167.0,,+ - 20:54:34,,,de Maar Marc,83,Rabobank ProTeam,",, ,,",,,5,2006
33,,79.0,,+ - 20:54:34,,,Roesems Bert,84,Davitamon - Lotto,",, ,,",,,5,2006
35,,7.0,,+ - 20:54:34,,,Padrnos Pavel,85,Discovery Channel,",, ,,",,,5,2006
29,,67.0,,+ - 20:54:34,,,Poilvet Benoit,86,Cr\xe9dit Agricole,",, ,,",,,5,2006
34,,106.0,13.0,+0:56,,,Rebellin Davide,87,Gerolsteiner,",, ,,",,,5,2006
31,,146.0,,+ - 20:54:34,,,Pe\xf1a Victor Hugo,88,Phonak Hearing Systems,",, ,,",,,5,2006
29,,118.0,,+ - 20:54:34,,,Valjavec Tadej,89,Lampre-Fondital,",, ,,",,,5,2006
33,,145.0,,+ - 20:54:34,,,Merckx Axel,90,Phonak Hearing Systems,",, ,,",,,5,2006
24,,109.0,8.0,+0:33,,,Schumacher Stefan,91,Gerolsteiner,",, ,,",,,5,2006
28,,117.0,,+ - 20:54:34,,,Tiralongo Paolo,92,Lampre-Fondital,",, ,,",,,5,2006
31,,133.0,14.0,+0:58,,,Cioni Dario,93,Liquigas,",, ,,",,,5,2006
27,,104.0,,+ - 20:54:34,,,Moletta Andrea,94,Gerolsteiner,",, ,,",,,5,2006
27,,114.0,,+ - 20:54:34,,,Petrov Evgeni,95,Lampre-Fondital,",, ,,",,,5,2006
34,,3.0,,+ - 20:54:34,,,Beltran Manuel,96,Discovery Channel,",, ,,",,,5,2006
28,,202.0,,+ - 20:54:34,,,Cortinovis Alessandro,97,Milram,",, ,,",,,5,2006
22,,21.0,,+ - 20:54:34,,,Bernaudeau Giovanni,98,Bouygues Telecom,",, ,,",,,5,2006
30,,178.0,,+ - 20:54:34,,,Pinotti Marco,99,Saunier Duval - Prodir,",, ,,",,,5,2006
28,,132.0,,+ - 20:54:34,,,Calcagni Patrick,100,Liquigas,",, ,,",,,5,2006
34,,171.0,,+ - 20:54:34,,,Simoni Gilberto,101,Saunier Duval - Prodir,",, ,,",,,5,2006
30,,91.0,15.0,+1:01,,,McGee Bradley,102,Fran\xe7aise des Jeux,",, ,,",,,5,2006
29,,198.0,16.0,+1:02,,,Gustov Volodymyr,103,CSC ProTeam,",, ,,",,,5,2006
24,,172.0,,+ - 20:54:34,,,Gomez Gomez Angel,104,Saunier Duval - Prodir,",, ,,",,,5,2006
31,,44.0,,+ - 20:54:34,,,Baliani Fortunato,105,Ceramica Panaria - Navigare,",, ,,",,,5,2006
28,,108.0,,+ - 20:54:34,,,Scholz Ronny,106,Gerolsteiner,",, ,,",,,5,2006
22,,124.0,,+ - 20:54:34,,,Navarro Daniel,107,,",, ,,",,,5,2006
26,,77.0,,+ - 20:54:34,,,Van Huffel Wim,108,Davitamon - Lotto,",, ,,",,,5,2006
33,,128.0,,+ - 20:54:34,,,Serrano Marcos Antonio,109,,",, ,,",,,5,2006
21,,48.0,,+ - 20:54:34,,,Rubiano Miguel Angel,110,Ceramica Panaria - Navigare,",, ,,",,,5,2006
24,,87.0,,+ - 20:54:34,,,Lopez David,111,Euskaltel - Euskadi,",, ,,",,,5,2006
32,,65.0,,+ - 20:54:34,,,Halgand Patrice,112,Cr\xe9dit Agricole,",, ,,",,,5,2006
34,,196.0,3.0,+0:08,,,Voigt Jens,113,CSC ProTeam,",, ,,",,,5,2006
23,,24.0,,+ - 20:54:34,,,Bonnaire Olivier,114,Bouygues Telecom,",, ,,",,,5,2006
24,,66.0,,+ - 20:54:34,,,Pauriol R\xe9mi,115,Cr\xe9dit Agricole,",, ,,",,,5,2006
25,,14.0,,+ - 20:54:34,,,Dupont Hubert,116,AG2R Pr\xe9voyance,",, ,,",,,5,2006
32,,42.0,,+ - 20:54:34,,,Mazzanti Luca,117,Ceramica Panaria - Navigare,",, ,,",,,5,2006
27,,15.0,,+ - 20:54:34,,,Gadret John,118,AG2R Pr\xe9voyance,",, ,,",,,5,2006
24,,81.0,,+ - 20:54:34,,,Albizuri Benat,119,Euskaltel - Euskadi,",, ,,",,,5,2006
28,,69.0,,+ - 20:54:34,,,Vogondy Nicolas,120,Cr\xe9dit Agricole,",, ,,",,,5,2006
24,,181.0,,+ - 20:54:34,,,Rujano Jos\xe9 Humberto,121,Selle Italia - Serramenti Diquigiovanni,",, ,,",,,5,2006
25,,189.0,,+ - 20:54:34,,,Anza Santo,122,Selle Italia - Serramenti Diquigiovanni,",, ,,",,,5,2006
19,,,,+ - 20:54:34,,,Sarmiento Jose Cayetano,123,,",, ,,",,,5,2006
32,,36.0,,+ - 20:54:34,,,Horrach Joan,124,Caisse d'Epargne - Illes Balears,",, ,,",,,5,2006
28,,126.0,,+ - 20:54:34,,,Ramirez Javier,125,,",, ,,",,,5,2006
33,,194.0,,+ - 20:54:34,,,Blaudzun Michael,126,CSC ProTeam,",, ,,",,,5,2006
35,,113.0,,+ - 20:54:34,,,Fornaciari Paolo,127,Lampre-Fondital,",, ,,",,,5,2006
33,,121.0,,+ - 20:54:34,,,Baranowski Dariusz,128,,",, ,,",,,5,2006
30,,193.0,7.0,+0:31,,,S\xf8rensen Nicki,129,CSC ProTeam,",, ,,",,,5,2006
32,,105.0,,+ - 20:54:34,,,Ordowski Volker,130,Gerolsteiner,",, ,,",,,5,2006
34,,185.0,,+ - 20:54:34,,,Bertolini Alessandro,131,Selle Italia - Serramenti Diquigiovanni,",, ,,",,,5,2006
25,,97.0,,+ - 20:54:34,,,Larsson Gustav,132,Fran\xe7aise des Jeux,",, ,,",,,5,2006
37,,153.0,,+ - 20:54:34,,,Bramati Davide,133,Quickstep - Innergetic,",, ,,",,,5,2006
25,,99.0,,+ - 20:54:34,,,Veikkanen Jussi,134,Fran\xe7aise des Jeux,",, ,,",,,5,2006
37,,169.0,,+ - 20:54:34,,,Wauters Marc,135,Rabobank ProTeam,",, ,,",,,5,2006
31,,157.0,,+ - 20:54:34,,,Scarselli Leonardo,136,Quickstep - Innergetic,",, ,,",,,5,2006
32,,219.0,,+ - 20:54:34,,,Ullrich Jan,137,T-Mobile Team,",, ,,",,,5,2006
20,,94.0,,+ - 20:54:34,,,Delage Micka\xebl,138,Fran\xe7aise des Jeux,",, ,,",,,5,2006
27,,182.0,,+ - 20:54:34,,,Serpa Jose Rodolfo,139,Selle Italia - Serramenti Diquigiovanni,",, ,,",,,5,2006
30,,57.0,,+ - 20:54:34,,,Parra Ivan Ramiro,140,Cofidis,",, ,,",,,5,2006
25,,204.0,,+ - 20:54:34,,,Knees Christian,141,Milram,",, ,,",,,5,2006
26,,203.0,,+ - 20:54:34,,,Ghisalberti Sergio,142,Milram,",, ,,",,,5,2006
23,,55.0,,+ - 20:54:34,,,Monfort Maxime,143,Cofidis,",, ,,",,,5,2006
28,,47.0,,+ - 20:54:34,,,Perez Cuapio Julio Alberto,144,Ceramica Panaria - Navigare,",, ,,",,,5,2006
36,,86.0,,+ - 20:54:34,,,Laiseka jaio Roberto,145,Euskaltel - Euskadi,",, ,,",,,5,2006
28,,176.0,,+ - 20:54:34,,,Olson Aaron,146,Saunier Duval - Prodir,",, ,,",,,5,2006
29,,34.0,,+ - 20:54:34,,,Fertonani Marco,147,Caisse d'Epargne - Illes Balears,",, ,,",,,5,2006
37,,184.0,,+ - 20:54:34,,,Barbero Sergio,148,Selle Italia - Serramenti Diquigiovanni,",, ,,",,,5,2006
25,,209.0,,+ - 20:54:34,,,Vanotti Alessandro,149,Milram,",, ,,",,,5,2006
29,,84.0,,+ - 20:54:34,,,Flores Iker,150,Euskaltel - Euskadi,",, ,,",,,5,2006
24,,205.0,,+ - 20:54:34,,,Lorenzetto Mirco,151,Milram,",, ,,",,,5,2006
26,,102.0,,+ - 20:54:34,,,Hiekmann Torsten,152,Gerolsteiner,",, ,,",,,5,2006
33,,8.0,10.0,+0:40,,,Rubiera Jos\xe9 Luis,153,Discovery Channel,",, ,,",,,5,2006
25,,88.0,,+ - 20:54:34,,,Luengo Anton,154,Euskaltel - Euskadi,",, ,,",,,5,2006
31,,59.0,,+ - 20:54:34,,,Verbrugghe Rik,155,Cofidis,",, ,,",,,5,2006
32,,53.0,,+ - 20:54:34,,,Marichal Thierry,156,Cofidis,",, ,,",,,5,2006
31,,138.0,,+ - 20:54:34,,,Spezialetti Alessandro,157,Liquigas,",, ,,",,,5,2006
30,,5.0,,+ - 20:54:34,,,Joachim Benoit,158,Discovery Channel,",, ,,",,,5,2006
23,,76.0,,+ - 20:54:34,,,Van Hecke Preben,159,Davitamon - Lotto,",, ,,",,,5,2006
27,,173.0,,+ - 20:54:34,,,Lobato Ruben,160,Saunier Duval - Prodir,",, ,,",,,5,2006
29,,29.0,,+ - 20:54:34,,,Lefevre Laurent,161,Bouygues Telecom,",, ,,",,,5,2006
24,,26.0,,+ - 20:54:34,,,Gene Yohann,162,Bouygues Telecom,",, ,,",,,5,2006
24,,144.0,,+ - 20:54:34,,,Mccarty Jonathan Patrick,163,Phonak Hearing Systems,",, ,,",,,5,2006
27,,92.0,,+ - 20:54:34,,,Casar Sandy,164,Fran\xe7aise des Jeux,",, ,,",,,5,2006
26,,74.0,,+ - 20:54:34,,,Kuyckx Jan,165,Davitamon - Lotto,",, ,,",,,5,2006
23,,148.0,,+ - 20:54:34,,,Tschopp Johann,166,Phonak Hearing Systems,",, ,,",,,5,2006
23,,17.0,,+ - 20:54:34,,,Naibo Carl,167,AG2R Pr\xe9voyance,",, ,,",,,5,2006
32,,9.0,,+ - 20:54:34,,,White Matthew,168,Discovery Channel,",, ,,",,,5,2006
30,,156.0,,+ - 20:54:34,,,Garrido Jos\xe9 Antonio,169,Quickstep - Innergetic,",, ,,",,,5,2006
30,,179.0,,+ - 20:54:34,,,Trentin Guido,170,Saunier Duval - Prodir,",, ,,",,,5,2006
26,,11.0,,+ - 20:54:34,,,Calzati Sylvain,171,AG2R Pr\xe9voyance,",, ,,",,,5,2006
22,,218.0,,+ - 20:54:34,,,Rabon Frantisek,172,T-Mobile Team,",, ,,",,,5,2006
36,,199.0,,+ - 20:54:34,,,Cuesta \xcd\xf1igo,173,CSC ProTeam,",, ,,",,,5,2006
34,,177.0,,+ - 20:54:34,,,Piepoli Leonardo,174,Saunier Duval - Prodir,",, ,,",,,5,2006
24,,54.0,,+ - 20:54:34,,,Moinard Ama\xebl,175,Cofidis,",, ,,",,,5,2006
27,,211.0,,+ - 20:54:34,,,Davis Scott,176,T-Mobile Team,",, ,,",,,5,2006
31,,192.0,,+ - 20:54:34,,,Sastre Carlos,177,CSC ProTeam,",, ,,",,,5,2006
30,,28.0,,+ - 20:54:34,,,le Boulanger Yoann,178,Bouygues Telecom,",, ,,",,,5,2006
30,,215.0,,+ - 20:54:34,,,Ludewig Jorg,179,T-Mobile Team,",, ,,",,,5,2006
31,,168.0,,+ - 20:54:34,,,Rasmussen Michael,180,Rabobank ProTeam,",, ,,",,,5,2006
31,,46.0,,+ - 20:54:34,,,Matveyev Sergiy,181,Ceramica Panaria - Navigare,",, ,,",,,5,2006
26,,64.0,,+ - 20:54:34,,,Edaleine Christophe,182,Cr\xe9dit Agricole,",, ,,",,,5,2006
28,,139.0,,+ - 20:54:34,,,Wegelius Charles,183,Liquigas,",, ,,",,,5,2006
32,,6.0,,+ - 20:54:34,,,McCartney Jason,184,Discovery Channel,",, ,,",,,5,2006
33,,56.0,,+ - 20:54:34,,,Moreni Cristian,185,Cofidis,",, ,,",,,5,2006
26,,213.0,,+ - 20:54:34,,,Kessler Matthias,186,T-Mobile Team,",, ,,",,,5,2006
23,,174.0,,+ - 20:54:34,,,Mazur Piotr,187,Saunier Duval - Prodir,",, ,,",,,5,2006
32,,78.0,,+ - 20:54:34,,,Vogels Henk,188,Davitamon - Lotto,",, ,,",,,5,2006
23,,63.0,,+ - 20:54:34,,,Bonnet William,189,Cr\xe9dit Agricole,",, ,,",,,5,2006
32,,135.0,,+ - 20:54:34,,,Miholjevic Vladimir,190,Liquigas,",, ,,",,,5,2006
27,,82.0,,+ - 20:54:34,,,Aranaga Andoni,191,Euskaltel - Euskadi,2:53 2:53,,,5,2006
27,,25.0,,+ - 20:54:34,,,Flickinger Andy,192,Bouygues Telecom,",, 2:53",,,5,2006
22,,98.0,,+ - 20:54:34,,,Monnerais Cyrille,193,Fran\xe7aise des Jeux,",, 2:53",,,5,2006
32,,214.0,,+ - 20:54:34,,,Korff Andre,194,T-Mobile Team,",, 2:53",,,5,2006
