BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ -11:03,,1,Team Giant - Alpecin,33:33 33:33,,1,2016
,,+ -11:03,,2,Team LottoNL-Jumbo,0:15 0:15,,1,2016
,,+ -11:03,,3,Etixx - Quick Step,0:20 0:20,,1,2016
,,+ -11:03,,4,IAM Cycling,0:36 0:36,,1,2016
,,+ -11:03,,5,Movistar Team,0:37 0:37,,1,2016
,,+ -11:03,,6,Orica GreenEDGE,0:41 0:41,,1,2016
,,+ -11:03,,7,Astana Pro Team,0:44 0:44,,1,2016
,,+ -11:03,,8,Trek - Segafredo,0:45 0:45,,1,2016
,,+ -11:03,,9,Cannondale Pro Cycling Team,0:47 0:47,,1,2016
,,+ -11:03,,10,BMC Racing Team,0:58 0:58,,1,2016
,,+ -11:03,,11,Lotto Soudal,1:09 1:09,,1,2016
,,+ -11:03,,12,FDJ,1:12 1:12,,1,2016
,,+ -11:03,,13,Tinkoff,",, 1:12",,1,2016
,,+ -11:03,,14,Team Sky,1:18 1:18,,1,2016
,,+ -11:03,,15,Team Katusha,1:20 1:20,,1,2016
,,+ -11:03,,16,Gazprom-RusVelo,1:39 1:39,,1,2016
,,+ -11:03,,17,AG2R La Mondiale,1:45 1:45,,1,2016
,,+ -11:03,,18,Lampre - Merida,1:48 1:48,,1,2016
,,+ -11:03,,19,Team Dimension Data,1:55 1:55,,1,2016
,,+ -11:03,,20,Wilier - Southeast,",, 1:55",,1,2016
,,+ -11:03,,21,Bardiani - CSF,2:03 2:03,,1,2016
,,+ -11:03,,22,Nippo - Vini Fantini,2:44 2:44,,1,2016
,,+ -4:49:34,1.0,1,Team Giant - Alpecin,14:29:06 14:29:06,-,2,2016
,,+ -4:49:34,2.0,2,Team LottoNL-Jumbo,0:15 0:15,-,2,2016
,,+ -4:49:34,3.0,3,Etixx - Quick Step,0:20 0:20,-,2,2016
,,+ -4:49:34,4.0,4,IAM Cycling,0:36 0:36,-,2,2016
,,+ -4:49:34,5.0,5,Movistar Team,0:37 0:37,-,2,2016
,,+ -4:49:34,6.0,6,Orica GreenEDGE,0:41 0:41,-,2,2016
,,+ -4:49:34,7.0,7,Astana Pro Team,0:44 0:44,-,2,2016
