Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,stage,year,▼▲
24,211,110,+28:41,32.0,Capecchi Eros,21,Footon-Servetto,26:46 26:46,7,2010,▲11
20,216,119,+29:28,23.0,Felline Fabio,22,Footon-Servetto,27:33 27:33,7,2010,▲1
25,103,120,+29:29,26.0,de Greef Francis,23,Omega Pharma-Lotto,27:34 27:34,7,2010,▲3
23,68,123,+29:34,21.0,Sulzberger Wesley,24,Francaise des Jeux,27:39 27:39,7,2010,▼3
25,111,125,+30:24,22.0,Cavendish Mark,25,Team HTC - Columbia,28:29 28:29,7,2010,▼3
23,142,138,+33:55,24.0,Ciolek Gerald,26,Milram,32:00 32:00,7,2010,▼2
24,192,141,+34:24,25.0,Boom Lars,27,Rabobank ProTeam,32:29 32:29,7,2010,▼2
23,137,143,+35:37,27.0,Seeldraeyers Kevin,28,Quickstep - Innergetic,33:42 33:42,7,2010,▼1
23,82,157,+40:42,28.0,Bouet Maxime,29,AG2R La Mondiale,38:47 38:47,7,2010,▼1
23,171,169,+44:39,29.0,Taaramäe Rein,30,"Cofidis, le Crédit en Ligne",42:44 42:44,7,2010,▼1
24,144,170,+44:58,30.0,Kluge Roger,31,Milram,43:03 43:03,7,2010,▼1
24,97,172,+48:56,31.0,Konovalovas Ignatas,32,Cervelo Test Team,47:01 47:01,7,2010,▼1
24,209,173,+49:14,33.0,Špilak Simon,33,Lampre - Farnese Vini,47:19 47:19,7,2010,-
24,202,179,+56:12,36.0,Bole Grega,34,Lampre - Farnese Vini,54:17 54:17,7,2010,▲2
22,207,180,+56:55,34.0,Malori Adriano,35,Lampre - Farnese Vini,55:00 55:00,7,2010,▼1
23,66,182,+57:01,35.0,Roux Anthony,36,Francaise des Jeux,55:06 55:06,7,2010,▼1
25,11,2,+0:20,1.0,Schleck Andy,1,Saxo Bank,37:57:29 37:57:29,8,2010,-
24,44,5,+1:45,2.0,Kreuziger Roman,2,Liquigas - Doimo,1:25 1:25,8,2010,-
24,195,9,+2:37,4.0,Gesink Robert,3,Rabobank ProTeam,2:17 2:17,8,2010,▲1
23,219,17,+4:27,3.0,Valls Rafael,4,Footon-Servetto,4:07 4:07,8,2010,▼1
23,156,33,+11:14,7.0,Rolland Pierre,5,Bbox Bouygues Telecom,10:54 10:54,8,2010,▲2
25,174,42,+17:30,8.0,El Fares Julien,6,"Cofidis, le Crédit en Ligne",17:10 17:10,8,2010,▲2
22,155,48,+24:17,5.0,Gautier Cyril,7,Bbox Bouygues Telecom,23:57 23:57,8,2010,▼2
25,14,50,+24:48,9.0,Fuglsang Jakob,8,Saxo Bank,24:28 24:28,8,2010,▲1
24,214,52,+25:17,14.0,Durán Arkaitz,9,Footon-Servetto,24:57 24:57,8,2010,▲5
24,211,62,+29:29,21.0,Capecchi Eros,10,Footon-Servetto,29:09 29:09,8,2010,▲11
24,39,66,+30:51,6.0,Thomas Geraint,11,Sky Procycling,30:31 30:31,8,2010,▼5
23,162,71,+35:09,10.0,Costa Rui,12,Caisse d'Epargne,34:49 34:49,8,2010,▼2
25,169,72,+35:40,11.0,Rojas José Joaquín,13,Caisse d'Epargne,35:20 35:20,8,2010,▼2
25,103,78,+39:10,23.0,de Greef Francis,14,Omega Pharma-Lotto,38:50 38:50,8,2010,▲9
25,143,89,+42:47,12.0,Fröhlinger Johannes,15,Milram,42:27 42:27,8,2010,▼3
23,76,90,+42:59,16.0,Pliuschin Alexandr,16,Team Katusha,42:39 42:39,8,2010,-
25,115,92,+43:24,13.0,Martin Tony,17,Team HTC - Columbia,43:04 43:04,8,2010,▼4
24,63,97,+45:57,20.0,Di Grégorio Rémy,18,Francaise des Jeux,45:37 45:37,8,2010,▲2
23,36,107,+48:37,15.0,Boasson Hagen Edvald,19,Sky Procycling,48:17 48:17,8,2010,▼4
23,43,115,+50:37,17.0,Koren Kristijan,20,Liquigas - Doimo,50:17 50:17,8,2010,▼3
25,108,116,+50:40,18.0,Roelandts Jürgen,21,Omega Pharma-Lotto,50:20 50:20,8,2010,▼3
23,46,121,+52:11,19.0,Oss Daniel,22,Liquigas - Doimo,51:51 51:51,8,2010,▼3
23,68,131,+55:48,24.0,Sulzberger Wesley,23,Francaise des Jeux,55:28 55:28,8,2010,▲1
23,82,136,+56:49,29.0,Bouet Maxime,24,AG2R La Mondiale,56:29 56:29,8,2010,▲5
20,216,141,+1:00:27,22.0,Felline Fabio,25,Footon-Servetto,1:00:07 1:00:07,8,2010,▼3
24,192,144,+1:00:38,27.0,Boom Lars,26,Rabobank ProTeam,1:00:18 1:00:18,8,2010,▲1
25,111,146,+1:01:23,25.0,Cavendish Mark,27,Team HTC - Columbia,1:01:03 1:01:03,8,2010,▼2
23,137,149,+1:01:51,28.0,Seeldraeyers Kevin,28,Quickstep - Innergetic,1:01:31 1:01:31,8,2010,-
23,171,151,+1:04:36,30.0,Taaramäe Rein,29,"Cofidis, le Crédit en Ligne",1:04:16 1:04:16,8,2010,▲1
23,142,152,+1:04:54,26.0,Ciolek Gerald,30,Milram,1:04:34 1:04:34,8,2010,▼4
24,97,170,+1:15:10,32.0,Konovalovas Ignatas,31,Cervelo Test Team,1:14:50 1:14:50,8,2010,▲1
24,144,173,+1:16:15,31.0,Kluge Roger,32,Milram,1:15:55 1:15:55,8,2010,▼1
24,209,175,+1:20:13,33.0,Špilak Simon,33,Lampre - Farnese Vini,1:19:53 1:19:53,8,2010,-
24,202,178,+1:22:26,34.0,Bole Grega,34,Lampre - Farnese Vini,1:22:06 1:22:06,8,2010,-
23,66,180,+1:23:26,36.0,Roux Anthony,35,Francaise des Jeux,1:23:06 1:23:06,8,2010,▲1
22,207,182,+1:27:54,35.0,Malori Adriano,36,Lampre - Farnese Vini,1:27:34 1:27:34,8,2010,▼1
25,11,1,+0:00,1.0,Schleck Andy,1,Saxo Bank,43:35:41 43:35:41,9,2010,-
24,195,5,+4:22,3.0,Gesink Robert,2,Rabobank ProTeam,4:22 4:22,9,2010,▲1
24,44,9,+5:11,2.0,Kreuziger Roman,3,Liquigas - Doimo,5:11 5:11,9,2010,▼1
22,155,37,+28:50,7.0,Gautier Cyril,4,Bbox Bouygues Telecom,28:50 28:50,9,2010,▲3
23,219,39,+30:01,4.0,Valls Rafael,5,Footon-Servetto,30:01 30:01,9,2010,▼1
25,174,41,+30:29,6.0,El Fares Julien,6,"Cofidis, le Crédit en Ligne",30:29 30:29,9,2010,-
25,14,54,+44:33,8.0,Fuglsang Jakob,7,Saxo Bank,44:33 44:33,9,2010,▲1
23,156,57,+45:49,5.0,Rolland Pierre,8,Bbox Bouygues Telecom,45:49 45:49,9,2010,▼3
24,214,63,+50:51,9.0,Durán Arkaitz,9,Footon-Servetto,50:51 50:51,9,2010,-
24,39,64,+51:08,11.0,Thomas Geraint,10,Sky Procycling,51:08 51:08,9,2010,▲1
25,103,69,+54:05,14.0,de Greef Francis,11,Omega Pharma-Lotto,54:05 54:05,9,2010,▲3
24,211,70,+55:03,10.0,Capecchi Eros,12,Footon-Servetto,55:03 55:03,9,2010,▼2
25,169,72,+55:57,13.0,Rojas José Joaquín,13,Caisse d'Epargne,55:57 55:57,9,2010,-
25,143,77,+57:44,15.0,Fröhlinger Johannes,14,Milram,57:44 57:44,9,2010,▲1
23,162,79,+1:00:43,12.0,Costa Rui,15,Caisse d'Epargne,1:00:43 1:00:43,9,2010,▼3
23,36,91,+1:08:54,19.0,Boasson Hagen Edvald,16,Sky Procycling,1:08:54 1:08:54,9,2010,▲3
24,63,94,+1:11:31,18.0,Di Grégorio Rémy,17,Francaise des Jeux,1:11:31 1:11:31,9,2010,▲1
23,43,101,+1:16:11,20.0,Koren Kristijan,18,Liquigas - Doimo,1:16:11 1:16:11,9,2010,▲2
23,82,105,+1:17:06,24.0,Bouet Maxime,19,AG2R La Mondiale,1:17:06 1:17:06,9,2010,▲5
23,76,106,+1:17:34,16.0,Pliuschin Alexandr,20,Team Katusha,1:17:34 1:17:34,9,2010,▼4
25,115,108,+1:17:59,17.0,Martin Tony,21,Team HTC - Columbia,1:17:59 1:17:59,9,2010,▼4
24,192,118,+1:20:55,26.0,Boom Lars,22,Rabobank ProTeam,1:20:55 1:20:55,9,2010,▲4
23,46,120,+1:22:04,22.0,Oss Daniel,23,Liquigas - Doimo,1:22:04 1:22:04,9,2010,▼1
23,171,127,+1:24:53,29.0,Taaramäe Rein,24,"Cofidis, le Crédit en Ligne",1:24:53 1:24:53,9,2010,▲5
25,108,128,+1:25:15,21.0,Roelandts Jürgen,25,Omega Pharma-Lotto,1:25:15 1:25:15,9,2010,▼4
23,68,138,+1:30:23,23.0,Sulzberger Wesley,26,Francaise des Jeux,1:30:23 1:30:23,9,2010,▼3
24,97,147,+1:35:27,31.0,Konovalovas Ignatas,27,Cervelo Test Team,1:35:27 1:35:27,9,2010,▲4
25,111,148,+1:35:58,27.0,Cavendish Mark,28,Team HTC - Columbia,1:35:58 1:35:58,9,2010,▼1
23,137,150,+1:36:26,28.0,Seeldraeyers Kevin,29,Quickstep - Innergetic,1:36:26 1:36:26,9,2010,▼1
23,142,153,+1:39:29,30.0,Ciolek Gerald,30,Milram,1:39:29 1:39:29,9,2010,-
24,209,164,+1:45:47,33.0,Špilak Simon,31,Lampre - Farnese Vini,1:45:47 1:45:47,9,2010,▲2
24,202,170,+1:48:00,34.0,Bole Grega,32,Lampre - Farnese Vini,1:48:00 1:48:00,9,2010,▲2
23,66,177,+1:58:18,35.0,Roux Anthony,33,Francaise des Jeux,1:58:18 1:58:18,9,2010,▲2
22,207,178,+2:02:29,36.0,Malori Adriano,34,Lampre - Farnese Vini,2:02:29 2:02:29,9,2010,▲2
25,11,1,+0:00,1.0,Schleck Andy,1,Saxo Bank,49:00:56 49:00:56,10,2010,-
24,195,5,+4:22,2.0,Gesink Robert,2,Rabobank ProTeam,4:22 4:22,10,2010,-
24,44,9,+5:11,3.0,Kreuziger Roman,3,Liquigas - Doimo,5:11 5:11,10,2010,-
22,155,38,+30:18,4.0,Gautier Cyril,4,Bbox Bouygues Telecom,30:18 30:18,10,2010,-
25,174,40,+30:29,6.0,El Fares Julien,5,"Cofidis, le Crédit en Ligne",30:29 30:29,10,2010,▲1
23,219,42,+31:29,5.0,Valls Rafael,6,Footon-Servetto,31:29 31:29,10,2010,▼1
23,156,43,+32:59,8.0,Rolland Pierre,7,Bbox Bouygues Telecom,32:59 32:59,10,2010,▲1
25,14,57,+46:01,7.0,Fuglsang Jakob,8,Saxo Bank,46:01 46:01,10,2010,▼1
24,39,64,+51:08,10.0,Thomas Geraint,9,Sky Procycling,51:08 51:08,10,2010,▲1
24,214,65,+52:19,9.0,Durán Arkaitz,10,Footon-Servetto,52:19 52:19,10,2010,▼1
24,211,70,+55:03,12.0,Capecchi Eros,11,Footon-Servetto,55:03 55:03,10,2010,▲1
25,103,72,+55:33,11.0,de Greef Francis,12,Omega Pharma-Lotto,55:33 55:33,10,2010,▼1
25,169,73,+55:57,13.0,Rojas José Joaquín,13,Caisse d'Epargne,55:57 55:57,10,2010,-
25,143,78,+59:12,14.0,Fröhlinger Johannes,14,Milram,59:12 59:12,10,2010,-
23,162,80,+1:02:11,15.0,Costa Rui,15,Caisse d'Epargne,1:02:11 1:02:11,10,2010,-
23,82,86,+1:06:07,19.0,Bouet Maxime,16,AG2R La Mondiale,1:06:07 1:06:07,10,2010,▲3
23,36,93,+1:10:22,16.0,Boasson Hagen Edvald,17,Sky Procycling,1:10:22 1:10:22,10,2010,▼1
24,63,97,+1:12:59,17.0,Di Grégorio Rémy,18,Francaise des Jeux,1:12:59 1:12:59,10,2010,▼1
23,43,100,+1:16:11,18.0,Koren Kristijan,19,Liquigas - Doimo,1:16:11 1:16:11,10,2010,▼1
23,76,106,+1:17:34,20.0,Pliuschin Alexandr,20,Team Katusha,1:17:34 1:17:34,10,2010,-
25,115,108,+1:17:59,21.0,Martin Tony,21,Team HTC - Columbia,1:17:59 1:17:59,10,2010,-
23,46,117,+1:22:04,23.0,Oss Daniel,22,Liquigas - Doimo,1:22:04 1:22:04,10,2010,▲1
24,192,120,+1:22:23,22.0,Boom Lars,23,Rabobank ProTeam,1:22:23 1:22:23,10,2010,▼1
25,108,127,+1:25:15,25.0,Roelandts Jürgen,24,Omega Pharma-Lotto,1:25:15 1:25:15,10,2010,▲1
23,171,130,+1:26:21,24.0,Taaramäe Rein,25,"Cofidis, le Crédit en Ligne",1:26:21 1:26:21,10,2010,▼1
23,68,138,+1:30:23,26.0,Sulzberger Wesley,26,Francaise des Jeux,1:30:23 1:30:23,10,2010,-
25,111,148,+1:35:58,28.0,Cavendish Mark,27,Team HTC - Columbia,1:35:58 1:35:58,10,2010,▲1
24,97,150,+1:36:55,27.0,Konovalovas Ignatas,28,Cervelo Test Team,1:36:55 1:36:55,10,2010,▼1
23,137,153,+1:37:54,29.0,Seeldraeyers Kevin,29,Quickstep - Innergetic,1:37:54 1:37:54,10,2010,-
23,142,154,+1:39:29,30.0,Ciolek Gerald,30,Milram,1:39:29 1:39:29,10,2010,-
24,209,165,+1:45:47,31.0,Špilak Simon,31,Lampre - Farnese Vini,1:45:47 1:45:47,10,2010,-
24,202,167,+1:48:00,32.0,Bole Grega,32,Lampre - Farnese Vini,1:48:00 1:48:00,10,2010,-
23,66,177,+2:00:46,33.0,Roux Anthony,33,Francaise des Jeux,2:00:46 2:00:46,10,2010,-
22,207,178,+2:02:29,34.0,Malori Adriano,34,Lampre - Farnese Vini,2:02:29 2:02:29,10,2010,-
25,11,1,+0:00,1.0,Schleck Andy,1,Saxo Bank,53:43:25 53:43:25,11,2010,-
24,195,5,+4:22,2.0,Gesink Robert,2,Rabobank ProTeam,4:22 4:22,11,2010,-
24,44,9,+5:11,3.0,Kreuziger Roman,3,Liquigas - Doimo,5:11 5:11,11,2010,-
22,155,38,+30:18,4.0,Gautier Cyril,4,Bbox Bouygues Telecom,30:18 30:18,11,2010,-
25,174,40,+30:29,5.0,El Fares Julien,5,"Cofidis, le Crédit en Ligne",30:29 30:29,11,2010,-
23,219,46,+39:10,6.0,Valls Rafael,6,Footon-Servetto,39:10 39:10,11,2010,-
23,156,47,+40:40,7.0,Rolland Pierre,7,Bbox Bouygues Telecom,40:40 40:40,11,2010,-
25,14,60,+50:42,8.0,Fuglsang Jakob,8,Saxo Bank,50:42 50:42,11,2010,-
24,39,62,+51:08,9.0,Thomas Geraint,9,Sky Procycling,51:08 51:08,11,2010,-
24,214,63,+52:19,10.0,Durán Arkaitz,10,Footon-Servetto,52:19 52:19,11,2010,-
25,169,68,+55:57,13.0,Rojas José Joaquín,11,Caisse d'Epargne,55:57 55:57,11,2010,▲2
25,103,74,+58:02,12.0,de Greef Francis,12,Omega Pharma-Lotto,58:02 58:02,11,2010,-
25,143,75,+59:12,14.0,Fröhlinger Johannes,13,Milram,59:12 59:12,11,2010,▲1
23,162,77,+1:02:11,15.0,Costa Rui,14,Caisse d'Epargne,1:02:11 1:02:11,11,2010,▲1
24,211,79,+1:02:44,11.0,Capecchi Eros,15,Footon-Servetto,1:02:44 1:02:44,11,2010,▼4
23,36,91,+1:10:22,17.0,Boasson Hagen Edvald,16,Sky Procycling,1:10:22 1:10:22,11,2010,▲1
23,82,94,+1:13:48,16.0,Bouet Maxime,17,AG2R La Mondiale,1:13:48 1:13:48,11,2010,▼1
23,76,101,+1:17:34,20.0,Pliuschin Alexandr,18,Team Katusha,1:17:34 1:17:34,11,2010,▲2
25,115,106,+1:19:08,21.0,Martin Tony,19,Team HTC - Columbia,1:19:08 1:19:08,11,2010,▲2
24,63,111,+1:20:40,18.0,Di Grégorio Rémy,20,Francaise des Jeux,1:20:40 1:20:40,11,2010,▼2
23,46,113,+1:22:04,22.0,Oss Daniel,21,Liquigas - Doimo,1:22:04 1:22:04,11,2010,▲1
24,192,117,+1:22:52,23.0,Boom Lars,22,Rabobank ProTeam,1:22:52 1:22:52,11,2010,▲1
23,43,119,+1:23:52,19.0,Koren Kristijan,23,Liquigas - Doimo,1:23:52 1:23:52,11,2010,▼4
25,108,120,+1:25:15,24.0,Roelandts Jürgen,24,Omega Pharma-Lotto,1:25:15 1:25:15,11,2010,-
23,68,132,+1:30:23,26.0,Sulzberger Wesley,25,Francaise des Jeux,1:30:23 1:30:23,11,2010,▲1
23,171,138,+1:34:02,25.0,Taaramäe Rein,26,"Cofidis, le Crédit en Ligne",1:34:02 1:34:02,11,2010,▼1
25,111,142,+1:35:58,27.0,Cavendish Mark,27,Team HTC - Columbia,1:35:58 1:35:58,11,2010,-
23,142,146,+1:39:29,30.0,Ciolek Gerald,28,Milram,1:39:29 1:39:29,11,2010,▲2
24,97,151,+1:41:36,28.0,Konovalovas Ignatas,29,Cervelo Test Team,1:41:36 1:41:36,11,2010,▼1
23,137,158,+1:45:35,29.0,Seeldraeyers Kevin,30,Quickstep - Innergetic,1:45:35 1:45:35,11,2010,▼1
24,209,159,+1:46:34,31.0,Špilak Simon,31,Lampre - Farnese Vini,1:46:34 1:46:34,11,2010,-
24,202,164,+1:48:47,32.0,Bole Grega,32,Lampre - Farnese Vini,1:48:47 1:48:47,11,2010,-
22,207,173,+2:04:09,34.0,Malori Adriano,33,Lampre - Farnese Vini,2:04:09 2:04:09,11,2010,▲1
23,66,175,+2:05:51,33.0,Roux Anthony,34,Francaise des Jeux,2:05:51 2:05:51,11,2010,▼1
25,11,1,+0:00,1.0,Schleck Andy,1,Saxo Bank,58:42:01 58:42:01,12,2010,-
24,195,5,+4:27,2.0,Gesink Robert,2,Rabobank ProTeam,4:27 4:27,12,2010,-
24,44,8,+5:16,3.0,Kreuziger Roman,3,Liquigas - Doimo,5:16 5:16,12,2010,-
22,155,37,+31:01,4.0,Gautier Cyril,4,Bbox Bouygues Telecom,31:01 31:01,12,2010,-
25,174,39,+33:54,5.0,El Fares Julien,5,"Cofidis, le Crédit en Ligne",33:54 33:54,12,2010,-
23,156,45,+42:25,7.0,Rolland Pierre,6,Bbox Bouygues Telecom,42:25 42:25,12,2010,▲1
23,219,48,+44:38,6.0,Valls Rafael,7,Footon-Servetto,44:38 44:38,12,2010,▼1
25,14,57,+54:07,8.0,Fuglsang Jakob,8,Saxo Bank,54:07 54:07,12,2010,-
24,39,60,+56:23,9.0,Thomas Geraint,9,Sky Procycling,56:23 56:23,12,2010,-
24,214,62,+57:34,10.0,Durán Arkaitz,10,Footon-Servetto,57:34 57:34,12,2010,-
25,169,63,+58:04,11.0,Rojas José Joaquín,11,Caisse d'Epargne,58:04 58:04,12,2010,-
25,103,74,+1:03:17,12.0,de Greef Francis,12,Omega Pharma-Lotto,1:03:17 1:03:17,12,2010,-
24,211,75,+1:03:45,15.0,Capecchi Eros,13,Footon-Servetto,1:03:45 1:03:45,12,2010,▲2
25,143,76,+1:04:27,13.0,Fröhlinger Johannes,14,Milram,1:04:27 1:04:27,12,2010,▼1
23,162,80,+1:07:39,14.0,Costa Rui,15,Caisse d'Epargne,1:07:39 1:07:39,12,2010,▼1
23,82,92,+1:19:21,17.0,Bouet Maxime,16,AG2R La Mondiale,1:19:21 1:19:21,12,2010,▲1
23,76,93,+1:20:29,18.0,Pliuschin Alexandr,17,Team Katusha,1:20:29 1:20:29,12,2010,▲1
23,36,94,+1:20:32,16.0,Boasson Hagen Edvald,18,Sky Procycling,1:20:32 1:20:32,12,2010,▼2
24,63,100,+1:22:25,20.0,Di Grégorio Rémy,19,Francaise des Jeux,1:22:25 1:22:25,12,2010,▲1
25,115,105,+1:25:30,19.0,Martin Tony,20,Team HTC - Columbia,1:25:30 1:25:30,12,2010,▼1
23,46,109,+1:27:19,21.0,Oss Daniel,21,Liquigas - Doimo,1:27:19 1:27:19,12,2010,-
25,108,116,+1:30:30,24.0,Roelandts Jürgen,22,Omega Pharma-Lotto,1:30:30 1:30:30,12,2010,▲2
23,43,124,+1:33:09,23.0,Koren Kristijan,23,Liquigas - Doimo,1:33:09 1:33:09,12,2010,-
23,68,127,+1:35:38,25.0,Sulzberger Wesley,24,Francaise des Jeux,1:35:38 1:35:38,12,2010,▲1
23,171,135,+1:39:30,26.0,Taaramäe Rein,25,"Cofidis, le Crédit en Ligne",1:39:30 1:39:30,12,2010,▲1
23,137,144,+1:47:08,30.0,Seeldraeyers Kevin,26,Quickstep - Innergetic,1:47:08 1:47:08,12,2010,▲4
24,97,146,+1:47:58,29.0,Konovalovas Ignatas,27,Cervelo Test Team,1:47:58 1:47:58,12,2010,▲2
25,111,147,+1:48:27,27.0,Cavendish Mark,28,Team HTC - Columbia,1:48:27 1:48:27,12,2010,▼1
23,142,151,+1:51:29,28.0,Ciolek Gerald,29,Milram,1:51:29 1:51:29,12,2010,▼1
24,209,158,+1:55:51,31.0,Špilak Simon,30,Lampre - Farnese Vini,1:55:51 1:55:51,12,2010,▲1
24,202,162,+1:57:06,32.0,Bole Grega,31,Lampre - Farnese Vini,1:57:06 1:57:06,12,2010,▲1
22,207,171,+2:16:59,33.0,Malori Adriano,32,Lampre - Farnese Vini,2:16:59 2:16:59,12,2010,▲1
23,66,173,+2:19:49,34.0,Roux Anthony,33,Francaise des Jeux,2:19:49 2:19:49,12,2010,▲1
25,11,1,+0:00,1.0,Schleck Andy,1,Saxo Bank,63:08:40 63:08:40,13,2010,-
24,195,5,+4:27,2.0,Gesink Robert,2,Rabobank ProTeam,4:27 4:27,13,2010,-
24,44,8,+5:16,3.0,Kreuziger Roman,3,Liquigas - Doimo,5:16 5:16,13,2010,-
22,155,37,+31:01,4.0,Gautier Cyril,4,Bbox Bouygues Telecom,31:01 31:01,13,2010,-
25,174,39,+33:54,5.0,El Fares Julien,5,"Cofidis, le Crédit en Ligne",33:54 33:54,13,2010,-
23,156,44,+42:25,6.0,Rolland Pierre,6,Bbox Bouygues Telecom,42:25 42:25,13,2010,-
23,219,47,+45:59,7.0,Valls Rafael,7,Footon-Servetto,45:59 45:59,13,2010,-
24,39,55,+56:23,9.0,Thomas Geraint,8,Sky Procycling,56:23 56:23,13,2010,▲1
25,169,57,+58:04,11.0,Rojas José Joaquín,9,Caisse d'Epargne,58:04 58:04,13,2010,▲2
24,214,58,+58:55,10.0,Durán Arkaitz,10,Footon-Servetto,58:55 58:55,13,2010,-
25,14,61,+59:40,8.0,Fuglsang Jakob,11,Saxo Bank,59:40 59:40,13,2010,▼3
24,211,68,+1:03:45,13.0,Capecchi Eros,12,Footon-Servetto,1:03:45 1:03:45,13,2010,▲1
25,103,76,+1:07:39,12.0,de Greef Francis,13,Omega Pharma-Lotto,1:07:39 1:07:39,13,2010,▼1
25,143,78,+1:08:49,14.0,Fröhlinger Johannes,14,Milram,1:08:49 1:08:49,13,2010,-
23,162,81,+1:12:01,15.0,Costa Rui,15,Caisse d'Epargne,1:12:01 1:12:01,13,2010,-
23,36,90,+1:20:32,18.0,Boasson Hagen Edvald,16,Sky Procycling,1:20:32 1:20:32,13,2010,▲2
24,63,94,+1:22:25,19.0,Di Grégorio Rémy,17,Francaise des Jeux,1:22:25 1:22:25,13,2010,▲2
23,76,95,+1:22:30,17.0,Pliuschin Alexandr,18,Team Katusha,1:22:30 1:22:30,13,2010,▼1
23,82,100,+1:26:12,16.0,Bouet Maxime,19,AG2R La Mondiale,1:26:12 1:26:12,13,2010,▼3
25,108,109,+1:30:30,22.0,Roelandts Jürgen,20,Omega Pharma-Lotto,1:30:30 1:30:30,13,2010,▲2
23,46,111,+1:32:52,21.0,Oss Daniel,21,Liquigas - Doimo,1:32:52 1:32:52,13,2010,-
25,115,116,+1:35:00,20.0,Martin Tony,22,Team HTC - Columbia,1:35:00 1:35:00,13,2010,▼2
23,43,121,+1:37:31,23.0,Koren Kristijan,23,Liquigas - Doimo,1:37:31 1:37:31,13,2010,-
23,68,133,+1:42:29,24.0,Sulzberger Wesley,24,Francaise des Jeux,1:42:29 1:42:29,13,2010,-
25,111,141,+1:48:27,28.0,Cavendish Mark,25,Team HTC - Columbia,1:48:27 1:48:27,13,2010,▲3
23,142,144,+1:51:29,29.0,Ciolek Gerald,26,Milram,1:51:29 1:51:29,13,2010,▲3
24,192,145,+1:53:22,,Boom Lars,27,Rabobank ProTeam,1:53:22 1:53:22,13,2010,-
23,137,146,+1:53:59,26.0,Seeldraeyers Kevin,28,Quickstep - Innergetic,1:53:59 1:53:59,13,2010,▼2
24,97,148,+1:54:49,27.0,Konovalovas Ignatas,29,Cervelo Test Team,1:54:49 1:54:49,13,2010,▼2
24,202,152,+1:57:06,31.0,Bole Grega,30,Lampre - Farnese Vini,1:57:06 1:57:06,13,2010,▲1
24,209,160,+2:02:42,30.0,Špilak Simon,31,Lampre - Farnese Vini,2:02:42 2:02:42,13,2010,▼1
22,207,170,+2:23:50,32.0,Malori Adriano,32,Lampre - Farnese Vini,2:23:50 2:23:50,13,2010,-
23,66,172,+2:26:48,33.0,Roux Anthony,33,Francaise des Jeux,2:26:48 2:26:48,13,2010,-
25,11,1,+0:00,1.0,Schleck Andy,1,Saxo Bank,68:02:30 68:02:30,14,2010,-
24,195,4,+4:27,2.0,Gesink Robert,2,Rabobank ProTeam,4:27 4:27,14,2010,-
24,44,10,+7:11,3.0,Kreuziger Roman,3,Liquigas - Doimo,7:11 7:11,14,2010,-
25,174,32,+35:47,5.0,El Fares Julien,4,"Cofidis, le Crédit en Ligne",35:47 35:47,14,2010,▲1
22,155,41,+45:07,4.0,Gautier Cyril,5,Bbox Bouygues Telecom,45:07 45:07,14,2010,▼1
23,219,43,+49:50,7.0,Valls Rafael,6,Footon-Servetto,49:50 49:50,14,2010,▲1
23,156,44,+50:22,6.0,Rolland Pierre,7,Bbox Bouygues Telecom,50:22 50:22,14,2010,▼1
24,39,55,+1:10:29,8.0,Thomas Geraint,8,Sky Procycling,1:10:29 1:10:29,14,2010,-
25,14,57,+1:13:44,11.0,Fuglsang Jakob,9,Saxo Bank,1:13:44 1:13:44,14,2010,▲2
25,169,65,+1:17:39,9.0,Rojas José Joaquín,10,Caisse d'Epargne,1:17:39 1:17:39,14,2010,▼1
24,214,67,+1:18:30,10.0,Durán Arkaitz,11,Footon-Servetto,1:18:30 1:18:30,14,2010,▼1
25,103,68,+1:19:00,13.0,de Greef Francis,12,Omega Pharma-Lotto,1:19:00 1:19:00,14,2010,▲1
25,143,75,+1:28:24,14.0,Fröhlinger Johannes,13,Milram,1:28:24 1:28:24,14,2010,▲1
24,63,77,+1:30:46,17.0,Di Grégorio Rémy,14,Francaise des Jeux,1:30:46 1:30:46,14,2010,▲3
23,162,79,+1:31:36,15.0,Costa Rui,15,Caisse d'Epargne,1:31:36 1:31:36,14,2010,-
24,211,85,+1:39:33,12.0,Capecchi Eros,16,Footon-Servetto,1:39:33 1:39:33,14,2010,▼4
23,43,99,+1:51:37,23.0,Koren Kristijan,17,Liquigas - Doimo,1:51:37 1:51:37,14,2010,▲6
23,82,101,+1:53:45,19.0,Bouet Maxime,18,AG2R La Mondiale,1:53:45 1:53:45,14,2010,▲1
23,36,104,+1:56:20,16.0,Boasson Hagen Edvald,19,Sky Procycling,1:56:20 1:56:20,14,2010,▼3
23,76,107,+1:58:18,18.0,Pliuschin Alexandr,20,Team Katusha,1:58:18 1:58:18,14,2010,▼2
23,137,112,+2:03:40,28.0,Seeldraeyers Kevin,21,Quickstep - Innergetic,2:03:40 2:03:40,14,2010,▲7
25,108,118,+2:06:18,20.0,Roelandts Jürgen,22,Omega Pharma-Lotto,2:06:18 2:06:18,14,2010,▼2
23,46,121,+2:08:40,21.0,Oss Daniel,23,Liquigas - Doimo,2:08:40 2:08:40,14,2010,▼2
25,115,126,+2:10:48,22.0,Martin Tony,24,Team HTC - Columbia,2:10:48 2:10:48,14,2010,▼2
24,192,136,+2:16:21,27.0,Boom Lars,25,Rabobank ProTeam,2:16:21 2:16:21,14,2010,▲2
