Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
24,,93,65.0,+1:16,,Chaves Johan Esteban,64,Orica GreenEDGE,",, 0:14",,2,2014
22,,122,70.0,+1:26,,Barguil Warren,65,Team Giant - Shimano,",, 0:14",,2,2014
27,,188,30.0,+0:44,,Wyss Marcel,66,IAM Cycling,",, 0:14",,2,2014
26,,4,73.0,+1:29,,Modolo Sacha,67,Lampre - Merida,",, 0:14",,2,2014
30,,192,52.0,+1:02,,Marczynski Tomasz,68,CCC Polsat Polkowice,",, 0:14",,2,2014
22,,204,43.0,+0:55,,Meintjes Louis,69,MTN - Qhubeka,",, 0:14",,2,2014
29,,86,44.0,+0:55,,Schleck Andy,70,Trek Factory Racing,",, 0:14",,2,2014
42,,191,18.0,+0:38,,Rebellin Davide,71,CCC Polsat Polkowice,",, 0:14",,2,2014
24,,111,6.0,+0:23,,Slagter Tom-Jelte,72,Garmin Sharp,",, 0:14",,2,2014
27,,211,64.0,+1:14,,Seeldraeyers Kevin,73,Wanty - Groupe Gobert,",, 0:14",,2,2014
26,,44,24.0,+0:41,,Henao Sergio Luis,74,Team Sky,",, 0:14",,2,2014
22,,113,68.0,+1:22,,Brown Nathan,75,Garmin Sharp,",, 0:14",,2,2014
23,,43,63.0,+1:12,,Dombrowski Joe,76,Team Sky,",, 0:14",,2,2014
26,,8,35.0,+0:52,,Valls Rafael,77,Lampre - Merida,",, 0:14",,2,2014
31,,187,62.0,+1:11,,Tschopp Johann,78,IAM Cycling,",, 0:14",,2,2014
24,,116,3.0,+0:13,,Dennis Rohan,79,Garmin Sharp,",, 0:14",,2,2014
34,,27,40.0,+0:54,,Plaza Rub\xe9n,80,Movistar Team,",, 0:14",,2,2014
36,,115,56.0,+1:06,,Danielson Thomas,81,Garmin Sharp,",, 0:14",,2,2014
35,,182,82.0,+2:11,,Elmiger Martin,82,IAM Cycling,1:36 1:36,,2,2014
23,,166,84.0,+2:54,,Van der Sande Tosh,83,Lotto Belisol,1:46 1:46,,2,2014
40,,77,86.0,+3:04,,Tosatto Matteo,84,Tinkoff - Saxo,",, 1:46",,2,2014
28,,68,85.0,+2:59,,Wyss Danilo,85,BMC Racing Team,1:50 1:50,,2,2014
24,,163,83.0,+2:43,,Breen Vegard,86,Lotto Belisol,2:13 2:13,,2,2014
25,,178,87.0,+5:16,,Thurau Bjorn,87,Team Europcar,3:32 3:32,,2,2014
30,,146,96.0,+6:42,,Iglinskiy Valentin,88,Astana Pro Team,5:09 5:09,,2,2014
29,,217,92.0,+6:11,,Selvaggi Mirko,89,Wanty - Groupe Gobert,",, 5:09",,2,2014
28,,64,88.0,+5:50,,Kohler Martin,90,BMC Racing Team,",, 5:09",,2,2014
28,,105,98.0,+6:46,,Leezer Tom,91,Belkin-Pro Cycling Team,",, 5:09",,2,2014
33,,118,89.0,+6:04,,Vansummeren Johan,92,Garmin Sharp,",, 5:09",,2,2014
29,,168,94.0,+6:25,,Vanendert Jelle,93,Lotto Belisol,",, 5:09",,2,2014
34,,36,97.0,+6:43,,Kuchynski Aliaksandr,94,Team Katusha,",, 5:09",,2,2014
35,,6,93.0,+6:21,,Serpa Jose Rodolfo,95,Lampre - Merida,",, 5:09",,2,2014
25,,215,91.0,+6:07,,de Vreese Laurens,96,Wanty - Groupe Gobert,",, 5:09",,2,2014
25,,132,95.0,+6:30,,Boivin Guillaume,97,Cannondale,",, 5:09",,2,2014
29,,153,90.0,+6:06,,Ladagnous Matthieu,98,FDJ.fr,",, 5:09",,2,2014
25,,121,104.0,+10:13,,Degenkolb John,99,Team Giant - Shimano,9:11 9:11,,2,2014
31,,202,101.0,+10:03,,Gerdemann Linus,100,MTN - Qhubeka,",, 9:11",,2,2014
30,,171,109.0,+10:44,,Bernaudeau Giovanni,101,Team Europcar,",, 9:11",,2,2014
31,,134,107.0,+10:28,,King Edward,102,Cannondale,",, 9:11",,2,2014
27,,38,102.0,+10:09,,Smukulis Gatis,103,Team Katusha,",, 9:11",,2,2014
29,,74,105.0,+10:17,,Breschel Matti,104,Tinkoff - Saxo,",, 9:11",,2,2014
34,,85,103.0,+10:13,,Rast Gregory,105,Trek Factory Racing,",, 9:11",,2,2014
33,,91,99.0,+9:43,,Albasini Michael,106,Orica GreenEDGE,",, 9:11",,2,2014
29,,137,110.0,+10:48,,Sabatini Fabio,107,Cannondale,",, 9:11",,2,2014
24,,17,100.0,+9:53,,Trentin Matteo,108,Omega Pharma - Quick-Step,",, 9:11",,2,2014
33,,176,106.0,+10:23,,Mederel Maxime,109,Team Europcar,",, 9:11",,2,2014
34,,173,108.0,+10:36,,Engoulvent Jimmy,110,Team Europcar,",, 9:11",,2,2014
38,,24,111.0,+11:01,,Lastras Pablo,111,Movistar Team,",, 9:11",,2,2014
29,,76,122.0,+17:39,,S\xf8rensen Chris Anker,112,Tinkoff - Saxo,16:03 16:03,,2,2014
36,,96,120.0,+17:25,,Hayman Mathew,113,Orica GreenEDGE,16:04 16:04,,2,2014
27,,95,123.0,+17:56,,Goss Matthew,114,Orica GreenEDGE,",, 16:04",,2,2014
24,,53,121.0,+17:30,,Kern Julian,115,AG2R La Mondiale,",, 16:04",,2,2014
29,,154,119.0,+17:16,,Pineau C\xe9dric,116,FDJ.fr,",, 16:04",,2,2014
25,,107,117.0,+17:10,,Vanmarcke Sep,117,Belkin-Pro Cycling Team,",, 16:04",,2,2014
27,,195,124.0,+18:06,,Paterski Maciej,118,CCC Polsat Polkowice,",, 16:04",,2,2014
29,,198,112.0,+16:38,,Taciak Mateusz,119,CCC Polsat Polkowice,",, 16:04",,2,2014
29,,141,114.0,+16:54,,Agnoli Valerio,120,Astana Pro Team,",, 16:04",,2,2014
25,,51,116.0,+17:10,,Appollonio Davide,121,AG2R La Mondiale,",, 16:04",,2,2014
33,,175,118.0,+17:11,,Kern Christophe,122,Team Europcar,",, 16:04",,2,2014
25,,206,113.0,+16:43,,Teklehaimanot Daniel,123,MTN - Qhubeka,",, 16:04",,2,2014
34,,87,115.0,+17:06,,Schleck Fr\xe4nk,124,Trek Factory Racing,16:11 16:11,,2,2014
23,,34,144.0,+20:00,,Haller Marco,125,Team Katusha,18:50 18:50,,2,2014
32,,108,146.0,+20:03,,Wynants Maarten,126,Belkin-Pro Cycling Team,",, 18:50",,2,2014
27,,201,141.0,+19:57,,Ciolek Gerald,127,MTN - Qhubeka,",, 18:50",,2,2014
20,,88,132.0,+19:34,,van Poppel Danny,128,Trek Factory Racing,",, 18:50",,2,2014
32,,54,149.0,+20:11,,Minard S\xe9bastien,129,AG2R La Mondiale,",, 18:50",,2,2014
24,,2,148.0,+20:04,,Palini Andrea,130,Lampre - Merida,",, 18:50",,2,2014
32,,55,162.0,+20:26,,Mondory Lloyd,131,AG2R La Mondiale,",, 18:50",,2,2014
28,,207,139.0,+19:55,,Thomson Jay Robert,132,MTN - Qhubeka,",, 18:50",,2,2014
25,,25,168.0,+21:02,,Lobato Juan Jos\xe9,133,Movistar Team,",, 18:50",,2,2014
26,,144,165.0,+20:35,,Guarnieri Jacopo,134,Astana Pro Team,",, 18:50",,2,2014
29,,18,136.0,+19:45,,Velits Martin,135,Omega Pharma - Quick-Step,",, 18:50",,2,2014
26,,92,164.0,+20:29,,Bewley Sam,136,Orica GreenEDGE,",, 18:50",,2,2014
29,,12,158.0,+20:18,,Cavendish Mark,137,Omega Pharma - Quick-Step,",, 18:50",,2,2014
31,,14,151.0,+20:11,,Renshaw Mark,138,Omega Pharma - Quick-Step,",, 18:50",,2,2014
27,,208,156.0,+20:14,,Venter Jaco,139,MTN - Qhubeka,",, 18:50",,2,2014
25,,22,131.0,+19:31,,Dowsett Alex,140,Movistar Team,",, 18:50",,2,2014
30,,16,130.0,+19:29,,Terpstra Niki,141,Omega Pharma - Quick-Step,",, 18:50",,2,2014
24,,47,134.0,+19:40,,Rowe Luke,142,Team Sky,",, 18:50",,2,2014
30,,58,169.0,+21:20,,Turgot S\xe9bastien,143,AG2R La Mondiale,",, 18:50",,2,2014
33,,156,138.0,+19:52,,Mangel Laurent,144,FDJ.fr,",, 18:50",,2,2014
25,,128,159.0,+20:18,,Sinkeldam Ramon,145,Team Giant - Shimano,",, 18:50",,2,2014
33,,81,125.0,+18:52,,Cancellara Fabian,146,Trek Factory Racing,",, 18:50",,2,2014
28,,33,143.0,+19:58,,Isaychev Vladimir,147,Team Katusha,",, 18:50",,2,2014
28,,37,150.0,+20:11,,Porsev Alexander,148,Team Katusha,",, 18:50",,2,2014
26,,35,153.0,+20:11,,Kristoff Alexander,149,Team Katusha,",, 18:50",,2,2014
33,,11,152.0,+20:11,,Boonen Tom,150,Omega Pharma - Quick-Step,",, 18:50",,2,2014
25,,126,157.0,+20:15,,Mezgec Luka,151,Team Giant - Shimano,",, 18:50",,2,2014
33,,72,155.0,+20:13,,Bennati Daniele,152,Tinkoff - Saxo,",, 18:50",,2,2014
24,,136,161.0,+20:20,,Ratto Daniele,153,Cannondale,",, 18:50",,2,2014
23,,135,129.0,+19:22,,Moser Moreno,154,Cannondale,",, 18:50",,2,2014
34,,147,126.0,+19:13,,Kessiakoff Fredrik,155,Astana Pro Team,",, 18:50",,2,2014
27,,157,128.0,+19:21,,Roux Anthony,156,FDJ.fr,",, 18:50",,2,2014
26,,158,140.0,+19:56,,Soupe Geoffrey,157,FDJ.fr,",, 18:50",,2,2014
27,,167,160.0,+20:18,,van Genechten Jonas,158,Lotto Belisol,",, 18:50",,2,2014
33,,15,147.0,+20:03,,Steegmans Gert,159,Omega Pharma - Quick-Step,",, 18:50",,2,2014
31,,5,154.0,+20:13,,Richeze Ariel Maximiliano,160,Lampre - Merida,",, 18:50",,2,2014
27,,148,163.0,+20:29,,Tleubayev Ruslan,161,Astana Pro Team,",, 18:50",,2,2014
35,,218,127.0,+19:18,,Veuchelen Frederik,162,Wanty - Groupe Gobert,",, 18:50",,2,2014
29,,164,166.0,+20:36,,Dehaes Kenny,163,Lotto Belisol,",, 18:50",,2,2014
28,,162,133.0,+19:38,,Arm\xe9e Sander,164,Lotto Belisol,",, 18:50",,2,2014
26,,216,137.0,+19:48,,Kreder Michel,165,Wanty - Groupe Gobert,",, 18:50",,2,2014
27,,212,142.0,+19:58,,Baugnies Jerome,166,Wanty - Groupe Gobert,",, 18:50",,2,2014
27,,193,145.0,+20:03,,Marycz Jaroslaw,167,CCC Polsat Polkowice,",, 18:50",,2,2014
29,,75,135.0,+19:42,,M\xf8rk\xf8v Michael,168,Tinkoff - Saxo,",, 18:50",,2,2014
28,,186,167.0,+20:48,,Kluge Roger,169,IAM Cycling,",, 18:50",,2,2014
32,,174,171.0,+26:56,,Gene Yohann,170,Team Europcar,25:59 25:59,,2,2014
22,,172,170.0,+26:53,,Coquard Bryan,171,Team Europcar,",, 25:59",,2,2014
34,,83,,+ -5:22:20,,Devolder Stijn,DNF,Trek Factory Racing,",, 25:59",,2,2014
31,,161,,+ -5:22:20,,Monfort Maxime,DNF,Lotto Belisol,",, 25:59",,2,2014
26,,203,,+ -5:22:20,,Janse van Rensburg Jacques,DNF,MTN - Qhubeka,",, 25:59",,2,2014
31,,56,,+ -5:22:20,,Pozzovivo Domenico,DNS,AG2R La Mondiale,",, 25:59",,2,2014
23,,103,,+ -5:22:20,,Goos Marc,DNS,Belkin-Pro Cycling Team,",, 25:59",,2,2014
24,,131,3.0,+0:14,50.0,Sagan Peter,1,Cannondale,5:22:09 5:22:09,6.0,3,2014
33,,91,84.0,+9:38,30.0,Albasini Michael,2,Orica GreenEDGE,",, ,,",4.0,3,2014
26,,44,15.0,+0:36,18.0,Henao Sergio Luis,3,Team Sky,",, ,,",2.0,3,2014
27,,101,4.0,+0:17,13.0,Mollema Bauke,4,Belkin-Pro Cycling Team,",, ,,",1.0,3,2014
37,,61,26.0,+0:51,10.0,Evans Cadel,5,BMC Racing Team,",, ,,",1.0,3,2014
29,,28,25.0,+0:51,7.0,Rojas Jos\xe9 Joaqu\xedn,6,Movistar Team,",, ,,",,3,2014
27,,1,16.0,+0:37,4.0,Costa Rui,7,Lampre - Merida,",, ,,",,3,2014
24,,151,13.0,+0:35,3.0,Pinot Thibaut,8,FDJ.fr,",, ,,",,3,2014
27,,181,9.0,+0:29,2.0,Frank Mathias,9,IAM Cycling,",, ,,",,3,2014
28,,71,8.0,+0:28,1.0,Kreuziger Roman,10,Tinkoff - Saxo,",, ,,",,3,2014
21,,133,6.0,+0:27,,Formolo Davide,11,Cannondale,",, ,,",,3,2014
30,,205,12.0,+0:31,,Pardilla Sergio,12,MTN - Qhubeka,0:05 0:05,,3,2014
24,,111,5.0,+0:23,,Slagter Tom-Jelte,13,Garmin Sharp,",, 0:05",,3,2014
29,,13,1.0,+0:00,,Martin Tony,14,Omega Pharma - Quick-Step,",, 0:05",,3,2014
23,,125,2.0,+0:06,,Dumoulin Tom,15,Team Giant - Shimano,",, 0:05",,3,2014
28,,152,35.0,+1:10,,Jeannesson Arnold,16,FDJ.fr,",, 0:05",,3,2014
42,,191,18.0,+0:38,,Rebellin Davide,17,CCC Polsat Polkowice,",, 0:05",,3,2014
22,,123,20.0,+0:43,,Craddock Lawson,18,Team Giant - Shimano,",, 0:05",,3,2014
28,,213,30.0,+0:58,,Degand Thomas,19,Wanty - Groupe Gobert,",, 0:05",,3,2014
25,,23,7.0,+0:27,,Izagirre Ion,20,Movistar Team,",, 0:05",,3,2014
28,,21,21.0,+0:43,,Capecchi Eros,21,Movistar Team,",, 0:05",,3,2014
23,,127,14.0,+0:36,,Preidler Georg,22,Team Giant - Shimano,",, 0:05",,3,2014
31,,102,31.0,+1:00,,Clement Stef,23,Belkin-Pro Cycling Team,",, 0:05",,3,2014
33,,57,19.0,+0:39,,Riblon Christophe,24,AG2R La Mondiale,",, 0:05",,3,2014
33,,31,43.0,+1:26,,Kolobnev Alexandr,25,Team Katusha,",, 0:05",,3,2014
24,,93,37.0,+1:16,,Chaves Johan Esteban,26,Orica GreenEDGE,",, 0:05",,3,2014
27,,188,22.0,+0:44,,Wyss Marcel,27,IAM Cycling,",, 0:05",,3,2014
29,,26,28.0,+0:53,,Moreno Javier,28,Movistar Team,",, 0:05",,3,2014
22,,204,29.0,+0:55,,Meintjes Louis,29,MTN - Qhubeka,",, 0:05",,3,2014
23,,3,10.0,+0:29,,Cattaneo Mattia,30,Lampre - Merida,",, 0:05",,3,2014
28,,112,17.0,+0:38,,Acevedo Janier Alexis,31,Garmin Sharp,",, 0:05",,3,2014
33,,106,23.0,+0:44,,ten Dam Laurens,32,Belkin-Pro Cycling Team,",, 0:05",,3,2014
31,,65,33.0,+1:04,,Morabito Steve,33,BMC Racing Team,",, 0:05",,3,2014
30,,192,32.0,+1:02,,Marczynski Tomasz,34,CCC Polsat Polkowice,",, 0:05",,3,2014
24,,32,24.0,+0:46,,Chernetski Sergei,35,Team Katusha,",, 0:05",,3,2014
31,,187,36.0,+1:11,,Tschopp Johann,36,IAM Cycling,",, 0:05",,3,2014
26,,8,27.0,+0:52,,Valls Rafael,37,Lampre - Merida,",, 0:05",,3,2014
22,,122,42.0,+1:26,,Barguil Warren,38,Team Giant - Shimano,",, 0:05",,3,2014
25,,45,11.0,+0:29,,Kennaugh Peter,39,Team Sky,",, 0:05",,3,2014
29,,214,40.0,+1:19,,de Greef Francis,40,Wanty - Groupe Gobert,",, 0:05",,3,2014
27,,211,41.0,+1:23,,Seeldraeyers Kevin,41,Wanty - Groupe Gobert,0:14 0:14,,3,2014
32,,142,34.0,+1:04,,Gasparotto Enrico,42,Astana Pro Team,",, 0:14",,3,2014
26,,183,39.0,+1:17,,Fumeaux Jonathan,43,IAM Cycling,",, 0:14",,3,2014
33,,196,38.0,+1:17,,Rutkiewicz Marek,44,CCC Polsat Polkowice,",, 0:14",,3,2014
29,,114,51.0,+2:19,,Cardoso Andr\xe9,45,Garmin Sharp,0:43 0:43,,3,2014
30,,62,49.0,+2:12,,Burghardt Marcus,46,BMC Racing Team,0:48 0:48,,3,2014
25,,117,44.0,+1:36,,King Benjamin,47,Garmin Sharp,1:03 1:03,,3,2014
29,,82,45.0,+1:43,,Busche Matthew,48,Trek Factory Racing,",, 1:03",,3,2014
28,,185,46.0,+1:43,,Hollenstein Reto,49,IAM Cycling,",, 1:03",,3,2014
24,,17,88.0,+11:03,,Trentin Matteo,50,Omega Pharma - Quick-Step,1:15 1:15,,3,2014
29,,74,92.0,+11:37,,Breschel Matti,51,Tinkoff - Saxo,1:25 1:25,,3,2014
22,,113,54.0,+2:46,,Brown Nathan,52,Garmin Sharp,1:29 1:29,,3,2014
33,,46,48.0,+2:07,,Knees Christian,53,Team Sky,",, 1:29",,3,2014
29,,138,60.0,+3:26,,Salerno Cristiano,54,Cannondale,",, 1:29",,3,2014
27,,193,112.0,+21:27,,Marycz Jaroslaw,55,CCC Polsat Polkowice,",, 1:29",,3,2014
31,,177,58.0,+3:10,,Pichot Alexandre,56,Team Europcar,",, 1:29",,3,2014
24,,194,59.0,+3:12,,Owsian Lukasz,57,CCC Polsat Polkowice,",, 1:29",,3,2014
27,,66,53.0,+2:32,,Schar Michael,58,BMC Racing Team,",, 1:29",,3,2014
30,,171,94.0,+12:08,,Bernaudeau Giovanni,59,Team Europcar,",, 1:29",,3,2014
28,,64,74.0,+7:14,,Kohler Martin,60,BMC Racing Team,",, 1:29",,3,2014
29,,197,57.0,+2:54,,Samoilau Branislau,61,CCC Polsat Polkowice,",, 1:29",,3,2014
25,,165,55.0,+2:48,,Dockx Gert,62,Lotto Belisol,",, 1:29",,3,2014
31,,202,90.0,+11:27,,Gerdemann Linus,63,MTN - Qhubeka,",, 1:29",,3,2014
38,,24,95.0,+12:25,,Lastras Pablo,64,Movistar Team,",, 1:29",,3,2014
29,,217,78.0,+7:35,,Selvaggi Mirko,65,Wanty - Groupe Gobert,",, 1:29",,3,2014
29,,86,50.0,+2:19,,Schleck Andy,66,Trek Factory Racing,",, 1:29",,3,2014
29,,153,77.0,+7:30,,Ladagnous Matthieu,67,FDJ.fr,",, 1:29",,3,2014
35,,6,79.0,+7:45,,Serpa Jose Rodolfo,68,Lampre - Merida,",, 1:29",,3,2014
25,,7,52.0,+2:31,,Oliveira Nelson,69,Lampre - Merida,",, 1:29",,3,2014
25,,206,105.0,+18:07,,Teklehaimanot Daniel,70,MTN - Qhubeka,",, 1:29",,3,2014
23,,63,47.0,+2:06,,Dillier Silvan,71,BMC Racing Team,",, 1:29",,3,2014
34,,85,91.0,+11:37,,Rast Gregory,72,Trek Factory Racing,",, 1:29",,3,2014
34,,36,80.0,+8:25,,Kuchynski Aliaksandr,73,Team Katusha,1:47 1:47,,3,2014
34,,41,56.0,+2:52,,Wiggins Bradley,74,Team Sky,2:25 2:25,,3,2014
27,,208,115.0,+22:34,,Venter Jaco,75,MTN - Qhubeka,",, 2:25",,3,2014
25,,215,82.0,+8:42,,de Vreese Laurens,76,Wanty - Groupe Gobert,2:40 2:40,,3,2014
29,,143,61.0,+3:40,,Gavazzi Francesco,77,Astana Pro Team,2:44 2:44,,3,2014
29,,154,109.0,+20:12,,Pineau C\xe9dric,78,FDJ.fr,3:01 3:01,,3,2014
35,,218,113.0,+22:14,,Veuchelen Frederik,79,Wanty - Groupe Gobert,",, 3:01",,3,2014
25,,107,110.0,+20:18,,Vanmarcke Sep,80,Belkin-Pro Cycling Team,3:13 3:13,,3,2014
31,,124,66.0,+4:26,,de Kort Koen,81,Team Giant - Shimano,",, 3:13",,3,2014
32,,54,118.0,+23:19,,Minard S\xe9bastien,82,AG2R La Mondiale,",, 3:13",,3,2014
30,,155,64.0,+4:07,,Roy J\xe9r\xe9my,83,FDJ.fr,",, 3:13",,3,2014
33,,78,63.0,+4:02,,Zaugg Oliver,84,Tinkoff - Saxo,",, 3:13",,3,2014
23,,43,65.0,+4:20,,Dombrowski Joe,85,Team Sky,",, 3:13",,3,2014
27,,73,62.0,+3:47,,Boaro Manuele,86,Tinkoff - Saxo,",, 3:13",,3,2014
29,,137,101.0,+15:05,,Sabatini Fabio,87,Cannondale,4:22 4:22,,3,2014
33,,72,126.0,+24:30,,Bennati Daniele,88,Tinkoff - Saxo,",, 4:22",,3,2014
25,,132,87.0,+10:47,,Boivin Guillaume,89,Cannondale,",, 4:22",,3,2014
24,,136,128.0,+24:37,,Ratto Daniele,90,Cannondale,",, 4:22",,3,2014
23,,67,70.0,+5:22,,Warbasse Larry,91,BMC Racing Team,",, 4:22",,3,2014
20,,88,120.0,+23:51,,van Poppel Danny,92,Trek Factory Racing,",, 4:22",,3,2014
40,,77,76.0,+7:21,,Tosatto Matteo,93,Tinkoff - Saxo,",, 4:22",,3,2014
29,,75,121.0,+23:59,,M\xf8rk\xf8v Michael,94,Tinkoff - Saxo,",, 4:22",,3,2014
31,,5,125.0,+24:30,,Richeze Ariel Maximiliano,95,Lampre - Merida,",, 4:22",,3,2014
24,,116,67.0,+4:30,,Dennis Rohan,96,Garmin Sharp,",, 4:22",,3,2014
36,,115,71.0,+5:23,,Danielson Thomas,97,Garmin Sharp,",, 4:22",,3,2014
27,,195,114.0,+22:23,,Paterski Maciej,98,CCC Polsat Polkowice,",, 4:22",,3,2014
27,,104,69.0,+5:17,,Kruijswijk Steven,99,Belkin-Pro Cycling Team,",, 4:22",,3,2014
