Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
25,195.0,,,,,Hruska Jan,1,Vitalicio Seguros - Grupo Generali,,+0:00,,0,2000
33,171.0,,,,,Cipollini Mario,1,Saeco,,+0:00,-,1,2000
27,115.0,,,,,Moreni Cristian,1,Liquigas - Pata,,+0:00,-,2,2000
27,115.0,,,,1.0,Moreni Cristian,1,Liquigas - Pata,,+0:00,-,3,2000
27,115.0,,,,1.0,Moreni Cristian,1,Liquigas - Pata,,+0:00,-,4,2000
26,69.0,,,,,Tosatto Matteo,1,Fassa Bortolo,,+0:00,-,5,2000
26,69.0,,,,1.0,Tosatto Matteo,1,Fassa Bortolo,,+0:00,-,6,2000
26,69.0,,,,1.0,Tosatto Matteo,1,Fassa Bortolo,,+0:00,-,7,2000
25,75.0,,,,,Gutierrez Jose Enrique,1,Kelme - Costa Blanca,,+0:00,-,8,2000
29,181.0,,,,,Casagrande Francesco,1,,,+0:00,-,9,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,10,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,11,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,12,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,13,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,14,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,15,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,16,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,17,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,18,2000
29,181.0,,,,1.0,Casagrande Francesco,1,,,+0:00,-,19,2000
26,131.0,,,,,Garzelli Stefano,1,Mercatone Uno - Albacom,,+0:00,-,20,2000
26,131.0,1.0,+0:00,400.0,1.0,Garzelli Stefano,1,Mercatone Uno - Albacom,98:30:14 98:30:14,+0:00,-,21,2000
29,181.0,2.0,+1:27,290.0,,Casagrande Francesco,2,,1:27 1:27,+1:27,-,21,2000
28,91.0,3.0,+1:33,240.0,,Simoni Gilberto,3,Lampre - Daikin,1:33 1:33,+1:33,-,21,2000
