BIB,GC,GC-Time,Prev,Rnk,Team,Time,\u25bc\u25b2,stage,year
,,+ -4:16:54,,1,Lotto Soudal,12:53:10 12:53:10,,1,2017
,,+ -4:16:54,,2,AG2R La Mondiale,0:42 0:42,,1,2017
,,+ -4:16:54,,3,UAE Team Emirates,0:57 0:57,,1,2017
,,+ -4:16:54,,4,Cannondale-Drapac Pro Cycling Team,0:59 0:59,,1,2017
,,+ -4:16:54,,5,Astana Pro Team,",, 0:59",,1,2017
,,+ -4:16:54,,6,Bahrain Merida Pro Cycling Team,",, 0:59",,1,2017
,,+ -4:16:54,,7,BMC Racing Team,",, 0:59",,1,2017
,,+ -4:16:54,,8,Movistar Team,",, 0:59",,1,2017
,,+ -4:16:54,,9,ORICA-Scott,",, 0:59",,1,2017
,,+ -4:16:54,,10,Team Sky,",, 0:59",,1,2017
,,+ -4:16:54,,11,Trek - Segafredo,",, 0:59",,1,2017
,,+ -4:16:54,,12,Wanty - Groupe Gobert,2:09 2:09,,1,2017
,,+ -4:16:54,,13,"Cofidis, Solutions Cr\xe9dits",",, 2:09",,1,2017
,,+ -4:16:54,,14,Quick-Step Floors,",, 2:09",,1,2017
,,+ -4:16:54,,15,BORA - hansgrohe,4:01 4:01,,1,2017
,,+ -4:16:54,,16,Delko Marseille Provence KTM,4:03 4:03,,1,2017
,,+ -4:16:54,,17,Team Katusha - Alpecin,4:29 4:29,,1,2017
,,+ -4:16:54,,18,Team LottoNL-Jumbo,6:45 6:45,,1,2017
,,+ -4:16:54,,19,Team Dimension Data,6:57 6:57,,1,2017
,,+ -4:16:54,,20,Direct Energie,7:55 7:55,,1,2017
,,+ -4:16:54,,21,Team Sunweb,12:55 12:55,,1,2017
,,+ -4:16:54,,22,FDJ,14:18 14:18,,1,2017
,,+ -8:30:47,1.0,1,Lotto Soudal,25:34:49 25:34:49,-,2,2017
,,+ -8:30:47,2.0,2,AG2R La Mondiale,0:42 0:42,-,2,2017
,,+ -8:30:47,3.0,3,UAE Team Emirates,0:57 0:57,-,2,2017
,,+ -8:30:47,4.0,4,Cannondale-Drapac Pro Cycling Team,0:59 0:59,-,2,2017
,,+ -8:30:47,5.0,5,Astana Pro Team,",, 0:59",-,2,2017
,,+ -8:30:47,6.0,6,Bahrain Merida Pro Cycling Team,",, 0:59",-,2,2017
,,+ -8:30:47,8.0,7,Movistar Team,",, 0:59",\u25b21,2,2017
