Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,stage,year,▼▲
28.0,184.0,19,+ 51:29:40,,20,Hamilton Tyler,19,US Postal Service,46:55:37 46:55:37,+22:22,11,1999,▲1
25.0,113.0,20,+ 51:30:26,,19,Contreras Carlos Alberto,20,Kelme - Costa Blanca,46:56:23 46:56:23,+23:12,11,1999,▼1
28.0,155.0,21,+ 51:30:39,,21,Heulot Stephane,21,La Française des Jeux,46:56:36 46:56:36,+22:22,11,1999,-
25.0,91.0,22,+ 51:32:59,,44,Vinokourov Alexandre,22,Casino - AG2R,46:58:56 46:58:56,+1:16,11,1999,▲22
30.0,61.0,23,+ 51:33:07,,22,Gotti Ivan,23,Polti,46:59:04 46:59:04,+22:22,11,1999,▼1
36.0,192.0,24,+ 51:34:29,,23,Bourguignon Thierry,24,BigMat - Auber 93,47:00:26 47:00:26,+22:22,11,1999,▼1
28.0,141.0,25,+ 51:36:20,,47,Belli Wladimir,25,Festina - Lotus,47:02:17 47:02:17,+1:28,11,1999,▲22
26.0,59.0,26,+ 51:38:06,,24,Serrano Marcos Antonio,26,O.N.C.E. - Deutsche Bank,47:04:03 47:04:03,+22:22,11,1999,▼2
25.0,53.0,27,+ 51:38:34,,25,Etxebarria David,27,O.N.C.E. - Deutsche Bank,47:04:31 47:04:31,+22:22,11,1999,▼2
33.0,33.0,28,+ 51:39:42,,26,Faresin Gianni,28,Mapei - Quickstep,47:05:39 47:05:39,+22:22,11,1999,▼2
30.0,131.0,29,+ 51:42:02,,28,Simon François,29,Credit agricole,47:07:59 47:07:59,+22:18,11,1999,▼1
29.0,126.0,30,+ 51:42:52,,27,González de Galdeano Álvaro,30,Vitalicio Seguros - Grupo Generali,47:08:49 47:08:49,+23:12,11,1999,▼3
30.0,35.0,31,+ 51:45:15,,29,Lanfranchi Paolo,31,Mapei - Quickstep,47:11:12 47:11:12,+22:22,11,1999,▼2
35.0,23.0,32,+ 51:47:06,,30,Elli Alberto,32,Team Telekom,47:13:03 47:13:03,+23:12,11,1999,▼2
23.0,125.0,33,+ 51:47:33,,33,García Francisco Tomas,33,Vitalicio Seguros - Grupo Generali,47:13:30 47:13:30,+22:22,11,1999,-
31.0,8.0,34,+ 51:47:40,,31,Meier Roland,34,Cofidis,47:13:37 47:13:37,+23:12,11,1999,▼3
29.0,76.0,35,+ 51:47:53,,32,Meier Armin,35,Saeco - Cannondale,47:13:50 47:13:50,+23:12,11,1999,▼3
26.0,186.0,36,+ 51:47:59,,34,Livingston Kevin,36,US Postal Service,47:13:56 47:13:56,+22:22,11,1999,▼2
23.0,165.0,37,+ 51:48:58,,35,Mancebo Francisco,37,Banesto,47:14:55 47:14:55,+22:22,11,1999,▼2
29.0,151.0,38,+ 51:50:04,,37,Robin Jean-Cyril,38,La Française des Jeux,47:16:01 47:16:01,+22:22,11,1999,▼1
29.0,112.0,39,+ 51:50:09,,36,Castelblanco José Joaquin,39,Kelme - Costa Blanca,47:16:06 47:16:06,+23:12,11,1999,▼3
26.0,88.0,40,+ 51:50:49,,38,Verheyen Geert,40,Lotto - Mobistar,47:16:46 47:16:46,+22:22,11,1999,▼2
32.0,22.0,41,+ 51:50:57,,39,Bolts Udo,41,Team Telekom,47:16:54 47:16:54,+22:22,11,1999,▼2
28.0,28.0,42,+ 51:51:29,,40,Totschnig Georg,42,Team Telekom,47:17:26 47:17:26,+22:22,11,1999,▼2
28.0,169.0,43,+ 51:53:28,,41,Solaun Cesar,43,Banesto,47:19:25 47:19:25,+23:12,11,1999,▼2
27.0,139.0,44,+ 51:53:44,,42,Voigt Jens,44,Credit agricole,47:19:41 47:19:41,+23:12,11,1999,▼2
25.0,55.0,45,+ 51:53:56,,43,González Santos,45,O.N.C.E. - Deutsche Bank,47:19:53 47:19:53,+22:22,11,1999,▼2
24.0,73.0,46,+ 51:55:50,,45,Commesso Salvatore,46,Saeco - Cannondale,47:21:47 47:21:47,+23:12,11,1999,▼1
27.0,41.0,47,+ 51:56:53,,46,Boogerd Michael,47,Rabobank ProTeam,47:22:50 47:22:50,+22:22,11,1999,▼1
33.0,18.0,48,+ 51:57:06,,69,Konishev Dimitri,48,Mercatone Uno - Bianchi,47:23:03 47:23:03,+1:14,11,1999,▲21
26.0,98.0,49,+ 51:58:24,,48,Oriol Christophe,49,Casino - AG2R,47:24:21 47:24:21,+23:12,11,1999,▼1
28.0,124.0,50,+ 52:02:01,,50,Cerezo Francisco,50,Vitalicio Seguros - Grupo Generali,47:27:58 47:27:58,+22:22,11,1999,-
32.0,147.0,51,+ 52:02:02,,51,Madouas Laurent,51,Festina - Lotus,47:27:59 47:27:59,+22:22,11,1999,-
34.0,103.0,52,+ 52:02:15,,77,Dierckxsens Ludo,52,Lampre - Daikin - Colnago,47:28:12 47:28:12,-0:24,11,1999,▲25
23.0,2.0,53,+ 52:02:35,,49,De Wolf Steve,53,Cofidis,47:28:32 47:28:32,+23:12,11,1999,▼4
26.0,52.0,54,+ 52:03:09,,52,Diaz Rafael,54,O.N.C.E. - Deutsche Bank,47:29:06 47:29:06,+22:22,11,1999,▼2
28.0,149.0,55,+ 52:04:47,,53,Rous Didier,55,Festina - Lotus,47:30:44 47:30:44,+22:22,11,1999,▼2
28.0,162.0,56,+ 52:04:48,,54,Arrieta José Luis,56,Banesto,47:30:45 47:30:45,+22:22,11,1999,▼2
25.0,56.0,57,+ 52:05:42,,55,Pérez Luis,57,O.N.C.E. - Deutsche Bank,47:31:39 47:31:39,+23:12,11,1999,▼2
27.0,93.0,58,+ 52:05:58,,56,Bessy Frédéric,58,Casino - AG2R,47:31:55 47:31:55,+22:22,11,1999,▼2
28.0,34.0,59,+ 52:06:03,,57,Fernandez Gines Manuel,59,Mapei - Quickstep,47:32:00 47:32:00,+22:22,11,1999,▼2
27.0,118.0,60,+ 52:06:25,,58,Pascual Rodríguez Javier,60,Kelme - Costa Blanca,47:32:22 47:32:22,+22:22,11,1999,▼2
25.0,115.0,61,+ 52:08:22,,59,Gomez Jose Javier,61,Kelme - Costa Blanca,47:34:19 47:34:19,+23:12,11,1999,▼2
26.0,101.0,62,+ 52:08:34,,60,Serpellini Marco,62,Lampre - Daikin - Colnago,47:34:31 47:34:31,+23:12,11,1999,▼2
31.0,63.0,63,+ 52:11:24,,61,Cattai Stefano,63,Polti,47:37:21 47:37:21,+22:22,11,1999,▼2
24.0,87.0,64,+ 52:12:07,,96,Verbrugghe Rik,64,Lotto - Mobistar,47:38:04 47:38:04,+1:27,11,1999,▲32
30.0,145.0,65,+ 52:12:15,,62,Jeker Fabian,65,Festina - Lotus,47:38:12 47:38:12,+22:22,11,1999,▼3
28.0,137.0,66,+ 52:14:07,,63,Vasseur Cédric,66,Credit agricole,47:40:04 47:40:04,+22:22,11,1999,▼3
29.0,65.0,67,+ 52:15:20,,64,Goubert Stéphane,67,Polti,47:41:17 47:41:17,+23:12,11,1999,▼3
29.0,17.0,68,+ 52:16:21,,99,Forconi Riccardo,68,Mercatone Uno - Bianchi,47:42:18 47:42:18,+5:07,11,1999,▲31
26.0,185.0,69,+ 52:16:29,,66,Hincapie George,69,US Postal Service,47:42:26 47:42:26,+22:22,11,1999,▼3
29.0,168.0,70,+ 52:17:13,,65,Peña Miguel Ángel,70,Banesto,47:43:10 47:43:10,+23:12,11,1999,▼5
28.0,16.0,71,+ 52:17:44,,67,Fincato Marco,71,Mercatone Uno - Bianchi,47:43:41 47:43:41,+22:22,11,1999,▼4
28.0,29.0,72,+ 52:18:03,,68,Wesemann Steffen,72,Team Telekom,47:44:00 47:44:00,+22:22,11,1999,▼4
26.0,164.0,73,+ 52:18:45,,70,Garcia José Vicente,73,Banesto,47:44:42 47:44:42,+22:22,11,1999,▼3
30.0,43.0,74,+ 52:20:34,,71,den Bakker Maarten,74,Rabobank ProTeam,47:46:31 47:46:31,+23:12,11,1999,▼3
22.0,26.0,75,+ 52:20:40,,72,Jaksche Jörg,75,Team Telekom,47:46:37 47:46:37,+23:12,11,1999,▼3
30.0,44.0,76,+ 52:20:43,,73,Jonker Patrick,76,Rabobank ProTeam,47:46:40 47:46:40,+23:12,11,1999,▼3
27.0,196.0,77,+ 52:21:47,,74,Lebreton Lylian,77,BigMat - Auber 93,47:47:44 47:47:44,+23:32,11,1999,▼3
32.0,182.0,78,+ 52:22:44,,75,Andreu Frankie,78,US Postal Service,47:48:41 47:48:41,+23:12,11,1999,▼3
31.0,6.0,79,+ 52:24:42,,76,Lelli Massimiliano,79,Cofidis,47:50:39 47:50:39,+23:12,11,1999,▼3
31.0,128.0,80,+ 52:25:57,,80,Indurain Prudencio,80,Vitalicio Seguros - Grupo Generali,47:51:54 47:51:54,+22:22,11,1999,-
34.0,67.0,81,+ 52:25:58,,78,Pellicioli Oscar,81,Polti,47:51:55 47:51:55,+23:12,11,1999,▼3
26.0,58.0,82,+ 52:26:11,,79,Rebollo José Luis,82,O.N.C.E. - Deutsche Bank,47:52:08 47:52:08,+23:12,11,1999,▼3
31.0,142.0,83,+ 52:26:36,,81,Brochard Laurent,83,Festina - Lotus,47:52:33 47:52:33,+22:42,11,1999,▼2
29.0,21.0,84,+ 52:27:24,,83,Zabel Erik,84,Team Telekom,47:53:21 47:53:21,+22:14,11,1999,▼1
31.0,94.0,85,+ 52:27:31,,82,Chanteur Pascal,85,Casino - AG2R,47:53:28 47:53:28,+22:22,11,1999,▼3
28.0,167.0,86,+ 52:27:50,,84,Odriozola Jon,86,Banesto,47:53:47 47:53:47,+22:22,11,1999,▼2
25.0,136.0,87,+ 52:28:21,,86,O'Grady Stuart,87,Credit agricole,47:54:18 47:54:18,+22:16,11,1999,▼1
30.0,156.0,88,+ 52:28:22,,85,Mengin Christophe,88,La Française des Jeux,47:54:19 47:54:19,+22:22,11,1999,▼3
23.0,146.0,89,+ 52:29:06,,142,Lefèvre Laurent,89,Festina - Lotus,47:55:03 47:55:03,+3:53,11,1999,▲53
27.0,95.0,90,+ 52:29:16,,87,Gougot Fabrice,90,Casino - AG2R,47:55:13 47:55:13,+22:22,11,1999,▼3
27.0,179.0,91,+ 52:29:39,,89,Mondini Gianpaolo,91,Cantina Tollo - Alexia Alluminio,47:55:36 47:55:36,+22:18,11,1999,▼2
28.0,49.0,92,+ 52:30:09,,88,Zberg Beat,92,Rabobank ProTeam,47:56:06 47:56:06,+23:12,11,1999,▼4
30.0,25.0,93,+ 52:31:01,,91,Hundertmarck Kai,93,Team Telekom,47:56:58 47:56:58,+22:22,11,1999,▼2
27.0,39.0,94,+ 52:31:22,,93,Steels Tom,94,Mapei - Quickstep,47:57:19 47:57:19,+22:16,11,1999,▼1
24.0,132.0,95,+ 52:31:37,,90,Bäckstedt Magnus,95,Credit agricole,47:57:34 47:57:34,+23:32,11,1999,▼5
30.0,97.0,96,+ 52:32:03,,92,Maignan Gilles,96,Casino - AG2R,47:58:00 47:58:00,+23:12,11,1999,▼4
25.0,152.0,97,+ 52:32:38,,95,Bassons Christophe,97,La Française des Jeux,47:58:35 47:58:35,+22:22,11,1999,▼2
28.0,42.0,98,+ 52:33:09,,94,Dekker Erik,98,Rabobank ProTeam,47:59:06 47:59:06,+23:12,11,1999,▼4
23.0,188.0,99,+ 52:33:50,,98,Vande Velde Christian,99,US Postal Service,47:59:47 47:59:47,+22:47,11,1999,▼1
25.0,166.0,100,+ 52:33:53,,97,Navas David,100,Banesto,47:59:50 47:59:50,+23:12,11,1999,▼3
27.0,198.0,101,+ 52:34:32,,102,Sivakov Alexei,101,BigMat - Auber 93,48:00:29 48:00:29,+22:18,11,1999,▲1
25.0,138.0,102,+ 52:34:50,,101,Vogels Henk,102,Credit agricole,48:00:47 48:00:47,+22:42,11,1999,▼1
28.0,191.0,103,+ 52:35:09,,103,Auger Ludovic,103,BigMat - Auber 93,48:01:06 48:01:06,+22:22,11,1999,-
32.0,123.0,104,+ 52:35:19,,100,Buenahora Hernan,104,Vitalicio Seguros - Grupo Generali,48:01:16 48:01:16,+23:12,11,1999,▼4
25.0,68.0,105,+ 52:35:20,,104,Sacchi Fabio,105,Polti,48:01:17 48:01:17,+22:22,11,1999,▼1
30.0,157.0,106,+ 52:35:21,,106,Michaelsen Lars,106,La Française des Jeux,48:01:18 48:01:18,+22:18,11,1999,-
30.0,4.0,107,+ 52:35:21,,105,Farazijn Peter,107,Cofidis,",, 48:01:18",+22:22,11,1999,▼2
36.0,66.0,108,+ 52:35:29,,108,Martinello Silvio,108,Polti,48:01:26 48:01:26,+22:18,11,1999,-
31.0,32.0,109,+ 52:35:31,,107,Bramati Davide,109,Mapei - Quickstep,48:01:28 48:01:28,+22:22,11,1999,▼2
31.0,193.0,110,+ 52:35:35,,109,Capelle Christophe,110,BigMat - Auber 93,48:01:32 48:01:32,+22:18,11,1999,▼1
24.0,116.0,111,+ 52:35:45,,110,Otxoa Javier,111,Kelme - Costa Blanca,48:01:42 48:01:42,+22:22,11,1999,▼1
27.0,154.0,112,+ 52:36:46,,112,Guesdon Frédéric,112,La Française des Jeux,48:02:43 48:02:43,+22:22,11,1999,-
34.0,78.0,113,+ 52:37:13,,111,Scirea Mario,113,Saeco - Cannondale,48:03:10 48:03:10,+23:12,11,1999,▼2
28.0,105.0,114,+ 52:37:14,,113,Piccoli Mariano,114,Lampre - Daikin - Colnago,48:03:11 48:03:11,+22:22,11,1999,▼1
25.0,45.0,115,+ 52:37:42,,115,Lotz Marc,115,Rabobank ProTeam,48:03:39 48:03:39,+22:22,11,1999,-
29.0,119.0,116,+ 52:37:50,,116,Vidal José Angel,116,Kelme - Costa Blanca,48:03:47 48:03:47,+22:22,11,1999,-
24.0,82.0,117,+ 52:37:56,,117,De Waele Fabian,117,Lotto - Mobistar,48:03:53 48:03:53,+22:22,11,1999,-
27.0,122.0,118,+ 52:38:16,,114,Aggiano Elio,118,Vitalicio Seguros - Grupo Generali,48:04:13 48:04:13,+23:12,11,1999,▼4
25.0,158.0,119,+ 52:38:44,,121,Morin Anthony,119,La Française des Jeux,48:04:41 48:04:41,+22:22,11,1999,▲2
25.0,134.0,120,+ 52:38:46,,122,Hinault Sébastien,120,Credit agricole,48:04:43 48:04:43,+22:18,11,1999,▲2
29.0,3.0,121,+ 52:38:50,,118,Desbiens Laurent,121,Cofidis,48:04:47 48:04:47,+23:12,11,1999,▼3
28.0,144.0,122,+ 52:38:52,,123,Huser Rolf,122,Festina - Lotus,48:04:49 48:04:49,+22:22,11,1999,▲1
28.0,197.0,123,+ 52:39:04,,119,Rault Dominique,123,BigMat - Auber 93,48:05:01 48:05:01,+23:12,11,1999,▼4
30.0,13.0,124,+ 52:39:05,,120,Barbero Sergio,124,Mercatone Uno - Bianchi,48:05:02 48:05:02,+23:12,11,1999,▼4
27.0,143.0,125,+ 52:39:39,,124,Hernandez Jaime Javier,125,Festina - Lotus,48:05:36 48:05:36,+22:22,11,1999,▼1
25.0,9.0,126,+ 52:40:11,,125,Rinero Christophe,126,Cofidis,48:06:08 48:06:08,+22:22,11,1999,▼1
27.0,64.0,127,+ 52:40:26,,126,Crepaldi Mirco,127,Polti,48:06:23 48:06:23,+22:22,11,1999,▼1
29.0,5.0,128,+ 52:41:37,,128,Lamour Claude,128,Cofidis,48:07:34 48:07:34,+22:22,11,1999,-
27.0,46.0,129,+ 52:41:56,,130,McEwen Robbie,129,Rabobank ProTeam,48:07:53 48:07:53,+22:18,11,1999,▲1
25.0,159.0,130,+ 52:42:13,,127,Nazon Damien,130,La Française des Jeux,48:08:10 48:08:10,+23:12,11,1999,▼3
24.0,127.0,131,+ 52:42:33,,129,Horrillo Pedro,131,Vitalicio Seguros - Grupo Generali,48:08:30 48:08:30,+23:12,11,1999,▼2
26.0,89.0,132,+ 52:42:38,,134,Wuyts Peter,132,Lotto - Mobistar,48:08:35 48:08:35,+22:18,11,1999,▲2
26.0,92.0,133,+ 52:42:45,,136,Barthe Stéphane,133,Casino - AG2R,48:08:42 48:08:42,+22:18,11,1999,▲3
30.0,195.0,134,+ 52:42:45,,135,Gouvenou Thierry,134,BigMat - Auber 93,",, 48:08:42",+22:22,11,1999,▲1
33.0,187.0,135,+ 52:43:00,,137,Meinert-Nielsen Peter,135,US Postal Service,48:08:57 48:08:57,+22:22,11,1999,▲2
25.0,83.0,136,+ 52:43:22,,132,Demarbaix Sebastien,136,Lotto - Mobistar,48:09:19 48:09:19,+23:12,11,1999,▼4
31.0,109.0,137,+ 52:43:23,,133,Verstrepen Johan,137,Lampre - Daikin - Colnago,48:09:20 48:09:20,+23:12,11,1999,▼4
23.0,106.0,138,+ 52:44:20,,138,Pinotti Marco,138,Lampre - Daikin - Colnago,48:10:17 48:10:17,+23:12,11,1999,-
27.0,62.0,139,+ 52:44:37,,141,Brasi Rossano,139,Polti,48:10:34 48:10:34,+22:22,11,1999,▲2
27.0,173.0,140,+ 52:44:44,,139,Colombo Gabriele,140,Cantina Tollo - Alexia Alluminio,48:10:41 48:10:41,+23:12,11,1999,▼1
30.0,133.0,141,+ 52:45:26,,140,Boardman Chris,141,Credit agricole,48:11:23 48:11:23,+23:12,11,1999,▼1
26.0,85.0,142,+ 52:46:58,,131,Marichal Thierry,142,Lotto - Mobistar,48:12:55 48:12:55,+27:12,11,1999,▼11
26.0,114.0,143,+ 52:48:50,,143,De Los Angeles Juan José,143,Kelme - Costa Blanca,48:14:47 48:14:47,+23:12,11,1999,-
24.0,175.0,144,+ 52:50:24,,144,Giunti Massimo,144,Cantina Tollo - Alexia Alluminio,48:16:21 48:16:21,+22:22,11,1999,-
24.0,194.0,145,+ 52:50:55,,145,Da Cruz Carlos,145,BigMat - Auber 93,48:16:52 48:16:52,+22:22,11,1999,-
25.0,135.0,146,+ 52:51:38,,146,Langella Anthony,146,Credit agricole,48:17:35 48:17:35,+22:22,11,1999,-
24.0,176.0,147,+ 52:54:25,,147,Ljungqvist Marcus,147,Cantina Tollo - Alexia Alluminio,48:20:22 48:20:22,+23:12,11,1999,-
30.0,36.0,148,+ 52:54:45,,148,Leysen Bart,148,Mapei - Quickstep,48:20:42 48:20:42,+23:12,11,1999,-
32.0,172.0,149,+ 52:54:52,,149,Baronti Alessandro,149,Cantina Tollo - Alexia Alluminio,48:20:49 48:20:49,+23:12,11,1999,-
28.0,183.0,150,+ 52:55:27,,150,Derame Pascal,150,US Postal Service,48:21:24 48:21:24,+23:12,11,1999,-
34.0,72.0,151,+ 52:56:55,,151,Calcaterra Giuseppe,151,Saeco - Cannondale,48:22:52 48:22:52,+23:12,11,1999,-
27.0,27.0,152,+ 52:57:50,,152,Schaffrath Jan,152,Team Telekom,48:23:47 48:23:47,+23:12,11,1999,-
25.0,177.0,153,+ 52:58:03,,155,Mazzanti Luca,153,Cantina Tollo - Alexia Alluminio,48:24:00 48:24:00,+22:22,11,1999,▲2
23.0,7.0,154,+ 52:58:30,,153,Loder Thierry,154,Cofidis,48:24:27 48:24:27,+23:12,11,1999,▼1
30.0,12.0,155,+ 52:58:45,,154,Artunghi Marco,155,Mercatone Uno - Bianchi,48:24:42 48:24:42,+23:12,11,1999,▼1
26.0,79.0,156,+ 53:01:37,,156,Secchiari Francesco,156,Saeco - Cannondale,48:27:34 48:27:34,+23:12,11,1999,-
26.0,19.0,157,+ 53:04:06,,157,Napolitano Massimiliano,157,Mercatone Uno - Bianchi,48:30:03 48:30:03,+23:12,11,1999,-
32.0,84.0,158,+ 53:11:50,,159,Durand Jacky,158,Lotto - Mobistar,48:37:47 48:37:47,+27:12,11,1999,▲1
23.0,199.0,159,+ 53:15:35,,160,Sweet Jay,159,BigMat - Auber 93,48:41:32 48:41:32,+23:12,11,1999,▲1
27.0,181.0,1*,+ 56:16:53,,1*,Armstrong Lance,1*,US Postal Service,51:23:03 51:23:03,+12:35,12,1999,-
29.0,51.0,2,+ 56:24:37,,2,Olano Abraham,2,O.N.C.E. - Deutsche Bank,51:30:47 51:30:47,+12:37,12,1999,-
31.0,161.0,3,+ 56:24:40,,3,Zülle Alex,3,Banesto,51:30:50 51:30:50,+12:35,12,1999,-
30.0,74.0,4,+ 56:25:00,,4,Dufaux Laurent,4,Saeco - Cannondale,51:31:10 51:31:10,+12:35,12,1999,-
31.0,111.0,5,+ 56:25:46,,5,Escartin Fernando,5,Kelme - Costa Blanca,51:31:56 51:31:56,+12:35,12,1999,-
28.0,155.0,6,+ 56:26:03,,21,Heulot Stephane,6,La Française des Jeux,51:32:13 51:32:13,+1:34,12,1999,▲15
29.0,69.0,7,+ 56:26:56,,6,Virenque Richard,7,Polti,51:33:06 51:33:06,+12:37,12,1999,▼1
30.0,31.0,8,+ 56:27:11,,7,Tonkov Pavel,8,Mapei - Quickstep,51:33:21 51:33:21,+12:35,12,1999,▼1
26.0,38.0,9,+ 56:27:51,,8,Nardello Daniele,9,Mapei - Quickstep,51:34:01 51:34:01,+12:37,12,1999,▼1
29.0,24.0,10,+ 56:27:52,,9,Guerini Giuseppe,10,Team Telekom,51:34:02 51:34:02,+12:37,12,1999,▼1
26.0,121.0,11,+ 56:28:06,,10,Casero Ángel Luis,11,Vitalicio Seguros - Grupo Generali,51:34:16 51:34:16,+12:37,12,1999,▼1
25.0,99.0,12,+ 56:29:25,,11,Salmon Benoît,12,Casino - AG2R,51:35:35 51:35:35,+12:37,12,1999,▼1
28.0,148.0,13,+ 56:29:46,,12,Moreau Christophe,13,Festina - Lotus,51:35:56 51:35:56,+12:37,12,1999,▼1
27.0,57.0,14,+ 56:30:25,,13,Peron Andrea,14,O.N.C.E. - Deutsche Bank,51:36:35 51:36:35,+12:37,12,1999,▼1
25.0,53.0,15,+ 56:32:04,,27,Etxebarria David,15,O.N.C.E. - Deutsche Bank,51:38:14 51:38:14,-0:20,12,1999,▲12
27.0,86.0,16,+ 56:33:09,,14,van de Wouwer Kurt,16,Lotto - Mobistar,51:39:19 51:39:19,+12:37,12,1999,▼2
24.0,81.0,17,+ 56:34:24,,15,Aerts Mario,17,Lotto - Mobistar,51:40:34 51:40:34,+12:35,12,1999,▼2
29.0,171.0,18,+ 56:34:42,,16,Hamburger Bo,18,Cantina Tollo - Alexia Alluminio,51:40:52 51:40:52,+12:37,12,1999,▼2
28.0,163.0,19,+ 56:35:22,,17,Beltrán Manuel,19,Banesto,51:41:32 51:41:32,+12:37,12,1999,▼2
30.0,131.0,20,+ 56:35:57,,29,Simon François,20,Credit agricole,51:42:07 51:42:07,+0:05,12,1999,▲9
26.0,11.0,21,+ 56:36:02,,18,Garzelli Stefano,21,Mercatone Uno - Bianchi,51:42:12 51:42:12,+12:37,12,1999,▼3
28.0,184.0,22,+ 56:36:07,,19,Hamilton Tyler,22,US Postal Service,51:42:17 51:42:17,+12:37,12,1999,▼3
25.0,113.0,23,+ 56:36:53,,20,Contreras Carlos Alberto,23,Kelme - Costa Blanca,51:43:03 51:43:03,+12:37,12,1999,▼3
25.0,91.0,24,+ 56:39:26,,22,Vinokourov Alexandre,24,Casino - AG2R,51:45:36 51:45:36,+12:37,12,1999,▼2
36.0,192.0,25,+ 56:40:56,,24,Bourguignon Thierry,25,BigMat - Auber 93,51:47:06 51:47:06,+12:37,12,1999,▼1
35.0,23.0,26,+ 56:41:21,,32,Elli Alberto,26,Team Telekom,51:47:31 51:47:31,+0:25,12,1999,▲6
28.0,141.0,27,+ 56:42:47,,25,Belli Wladimir,27,Festina - Lotus,51:48:57 51:48:57,+12:37,12,1999,▼2
26.0,59.0,28,+ 56:44:33,,26,Serrano Marcos Antonio,28,O.N.C.E. - Deutsche Bank,51:50:43 51:50:43,+12:37,12,1999,▼2
29.0,112.0,29,+ 56:45:10,,39,Castelblanco José Joaquin,29,Kelme - Costa Blanca,51:51:20 51:51:20,+1:11,12,1999,▲10
34.0,33.0,30,+ 56:46:09,,28,Faresin Gianni,30,Mapei - Quickstep,51:52:19 51:52:19,+12:37,12,1999,▼2
29.0,126.0,31,+ 56:50:03,,30,González de Galdeano Álvaro,31,Vitalicio Seguros - Grupo Generali,51:56:13 51:56:13,+13:21,12,1999,▼1
30.0,35.0,32,+ 56:51:42,,31,Lanfranchi Paolo,32,Mapei - Quickstep,51:57:52 51:57:52,+12:37,12,1999,▼1
23.0,125.0,33,+ 56:54:00,,33,García Francisco Tomas,33,Vitalicio Seguros - Grupo Generali,52:00:10 52:00:10,+12:37,12,1999,-
29.0,76.0,34,+ 56:54:32,,35,Meier Armin,34,Saeco - Cannondale,52:00:42 52:00:42,+12:49,12,1999,▲1
31.0,8.0,35,+ 56:54:37,,34,Meier Roland,35,Cofidis,52:00:47 52:00:47,+13:07,12,1999,▼1
23.0,165.0,36,+ 56:55:25,,37,Mancebo Francisco,36,Banesto,52:01:35 52:01:35,+12:37,12,1999,▲1
29.0,151.0,37,+ 56:56:31,,38,Robin Jean-Cyril,37,La Française des Jeux,52:02:41 52:02:41,+12:37,12,1999,▲1
26.0,186.0,38,+ 56:56:43,,36,Livingston Kevin,38,US Postal Service,52:02:53 52:02:53,+14:54,12,1999,▼2
23.0,2.0,39,+ 56:57:05,,53,De Wolf Steve,39,Cofidis,52:03:15 52:03:15,+0:40,12,1999,▲14
26.0,88.0,40,+ 56:57:14,,40,Verheyen Geert,40,Lotto - Mobistar,52:03:24 52:03:24,+12:35,12,1999,-
28.0,28.0,41,+ 56:57:56,,42,Totschnig Georg,41,Team Telekom,52:04:06 52:04:06,+12:37,12,1999,▲1
32.0,22.0,42,+ 56:58:08,,41,Bolts Udo,42,Team Telekom,52:04:18 52:04:18,+13:21,12,1999,▼1
28.0,169.0,43,+ 57:00:09,,43,Solaun Cesar,43,Banesto,52:06:19 52:06:19,+12:51,12,1999,-
28.0,149.0,44,+ 57:00:27,,55,Rous Didier,44,Festina - Lotus,52:06:37 52:06:37,+1:50,12,1999,▲11
25.0,55.0,45,+ 57:00:44,,45,González Santos,45,O.N.C.E. - Deutsche Bank,52:06:54 52:06:54,+12:58,12,1999,-
27.0,93.0,46,+ 57:01:02,,58,Bessy Frédéric,46,Casino - AG2R,52:07:12 52:07:12,+1:14,12,1999,▲12
27.0,139.0,47,+ 57:01:24,,44,Voigt Jens,47,Credit agricole,52:07:34 52:07:34,+13:50,12,1999,▼3
24.0,73.0,48,+ 57:03:01,,46,Commesso Salvatore,48,Saeco - Cannondale,52:09:11 52:09:11,+13:21,12,1999,▼2
27.0,41.0,49,+ 57:03:20,,47,Boogerd Michael,49,Rabobank ProTeam,52:09:30 52:09:30,+12:37,12,1999,▼2
26.0,98.0,50,+ 57:05:35,,49,Oriol Christophe,50,Casino - AG2R,52:11:45 52:11:45,+13:21,12,1999,▼1
32.0,147.0,51,+ 57:08:29,,51,Madouas Laurent,51,Festina - Lotus,52:14:39 52:14:39,+12:37,12,1999,-
34.0,103.0,52,+ 57:08:42,,52,Dierckxsens Ludo,52,Lampre - Daikin - Colnago,52:14:52 52:14:52,+12:37,12,1999,-
28.0,124.0,53,+ 57:09:34,,50,Cerezo Francisco,53,Vitalicio Seguros - Grupo Generali,52:15:44 52:15:44,+13:43,12,1999,▼3
26.0,52.0,54,+ 57:10:20,,54,Diaz Rafael,54,O.N.C.E. - Deutsche Bank,52:16:30 52:16:30,+13:21,12,1999,-
28.0,162.0,55,+ 57:11:15,,56,Arrieta José Luis,55,Banesto,52:17:25 52:17:25,+12:37,12,1999,▲1
33.0,18.0,56,+ 57:12:05,,48,Konishev Dimitri,56,Mercatone Uno - Bianchi,52:18:15 52:18:15,+21:09,12,1999,▼8
28.0,34.0,57,+ 57:12:30,,59,Fernandez Gines Manuel,57,Mapei - Quickstep,52:18:40 52:18:40,+12:37,12,1999,▲2
25.0,56.0,58,+ 57:12:53,,57,Pérez Luis,58,O.N.C.E. - Deutsche Bank,52:19:03 52:19:03,+13:21,12,1999,▼1
