Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
25,178,52,,Thurau Bjorn,1,Team Europcar,,2,2014
28,185,36,,Hollenstein Reto,2,IAM Cycling,,2,2014
23,67,28,,Warbasse Larry,3,BMC Racing Team,,2,2014
30,42,24,,Deignan Philip,4,Team Sky,,2,2014
26,97,11,,Meyer Cameron,5,Orica GreenEDGE,,2,2014
28,71,1,,Kreuziger Roman,6,Tinkoff - Saxo,,2,2014
25,178,60,1.0,Thurau Bjorn,1,Team Europcar,-,3,2014
28,185,37,2.0,Hollenstein Reto,2,IAM Cycling,-,3,2014
23,67,28,3.0,Warbasse Larry,3,BMC Racing Team,-,3,2014
30,42,24,4.0,Deignan Philip,4,Team Sky,-,3,2014
28,98,12,,Schurter Nino,5,Orica GreenEDGE,-,3,2014
26,97,11,5.0,Meyer Cameron,6,Orica GreenEDGE,\u25bc1,3,2014
28,64,8,,Kohler Martin,7,BMC Racing Team,-,3,2014
29,84,8,,Didier Laurent,8,Trek Factory Racing,-,3,2014
28,68,8,,Wyss Danilo,9,BMC Racing Team,-,3,2014
27,104,6,,Kruijswijk Steven,10,Belkin-Pro Cycling Team,-,3,2014
23,166,4,,Van der Sande Tosh,11,Lotto Belisol,-,3,2014
29,141,2,,Agnoli Valerio,12,Astana Pro Team,-,3,2014
34,173,2,,Engoulvent Jimmy,13,Team Europcar,-,3,2014
33,15,2,,Steegmans Gert,14,Omega Pharma - Quick-Step,-,3,2014
28,71,1,6.0,Kreuziger Roman,15,Tinkoff - Saxo,\u25bc9,3,2014
23,63,1,,Dillier Silvan,16,BMC Racing Team,-,3,2014
30,16,1,,Terpstra Niki,17,Omega Pharma - Quick-Step,-,3,2014
25,178,61,1.0,Thurau Bjorn,1,Team Europcar,-,4,2014
28,185,37,2.0,Hollenstein Reto,2,IAM Cycling,-,4,2014
23,67,28,3.0,Warbasse Larry,3,BMC Racing Team,-,4,2014
30,42,24,4.0,Deignan Philip,4,Team Sky,-,4,2014
28,98,12,5.0,Schurter Nino,5,Orica GreenEDGE,-,4,2014
26,97,11,6.0,Meyer Cameron,6,Orica GreenEDGE,-,4,2014
28,64,8,7.0,Kohler Martin,7,BMC Racing Team,-,4,2014
29,84,8,8.0,Didier Laurent,8,Trek Factory Racing,-,4,2014
28,68,8,9.0,Wyss Danilo,9,BMC Racing Team,-,4,2014
27,104,6,10.0,Kruijswijk Steven,10,Belkin-Pro Cycling Team,-,4,2014
25,215,5,,de Vreese Laurens,11,Wanty - Groupe Gobert,-,4,2014
25,206,5,,Teklehaimanot Daniel,12,MTN - Qhubeka,-,4,2014
23,166,4,11.0,Van der Sande Tosh,13,Lotto Belisol,\u25bc2,4,2014
30,16,2,17.0,Terpstra Niki,14,Omega Pharma - Quick-Step,\u25b23,4,2014
34,173,2,13.0,Engoulvent Jimmy,15,Team Europcar,\u25bc2,4,2014
33,15,2,14.0,Steegmans Gert,16,Omega Pharma - Quick-Step,\u25bc2,4,2014
28,71,1,15.0,Kreuziger Roman,17,Tinkoff - Saxo,\u25bc2,4,2014
23,63,1,16.0,Dillier Silvan,18,BMC Racing Team,\u25bc2,4,2014
25,178,63,1.0,Thurau Bjorn,1,Team Europcar,-,5,2014
28,185,37,2.0,Hollenstein Reto,2,IAM Cycling,-,5,2014
23,67,28,3.0,Warbasse Larry,3,BMC Racing Team,-,5,2014
30,42,24,4.0,Deignan Philip,4,Team Sky,-,5,2014
35,218,14,,Veuchelen Frederik,5,Wanty - Groupe Gobert,-,5,2014
28,162,12,,Arm\xe9e Sander,6,Lotto Belisol,-,5,2014
28,98,12,5.0,Schurter Nino,7,Orica GreenEDGE,\u25bc2,5,2014
26,97,11,6.0,Meyer Cameron,8,Orica GreenEDGE,\u25bc2,5,2014
28,64,8,7.0,Kohler Martin,9,BMC Racing Team,\u25bc2,5,2014
29,84,8,8.0,Didier Laurent,10,Trek Factory Racing,\u25bc2,5,2014
28,68,8,9.0,Wyss Danilo,11,BMC Racing Team,\u25bc2,5,2014
27,104,6,10.0,Kruijswijk Steven,12,Belkin-Pro Cycling Team,\u25bc2,5,2014
27,193,6,,Marycz Jaroslaw,13,CCC Polsat Polkowice,-,5,2014
25,215,5,11.0,de Vreese Laurens,14,Wanty - Groupe Gobert,\u25bc3,5,2014
25,206,5,12.0,Teklehaimanot Daniel,15,MTN - Qhubeka,\u25bc3,5,2014
23,166,4,13.0,Van der Sande Tosh,16,Lotto Belisol,\u25bc3,5,2014
34,173,2,15.0,Engoulvent Jimmy,17,Team Europcar,\u25bc2,5,2014
30,16,2,14.0,Terpstra Niki,18,Omega Pharma - Quick-Step,\u25bc4,5,2014
33,15,2,16.0,Steegmans Gert,19,Omega Pharma - Quick-Step,\u25bc3,5,2014
28,71,1,17.0,Kreuziger Roman,20,Tinkoff - Saxo,\u25bc3,5,2014
23,63,1,18.0,Dillier Silvan,21,BMC Racing Team,\u25bc3,5,2014
25,178,74,1.0,Thurau Bjorn,1,Team Europcar,-,6,2014
28,185,37,2.0,Hollenstein Reto,2,IAM Cycling,-,6,2014
23,67,28,3.0,Warbasse Larry,3,BMC Racing Team,-,6,2014
30,42,24,4.0,Deignan Philip,4,Team Sky,-,6,2014
26,144,16,,Guarnieri Jacopo,5,Astana Pro Team,-,6,2014
35,218,14,5.0,Veuchelen Frederik,6,Wanty - Groupe Gobert,\u25bc1,6,2014
28,33,14,,Isaychev Vladimir,7,Team Katusha,-,6,2014
33,91,12,,Albasini Michael,8,Orica GreenEDGE,-,6,2014
28,162,12,6.0,Arm\xe9e Sander,9,Lotto Belisol,\u25bc3,6,2014
28,98,12,7.0,Schurter Nino,10,Orica GreenEDGE,\u25bc3,6,2014
26,97,11,8.0,Meyer Cameron,11,Orica GreenEDGE,\u25bc3,6,2014
28,64,8,9.0,Kohler Martin,12,BMC Racing Team,\u25bc3,6,2014
29,84,8,10.0,Didier Laurent,13,Trek Factory Racing,\u25bc3,6,2014
28,68,8,11.0,Wyss Danilo,14,BMC Racing Team,\u25bc3,6,2014
27,208,8,,Venter Jaco,15,MTN - Qhubeka,-,6,2014
22,122,6,,Barguil Warren,16,Team Giant - Shimano,-,6,2014
27,104,6,12.0,Kruijswijk Steven,17,Belkin-Pro Cycling Team,\u25bc5,6,2014
24,131,5,,Sagan Peter,18,Cannondale,-,6,2014
25,206,5,15.0,Teklehaimanot Daniel,19,MTN - Qhubeka,\u25bc4,6,2014
25,215,5,14.0,de Vreese Laurens,20,Wanty - Groupe Gobert,\u25bc6,6,2014
33,46,4,,Knees Christian,21,Team Sky,-,6,2014
23,166,4,16.0,Van der Sande Tosh,22,Lotto Belisol,\u25bc6,6,2014
27,94,3,,Clarke Simon,23,Orica GreenEDGE,-,6,2014
29,13,2,,Martin Tony,24,Omega Pharma - Quick-Step,-,6,2014
26,44,2,,Henao Sergio Luis,25,Team Sky,-,6,2014
34,173,2,17.0,Engoulvent Jimmy,26,Team Europcar,\u25bc9,6,2014
33,15,2,19.0,Steegmans Gert,27,Omega Pharma - Quick-Step,\u25bc8,6,2014
23,125,1,,Dumoulin Tom,28,Team Giant - Shimano,-,6,2014
28,71,1,20.0,Kreuziger Roman,29,Tinkoff - Saxo,\u25bc9,6,2014
23,63,1,21.0,Dillier Silvan,30,BMC Racing Team,\u25bc9,6,2014
26,48,1,,Swift Ben,31,Team Sky,-,6,2014
25,178,74,1.0,Thurau Bjorn,1,Team Europcar,-,7,2014
28,185,37,2.0,Hollenstein Reto,2,IAM Cycling,-,7,2014
23,67,28,3.0,Warbasse Larry,3,BMC Racing Team,-,7,2014
30,42,24,4.0,Deignan Philip,4,Team Sky,-,7,2014
26,144,16,5.0,Guarnieri Jacopo,5,Astana Pro Team,-,7,2014
35,218,14,6.0,Veuchelen Frederik,6,Wanty - Groupe Gobert,-,7,2014
28,33,14,7.0,Isaychev Vladimir,7,Team Katusha,-,7,2014
33,91,12,8.0,Albasini Michael,8,Orica GreenEDGE,-,7,2014
28,162,12,9.0,Arm\xe9e Sander,9,Lotto Belisol,-,7,2014
28,98,12,10.0,Schurter Nino,10,Orica GreenEDGE,-,7,2014
26,97,11,11.0,Meyer Cameron,11,Orica GreenEDGE,-,7,2014
28,64,8,12.0,Kohler Martin,12,BMC Racing Team,-,7,2014
29,84,8,13.0,Didier Laurent,13,Trek Factory Racing,-,7,2014
28,68,8,14.0,Wyss Danilo,14,BMC Racing Team,-,7,2014
27,208,8,15.0,Venter Jaco,15,MTN - Qhubeka,-,7,2014
22,122,6,16.0,Barguil Warren,16,Team Giant - Shimano,-,7,2014
27,104,6,17.0,Kruijswijk Steven,17,Belkin-Pro Cycling Team,-,7,2014
24,131,5,18.0,Sagan Peter,18,Cannondale,-,7,2014
25,206,5,19.0,Teklehaimanot Daniel,19,MTN - Qhubeka,-,7,2014
25,215,5,20.0,de Vreese Laurens,20,Wanty - Groupe Gobert,-,7,2014
33,46,4,21.0,Knees Christian,21,Team Sky,-,7,2014
23,166,4,22.0,Van der Sande Tosh,22,Lotto Belisol,-,7,2014
27,94,3,23.0,Clarke Simon,23,Orica GreenEDGE,-,7,2014
29,13,2,24.0,Martin Tony,24,Omega Pharma - Quick-Step,-,7,2014
34,173,2,26.0,Engoulvent Jimmy,25,Team Europcar,\u25b21,7,2014
33,15,2,27.0,Steegmans Gert,26,Omega Pharma - Quick-Step,\u25b21,7,2014
23,125,1,28.0,Dumoulin Tom,27,Team Giant - Shimano,\u25b21,7,2014
28,71,1,29.0,Kreuziger Roman,28,Tinkoff - Saxo,\u25b21,7,2014
23,63,1,30.0,Dillier Silvan,29,BMC Racing Team,\u25b21,7,2014
26,48,1,31.0,Swift Ben,30,Team Sky,\u25b21,7,2014
25,178,74,1.0,Thurau Bjorn,1,Team Europcar,-,8,2014
28,185,37,2.0,Hollenstein Reto,2,IAM Cycling,-,8,2014
23,67,28,3.0,Warbasse Larry,3,BMC Racing Team,-,8,2014
30,42,24,4.0,Deignan Philip,4,Team Sky,-,8,2014
24,93,20,,Chaves Johan Esteban,5,Orica GreenEDGE,-,8,2014
26,144,16,5.0,Guarnieri Jacopo,6,Astana Pro Team,\u25bc1,8,2014
27,101,15,,Mollema Bauke,7,Belkin-Pro Cycling Team,-,8,2014
35,218,14,6.0,Veuchelen Frederik,8,Wanty - Groupe Gobert,\u25bc2,8,2014
28,33,14,7.0,Isaychev Vladimir,9,Team Katusha,\u25bc2,8,2014
33,91,12,8.0,Albasini Michael,10,Orica GreenEDGE,\u25bc2,8,2014
28,162,12,9.0,Arm\xe9e Sander,11,Lotto Belisol,\u25bc2,8,2014
28,98,12,10.0,Schurter Nino,12,Orica GreenEDGE,\u25bc2,8,2014
28,68,11,14.0,Wyss Danilo,13,BMC Racing Team,\u25b21,8,2014
26,97,11,11.0,Meyer Cameron,14,Orica GreenEDGE,\u25bc3,8,2014
21,133,10,,Formolo Davide,15,Cannondale,-,8,2014
28,64,8,12.0,Kohler Martin,16,BMC Racing Team,\u25bc4,8,2014
29,84,8,13.0,Didier Laurent,17,Trek Factory Racing,\u25bc4,8,2014
27,208,8,15.0,Venter Jaco,18,MTN - Qhubeka,\u25bc3,8,2014
25,215,7,20.0,de Vreese Laurens,19,Wanty - Groupe Gobert,\u25b21,8,2014
28,71,7,28.0,Kreuziger Roman,20,Tinkoff - Saxo,\u25b28,8,2014
22,122,6,16.0,Barguil Warren,21,Team Giant - Shimano,\u25bc5,8,2014
27,104,6,17.0,Kruijswijk Steven,22,Belkin-Pro Cycling Team,\u25bc5,8,2014
29,28,5,,Rojas Jos\xe9 Joaqu\xedn,23,Movistar Team,-,8,2014
24,131,5,18.0,Sagan Peter,24,Cannondale,\u25bc6,8,2014
27,181,4,,Frank Mathias,25,IAM Cycling,-,8,2014
33,46,4,21.0,Knees Christian,26,Team Sky,\u25bc5,8,2014
23,166,4,22.0,Van der Sande Tosh,27,Lotto Belisol,\u25bc5,8,2014
27,94,3,23.0,Clarke Simon,28,Orica GreenEDGE,\u25bc5,8,2014
29,13,2,24.0,Martin Tony,29,Omega Pharma - Quick-Step,\u25bc5,8,2014
34,173,2,25.0,Engoulvent Jimmy,30,Team Europcar,\u25bc5,8,2014
33,15,2,26.0,Steegmans Gert,31,Omega Pharma - Quick-Step,\u25bc5,8,2014
23,125,1,27.0,Dumoulin Tom,32,Team Giant - Shimano,\u25bc5,8,2014
23,63,1,29.0,Dillier Silvan,33,BMC Racing Team,\u25bc4,8,2014
22,113,1,,Brown Nathan,34,Garmin Sharp,-,8,2014
26,48,1,30.0,Swift Ben,35,Team Sky,\u25bc5,8,2014
25,178,74,1.0,Thurau Bjorn,1,Team Europcar,-,9,2014
28,185,37,2.0,Hollenstein Reto,2,IAM Cycling,-,9,2014
27,101,32,7.0,Mollema Bauke,3,Belkin-Pro Cycling Team,\u25b24,9,2014
23,67,28,3.0,Warbasse Larry,4,BMC Racing Team,\u25bc1,9,2014
30,42,24,4.0,Deignan Philip,5,Team Sky,\u25bc1,9,2014
27,1,20,,Costa Rui,6,Lampre - Merida,-,9,2014
24,93,20,5.0,Chaves Johan Esteban,7,Orica GreenEDGE,\u25bc2,9,2014
31,102,20,,Clement Stef,8,Belkin-Pro Cycling Team,-,9,2014
27,181,18,25.0,Frank Mathias,9,IAM Cycling,\u25b216,9,2014
26,144,16,6.0,Guarnieri Jacopo,10,Astana Pro Team,\u25bc4,9,2014
31,187,16,,Tschopp Johann,11,IAM Cycling,-,9,2014
35,218,14,8.0,Veuchelen Frederik,12,Wanty - Groupe Gobert,\u25bc4,9,2014
28,33,14,9.0,Isaychev Vladimir,13,Team Katusha,\u25bc4,9,2014
24,111,12,,Slagter Tom-Jelte,14,Garmin Sharp,-,9,2014
33,91,12,10.0,Albasini Michael,15,Orica GreenEDGE,\u25bc5,9,2014
28,162,12,11.0,Arm\xe9e Sander,16,Lotto Belisol,\u25bc5,9,2014
28,98,12,12.0,Schurter Nino,17,Orica GreenEDGE,\u25bc5,9,2014
28,68,11,13.0,Wyss Danilo,18,BMC Racing Team,\u25bc5,9,2014
21,133,10,15.0,Formolo Davide,19,Cannondale,\u25bc4,9,2014
29,84,8,17.0,Didier Laurent,20,Trek Factory Racing,\u25bc3,9,2014
28,64,8,16.0,Kohler Martin,21,BMC Racing Team,\u25bc5,9,2014
24,151,8,,Pinot Thibaut,22,FDJ.fr,-,9,2014
27,188,8,,Wyss Marcel,23,IAM Cycling,-,9,2014
33,46,8,26.0,Knees Christian,24,Team Sky,\u25b22,9,2014
27,208,8,18.0,Venter Jaco,25,MTN - Qhubeka,\u25bc7,9,2014
25,215,7,19.0,de Vreese Laurens,26,Wanty - Groupe Gobert,\u25bc7,9,2014
28,71,7,20.0,Kreuziger Roman,27,Tinkoff - Saxo,\u25bc7,9,2014
28,152,6,,Jeannesson Arnold,28,FDJ.fr,-,9,2014
33,78,6,,Zaugg Oliver,29,Tinkoff - Saxo,-,9,2014
27,104,6,22.0,Kruijswijk Steven,30,Belkin-Pro Cycling Team,\u25bc8,9,2014
22,122,6,21.0,Barguil Warren,31,Team Giant - Shimano,\u25bc10,9,2014
29,28,5,23.0,Rojas Jos\xe9 Joaqu\xedn,32,Movistar Team,\u25bc9,9,2014
24,131,5,24.0,Sagan Peter,33,Cannondale,\u25bc9,9,2014
31,65,4,,Morabito Steve,34,BMC Racing Team,-,9,2014
23,166,4,27.0,Van der Sande Tosh,35,Lotto Belisol,\u25bc8,9,2014
27,94,3,28.0,Clarke Simon,36,Orica GreenEDGE,\u25bc8,9,2014
29,13,2,29.0,Martin Tony,37,Omega Pharma - Quick-Step,\u25bc8,9,2014
29,114,2,,Cardoso Andr\xe9,38,Garmin Sharp,-,9,2014
29,86,2,,Schleck Andy,39,Trek Factory Racing,-,9,2014
