Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
26.0,47.0,3.0,,Wegmann Fabian,1.0,Gerolsteiner,1,2006,
24.0,179.0,2.0,,Sprick Matthieu,2.0,Bouygues Telecom,1,2006,
33.0,123.0,1.0,,Etxebarria Unai,3.0,Euskaltel - Euskadi,1,2006,
25.0,143.0,14.0,,de la Fuente David,1.0,Saunier Duval - Prodir,2,2006,-
26.0,47.0,12.0,1.0,Wegmann Fabian,2.0,Gerolsteiner,2,2006,▼1
24.0,124.0,10.0,,Hernández Aitor,3.0,Euskaltel - Euskadi,2,2006,-
26.0,177.0,3.0,,Pineau Jérôme,4.0,Bouygues Telecom,2,2006,-
24.0,179.0,2.0,2.0,Sprick Matthieu,5.0,Bouygues Telecom,2,2006,▼3
30.0,176.0,2.0,,Lefèvre Laurent,6.0,Bouygues Telecom,2,2006,-
33.0,123.0,1.0,3.0,Etxebarria Unai,7.0,Euskaltel - Euskadi,2,2006,▼4
26.0,177.0,17.0,4.0,Pineau Jérôme,1,Bouygues Telecom,3,2006,▲3
25.0,143.0,14.0,1.0,de la Fuente David,2,Saunier Duval - Prodir,3,2006,▼1
26.0,47.0,12.0,2.0,Wegmann Fabian,3,Gerolsteiner,3,2006,▼1
24.0,124.0,10.0,3.0,Hernández Aitor,4,Euskaltel - Euskadi,3,2006,▼1
33.0,123.0,7.0,7.0,Etxebarria Unai,5,Euskaltel - Euskadi,3,2006,▲2
35.0,32.0,6.0,,Arrieta José Luis,6,AG2R Prévoyance,3,2006,-
28.0,196.0,6.0,,Laurent Christophe,7,Agritubel,3,2006,-
34.0,17.0,6.0,,Voigt Jens,8,CSC ProTeam,3,2006,-
27.0,24.0,4.0,,Kessler Matthias,9,T-Mobile Team,3,2006,-
23.0,154.0,3.0,,Gilbert Philippe,10,Française des Jeux,3,2006,-
34.0,52.0,2.0,,Boogerd Michael,11*,Rabobank ProTeam,3,2006,-
24.0,179.0,2.0,5.0,Sprick Matthieu,12,Bouygues Telecom,3,2006,▼7
30.0,176.0,2.0,6.0,Lefèvre Laurent,13,Bouygues Telecom,3,2006,▼7
25.0,101.0,2.0,,Boonen Tom,14,Quickstep - Innergetic,3,2006,-
26.0,177.0,21.0,1,Pineau Jérôme,1,Bouygues Telecom,4,2006,-
25.0,143.0,17.0,2,de la Fuente David,2,Saunier Duval - Prodir,4,2006,-
26.0,47.0,14.0,3,Wegmann Fabian,3,Gerolsteiner,4,2006,-
24.0,124.0,10.0,4,Hernández Aitor,4,Euskaltel - Euskadi,4,2006,-
33.0,123.0,7.0,5,Etxebarria Unai,5,Euskaltel - Euskadi,4,2006,-
35.0,32.0,6.0,6,Arrieta José Luis,6,AG2R Prévoyance,4,2006,-
28.0,196.0,6.0,7,Laurent Christophe,7,Agritubel,4,2006,-
34.0,17.0,6.0,8,Voigt Jens,8,CSC ProTeam,4,2006,-
30.0,176.0,5.0,13,Lefèvre Laurent,9,Bouygues Telecom,4,2006,▲4
27.0,24.0,4.0,9,Kessler Matthias,10,T-Mobile Team,4,2006,▼1
24.0,154.0,3.0,10,Gilbert Philippe,11,Française des Jeux,4,2006,▼1
28.0,4.0,2.0,,Martínez Egoi,12,Discovery Channel,4,2006,-
34.0,52.0,2.0,11*,Boogerd Michael,13*,Rabobank ProTeam,4,2006,-
24.0,179.0,2.0,12,Sprick Matthieu,14,Bouygues Telecom,4,2006,▼2
25.0,101.0,2.0,14,Boonen Tom,15,Quickstep - Innergetic,4,2006,▼1
27.0,174.0,1.0,,Fédrigo Pierrick,16,Bouygues Telecom,4,2006,-
26.0,193.0,1.0,,Coutouly Cédric,17,Agritubel,4,2006,-
26.0,177.0,26.0,1,Pineau Jérôme,1,Bouygues Telecom,5,2006,-
25.0,143.0,17.0,2,de la Fuente David,2,Saunier Duval - Prodir,5,2006,-
26.0,47.0,15.0,3,Wegmann Fabian,3,Gerolsteiner,5,2006,-
24.0,124.0,10.0,4,Hernández Aitor,4,Euskaltel - Euskadi,5,2006,-
25.0,188.0,9.0,,Schröder Björn,5,Milram,5,2006,-
33.0,123.0,7.0,5,Etxebarria Unai,6,Euskaltel - Euskadi,5,2006,▼1
35.0,32.0,6.0,6,Arrieta José Luis,7,AG2R Prévoyance,5,2006,▼1
28.0,196.0,6.0,7,Laurent Christophe,8,Agritubel,5,2006,▼1
25.0,36.0,6.0,,Dumoulin Samuel,9,AG2R Prévoyance,5,2006,-
34.0,17.0,6.0,8,Voigt Jens,10,CSC ProTeam,5,2006,▼2
30.0,176.0,5.0,9,Lefèvre Laurent,11,Bouygues Telecom,5,2006,▼2
27.0,24.0,4.0,10,Kessler Matthias,12,T-Mobile Team,5,2006,▼2
24.0,154.0,3.0,11,Gilbert Philippe,13,Française des Jeux,5,2006,▼2
27.0,174.0,3.0,16,Fédrigo Pierrick,14,Bouygues Telecom,5,2006,▲2
34.0,52.0,2.0,13*,Boogerd Michael,15*,Rabobank ProTeam,5,2006,-
28.0,4.0,2.0,12,Martínez Egoi,16,Discovery Channel,5,2006,▼4
24.0,179.0,2.0,14,Sprick Matthieu,17,Bouygues Telecom,5,2006,▼3
25.0,101.0,2.0,15,Boonen Tom,18,Quickstep - Innergetic,5,2006,▼3
26.0,175.0,1.0,,Geslin Anthony,19,Bouygues Telecom,5,2006,-
26.0,193.0,1.0,17,Coutouly Cédric,20,Agritubel,5,2006,▼3
26.0,177.0,28.0,1,Pineau Jérôme,1,Bouygues Telecom,6,2006,-
25.0,143.0,17.0,2,de la Fuente David,2,Saunier Duval - Prodir,6,2006,-
26.0,47.0,15.0,3,Wegmann Fabian,3,Gerolsteiner,6,2006,-
24.0,124.0,10.0,4,Hernández Aitor,4,Euskaltel - Euskadi,6,2006,-
25.0,188.0,9.0,5,Schröder Björn,5,Milram,6,2006,-
33.0,123.0,7.0,6,Etxebarria Unai,6,Euskaltel - Euskadi,6,2006,-
35.0,32.0,6.0,7,Arrieta José Luis,7,AG2R Prévoyance,6,2006,-
28.0,196.0,6.0,8,Laurent Christophe,8,Agritubel,6,2006,-
25.0,36.0,6.0,9,Dumoulin Samuel,9,AG2R Prévoyance,6,2006,-
34.0,17.0,6.0,10,Voigt Jens,10,CSC ProTeam,6,2006,-
30.0,176.0,5.0,11,Lefèvre Laurent,11,Bouygues Telecom,6,2006,-
27.0,24.0,4.0,12,Kessler Matthias,12,T-Mobile Team,6,2006,-
36.0,22.0,4.0,,Guerini Giuseppe,13,T-Mobile Team,6,2006,-
24.0,154.0,3.0,13,Gilbert Philippe,14,Française des Jeux,6,2006,▼1
25.0,127.0,3.0,,López David,15,Euskaltel - Euskadi,6,2006,-
27.0,174.0,3.0,14,Fédrigo Pierrick,16,Bouygues Telecom,6,2006,▼2
34.0,52.0,2.0,15*,Boogerd Michael,17*,Rabobank ProTeam,6,2006,-
28.0,4.0,2.0,16,Martínez Egoi,18,Discovery Channel,6,2006,▼2
24.0,179.0,2.0,17,Sprick Matthieu,19,Bouygues Telecom,6,2006,▼2
25.0,101.0,2.0,18,Boonen Tom,20,Quickstep - Innergetic,6,2006,▼2
26.0,175.0,1.0,19,Geslin Anthony,21,Bouygues Telecom,6,2006,▼2
