Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
27,,151,1,+0:00,80.0,,Cavendish Mark,1,Omega Pharma - Quick-Step,2:58:38 2:58:38,,16.0,,1,2013
24,,78,2,+0:08,50.0,,Viviani Elia,2,Cannondale Pro Cycling Team,",, ,,",,8.0,,1,2013
22,,100,3,+0:12,35.0,,Bouhanni Nacer,3,FDJ.fr,",, ,,",,4.0,,1,2013
24,,175,6,+0:20,25.0,,Nizzolo Giacomo,4,RadioShack - Leopard,",, ,,",,2.0,,1,2013
26,,161,7,+0:20,18.0,,Goss Matthew,5,Orica GreenEDGE,",, ,,",,1.0,,1,2013
30,,148,8,+0:20,15.0,,Ventoso Francisco,6,Movistar Team,",, ,,",,,,1,2013
23,,62,9,+0:20,12.0,,Blythe Adam,7,BMC Racing Team,",, ,,",,,,1,2013
23,,163,10,+0:20,10.0,,Howard Leigh,8,Orica GreenEDGE,",, ,,",,,,1,2013
39,,172,4,+0:16,8.0,,Hondo Danilo,9,RadioShack - Leopard,",, ,,",,,,1,2013
33,,165,11,+0:20,6.0,,Lancaster Brett,10,Orica GreenEDGE,",, ,,",,,,1,2013
24,,191,12,+0:20,5.0,,Degenkolb John,11,Team Argos - Shimano,",, ,,",,,,1,2013
36,,111,13,+0:20,4.0,,Paolini Luca,12,Team Katusha,",, ,,",,,,1,2013
32,,96,14,+0:20,3.0,,Tamouridis Ioannis,13,Euskaltel - Euskadi,",, ,,",,,,1,2013
24,,27,15,+0:20,2.0,,Rosa Diego,14,Androni Giocattoli - Venezuela,",, ,,",,,,1,2013
25,,7,16,+0:20,1.0,,Navardauskas Ramunas,15,Garmin Sharp,",, ,,",,,,1,2013
30,,124,17,+0:20,,,Ferrari Roberto,16,Lampre - Merida,",, ,,",,,,1,2013
36,,6,18,+0:20,,,Hunter Robert,17,Garmin Sharp,",, ,,",,,,1,2013
26,,35,19,+0:20,,,Kangert Tanel,18,Astana Pro Team,",, ,,",,,,1,2013
29,,211,5,+0:18,,,Marcato Marco,19,Vacansoleil - DCM,",, ,,",,,,1,2013
26,,39,20,+0:20,,,Zeits Andrey,20,Astana Pro Team,",, ,,",,,,1,2013
24,,4,21,+0:20,,,Haas Nathan,21,Garmin Sharp,",, ,,",,,,1,2013
27,,69,22,+0:20,,,Wyss Danilo,22,BMC Racing Team,",, ,,",,,,1,2013
22,,67,23,+0:20,,,Phinney Taylor,23,BMC Racing Team,",, ,,",,,,1,2013
32,,38,24,+0:20,,,Vanotti Alessandro,24,Astana Pro Team,",, ,,",,,,1,2013
36,,61,25,+0:20,,,Evans Cadel,25,BMC Racing Team,",, ,,",,,,1,2013
26,,216,26,+0:20,,,Ruijgh Rob,26,Vacansoleil - DCM,",, ,,",,,,1,2013
27,,103,27,+0:20,,,Jeannesson Arnold,27,FDJ.fr,",, ,,",,,,1,2013
27,,145,28,+0:20,,,Intxausti Be\xf1at,28,Movistar Team,",, ,,",,,,1,2013
28,,31,29,+0:20,,,Nibali Vincenzo,29,Astana Pro Team,",, ,,",,,,1,2013
30,,107,30,+0:20,,,Rollin Dominique,30,FDJ.fr,",, ,,",,,,1,2013
28,,228,31*,+0:20,,,Santambrogio Mauro,31*,Vini Fantini,",, ,,",,,,1,2013
33,,121,31,+0:20,,,Scarponi Michele,31,Lampre - Merida,",, ,,",,,,1,2013
23,,186,32,+0:20,,,Puccio Salvatore,32,Sky Procycling,",, ,,",,,,1,2013
31,,127,33,+0:20,,,Pozzato Filippo,33,Lampre - Merida,",, ,,",,,,1,2013
30,,149,34,+0:20,,,Visconti Giovanni,34,Movistar Team,",, ,,",,,,1,2013
25,,222,35,+0:20,,,Andriato Rafael,35,Vini Fantini,",, ,,",,,,1,2013
31,,138,36,+0:20,,,Reynes Vicente,36,Lotto Belisol Team,",, ,,",,,,1,2013
27,,144,37,+0:20,,,Herrada Jos\xe9,37,Movistar Team,",, ,,",,,,1,2013
31,,137,38,+0:20,,,Hansen Adam,38,Lotto Belisol Team,",, ,,",,,,1,2013
35,,91,39,+0:20,,,S\xe1nchez Samuel,39,Euskaltel - Euskadi,",, ,,",,,,1,2013
25,,14,40,+0:20,,,B\xe9rard Julien,40,AG2R La Mondiale,",, ,,",,,,1,2013
34,,93,41,+0:20,,,Martinez Egoi,41,Euskaltel - Euskadi,",, ,,",,,,1,2013
32,,142,42,+0:20,,,Cobo Juan Jose,42,Movistar Team,",, ,,",,,,1,2013
30,,92,43,+0:20,,,Azanza Jorge,43,Euskaltel - Euskadi,",, ,,",,,,1,2013
32,,202,44,+0:20,,,Bennati Daniele,44,Team Saxo - Tinkoff,",, ,,",,,,1,2013
24,,176,45,+0:20,,,Oliveira Nelson,45,RadioShack - Leopard,",, ,,",,,,1,2013
30,,154,46,+0:20,,,Keisse Iljo,46,Omega Pharma - Quick-Step,",, ,,",,,,1,2013
35,,21,47,+0:20,,,Pellizotti Franco,47,Androni Giocattoli - Venezuela,",, ,,",,,,1,2013
32,,169,48,+0:20,,,Weening Pieter,48,Orica GreenEDGE,",, ,,",,,,1,2013
28,,26,49,+0:20,,,Rodriguez Jackson,49,Androni Giocattoli - Venezuela,",, ,,",,,,1,2013
26,,66,50,+0:20,,,Oss Daniel,50,BMC Racing Team,",, ,,",,,,1,2013
32,,114,51,+0:20,,,Caruso Giampaolo,51,Team Katusha,",, ,,",,,,1,2013
27,,129,52,+0:20,,,Stortoni Simone,52,Lampre - Merida,",, ,,",,,,1,2013
22,,33,53,+0:20,,,Aru Fabio,53,Astana Pro Team,",, ,,",,,,1,2013
31,,113,54,+0:20,,,Brutt Pavel,54,Team Katusha,",, ,,",,,,1,2013
25,,56,55,+0:20,,,Kruijswijk Steven,55,Blanco Pro Cycling Team,",, ,,",,,,1,2013
23,,201,56,+0:20,,,Majka Rafa\u0142,56,Team Saxo - Tinkoff,",, ,,",,,,1,2013
24,,143,57,+0:20,,,Dowsett Alex,57,Movistar Team,",, ,,",,,,1,2013
33,,85,58,+0:20,,,Duque Leonardo,58,Team Colombia,",, ,,",,,,1,2013
28,,76,59,+0:20,,,Salerno Cristiano,59,Cannondale Pro Cycling Team,",, ,,",,,,1,2013
23,,15,60,+0:20,,,Betancur Carlos,60,AG2R La Mondiale,",, ,,",,,,1,2013
26,,51,61,+0:20,,,Gesink Robert,61,Blanco Pro Cycling Team,",, ,,",,,,1,2013
32,,1,62,+0:20,,,Hesjedal Ryder,62,Garmin Sharp,",, ,,",,,,1,2013
33,,181,63,+0:20,,,Wiggins Bradley,63,Sky Procycling,",, ,,",,,,1,2013
26,,48,64,+0:20,,,Pirazzi Stefano,64,Bardiani Valvole - CSF Inox,",, ,,",,,,1,2013
30,,115,65,+0:20,,,Gusev Vladimir,65,Team Katusha,",, ,,",,,,1,2013
22,,46,66,+0:20,,,Colbrelli Sonny,66,Bardiani Valvole - CSF Inox,",, ,,",,,,1,2013
30,,194,67,+0:20,,,de Kort Koen,67,Team Argos - Shimano,",, ,,",,,,1,2013
28,,166,68,+0:20,,,Meier Christian,68,Orica GreenEDGE,",, ,,",,,,1,2013
29,,153,69,+0:20,,,Go\u0142a\u015b Micha\u0142,69,Omega Pharma - Quick-Step,",, ,,",,,,1,2013
25,,183,70,+0:20,,,Henao Sergio Luis,70,Sky Procycling,",, ,,",,,,1,2013
32,,105,71,+0:20,,,Mourey Francis,71,FDJ.fr,",, ,,",,,,1,2013
22,,162,72,+0:20,,,Durbridge Luke,72,Orica GreenEDGE,",, ,,",,,,1,2013
27,,89,73,+0:20,,,Quintero Carlos,73,Team Colombia,",, ,,",,,,1,2013
23,,43,74,+0:20,,,Boem Nicola,74,Bardiani Valvole - CSF Inox,",, ,,",,,,1,2013
34,,98,75,+0:20,,,Verdugo Gorka,75,Euskaltel - Euskadi,",, ,,",,,,1,2013
26,,173,76,+0:20,,,Ki\u0161erlovski Robert,76,RadioShack - Leopard,",, ,,",,,,1,2013
30,,187,77,+0:20,,,Siutsou Kanstantsin,77,Sky Procycling,",, ,,",,,,1,2013
26,,141,78,+0:20,,,Capecchi Eros,78,Movistar Team,",, ,,",,,,1,2013
28,,204,79,+0:20,,,Breschel Matti,79,Team Saxo - Tinkoff,",, ,,",,,,1,2013
32,,126,80,+0:20,,,Pietropolli Daniele,80,Lampre - Merida,",, ,,",,,,1,2013
28,,75,81,+0:20,,,Sabatini Fabio,81,Cannondale Pro Cycling Team,",, ,,",,,,1,2013
32,,157,82,+0:20,,,Steegmans Gert,82,Omega Pharma - Quick-Step,",, ,,",,,,1,2013
28,,182,83,+0:20,,,Cataldo Dario,83,Sky Procycling,",, ,,",,,,1,2013
31,,208,84,+0:20,,,Pires Bruno,84,Team Saxo - Tinkoff,",, ,,",,,,1,2013
24,,47,85,+0:20,,,Locatelli Stefano,85,Bardiani Valvole - CSF Inox,",, ,,",,,,1,2013
36,,189,86,+0:20,,,Zandio Xabier,86,Sky Procycling,",, ,,",,,,1,2013
34,,207,87,+0:20,,,Petrov Evgeni,87,Team Saxo - Tinkoff,",, ,,",,,,1,2013
29,,68,88,+0:20,,,Santaromita Ivan,88,BMC Racing Team,",, ,,",,,,1,2013
37,,54,89,+0:20,,,Garate Juan Manuel,89,Blanco Pro Cycling Team,",, ,,",,,,1,2013
29,,118,90,+0:20,,,Trofimov Yuri,90,Team Katusha,",, ,,",,,,1,2013
25,,152,91,+0:20,,,Brambilla Gianluca,91,Omega Pharma - Quick-Step,",, ,,",,,,1,2013
22,,55,92,+0:20,,,Kelderman Wilco,92,Blanco Pro Cycling Team,",, ,,",,,,1,2013
25,,8,93,+0:20,,,Stetina Peter,93,Garmin Sharp,",, ,,",,,,1,2013
23,,23,94,+0:20,,,Felline Fabio,94,Androni Giocattoli - Venezuela,",, ,,",,,,1,2013
25,,41,95,+0:20,,,Modolo Sacha,95,Bardiani Valvole - CSF Inox,",, ,,",,,,1,2013
24,,136,96,+0:20,,,Dockx Gert,96,Lotto Belisol Team,",, ,,",,,,1,2013
30,,59,97,+0:20,,,Wynants Maarten,97,Blanco Pro Cycling Team,",, ,,",,,,1,2013
39,,221,98,+0:20,,,Garzelli Stefano,98,Vini Fantini,",, ,,",,,,1,2013
37,,206,99,+0:20,,,Kroon Karsten,99,Team Saxo - Tinkoff,",, ,,",,,,1,2013
26,,77,100,+0:20,,,Sarmiento Jose Cayetano,100,Cannondale Pro Cycling Team,",, ,,",,,,1,2013
33,,131,101,+0:20,,,Bak Lars Ytting,101,Lotto Belisol Team,",, ,,",,,,1,2013
30,,226,102,+0:20,,,Proni Alessandro,102,Vini Fantini,",, ,,",,,,1,2013
29,,94,103,+0:20,,,Mestre Ricardo,103,Euskaltel - Euskadi,",, ,,",,,,1,2013
22,,122,104,+0:20,,,Cattaneo Mattia,104,Lampre - Merida,",, ,,",,,,1,2013
25,,217,105,+0:20,,,Valls Rafael,105,Vacansoleil - DCM,",, ,,",,,,1,2013
25,,116,106,+0:20,,,Ignatenko Petr,106,Team Katusha,",, ,,",,,,1,2013
24,,198,107,+0:20,,,Mezgec Luka,107,Team Argos - Shimano,",, ,,",,,,1,2013
26,,109,108,+0:20,,,Roux Anthony,108,FDJ.fr,",, ,,",,,,1,2013
27,,87,109,+0:20,,,Ospina Dalivier,109,Team Colombia,",, ,,",,,,1,2013
37,,147,110,+0:20,,,Lastras Pablo,110,Movistar Team,",, ,,",,,,1,2013
23,,12,111,+0:20,,,Appollonio Davide,111,AG2R La Mondiale,",, ,,",,,,1,2013
37,,224,112,+0:20,,,Di Luca Danilo,112,Vini Fantini,",, ,,",,,,1,2013
28,,28,113,+0:20,,,Rubiano Miguel Angel,113,Androni Giocattoli - Venezuela,",, ,,",,,,1,2013
32,,146,114,+0:20,,,Karpets Vladimir,114,Movistar Team,",, ,,",,,,1,2013
23,,171,115,+0:20,,,Bennett George,115,RadioShack - Leopard,",, ,,",,,,1,2013
31,,209,116,+0:20,,,Sutherland Rory,116,Team Saxo - Tinkoff,",, ,,",,,,1,2013
33,,139,117,+0:20,,,Willems Frederik,117,Lotto Belisol Team,",, ,,",,,,1,2013
22,,44,118,+0:20,,,Bongiorno Francesco Manuel,118,Bardiani Valvole - CSF Inox,",, ,,",,,,1,2013
28,,134,119,+0:20,,,de Greef Francis,119,Lotto Belisol Team,",, ,,",,,,1,2013
35,,2,120,+0:20,,,Danielson Thomas,120,Garmin Sharp,",, ,,",,,,1,2013
32,,99,121,+0:20,,,Vrecer Robert,121,Euskaltel - Euskadi,",, ,,",,,,1,2013
33,,125,122,+0:20,,,Niemiec Przemyslaw,122,Lampre - Merida,",, ,,",,,,1,2013
25,,81,123,+0:20,,,Atapuma John Darwin,123,Team Colombia,",, ,,",,,,1,2013
26,,188,124,+0:20,,,Uran Rigoberto,124,Sky Procycling,",, ,,",,,,1,2013
27,,174,125,+0:20,,,Machado Tiago,125,RadioShack - Leopard,",, ,,",,,,1,2013
35,,25,126,+0:20,,,Gil Tomas Aurelio,126,Androni Giocattoli - Venezuela,",, ,,",,,,1,2013
27,,229,127,+0:20,,,Taborre Fabio,127,Vini Fantini,",, ,,",,,,1,2013
25,,16,128,+0:20,,,Bonnafond Guillaume,128,AG2R La Mondiale,",, ,,",,,,1,2013
34,,128,129,+0:20,,,Serpa Jose Rodolfo,129,Lampre - Merida,",, ,,",,,,1,2013
27,,212,130,+0:20,,,Bole Grega,130,Vacansoleil - DCM,",, ,,",,,,1,2013
34,,218,131,+0:20,,,Veuchelen Frederik,131,Vacansoleil - DCM,",, ,,",,,,1,2013
23,,219,132,+0:20,,,Wauters Willem,132,Vacansoleil - DCM,",, ,,",,,,1,2013
29,,155,133,+0:20,,,Pauwels Serge,133,Omega Pharma - Quick-Step,",, ,,",,,,1,2013
25,,227,134,+0:20,,,Rabottini Matteo,134,Vini Fantini,",, ,,",,,,1,2013
32,,36,135,+0:20,,,Kessiakoff Fredrik,135,Astana Pro Team,",, ,,",,,,1,2013
32,,178,136,+0:20,,,Roulston Hayden,136,RadioShack - Leopard,",, ,,",,,,1,2013
24,,179,137,+0:20,,,Sergent Jesse,137,RadioShack - Leopard,",, ,,",,,,1,2013
29,,132,138,+0:20,,,Bellemakers Dirk,138,Lotto Belisol Team,",, ,,",,,,1,2013
27,,34,139,+0:20,,,Gruzdev Dmitriy,139,Astana Pro Team,",, ,,",,,,1,2013
35,,58,140,+0:20,,,Tjallingii Maarten,140,Blanco Pro Cycling Team,",, ,,",,,,1,2013
25,,123,141,+0:20,,,Durasek Kristijan,141,Lampre - Merida,",, ,,",,,,1,2013
24,,192,142,+0:20,,,Damuseau Thomas,142,Team Argos - Shimano,",, ,,",,,,1,2013
32,,73,143,+0:20,,,Longo Borghini Paolo,143,Cannondale Pro Cycling Team,",, ,,",,,,1,2013
29,,205,144,+0:20,,,Christensen Mads,144,Team Saxo - Tinkoff,",, ,,",,,,1,2013
24,,45,145,+0:20,,,Canola Marco,145,Bardiani Valvole - CSF Inox,",, ,,",,,,1,2013
35,,37,146,+0:20,,,Tiralongo Paolo,146,Astana Pro Team,",, ,,",,,,1,2013
23,,49,147,+0:20,,,Zardini Edoardo,147,Bardiani Valvole - CSF Inox,",, ,,",,,,1,2013
29,,117,148,+0:20,,,Kozonchuk Dmitry,148,Team Katusha,",, ,,",,,,1,2013
23,,42,149,+0:20,,,Battaglin Enrico,149,Bardiani Valvole - CSF Inox,",, ,,",,,,1,2013
28,,32,150,+0:20,,,Agnoli Valerio,150,Astana Pro Team,",, ,,",,,,1,2013
25,,71,151,+0:20,,,Caruso Damiano,151,Cannondale Pro Cycling Team,",, ,,",,,,1,2013
26,,203,152,+0:20,,,Boaro Manuele,152,Team Saxo - Tinkoff,",, ,,",,,,1,2013
30,,11,153,+0:20,,,Pozzovivo Domenico,153,AG2R La Mondiale,",, ,,",,,,1,2013
26,,84,154,+0:20,,,Duarte Fabio,154,Team Colombia,",, ,,",,,,1,2013
24,,95,155,+0:20,,,Minguez Miguel,155,Euskaltel - Euskadi,",, ,,",,,,1,2013
22,,197,156,+0:20,,,Ludvigsson Tobias,156,Team Argos - Shimano,",, ,,",,,,1,2013
25,,18,157,+0:20,,,Gastauer Ben,157,AG2R La Mondiale,",, ,,",,,,1,2013
36,,5,158,+0:20,,,Vande Velde Christian,158,Garmin Sharp,",, ,,",,,,1,2013
35,,168,159,+0:20,,,Tuft Svein,159,Orica GreenEDGE,",, ,,",,,,1,2013
28,,74,160,+0:20,,,Marangoni Alan,160,Cannondale Pro Cycling Team,",, ,,",,,,1,2013
33,,167,161,+0:20,,,Mouris Jens,161,Orica GreenEDGE,",, ,,",,,,1,2013
32,,17,162,+0:20,,,Dupont Hubert,162,AG2R La Mondiale,",, ,,",,,,1,2013
29,,57,163,+0:20,,,Martens Paul,163,Blanco Pro Cycling Team,",, ,,",,,,1,2013
24,,88,164,+0:20,,,Pantano Jarlinson,164,Team Colombia,",, ,,",,,,1,2013
29,,83,165,+0:20,,,Chalapud Robinson,165,Team Colombia,",, ,,",,,,1,2013
28,,225,166,+0:20,,,Gatto Oscar,166,Vini Fantini,",, ,,",,,,1,2013
22,,214,167,+0:20,,,Lammertink Maurits,167,Vacansoleil - DCM,",, ,,",,,,1,2013
22,,104,168,+0:20,,,Le Bon Johan,168,FDJ.fr,",, ,,",,,,1,2013
32,,29,169,+0:20,,,Sella Emanuele,169,Androni Giocattoli - Venezuela,",, ,,",,,,1,2013
34,,101,170,+0:20,,,Casar Sandy,170,FDJ.fr,",, ,,",,,,1,2013
30,,65,171,+0:20,,,Morabito Steve,171,BMC Racing Team,",, ,,",,,,1,2013
36,,119,172,+0:20,,,Vicioso \xc1ngel,172,Team Katusha,",, ,,",,,,1,2013
29,,19,173,+0:20,,,Georges Sylvain,173,AG2R La Mondiale,",, ,,",,,,1,2013
34,,185,174,+0:20,,,Pate Danny,174,Sky Procycling,",, ,,",,,,1,2013
32,,63,175,+0:20,,,Cummings Stephen,175,BMC Racing Team,",, ,,",,,,1,2013
29,,72,176,+0:20,,,Dall'Antonia Tiziano,176,Cannondale Pro Cycling Team,",, ,,",,,,1,2013
28,,135,188,+1:17,,,Dehaes Kenny,177,Lotto Belisol Team,0:57 0:57,,,,1,2013
29,,193,189,+1:21,,,de Backer Bert,178,Team Argos - Shimano,1:01 1:01,,,,1,2013
28,,3,190,+1:25,,,Dekker Thomas,179,Garmin Sharp,1:05 1:05,,,,1,2013
27,,199,191,+1:36,,,Timmer Albert,180,Team Argos - Shimano,1:16 1:16,,,,1,2013
33,,177,177,+0:20,,,Popovych Yaroslav,181,RadioShack - Leopard,0:00 0:00,,,,1,2013
25,,64,178,+0:20,,,Lodewyck Klaas,182,BMC Racing Team,",, 0:00",,,,1,2013
33,,156,193,+2:54,,,Pineau J\xe9rome,183,Omega Pharma - Quick-Step,2:34 2:34,,,,1,2013
23,,158,179,+0:20,,,Trentin Matteo,184,Omega Pharma - Quick-Step,0:00 0:00,,,,1,2013
32,,184,194,+2:58,,,Knees Christian,185,Sky Procycling,2:38 2:38,,,,1,2013
25,,213,195,+2:58,,,Keizer Martijn,186,Vacansoleil - DCM,",, 2:38",,,,1,2013
29,,79,192,+2:52,,,Wurf Cameron,187,Cannondale Pro Cycling Team,",, 2:38",,,,1,2013
26,,195,196,+2:58,,,Gretsch Patrick,188,Team Argos - Shimano,",, 2:38",,,,1,2013
23,,52,197,+2:58,,,Bobridge Jack,189,Blanco Pro Cycling Team,",, 2:38",,,,1,2013
28,,112,198,+2:58,,,Belkov Maxim,190,Team Katusha,",, 2:38",,,,1,2013
26,,106,199,+2:58,,,Pichon Laurent,191,FDJ.fr,",, 2:38",,,,1,2013
25,,196,200,+2:58,,,Ji Cheng,192,Team Argos - Shimano,",, 2:38",,,,1,2013
24,,215,201,+2:58,,,Ligthart Pim,193,Vacansoleil - DCM,",, 2:38",,,,1,2013
32,,22,180,+0:20,,,Ermeti Giairo,194,Androni Giocattoli - Venezuela,0:00 0:00,,,,1,2013
33,,102,181,+0:20,,,Fischer Murilo Antonio,195,FDJ.fr,",, 0:00",,,,1,2013
27,,86,202,+3:23,,,Marentes Wilson Alexander,196,Team Colombia,3:03 3:03,,,,1,2013
25,,133,203,+3:23,,,Bulgac Brian,197,Lotto Belisol Team,",, 3:03",,,,1,2013
23,,159,204,+3:25,,,Vermote Julien,198,Omega Pharma - Quick-Step,3:05 3:05,,,,1,2013
24,,164,182,+0:20,,,Keukeleire Jens,199,Orica GreenEDGE,0:00 0:00,,,,1,2013
23,,82,183,+0:20,,,Avila Edwin,200,Team Colombia,",, 0:00",,,,1,2013
29,,24,184,+0:20,,,Gavazzi Mattia,201,Androni Giocattoli - Venezuela,",, 0:00",,,,1,2013
27,,13,185,+0:20,,,Belletti Manuel,202,AG2R La Mondiale,",, 0:00",,,,1,2013
36,,9,186,+0:20,,,Millar David,203,Garmin Sharp,",, 0:00",,,,1,2013
32,,223,187,+0:20,,,Chicchi Francesco,204,Vini Fantini,",, 0:00",,,,1,2013
30,,53,205,+5:27,,,Clement Stef,205,Blanco Pro Cycling Team,5:07 5:07,,,,1,2013
33,,97,206,+5:27,,,Urtasun Pablo,206,Euskaltel - Euskadi,",, 5:07",,,,1,2013
23,,186,1,+0:00,,32,Puccio Salvatore,1,Sky Procycling,3:20:43 3:20:43,+0:00,,\u25b231,2,2013
33,,181,2,+0:00,,63,Wiggins Bradley,2,Sky Procycling,",, ,,",+0:00,,\u25b261,2,2013
25,,183,3,+0:00,,70,Henao Sergio Luis,3,Sky Procycling,",, ,,",+0:00,,\u25b267,2,2013
28,,182,4,+0:00,,83,Cataldo Dario,4,Sky Procycling,",, ,,",+0:00,,\u25b279,2,2013
26,,188,5,+0:00,,124,Uran Rigoberto,5,Sky Procycling,",, ,,",+0:00,,\u25b2119,2,2013
27,,145,6,+0:09,,28,Intxausti Be\xf1at,6,Movistar Team,0:09 0:09,+0:09,,\u25b222,2,2013
30,,149,7,+0:09,,34,Visconti Giovanni,7,Movistar Team,",, 0:09",+0:09,,\u25b227,2,2013
27,,144,8,+0:09,,37,Herrada Jos\xe9,8,Movistar Team,",, 0:09",+0:09,,\u25b229,2,2013
24,,143,9,+0:09,,57,Dowsett Alex,9,Movistar Team,",, 0:09",+0:09,,\u25b248,2,2013
26,,141,10,+0:09,,78,Capecchi Eros,10,Movistar Team,",, 0:09",+0:09,,\u25b268,2,2013
26,,35,11,+0:14,,19,Kangert Tanel,11,Astana Pro Team,0:14 0:14,+0:14,,\u25b28,2,2013
28,,31,12,+0:14,,29,Nibali Vincenzo,12,Astana Pro Team,",, 0:14",+0:14,,\u25b217,2,2013
22,,33,13,+0:14,,53,Aru Fabio,13,Astana Pro Team,",, 0:14",+0:14,,\u25b240,2,2013
32,,36,14,+0:14,,135,Kessiakoff Fredrik,14,Astana Pro Team,",, 0:14",+0:14,,\u25b2121,2,2013
35,,37,15,+0:14,,146,Tiralongo Paolo,15,Astana Pro Team,",, 0:14",+0:14,,\u25b2131,2,2013
28,,32,16,+0:14,,150,Agnoli Valerio,16,Astana Pro Team,",, 0:14",+0:14,,\u25b2134,2,2013
36,,111,17,+0:19,,13,Paolini Luca,17,Team Katusha,0:19 0:19,+0:19,,\u25bc4,2,2013
32,,114,18,+0:19,,51,Caruso Giampaolo,18,Team Katusha,",, 0:19",+0:19,,\u25b233,2,2013
30,,115,19,+0:19,,65,Gusev Vladimir,19,Team Katusha,",, 0:19",+0:19,,\u25b246,2,2013
29,,118,20,+0:19,,90,Trofimov Yuri,20,Team Katusha,",, 0:19",+0:19,,\u25b270,2,2013
36,,119,21,+0:19,,172,Vicioso \xc1ngel,21,Team Katusha,",, 0:19",+0:19,,\u25b2151,2,2013
28,,228,22*,+0:22,,31*,Santambrogio Mauro,22*,Vini Fantini,0:22 0:22,+0:22,,-,2,2013
33,,121,22,+0:22,,31,Scarponi Michele,22,Lampre - Merida,",, 0:22",+0:22,,\u25b29,2,2013
39,,221,23,+0:22,,98,Garzelli Stefano,23,Vini Fantini,",, 0:22",+0:22,,\u25b275,2,2013
22,,122,24,+0:22,,104,Cattaneo Mattia,24,Lampre - Merida,",, 0:22",+0:22,,\u25b280,2,2013
37,,224,25,+0:22,,112,Di Luca Danilo,25,Vini Fantini,",, 0:22",+0:22,,\u25b287,2,2013
33,,125,26,+0:22,,122,Niemiec Przemyslaw,26,Lampre - Merida,",, 0:22",+0:22,,\u25b296,2,2013
27,,229,27,+0:22,,127,Taborre Fabio,27,Vini Fantini,",, 0:22",+0:22,,\u25b2100,2,2013
25,,227,28,+0:22,,134,Rabottini Matteo,28,Vini Fantini,",, 0:22",+0:22,,\u25b2106,2,2013
34,,128,29,+0:22,,129,Serpa Jose Rodolfo,29,Lampre - Merida,",, 0:22",+0:22,,\u25b2100,2,2013
25,,123,30,+0:22,,141,Durasek Kristijan,30,Lampre - Merida,",, 0:22",+0:22,,\u25b2111,2,2013
24,,78,31,+0:23,,2,Viviani Elia,31,Cannondale Pro Cycling Team,0:23 0:23,+0:35,,\u25bc29,2,2013
25,,7,32,+0:25,,16,Navardauskas Ramunas,32,Garmin Sharp,0:25 0:25,+0:25,,\u25bc16,2,2013
24,,4,33,+0:25,,21,Haas Nathan,33,Garmin Sharp,",, 0:25",+0:25,,\u25bc12,2,2013
32,,1,34,+0:25,,62,Hesjedal Ryder,34,Garmin Sharp,",, 0:25",+0:25,,\u25b228,2,2013
25,,8,35,+0:25,,93,Stetina Peter,35,Garmin Sharp,",, 0:25",+0:25,,\u25b258,2,2013
35,,2,36,+0:25,,120,Danielson Thomas,36,Garmin Sharp,",, 0:25",+0:25,,\u25b284,2,2013
36,,5,37,+0:25,,158,Vande Velde Christian,37,Garmin Sharp,",, 0:25",+0:25,,\u25b2121,2,2013
26,,161,38,+0:28,,7,Goss Matthew,38,Orica GreenEDGE,0:28 0:28,+0:28,,\u25bc31,2,2013
27,,151,39,+0:28,,1,Cavendish Mark,39,Omega Pharma - Quick-Step,",, 0:28",+0:48,,\u25bc38,2,2013
25,,56,40,+0:28,,55,Kruijswijk Steven,40,Blanco Pro Cycling Team,",, 0:28",+0:28,,\u25b215,2,2013
32,,169,41,+0:28,,48,Weening Pieter,41,Orica GreenEDGE,",, 0:28",+0:28,,\u25b27,2,2013
26,,51,42,+0:28,,61,Gesink Robert,42,Blanco Pro Cycling Team,",, 0:28",+0:28,,\u25b219,2,2013
28,,166,43,+0:28,,68,Meier Christian,43,Orica GreenEDGE,",, 0:28",+0:28,,\u25b225,2,2013
22,,162,44,+0:28,,72,Durbridge Luke,44,Orica GreenEDGE,",, 0:28",+0:28,,\u25b228,2,2013
37,,54,45,+0:28,,89,Garate Juan Manuel,45,Blanco Pro Cycling Team,",, 0:28",+0:28,,\u25b244,2,2013
22,,55,46,+0:28,,92,Kelderman Wilco,46,Blanco Pro Cycling Team,",, 0:28",+0:28,,\u25b246,2,2013
29,,57,47,+0:28,,163,Martens Paul,47,Blanco Pro Cycling Team,",, 0:28",+0:28,,\u25b2116,2,2013
24,,164,48,+0:28,,182,Keukeleire Jens,48,Orica GreenEDGE,",, 0:28",+0:28,,\u25b2134,2,2013
26,,216,49,+0:34,,26,Ruijgh Rob,49,Vacansoleil - DCM,0:34 0:34,+0:34,,\u25bc23,2,2013
25,,217,50,+0:34,,105,Valls Rafael,50,Vacansoleil - DCM,",, 0:34",+0:34,,\u25b255,2,2013
23,,219,51,+0:34,,132,Wauters Willem,51,Vacansoleil - DCM,",, 0:34",+0:34,,\u25b281,2,2013
34,,218,52,+0:34,,131,Veuchelen Frederik,52,Vacansoleil - DCM,",, 0:34",+0:34,,\u25b279,2,2013
27,,212,53,+0:34,,130,Bole Grega,53,Vacansoleil - DCM,",, 0:34",+0:34,,\u25b277,2,2013
