BIB,GC,GC-Time,Prev,Rnk,Team,Time,stage,year,▼▲
,,+ - 19:32:33,8.0,8,Quickstep - Innergetic,5:08 5:08,5,2008,-
,,+ - 19:32:33,9.0,9,Barloworld,5:31 5:31,5,2008,-
,,+ - 19:32:33,10.0,10,Euskaltel - Euskadi,6:14 6:14,5,2008,-
,,+ - 19:32:33,11.0,11,AG2R La Mondiale,6:23 6:23,5,2008,-
,,+ - 19:32:33,12.0,12,Rabobank ProTeam,6:39 6:39,5,2008,-
,,+ - 19:32:33,13.0,13,Lampre,6:47 6:47,5,2008,-
,,+ - 19:32:33,14.0,14,Milram,7:06 7:06,5,2008,-
,,+ - 19:32:33,15.0,15,Agritubel,7:07 7:07,5,2008,-
,,+ - 19:32:33,16.0,16,Silence - Lotto,7:19 7:19,5,2008,-
,,+ - 19:32:33,17.0,17,Bouygues Telecom,8:03 8:03,5,2008,-
,,+ - 19:32:33,18.0,18,Crédit Agricole,8:13 8:13,5,2008,-
,,+ - 19:32:33,19.0,19,Scott - American Beef,8:43 8:43,5,2008,-
,,+ - 19:32:33,20.0,20,Française des Jeux,9:17 9:17,5,2008,-
,,+ - 24:30:41,1.0,1,Team Garmin - Chipotle,73:34:10 73:34:10,6,2008,-
,,+ - 24:30:41,3.0,2,CSC ProTeam,0:19 0:19,6,2008,▲1
,,+ - 24:30:41,2.0,3,Team Columbia,0:20 0:20,6,2008,▼1
,,+ - 24:30:41,6.0,4,Caisse d'Epargne,3:54 3:54,6,2008,▲2
,,+ - 24:30:41,7.0,5,Liquigas,4:09 4:09,6,2008,▲2
,,+ - 24:30:41,10.0,6,Euskaltel - Euskadi,4:17 4:17,6,2008,▲4
,,+ - 24:30:41,5.0,7,Gerolsteiner,4:33 4:33,6,2008,▼2
,,+ - 24:30:41,4.0,8,"Cofidis, le Crédit par Téléphone",5:24 5:24,6,2008,▼4
,,+ - 24:30:41,9.0,9,Barloworld,5:30 5:30,6,2008,-
,,+ - 24:30:41,13.0,10,Lampre,5:42 5:42,6,2008,▲3
,,+ - 24:30:41,11.0,11,AG2R La Mondiale,5:50 5:50,6,2008,-
,,+ - 24:30:41,19.0,12,Scott - American Beef,6:23 6:23,6,2008,▲7
,,+ - 24:30:41,12.0,13,Rabobank ProTeam,6:57 6:57,6,2008,▼1
,,+ - 24:30:41,15.0,14,Agritubel,7:20 7:20,6,2008,▲1
,,+ - 24:30:41,18.0,15,Crédit Agricole,7:54 7:54,6,2008,▲3
,,+ - 24:30:41,16.0,16,Silence - Lotto,8:55 8:55,6,2008,-
,,+ - 24:30:41,8.0,17,Quickstep - Innergetic,9:11 9:11,6,2008,▼9
,,+ - 24:30:41,17.0,18,Bouygues Telecom,",, 9:11",6,2008,▼1
,,+ - 24:30:41,14.0,19,Milram,14:10 14:10,6,2008,▼5
,,+ - 24:30:41,20.0,20,Française des Jeux,14:25 14:25,6,2008,-
,,+ - 28:23:40,2.0,1,CSC ProTeam,85:13:26 85:13:26,7,2008,▲1
,,+ - 28:23:40,3.0,2,Team Columbia,2:52 2:52,7,2008,▲1
,,+ - 28:23:40,4.0,3,Caisse d'Epargne,3:29 3:29,7,2008,▲1
,,+ - 28:23:40,5.0,4,Liquigas,3:50 3:50,7,2008,▲1
,,+ - 28:23:40,7.0,5,Gerolsteiner,4:41 4:41,7,2008,▲2
,,+ - 28:23:40,6.0,6,Euskaltel - Euskadi,4:52 4:52,7,2008,-
,,+ - 28:23:40,12.0,7,Scott - American Beef,6:04 6:04,7,2008,▲5
,,+ - 28:23:40,11.0,8,AG2R La Mondiale,6:25 6:25,7,2008,▲3
,,+ - 28:23:40,9.0,9,Barloworld,6:32 6:32,7,2008,-
,,+ - 28:23:40,13.0,10,Rabobank ProTeam,7:32 7:32,7,2008,▲3
,,+ - 28:23:40,15.0,11,Crédit Agricole,8:56 8:56,7,2008,▲4
,,+ - 28:23:40,10.0,12,Lampre,9:28 9:28,7,2008,▼2
,,+ - 28:23:40,18.0,13,Bouygues Telecom,10:13 10:13,7,2008,▲5
,,+ - 28:23:40,1.0,14,Team Garmin - Chipotle,10:59 10:59,7,2008,▼13
,,+ - 28:23:40,16.0,15,Silence - Lotto,11:27 11:27,7,2008,▲1
,,+ - 28:23:40,17.0,16,Quickstep - Innergetic,12:03 12:03,7,2008,▲1
,,+ - 28:23:40,19.0,17,Milram,17:09 17:09,7,2008,▲2
,,+ - 28:23:40,20.0,18,Française des Jeux,20:08 20:08,7,2008,▲2
,,+ - 28:23:40,14.0,19,Agritubel,29:42 29:42,7,2008,▼5
,,+ - 28:23:40,8.0,20,"Cofidis, le Crédit par Téléphone",29:43 29:43,7,2008,▼12
,,+ - 32:26:34,1.0,1,CSC ProTeam,97:22:08 97:22:08,8,2008,-
,,+ - 32:26:34,2.0,2,Team Columbia,2:52 2:52,8,2008,-
,,+ - 32:26:34,3.0,3,Caisse d'Epargne,3:29 3:29,8,2008,-
,,+ - 32:26:34,4.0,4,Liquigas,3:50 3:50,8,2008,-
,,+ - 32:26:34,5.0,5,Gerolsteiner,4:41 4:41,8,2008,-
,,+ - 32:26:34,6.0,6,Euskaltel - Euskadi,4:52 4:52,8,2008,-
,,+ - 32:26:34,7.0,7,Scott - American Beef,6:04 6:04,8,2008,-
,,+ - 32:26:34,8.0,8,AG2R La Mondiale,6:25 6:25,8,2008,-
,,+ - 32:26:34,9.0,9,Barloworld,6:32 6:32,8,2008,-
,,+ - 32:26:34,10.0,10,Rabobank ProTeam,7:32 7:32,8,2008,-
,,+ - 32:26:34,11.0,11,Crédit Agricole,8:56 8:56,8,2008,-
,,+ - 32:26:34,12.0,12,Lampre,9:28 9:28,8,2008,-
,,+ - 32:26:34,13.0,13,Bouygues Telecom,10:13 10:13,8,2008,-
,,+ - 32:26:34,14.0,14,Team Garmin - Chipotle,10:59 10:59,8,2008,-
,,+ - 32:26:34,15.0,15,Silence - Lotto,11:27 11:27,8,2008,-
,,+ - 32:26:34,16.0,16,Quickstep - Innergetic,12:03 12:03,8,2008,-
,,+ - 32:26:34,17.0,17,Milram,17:09 17:09,8,2008,-
,,+ - 32:26:34,18.0,18,Française des Jeux,20:08 20:08,8,2008,-
,,+ - 32:26:34,19.0,19,Agritubel,29:42 29:42,8,2008,-
,,+ - 32:26:34,20.0,20,"Cofidis, le Crédit par Téléphone",29:43 29:43,8,2008,-
,,+ - 38:07:19,1.0,1,CSC ProTeam,114:24:23 114:24:23,9,2008,-
,,+ - 38:07:19,3.0,2,Caisse d'Epargne,3:29 3:29,9,2008,▲1
,,+ - 38:07:19,7.0,3,Scott - American Beef,4:47 4:47,9,2008,▲4
,,+ - 38:07:19,5.0,4,Gerolsteiner,5:21 5:21,9,2008,▲1
,,+ - 38:07:19,8.0,5,AG2R La Mondiale,6:12 6:12,9,2008,▲3
,,+ - 38:07:19,2.0,6,Team Columbia,8:02 8:02,9,2008,▼4
,,+ - 38:07:19,10.0,7,Rabobank ProTeam,8:12 8:12,9,2008,▲3
,,+ - 38:07:19,12.0,8,Lampre,9:28 9:28,9,2008,▲4
,,+ - 38:07:19,9.0,9,Barloworld,10:29 10:29,9,2008,-
,,+ - 38:07:19,4.0,10,Liquigas,11:37 11:37,9,2008,▼6
,,+ - 38:07:19,15.0,11,Silence - Lotto,12:07 12:07,9,2008,▲4
,,+ - 38:07:19,6.0,12,Euskaltel - Euskadi,12:39 12:39,9,2008,▼6
,,+ - 38:07:19,13.0,13,Bouygues Telecom,13:30 13:30,9,2008,-
,,+ - 38:07:19,14.0,14,Team Garmin - Chipotle,14:56 14:56,9,2008,-
,,+ - 38:07:19,11.0,15,Crédit Agricole,17:23 17:23,9,2008,▼4
,,+ - 38:07:19,16.0,16,Quickstep - Innergetic,19:50 19:50,9,2008,-
,,+ - 38:07:19,17.0,17,Milram,25:36 25:36,9,2008,-
,,+ - 38:07:19,18.0,18,Française des Jeux,35:48 35:48,9,2008,-
,,+ - 38:07:19,20.0,19,"Cofidis, le Crédit par Téléphone",38:10 38:10,9,2008,▲1
,,+ - 38:07:19,19.0,20,Agritubel,45:16 45:16,9,2008,▼1
,,+ - 42:29:09,3.0,1,Scott - American Beef,127:29:48 127:29:48,10,2008,▲2
,,+ - 42:29:09,1.0,2,CSC ProTeam,4:40 4:40,10,2008,▼1
,,+ - 42:29:09,5.0,3,AG2R La Mondiale,9:29 9:29,10,2008,▲2
,,+ - 42:29:09,4.0,4,Gerolsteiner,19:49 19:49,10,2008,-
,,+ - 42:29:09,2.0,5,Caisse d'Epargne,22:34 22:34,10,2008,▼3
,,+ - 42:29:09,7.0,6,Rabobank ProTeam,23:24 23:24,10,2008,▲1
,,+ - 42:29:09,12.0,7,Euskaltel - Euskadi,25:34 25:34,10,2008,▲5
,,+ - 42:29:09,11.0,8,Silence - Lotto,32:55 32:55,10,2008,▲3
,,+ - 42:29:09,8.0,9,Lampre,34:43 34:43,10,2008,▼1
,,+ - 42:29:09,6.0,10,Team Columbia,37:19 37:19,10,2008,▼4
,,+ - 42:29:09,9.0,11,Barloworld,46:40 46:40,10,2008,▼2
,,+ - 42:29:09,10.0,12,Liquigas,48:30 48:30,10,2008,▼2
,,+ - 42:29:09,18.0,13,Française des Jeux,53:43 53:43,10,2008,▲5
,,+ - 42:29:09,14.0,14,Team Garmin - Chipotle,57:13 57:13,10,2008,-
,,+ - 42:29:09,15.0,15,Crédit Agricole,1:00:55 1:00:55,10,2008,-
,,+ - 42:29:09,19.0,16,"Cofidis, le Crédit par Téléphone",1:02:45 1:02:45,10,2008,▲3
,,+ - 42:29:09,16.0,17,Quickstep - Innergetic,1:03:19 1:03:19,10,2008,▼1
,,+ - 42:29:09,13.0,18,Bouygues Telecom,1:19:50 1:19:50,10,2008,▼5
,,+ - 42:29:09,17.0,19,Milram,1:23:59 1:23:59,10,2008,▼2
,,+ - 42:29:09,20.0,20,Agritubel,1:40:22 1:40:22,10,2008,-
,,+ - 46:42:13,2.0,1,CSC ProTeam,139:58:49 139:58:49,11,2008,▲1
,,+ - 46:42:13,3.0,2,AG2R La Mondiale,4:49 4:49,11,2008,▲1
,,+ - 46:42:13,1.0,3,Scott - American Beef,10:11 10:11,11,2008,▼2
,,+ - 46:42:13,4.0,4,Gerolsteiner,15:23 15:23,11,2008,-
,,+ - 46:42:13,6.0,5,Rabobank ProTeam,18:46 18:46,11,2008,▲1
,,+ - 46:42:13,9.0,6,Lampre,30:03 30:03,11,2008,▲3
,,+ - 46:42:13,5.0,7,Caisse d'Epargne,32:45 32:45,11,2008,▼2
,,+ - 46:42:13,7.0,8,Euskaltel - Euskadi,35:45 35:45,11,2008,▼1
,,+ - 46:42:13,15.0,9,Crédit Agricole,41:49 41:49,11,2008,▲6
,,+ - 46:42:13,8.0,10,Silence - Lotto,43:06 43:06,11,2008,▼2
,,+ - 46:42:13,12.0,11,Liquigas,44:04 44:04,11,2008,▲1
,,+ - 46:42:13,10.0,12,Team Columbia,47:30 47:30,11,2008,▼2
,,+ - 46:42:13,13.0,13,Française des Jeux,49:17 49:17,11,2008,-
,,+ - 46:42:13,16.0,14,"Cofidis, le Crédit par Téléphone",58:34 58:34,11,2008,▲2
,,+ - 46:42:13,11.0,15,Barloworld,1:04:14 1:04:14,11,2008,▼4
,,+ - 46:42:13,14.0,16,Team Garmin - Chipotle,1:07:24 1:07:24,11,2008,▼2
,,+ - 46:42:13,17.0,17,Quickstep - Innergetic,1:13:30 1:13:30,11,2008,-
,,+ - 46:42:13,18.0,18,Bouygues Telecom,1:15:24 1:15:24,11,2008,-
,,+ - 46:42:13,19.0,19,Milram,1:19:33 1:19:33,11,2008,-
,,+ - 46:42:13,20.0,20,Agritubel,1:57:56 1:57:56,11,2008,-
,,+ - 50:23:05,1.0,1,CSC ProTeam,151:01:25 151:01:25,12,2008,-
,,+ - 50:23:05,2.0,2,AG2R La Mondiale,4:49 4:49,12,2008,-
,,+ - 50:23:05,4.0,3,Gerolsteiner,15:23 15:23,12,2008,▲1
,,+ - 50:23:05,5.0,4,Rabobank ProTeam,18:46 18:46,12,2008,▲1
,,+ - 50:23:05,6.0,5,Lampre,30:03 30:03,12,2008,▲1
,,+ - 50:23:05,7.0,6,Caisse d'Epargne,32:45 32:45,12,2008,▲1
,,+ - 50:23:05,8.0,7,Euskaltel - Euskadi,35:45 35:45,12,2008,▲1
,,+ - 50:23:05,9.0,8,Crédit Agricole,41:49 41:49,12,2008,▲1
,,+ - 50:23:05,10.0,9,Silence - Lotto,43:06 43:06,12,2008,▲1
,,+ - 50:23:05,11.0,10,Liquigas,44:04 44:04,12,2008,▲1
,,+ - 50:23:05,12.0,11,Team Columbia,47:30 47:30,12,2008,▲1
,,+ - 50:23:05,13.0,12,Française des Jeux,49:17 49:17,12,2008,▲1
,,+ - 50:23:05,14.0,13,"Cofidis, le Crédit par Téléphone",58:34 58:34,12,2008,▲1
,,+ - 50:23:05,15.0,14,Barloworld,1:04:14 1:04:14,12,2008,▲1
,,+ - 50:23:05,16.0,15,Team Garmin - Chipotle,1:07:24 1:07:24,12,2008,▲1
,,+ - 50:23:05,17.0,16,Quickstep - Innergetic,1:13:30 1:13:30,12,2008,▲1
,,+ - 50:23:05,18.0,17,Bouygues Telecom,1:15:24 1:15:24,12,2008,▲1
,,+ - 50:23:05,19.0,18,Milram,1:19:33 1:19:33,12,2008,▲1
,,+ - 50:23:05,20.0,19,Agritubel,1:57:56 1:57:56,12,2008,▲1
,,+ - 54:48:47,1.0,1,CSC ProTeam,164:18:31 164:18:31,13,2008,-
,,+ - 54:48:47,2.0,2,AG2R La Mondiale,4:49 4:49,13,2008,-
,,+ - 54:48:47,3.0,3,Gerolsteiner,15:23 15:23,13,2008,-
,,+ - 54:48:47,4.0,4,Rabobank ProTeam,18:46 18:46,13,2008,-
,,+ - 54:48:47,5.0,5,Lampre,30:03 30:03,13,2008,-
,,+ - 54:48:47,6.0,6,Caisse d'Epargne,32:45 32:45,13,2008,-
,,+ - 54:48:47,7.0,7,Euskaltel - Euskadi,35:45 35:45,13,2008,-
,,+ - 54:48:47,8.0,8,Crédit Agricole,41:49 41:49,13,2008,-
,,+ - 54:48:47,9.0,9,Silence - Lotto,43:06 43:06,13,2008,-
,,+ - 54:48:47,10.0,10,Liquigas,44:15 44:15,13,2008,-
,,+ - 54:48:47,11.0,11,Team Columbia,47:30 47:30,13,2008,-
,,+ - 54:48:47,12.0,12,Française des Jeux,49:32 49:32,13,2008,-
,,+ - 54:48:47,13.0,13,"Cofidis, le Crédit par Téléphone",58:34 58:34,13,2008,-
,,+ - 54:48:47,14.0,14,Barloworld,1:04:29 1:04:29,13,2008,-
,,+ - 54:48:47,15.0,15,Team Garmin - Chipotle,1:07:24 1:07:24,13,2008,-
,,+ - 54:48:47,16.0,16,Quickstep - Innergetic,1:13:41 1:13:41,13,2008,-
,,+ - 54:48:47,17.0,17,Bouygues Telecom,1:15:24 1:15:24,13,2008,-
,,+ - 54:48:47,18.0,18,Milram,1:19:33 1:19:33,13,2008,-
,,+ - 54:48:47,19.0,19,Agritubel,1:57:56 1:57:56,13,2008,-
,,+ - 59:01:55,1.0,1,CSC ProTeam,176:57:55 176:57:55,14,2008,-
,,+ - 59:01:55,2.0,2,AG2R La Mondiale,4:49 4:49,14,2008,-
,,+ - 59:01:55,3.0,3,Gerolsteiner,15:23 15:23,14,2008,-
,,+ - 59:01:55,4.0,4,Rabobank ProTeam,18:46 18:46,14,2008,-
,,+ - 59:01:55,5.0,5,Lampre,30:03 30:03,14,2008,-
,,+ - 59:01:55,6.0,6,Caisse d'Epargne,32:45 32:45,14,2008,-
,,+ - 59:01:55,7.0,7,Euskaltel - Euskadi,35:45 35:45,14,2008,-
,,+ - 59:01:55,8.0,8,Crédit Agricole,41:49 41:49,14,2008,-
,,+ - 59:01:55,9.0,9,Silence - Lotto,43:06 43:06,14,2008,-
,,+ - 59:01:55,10.0,10,Liquigas,44:15 44:15,14,2008,-
,,+ - 59:01:55,11.0,11,Team Columbia,47:30 47:30,14,2008,-
,,+ - 59:01:55,12.0,12,Française des Jeux,49:32 49:32,14,2008,-
,,+ - 59:01:55,13.0,13,"Cofidis, le Crédit par Téléphone",58:34 58:34,14,2008,-
,,+ - 59:01:55,14.0,14,Barloworld,1:07:19 1:07:19,14,2008,-
,,+ - 59:01:55,15.0,15,Team Garmin - Chipotle,",, 1:07:19",14,2008,-
,,+ - 59:01:55,16.0,16,Quickstep - Innergetic,1:13:41 1:13:41,14,2008,-
,,+ - 59:01:55,17.0,17,Bouygues Telecom,1:15:24 1:15:24,14,2008,-
,,+ - 59:01:55,18.0,18,Milram,1:19:33 1:19:33,14,2008,-
,,+ - 59:01:55,19.0,19,Agritubel,1:57:56 1:57:56,14,2008,-
,,+ - 63:57:21,1.0,1,CSC ProTeam,191:43:49 191:43:49,15,2008,-
,,+ - 63:57:21,2.0,2,AG2R La Mondiale,3:32 3:32,15,2008,-
,,+ - 63:57:21,4.0,3,Rabobank ProTeam,28:13 28:13,15,2008,▲1
,,+ - 63:57:21,7.0,4,Euskaltel - Euskadi,33:05 33:05,15,2008,▲3
,,+ - 63:57:21,5.0,5,Lampre,35:39 35:39,15,2008,-
,,+ - 63:57:21,3.0,6,Gerolsteiner,35:50 35:50,15,2008,▼3
,,+ - 63:57:21,8.0,7,Crédit Agricole,42:48 42:48,15,2008,▲1
,,+ - 63:57:21,9.0,8,Silence - Lotto,49:35 49:35,15,2008,▲1
,,+ - 63:57:21,6.0,9,Caisse d'Epargne,51:47 51:47,15,2008,▼3
,,+ - 63:57:21,10.0,10,Liquigas,57:34 57:34,15,2008,-
,,+ - 63:57:21,11.0,11,Team Columbia,58:02 58:02,15,2008,-
,,+ - 63:57:21,13.0,12,"Cofidis, le Crédit par Téléphone",1:08:43 1:08:43,15,2008,▲1
,,+ - 63:57:21,15.0,13,Team Garmin - Chipotle,1:15:04 1:15:04,15,2008,▲2
,,+ - 63:57:21,12.0,14,Française des Jeux,1:18:47 1:18:47,15,2008,▼2
,,+ - 63:57:21,17.0,15,Bouygues Telecom,1:25:32 1:25:32,15,2008,▲2
,,+ - 63:57:21,18.0,16,Milram,1:34:53 1:34:53,15,2008,▲2
,,+ - 63:57:21,14.0,17,Barloworld,1:46:03 1:46:03,15,2008,▼3
,,+ - 63:57:21,16.0,18,Quickstep - Innergetic,1:46:25 1:46:25,15,2008,▼2
,,+ - 63:57:21,19.0,19,Agritubel,2:20:37 2:20:37,15,2008,-
,,+ - 68:30:16,1.0,1,CSC ProTeam,205:22:34 205:22:34,16,2008,-
,,+ - 68:30:16,2.0,2,AG2R La Mondiale,4:02 4:02,16,2008,-
,,+ - 68:30:16,3.0,3,Rabobank ProTeam,43:28 43:28,16,2008,-
,,+ - 68:30:16,5.0,4,Lampre,45:43 45:43,16,2008,▲1
,,+ - 68:30:16,4.0,5,Euskaltel - Euskadi,47:44 47:44,16,2008,▼1
,,+ - 68:30:16,6.0,6,Gerolsteiner,47:54 47:54,16,2008,-
,,+ - 68:30:16,9.0,7,Caisse d'Epargne,49:15 49:15,16,2008,▲2
,,+ - 68:30:16,8.0,8,Silence - Lotto,53:21 53:21,16,2008,-
,,+ - 68:30:16,7.0,9,Crédit Agricole,56:04 56:04,16,2008,▼2
,,+ - 68:30:16,11.0,10,Team Columbia,57:37 57:37,16,2008,▲1
,,+ - 68:30:16,10.0,11,Liquigas,1:09:17 1:09:17,16,2008,▼1
,,+ - 68:30:16,12.0,12,"Cofidis, le Crédit par Téléphone",1:18:28 1:18:28,16,2008,-
,,+ - 68:30:16,15.0,13,Bouygues Telecom,1:37:16 1:37:16,16,2008,▲2
,,+ - 68:30:16,13.0,14,Team Garmin - Chipotle,1:43:30 1:43:30,16,2008,▼1
,,+ - 68:30:16,14.0,15,Française des Jeux,1:43:45 1:43:45,16,2008,▼1
,,+ - 68:30:16,16.0,16,Milram,2:10:27 2:10:27,16,2008,-
,,+ - 68:30:16,17.0,17,Barloworld,2:24:29 2:24:29,16,2008,-
,,+ - 68:30:16,18.0,18,Quickstep - Innergetic,2:36:05 2:36:05,16,2008,-
,,+ - 68:30:16,19.0,19,Agritubel,2:48:02 2:48:02,16,2008,-
,,+ - 74:39:03,1.0,1,CSC ProTeam,223:50:44 223:50:44,17,2008,-
,,+ - 74:39:03,2.0,2,AG2R La Mondiale,9:27 9:27,17,2008,-
,,+ - 74:39:03,3.0,3,Rabobank ProTeam,1:01:06 1:01:06,17,2008,-
