Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
33.0,98.0,22.0,,Mengin Christophe,1.0,La Française des Jeux,1,2002,-
27.0,183.0,16.0,,Bergès Stéphane,2.0,AG2R Prévoyance,1,2002,-
37.0,155.0,15.0,,Dierckxsens Ludo,3.0,Lampre - Daikin,1,2002,-
28.0,201.0,6.0,,Halgand Patrice,4.0,Jean Delatour,1,2002,-
26.0,208.0,5.0,,Lefèvre Laurent,5.0,Jean Delatour,1,2002,-
25.0,72.0,3.0,,Bruylandts Dave,6.0,Domo - Farm Frites,1,2002,-
32.0,71.0,1.0,,Virenque Richard,7.0,Domo - Farm Frites,1,2002,-
27.0,141.0,1.0,,Verbrugghe Rik,8.0,Lotto - Adecco,1,2002,-
24.0,81.0,1.0,3.0,Basso Ivan,9.0,Fassa Bortolo,1,2002,▼6
27.0,183.0,26.0,2.0,Bergès Stéphane,1.0,AG2R Prévoyance,2,2002,▲1
33.0,98.0,23.0,1.0,Mengin Christophe,2.0,La Française des Jeux,2,2002,▼1
37.0,155.0,15.0,3.0,Dierckxsens Ludo,3.0,Lampre - Daikin,2,2002,-
28.0,201.0,6.0,4.0,Halgand Patrice,4.0,Jean Delatour,2,2002,-
23.0,114.0,6.0,,Chavanel Sylvain,5.0,Bonjour,2,2002,-
26.0,208.0,5.0,5.0,Lefèvre Laurent,6.0,Jean Delatour,2,2002,▼1
25.0,72.0,3.0,6.0,Bruylandts Dave,7.0,Domo - Farm Frites,2,2002,▼1
32.0,71.0,1.0,7.0,Virenque Richard,8.0,Domo - Farm Frites,2,2002,▼1
27.0,141.0,1.0,8.0,Verbrugghe Rik,9.0,Lotto - Adecco,2,2002,▼1
24.0,81.0,1.0,9.0,Basso Ivan,10.0,Fassa Bortolo,2,2002,▼1
24.0,64.0,1.0,,Hushovd Thor,11.0,Crédit Agricole,2,2002,-
33.0,98.0,29.0,2.0,Mengin Christophe,1.0,La Française des Jeux,3,2002,▲1
27.0,183.0,26.0,1.0,Bergès Stéphane,2.0,AG2R Prévoyance,3,2002,▼1
37.0,155.0,15.0,3.0,Dierckxsens Ludo,3.0,Lampre - Daikin,3,2002,-
28.0,201.0,9.0,4.0,Halgand Patrice,4.0,Jean Delatour,3,2002,-
23.0,114.0,6.0,5.0,Chavanel Sylvain,5.0,Bonjour,3,2002,-
28.0,118.0,5.0,,Renier Franck,6.0,Bonjour,3,2002,-
26.0,208.0,5.0,6.0,Lefèvre Laurent,7.0,Jean Delatour,3,2002,▼1
25.0,72.0,3.0,7.0,Bruylandts Dave,8.0,Domo - Farm Frites,3,2002,▼1
35.0,95.0,3.0,,Durand Jacky,9.0,La Française des Jeux,3,2002,-
32.0,71.0,1.0,8.0,Virenque Richard,10.0,Domo - Farm Frites,3,2002,▼2
27.0,141.0,1.0,9.0,Verbrugghe Rik,11.0,Lotto - Adecco,3,2002,▼2
24.0,81.0,1.0,10.0,Basso Ivan,12.0,Fassa Bortolo,3,2002,▼2
23.0,185.0,1.0,,Flickinger Andy,13.0,AG2R Prévoyance,3,2002,-
24.0,64.0,1.0,11.0,Hushovd Thor,14.0,Crédit Agricole,3,2002,▼3
33.0,98.0,29.0,1.0,Mengin Christophe,1.0,La Française des Jeux,5,2002,-
