Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
26,53.0,58.0,+1:47:49,20.0,,Simoni Gilberto,58,Cantina Tollo - Alexia Alluminio,1:47:49 1:47:49,+107:49,-,22,1998
28,173.0,59.0,+1:48:52,20.0,,Aparicio Vicente,59,Vitalicio Seguros,1:48:52 1:48:52,+108:52,-,22,1998
35,122.0,60.0,+1:49:17,20.0,,Chiappucci Claudio,60,Ros Mary - Amica Chips,1:49:17 1:49:17,+109:17,-,22,1998
33,9.0,61.0,+1:51:51,20.0,,Scirea Mario,61,Saeco Macchine da Caffe' - Cannondale,1:51:51 1:51:51,+111:51,-,22,1998
32,162.0,62.0,+1:56:10,20.0,,Furlan Giorgio,62,Vini Caldirola - Sidermec,1:56:10 1:56:10,+116:10,-,22,1998
25,19.0,63.0,+2:00:24,20.0,,Profeti Federico,63,Amore & Vita,2:00:24 2:00:24,+120:24,-,22,1998
28,175.0,64.0,+2:02:10,20.0,,Ferrigato Andrea,64,Vitalicio Seguros,2:02:10 2:02:10,+122:10,-,22,1998
30,33.0,65.0,+2:05:06,20.0,,Finco Carlo,65,,2:05:06 2:05:06,+125:06,-,22,1998
29,144.0,66.0,+2:06:06,20.0,,Gualdi Mirko,66,Polti,2:06:06 2:06:06,+126:06,-,22,1998
30,31.0,67.0,+2:07:03,20.0,,Cattai Stefano,67,,2:07:03 2:07:03,+127:03,-,22,1998
29,93.0,68.0,+2:08:34,20.0,,Bramati Davide,68,Mapei - Bricobi,2:08:34 2:08:34,+128:34,-,22,1998
28,116.0,69.0,+2:10:08,20.0,,Brignoli Ermanno,69,Riso Scotti - MG,2:10:08 2:10:08,+130:08,-,22,1998
25,44.0,70.0,+2:10:33,20.0,,Serpellini Marco,70,Brescialat,2:10:33 2:10:33,+130:33,-,22,1998
27,135.0,71.0,+2:10:44,20.0,,Casagrande Filippo,71,Scrigno - Gaerne,2:10:44 2:10:44,+130:44,-,22,1998
32,99.0,72.0,+2:12:37,20.0,,Spruch Zbigniew,72,Mapei - Bricobi,2:12:37 2:12:37,+132:37,-,22,1998
24,57.0,73.0,+2:13:01,20.0,,Mazzanti Luca,73,Cantina Tollo - Alexia Alluminio,2:13:01 2:13:01,+133:01,-,22,1998
29,14.0,74.0,+2:13:01,20.0,,De Pasquale Maurizio,74,Amore & Vita,",, 2:13:01",+133:01,-,22,1998
30,27.0,75.0,+2:13:48,20.0,,Coppolillo Michele,75,Asics - CGA,2:13:48 2:13:48,+133:48,-,22,1998
31,125.0,76.0,+2:13:52,20.0,,Gelfi Luca,76,Ros Mary - Amica Chips,",, 2:13:48",+133:52,-,22,1998
27,3.0,77.0,+2:13:58,20.0,,Fagnini Gian-matteo,77,Saeco Macchine da Caffe' - Cannondale,2:13:58 2:13:58,+133:58,-,22,1998
33,37.0,78.0,+2:14:15,20.0,,Canzonieri Angelo,78,,2:14:15 2:14:15,+134:15,-,22,1998
26,66.0,79.0,+2:15:24,20.0,,Bessy Fr\xe9d\xe9ric,79,Casino - AG2R,2:15:24 2:15:24,+135:24,-,22,1998
23,48.0,80.0,+2:24:16,20.0,,Bruseghin Marzio,80,Brescialat,2:24:16 2:24:16,+144:16,-,22,1998
27,17.0,81.0,+2:25:44,20.0,,Patuelli Andrea,81,Amore & Vita,2:25:44 2:25:44,+145:44,-,22,1998
26,124.0,82.0,+2:28:53,20.0,,Finesso Stefano,82,Ros Mary - Amica Chips,2:28:53 2:28:53,+148:53,-,22,1998
25,45.0,83.0,+2:31:37,20.0,,Dellavedova Marco,83,Brescialat,2:31:37 2:31:37,+151:37,-,22,1998
26,68.0,84.0,+2:32:00,20.0,,Lefevre David,84,Casino - AG2R,2:32:00 2:32:00,+152:00,-,22,1998
32,62.0,85.0,+2:32:49,20.0,,Jaermann Rolf,85,Casino - AG2R,2:32:49 2:32:49,+152:49,-,22,1998
27,115.0,86.0,+2:39:59,20.0,,Brognara Andrea,86,Riso Scotti - MG,2:39:59 2:39:59,+159:59,-,22,1998
28,136.0,87.0,+2:42:52,20.0,,Vatteroni Andrea,87,Scrigno - Gaerne,2:42:52 2:42:52,+162:52,-,22,1998
28,55.0,88.0,+2:45:19,20.0,,Hvastija Martin,88,Cantina Tollo - Alexia Alluminio,2:45:19 2:45:19,+165:19,-,22,1998
28,28.0,89.0,+2:50:30,20.0,,Tani David,89,Asics - CGA,2:50:30 2:50:30,+170:30,-,22,1998
26,138.0,90.0,+2:55:52,20.0,,Duma Vladimir,90,Scrigno - Gaerne,2:55:52 2:55:52,+175:52,-,22,1998
28,59.0,91.0,+3:07:18,20.0,,Strazzer Massimo,91,Cantina Tollo - Alexia Alluminio,3:07:18 3:07:18,+187:18,-,22,1998
33,63.0,92.0,+3:09:15,20.0,,Saligari Marco,92,Casino - AG2R,3:09:15 3:09:15,+189:15,-,22,1998
33,4.0,93.0,+3:09:55,20.0,,Calcaterra Giuseppe,93,Saeco Macchine da Caffe' - Cannondale,3:09:55 3:09:55,+189:55,-,22,1998
28,52.0,94.0,+3:14:08,20.0,,Di Renzo Marco Antonio,94,Cantina Tollo - Alexia Alluminio,3:14:08 3:14:08,+194:08,-,22,1998
