Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,UCI,stage,year,▼▲
25.0,169.0,82.0,+2:44:27,12.0,Vaugrenard Benoît,12.0,Française des Jeux,2:44:27 2:44:27,,17,2007,-
25.0,128.0,92.0,+2:57:48,13.0,Tschopp Johann,13.0,Bouygues Telecom,2:57:48 2:57:48,,17,2007,-
22.0,167.0,110.0,+3:17:18,14.0,Ladagnous Matthieu,14.0,Française des Jeux,3:17:18 3:17:18,,17,2007,-
24.0,22.0,114.0,+3:19:13,15.0,Burghardt Marcus,15.0,T-Mobile Team,3:19:13 3:19:13,,17,2007,-
25.0,102.0,116.0,+3:19:43,16.0,Bonnet William,16.0,Crédit Agricole,3:19:43 3:19:43,,17,2007,-
21.0,163.0,120.0,+3:20:22,17.0,Delage Mickaël,17.0,Française des Jeux,3:20:22 3:20:22,,17,2007,-
24.0,85.0,123.0,+3:21:00,18.0,Corioni Claudio,18.0,Lampre-Fondital,3:21:00 3:21:00,,17,2007,-
25.0,189.0,124.0,+3:21:51,19.0,Sieberg Marcel,19.0,Milram,3:21:51 3:21:51,,17,2007,-
23.0,94.0,128.0,+3:25:35,20.0,Haussler Heinrich,20.0,Gerolsteiner,3:25:35 3:25:35,,17,2007,-
24.0,96.0,138.0,+3:37:19,21.0,Krauß Sven,21.0,Gerolsteiner,3:37:19 3:37:19,,17,2007,-
21.0,215.0,139.0,+3:38:57,22.0,Thomas Geraint,22.0,Barloworld,3:38:57 3:38:57,,17,2007,-
24.0,112.0,1.0,+0:00,1.0,Contador Alberto,1.0,Discovery Channel,86:04:16 86:04:16,,18,2007,-
24.0,219.0,8.0,+13:31,2.0,Soler Juan Mauricio,2.0,Barloworld,13:31 13:31,,18,2007,-
24.0,78.0,22.0,+45:54,3.0,Txurruka Amets,3.0,Euskaltel - Euskadi,45:54 45:54,,18,2007,-
25.0,95.0,30.0,+1:11:07,4.0,Kohl Bernhard,4.0,Gerolsteiner,1:11:07 1:11:07,,18,2007,-
24.0,218.0,31.0,+1:11:57,5.0,Siutsou Kanstantsin,5.0,Barloworld,1:11:57 1:11:57,,18,2007,-
25.0,113.0,34.0,+1:28:42,6.0,Gusev Vladimir,6.0,Discovery Channel,1:28:42 1:28:42,,18,2007,-
24.0,25.0,36.0,+1:29:38,8.0,Gerdemann Linus,7.0,T-Mobile Team,1:29:38 1:29:38,,18,2007,▲1
22.0,54.0,37.0,+1:29:47,7.0,Dekker Thomas,8.0,Rabobank ProTeam,1:29:47 1:29:47,,18,2007,▼1
23.0,168.0,65.0,+2:19:54,9.0,Löfkvist Thomas,9.0,Française des Jeux,2:19:54 2:19:54,,18,2007,-
23.0,184.0,80.0,+2:39:52,10.0,Grivko Andrey,10.0,Milram,2:39:52 2:39:52,,18,2007,-
25.0,74.0,81.0,+2:43:44,11.0,Azanza Jorge,11.0,Euskaltel - Euskadi,2:43:44 2:43:44,,18,2007,-
25.0,169.0,82.0,+2:44:46,12.0,Vaugrenard Benoît,12.0,Française des Jeux,2:44:46 2:44:46,,18,2007,-
25.0,128.0,92.0,+2:58:35,13.0,Tschopp Johann,13.0,Bouygues Telecom,2:58:35 2:58:35,,18,2007,-
22.0,167.0,112.0,+3:18:05,14.0,Ladagnous Matthieu,14.0,Française des Jeux,3:18:05 3:18:05,,18,2007,-
25.0,102.0,115.0,+3:19:43,16.0,Bonnet William,15.0,Crédit Agricole,3:19:43 3:19:43,,18,2007,▲1
21.0,163.0,118.0,+3:20:22,17.0,Delage Mickaël,16.0,Française des Jeux,3:20:22 3:20:22,,18,2007,▲1
24.0,85.0,120.0,+3:20:57,18.0,Corioni Claudio,17.0,Lampre-Fondital,3:20:57 3:20:57,,18,2007,▲1
24.0,22.0,121.0,+3:21:25,15.0,Burghardt Marcus,18.0,T-Mobile Team,3:21:25 3:21:25,,18,2007,▼3
25.0,189.0,124.0,+3:22:12,19.0,Sieberg Marcel,19.0,Milram,3:22:12 3:22:12,,18,2007,-
23.0,94.0,128.0,+3:26:22,20.0,Haussler Heinrich,20.0,Gerolsteiner,3:26:22 3:26:22,,18,2007,-
24.0,96.0,138.0,+3:37:19,21.0,Krauß Sven,21.0,Gerolsteiner,3:37:19 3:37:19,,18,2007,-
21.0,215.0,139.0,+3:39:44,22.0,Thomas Geraint,22.0,Barloworld,3:39:44 3:39:44,,18,2007,-
24.0,112.0,1.0,+0:00,1.0,Contador Alberto,1.0,Discovery Channel,87:09:18 87:09:18,,19,2007,-
24.0,219.0,10.0,+16:41,2.0,Soler Juan Mauricio,2.0,Barloworld,16:41 16:41,,19,2007,-
24.0,78.0,22.0,+49:24,3.0,Txurruka Amets,3.0,Euskaltel - Euskadi,49:24 49:24,,19,2007,-
25.0,95.0,30.0,+1:13:27,4.0,Kohl Bernhard,4.0,Gerolsteiner,1:13:27 1:13:27,,19,2007,-
24.0,218.0,31.0,+1:15:06,5.0,Siutsou Kanstantsin,5.0,Barloworld,1:15:06 1:15:06,,19,2007,-
22.0,54.0,34.0,+1:30:24,8.0,Dekker Thomas,6.0,Rabobank ProTeam,1:30:24 1:30:24,,19,2007,▲2
24.0,25.0,35.0,+1:30:37,7.0,Gerdemann Linus,7.0,T-Mobile Team,1:30:37 1:30:37,,19,2007,-
25.0,113.0,37.0,+1:33:50,6.0,Gusev Vladimir,8.0,Discovery Channel,1:33:50 1:33:50,,19,2007,▼2
23.0,168.0,64.0,+2:22:40,9.0,Löfkvist Thomas,9.0,Française des Jeux,2:22:40 2:22:40,,19,2007,-
23.0,184.0,77.0,+2:41:41,10.0,Grivko Andrey,10.0,Milram,2:41:41 2:41:41,,19,2007,-
25.0,74.0,81.0,+2:50:20,11.0,Azanza Jorge,11.0,Euskaltel - Euskadi,2:50:20 2:50:20,,19,2007,-
25.0,169.0,82.0,+2:50:44,12.0,Vaugrenard Benoît,12.0,Française des Jeux,2:50:44 2:50:44,,19,2007,-
25.0,128.0,92.0,+3:06:59,13.0,Tschopp Johann,13.0,Bouygues Telecom,3:06:59 3:06:59,,19,2007,-
25.0,102.0,109.0,+3:22:35,15.0,Bonnet William,14.0,Crédit Agricole,3:22:35 3:22:35,,19,2007,▲1
22.0,167.0,111.0,+3:23:17,14.0,Ladagnous Matthieu,15.0,Française des Jeux,3:23:17 3:23:17,,19,2007,▼1
21.0,163.0,116.0,+3:24:46,16.0,Delage Mickaël,16.0,Française des Jeux,3:24:46 3:24:46,,19,2007,-
25.0,189.0,119.0,+3:26:48,19.0,Sieberg Marcel,17.0,Milram,3:26:48 3:26:48,,19,2007,▲2
24.0,85.0,124.0,+3:28:32,17.0,Corioni Claudio,18.0,Lampre-Fondital,3:28:32 3:28:32,,19,2007,▼1
24.0,22.0,126.0,+3:29:42,18.0,Burghardt Marcus,19.0,T-Mobile Team,3:29:42 3:29:42,,19,2007,▼1
23.0,94.0,128.0,+3:32:30,20.0,Haussler Heinrich,20.0,Gerolsteiner,3:32:30 3:32:30,,19,2007,-
24.0,96.0,136.0,+3:40:56,21.0,Krauß Sven,21.0,Gerolsteiner,3:40:56 3:40:56,,19,2007,-
21.0,215.0,139.0,+3:46:05,22.0,Thomas Geraint,22.0,Barloworld,3:46:05 3:46:05,,19,2007,-
24.0,112.0,1.0,+0:00,1.0,Contador Alberto,1.0,Discovery Channel,91:00:26 91:00:26,,20,2007,-
24.0,219.0,10.0,+16:51,2.0,Soler Juan Mauricio,2.0,Barloworld,16:51 16:51,,20,2007,-
24.0,78.0,22.0,+49:34,3.0,Txurruka Amets,3.0,Euskaltel - Euskadi,49:34 49:34,,20,2007,-
25.0,95.0,30.0,+1:13:27,4.0,Kohl Bernhard,4.0,Gerolsteiner,1:13:27 1:13:27,,20,2007,-
24.0,218.0,31.0,+1:15:16,5.0,Siutsou Kanstantsin,5.0,Barloworld,1:15:16 1:15:16,,20,2007,-
22.0,54.0,34.0,+1:30:34,6.0,Dekker Thomas,6.0,Rabobank ProTeam,1:30:34 1:30:34,,20,2007,-
24.0,25.0,35.0,+1:30:47,7.0,Gerdemann Linus,7.0,T-Mobile Team,1:30:47 1:30:47,,20,2007,-
25.0,113.0,37.0,+1:33:50,8.0,Gusev Vladimir,8.0,Discovery Channel,1:33:50 1:33:50,,20,2007,-
23.0,168.0,63.0,+2:22:50,9.0,Löfkvist Thomas,9.0,Française des Jeux,2:22:50 2:22:50,,20,2007,-
23.0,184.0,77.0,+2:41:41,10.0,Grivko Andrey,10.0,Milram,2:41:41 2:41:41,,20,2007,-
25.0,74.0,81.0,+2:50:30,11.0,Azanza Jorge,11.0,Euskaltel - Euskadi,2:50:30 2:50:30,,20,2007,-
25.0,169.0,82.0,+2:50:54,12.0,Vaugrenard Benoît,12.0,Française des Jeux,2:50:54 2:50:54,,20,2007,-
25.0,128.0,92.0,+3:07:19,13.0,Tschopp Johann,13.0,Bouygues Telecom,3:07:19 3:07:19,,20,2007,-
25.0,102.0,108.0,+3:22:59,14.0,Bonnet William,14.0,Crédit Agricole,3:22:59 3:22:59,,20,2007,-
22.0,167.0,111.0,+3:23:17,15.0,Ladagnous Matthieu,15.0,Française des Jeux,3:23:17 3:23:17,,20,2007,-
21.0,163.0,116.0,+3:24:46,16.0,Delage Mickaël,16.0,Française des Jeux,3:24:46 3:24:46,,20,2007,-
25.0,189.0,119.0,+3:26:48,17.0,Sieberg Marcel,17.0,Milram,3:26:48 3:26:48,,20,2007,-
24.0,85.0,125.0,+3:29:26,18.0,Corioni Claudio,18.0,Lampre-Fondital,3:29:26 3:29:26,,20,2007,-
24.0,22.0,126.0,+3:29:37,19.0,Burghardt Marcus,19.0,T-Mobile Team,3:29:37 3:29:37,,20,2007,-
23.0,94.0,128.0,+3:32:30,20.0,Haussler Heinrich,20.0,Gerolsteiner,3:32:30 3:32:30,,20,2007,-
24.0,96.0,136.0,+3:40:51,21.0,Krauß Sven,21.0,Gerolsteiner,3:40:51 3:40:51,,20,2007,-
21.0,215.0,139.0,+3:46:51,22.0,Thomas Geraint,22.0,Barloworld,3:46:51 3:46:51,,20,2007,-
