Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
27,193,22,,Krizek Matthias,1,Team Roth,,2,2016
22,202,20,,Tolhoek Antwan,2,Roompot - Oranje Peloton,,2,2016
29,147,10,,Wyss Marcel,3,IAM Cycling,,2,2016
34,165,8,,Minard S\xe9bastien,4,AG2R La Mondiale,,2,2016
27,153,1,,de Vreese Laurens,5,Astana Pro Team,,2,2016
36,13,1,,Rast Gregory,6,Trek - Segafredo,,2,2016
36,12,1,,Devolder Stijn,7,Trek - Segafredo,,2,2016
22,202,43,2.0,Tolhoek Antwan,1,Roompot - Oranje Peloton,\u25b21,3,2016
27,193,22,1.0,Krizek Matthias,2,Team Roth,\u25bc1,3,2016
31,205,13,,Duijn Huub,3,Roompot - Oranje Peloton,-,3,2016
25,33,12,,Dillier Silvan,4,BMC Racing Team,-,3,2016
29,147,10,3.0,Wyss Marcel,5,IAM Cycling,\u25bc2,3,2016
35,192,10,,Pires Bruno,6,Team Roth,-,3,2016
34,165,8,4.0,Minard S\xe9bastien,7,AG2R La Mondiale,\u25bc3,3,2016
24,2,7,,Bystr\xf8m Sven Erik,8,Team Katusha,-,3,2016
38,25,4,,Hayman Mathew,9,Orica GreenEDGE,-,3,2016
35,21,3,,Albasini Michael,10,Orica GreenEDGE,-,3,2016
26,41,2,,Sagan Peter,11,Tinkoff,-,3,2016
31,182,2,,Samoilau Branislau,12,CCC Sprandi Polkowice,-,3,2016
27,153,1,5.0,de Vreese Laurens,13,Astana Pro Team,\u25bc8,3,2016
36,13,1,6.0,Rast Gregory,14,Trek - Segafredo,\u25bc8,3,2016
36,12,1,7.0,Devolder Stijn,15,Trek - Segafredo,\u25bc8,3,2016
22,202,44,1.0,Tolhoek Antwan,1,Roompot - Oranje Peloton,-,4,2016
27,193,22,2.0,Krizek Matthias,2,Team Roth,-,4,2016
31,205,13,3.0,Duijn Huub,3,Roompot - Oranje Peloton,-,4,2016
25,33,12,4.0,Dillier Silvan,4,BMC Racing Team,-,4,2016
24,207,11,,van der Lijke Nick,5,Roompot - Oranje Peloton,-,4,2016
29,147,10,5.0,Wyss Marcel,6,IAM Cycling,\u25bc1,4,2016
35,192,10,6.0,Pires Bruno,7,Team Roth,\u25bc1,4,2016
22,136,9,,Maison J\xe9r\xe9my,8,FDJ,-,4,2016
34,165,8,7.0,Minard S\xe9bastien,9,AG2R La Mondiale,\u25bc2,4,2016
24,2,7,8.0,Bystr\xf8m Sven Erik,10,Team Katusha,\u25bc2,4,2016
24,195,6,,Jaun Lukas,11,Team Roth,-,4,2016
38,25,4,9.0,Hayman Mathew,12,Orica GreenEDGE,\u25bc3,4,2016
31,123,4,,Brammeier Matthew,13,Team Dimension Data,-,4,2016
35,21,3,10.0,Albasini Michael,14,Orica GreenEDGE,\u25bc4,4,2016
26,41,2,11.0,Sagan Peter,15,Tinkoff,\u25bc4,4,2016
31,182,2,12.0,Samoilau Branislau,16,CCC Sprandi Polkowice,\u25bc4,4,2016
32,67,1,,Martens Paul,17,Team LottoNL-Jumbo,-,4,2016
27,153,1,13.0,de Vreese Laurens,18,Astana Pro Team,\u25bc5,4,2016
36,13,1,14.0,Rast Gregory,19,Trek - Segafredo,\u25bc5,4,2016
36,12,1,15.0,Devolder Stijn,20,Trek - Segafredo,\u25bc5,4,2016
22,202,64,1.0,Tolhoek Antwan,1,Roompot - Oranje Peloton,-,5,2016
28,32,42,,Atapuma John Darwin,2,BMC Racing Team,-,5,2016
35,201,23,,Weening Pieter,3,Roompot - Oranje Peloton,-,5,2016
27,193,22,2.0,Krizek Matthias,4,Team Roth,\u25bc2,5,2016
27,31,15,,van Garderen Tejay,5,BMC Racing Team,-,5,2016
31,205,13,3.0,Duijn Huub,6,Roompot - Oranje Peloton,\u25bc3,5,2016
25,33,12,4.0,Dillier Silvan,7,BMC Racing Team,\u25bc3,5,2016
24,207,11,5.0,van der Lijke Nick,8,Roompot - Oranje Peloton,\u25bc3,5,2016
30,51,10,,Thomas Geraint,9,Team Sky,-,5,2016
29,147,10,6.0,Wyss Marcel,10,IAM Cycling,\u25bc4,5,2016
