Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,UCI,\u25bc\u25b2,stage,year
23,101,40,+5:01,6.0,Conti Valerio,5,Lampre - Merida,4:26 4:26,,\u25b21,6,2016
22,54,41,+5:02,7.0,Kudus Merhawi,6,Team Dimension Data,4:27 4:27,,\u25b21,6,2016
25,156,48,+8:59,10.0,Ludvigsson Tobias,7,Team Giant - Alpecin,8:24 8:24,,\u25b23,6,2016
25,182,50,+10:53,11.0,Boswell Ian,8,Team Sky,10:18 10:18,,\u25b23,6,2016
24,49,53,+12:38,21.0,Brown Nathan,9,Cannondale Pro Cycling Team,12:03 12:03,,\u25b212,6,2016
22,35,54,+13:18,4.0,K\xfcng Stefan,10,BMC Racing Team,12:43 12:43,,\u25bc6,6,2016
25,111,55,+13:38,31.0,Wellens Tim,11,Lotto Soudal,13:03 13:03,,\u25b220,6,2016
25,44,56,+13:54,27.0,Dombrowski Joe,12,Cannondale Pro Cycling Team,13:19 13:19,,\u25b215,6,2016
23,145,61,+15:22,25.0,Howson Damien,13,Orica GreenEDGE,14:47 14:47,,\u25b212,6,2016
23,195,69,+17:24,9.0,McCarthy Jay,14,Tinkoff,16:49 16:49,,\u25bc5,6,2016
21,26,74,+18:08,32.0,Ciccone Giulio,15,Bardiani - CSF,17:33 17:33,,\u25b217,6,2016
24,71,81,+19:29,8.0,D\xe9mare Arnaud,16,FDJ,18:54 18:54,,\u25bc8,6,2016
23,109,91,+20:56,14.0,Petilli Simone,17,Lampre - Merida,20:21 20:21,,\u25bc3,6,2016
24,16,93,+21:52,35.0,Kozhatayev Bakhtiyar,18,Astana Pro Team,21:17 21:17,,\u25b217,6,2016
22,48,94,+22:50,12.0,Bettiol Alberto,19,Cannondale Pro Cycling Team,22:15 22:15,,\u25bc7,6,2016
24,87,97,+23:13,13.0,Savitskiy Ivan,20,Gazprom-RusVelo,22:38 22:38,,\u25bc7,6,2016
24,173,102,+24:40,16.0,Hofland Moreno,21,Team LottoNL-Jumbo,24:05 24:05,,\u25bc5,6,2016
24,31,103,+24:45,28.0,Senni Manuel,22,BMC Racing Team,24:10 24:10,,\u25b26,6,2016
24,28,104,+24:56,17.0,Maestri Mirco,23,Bardiani - CSF,24:21 24:21,,\u25bc6,6,2016
22,39,105,+24:57,18.0,Zabel Rick,24,BMC Racing Team,24:22 24:22,,\u25bc6,6,2016
24,85,106,+25:13,39.0,Foliforov Alexander,25,Gazprom-RusVelo,24:38 24:38,,\u25b214,6,2016
24,113,108,+25:19,19.0,de Bie Sean,26,Lotto Soudal,24:44 24:44,,\u25bc7,6,2016
24,214,111,+25:45,20.0,Bertazzo Liam,27,Wilier - Southeast,25:10 25:10,,\u25bc7,6,2016
21,105,114,+26:10,22.0,Mohoric Matej,28,Lampre - Merida,25:35 25:35,,\u25bc6,6,2016
24,152,121,+27:14,15.0,Arndt Nikias,29,Team Giant - Alpecin,26:39 26:39,,\u25bc14,6,2016
20,218,122,+27:30,23.0,Martinez Daniel Felipe,30,Wilier - Southeast,26:55 26:55,,\u25bc7,6,2016
21,216,127,+28:57,33.0,Rodr\xedguez Cristian,31,Wilier - Southeast,28:22 28:22,,\u25b22,6,2016
25,58,129,+29:14,26.0,Van Zyl Johann,32,Team Dimension Data,28:39 28:39,,\u25bc6,6,2016
24,132,133,+30:42,29.0,Berlato Giacomo,33,Nippo - Vini Fantini,30:07 30:07,,\u25bc4,6,2016
25,103,135,+31:00,30.0,Koshevoy Ilia,34,Lampre - Merida,30:25 30:25,,\u25bc4,6,2016
21,143,137,+31:09,24.0,Ewan Caleb,35,Orica GreenEDGE,30:34 30:34,,\u25bc11,6,2016
23,23,154,+34:24,34.0,Simion Paolo,36,Bardiani - CSF,33:49 33:49,,\u25bc2,6,2016
22,77,156,+34:56,36.0,Le Gac Olivier,37,FDJ,34:21 34:21,,\u25bc1,6,2016
24,69,163,+35:53,37.0,Wisniowski Lukasz,38,Etixx - Quick Step,35:18 35:18,,\u25bc1,6,2016
24,144,164,+36:16,38.0,Hepburn Michael,39,Orica GreenEDGE,35:41 35:41,,\u25bc1,6,2016
22,82,168,+38:59,40.0,Rybalkin Aleksey,40,Gazprom-RusVelo,38:24 38:24,,-,6,2016
22,212,171,+41:07,41.0,Amezqueta Julen,41,Wilier - Southeast,40:32 40:32,,-,6,2016
24,136,175,+43:02,46.0,Filosi Iuri,42,Nippo - Vini Fantini,42:27 42:27,,\u25b24,6,2016
22,78,177,+43:17,42.0,Sarreau Marc,43,FDJ,42:42 42:42,,\u25bc1,6,2016
23,137,178,+43:28,43.0,Grosu Eduard Michael,44,Nippo - Vini Fantini,42:53 42:53,,\u25bc1,6,2016
24,138,183,+45:17,45.0,Yamamoto Genki,45,Nippo - Vini Fantini,44:42 44:42,,-,6,2016
22,22,185,+46:38,47.0,Andreetta Simone,46,Bardiani - CSF,46:03 46:03,,\u25b21,6,2016
24,135,188,+47:06,44.0,Stacchiotti Riccardo,47,Nippo - Vini Fantini,46:31 46:31,,\u25bc3,6,2016
23,128,190,+51:34,48.0,S\xfctterlin Jasha,48,Movistar Team,50:59 50:59,,-,6,2016
23,64,4,+0:35,1.0,Jungels Bob,1,Etixx - Quick Step,29:23:58 29:23:58,,-,7,2016
23,45,23,+2:00,2.0,Formolo Davide,2,Cannondale Pro Cycling Team,1:25 1:25,,-,7,2016
23,68,26,+2:27,3.0,Verona Carlos,3,Etixx - Quick Step,1:52 1:52,,-,7,2016
22,184,33,+3:58,4.0,Henao Sebasti\xe1n,4,Team Sky,3:23 3:23,,-,7,2016
23,101,40,+5:10,5.0,Conti Valerio,5,Lampre - Merida,4:35 4:35,,-,7,2016
22,54,41,+5:11,6.0,Kudus Merhawi,6,Team Dimension Data,4:36 4:36,,-,7,2016
25,156,51,+13:28,7.0,Ludvigsson Tobias,7,Team Giant - Alpecin,12:53 12:53,,-,7,2016
25,182,52,+13:47,8.0,Boswell Ian,8,Team Sky,13:12 13:12,,-,7,2016
22,35,54,+15:12,10.0,K\xfcng Stefan,9,BMC Racing Team,14:37 14:37,,\u25b21,7,2016
24,49,57,+15:32,9.0,Brown Nathan,10,Cannondale Pro Cycling Team,14:57 14:57,,\u25bc1,7,2016
23,145,58,+15:39,13.0,Howson Damien,11,Orica GreenEDGE,15:04 15:04,,\u25b22,7,2016
25,111,61,+16:32,11.0,Wellens Tim,12,Lotto Soudal,15:57 15:57,,\u25bc1,7,2016
25,44,63,+16:48,12.0,Dombrowski Joe,13,Cannondale Pro Cycling Team,16:13 16:13,,\u25bc1,7,2016
24,71,73,+19:29,16.0,D\xe9mare Arnaud,14,FDJ,18:54 18:54,,\u25b22,7,2016
23,195,77,+20:18,14.0,McCarthy Jay,15,Tinkoff,19:43 19:43,,\u25bc1,7,2016
24,16,85,+22:01,18.0,Kozhatayev Bakhtiyar,16,Astana Pro Team,21:26 21:26,,\u25b22,7,2016
23,109,88,+22:53,17.0,Petilli Simone,17,Lampre - Merida,22:18 22:18,,-,7,2016
24,87,90,+23:13,20.0,Savitskiy Ivan,18,Gazprom-RusVelo,22:38 22:38,,\u25b22,7,2016
22,48,91,+23:25,19.0,Bettiol Alberto,19,Cannondale Pro Cycling Team,22:50 22:50,,-,7,2016
21,26,93,+23:45,15.0,Ciccone Giulio,20,Bardiani - CSF,23:10 23:10,,\u25bc5,7,2016
22,39,99,+24:57,24.0,Zabel Rick,21,BMC Racing Team,24:22 24:22,,\u25b23,7,2016
24,28,100,+25:05,23.0,Maestri Mirco,22,Bardiani - CSF,24:30 24:30,,\u25b21,7,2016
24,214,104,+26:18,27.0,Bertazzo Liam,23,Wilier - Southeast,25:43 25:43,,\u25b24,7,2016
21,105,106,+26:30,28.0,Mohoric Matej,24,Lampre - Merida,25:55 25:55,,\u25b24,7,2016
24,113,107,+26:35,26.0,de Bie Sean,25,Lotto Soudal,26:00 26:00,,\u25b21,7,2016
24,152,110,+27:14,29.0,Arndt Nikias,26,Team Giant - Alpecin,26:39 26:39,,\u25b23,7,2016
24,173,112,+27:34,21.0,Hofland Moreno,27,Team LottoNL-Jumbo,26:59 26:59,,\u25bc6,7,2016
24,31,113,+27:39,22.0,Senni Manuel,28,BMC Racing Team,27:04 27:04,,\u25bc6,7,2016
24,85,117,+28:07,25.0,Foliforov Alexander,29,Gazprom-RusVelo,27:32 27:32,,\u25bc4,7,2016
21,143,124,+31:09,35.0,Ewan Caleb,30,Orica GreenEDGE,30:34 30:34,,\u25b25,7,2016
20,218,128,+31:59,30.0,Martinez Daniel Felipe,31,Wilier - Southeast,31:24 31:24,,\u25bc1,7,2016
25,58,129,+32:08,32.0,Van Zyl Johann,32,Team Dimension Data,31:33 31:33,,-,7,2016
21,216,135,+33:26,31.0,Rodr\xedguez Cristian,33,Wilier - Southeast,32:51 32:51,,\u25bc2,7,2016
24,132,137,+33:36,33.0,Berlato Giacomo,34,Nippo - Vini Fantini,33:01 33:01,,\u25bc1,7,2016
23,23,142,+34:24,36.0,Simion Paolo,35,Bardiani - CSF,33:49 33:49,,\u25b21,7,2016
22,77,146,+35:31,37.0,Le Gac Olivier,36,FDJ,34:56 34:56,,\u25b21,7,2016
25,103,150,+36:38,34.0,Koshevoy Ilia,37,Lampre - Merida,36:03 36:03,,\u25bc3,7,2016
24,144,154,+37:37,39.0,Hepburn Michael,38,Orica GreenEDGE,37:02 37:02,,\u25b21,7,2016
24,69,163,+40:22,38.0,Wisniowski Lukasz,39,Etixx - Quick Step,39:47 39:47,,\u25bc1,7,2016
22,82,167,+41:53,40.0,Rybalkin Aleksey,40,Gazprom-RusVelo,41:18 41:18,,-,7,2016
23,137,168,+43:28,44.0,Grosu Eduard Michael,41,Nippo - Vini Fantini,42:53 42:53,,\u25b23,7,2016
22,212,170,+44:01,41.0,Amezqueta Julen,42,Wilier - Southeast,43:26 43:26,,\u25bc1,7,2016
24,136,172,+44:23,42.0,Filosi Iuri,43,Nippo - Vini Fantini,43:48 43:48,,\u25bc1,7,2016
22,78,176,+45:14,43.0,Sarreau Marc,44,FDJ,44:39 44:39,,\u25bc1,7,2016
22,22,182,+49:32,46.0,Andreetta Simone,45,Bardiani - CSF,48:57 48:57,,\u25b21,7,2016
24,138,183,+50:56,45.0,Yamamoto Genki,46,Nippo - Vini Fantini,50:21 50:21,,\u25bc1,7,2016
23,128,185,+51:43,48.0,S\xfctterlin Jasha,47,Movistar Team,51:08 51:08,,\u25b21,7,2016
24,135,187,+54:07,47.0,Stacchiotti Riccardo,48,Nippo - Vini Fantini,53:32 53:32,,\u25bc1,7,2016
23,64,14,+1:21,1.0,Jungels Bob,1,Etixx - Quick Step,33:40:35 33:40:35,,-,8,2016
23,45,23,+2:49,2.0,Formolo Davide,2,Cannondale Pro Cycling Team,1:28 1:28,,-,8,2016
23,68,25,+3:24,3.0,Verona Carlos,3,Etixx - Quick Step,2:03 2:03,,-,8,2016
23,101,37,+8:29,5.0,Conti Valerio,4,Lampre - Merida,7:08 7:08,,\u25b21,8,2016
22,184,39,+9:58,4.0,Henao Sebasti\xe1n,5,Team Sky,8:37 8:37,,\u25bc1,8,2016
22,54,40,+11:03,6.0,Kudus Merhawi,6,Team Dimension Data,9:42 9:42,,-,8,2016
25,156,48,+16:47,7.0,Ludvigsson Tobias,7,Team Giant - Alpecin,15:26 15:26,,-,8,2016
24,49,59,+23:51,10.0,Brown Nathan,8,Cannondale Pro Cycling Team,22:30 22:30,,\u25b22,8,2016
23,145,61,+23:58,11.0,Howson Damien,9,Orica GreenEDGE,22:37 22:37,,\u25b22,8,2016
25,44,63,+25:07,13.0,Dombrowski Joe,10,Cannondale Pro Cycling Team,23:46 23:46,,\u25b23,8,2016
23,195,64,+26:34,15.0,McCarthy Jay,11,Tinkoff,25:13 25:13,,\u25b24,8,2016
22,35,67,+27:20,9.0,K\xfcng Stefan,12,BMC Racing Team,25:59 25:59,,\u25bc3,8,2016
24,152,71,+29:52,26.0,Arndt Nikias,13,Team Giant - Alpecin,28:31 28:31,,\u25b213,8,2016
25,182,73,+30:06,8.0,Boswell Ian,14,Team Sky,28:45 28:45,,\u25bc6,8,2016
24,16,82,+32:25,16.0,Kozhatayev Bakhtiyar,15,Astana Pro Team,31:04 31:04,,\u25b21,8,2016
24,113,83,+32:51,25.0,de Bie Sean,16,Lotto Soudal,31:30 31:30,,\u25b29,8,2016
25,111,84,+32:51,12.0,Wellens Tim,17,Lotto Soudal,",, 31:30",,\u25bc5,8,2016
24,132,87,+34:25,34.0,Berlato Giacomo,18,Nippo - Vini Fantini,33:04 33:04,,\u25b216,8,2016
24,28,93,+35:29,22.0,Maestri Mirco,19,Bardiani - CSF,34:08 34:08,,\u25b23,8,2016
24,71,95,+35:48,14.0,D\xe9mare Arnaud,20,FDJ,34:27 34:27,,\u25bc6,8,2016
23,109,101,+39:12,17.0,Petilli Simone,21,Lampre - Merida,37:51 37:51,,\u25bc4,8,2016
24,87,103,+39:32,18.0,Savitskiy Ivan,22,Gazprom-RusVelo,38:11 38:11,,\u25bc4,8,2016
22,48,105,+39:44,19.0,Bettiol Alberto,23,Cannondale Pro Cycling Team,38:23 38:23,,\u25bc4,8,2016
21,26,106,+40:04,20.0,Ciccone Giulio,24,Bardiani - CSF,38:43 38:43,,\u25bc4,8,2016
22,39,108,+41:16,21.0,Zabel Rick,25,BMC Racing Team,39:55 39:55,,\u25bc4,8,2016
25,58,110,+42:32,32.0,Van Zyl Johann,26,Team Dimension Data,41:11 41:11,,\u25b26,8,2016
24,214,112,+42:37,23.0,Bertazzo Liam,27,Wilier - Southeast,41:16 41:16,,\u25bc4,8,2016
21,105,114,+42:49,24.0,Mohoric Matej,28,Lampre - Merida,41:28 41:28,,\u25bc4,8,2016
24,173,118,+43:53,27.0,Hofland Moreno,29,Team LottoNL-Jumbo,42:32 42:32,,\u25bc2,8,2016
24,31,119,+43:58,28.0,Senni Manuel,30,BMC Racing Team,42:37 42:37,,\u25bc2,8,2016
24,85,123,+44:26,29.0,Foliforov Alexander,31,Gazprom-RusVelo,43:05 43:05,,\u25bc2,8,2016
21,143,131,+47:28,30.0,Ewan Caleb,32,Orica GreenEDGE,46:07 46:07,,\u25bc2,8,2016
20,218,133,+48:18,31.0,Martinez Daniel Felipe,33,Wilier - Southeast,46:57 46:57,,\u25bc2,8,2016
21,216,139,+49:45,33.0,Rodr\xedguez Cristian,34,Wilier - Southeast,48:24 48:24,,\u25bc1,8,2016
23,23,144,+50:43,35.0,Simion Paolo,35,Bardiani - CSF,49:22 49:22,,-,8,2016
22,77,148,+51:50,36.0,Le Gac Olivier,36,FDJ,50:29 50:29,,-,8,2016
23,128,151,+52:42,47.0,S\xfctterlin Jasha,37,Movistar Team,51:21 51:21,,\u25b210,8,2016
25,103,153,+52:57,37.0,Koshevoy Ilia,38,Lampre - Merida,51:36 51:36,,\u25bc1,8,2016
24,144,157,+53:56,38.0,Hepburn Michael,39,Orica GreenEDGE,52:35 52:35,,\u25bc1,8,2016
24,69,161,+56:41,39.0,Wisniowski Lukasz,40,Etixx - Quick Step,55:20 55:20,,\u25bc1,8,2016
22,82,166,+58:12,40.0,Rybalkin Aleksey,41,Gazprom-RusVelo,56:51 56:51,,\u25bc1,8,2016
23,137,167,+59:47,41.0,Grosu Eduard Michael,42,Nippo - Vini Fantini,58:26 58:26,,\u25bc1,8,2016
22,212,169,+1:00:20,42.0,Amezqueta Julen,43,Wilier - Southeast,58:59 58:59,,\u25bc1,8,2016
22,78,174,+1:01:33,44.0,Sarreau Marc,44,FDJ,1:00:12 1:00:12,,-,8,2016
22,22,180,+1:05:51,45.0,Andreetta Simone,45,Bardiani - CSF,1:04:30 1:04:30,,-,8,2016
24,138,182,+1:10:27,46.0,Yamamoto Genki,46,Nippo - Vini Fantini,1:09:06 1:09:06,,-,8,2016
24,135,184,+1:11:55,48.0,Stacchiotti Riccardo,47,Nippo - Vini Fantini,1:10:34 1:10:34,,\u25b21,8,2016
23,64,2,+0:01,1.0,Jungels Bob,1,Etixx - Quick Step,34:33:05 34:33:05,,-,9,2016
23,68,22,+4:48,3.0,Verona Carlos,2,Etixx - Quick Step,4:47 4:47,,\u25b21,9,2016
23,45,25,+5:22,2.0,Formolo Davide,3,Cannondale Pro Cycling Team,5:21 5:21,,\u25bc1,9,2016
22,184,36,+11:53,5.0,Henao Sebasti\xe1n,4,Team Sky,11:52 11:52,,\u25b21,9,2016
23,101,37,+12:08,4.0,Conti Valerio,5,Lampre - Merida,12:07 12:07,,\u25bc1,9,2016
22,54,40,+15:18,6.0,Kudus Merhawi,6,Team Dimension Data,15:17 15:17,,-,9,2016
25,156,43,+17:06,7.0,Ludvigsson Tobias,7,Team Giant - Alpecin,17:05 17:05,,-,9,2016
23,145,55,+24:18,9.0,Howson Damien,8,Orica GreenEDGE,24:17 24:17,,\u25b21,9,2016
22,35,60,+26:13,12.0,K\xfcng Stefan,9,BMC Racing Team,26:12 26:12,,\u25b23,9,2016
24,49,61,+27:19,8.0,Brown Nathan,10,Cannondale Pro Cycling Team,27:18 27:18,,\u25bc2,9,2016
25,44,64,+29:38,10.0,Dombrowski Joe,11,Cannondale Pro Cycling Team,29:37 29:37,,\u25bc1,9,2016
23,195,65,+29:58,11.0,McCarthy Jay,12,Tinkoff,29:57 29:57,,\u25bc1,9,2016
24,152,71,+33:07,13.0,Arndt Nikias,13,Team Giant - Alpecin,33:06 33:06,,-,9,2016
25,182,77,+35:21,14.0,Boswell Ian,14,Team Sky,35:20 35:20,,-,9,2016
25,111,79,+35:43,17.0,Wellens Tim,15,Lotto Soudal,35:42 35:42,,\u25b22,9,2016
24,113,81,+36:05,16.0,de Bie Sean,16,Lotto Soudal,36:04 36:04,,-,9,2016
24,16,82,+36:15,15.0,Kozhatayev Bakhtiyar,17,Astana Pro Team,36:14 36:14,,\u25bc2,9,2016
24,132,84,+37:03,18.0,Berlato Giacomo,18,Nippo - Vini Fantini,37:02 37:02,,-,9,2016
24,28,93,+40:20,19.0,Maestri Mirco,19,Bardiani - CSF,40:19 40:19,,-,9,2016
24,71,96,+41:24,20.0,D\xe9mare Arnaud,20,FDJ,41:23 41:23,,-,9,2016
23,109,101,+43:12,21.0,Petilli Simone,21,Lampre - Merida,43:11 43:11,,-,9,2016
22,48,104,+43:27,23.0,Bettiol Alberto,22,Cannondale Pro Cycling Team,43:26 43:26,,\u25b21,9,2016
21,105,106,+44:02,28.0,Mohoric Matej,23,Lampre - Merida,44:01 44:01,,\u25b25,9,2016
21,26,109,+44:49,24.0,Ciccone Giulio,24,Bardiani - CSF,44:48 44:48,,-,9,2016
24,87,110,+44:54,22.0,Savitskiy Ivan,25,Gazprom-RusVelo,44:53 44:53,,\u25bc3,9,2016
24,214,113,+45:07,27.0,Bertazzo Liam,26,Wilier - Southeast,45:06 45:06,,\u25b21,9,2016
22,39,114,+45:28,25.0,Zabel Rick,27,BMC Racing Team,45:27 45:27,,\u25bc2,9,2016
25,58,115,+45:41,26.0,Van Zyl Johann,28,Team Dimension Data,45:40 45:40,,\u25bc2,9,2016
24,85,116,+46:25,31.0,Foliforov Alexander,29,Gazprom-RusVelo,46:24 46:24,,\u25b22,9,2016
24,173,121,+47:38,29.0,Hofland Moreno,30,Team LottoNL-Jumbo,47:37 47:37,,\u25bc1,9,2016
24,31,125,+48:22,30.0,Senni Manuel,31,BMC Racing Team,48:21 48:21,,\u25bc1,9,2016
20,218,140,+52:12,33.0,Martinez Daniel Felipe,32,Wilier - Southeast,52:11 52:11,,\u25b21,9,2016
21,143,141,+52:18,32.0,Ewan Caleb,33,Orica GreenEDGE,52:17 52:17,,\u25bc1,9,2016
23,128,142,+52:33,37.0,S\xfctterlin Jasha,34,Movistar Team,52:32 52:32,,\u25b23,9,2016
21,216,144,+52:47,34.0,Rodr\xedguez Cristian,35,Wilier - Southeast,52:46 52:46,,\u25bc1,9,2016
23,23,150,+54:15,35.0,Simion Paolo,36,Bardiani - CSF,54:14 54:14,,\u25bc1,9,2016
22,77,153,+55:35,36.0,Le Gac Olivier,37,FDJ,55:34 55:34,,\u25bc1,9,2016
25,103,156,+57:28,38.0,Koshevoy Ilia,38,Lampre - Merida,57:27 57:27,,-,9,2016
24,69,157,+57:28,40.0,Wisniowski Lukasz,39,Etixx - Quick Step,",, 57:27",,\u25b21,9,2016
24,144,159,+59:08,39.0,Hepburn Michael,40,Orica GreenEDGE,59:07 59:07,,\u25bc1,9,2016
22,82,160,+1:00:00,41.0,Rybalkin Aleksey,41,Gazprom-RusVelo,59:59 59:59,,-,9,2016
22,212,166,+1:03:00,43.0,Amezqueta Julen,42,Wilier - Southeast,1:02:59 1:02:59,,\u25b21,9,2016
22,78,168,+1:03:52,44.0,Sarreau Marc,43,FDJ,1:03:51 1:03:51,,\u25b21,9,2016
23,137,169,+1:03:55,42.0,Grosu Eduard Michael,44,Nippo - Vini Fantini,1:03:54 1:03:54,,\u25bc2,9,2016
22,22,179,+1:08:45,45.0,Andreetta Simone,45,Bardiani - CSF,1:08:44 1:08:44,,-,9,2016
24,138,182,+1:14:38,46.0,Yamamoto Genki,46,Nippo - Vini Fantini,1:14:37 1:14:37,,-,9,2016
24,135,185,+1:17:57,47.0,Stacchiotti Riccardo,47,Nippo - Vini Fantini,1:17:56 1:17:56,,-,9,2016
23,64,1,+0:00,1.0,Jungels Bob,1,Etixx - Quick Step,40:19:52 40:19:52,,-,10,2016
23,45,19,+5:32,3.0,Formolo Davide,2,Cannondale Pro Cycling Team,5:32 5:32,,\u25b21,10,2016
23,68,21,+7:01,2.0,Verona Carlos,3,Etixx - Quick Step,7:01 7:01,,\u25bc1,10,2016
22,184,30,+11:57,4.0,Henao Sebasti\xe1n,4,Team Sky,11:57 11:57,,-,10,2016
23,101,34,+14:21,5.0,Conti Valerio,5,Lampre - Merida,14:21 14:21,,-,10,2016
24,49,42,+26:56,10.0,Brown Nathan,6,Cannondale Pro Cycling Team,26:56 26:56,,\u25b24,10,2016
25,156,44,+27:50,7.0,Ludvigsson Tobias,7,Team Giant - Alpecin,27:50 27:50,,-,10,2016
22,54,47,+30:04,6.0,Kudus Merhawi,8,Team Dimension Data,30:04 30:04,,\u25bc2,10,2016
25,44,50,+31:51,11.0,Dombrowski Joe,9,Cannondale Pro Cycling Team,31:51 31:51,,\u25b22,10,2016
23,145,54,+34:09,8.0,Howson Damien,10,Orica GreenEDGE,34:09 34:09,,\u25bc2,10,2016
21,26,60,+42:23,24.0,Ciccone Giulio,11,Bardiani - CSF,42:23 42:23,,\u25b213,10,2016
22,35,61,+42:49,9.0,K\xfcng Stefan,12,BMC Racing Team,42:49 42:49,,\u25bc3,10,2016
24,16,68,+46:59,17.0,Kozhatayev Bakhtiyar,13,Astana Pro Team,46:59 46:59,,\u25b24,10,2016
23,109,70,+48:05,21.0,Petilli Simone,14,Lampre - Merida,48:05 48:05,,\u25b27,10,2016
24,31,73,+52:43,31.0,Senni Manuel,15,BMC Racing Team,52:43 52:43,,\u25b216,10,2016
22,48,77,+54:11,22.0,Bettiol Alberto,16,Cannondale Pro Cycling Team,54:11 54:11,,\u25b26,10,2016
24,85,82,+57:09,29.0,Foliforov Alexander,17,Gazprom-RusVelo,57:09 57:09,,\u25b212,10,2016
24,152,84,+58:24,13.0,Arndt Nikias,18,Team Giant - Alpecin,58:24 58:24,,\u25bc5,10,2016
25,182,90,+1:00:38,14.0,Boswell Ian,19,Team Sky,1:00:38 1:00:38,,\u25bc5,10,2016
25,111,91,+1:01:00,15.0,Wellens Tim,20,Lotto Soudal,1:01:00 1:01:00,,\u25bc5,10,2016
24,113,94,+1:01:22,16.0,de Bie Sean,21,Lotto Soudal,1:01:22 1:01:22,,\u25bc5,10,2016
24,132,96,+1:02:20,18.0,Berlato Giacomo,22,Nippo - Vini Fantini,1:02:20 1:02:20,,\u25bc4,10,2016
21,216,98,+1:03:31,35.0,Rodr\xedguez Cristian,23,Wilier - Southeast,1:03:31 1:03:31,,\u25b212,10,2016
23,195,103,+1:05:17,12.0,McCarthy Jay,24,Tinkoff,1:05:17 1:05:17,,\u25bc12,10,2016
24,28,104,+1:05:37,19.0,Maestri Mirco,25,Bardiani - CSF,1:05:37 1:05:37,,\u25bc6,10,2016
21,105,112,+1:09:19,23.0,Mohoric Matej,26,Lampre - Merida,1:09:19 1:09:19,,\u25bc3,10,2016
24,87,114,+1:10:11,25.0,Savitskiy Ivan,27,Gazprom-RusVelo,1:10:11 1:10:11,,\u25bc2,10,2016
24,214,116,+1:10:24,26.0,Bertazzo Liam,28,Wilier - Southeast,1:10:24 1:10:24,,\u25bc2,10,2016
25,58,118,+1:10:58,28.0,Van Zyl Johann,29,Team Dimension Data,1:10:58 1:10:58,,\u25bc1,10,2016
24,173,123,+1:12:55,30.0,Hofland Moreno,30,Team LottoNL-Jumbo,1:12:55 1:12:55,,-,10,2016
20,218,124,+1:13:16,32.0,Martinez Daniel Felipe,31,Wilier - Southeast,1:13:16 1:13:16,,\u25b21,10,2016
25,103,127,+1:13:47,38.0,Koshevoy Ilia,32,Lampre - Merida,1:13:47 1:13:47,,\u25b26,10,2016
24,71,135,+1:16:43,20.0,D\xe9mare Arnaud,33,FDJ,1:16:43 1:16:43,,\u25bc13,10,2016
23,128,139,+1:17:50,34.0,S\xfctterlin Jasha,34,Movistar Team,1:17:50 1:17:50,,-,10,2016
23,23,144,+1:19:32,36.0,Simion Paolo,35,Bardiani - CSF,1:19:32 1:19:32,,\u25b21,10,2016
22,39,146,+1:20:47,27.0,Zabel Rick,36,BMC Racing Team,1:20:47 1:20:47,,\u25bc9,10,2016
24,69,153,+1:25:49,39.0,Wisniowski Lukasz,37,Etixx - Quick Step,1:25:49 1:25:49,,\u25b22,10,2016
21,143,157,+1:27:37,33.0,Ewan Caleb,38,Orica GreenEDGE,1:27:37 1:27:37,,\u25bc5,10,2016
22,212,158,+1:28:17,42.0,Amezqueta Julen,39,Wilier - Southeast,1:28:17 1:28:17,,\u25b23,10,2016
22,77,166,+1:30:54,37.0,Le Gac Olivier,40,FDJ,1:30:54 1:30:54,,\u25bc3,10,2016
22,22,169,+1:34:02,45.0,Andreetta Simone,41,Bardiani - CSF,1:34:02 1:34:02,,\u25b24,10,2016
24,144,170,+1:34:27,40.0,Hepburn Michael,42,Orica GreenEDGE,1:34:27 1:34:27,,\u25bc2,10,2016
22,82,171,+1:35:19,41.0,Rybalkin Aleksey,43,Gazprom-RusVelo,1:35:19 1:35:19,,\u25bc2,10,2016
22,78,173,+1:39:11,43.0,Sarreau Marc,44,FDJ,1:39:11 1:39:11,,\u25bc1,10,2016
23,137,174,+1:39:14,44.0,Grosu Eduard Michael,45,Nippo - Vini Fantini,1:39:14 1:39:14,,\u25bc1,10,2016
24,138,175,+1:39:55,46.0,Yamamoto Genki,46,Nippo - Vini Fantini,1:39:55 1:39:55,,-,10,2016
24,135,182,+1:53:16,47.0,Stacchiotti Riccardo,47,Nippo - Vini Fantini,1:53:16 1:53:16,,-,10,2016
23,64,1,+0:00,1.0,Jungels Bob,1,Etixx - Quick Step,45:16:20 45:16:20,,-,11,2016
23,45,19,+5:49,2.0,Formolo Davide,2,Cannondale Pro Cycling Team,5:49 5:49,,-,11,2016
22,184,25,+13:31,4.0,Henao Sebasti\xe1n,3,Team Sky,13:31 13:31,,\u25b21,11,2016
23,101,27,+14:38,5.0,Conti Valerio,4,Lampre - Merida,14:38 14:38,,\u25b21,11,2016
23,68,34,+24:50,3.0,Verona Carlos,5,Etixx - Quick Step,24:50 24:50,,\u25bc2,11,2016
25,156,44,+31:48,7.0,Ludvigsson Tobias,6,Team Giant - Alpecin,31:48 31:48,,\u25b21,11,2016
22,54,45,+32:53,8.0,Kudus Merhawi,7,Team Dimension Data,32:53 32:53,,\u25b21,11,2016
