Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,stage,year,▼▲
33,163,5,+1:17,,32.0,Cancellara Fabian,5,Trek Factory Racing,1:17 1:17,+0:42,,5,2014,▲27
31,131,6,+1:45,,8.0,Van den Broeck Jurgen,6,Lotto Belisol,1:45 1:45,+1:43,,5,2014,▲2
26,134,7,+1:45,,20.0,Gallopin Tony,7,Lotto Belisol,",, 1:45",+1:43,,5,2014,▲13
29,7,8,+1:54,,18.0,Porte Richie,8,Team Sky,1:54 1:54,+1:52,,5,2014,▲10
25,91,9,+2:05,,21.0,Talansky Andrew,9,Garmin Sharp,2:05 2:05,+2:03,,5,2014,▲12
34,11,10,+2:11,,6.0,Valverde Alejandro,10,Movistar Team,2:11 2:11,+2:09,,5,2014,▼4
23,82,11,+2:11,,11.0,Bardet Romain,11,AG2R La Mondiale,",, 2:11",+2:09,,5,2014,-
25,141,12,+2:11,,12.0,van Garderen Tejay,12,BMC Racing Team,",, 2:11",+2:09,,5,2014,-
27,111,13,+2:11,,15.0,Costa Rui,13,Lampre - Merida,",, 2:11",+2:09,,5,2014,▲2
28,8,14,+2:16,,22.0,Thomas Geraint,14,Team Sky,2:16 2:16,+2:00,,5,2014,▲8
24,127,15,+2:25,,24.0,Pinot Thibaut,15,FDJ.fr,2:25 2:25,+2:09,,5,2014,▲9
23,106,16,+2:25,,27.0,Dumoulin Tom,16,Team Giant - Shimano,",, 2:25",+2:09,,5,2014,▲11
30,29,17,+2:25,,30.0,Trofimov Yuri,17,Team Katusha,",, 2:25",+2:09,,5,2014,▲13
27,61,18,+2:27,,9.0,Mollema Bauke,18,Belkin-Pro Cycling Team,2:27 2:27,+2:25,,5,2014,▼9
31,31,19,+2:37,,5.0,Contador Alberto,19,Tinkoff - Saxo,2:37 2:37,+2:35,,5,2014,▼14
28,72,20,+2:39,,37.0,Bakelants Jan,20,Omega Pharma - Quick-Step,2:39 2:39,+1:43,,5,2014,▲17
29,149,21,+2:44,,33.0,Velits Peter,21,BMC Racing Team,2:44 2:44,+2:09,,5,2014,▲12
30,56,22,+3:23,,38.0,Marcato Marco,22,Cannondale,3:23 3:23,+2:25,,5,2014,▲16
33,182,23,+3:29,,3.0,Albasini Michael,23,Orica GreenEDGE,3:29 3:29,+3:27,,5,2014,▼20
37,81,24,+3:29,,14.0,Peraud Jean-Christophe,24,AG2R La Mondiale,",, 3:29",+3:27,,5,2014,▼10
30,5,25,+3:29,,16.0,Nieve Mikel,25,Team Sky,",, 3:29",+3:27,,5,2014,▼9
28,206,26,+3:59,,13.0,Machado Tiago,26,Team NetApp – Endura,3:59 3:59,+3:57,,5,2014,▼13
37,169,27,+3:59,,17.0,Zubeldia Haimar,27,Trek Factory Racing,",, 3:59",+3:57,,5,2014,▼10
27,191,28,+4:13,,23.0,Frank Mathias,28,IAM Cycling,4:13 4:13,+3:57,,5,2014,▼5
42,114,29,+4:13,,28.0,Horner Chris,29,Lampre - Merida,",, 4:13",+3:57,,5,2014,▼1
33,67,30,+4:13,,29.0,ten Dam Laurens,30,Belkin-Pro Cycling Team,",, 4:13",+3:57,,5,2014,▼1
25,186,31,+4:41,,61.0,Keukeleire Jens,31,Orica GreenEDGE,4:41 4:41,+0:42,,5,2014,▲30
26,201,32,+4:45,,40.0,König Leopold,32,Team NetApp – Endura,4:45 4:45,+3:27,,5,2014,▲8
35,66,33,+4:46,,43.0,Tankink Bram,33,Belkin-Pro Cycling Team,4:46 4:46,+3:27,,5,2014,▲10
28,209,34,+5:07,,47.0,Voss Paul,34,Team NetApp – Endura,5:07 5:07,+3:27,,5,2014,▲13
27,151,35,+5:18,,45.0,Rolland Pierre,35,Team Europcar,5:18 5:18,+3:57,,5,2014,▲10
27,46,36,+5:32,,26.0,Kangert Tanel,36,Astana Pro Team,5:32 5:32,+5:16,,5,2014,▼10
26,154,37,+5:37,,48.0,Gautier Cyril,37,Team Europcar,5:37 5:37,+3:57,,5,2014,▲11
27,64,38,+6:47,,55.0,Kruijswijk Steven,38,Belkin-Pro Cycling Team,6:47 6:47,+3:57,,5,2014,▲17
27,183,39,+8:13,,63.0,Clarke Simon,39,Orica GreenEDGE,8:13 8:13,+3:27,,5,2014,▲24
35,193,40,+8:26,,34.0,Elmiger Martin,40,IAM Cycling,8:26 8:26,+7:51,,5,2014,▼6
25,129,41,+8:26,,35.0,Vichot Arthur,41,FDJ.fr,",, 8:26",+7:51,,5,2014,▼6
28,211,42,+9:10,,41.0,Feillu Brice,42,Bretagne - Séché Environnement,9:10 9:10,+7:51,,5,2014,▼1
34,161,43,+9:12,,44.0,Schleck Fränk,43,Trek Factory Racing,9:12 9:12,+7:51,,5,2014,▲1
27,145,44,+9:20,,42.0,Oss Daniel,44,BMC Racing Team,9:20 9:20,+8:01,,5,2014,▼2
26,85,45,+11:02,,65.0,Gastauer Ben,45,AG2R La Mondiale,11:02 11:02,+5:16,,5,2014,▲20
24,79,46,+11:59,,82.0,Trentin Matteo,46,Omega Pharma - Quick-Step,11:59 11:59,+1:02,,5,2014,▲36
29,138,47,+12:20,,79.0,Roelandts Jürgen,47,Lotto Belisol,12:20 12:20,+1:49,,5,2014,▲32
30,43,48,+12:50,,64.0,Grivko Andrey,48,Astana Pro Team,12:50 12:50,+7:51,,5,2014,▲16
27,146,49,+13:06,,76.0,Schär Michael,49,BMC Racing Team,13:06 13:06,+2:35,,5,2014,▲27
29,148,50,+13:08,,4.0,Van Avermaet Greg,50,BMC Racing Team,13:08 13:08,+13:06,,5,2014,▼46
29,75,51,+13:19,,86.0,Martin Tony,51,Omega Pharma - Quick-Step,13:19 13:19,+1:43,,5,2014,▲35
34,38,52,+13:20,,53.0,Rogers Michael,52,Tinkoff - Saxo,13:20 13:20,+10:46,,5,2014,▲1
30,37,53,+13:48,,25.0,Roche Nicolas,53,Tinkoff - Saxo,13:48 13:48,+13:32,,5,2014,▼28
29,18,54,+13:58,,74.0,Rojas José Joaquín,54,Movistar Team,13:58 13:58,+3:27,,5,2014,▲20
26,26,55,+14:07,,36.0,Silin Egor,55,Team Katusha,14:07 14:07,+13:32,,5,2014,▼19
31,49,56,+14:31,,99.0,Westra Lieuwe,56,Astana Pro Team,14:31 14:31,+0:50,,5,2014,▲43
34,165,57,+14:34,,85.0,Rast Grégory,57,Trek Factory Racing,14:34 14:34,+2:58,,5,2014,▲28
30,73,58,+14:48,,83.0,Gołaś Michał,58,Omega Pharma - Quick-Step,14:48 14:48,+3:27,,5,2014,▲25
23,14,59,+15:17,,49.0,Herrada Jesús,59,Movistar Team,15:17 15:17,+13:32,,5,2014,▼10
26,113,60,+15:56,,51.0,Đurasek Kristijan,60,Lampre - Merida,15:56 15:56,+13:32,,5,2014,▼9
28,62,61,+16:07,,121.0,Boom Lars,61,Belkin-Pro Cycling Team,16:07 16:07,-0:19,,5,2014,▲60
31,174,62,+16:31,,110.0,Lemoine Cyril,62,"Cofidis, Solutions Crédits",16:31 16:31,+1:26,,5,2014,▲48
31,143,63,+16:55,,94.0,Burghardt Marcus,63,BMC Racing Team,16:55 16:55,+4:11,,5,2014,▲31
28,173,64,+16:57,,73.0,García Egoitz,64,"Cofidis, Solutions Crédits",16:57 16:57,+7:51,,5,2014,▲9
35,13,65,+17:16,,97.0,Gadret John,65,Movistar Team,17:16 17:16,+3:57,,5,2014,▲32
36,185,66,+17:22,,113.0,Hayman Mathew,66,Orica GreenEDGE,17:22 17:22,+1:43,,5,2014,▲47
33,99,67,+18:07,,108.0,Vansummeren Johan,67,Garmin Sharp,18:07 18:07,+3:19,,5,2014,▲41
27,23,68,+18:19,,31.0,Kristoff Alexander,68,Team Katusha,18:19 18:19,+17:44,,5,2014,▼37
25,116,69,+18:22,,78.0,Oliveira Nelson,69,Lampre - Merida,18:22 18:22,+7:51,,5,2014,▲9
28,199,70,+18:33,,57.0,Wyss Marcel,70,IAM Cycling,18:33 18:33,+15:04,,5,2014,▼13
25,16,71,+18:45,,104.0,Izagirre Ion,71,Movistar Team,18:45 18:45,+3:57,,5,2014,▲33
29,58,72,+18:51,,60.0,Sabatini Fabio,72,Cannondale,18:51 18:51,+15:04,,5,2014,▼12
34,181,73,+19:26,,62.0,Gerrans Simon,73,Orica GreenEDGE,19:26 19:26,+15:04,,5,2014,▼11
31,156,74,+19:56,,115.0,Pichot Alexandre,74,Team Europcar,19:56 19:56,+4:03,,5,2014,▲41
33,32,75,+20:19,,131.0,Bennati Daniele,75,Tinkoff - Saxo,20:19 20:19,+2:35,,5,2014,▲56
31,103,76,+20:30,,112.0,de Kort Koen,76,Team Giant - Shimano,20:30 20:30,+5:16,,5,2014,▲36
33,84,77,+21:17,,75.0,Dumoulin Samuel,77,AG2R La Mondiale,21:17 21:17,+10:46,,5,2014,▼2
31,77,78,+21:33,,152.0,Renshaw Mark,78,Omega Pharma - Quick-Step,21:33 21:33,+1:43,,5,2014,▲74
28,25,79,+21:33,,153.0,Porsev Alexander,79,Team Katusha,",, 21:33",+1:43,,5,2014,▲74
29,52,80,+21:43,,122.0,Bodnar Maciej,80,Cannondale,21:43 21:43,+5:16,,5,2014,▲42
32,69,81,+22:03,,138.0,Wynants Maarten,81,Belkin-Pro Cycling Team,22:03 22:03,+3:19,,5,2014,▲57
24,176,82,+22:06,,39.0,Molard Rudy,82,"Cofidis, Solutions Crédits",22:06 22:06,+21:05,,5,2014,▼43
34,197,83,+22:09,,133.0,Pineau Jérôme,83,IAM Cycling,22:09 22:09,+3:57,,5,2014,▲50
29,125,84,+22:13,,135.0,Ladagnous Matthieu,84,FDJ.fr,22:13 22:13,+3:57,,5,2014,▲51
29,96,85,+22:13,,155.0,Langeveld Sebastian,85,Garmin Sharp,",, 22:13",+2:14,,5,2014,▲70
33,45,86,+22:21,,156.0,Iglinskiy Maxim,86,Astana Pro Team,22:21 22:21,+2:09,,5,2014,▲70
28,44,87,+22:21,,157.0,Gruzdev Dmitriy,87,Astana Pro Team,",, 22:21",+2:09,,5,2014,▲70
33,205,88,+22:28,,59.0,Huzarski Bartosz,88,Team NetApp – Endura,22:28 22:28,+18:41,,5,2014,▼29
25,68,89,+23:21,,162.0,Vanmarcke Sep,89,Belkin-Pro Cycling Team,23:21 23:21,+1:43,,5,2014,▲73
33,2,90,+23:24,,154.0,Eisel Bernhard,90,Team Sky,23:24 23:24,+3:34,,5,2014,▲64
26,142,91,+23:42,,46.0,Atapuma Darwin,91,BMC Racing Team,23:42 23:42,+22:21,,5,2014,▼45
28,53,92,+23:53,,72.0,De Marchi Alessandro,92,Cannondale,23:53 23:53,+15:09,,5,2014,▼20
30,194,93,+24:03,,77.0,Haussler Heinrich,93,IAM Cycling,24:03 24:03,+13:32,,5,2014,▼16
26,158,94,+24:03,,80.0,Reza Kévin,94,Team Europcar,",, 24:03",+13:32,,5,2014,▼14
30,88,95,+24:07,,117.0,Montaguti Matteo,95,AG2R La Mondiale,24:07 24:07,+7:51,,5,2014,▲22
30,78,96,+24:38,,160.0,Terpstra Niki,96,Omega Pharma - Quick-Step,24:38 24:38,+3:24,,5,2014,▲64
29,109,97,+24:41,,168.0,Veelers Tom,97,Team Giant - Shimano,24:41 24:41,+2:35,,5,2014,▲71
24,213,98,+24:47,,52.0,Delaplace Anthony,98,Bretagne - Séché Environnement,24:47 24:47,+22:21,,5,2014,▼46
25,198,99,+25:10,,54.0,Reichenbach Sébastien,99,IAM Cycling,25:10 25:10,+22:21,,5,2014,▼45
25,98,100,+25:11,,56.0,Slagter Tom-Jelte,100,Garmin Sharp,25:11 25:11,+22:21,,5,2014,▼44
22,153,101,+25:34,,103.0,Coquard Bryan,101,Team Europcar,25:34 25:34,+10:46,,5,2014,▲2
34,164,102,+25:34,,106.0,Irizar Markel,102,Trek Factory Racing,",, 25:34",+10:46,,5,2014,▲4
27,119,103,+25:35,,81.0,Valls Rafael,103,Lampre - Merida,25:35 25:35,+15:04,,5,2014,▼22
31,19,104,+25:38,,109.0,Visconti Giovanni,104,Movistar Team,25:38 25:38,+10:46,,5,2014,▲5
32,139,105,+25:40,,158.0,Sieberg Marcel,105,Lotto Belisol,25:40 25:40,+5:16,,5,2014,▲53
34,17,106,+25:49,,90.0,Plaza Rubén,106,Movistar Team,25:49 25:49,+13:32,,5,2014,▼16
30,12,107,+25:55,,91.0,Erviti Imanol,107,Movistar Team,25:55 25:55,+13:32,,5,2014,▼16
35,118,108,+25:58,,93.0,Serpa José Rodolfo,108,Lampre - Merida,25:58 25:58,+13:32,,5,2014,▼15
30,171,109,+26:06,,58.0,Navarro Daniel,109,"Cofidis, Solutions Crédits",26:06 26:06,+22:21,,5,2014,▼51
21,189,110,+26:15,,68.0,Yates Simon,110,Orica GreenEDGE,26:15 26:15,+17:44,,5,2014,▼42
35,192,111,+26:24,,71.0,Chavanel Sylvain,111,IAM Cycling,26:24 26:24,+17:44,,5,2014,▼40
32,144,112,+26:40,,87.0,Moinard Amaël,112,BMC Racing Team,26:40 26:40,+15:04,,5,2014,▼25
33,155,113,+26:53,,132.0,Gène Yohann,113,Team Europcar,26:53 26:53,+9:00,,5,2014,▲19
28,196,114,+27:26,,176.0,Kluge Roger,114,IAM Cycling,27:26 27:26,+3:57,,5,2014,▲62
28,65,115,+27:26,,145.0,Leezer Tom,115,Belkin-Pro Cycling Team,",, 27:26",+7:51,,5,2014,▲30
33,136,116,+27:29,,100.0,Hansen Adam,116,Lotto Belisol,27:29 27:29,+13:32,,5,2014,▼16
27,55,117,+27:49,,95.0,Koren Kristijan,117,Cannondale,27:49 27:49,+15:04,,5,2014,▼22
28,15,118,+28:12,,102.0,Intxausti Beñat,118,Movistar Team,28:12 28:12,+13:32,,5,2014,▼16
34,47,119,+28:20,,66.0,Scarponi Michele,119,Astana Pro Team,28:20 28:20,+22:21,,5,2014,▼53
26,147,120,+28:35,,98.0,Stetina Peter,120,BMC Racing Team,28:35 28:35,+15:04,,5,2014,▼22
28,124,121,+29:12,,67.0,Jeannesson Arnold,121,FDJ.fr,29:12 29:12,+22:21,,5,2014,▼54
29,202,122,+29:15,,84.0,Bárta Jan,122,Team NetApp – Endura,29:15 29:15,+17:44,,5,2014,▼38
34,132,123,+29:16,,136.0,Bak Lars Ytting,123,Lotto Belisol,29:16 29:16,+10:46,,5,2014,▲13
31,128,124,+29:20,,88.0,Roy Jérémy,124,FDJ.fr,29:20 29:20,+17:44,,5,2014,▼36
42,168,125,+29:25,,116.0,Voigt Jens,125,Trek Factory Racing,29:25 29:25,+13:32,,5,2014,▼9
25,104,126,+29:32,,89.0,Degenkolb John,126,Team Giant - Shimano,29:32 29:32,+17:44,,5,2014,▼37
32,87,127,+29:56,,120.0,Minard Sébastien,127,AG2R La Mondiale,29:56 29:56,+13:32,,5,2014,▼7
28,22,128,+29:58,,183.0,Isaychev Vladimir,128,Team Katusha,29:58 29:58,+5:16,,5,2014,▲55
31,63,129,+30:05,,96.0,Clement Stef,129,Belkin-Pro Cycling Team,30:05 30:05,+17:10,,5,2014,▼33
30,212,130,+30:11,,111.0,Bideau Jean Marc,130,Bretagne - Séché Environnement,30:11 30:11,+15:04,,5,2014,▼19
26,204,131,+30:41,,126.0,Dempster Zak,131,Team NetApp – Endura,30:41 30:41,+13:32,,5,2014,▼5
28,28,132,+30:58,,69.0,Špilak Simon,132,Team Katusha,30:58 30:58,+22:21,,5,2014,▼63
29,152,133,+30:59,,70.0,Arashiro Yukiya,133,Team Europcar,30:59 30:59,+22:21,,5,2014,▼63
26,97,134,+31:10,,178.0,Navardauskas Ramūnas,134,Garmin Sharp,31:10 31:10,+7:01,,5,2014,▲44
28,178,135,+31:27,,119.0,Simon Julien,135,"Cofidis, Solutions Crédits",31:27 31:27,+15:04,,5,2014,▼16
29,93,136,+32:17,,188.0,Bauer Jack,136,Garmin Sharp,32:17 32:17,+5:16,,5,2014,▲52
26,172,137,+32:18,,101.0,Edet Nicolas,137,"Cofidis, Solutions Crédits",32:18 32:18,+17:44,,5,2014,▼36
28,195,138,+32:32,,105.0,Hollenstein Reto,138,IAM Cycling,32:32 32:32,+17:44,,5,2014,▼33
29,219,139,+32:34,,129.0,Vachon Florian,139,Bretagne - Séché Environnement,32:34 32:34,+15:04,,5,2014,▼10
37,188,140,+32:36,,144.0,Tuft Svein,140,Orica GreenEDGE,32:36 32:36,+13:32,,5,2014,▲4
30,208,141,+32:41,,165.0,Schillinger Andreas,141,Team NetApp – Endura,32:41 32:41,+10:46,,5,2014,▲24
23,184,142,+33:07,,146.0,Durbridge Luke,142,Orica GreenEDGE,33:07 33:07,+13:32,,5,2014,▲4
40,39,143,+33:53,,140.0,Tosatto Matteo,143,Tinkoff - Saxo,33:53 33:53,+15:04,,5,2014,▼3
29,187,144,+33:54,,141.0,Meier Christian,144,Orica GreenEDGE,33:54 33:54,+15:04,,5,2014,▼3
30,157,145,+33:55,,142.0,Quéméneur Perrig,145,Team Europcar,33:55 33:55,+15:04,,5,2014,▼3
25,95,146,+34:00,,118.0,King Ben,146,Garmin Sharp,34:00 34:00,+17:44,,5,2014,▼28
31,217,147,+34:03,,128.0,Guillou Florian,147,Bretagne - Séché Environnement,34:03 34:03,+16:38,,5,2014,▼19
27,179,148,+34:05,,130.0,Taaramäe Rein,148,"Cofidis, Solutions Crédits",34:05 34:05,+16:31,,5,2014,▼18
28,92,149,+34:18,,50.0,Acevedo Janier,149,Garmin Sharp,34:18 34:18,+32:33,,5,2014,▼99
33,4,150,+34:45,,92.0,López David,150,Team Sky,34:45 34:45,+22:21,,5,2014,▼58
37,24,151,+34:49,,125.0,Paolini Luca,151,Team Katusha,34:49 34:49,+17:44,,5,2014,▼26
32,122,152,+34:55,,161.0,Bonnet William,152,FDJ.fr,34:55 34:55,+13:32,,5,2014,▲9
27,27,153,+35:58,,134.0,Smukulis Gatis,153,Team Katusha,35:58 35:58,+17:44,,5,2014,▼19
28,123,154,+36:16,,159.0,Delage Mickaël,154,FDJ.fr,36:16 36:16,+15:04,,5,2014,▲5
25,215,155,+36:46,,163.0,Fonseca Armindo,155,Bretagne - Séché Environnement,36:46 36:46,+15:04,,5,2014,▲8
33,3,156,+37:09,,107.0,Kiryienka Vasil,156,Team Sky,37:09 37:09,+22:21,,5,2014,▼49
34,102,157,+37:25,,114.0,Curvers Roy,157,Team Giant - Shimano,37:25 37:25,+21:44,,5,2014,▼43
26,94,158,+37:29,,177.0,Howes Alex,158,Garmin Sharp,37:29 37:29,+13:32,,5,2014,▲19
26,101,159,+37:34,,147.0,Kittel Marcel,159,Team Giant - Shimano,37:34 37:34,+17:44,,5,2014,▼12
31,135,160,+37:34,,148.0,Greipel André,160,Lotto Belisol,",, 37:34",+17:44,,5,2014,▼12
30,57,161,+37:47,,172.0,Marino Jean-Marc,161,Cannondale,37:47 37:47,+15:09,,5,2014,▲11
24,112,162,+38:18,,189.0,Cimolai Davide,162,Lampre - Merida,38:18 38:18,+9:36,,5,2014,▲27
30,105,163,+38:31,,185.0,Devenyns Dries,163,Team Giant - Shimano,38:31 38:31,+13:06,,5,2014,▲22
29,162,164,+38:55,,123.0,Busche Matthew,164,Trek Factory Racing,38:55 38:55,+22:21,,5,2014,▼41
34,36,165,+39:04,,124.0,Paulinho Sérgio Miguel,165,Tinkoff - Saxo,39:04 39:04,+22:21,,5,2014,▼41
29,35,166,+39:18,,179.0,Mørkøv Michael,166,Tinkoff - Saxo,39:18 39:18,+15:04,,5,2014,▲13
35,159,167,+39:36,,127.0,Voeckler Thomas,167,Team Europcar,39:36 39:36,+22:21,,5,2014,▼40
35,6,168,+39:39,,181.0,Pate Danny,168,Team Sky,39:39 39:39,+15:09,,5,2014,▲13
30,175,169,+39:46,,137.0,Maté Luis Ángel,169,"Cofidis, Solutions Crédits",39:46 39:46,+21:05,,5,2014,▼32
29,126,170,+39:48,,167.0,Pineau Cédric,170,FDJ.fr,39:48 39:48,+17:44,,5,2014,▼3
27,86,171,+40:09,,170.0,Kadri Blel,171,AG2R La Mondiale,40:09 40:09,+17:44,,5,2014,▼1
20,167,172,+40:19,,149.0,van Poppel Danny,172,Trek Factory Racing,40:19 40:19,+20:29,,5,2014,▼23
29,207,173,+40:22,,171.0,Mendes José,173,Team NetApp – Endura,40:22 40:22,+17:44,,5,2014,▼2
25,218,174,+40:26,,164.0,Jarrier Benoît,174,Bretagne - Séché Environnement,40:26 40:26,+18:41,,5,2014,▼10
35,21,175,+41:18,,143.0,Rodríguez Joaquim,175,Team Katusha,41:18 41:18,+22:21,,5,2014,▼32
29,108,176,+42:01,,180.0,Timmer Albert,176,Team Giant - Shimano,42:01 42:01,+17:44,,5,2014,▲4
30,214,177,+42:11,,150.0,Feillu Romain,177,Bretagne - Séché Environnement,42:11 42:11,+22:21,,5,2014,▼27
22,121,178,+42:11,,151.0,Démare Arnaud,178,FDJ.fr,",, 42:11",+22:21,,5,2014,▼27
40,76,179,+43:45,,193.0,Petacchi Alessandro,179,Omega Pharma - Quick-Step,43:45 43:45,+7:51,,5,2014,▲14
29,216,180,+44:17,,166.0,Gérard Arnaud,180,Bretagne - Séché Environnement,44:17 44:17,+22:21,,5,2014,▼14
23,177,181,+44:36,,169.0,Petit Adrien,181,"Cofidis, Solutions Crédits",44:36 44:36,+22:21,,5,2014,▼12
28,83,182,+44:59,,173.0,Cherel Mickaël,182,AG2R La Mondiale,44:59 44:59,+22:21,,5,2014,▼9
25,59,183,+45:21,,174.0,Viviani Elia,183,Cannondale,45:21 45:21,+22:21,,5,2014,▼9
27,133,184,+45:40,,175.0,De Clercq Bart,184,Lotto Belisol,45:40 45:40,+22:21,,5,2014,▼9
33,48,185,+46:52,,182.0,Vanotti Alessandro,185,Astana Pro Team,46:52 46:52,+22:21,,5,2014,▼3
32,33,186,+47:30,,184.0,Hernández Jesús,186,Tinkoff - Saxo,47:30 47:30,+22:21,,5,2014,▼2
33,89,187,+48:09,,186.0,Riblon Christophe,187,AG2R La Mondiale,48:09 48:09,+22:21,,5,2014,▼1
25,203,188,+49:07,,187.0,de la Cruz David,188,Team NetApp – Endura,49:07 49:07,+22:21,,5,2014,▼1
24,34,189,+51:16,,190.0,Majka Rafał,189,Tinkoff - Saxo,51:16 51:16,+22:21,,5,2014,▲1
37,9,190,+51:22,,139.0,Zandio Xabier,190,Team Sky,51:22 51:22,+32:33,,5,2014,▼51
31,54,191,+54:29,,191.0,King Edward,191,Cannondale,54:29 54:29,+22:21,,5,2014,-
26,107,192,+55:40,,192.0,Ji Cheng,192,Team Giant - Shimano,55:40 55:40,+22:49,,5,2014,-
31,117,193,+1:02:49,,194.0,Richeze Maximiliano,193,Lampre - Merida,1:02:49 1:02:49,+22:21,,5,2014,▲1
29,41,1,+0:00,,1.0,Nibali Vincenzo,1,Astana Pro Team,24:38:25 24:38:25,+0:00,,6,2014,-
29,42,2,+0:02,,2.0,Fuglsang Jakob,2,Astana Pro Team,0:02 0:02,+0:00,,6,2014,-
24,51,3,+0:44,,3.0,Sagan Peter,3,Cannondale,0:44 0:44,+0:00,,6,2014,-
24,74,4,+0:50,,4.0,Kwiatkowski Michał,4,Omega Pharma - Quick-Step,0:50 0:50,+0:00,,6,2014,-
33,163,5,+1:17,,5.0,Cancellara Fabian,5,Trek Factory Racing,1:17 1:17,+0:00,,6,2014,-
31,131,6,+1:45,,6.0,Van den Broeck Jurgen,6,Lotto Belisol,1:45 1:45,+0:00,,6,2014,-
26,134,7,+1:45,,7.0,Gallopin Tony,7,Lotto Belisol,",, 1:45",+0:00,,6,2014,-
29,7,8,+1:54,,8.0,Porte Richie,8,Team Sky,1:54 1:54,+0:00,,6,2014,-
25,91,9,+2:05,,9.0,Talansky Andrew,9,Garmin Sharp,2:05 2:05,+0:00,,6,2014,-
34,11,10,+2:11,,10.0,Valverde Alejandro,10,Movistar Team,2:11 2:11,+0:00,,6,2014,-
25,141,11,+2:11,,12.0,van Garderen Tejay,11,BMC Racing Team,",, 2:11",+0:00,,6,2014,▲1
23,82,12,+2:11,,11.0,Bardet Romain,12,AG2R La Mondiale,",, 2:11",+0:00,,6,2014,▼1
27,111,13,+2:11,,13.0,Costa Rui,13,Lampre - Merida,",, 2:11",+0:00,,6,2014,-
28,8,14,+2:16,,14.0,Thomas Geraint,14,Team Sky,2:16 2:16,+0:00,,6,2014,-
23,106,15,+2:25,,16.0,Dumoulin Tom,15,Team Giant - Shimano,2:25 2:25,+0:00,,6,2014,▲1
30,29,16,+2:25,,17.0,Trofimov Yuri,16,Team Katusha,",, 2:25",+0:00,,6,2014,▲1
27,61,17,+2:27,,18.0,Mollema Bauke,17,Belkin-Pro Cycling Team,2:27 2:27,+0:00,,6,2014,▲1
31,31,18,+2:37,,19.0,Contador Alberto,18,Tinkoff - Saxo,2:37 2:37,+0:00,,6,2014,▲1
28,72,19,+2:39,,20.0,Bakelants Jan,19,Omega Pharma - Quick-Step,2:39 2:39,+0:00,,6,2014,▲1
29,149,20,+2:44,,21.0,Velits Peter,20,BMC Racing Team,2:44 2:44,+0:00,,6,2014,▲1
24,127,21,+3:24,,15.0,Pinot Thibaut,21,FDJ.fr,3:24 3:24,+0:59,,6,2014,▼6
33,182,22,+3:29,,23.0,Albasini Michael,22,Orica GreenEDGE,3:29 3:29,+0:00,,6,2014,▲1
37,81,23,+3:29,,24.0,Peraud Jean-Christophe,23,AG2R La Mondiale,",, 3:29",+0:00,,6,2014,▲1
28,206,24,+3:59,,26.0,Machado Tiago,24,Team NetApp – Endura,3:59 3:59,+0:00,,6,2014,▲2
37,169,25,+3:59,,27.0,Zubeldia Haimar,25,Trek Factory Racing,",, 3:59",+0:00,,6,2014,▲2
30,56,26,+4:08,,22.0,Marcato Marco,26,Cannondale,4:08 4:08,+0:45,,6,2014,▼4
27,191,27,+4:13,,28.0,Frank Mathias,27,IAM Cycling,4:13 4:13,+0:00,,6,2014,▲1
42,114,28,+4:13,,29.0,Horner Chris,28,Lampre - Merida,",, 4:13",+0:00,,6,2014,▲1
33,67,29,+4:13,,30.0,ten Dam Laurens,29,Belkin-Pro Cycling Team,",, 4:13",+0:00,,6,2014,▲1
30,5,30,+4:28,,25.0,Nieve Mikel,30,Team Sky,4:28 4:28,+0:59,,6,2014,▼5
26,201,31,+4:45,,32.0,König Leopold,31,Team NetApp – Endura,4:45 4:45,+0:00,,6,2014,▲1
28,209,32,+5:07,,34.0,Voss Paul,32,Team NetApp – Endura,5:07 5:07,+0:00,,6,2014,▲2
25,186,33,+5:40,,31.0,Keukeleire Jens,33,Orica GreenEDGE,5:40 5:40,+0:59,,6,2014,▼2
35,66,34,+5:45,,33.0,Tankink Bram,34,Belkin-Pro Cycling Team,5:45 5:45,+0:59,,6,2014,▼1
27,151,35,+6:17,,35.0,Rolland Pierre,35,Team Europcar,6:17 6:17,+0:59,,6,2014,-
27,46,36,+6:31,,36.0,Kangert Tanel,36,Astana Pro Team,6:31 6:31,+0:59,,6,2014,-
26,154,37,+6:36,,37.0,Gautier Cyril,37,Team Europcar,6:36 6:36,+0:59,,6,2014,-
27,64,38,+7:46,,38.0,Kruijswijk Steven,38,Belkin-Pro Cycling Team,7:46 7:46,+0:59,,6,2014,-
28,211,39,+9:10,,42.0,Feillu Brice,39,Bretagne - Séché Environnement,9:10 9:10,+0:00,,6,2014,▲3
34,161,40,+9:12,,43.0,Schleck Fränk,40,Trek Factory Racing,9:12 9:12,+0:00,,6,2014,▲3
27,183,41,+9:12,,39.0,Clarke Simon,41,Orica GreenEDGE,",, 9:12",+0:59,,6,2014,▼2
27,145,42,+9:20,,44.0,Oss Daniel,42,BMC Racing Team,9:20 9:20,+0:00,,6,2014,▲2
35,193,43,+9:25,,40.0,Elmiger Martin,43,IAM Cycling,9:25 9:25,+0:59,,6,2014,▼3
