Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
27,9.0,48.0,+1:11:39,,,Spezialetti Alessandro,48,Saeco Macchine per Caff\xe9 - Longoni Sport 2002,1:11:39 1:11:39,+71:39,-,20,2002
22,213.0,49.0,+1:14:45,,,Hiekmann Torsten,49,Team Telekom,1:14:45 1:14:45,+74:45,-,20,2002
25,81.0,50.0,+1:14:50,,,Vicioso \xc1ngel,50,Kelme - Costa Blanca,1:14:50 1:14:50,+74:50,-,20,2002
29,156.0,51.0,+1:18:39,,,Moos Alexandre,51,Phonak Hearing Systems,1:18:39 1:18:39,+78:39,-,20,2002
31,181.0,52.0,+1:19:30,,,Beltran Manuel,52,Team Coast,1:19:30 1:19:30,+79:30,-,20,2002
26,2.0,53.0,+1:21:14,,,Astarloa Ascasibar Igor,53,Saeco Macchine per Caff\xe9 - Longoni Sport 2002,1:21:14 1:21:14,+81:14,-,20,2002
27,34.0,54.0,+1:25:39,,,Matveyev Sergiy,54,Panaria - Fiordo,1:25:39 1:25:39,+85:39,-,20,2002
28,151.0,55.0,+1:36:22,,,Buxhofer Matthias,55,Phonak Hearing Systems,1:36:22 1:36:22,+96:22,-,20,2002
27,3.0,56.0,+1:36:22,,,Mason Oscar,56,Saeco Macchine per Caff\xe9 - Longoni Sport 2002,",, 1:36:22",+96:22,-,20,2002
30,162.0,57.0,+1:40:24,,,Boven Jan,57,Rabobank ProTeam,1:40:24 1:40:24,+100:24,-,20,2002
28,8.0,58.0,+1:40:38,,,Sacchi Fabio,58,Saeco Macchine per Caff\xe9 - Longoni Sport 2002,1:40:38 1:40:38,+100:38,-,20,2002
31,202.0,59.0,+1:40:58,,,Cerezo Francisco,59,CSC ProTeam - Tiscali,1:40:58 1:40:58,+100:58,-,20,2002
25,209.0,60.0,+1:42:18,,,Calvente Corbas Manuel,60,CSC ProTeam - Tiscali,1:42:18 1:42:18,+102:18,-,20,2002
26,155.0,61.0,+1:42:19,,,Grabsch Bert,61,Phonak Hearing Systems,1:42:19 1:42:19,+102:19,-,20,2002
28,89.0,62.0,+1:42:19,,,Otero Gustavo Miguel,62,Kelme - Costa Blanca,",, 1:42:19",+102:19,-,20,2002
28,57.0,63.0,+1:43:28,,,Tosatto Matteo,63,Fassa Bortolo,1:43:28 1:43:28,+103:28,-,20,2002
27,97.0,64.0,+1:44:28,,,Kadlec Milan,64,Lampre - Daikin,1:44:28 1:44:28,+104:28,-,20,2002
24,169.0,65.0,+1:45:10,,,Veneberg Thorwald,65,Rabobank ProTeam,1:45:10 1:45:10,+105:10,-,20,2002
33,99.0,66.0,+1:48:18,,,Barbero Sergio,66,Lampre - Daikin,1:48:18 1:48:18,+108:18,-,20,2002
28,135.0,67.0,+1:50:07,,,Mazzanti Luca,67,Mercatone Uno,1:50:07 1:50:07,+110:07,-,20,2002
35,98.0,68.0,+1:51:12,,,Sciandri Maximilian,68,Lampre - Daikin,1:51:12 1:51:12,+111:12,-,20,2002
29,84.0,69.0,+1:51:25,,,Leon Mane Francisco,69,Kelme - Costa Blanca,1:51:25 1:51:25,+111:25,-,20,2002
28,163.0,70.0,+1:54:02,,,Lotz Marc,70,Rabobank ProTeam,1:54:02 1:54:02,+114:02,-,20,2002
33,122.0,71.0,+1:55:01,,,Bramati Davide,71,Mapei - Quickstep,1:55:01 1:55:01,+115:01,-,20,2002
31,95.0,72.0,+1:55:38,,,Missaglia Gabriele,72,Lampre - Daikin,1:55:38 1:55:38,+115:38,-,20,2002
30,207.0,73.0,+1:56:46,,,Peron Andrea,73,CSC ProTeam - Tiscali,1:56:46 1:56:46,+116:46,-,20,2002
33,45.0,74.0,+1:57:28,,,Mar\xedn Ruber Alveiro,74,,1:57:28 1:57:28,+117:28,-,20,2002
31,152.0,75.0,+1:58:01,,,Dominguez Juan Carlos,75,Phonak Hearing Systems,1:58:01 1:58:01,+118:01,-,20,2002
22,103.0,76.0,+1:58:03,,,Bernucci Lorenzo,76,Landbouwkrediet - Colnago,1:58:03 1:58:03,+118:03,-,20,2002
32,73.0,77.0,+1:59:20,,,Hamburger Bo,77,,1:59:20 1:59:20,+119:20,-,20,2002
26,188.0,78.0,+2:00:20,,,Schweda Raphael,78,Team Coast,2:00:20 2:00:20,+120:20,-,20,2002
37,12.0,79.0,+2:03:33,,,Conti Roberto,79,Acqua & Sapone,2:03:33 2:03:33,+123:33,-,20,2002
26,148.0,80.0,+2:03:59,,,Mesa Mesa Hector Orlando,80,,2:03:59 2:03:59,+123:59,-,20,2002
23,192.0,81.0,+2:05:43,,,Carrara Matteo,81,,2:05:43 2:05:43,+125:43,-,20,2002
28,69.0,82.0,+2:06:14,,,Wrolich Peter,82,Gerolsteiner,2:06:14 2:06:14,+126:14,-,20,2002
30,21.0,83.0,+2:11:15,,,Bertolini Alessandro,83,Alessio,2:11:15 2:11:15,+131:15,-,20,2002
26,49.0,84.0,+2:11:43,,,Khalilov Mihaylo,84,,2:11:43 2:11:43,+131:43,-,20,2002
26,78.0,85.0,+2:14:13,,,Righi Daniele,85,,2:14:13 2:14:13,+134:13,-,20,2002
27,147.0,86.0,+2:14:50,,,Murn Uros,86,,2:14:50 2:14:50,+134:50,-,20,2002
32,16.0,87.0,+2:15:31,,,Lombardi Giovanni,87,Acqua & Sapone,2:15:31 2:15:31,+135:31,-,20,2002
22,87.0,88.0,+2:16:59,,,Julia Jose Cayetano,88,Kelme - Costa Blanca,2:16:59 2:16:59,+136:59,-,20,2002
24,179.0,89.0,+2:17:32,,,Zampieri Steve,89,Tacconi Sport,2:17:32 2:17:32,+137:32,-,20,2002
26,212.0,90.0,+2:18:11,,,Yakovlev Serguei,90,Team Telekom,2:18:11 2:18:11,+138:11,-,20,2002
24,168.0,91.0,+2:18:56,,,Hayman Mathew,91,Rabobank ProTeam,2:18:56 2:18:56,+138:56,-,20,2002
31,125.0,92.0,+2:19:04,,,Fornaciari Paolo,92,Mapei - Quickstep,2:19:04 2:19:04,+139:04,-,20,2002
33,216.0,93.0,+2:19:22,,,Hundertmarck Kai,93,Team Telekom,2:19:22 2:19:22,+139:22,-,20,2002
28,55.0,94.0,+2:20:49,,,Petacchi Alessandro,94,Fassa Bortolo,2:20:49 2:20:49,+140:49,-,20,2002
25,13.0,95.0,+2:21:44,,,Derganc Martin,95,Acqua & Sapone,2:21:44 2:21:44,+141:44,-,20,2002
25,196.0,96.0,+2:22:13,,,Mazzoleni Renzo,96,,2:22:13 2:22:13,+142:13,-,20,2002
28,113.0,97.0,+2:23:25,,,Marichal Thierry,97,Lotto - Adecco,2:23:25 2:23:25,+143:25,-,20,2002
28,165.0,98.0,+2:25:56,,,de Jongh Steven,98,Rabobank ProTeam,2:25:56 2:25:56,+145:56,-,20,2002
25,138.0,99.0,+2:27:23,,,Ortenzi Gian Mario,99,Mercatone Uno,2:27:23 2:27:23,+147:23,-,20,2002
35,11.0,100.0,+2:28:17,,,Cipollini Mario,100,Acqua & Sapone,2:28:17 2:28:17,+148:17,-,20,2002
34,4.0,101.0,+2:29:54,,,Conte Biagio,101,Saeco Macchine per Caff\xe9 - Longoni Sport 2002,2:29:54 2:29:54,+149:54,-,20,2002
27,176.0,102.0,+2:30:49,,,Gerosa Mauro,102,Tacconi Sport,2:30:49 2:30:49,+150:49,-,20,2002
36,58.0,103.0,+2:31:37,,,Konishev Dimitri,103,Fassa Bortolo,2:31:37 2:31:37,+151:37,-,20,2002
32,119.0,104.0,+2:32:33,,,Vierhouten Aart,104,Lotto - Adecco,2:32:33 2:32:33,+152:33,-,20,2002
23,146.0,105.0,+2:33:34,,,Bondarenko Denis,105,,2:33:34 2:33:34,+153:34,-,20,2002
24,63.0,106.0,+2:34:45,,,Haselbacher Rene,106,Gerolsteiner,2:34:45 2:34:45,+154:45,-,20,2002
29,185.0,107.0,+2:35:29,,,H\xf8j Frank,107,Team Coast,2:35:29 2:35:29,+155:29,-,20,2002
33,206.0,108.0,+2:36:21,,,Madsen Jimmi,108,CSC ProTeam - Tiscali,2:36:21 2:36:21,+156:21,-,20,2002
37,18.0,109.0,+2:37:15,,,Scirea Mario,109,Acqua & Sapone,2:37:15 2:37:15,+157:15,-,20,2002
23,219.0,110.0,+2:37:25,,,Schreck Stephan,110,Team Telekom,2:37:25 2:37:25,+157:25,-,20,2002
29,211.0,111.0,+2:37:37,,,Grabsch Ralf,111,Team Telekom,2:37:37 2:37:37,+157:37,-,20,2002
33,187.0,112.0,+2:38:58,,,Michaelsen Lars,112,Team Coast,2:38:58 2:38:58,+158:58,-,20,2002
34,178.0,113.0,+2:39:10,,,Radaelli Mauro,113,Tacconi Sport,2:39:10 2:39:10,+159:10,-,20,2002
32,173.0,114.0,+2:39:55,,,Apollonio Massimo,114,Tacconi Sport,2:39:55 2:39:55,+159:55,-,20,2002
28,182.0,115.0,+2:40:32,,,Korff Andre,115,Team Coast,2:40:32 2:40:32,+160:32,-,20,2002
32,158.0,116.0,+2:40:43,,,Strazzer Massimo,116,Phonak Hearing Systems,2:40:43 2:40:43,+160:43,-,20,2002
34,5.0,117.0,+2:41:17,,,Galletti Alessio,117,Saeco Macchine per Caff\xe9 - Longoni Sport 2002,2:41:17 2:41:17,+161:17,-,20,2002
28,111.0,118.0,+2:42:12,,,Detilloux Christophe,118,Lotto - Adecco,2:42:12 2:42:12,+162:12,-,20,2002
32,59.0,119.0,+2:42:37,,,Zanette Denis,119,Fassa Bortolo,2:42:37 2:42:37,+162:37,-,20,2002
27,105.0,120.0,+2:43:13,,,Cavagnis Oscar,120,Landbouwkrediet - Colnago,2:43:13 2:43:13,+163:13,-,20,2002
27,83.0,121.0,+2:43:39,,,G\xe1lvez Isaac,121,Kelme - Costa Blanca,2:43:39 2:43:39,+163:39,-,20,2002
30,218.0,122.0,+2:43:40,,,Schaffrath Jan,122,Team Telekom,2:43:40 2:43:40,+163:40,-,20,2002
27,64.0,123.0,+2:44:34,,,Rastelli Ellis,123,Gerolsteiner,2:44:34 2:44:34,+164:34,-,20,2002
37,101.0,124.0,+2:49:20,,,S\xf8rensen Rolf,124,Landbouwkrediet - Colnago,2:49:20 2:49:20,+169:20,-,20,2002
29,19.0,125.0,+2:50:53,,,Trenti Guido,125,Acqua & Sapone,2:50:53 2:50:53,+170:53,-,20,2002
25,,126.0,+2:52:27,,,Seniushkin Yauheni,126,,2:52:27 2:52:27,+172:27,-,20,2002
30,154.0,127.0,+2:54:04,,,Gougot Fabrice,127,Phonak Hearing Systems,2:54:04 2:54:04,+174:04,-,20,2002
24,24.0,128.0,+2:54:52,,,Furlan Angelo,128,Alessio,2:54:52 2:54:52,+174:52,-,20,2002
25,197.0,129.0,+2:55:29,,,Meza Miguel Angel,129,,2:55:29 2:55:29,+175:29,-,20,2002
30,15.0,130.0,+2:56:20,,,Colombo Gabriele,130,Acqua & Sapone,2:56:20 2:56:20,+176:20,-,20,2002
31,14.0,131.0,+2:56:24,,,Gasperoni Cristian,131,Acqua & Sapone,2:56:24 2:56:24,+176:24,-,20,2002
27,205.0,132.0,+3:00:13,,,Jonasson Danny,132,CSC ProTeam - Tiscali,3:00:13 3:00:13,+180:13,-,20,2002
24,194.0,133.0,+3:01:36,,,Gigli Matteo,133,,3:01:36 3:01:36,+181:36,-,20,2002
27,189.0,134.0,+3:04:47,,,Urban Malte,134,Team Coast,3:04:47 3:04:47,+184:47,-,20,2002
37,139.0,135.0,+3:08:34,,,Fontanelli Fabiano,135,Mercatone Uno,3:08:34 3:08:34,+188:34,-,20,2002
32,72.0,136.0,+3:13:45,,,Manzoni Mario,136,,3:13:45 3:13:45,+193:45,-,20,2002
26,145.0,137.0,+3:16:57,,,Di Biase Moreno,137,,3:16:57 3:16:57,+196:57,-,20,2002
26,39.0,138.0,+3:21:50,,,Degano Enrico,138,Panaria - Fiordo,3:21:50 3:21:50,+201:50,-,20,2002
26,198.0,139.0,+3:23:56,,,Nodera Hidenori,139,,3:23:56 3:23:56,+203:56,-,20,2002
27,76.0,140.0,+3:34:55,,,Serri Eddy,140,,3:34:55 3:34:55,+214:55,-,20,2002
