Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
31,146,29,+0:58,,,Pe\xf1a Victor Hugo,29,Phonak Hearing Systems,0:58 0:58,+300:41,-,2,2006
37,136,30,+0:59,,,Noe Andrea,30,Liquigas,0:59 0:59,+300:42,-,2,2006
25,99,31,+0:59,,,Veikkanen Jussi,31,Fran\xe7aise des Jeux,",, 0:59",+300:42,-,2,2006
24,109,1,+0:00,,1.0,Schumacher Stefan,1,Gerolsteiner,14:52:55 14:52:55,+0:00,-,3,2006
33,1,2,+0:13,,2.0,Savoldelli Paolo,2,Discovery Channel,0:13 0:13,+0:00,-,3,2006
34,106,3,+0:23,,3.0,Rebellin Davide,3,Gerolsteiner,0:23 0:23,+0:00,-,3,2006
27,35,4,+0:29,,4.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,4,Caisse d'Epargne - Illes Balears,0:29 0:29,+0:00,-,3,2006
33,8,5,+0:31,,5.0,Rubiera Jos\xe9 Luis,5,Discovery Channel,0:31 0:31,+0:00,-,3,2006
35,212,6,+0:31,,6.0,Honchar Serhiy,6,T-Mobile Team,",, 0:31",+0:00,-,3,2006
30,91,7,+0:31,,7.0,McGee Bradley,7,Fran\xe7aise des Jeux,",, 0:31",+0:00,-,3,2006
27,39,8,+0:32,,8.0,Perez Francisco,8,Caisse d'Epargne - Illes Balears,0:32 0:32,+0:00,-,3,2006
31,143,9,+0:33,,9.0,Gutierrez Jose Enrique,9,Phonak Hearing Systems,0:33 0:33,+0:00,-,3,2006
32,152,10,+0:35,,19.0,Bettini Paolo,10,Quickstep - Innergetic,0:35 0:35,+-1:48,\u25b29,3,2006
26,217,11,+0:37,,10.0,Rogers Michael,11,T-Mobile Team,0:37 0:37,+0:00,\u25bc1,3,2006
28,2,12,+0:37,,11.0,Danielson Thomas,12,Discovery Channel,",, 0:37",+0:00,\u25bc1,3,2006
34,196,13,+0:38,,12.0,Voigt Jens,13,CSC ProTeam,0:38 0:38,+0:00,\u25bc1,3,2006
30,131,14,+0:39,,13.0,Di Luca Danilo,14,Liquigas,0:39 0:39,+0:00,\u25bc1,3,2006
31,112,15,+0:40,,14.0,Bruseghin Marzio,15,Lampre-Fondital,0:40 0:40,+0:00,\u25bc1,3,2006
32,216,16,+0:41,,15.0,Pollack Olaf,16,T-Mobile Team,0:41 0:41,+0:00,\u25bc1,3,2006
28,191,17,+0:43,,16.0,Basso Ivan,17,CSC ProTeam,0:43 0:43,+0:00,\u25bc1,3,2006
24,111,18,+0:45,,17.0,Cunego Damiano,18,Lampre-Fondital,0:45 0:45,+0:00,\u25bc1,3,2006
31,133,19,+0:46,,18.0,Cioni Dario,19,Liquigas,0:46 0:46,+0:00,\u25bc1,3,2006
32,36,20,+0:49,,20.0,Horrach Joan,20,Caisse d'Epargne - Illes Balears,0:49 0:49,+0:00,-,3,2006
26,61,21,+0:51,,22.0,Bellotti Francesco,21,Cr\xe9dit Agricole,0:51 0:51,+0:00,\u25b21,3,2006
23,96,22,+0:52,,23.0,Gilbert Philippe,22,Fran\xe7aise des Jeux,0:52 0:52,+0:00,\u25b21,3,2006
30,119,23,+0:52,,24.0,Javier Vila Francisco,23,Lampre-Fondital,",, 0:52",+0:00,\u25b21,3,2006
24,19,24,+0:55,,25.0,Vaitkus Tomas,24,AG2R Pr\xe9voyance,0:55 0:55,+0:00,\u25b21,3,2006
33,115,25,+0:55,,26.0,Stangelj Gorazd,25,Lampre-Fondital,",, 0:55",+0:00,\u25b21,3,2006
30,155,26,+0:56,,27.0,Garate Juan Manuel,26,Quickstep - Innergetic,0:56 0:56,+0:00,\u25b21,3,2006
22,33,27,+0:56,,28.0,Erviti Imanol,27,Caisse d'Epargne - Illes Balears,",, 0:56",+0:00,\u25b21,3,2006
31,146,28,+0:58,,29.0,Pe\xf1a Victor Hugo,28,Phonak Hearing Systems,0:58 0:58,+0:00,\u25b21,3,2006
37,136,29,+0:59,,30.0,Noe Andrea,29,Liquigas,0:59 0:59,+0:00,\u25b21,3,2006
25,99,30,+0:59,,31.0,Veikkanen Jussi,30,Fran\xe7aise des Jeux,",, 0:59",+0:00,\u25b21,3,2006
32,216,1,+0:00,,4.0,Pollack Olaf,1,T-Mobile Team,20:54:34 20:54:34,+0:00,\u25b23,5,2006
35,212,2,+0:02,,1.0,Honchar Serhiy,2,T-Mobile Team,0:02 0:02,+0:12,\u25bc1,5,2006
34,196,3,+0:08,,2.0,Voigt Jens,3,CSC ProTeam,0:08 0:08,+0:12,\u25bc1,5,2006
26,217,4,+0:08,,3.0,Rogers Michael,4,T-Mobile Team,",, 0:08",+0:12,\u25bc1,5,2006
28,191,5,+0:13,,5.0,Basso Ivan,5,CSC ProTeam,0:13 0:13,+0:12,-,5,2006
33,1,6,+0:22,,6.0,Savoldelli Paolo,6,Discovery Channel,0:22 0:22,+0:12,-,5,2006
30,193,7,+0:31,,7.0,S\xf8rensen Nicki,7,CSC ProTeam,0:31 0:31,+0:12,-,5,2006
24,109,8,+0:33,,8.0,Schumacher Stefan,8,Gerolsteiner,0:33 0:33,+0:12,-,5,2006
34,195,9,+0:35,,9.0,Julich Bobby,9,CSC ProTeam,0:35 0:35,+0:12,-,5,2006
33,8,10,+0:40,,10.0,Rubiera Jos\xe9 Luis,10,Discovery Channel,0:40 0:40,+0:12,-,5,2006
28,2,11,+0:46,,11.0,Danielson Thomas,11,Discovery Channel,0:46 0:46,+0:12,-,5,2006
30,131,12,+0:51,,12.0,Di Luca Danilo,12,Liquigas,0:51 0:51,+0:12,-,5,2006
34,106,13,+0:56,,13.0,Rebellin Davide,13,Gerolsteiner,0:56 0:56,+0:12,-,5,2006
31,133,14,+0:58,,14.0,Cioni Dario,14,Liquigas,0:58 0:58,+0:12,-,5,2006
30,91,15,+1:01,,15.0,McGee Bradley,15,Fran\xe7aise des Jeux,1:01 1:01,+0:12,-,5,2006
29,198,16,+1:02,,16.0,Gustov Volodymyr,16,CSC ProTeam,1:02 1:02,+0:12,-,5,2006
31,143,17,+1:07,,17.0,Gutierrez Jose Enrique,17,Phonak Hearing Systems,1:07 1:07,+0:12,-,5,2006
32,152,18,+1:08,,18.0,Bettini Paolo,18,Quickstep - Innergetic,1:08 1:08,+0:12,-,5,2006
37,136,19,+1:11,,19.0,Noe Andrea,19,Liquigas,1:11 1:11,+0:12,-,5,2006
27,35,20,+1:13,,20.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,20,Caisse d'Epargne - Illes Balears,1:13 1:13,+0:12,-,5,2006
35,212,1,+0:00,,2.0,Honchar Serhiy,1,T-Mobile Team,27:37:07 27:37:07,+0:00,\u25b21,6,2006
33,1,2,+0:06,,6.0,Savoldelli Paolo,2,Discovery Channel,0:06 0:06,+-1:46,\u25b24,6,2006
28,191,3,+0:11,,5.0,Basso Ivan,3,CSC ProTeam,0:11 0:11,+0:00,\u25b22,6,2006
26,217,4,+0:32,,4.0,Rogers Michael,4,T-Mobile Team,0:32 0:32,+0:26,-,6,2006
34,106,5,+0:54,,13.0,Rebellin Davide,5,Gerolsteiner,0:54 0:54,+0:00,\u25b28,6,2006
33,8,6,+0:56,,10.0,Rubiera Jos\xe9 Luis,6,Discovery Channel,0:56 0:56,+0:18,\u25b24,6,2006
28,2,7,+0:57,,11.0,Danielson Thomas,7,Discovery Channel,0:57 0:57,+0:13,\u25b24,6,2006
31,143,8,+1:03,,17.0,Gutierrez Jose Enrique,8,Phonak Hearing Systems,1:03 1:03,+-1:58,\u25b29,6,2006
30,131,9,+1:07,,12.0,Di Luca Danilo,9,Liquigas,1:07 1:07,+0:18,\u25b23,6,2006
34,196,10,+1:09,,3.0,Voigt Jens,10,CSC ProTeam,1:09 1:09,+1:03,\u25bc7,6,2006
24,111,11,+1:21,,,Cunego Damiano,11,Lampre-Fondital,1:21 1:21,+1255:57,-,6,2006
37,136,12,+1:27,,19.0,Noe Andrea,12,Liquigas,1:27 1:27,+0:18,\u25b27,6,2006
28,137,13,+1:30,,,Pellizotti Franco,13,Liquigas,1:30 1:30,+1256:06,-,6,2006
30,119,14,+1:32,,,Javier Vila Francisco,14,Lampre-Fondital,1:32 1:32,+1256:08,-,6,2006
30,155,15,+1:35,,,Garate Juan Manuel,15,Quickstep - Innergetic,1:35 1:35,+1256:11,-,6,2006
27,35,16,+1:37,,20.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,16,Caisse d'Epargne - Illes Balears,1:37 1:37,+0:26,\u25b24,6,2006
31,146,17,+1:38,,,Pe\xf1a Victor Hugo,17,Phonak Hearing Systems,1:38 1:38,+1256:14,-,6,2006
33,145,18,+1:54,,,Merckx Axel,18,Phonak Hearing Systems,1:54 1:54,+1256:30,-,6,2006
31,59,19,+1:56,,,Verbrugghe Rik,19,Cofidis,1:56 1:56,+1256:32,-,6,2006
34,171,20,+1:56,,,Simoni Gilberto,20,Saunier Duval - Prodir,",, 1:56",+1256:32,-,6,2006
26,127,21,+2:04,,,Scarponi Michele,21,,2:04 2:04,+1256:40,-,6,2006
32,219,22,+2:07,,,Ullrich Jan,22,T-Mobile Team,2:07 2:07,+1256:43,-,6,2006
26,61,23,+2:13,,,Bellotti Francesco,23,Cr\xe9dit Agricole,2:13 2:13,+1256:49,-,6,2006
25,175,24,+2:20,,,Mori Manuele,24,Saunier Duval - Prodir,2:20 2:20,+1256:56,-,6,2006
30,125,25,+2:26,,,Osa Unai,25,,2:26 2:26,+1257:02,-,6,2006
25,122,26,+2:29,,,Caruso Giampaolo,26,,2:29 2:29,+1257:05,-,6,2006
30,73,27,+2:29,,,Jufre Josep,27,Davitamon - Lotto,",, 2:29",+1257:05,-,6,2006
26,52,28,+2:30,,,Duque Leonardo,28,Cofidis,2:30 2:30,+1257:06,-,6,2006
32,42,29,+2:32,,,Mazzanti Luca,29,Ceramica Panaria - Navigare,2:32 2:32,+1257:08,-,6,2006
34,3,30,+2:32,,,Beltran Manuel,30,Discovery Channel,",, 2:32",+1257:08,-,6,2006
28,191,1,+0:00,,3.0,Basso Ivan,1,CSC ProTeam,31:41:17 31:41:17,+0:00,\u25b22,7,2006
31,143,2,+1:34,,8.0,Gutierrez Jose Enrique,2,Phonak Hearing Systems,1:34 1:34,+0:42,\u25b26,7,2006
24,111,3,+1:48,,11.0,Cunego Damiano,3,Lampre-Fondital,1:48 1:48,+0:38,\u25b28,7,2006
33,1,4,+2:35,,2.0,Savoldelli Paolo,4,Discovery Channel,2:35 2:35,+2:40,\u25bc2,7,2006
35,212,5,+2:43,,1.0,Honchar Serhiy,5,T-Mobile Team,2:43 2:43,+2:54,\u25bc4,7,2006
30,131,6,+2:48,,9.0,Di Luca Danilo,6,Liquigas,2:48 2:48,+1:52,\u25b23,7,2006
34,171,7,+3:20,,20.0,Simoni Gilberto,7,Saunier Duval - Prodir,3:20 3:20,+1:35,\u25b213,7,2006
25,122,8,+3:23,,26.0,Caruso Giampaolo,8,,3:23 3:23,+1:05,\u25b218,7,2006
28,2,9,+3:31,,7.0,Danielson Thomas,9,Discovery Channel,3:31 3:31,+2:45,\u25bc2,7,2006
33,8,10,+3:39,,6.0,Rubiera Jos\xe9 Luis,10,Discovery Channel,3:39 3:39,+2:54,\u25bc4,7,2006
37,136,11,+3:45,,12.0,Noe Andrea,11,Liquigas,3:45 3:45,+2:29,\u25b21,7,2006
32,42,12,+3:50,,29.0,Mazzanti Luca,12,Ceramica Panaria - Navigare,3:50 3:50,+1:29,\u25b217,7,2006
31,146,13,+4:21,,17.0,Pe\xf1a Victor Hugo,13,Phonak Hearing Systems,4:21 4:21,+2:54,\u25b24,7,2006
30,119,14,+4:38,,14.0,Javier Vila Francisco,14,Lampre-Fondital,4:38 4:38,+3:17,-,7,2006
26,127,15,+4:47,,21.0,Scarponi Michele,15,,4:47 4:47,+2:54,\u25b26,7,2006
26,61,16,+4:56,,23.0,Bellotti Francesco,16,Cr\xe9dit Agricole,4:56 4:56,+2:54,\u25b27,7,2006
36,86,17,+4:57,,,Laiseka jaio Roberto,17,Euskaltel - Euskadi,4:57 4:57,+1662:15,-,7,2006
28,116,18,+5:03,,,Szmyd Sylwester,18,Lampre-Fondital,5:03 5:03,+1662:21,-,7,2006
32,65,19,+5:10,,,Halgand Patrice,19,Cr\xe9dit Agricole,5:10 5:10,+1662:28,-,7,2006
24,181,20,+5:32,,,Rujano Jos\xe9 Humberto,20,Selle Italia - Serramenti Diquigiovanni,5:32 5:32,+1662:50,-,7,2006
27,35,21,+5:32,,16.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,21,Caisse d'Epargne - Illes Balears,",, 5:32",+4:06,\u25bc5,7,2006
25,41,22,+5:34,,,Sella Emanuele,22,Ceramica Panaria - Navigare,5:34 5:34,+1662:52,-,7,2006
35,183,23,+5:45,,,Belli Wladimir,23,Selle Italia - Serramenti Diquigiovanni,5:45 5:45,+1663:03,-,7,2006
28,137,24,+5:48,,13.0,Pellizotti Franco,24,Liquigas,5:48 5:48,+4:29,\u25bc11,7,2006
30,155,25,+5:53,,15.0,Garate Juan Manuel,25,Quickstep - Innergetic,5:53 5:53,+4:29,\u25bc10,7,2006
34,3,26,+6:50,,30.0,Beltran Manuel,26,Discovery Channel,6:50 6:50,+4:29,\u25b24,7,2006
27,92,27,+7:03,,,Casar Sandy,27,Fran\xe7aise des Jeux,7:03 7:03,+1664:21,-,7,2006
26,52,28,+7:35,,28.0,Duque Leonardo,28,Cofidis,7:35 7:35,+5:16,-,7,2006
27,15,29,+7:45,,,Gadret John,29,AG2R Pr\xe9voyance,7:45 7:45,+1665:03,-,7,2006
28,191,1,+0:00,,1.0,Basso Ivan,1,CSC ProTeam,34:46:30 34:46:30,+0:00,-,8,2006
31,143,2,+1:34,,2.0,Gutierrez Jose Enrique,2,Phonak Hearing Systems,1:34 1:34,+0:00,-,8,2006
24,111,3,+1:48,,3.0,Cunego Damiano,3,Lampre-Fondital,1:48 1:48,+0:00,-,8,2006
33,1,4,+2:35,,4.0,Savoldelli Paolo,4,Discovery Channel,2:35 2:35,+0:00,-,8,2006
35,212,5,+2:43,,5.0,Honchar Serhiy,5,T-Mobile Team,2:43 2:43,+0:00,-,8,2006
30,131,6,+2:48,,6.0,Di Luca Danilo,6,Liquigas,2:48 2:48,+0:00,-,8,2006
34,171,7,+3:20,,7.0,Simoni Gilberto,7,Saunier Duval - Prodir,3:20 3:20,+0:00,-,8,2006
25,122,8,+3:23,,8.0,Caruso Giampaolo,8,,3:23 3:23,+0:00,-,8,2006
28,2,9,+3:31,,9.0,Danielson Thomas,9,Discovery Channel,3:31 3:31,+0:00,-,8,2006
33,8,10,+3:39,,10.0,Rubiera Jos\xe9 Luis,10,Discovery Channel,3:39 3:39,+0:00,-,8,2006
37,136,11,+3:45,,11.0,Noe Andrea,11,Liquigas,3:45 3:45,+0:00,-,8,2006
32,42,12,+3:50,,12.0,Mazzanti Luca,12,Ceramica Panaria - Navigare,3:50 3:50,+0:00,-,8,2006
31,146,13,+4:21,,13.0,Pe\xf1a Victor Hugo,13,Phonak Hearing Systems,4:21 4:21,+0:00,-,8,2006
30,119,14,+4:38,,14.0,Javier Vila Francisco,14,Lampre-Fondital,4:38 4:38,+0:00,-,8,2006
26,61,15,+4:56,,16.0,Bellotti Francesco,15,Cr\xe9dit Agricole,4:56 4:56,+0:00,\u25b21,8,2006
36,86,16,+4:57,,17.0,Laiseka jaio Roberto,16,Euskaltel - Euskadi,4:57 4:57,+0:00,\u25b21,8,2006
28,116,17,+5:03,,18.0,Szmyd Sylwester,17,Lampre-Fondital,5:03 5:03,+0:00,\u25b21,8,2006
32,65,18,+5:10,,19.0,Halgand Patrice,18,Cr\xe9dit Agricole,5:10 5:10,+0:00,\u25b21,8,2006
24,181,19,+5:32,,20.0,Rujano Jos\xe9 Humberto,19,Selle Italia - Serramenti Diquigiovanni,5:32 5:32,+0:00,\u25b21,8,2006
27,35,20,+5:32,,21.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,20,Caisse d'Epargne - Illes Balears,",, 5:32",+0:00,\u25b21,8,2006
25,41,21,+5:34,,22.0,Sella Emanuele,21,Ceramica Panaria - Navigare,5:34 5:34,+0:00,\u25b21,8,2006
35,183,22,+5:45,,23.0,Belli Wladimir,22,Selle Italia - Serramenti Diquigiovanni,5:45 5:45,+0:00,\u25b21,8,2006
28,137,23,+5:48,,24.0,Pellizotti Franco,23,Liquigas,5:48 5:48,+0:00,\u25b21,8,2006
30,155,24,+5:53,,25.0,Garate Juan Manuel,24,Quickstep - Innergetic,5:53 5:53,+0:00,\u25b21,8,2006
34,3,25,+6:50,,26.0,Beltran Manuel,25,Discovery Channel,6:50 6:50,+0:00,\u25b21,8,2006
27,92,26,+7:03,,27.0,Casar Sandy,26,Fran\xe7aise des Jeux,7:03 7:03,+0:00,\u25b21,8,2006
26,52,27,+7:35,,28.0,Duque Leonardo,27,Cofidis,7:35 7:35,+0:00,\u25b21,8,2006
31,192,28,+8:05,,,Sastre Carlos,28,CSC ProTeam,8:05 8:05,+1909:22,-,8,2006
30,73,29,+8:10,,,Jufre Josep,29,Davitamon - Lotto,8:10 8:10,+1909:27,-,8,2006
28,117,30,+8:13,,,Tiralongo Paolo,30,Lampre-Fondital,8:13 8:13,+1909:30,-,8,2006
