stage_type,Stage,Winner,Leader after stage,year,IndivTimeTrial,TeamTimeTrial,MountainStage,SprintStage
3.0,Stage 1 - Passage Du Gois La Barre-de-monts › Mont Des Alouettes Les Herbiers,GILBERT Philippe,Gilbert Philippe,2011,0,0,0,1
1.0,Team Time Trial - Les Essarts › Les Essarts,Team Garmin - Cervélo,Hushovd Thor,2011,0,1,0,0
1.0,Stage 3 - Olonne-sur-mer › Redon,FARRAR Tyler,Hushovd Thor,2011,0,0,0,1
0.0,Stage 4 - Lorient › MÃ»r-de-bretagne,EVANS Cadel,Hushovd Thor,2011,0,0,0,1
1.0,Stage 5 - Carhaix › Cap Fréhel,CAVENDISH Mark,Hushovd Thor,2011,0,0,0,1
0.0,Stage 6 - Dinan › Lisieux,BOASSON HAGEN Edvald,Hushovd Thor,2011,0,0,0,1
1.0,Stage 7 - Le Mans › Châteauroux,CAVENDISH Mark,Hushovd Thor,2011,0,0,0,1
0.0,Stage 8 - Aigurande › Super-besse Sancy,COSTA Rui,Hushovd Thor,2011,0,0,0,1
0.0,Stage 9 - Issoire › Saint-flour,SANCHEZ Luis Leon,Voeckler Thomas,2011,0,0,0,1
1.0,Stage 10 - Aurillac › Carmaux,GREIPEL André,Voeckler Thomas,2011,0,0,0,1
1.0,Stage 11 - Blaye-les-mines › Lavaur,CAVENDISH Mark,Voeckler Thomas,2011,0,0,0,1
0.0,Stage 12 - Cugnaux › Luz-ardiden,SÁNCHEZ Samuel,Voeckler Thomas,2011,0,0,0,1
0.0,Stage 13 - Pau › Lourdes,HUSHOVD Thor,Voeckler Thomas,2011,0,0,0,1
0.0,Stage 14 - Saint-gaudens › Plateau De Beille,VANENDERT Jelle,Voeckler Thomas,2011,0,0,0,1
1.0,Stage 15 - Limoux › Montpellier,CAVENDISH Mark,Voeckler Thomas,2011,0,0,0,1
0.0,Stage 16 - Saint-paul-trois-châteaux › Gap,HUSHOVD Thor,Voeckler Thomas,2011,0,0,0,1
0.0,Stage 17 - Gap › Pinerolo,BOASSON HAGEN Edvald,Voeckler Thomas,2011,0,0,0,1
0.0,Stage 18 - Pinerolo › Galibier Serre-chevalier,SCHLECK Andy,Voeckler Thomas,2011,0,0,0,1
0.0,Stage 19 - Modane › Alpe d’huez,ROLLAND Pierre,Schleck Andy,2011,0,0,0,1
0.0,Stage 20 (ITT) - Grenoble › Grenoble,MARTIN Tony,Evans Cadel,2011,1,0,0,0
1.0,Stage 21 - Créteil › Paris,CAVENDISH Mark,Evans Cadel,2011,0,0,0,1
