Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
22,81,25,+0:10,,Craddock Lawson,1,Team Giant - Shimano,5:09:08 5:09:08,,1,2014
21,55,91,+0:10,,Howson Damien,2,Orica GreenEDGE,0:13 0:13,,1,2014
21,88,21,+0:10,,Olivier Daan,3,Team Giant - Shimano,0:36 0:36,,1,2014
20,157,77,+0:10,,Oram James,4,Bissell Development Team,0:37 0:37,,1,2014
20,35,6,+0:10,,van Poppel Danny,5,Trek Factory Racing,0:44 0:44,,1,2014
21,57,33,+0:10,,Yates Adam,6,Orica GreenEDGE,0:46 0:46,,1,2014
21,153,53,+0:10,,Chevrier Cl\xe9ment,7,Bissell Development Team,1:04 1:04,,1,2014
21,158,71,+0:10,,Zepuntke Ruben,8,Bissell Development Team,1:09 1:09,,1,2014
21,45,81,+0:10,,Edmondson Joshua,9,Team Sky,1:16 1:16,,1,2014
21,27,61,+0:10,,Verona Carlos,10,Omega Pharma - Quick-Step,",, 1:16",,1,2014
19,154,99,+0:45,,Daniel Gregory,11,Bissell Development Team,1:26 1:26,,1,2014
19,156,4,+0:06,,Geoghegan Hart Tao,12,Bissell Development Team,1:39 1:39,,1,2014
20,152,12,+0:10,,Br\xf8chner Nicolai,13,Bissell Development Team,1:40 1:40,,1,2014
22,34,16,+0:10,,Stuyven Jasper,14,Trek Factory Racing,1:41 1:41,,1,2014
22,151,13,+0:10,,Putt Tanner,15,Bissell Development Team,2:04 2:04,,1,2014
21,155,15,+0:10,,Eastman Ryan,16,Bissell Development Team,2:18 2:18,,1,2014
20,115,106,+1:04,,Planet Charles,17,Team Novo Nordisk,3:27 3:27,,1,2014
21,37,120,+14:08,,Watson Calvin,18,Trek Factory Racing,15:57 15:57,,1,2014
22,133,124,+14:08,,Lemus Luis,19,Jelly Belly p/b Maxxis,16:11 16:11,,1,2014
22,81,12,+1:33,1.0,Craddock Lawson,1,Team Giant - Shimano,5:09:08 5:09:08,-,2,2014
21,55,17,+1:46,2.0,Howson Damien,2,Orica GreenEDGE,0:13 0:13,-,2,2014
21,88,27,+2:09,3.0,Olivier Daan,3,Team Giant - Shimano,0:36 0:36,-,2,2014
20,157,29,+2:10,4.0,Oram James,4,Bissell Development Team,0:37 0:37,-,2,2014
20,35,33,+2:17,5.0,van Poppel Danny,5,Trek Factory Racing,0:44 0:44,-,2,2014
21,57,34,+2:19,6.0,Yates Adam,6,Orica GreenEDGE,0:46 0:46,-,2,2014
21,153,44,+2:37,7.0,Chevrier Cl\xe9ment,7,Bissell Development Team,1:04 1:04,-,2,2014
21,158,49,+2:42,8.0,Zepuntke Ruben,8,Bissell Development Team,1:09 1:09,-,2,2014
21,45,52,+2:49,9.0,Edmondson Joshua,9,Team Sky,1:16 1:16,-,2,2014
21,27,53,+2:49,10.0,Verona Carlos,10,Omega Pharma - Quick-Step,",, 1:16",-,2,2014
19,154,60,+2:59,11.0,Daniel Gregory,11,Bissell Development Team,1:26 1:26,-,2,2014
19,156,72,+3:12,12.0,Geoghegan Hart Tao,12,Bissell Development Team,1:39 1:39,-,2,2014
20,152,75,+3:13,13.0,Br\xf8chner Nicolai,13,Bissell Development Team,1:40 1:40,-,2,2014
22,34,76,+3:14,14.0,Stuyven Jasper,14,Trek Factory Racing,1:41 1:41,-,2,2014
22,151,88,+3:37,15.0,Putt Tanner,15,Bissell Development Team,2:04 2:04,-,2,2014
21,155,94,+3:51,16.0,Eastman Ryan,16,Bissell Development Team,2:18 2:18,-,2,2014
20,115,109,+5:00,17.0,Planet Charles,17,Team Novo Nordisk,3:27 3:27,-,2,2014
21,37,121,+17:30,18.0,Watson Calvin,18,Trek Factory Racing,15:57 15:57,-,2,2014
22,133,123,+17:44,19.0,Lemus Luis,19,Jelly Belly p/b Maxxis,16:11 16:11,-,2,2014
22,81,4,+1:21,1.0,Craddock Lawson,1,Team Giant - Shimano,10:05:18 10:05:18,-,3,2014
21,57,5,+2:10,6.0,Yates Adam,2,Orica GreenEDGE,0:49 0:49,\u25b24,3,2014
21,55,12,+2:55,2.0,Howson Damien,3,Orica GreenEDGE,1:34 1:34,\u25bc1,3,2014
21,88,18,+4:08,3.0,Olivier Daan,4,Team Giant - Shimano,2:47 2:47,\u25bc1,3,2014
21,153,26,+7:11,7.0,Chevrier Cl\xe9ment,5,Bissell Development Team,5:50 5:50,\u25b22,3,2014
21,27,32,+8:55,10.0,Verona Carlos,6,Omega Pharma - Quick-Step,7:34 7:34,\u25b24,3,2014
21,45,46,+13:59,9.0,Edmondson Joshua,7,Team Sky,12:38 12:38,\u25b22,3,2014
19,154,48,+14:02,11.0,Daniel Gregory,8,Bissell Development Team,12:41 12:41,\u25b23,3,2014
21,158,50,+15:17,8.0,Zepuntke Ruben,9,Bissell Development Team,13:56 13:56,\u25bc1,3,2014
22,133,57,+20:48,19.0,Lemus Luis,10,Jelly Belly p/b Maxxis,19:27 19:27,\u25b29,3,2014
20,35,58,+20:54,5.0,van Poppel Danny,11,Trek Factory Racing,19:33 19:33,\u25bc6,3,2014
22,151,78,+22:41,15.0,Putt Tanner,12,Bissell Development Team,21:20 21:20,\u25b23,3,2014
19,156,79,+22:43,12.0,Geoghegan Hart Tao,13,Bissell Development Team,21:22 21:22,\u25bc1,3,2014
22,34,81,+22:45,14.0,Stuyven Jasper,14,Trek Factory Racing,21:24 21:24,-,3,2014
20,115,103,+24:31,17.0,Planet Charles,15,Team Novo Nordisk,23:10 23:10,\u25b22,3,2014
20,157,110,+28:38,4.0,Oram James,16,Bissell Development Team,27:17 27:17,\u25bc12,3,2014
20,152,112,+29:19,13.0,Br\xf8chner Nicolai,17,Bissell Development Team,27:58 27:58,\u25bc4,3,2014
21,155,113,+29:20,16.0,Eastman Ryan,18,Bissell Development Team,27:59 27:59,\u25bc2,3,2014
21,37,118,+36:07,18.0,Watson Calvin,19,Trek Factory Racing,34:46 34:46,\u25bc1,3,2014
22,81,4,+1:25,1.0,Craddock Lawson,1,Team Giant - Shimano,13:55:16 13:55:16,-,4,2014
21,57,5,+2:14,2.0,Yates Adam,2,Orica GreenEDGE,0:49 0:49,-,4,2014
21,55,12,+2:59,3.0,Howson Damien,3,Orica GreenEDGE,1:34 1:34,-,4,2014
21,88,18,+4:12,4.0,Olivier Daan,4,Team Giant - Shimano,2:47 2:47,-,4,2014
21,153,25,+7:15,5.0,Chevrier Cl\xe9ment,5,Bissell Development Team,5:50 5:50,-,4,2014
21,27,32,+9:15,6.0,Verona Carlos,6,Omega Pharma - Quick-Step,7:50 7:50,-,4,2014
19,154,41,+12:39,8.0,Daniel Gregory,7,Bissell Development Team,11:14 11:14,\u25b21,4,2014
21,45,47,+14:03,7.0,Edmondson Joshua,8,Team Sky,12:38 12:38,\u25bc1,4,2014
21,158,50,+15:21,9.0,Zepuntke Ruben,9,Bissell Development Team,13:56 13:56,-,4,2014
20,35,56,+20:54,11.0,van Poppel Danny,10,Trek Factory Racing,19:29 19:29,\u25b21,4,2014
22,133,62,+21:37,10.0,Lemus Luis,11,Jelly Belly p/b Maxxis,20:12 20:12,\u25bc1,4,2014
22,151,74,+22:45,12.0,Putt Tanner,12,Bissell Development Team,21:20 21:20,-,4,2014
19,156,75,+22:47,13.0,Geoghegan Hart Tao,13,Bissell Development Team,21:22 21:22,-,4,2014
22,34,76,+22:49,14.0,Stuyven Jasper,14,Trek Factory Racing,21:24 21:24,-,4,2014
20,115,103,+27:12,15.0,Planet Charles,15,Team Novo Nordisk,25:47 25:47,-,4,2014
20,152,108,+29:19,17.0,Br\xf8chner Nicolai,16,Bissell Development Team,27:54 27:54,\u25b21,4,2014
21,37,117,+36:27,19.0,Watson Calvin,17,Trek Factory Racing,35:02 35:02,\u25b22,4,2014
22,81,4,+1:25,1.0,Craddock Lawson,1,Team Giant - Shimano,17:55:01 17:55:01,-,5,2014
21,57,5,+2:14,2.0,Yates Adam,2,Orica GreenEDGE,0:49 0:49,-,5,2014
21,55,12,+2:59,3.0,Howson Damien,3,Orica GreenEDGE,1:34 1:34,-,5,2014
21,88,18,+4:12,4.0,Olivier Daan,4,Team Giant - Shimano,2:47 2:47,-,5,2014
21,153,23,+7:15,5.0,Chevrier Cl\xe9ment,5,Bissell Development Team,5:50 5:50,-,5,2014
21,27,28,+9:15,6.0,Verona Carlos,6,Omega Pharma - Quick-Step,7:50 7:50,-,5,2014
21,45,39,+14:03,8.0,Edmondson Joshua,7,Team Sky,12:38 12:38,\u25b21,5,2014
19,154,44,+16:18,7.0,Daniel Gregory,8,Bissell Development Team,14:53 14:53,\u25bc1,5,2014
21,158,51,+19:00,9.0,Zepuntke Ruben,9,Bissell Development Team,17:35 17:35,-,5,2014
22,34,56,+22:49,14.0,Stuyven Jasper,10,Trek Factory Racing,21:24 21:24,\u25b24,5,2014
22,133,64,+25:16,11.0,Lemus Luis,11,Jelly Belly p/b Maxxis,23:51 23:51,-,5,2014
22,151,71,+26:24,12.0,Putt Tanner,12,Bissell Development Team,24:59 24:59,-,5,2014
19,156,72,+26:26,13.0,Geoghegan Hart Tao,13,Bissell Development Team,25:01 25:01,-,5,2014
20,35,84,+32:22,10.0,van Poppel Danny,14,Trek Factory Racing,30:57 30:57,\u25bc4,5,2014
20,152,89,+32:58,16.0,Br\xf8chner Nicolai,15,Bissell Development Team,31:33 31:33,\u25b21,5,2014
20,115,106,+38:43,15.0,Planet Charles,16,Team Novo Nordisk,37:18 37:18,\u25bc1,5,2014
21,37,118,+47:00,17.0,Watson Calvin,17,Trek Factory Racing,45:35 45:35,-,5,2014
22,81,3,+1:48,1.0,Craddock Lawson,1,Team Giant - Shimano,22:05:30 22:05:30,-,6,2014
21,57,5,+2:14,2.0,Yates Adam,2,Orica GreenEDGE,0:26 0:26,-,6,2014
21,88,16,+4:51,4.0,Olivier Daan,3,Team Giant - Shimano,3:03 3:03,\u25b21,6,2014
21,153,25,+12:40,5.0,Chevrier Cl\xe9ment,4,Bissell Development Team,10:52 10:52,\u25b21,6,2014
21,27,26,+13:59,6.0,Verona Carlos,5,Omega Pharma - Quick-Step,12:11 12:11,\u25b21,6,2014
21,45,30,+18:09,7.0,Edmondson Joshua,6,Team Sky,16:21 16:21,\u25b21,6,2014
21,55,36,+25:36,3.0,Howson Damien,7,Orica GreenEDGE,23:48 23:48,\u25bc4,6,2014
19,154,40,+31:05,8.0,Daniel Gregory,8,Bissell Development Team,29:17 29:17,-,6,2014
22,34,57,+40:25,10.0,Stuyven Jasper,9,Trek Factory Racing,38:37 38:37,\u25b21,6,2014
21,158,60,+41:37,9.0,Zepuntke Ruben,10,Bissell Development Team,39:49 39:49,\u25bc1,6,2014
22,133,62,+42:52,11.0,Lemus Luis,11,Jelly Belly p/b Maxxis,41:04 41:04,-,6,2014
19,156,67,+45:23,13.0,Geoghegan Hart Tao,12,Bissell Development Team,43:35 43:35,\u25b21,6,2014
22,151,75,+49:01,12.0,Putt Tanner,13,Bissell Development Team,47:13 47:13,\u25bc1,6,2014
20,35,85,+54:59,14.0,van Poppel Danny,14,Trek Factory Racing,53:11 53:11,-,6,2014
21,37,106,+1:01:47,17.0,Watson Calvin,15,Trek Factory Racing,59:59 59:59,\u25b22,6,2014
