Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
28.0,105.0,5.0,,Piccoli Mariano,1.0,Lampre - Daikin - Colnago,0,1999,
33.0,18.0,3.0,,Konishev Dimitri,2.0,Mercatone Uno - Bianchi,0,1999,
30.0,13.0,1.0,,Barbero Sergio,3.0,Mercatone Uno - Bianchi,0,1999,
28.0,105.0,8.0,1.0,Piccoli Mariano,1.0,Lampre - Daikin - Colnago,1,1999,-
31.0,142.0,5.0,,Brochard Laurent,2.0,Festina - Lotus,1,1999,-
33.0,18.0,4.0,2.0,Konishev Dimitri,3.0,Mercatone Uno - Bianchi,1,1999,▼1
30.0,13.0,1.0,3.0,Barbero Sergio,4.0,Mercatone Uno - Bianchi,1,1999,▼1
28.0,105.0,9.0,1.0,Piccoli Mariano,1.0,Lampre - Daikin - Colnago,3,1999,-
24.0,175.0,5.0,,Giunti Massimo,2.0,Cantina Tollo - Alexia Alluminio,3,1999,-
28.0,124.0,5.0,2.0,Cerezo Francisco,3.0,Vitalicio Seguros - Grupo Generali,3,1999,▼1
31.0,142.0,5.0,3.0,Brochard Laurent,4.0,Festina - Lotus,3,1999,▼1
33.0,18.0,4.0,4.0,Konishev Dimitri,5.0,Mercatone Uno - Bianchi,3,1999,▼1
27.0,154.0,3.0,,Guesdon Frédéric,6.0,La Française des Jeux,3,1999,-
30.0,131.0,3.0,5.0,Simon François,7.0,Credit agricole,3,1999,▼2
26.0,37.0,1.0,6.0,Merckx Axel,8.0,Mapei - Quickstep,3,1999,▼2
30.0,13.0,1.0,7.0,Barbero Sergio,9.0,Mercatone Uno - Bianchi,3,1999,▼2
28.0,105.0,9.0,1.0,Piccoli Mariano,1.0,Lampre - Daikin - Colnago,4,1999,-
25.0,158.0,5.0,,Morin Anthony,2.0,La Française des Jeux,4,1999,-
24.0,175.0,5.0,2.0,Giunti Massimo,3.0,Cantina Tollo - Alexia Alluminio,4,1999,▼1
28.0,124.0,5.0,3.0,Cerezo Francisco,4.0,Vitalicio Seguros - Grupo Generali,4,1999,▼1
31.0,142.0,5.0,4.0,Brochard Laurent,5.0,Festina - Lotus,4,1999,▼1
33.0,18.0,5.0,5.0,Konishev Dimitri,6.0,Mercatone Uno - Bianchi,4,1999,▼1
26.0,179.0,3.0,,Mondini Gianpaolo,7.0,Cantina Tollo - Alexia Alluminio,4,1999,-
27.0,154.0,3.0,6.0,Guesdon Frédéric,8.0,La Française des Jeux,4,1999,▼2
30.0,131.0,3.0,7.0,Simon François,9.0,Credit agricole,4,1999,▼2
26.0,37.0,1.0,8.0,Merckx Axel,10.0,Mapei - Quickstep,4,1999,▼2
30.0,13.0,1.0,9.0,Barbero Sergio,11.0,Mercatone Uno - Bianchi,4,1999,▼2
28.0,105.0,24.0,1.0,Piccoli Mariano,1.0,Lampre - Daikin - Colnago,5,1999,-
31.0,142.0,15.0,5.0,Brochard Laurent,2.0,Festina - Lotus,5,1999,▲3
26.0,79.0,6.0,,Secchiari Francesco,3.0,Saeco - Cannondale,5,1999,-
25.0,158.0,5.0,2.0,Morin Anthony,4.0,La Française des Jeux,5,1999,▼2
24.0,175.0,5.0,3.0,Giunti Massimo,5.0,Cantina Tollo - Alexia Alluminio,5,1999,▼2
28.0,124.0,5.0,4.0,Cerezo Francisco,6.0,Vitalicio Seguros - Grupo Generali,5,1999,▼2
33.0,18.0,5.0,6.0,Konishev Dimitri,7.0,Mercatone Uno - Bianchi,5,1999,▼1
26.0,179.0,3.0,7.0,Mondini Gianpaolo,8.0,Cantina Tollo - Alexia Alluminio,5,1999,▼1
27.0,154.0,3.0,8.0,Guesdon Frédéric,9.0,La Française des Jeux,5,1999,▼1
30.0,131.0,3.0,9.0,Simon François,10.0,Credit agricole,5,1999,▼1
27.0,93.0,3.0,,Bessy Frédéric,11.0,Casino - AG2R,5,1999,-
26.0,37.0,1.0,10.0,Merckx Axel,12.0,Mapei - Quickstep,5,1999,▼2
30.0,13.0,1.0,11.0,Barbero Sergio,13.0,Mercatone Uno - Bianchi,5,1999,▼2
27.0,139.0,1.0,,Voigt Jens,14.0,Credit agricole,5,1999,-
28.0,105.0,29.0,1.0,Piccoli Mariano,1.0,Lampre - Daikin - Colnago,6,1999,-
31.0,142.0,15.0,2.0,Brochard Laurent,2.0,Festina - Lotus,6,1999,-
26.0,79.0,6.0,3.0,Secchiari Francesco,3.0,Saeco - Cannondale,6,1999,-
25.0,158.0,5.0,4.0,Morin Anthony,4.0,La Française des Jeux,6,1999,-
24.0,175.0,5.0,5.0,Giunti Massimo,5.0,Cantina Tollo - Alexia Alluminio,6,1999,-
28.0,124.0,5.0,6.0,Cerezo Francisco,6.0,Vitalicio Seguros - Grupo Generali,6,1999,-
33.0,18.0,5.0,7.0,Konishev Dimitri,7.0,Mercatone Uno - Bianchi,6,1999,-
33.0,107.0,3.0,,Spruch Zbigniew,8.0,Lampre - Daikin - Colnago,6,1999,-
26.0,179.0,3.0,8.0,Mondini Gianpaolo,9.0,Cantina Tollo - Alexia Alluminio,6,1999,▼1
27.0,154.0,3.0,9.0,Guesdon Frédéric,10.0,La Française des Jeux,6,1999,▼1
30.0,131.0,3.0,10.0,Simon François,11.0,Credit agricole,6,1999,▼1
27.0,93.0,3.0,11.0,Bessy Frédéric,12.0,Casino - AG2R,6,1999,▼1
28.0,137.0,1.0,,Vasseur Cédric,13.0,Credit agricole,6,1999,-
26.0,37.0,1.0,12.0,Merckx Axel,14.0,Mapei - Quickstep,6,1999,▼2
30.0,13.0,1.0,13.0,Barbero Sergio,15.0,Mercatone Uno - Bianchi,6,1999,▼2
27.0,139.0,1.0,14.0,Voigt Jens,16.0,Credit agricole,6,1999,▼2
28.0,105.0,32.0,1.0,Piccoli Mariano,1.0,Lampre - Daikin - Colnago,7,1999,-
31.0,142.0,15.0,2.0,Brochard Laurent,2.0,Festina - Lotus,7,1999,-
27.0,196.0,13.0,,Lebreton Lylian,3.0,BigMat - Auber 93,7,1999,-
32.0,84.0,11.0,,Durand Jacky,4.0,Lotto - Mobistar,7,1999,-
26.0,79.0,6.0,3.0,Secchiari Francesco,5.0,Saeco - Cannondale,7,1999,▼2
25.0,158.0,5.0,4.0,Morin Anthony,6.0,La Française des Jeux,7,1999,▼2
24.0,175.0,5.0,5.0,Giunti Massimo,7.0,Cantina Tollo - Alexia Alluminio,7,1999,▼2
28.0,124.0,5.0,6.0,Cerezo Francisco,8.0,Vitalicio Seguros - Grupo Generali,7,1999,▼2
