BIB,GC,GC-Time,Prev,Rnk,Team,Time,stage,year,▼▲
,,+ -9:54:19,2.0,2,CSC ProTeam,0:01 0:01,2,2006,-
,,+ -9:54:19,3.0,3,T-Mobile Team,0:07 0:07,2,2006,-
,,+ -9:54:19,4.0,4,Caisse d'Epargne - Illes Balears,",, 0:07",2,2006,-
,,+ -9:54:19,5.0,5,Phonak Hearing Systems,0:14 0:14,2,2006,-
,,+ -9:54:19,6.0,6,Gerolsteiner,0:18 0:18,2,2006,-
,,+ -9:54:19,7.0,7,Davitamon - Lotto,0:31 0:31,2,2006,-
,,+ -9:54:19,8.0,8,Crédit Agricole,",, 0:31",2,2006,-
,,+ -9:54:19,9.0,9,Liquigas,0:32 0:32,2,2006,-
,,+ -9:54:19,10.0,10,AG2R Prévoyance,",, 0:32",2,2006,-
,,+ -9:54:19,11.0,11,"Cofidis, le Crédit par Téléphone",0:34 0:34,2,2006,-
,,+ -9:54:19,12.0,12,Lampre-Fondital,0:37 0:37,2,2006,-
,,+ -9:54:19,13.0,13,Française des Jeux,0:39 0:39,2,2006,-
,,+ -9:54:19,14.0,14,Saunier Duval - Prodir,0:42 0:42,2,2006,-
,,+ -9:54:19,15.0,15,Rabobank ProTeam,",, 0:42",2,2006,-
,,+ -9:54:19,16.0,16,Bouygues Telecom,0:46 0:46,2,2006,-
,,+ -9:54:19,17.0,17,Quickstep - Innergetic,",, 0:46",2,2006,-
,,+ -9:54:19,18.0,18,Euskaltel - Euskadi,1:03 1:03,2,2006,-
,,+ -9:54:19,19.0,19,Milram,1:16 1:16,2,2006,-
,,+ -9:54:19,20.0,20,Agritubel,1:23 1:23,2,2006,-
,,+ - 14:52:23,1.0,1,Discovery Channel,44:37:55 44:37:55,3,2006,-
,,+ - 14:52:23,2.0,2,CSC ProTeam,0:01 0:01,3,2006,-
,,+ - 14:52:23,3.0,3,T-Mobile Team,0:02 0:02,3,2006,-
,,+ - 14:52:23,4.0,4,Caisse d'Epargne - Illes Balears,0:07 0:07,3,2006,-
,,+ - 14:52:23,6.0,5,Gerolsteiner,0:18 0:18,3,2006,▲1
,,+ - 14:52:23,5.0,6,Phonak Hearing Systems,0:26 0:26,3,2006,▼1
,,+ - 14:52:23,12.0,7,Lampre-Fondital,0:37 0:37,3,2006,▲5
,,+ - 14:52:23,14.0,8,Saunier Duval - Prodir,0:42 0:42,3,2006,▲6
,,+ - 14:52:23,15.0,9,Rabobank ProTeam,",, 0:42",3,2006,▲6
,,+ - 14:52:23,8.0,10,Crédit Agricole,0:43 0:43,3,2006,▼2
,,+ - 14:52:23,10.0,11,AG2R Prévoyance,0:44 0:44,3,2006,▼1
,,+ - 14:52:23,13.0,12,Française des Jeux,0:51 0:51,3,2006,▲1
,,+ - 14:52:23,16.0,13,Bouygues Telecom,1:10 1:10,3,2006,▲3
,,+ - 14:52:23,7.0,14,Davitamon - Lotto,1:12 1:12,3,2006,▼7
,,+ - 14:52:23,17.0,15,Quickstep - Innergetic,1:15 1:15,3,2006,▲2
,,+ - 14:52:23,18.0,16,Euskaltel - Euskadi,1:27 1:27,3,2006,▲2
,,+ - 14:52:23,19.0,17,Milram,1:28 1:28,3,2006,▲2
,,+ - 14:52:23,11.0,18,"Cofidis, le Crédit par Téléphone",1:40 1:40,3,2006,▼7
,,+ - 14:52:23,9.0,19,Liquigas,1:56 1:56,3,2006,▼10
,,+ - 14:52:23,20.0,20,Agritubel,1:59 1:59,3,2006,-
,,+ - 19:52:13,1.0,1,Discovery Channel,59:37:25 59:37:25,4,2006,-
,,+ - 19:52:13,2.0,2,CSC ProTeam,0:01 0:01,4,2006,-
,,+ - 19:52:13,3.0,3,T-Mobile Team,0:02 0:02,4,2006,-
,,+ - 19:52:13,4.0,4,Caisse d'Epargne - Illes Balears,0:07 0:07,4,2006,-
,,+ - 19:52:13,5.0,5,Gerolsteiner,0:18 0:18,4,2006,-
,,+ - 19:52:13,6.0,6,Phonak Hearing Systems,0:26 0:26,4,2006,-
,,+ - 19:52:13,7.0,7,Lampre-Fondital,0:37 0:37,4,2006,-
,,+ - 19:52:13,8.0,8,Saunier Duval - Prodir,0:42 0:42,4,2006,-
,,+ - 19:52:13,9.0,9,Rabobank ProTeam,",, 0:42",4,2006,-
,,+ - 19:52:13,10.0,10,Crédit Agricole,0:43 0:43,4,2006,-
,,+ - 19:52:13,11.0,11,AG2R Prévoyance,0:44 0:44,4,2006,-
,,+ - 19:52:13,12.0,12,Française des Jeux,1:03 1:03,4,2006,-
,,+ - 19:52:13,13.0,13,Bouygues Telecom,1:10 1:10,4,2006,-
,,+ - 19:52:13,14.0,14,Davitamon - Lotto,1:12 1:12,4,2006,-
,,+ - 19:52:13,15.0,15,Quickstep - Innergetic,1:15 1:15,4,2006,-
,,+ - 19:52:13,16.0,16,Euskaltel - Euskadi,1:27 1:27,4,2006,-
,,+ - 19:52:13,17.0,17,Milram,1:28 1:28,4,2006,-
,,+ - 19:52:13,18.0,18,"Cofidis, le Crédit par Téléphone",1:40 1:40,4,2006,-
,,+ - 19:52:13,19.0,19,Liquigas,1:56 1:56,4,2006,-
,,+ - 19:52:13,20.0,20,Agritubel,1:59 1:59,4,2006,-
,,+ - 25:10:51,1.0,1,Discovery Channel,75:33:55 75:33:55,5,2006,-
,,+ - 25:10:51,2.0,2,CSC ProTeam,0:01 0:01,5,2006,-
,,+ - 25:10:51,3.0,3,T-Mobile Team,0:02 0:02,5,2006,-
,,+ - 25:10:51,4.0,4,Caisse d'Epargne - Illes Balears,0:07 0:07,5,2006,-
,,+ - 25:10:51,5.0,5,Gerolsteiner,0:18 0:18,5,2006,-
,,+ - 25:10:51,6.0,6,Phonak Hearing Systems,0:26 0:26,5,2006,-
,,+ - 25:10:51,7.0,7,Lampre-Fondital,0:37 0:37,5,2006,-
,,+ - 25:10:51,8.0,8,Saunier Duval - Prodir,0:42 0:42,5,2006,-
,,+ - 25:10:51,9.0,9,Rabobank ProTeam,",, 0:42",5,2006,-
,,+ - 25:10:51,10.0,10,Crédit Agricole,0:43 0:43,5,2006,-
,,+ - 25:10:51,11.0,11,AG2R Prévoyance,0:44 0:44,5,2006,-
,,+ - 25:10:51,12.0,12,Française des Jeux,1:03 1:03,5,2006,-
,,+ - 25:10:51,13.0,13,Bouygues Telecom,1:10 1:10,5,2006,-
,,+ - 25:10:51,14.0,14,Davitamon - Lotto,1:12 1:12,5,2006,-
,,+ - 25:10:51,15.0,15,Quickstep - Innergetic,1:15 1:15,5,2006,-
,,+ - 25:10:51,16.0,16,Euskaltel - Euskadi,1:27 1:27,5,2006,-
,,+ - 25:10:51,17.0,17,Milram,1:28 1:28,5,2006,-
,,+ - 25:10:51,18.0,18,"Cofidis, le Crédit par Téléphone",1:40 1:40,5,2006,-
,,+ - 25:10:51,19.0,19,Liquigas,1:56 1:56,5,2006,-
,,+ - 25:10:51,20.0,20,Agritubel,1:59 1:59,5,2006,-
,,+ - 29:21:00,1.0,1,Discovery Channel,88:04:46 88:04:46,6,2006,-
,,+ - 29:21:00,2.0,2,CSC ProTeam,0:01 0:01,6,2006,-
,,+ - 29:21:00,3.0,3,T-Mobile Team,0:02 0:02,6,2006,-
,,+ - 29:21:00,4.0,4,Caisse d'Epargne - Illes Balears,0:07 0:07,6,2006,-
,,+ - 29:21:00,5.0,5,Gerolsteiner,0:18 0:18,6,2006,-
,,+ - 29:21:00,6.0,6,Phonak Hearing Systems,0:26 0:26,6,2006,-
,,+ - 29:21:00,7.0,7,Lampre-Fondital,0:37 0:37,6,2006,-
,,+ - 29:21:00,8.0,8,Saunier Duval - Prodir,0:42 0:42,6,2006,-
,,+ - 29:21:00,9.0,9,Rabobank ProTeam,",, 0:42",6,2006,-
,,+ - 29:21:00,10.0,10,Crédit Agricole,0:43 0:43,6,2006,-
,,+ - 29:21:00,11.0,11,AG2R Prévoyance,0:44 0:44,6,2006,-
,,+ - 29:21:00,12.0,12,Française des Jeux,1:03 1:03,6,2006,-
,,+ - 29:21:00,13.0,13,Bouygues Telecom,1:10 1:10,6,2006,-
,,+ - 29:21:00,14.0,14,Davitamon - Lotto,1:12 1:12,6,2006,-
,,+ - 29:21:00,15.0,15,Quickstep - Innergetic,1:15 1:15,6,2006,-
,,+ - 29:21:00,16.0,16,Euskaltel - Euskadi,1:27 1:27,6,2006,-
,,+ - 29:21:00,17.0,17,Milram,1:28 1:28,6,2006,-
,,+ - 29:21:00,18.0,18,"Cofidis, le Crédit par Téléphone",1:40 1:40,6,2006,-
,,+ - 29:21:00,19.0,19,Liquigas,1:56 1:56,6,2006,-
,,+ - 29:21:00,20.0,20,Agritubel,1:59 1:59,6,2006,-
,,+ - 30:23:20,3.0,1,T-Mobile Team,91:13:00 91:13:00,7,2006,▲2
,,+ - 30:23:20,6.0,2,Phonak Hearing Systems,3:09 3:09,7,2006,▲4
,,+ - 30:23:20,5.0,3,Gerolsteiner,3:56 3:56,7,2006,▲2
,,+ - 30:23:20,2.0,4,CSC ProTeam,4:18 4:18,7,2006,▼2
,,+ - 30:23:20,1.0,5,Discovery Channel,4:29 4:29,7,2006,▼4
,,+ - 30:23:20,12.0,6,Française des Jeux,5:36 5:36,7,2006,▲6
,,+ - 30:23:20,4.0,7,Caisse d'Epargne - Illes Balears,6:00 6:00,7,2006,▼3
,,+ - 30:23:20,9.0,8,Rabobank ProTeam,6:01 6:01,7,2006,▲1
,,+ - 30:23:20,11.0,9,AG2R Prévoyance,6:43 6:43,7,2006,▲2
,,+ - 30:23:20,13.0,10,Bouygues Telecom,9:19 9:19,7,2006,▲3
,,+ - 30:23:20,18.0,11,"Cofidis, le Crédit par Téléphone",9:20 9:20,7,2006,▲7
,,+ - 30:23:20,14.0,12,Davitamon - Lotto,",, 9:20",7,2006,▲2
,,+ - 30:23:20,7.0,13,Lampre-Fondital,9:28 9:28,7,2006,▼6
,,+ - 30:23:20,8.0,14,Saunier Duval - Prodir,10:59 10:59,7,2006,▼6
,,+ - 30:23:20,17.0,15,Milram,11:17 11:17,7,2006,▲2
,,+ - 30:23:20,16.0,16,Euskaltel - Euskadi,13:14 13:14,7,2006,-
,,+ - 30:23:20,15.0,17,Quickstep - Innergetic,13:30 13:30,7,2006,▼2
,,+ - 30:23:20,19.0,18,Liquigas,13:45 13:45,7,2006,▲1
,,+ - 30:23:20,10.0,19,Crédit Agricole,16:36 16:36,7,2006,▼9
,,+ - 30:23:20,20.0,20,Agritubel,16:38 16:38,7,2006,-
,,+ - 34:38:53,1.0,1,T-Mobile Team,103:59:39 103:59:39,8,2006,-
,,+ - 34:38:53,2.0,2,Phonak Hearing Systems,3:09 3:09,8,2006,-
,,+ - 34:38:53,3.0,3,Gerolsteiner,3:56 3:56,8,2006,-
,,+ - 34:38:53,4.0,4,CSC ProTeam,4:18 4:18,8,2006,-
,,+ - 34:38:53,9.0,5,AG2R Prévoyance,4:28 4:28,8,2006,▲4
,,+ - 34:38:53,5.0,6,Discovery Channel,",, 4:28",8,2006,▼1
,,+ - 34:38:53,6.0,7,Française des Jeux,5:36 5:36,8,2006,▼1
,,+ - 34:38:53,7.0,8,Caisse d'Epargne - Illes Balears,6:00 6:00,8,2006,▼1
,,+ - 34:38:53,8.0,9,Rabobank ProTeam,6:01 6:01,8,2006,▼1
,,+ - 34:38:53,10.0,10,Bouygues Telecom,9:19 9:19,8,2006,-
,,+ - 34:38:53,11.0,11,"Cofidis, le Crédit par Téléphone",",, 9:19",8,2006,-
,,+ - 34:38:53,12.0,12,Davitamon - Lotto,",, 9:19",8,2006,-
,,+ - 34:38:53,13.0,13,Lampre-Fondital,9:28 9:28,8,2006,-
,,+ - 34:38:53,14.0,14,Saunier Duval - Prodir,10:59 10:59,8,2006,-
,,+ - 34:38:53,15.0,15,Milram,11:17 11:17,8,2006,-
,,+ - 34:38:53,16.0,16,Euskaltel - Euskadi,13:14 13:14,8,2006,-
,,+ - 34:38:53,17.0,17,Quickstep - Innergetic,13:30 13:30,8,2006,-
,,+ - 34:38:53,18.0,18,Liquigas,13:35 13:35,8,2006,-
,,+ - 34:38:53,19.0,19,Crédit Agricole,16:26 16:26,8,2006,-
,,+ - 34:38:53,20.0,20,Agritubel,16:38 16:38,8,2006,-
,,+ - 38:14:17,1.0,1,T-Mobile Team,114:45:51 114:45:51,9,2006,-
,,+ - 38:14:17,2.0,2,Phonak Hearing Systems,3:09 3:09,9,2006,-
,,+ - 38:14:17,3.0,3,Gerolsteiner,3:56 3:56,9,2006,-
,,+ - 38:14:17,4.0,4,CSC ProTeam,4:18 4:18,9,2006,-
,,+ - 38:14:17,5.0,5,AG2R Prévoyance,4:28 4:28,9,2006,-
,,+ - 38:14:17,6.0,6,Discovery Channel,4:29 4:29,9,2006,-
,,+ - 38:14:17,7.0,7,Française des Jeux,5:36 5:36,9,2006,-
,,+ - 38:14:17,8.0,8,Caisse d'Epargne - Illes Balears,6:00 6:00,9,2006,-
,,+ - 38:14:17,9.0,9,Rabobank ProTeam,6:27 6:27,9,2006,-
,,+ - 38:14:17,10.0,10,Bouygues Telecom,9:19 9:19,9,2006,-
,,+ - 38:14:17,11.0,11,"Cofidis, le Crédit par Téléphone",",, 9:19",9,2006,-
,,+ - 38:14:17,12.0,12,Davitamon - Lotto,",, 9:19",9,2006,-
,,+ - 38:14:17,13.0,13,Lampre-Fondital,",, 9:19",9,2006,-
,,+ - 38:14:17,14.0,14,Saunier Duval - Prodir,10:59 10:59,9,2006,-
,,+ - 38:14:17,15.0,15,Milram,11:17 11:17,9,2006,-
,,+ - 38:14:17,16.0,16,Euskaltel - Euskadi,13:14 13:14,9,2006,-
,,+ - 38:14:17,17.0,17,Quickstep - Innergetic,13:30 13:30,9,2006,-
,,+ - 38:14:17,18.0,18,Liquigas,",, 13:30",9,2006,-
,,+ - 38:14:17,19.0,19,Crédit Agricole,16:26 16:26,9,2006,-
,,+ - 38:14:17,20.0,20,Agritubel,16:58 16:58,9,2006,-
,,+ - 43:07:05,5.0,1,AG2R Prévoyance,129:32:35 129:32:35,10,2006,▲4
,,+ - 43:07:05,1.0,2,T-Mobile Team,2:55 2:55,10,2006,▼1
,,+ - 43:07:05,2.0,3,Phonak Hearing Systems,6:04 6:04,10,2006,▼1
,,+ - 43:07:05,3.0,4,Gerolsteiner,6:51 6:51,10,2006,▼1
,,+ - 43:07:05,4.0,5,CSC ProTeam,7:13 7:13,10,2006,▼1
,,+ - 43:07:05,11.0,6,"Cofidis, le Crédit par Téléphone",7:16 7:16,10,2006,▲5
,,+ - 43:07:05,16.0,7,Euskaltel - Euskadi,",, 7:16",10,2006,▲9
,,+ - 43:07:05,6.0,8,Discovery Channel,",, 7:16",10,2006,▼2
,,+ - 43:07:05,8.0,9,Caisse d'Epargne - Illes Balears,8:55 8:55,10,2006,▼1
,,+ - 43:07:05,14.0,10,Saunier Duval - Prodir,",, 8:55",10,2006,▲4
,,+ - 43:07:05,9.0,11,Rabobank ProTeam,9:22 9:22,10,2006,▼2
,,+ - 43:07:05,10.0,12,Bouygues Telecom,12:14 12:14,10,2006,▼2
,,+ - 43:07:05,12.0,13,Davitamon - Lotto,12:15 12:15,10,2006,▼1
,,+ - 43:07:05,13.0,14,Lampre-Fondital,",, 12:15",10,2006,▼1
,,+ - 43:07:05,20.0,15,Agritubel,12:30 12:30,10,2006,▲5
,,+ - 43:07:05,15.0,16,Milram,14:12 14:12,10,2006,▼1
,,+ - 43:07:05,7.0,17,Française des Jeux,17:41 17:41,10,2006,▼10
,,+ - 43:07:05,19.0,18,Crédit Agricole,19:21 19:21,10,2006,▲1
,,+ - 43:07:05,17.0,19,Quickstep - Innergetic,31:38 31:38,10,2006,▼2
,,+ - 43:07:05,18.0,20,Liquigas,42:41 42:41,10,2006,▼2
,,+ - 49:18:15,2.0,1,T-Mobile Team,148:04:07 148:04:07,11,2006,▲1
,,+ - 49:18:15,4.0,2,Gerolsteiner,0:46 0:46,11,2006,▲2
,,+ - 49:18:15,1.0,3,AG2R Prévoyance,5:00 5:00,11,2006,▼2
,,+ - 49:18:15,5.0,4,CSC ProTeam,7:52 7:52,11,2006,▲1
,,+ - 49:18:15,11.0,5,Rabobank ProTeam,9:17 9:17,11,2006,▲6
,,+ - 49:18:15,10.0,6,Saunier Duval - Prodir,16:03 16:03,11,2006,▲4
,,+ - 49:18:15,9.0,7,Caisse d'Epargne - Illes Balears,23:07 23:07,11,2006,▲2
,,+ - 49:18:15,14.0,8,Lampre-Fondital,24:57 24:57,11,2006,▲6
,,+ - 49:18:15,3.0,9,Phonak Hearing Systems,",, 24:57",11,2006,▼6
,,+ - 49:18:15,8.0,10,Discovery Channel,27:05 27:05,11,2006,▼2
,,+ - 49:18:15,7.0,11,Euskaltel - Euskadi,30:09 30:09,11,2006,▼4
,,+ - 49:18:15,15.0,12,Agritubel,40:39 40:39,11,2006,▲3
,,+ - 49:18:15,6.0,13,"Cofidis, le Crédit par Téléphone",48:54 48:54,11,2006,▼7
,,+ - 49:18:15,12.0,14,Bouygues Telecom,49:16 49:16,11,2006,▼2
,,+ - 49:18:15,13.0,15,Davitamon - Lotto,53:20 53:20,11,2006,▼2
,,+ - 49:18:15,18.0,16,Crédit Agricole,57:45 57:45,11,2006,▲2
,,+ - 49:18:15,16.0,17,Milram,1:23:27 1:23:27,11,2006,▼1
,,+ - 49:18:15,17.0,18,Française des Jeux,1:36:02 1:36:02,11,2006,▼1
,,+ - 49:18:15,20.0,19,Liquigas,2:07:43 2:07:43,11,2006,▲1
,,+ - 49:18:15,19.0,20,Quickstep - Innergetic,2:14:12 2:14:12,11,2006,▼1
,,+ - 53:57:38,1.0,1,T-Mobile Team,162:02:16 162:02:16,12,2006,-
,,+ - 53:57:38,2.0,2,Gerolsteiner,0:46 0:46,12,2006,-
,,+ - 53:57:38,3.0,3,AG2R Prévoyance,5:00 5:00,12,2006,-
,,+ - 53:57:38,5.0,4,Rabobank ProTeam,5:21 5:21,12,2006,▲1
,,+ - 53:57:38,4.0,5,CSC ProTeam,7:52 7:52,12,2006,▼1
,,+ - 53:57:38,6.0,6,Saunier Duval - Prodir,16:03 16:03,12,2006,-
,,+ - 53:57:38,8.0,7,Lampre-Fondital,20:59 20:59,12,2006,▲1
,,+ - 53:57:38,10.0,8,Discovery Channel,22:40 22:40,12,2006,▲2
,,+ - 53:57:38,7.0,9,Caisse d'Epargne - Illes Balears,23:45 23:45,12,2006,▼2
,,+ - 53:57:38,9.0,10,Phonak Hearing Systems,24:58 24:58,12,2006,▼1
,,+ - 53:57:38,11.0,11,Euskaltel - Euskadi,30:09 30:09,12,2006,-
,,+ - 53:57:38,12.0,12,Agritubel,40:39 40:39,12,2006,-
,,+ - 53:57:38,13.0,13,"Cofidis, le Crédit par Téléphone",48:54 48:54,12,2006,-
,,+ - 53:57:38,14.0,14,Bouygues Telecom,49:46 49:46,12,2006,-
,,+ - 53:57:38,15.0,15,Davitamon - Lotto,53:20 53:20,12,2006,-
,,+ - 53:57:38,16.0,16,Crédit Agricole,53:55 53:55,12,2006,-
,,+ - 53:57:38,17.0,17,Milram,1:23:27 1:23:27,12,2006,-
,,+ - 53:57:38,18.0,18,Française des Jeux,1:36:02 1:36:02,12,2006,-
,,+ - 53:57:38,19.0,19,Liquigas,2:08:02 2:08:02,12,2006,-
,,+ - 53:57:38,20.0,20,Quickstep - Innergetic,2:14:12 2:14:12,12,2006,-
,,+ - 59:50:34,5.0,1,CSC ProTeam,179:23:50 179:23:50,13,2006,▲4
,,+ - 59:50:34,9.0,2,Caisse d'Epargne - Illes Balears,15:53 15:53,13,2006,▲7
,,+ - 59:50:34,1.0,3,T-Mobile Team,22:05 22:05,13,2006,▼2
,,+ - 59:50:34,2.0,4,Gerolsteiner,22:51 22:51,13,2006,▼2
,,+ - 59:50:34,3.0,5,AG2R Prévoyance,27:05 27:05,13,2006,▼2
,,+ - 59:50:34,4.0,6,Rabobank ProTeam,27:26 27:26,13,2006,▼2
,,+ - 59:50:34,6.0,7,Saunier Duval - Prodir,38:08 38:08,13,2006,▼1
,,+ - 59:50:34,13.0,8,"Cofidis, le Crédit par Téléphone",41:42 41:42,13,2006,▲5
,,+ - 59:50:34,7.0,9,Lampre-Fondital,43:04 43:04,13,2006,▼2
,,+ - 59:50:34,8.0,10,Discovery Channel,44:45 44:45,13,2006,▼2
,,+ - 59:50:34,10.0,11,Phonak Hearing Systems,47:03 47:03,13,2006,▼1
,,+ - 59:50:34,11.0,12,Euskaltel - Euskadi,52:14 52:14,13,2006,▼1
,,+ - 59:50:34,12.0,13,Agritubel,1:02:44 1:02:44,13,2006,▼1
,,+ - 59:50:34,14.0,14,Bouygues Telecom,1:11:51 1:11:51,13,2006,-
,,+ - 59:50:34,15.0,15,Davitamon - Lotto,1:15:25 1:15:25,13,2006,-
,,+ - 59:50:34,16.0,16,Crédit Agricole,1:16:00 1:16:00,13,2006,-
,,+ - 59:50:34,17.0,17,Milram,1:21:59 1:21:59,13,2006,-
,,+ - 59:50:34,18.0,18,Française des Jeux,1:58:07 1:58:07,13,2006,-
,,+ - 59:50:34,19.0,19,Liquigas,2:00:50 2:00:50,13,2006,-
,,+ - 59:50:34,20.0,20,Quickstep - Innergetic,2:36:17 2:36:17,13,2006,-
,,+ - 64:05:04,1.0,1,CSC ProTeam,192:07:16 192:07:16,14,2006,-
,,+ - 64:05:04,2.0,2,Caisse d'Epargne - Illes Balears,15:57 15:57,14,2006,-
,,+ - 64:05:04,3.0,3,T-Mobile Team,22:09 22:09,14,2006,-
,,+ - 64:05:04,4.0,4,Gerolsteiner,22:55 22:55,14,2006,-
,,+ - 64:05:04,5.0,5,AG2R Prévoyance,27:43 27:43,14,2006,-
,,+ - 64:05:04,6.0,6,Rabobank ProTeam,31:12 31:12,14,2006,-
,,+ - 64:05:04,7.0,7,Saunier Duval - Prodir,40:43 40:43,14,2006,-
,,+ - 64:05:04,9.0,8,Lampre-Fondital,43:01 43:01,14,2006,▲1
,,+ - 64:05:04,8.0,9,"Cofidis, le Crédit par Téléphone",44:31 44:31,14,2006,▼1
,,+ - 64:05:04,10.0,10,Discovery Channel,44:49 44:49,14,2006,-
,,+ - 64:05:04,11.0,11,Phonak Hearing Systems,49:04 49:04,14,2006,-
,,+ - 64:05:04,12.0,12,Euskaltel - Euskadi,53:52 53:52,14,2006,-
,,+ - 64:05:04,13.0,13,Agritubel,1:03:10 1:03:10,14,2006,-
,,+ - 64:05:04,14.0,14,Bouygues Telecom,1:15:50 1:15:50,14,2006,-
,,+ - 64:05:04,16.0,15,Crédit Agricole,1:18:15 1:18:15,14,2006,▲1
,,+ - 64:05:04,15.0,16,Davitamon - Lotto,1:20:40 1:20:40,14,2006,▼1
,,+ - 64:05:04,17.0,17,Milram,1:40:08 1:40:08,14,2006,-
,,+ - 64:05:04,18.0,18,Française des Jeux,2:13:30 2:13:30,14,2006,-
,,+ - 64:05:04,19.0,19,Liquigas,2:17:42 2:17:42,14,2006,-
,,+ - 64:05:04,20.0,20,Quickstep - Innergetic,2:50:34 2:50:34,14,2006,-
,,+ - 69:00:15,1.0,1,CSC ProTeam,206:51:13 206:51:13,15,2006,-
,,+ - 69:00:15,2.0,2,Caisse d'Epargne - Illes Balears,20:29 20:29,15,2006,-
,,+ - 69:00:15,3.0,3,T-Mobile Team,20:45 20:45,15,2006,-
,,+ - 69:00:15,4.0,4,Gerolsteiner,28:25 28:25,15,2006,-
,,+ - 69:00:15,5.0,5,AG2R Prévoyance,30:51 30:51,15,2006,-
,,+ - 69:00:15,6.0,6,Rabobank ProTeam,33:34 33:34,15,2006,-
,,+ - 69:00:15,7.0,7,Saunier Duval - Prodir,42:06 42:06,15,2006,-
,,+ - 69:00:15,8.0,8,Lampre-Fondital,45:24 45:24,15,2006,-
,,+ - 69:00:15,9.0,9,"Cofidis, le Crédit par Téléphone",48:17 48:17,15,2006,-
,,+ - 69:00:15,11.0,10,Phonak Hearing Systems,51:35 51:35,15,2006,▲1
,,+ - 69:00:15,10.0,11,Discovery Channel,54:15 54:15,15,2006,▼1
,,+ - 69:00:15,12.0,12,Euskaltel - Euskadi,59:52 59:52,15,2006,-
,,+ - 69:00:15,13.0,13,Agritubel,1:15:20 1:15:20,15,2006,-
,,+ - 69:00:15,15.0,14,Crédit Agricole,1:33:27 1:33:27,15,2006,▲1
,,+ - 69:00:15,16.0,15,Davitamon - Lotto,",, 1:33:27",15,2006,▲1
,,+ - 69:00:15,14.0,16,Bouygues Telecom,1:47:39 1:47:39,15,2006,▼2
,,+ - 69:00:15,17.0,17,Milram,2:22:18 2:22:18,15,2006,-
,,+ - 69:00:15,18.0,18,Française des Jeux,2:39:05 2:39:05,15,2006,-
