Age,BIB,Pnt,Prev,Rider,Rnk,Team,\u25bc\u25b2,stage,year
26,198,10.0,,Teklehaimanot Daniel,1,MTN - Qhubeka,,1,2015
26,207,7.0,,Thurau Bjorn,2,Bora - Argon 18,,1,2015
24,153,3.0,,Guillemois Romain,3,Team Europcar,,1,2015
26,198,25.0,1.0,Teklehaimanot Daniel,1,MTN - Qhubeka,-,2,2015
31,156,11.0,,Quemeneur Perrig,2,Team Europcar,-,2,2015
26,172,8.0,,Courteille Arnaud,3,FDJ,-,2,2015
26,207,7.0,2.0,Thurau Bjorn,4,Bora - Argon 18,\u25bc2,2,2015
23,196,4.0,,Meintjes Louis,5,MTN - Qhubeka,-,2,2015
24,153,3.0,3.0,Guillemois Romain,6,Team Europcar,\u25bc3,2,2015
31,165,2.0,,Mat\xe9 Luis \xc1ngel,7,"Cofidis, Solutions Cr\xe9dits",-,2,2015
28,86,1.0,,Smukulis Gatis,8,Team Katusha,-,2,2015
33,146,1.0,,Pozzato Filippo,9,Lampre - Merida,-,2,2015
26,198,25.0,1.0,Teklehaimanot Daniel,1,MTN - Qhubeka,-,4,2015
31,156,11.0,2.0,Quemeneur Perrig,2,Team Europcar,-,4,2015
26,172,8.0,3.0,Courteille Arnaud,3,FDJ,-,4,2015
26,207,7.0,4.0,Thurau Bjorn,4,Bora - Argon 18,-,4,2015
23,196,4.0,5.0,Meintjes Louis,5,MTN - Qhubeka,-,4,2015
24,67,3.0,,Van der Sande Tosh,6,Lotto Soudal,-,4,2015
24,153,3.0,6.0,Guillemois Romain,7,Team Europcar,\u25bc1,4,2015
27,34,2.0,,Keizer Martijn,8,Team LottoNL-Jumbo,-,4,2015
31,165,2.0,7.0,Mat\xe9 Luis \xc1ngel,9,"Cofidis, Solutions Cr\xe9dits",\u25bc2,4,2015
33,146,1.0,8.0,Pozzato Filippo,10,Lampre - Merida,\u25bc2,4,2015
28,86,1.0,9.0,Smukulis Gatis,11,Team Katusha,\u25bc2,4,2015
26,198,33.0,1.0,Teklehaimanot Daniel,1,MTN - Qhubeka,-,5,2015
24,41,15.0,,Bardet Romain,2,AG2R La Mondiale,-,5,2015
26,172,14.0,3.0,Courteille Arnaud,3,FDJ,-,5,2015
31,156,11.0,2.0,Quemeneur Perrig,4,Team Europcar,\u25bc2,5,2015
24,12,8.0,,Boswell Ian,5,Team Sky,-,5,2015
26,207,7.0,4.0,Thurau Bjorn,6,Bora - Argon 18,\u25bc2,5,2015
30,11,6.0,,Froome Christopher,7,Team Sky,-,5,2015
27,15,6.0,,Poels Wout,8,Team Sky,-,5,2015
23,196,4.0,5.0,Meintjes Louis,9,MTN - Qhubeka,\u25bc4,5,2015
24,67,3.0,6.0,Van der Sande Tosh,10,Lotto Soudal,\u25bc4,5,2015
24,153,3.0,7.0,Guillemois Romain,11,Team Europcar,\u25bc4,5,2015
26,91,3.0,,van Garderen Tejay,12,BMC Racing Team,-,5,2015
27,34,2.0,8.0,Keizer Martijn,13,Team LottoNL-Jumbo,\u25bc5,5,2015
30,16,2.0,,Roche Nicolas,14,Team Sky,-,5,2015
31,165,2.0,9.0,Mat\xe9 Luis \xc1ngel,15,"Cofidis, Solutions Cr\xe9dits",\u25bc6,5,2015
29,187,2.0,,Timmer Albert,16,Team Giant - Alpecin,-,5,2015
29,76,1.0,,Intxausti Be\xf1at,17,Movistar Team,-,5,2015
30,21,1.0,,Nibali Vincenzo,18,Astana Pro Team,-,5,2015
27,157,1.0,,Sicard Romain,19,Team Europcar,-,5,2015
33,146,1.0,10.0,Pozzato Filippo,20,Lampre - Merida,\u25bc10,5,2015
28,86,1.0,11.0,Smukulis Gatis,21,Team Katusha,\u25bc10,5,2015
27,157,,,Sicard Romain,22,Team Europcar,-,5,2015
28,86,,11.0,Smukulis Gatis,23,Team Katusha,\u25bc12,5,2015
26,198,33.0,1.0,Teklehaimanot Daniel,1,MTN - Qhubeka,-,6,2015
30,21,17.0,18.0,Nibali Vincenzo,2,Astana Pro Team,\u25b216,6,2015
24,41,15.0,2.0,Bardet Romain,3,AG2R La Mondiale,\u25bc1,6,2015
26,172,14.0,3.0,Courteille Arnaud,4,FDJ,\u25bc1,6,2015
31,156,11.0,4.0,Quemeneur Perrig,5,Team Europcar,\u25bc1,6,2015
35,71,9.0,,Valverde Alejandro,6,Movistar Team,-,6,2015
28,141,8.0,,Costa Rui,7,Lampre - Merida,-,6,2015
24,12,8.0,5.0,Boswell Ian,8,Team Sky,\u25bc3,6,2015
26,207,7.0,6.0,Thurau Bjorn,9,Bora - Argon 18,\u25bc3,6,2015
30,11,6.0,7.0,Froome Christopher,10,Team Sky,\u25bc3,6,2015
27,15,6.0,8.0,Poels Wout,11,Team Sky,\u25bc3,6,2015
22,58,5.0,,Yates Simon,12,Orica GreenEDGE,-,6,2015
27,61,4.0,,Gallopin Tony,13,Lotto Soudal,-,6,2015
23,196,4.0,9.0,Meintjes Louis,14,MTN - Qhubeka,\u25bc5,6,2015
24,67,3.0,10.0,Van der Sande Tosh,15,Lotto Soudal,\u25bc5,6,2015
22,57,3.0,,Yates Adam,16,Orica GreenEDGE,-,6,2015
24,153,3.0,11.0,Guillemois Romain,17,Team Europcar,\u25bc6,6,2015
26,91,3.0,12.0,van Garderen Tejay,18,BMC Racing Team,\u25bc6,6,2015
24,68,2.0,,Wellens Tim,19,Lotto Soudal,-,6,2015
27,34,2.0,13.0,Keizer Martijn,20,Team LottoNL-Jumbo,\u25bc7,6,2015
