Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
36.0,91.0,2.0,,Rodríguez Joaquim,1.0,Team Katusha,3,2015,
25.0,45.0,1.0,,Majka Rafał,2.0,Tinkoff - Saxo,3,2015,
28.0,67.0,1.0,,Schär Michael,3.0,BMC Racing Team,3,2015,
30.0,31.0,1.0,,Froome Chris,4.0,Team Sky,3,2015,
36.0,91.0,2.0,1.0,Rodríguez Joaquim,1.0,Team Katusha,4,2015,-
28.0,67.0,1.0,3.0,Schär Michael,2.0,BMC Racing Team,4,2015,▲1
25.0,45.0,1.0,2.0,Majka Rafał,3.0,Tinkoff - Saxo,4,2015,▼1
28.0,73.0,1.0,,De Gendt Thomas,4.0,Lotto Soudal,4,2015,-
30.0,31.0,1.0,4.0,Froome Chris,5.0,Team Sky,4,2015,▼1
36.0,91.0,2.0,1.0,Rodríguez Joaquim,1.0,Team Katusha,5,2015,-
28.0,67.0,1.0,2.0,Schär Michael,2.0,BMC Racing Team,5,2015,-
25.0,45.0,1.0,3.0,Majka Rafał,3.0,Tinkoff - Saxo,5,2015,-
28.0,73.0,1.0,4.0,De Gendt Thomas,4.0,Lotto Soudal,5,2015,-
30.0,31.0,1.0,5.0,Froome Chris,5.0,Team Sky,5,2015,-
26.0,219.0,3.0,,Teklehaimanot Daniel,1.0,MTN - Qhubeka,6,2015,-
36.0,91.0,2.0,1.0,Rodríguez Joaquim,2.0,Team Katusha,6,2015,▼1
28.0,67.0,1.0,2.0,Schär Michael,3.0,BMC Racing Team,6,2015,▼1
25.0,45.0,1.0,3.0,Majka Rafał,4.0,Tinkoff - Saxo,6,2015,▼1
28.0,73.0,1.0,4.0,De Gendt Thomas,5.0,Lotto Soudal,6,2015,▼1
30.0,31.0,1.0,5.0,Froome Chris,6.0,Team Sky,6,2015,▼1
26.0,219.0,4.0,1.0,Teklehaimanot Daniel,1.0,MTN - Qhubeka,7,2015,-
36.0,91.0,2.0,2.0,Rodríguez Joaquim,2.0,Team Katusha,7,2015,-
28.0,67.0,1.0,3.0,Schär Michael,3.0,BMC Racing Team,7,2015,-
25.0,45.0,1.0,4.0,Majka Rafał,4.0,Tinkoff - Saxo,7,2015,-
28.0,73.0,1.0,5.0,De Gendt Thomas,5.0,Lotto Soudal,7,2015,-
30.0,31.0,1.0,6.0,Froome Chris,6.0,Team Sky,7,2015,-
26.0,219.0,4.0,1.0,Teklehaimanot Daniel,1.0,MTN - Qhubeka,8,2015,-
36.0,91.0,2.0,2.0,Rodríguez Joaquim,2.0,Team Katusha,8,2015,-
27.0,19.0,2.0,,Vuillermoz Alexis,3.0,AG2R La Mondiale,8,2015,-
28.0,67.0,1.0,3.0,Schär Michael,4.0,BMC Racing Team,8,2015,▼1
27.0,127.0,1.0,,Sicard Romain,5.0,Team Europcar,8,2015,-
25.0,45.0,1.0,4.0,Majka Rafał,6.0,Tinkoff - Saxo,8,2015,▼2
28.0,73.0,1.0,5.0,De Gendt Thomas,7.0,Lotto Soudal,8,2015,▼2
30.0,31.0,1.0,6.0,Froome Chris,8.0,Team Sky,8,2015,▼2
28.0,167.0,1.0,,Martin Dan,9.0,Team Cannondale - Garmin,8,2015,-
30.0,31.0,51.0,8.0,Froome Chris,1.0,Team Sky,10,2015,▲7
30.0,35.0,40.0,,Porte Richie,2.0,Team Sky,10,2015,-
25.0,51.0,32.0,,Quintana Nairo,3.0,Movistar Team,10,2015,-
29.0,131.0,28.0,,Gesink Robert,4.0,Team LottoNL-Jumbo,10,2015,-
35.0,59.0,24.0,,Valverde Alejandro,5.0,Movistar Team,10,2015,-
29.0,39.0,20.0,,Thomas Geraint,6.0,Team Sky,10,2015,-
22.0,108.0,16.0,,Yates Adam,7.0,Orica GreenEDGE,10,2015,-
28.0,121.0,12.0,,Rolland Pierre,8.0,Team Europcar,10,2015,-
27.0,71.0,8.0,,Gallopin Tony,9.0,Lotto Soudal,10,2015,-
26.0,219.0,4.0,1.0,Teklehaimanot Daniel,10.0,MTN - Qhubeka,10,2015,▼9
26.0,61.0,4.0,,van Garderen Tejay,11.0,BMC Racing Team,10,2015,-
25.0,179.0,3.0,,Vanbilsen Kenneth,12.0,"Cofidis, Solutions Crédits",10,2015,-
36.0,91.0,2.0,2.0,Rodríguez Joaquim,13.0,Team Katusha,10,2015,▼11
27.0,19.0,2.0,3.0,Vuillermoz Alexis,14.0,AG2R La Mondiale,10,2015,▼11
27.0,127.0,1.0,5.0,Sicard Romain,15.0,Team Europcar,10,2015,▼10
28.0,67.0,1.0,4.0,Schär Michael,16.0,BMC Racing Team,10,2015,▼12
25.0,45.0,1.0,6.0,Majka Rafał,17.0,Tinkoff - Saxo,10,2015,▼11
28.0,73.0,1.0,7.0,De Gendt Thomas,18.0,Lotto Soudal,10,2015,▼11
28.0,167.0,1.0,9.0,Martin Dan,19.0,Team Cannondale - Garmin,10,2015,▼10
30.0,31.0,57.0,1.0,Froome Chris,1.0,Team Sky,11,2015,-
30.0,35.0,40.0,2.0,Porte Richie,2.0,Team Sky,11,2015,-
25.0,45.0,32.0,17.0,Majka Rafał,3.0,Tinkoff - Saxo,11,2015,▲14
25.0,51.0,32.0,3.0,Quintana Nairo,4.0,Movistar Team,11,2015,▼1
29.0,131.0,28.0,4.0,Gesink Robert,5.0,Team LottoNL-Jumbo,11,2015,▼1
28.0,167.0,27.0,19.0,Martin Dan,6.0,Team Cannondale - Garmin,11,2015,▲13
31.0,218.0,26.0,,Pauwels Serge,7.0,MTN - Qhubeka,11,2015,-
35.0,59.0,24.0,5.0,Valverde Alejandro,8.0,Movistar Team,11,2015,▼3
36.0,129.0,23.0,,Voeckler Thomas,9.0,Team Europcar,11,2015,-
29.0,39.0,22.0,6.0,Thomas Geraint,10.0,Team Sky,11,2015,▼4
28.0,121.0,16.0,8.0,Rolland Pierre,11.0,Team Europcar,11,2015,▼3
22.0,108.0,16.0,7.0,Yates Adam,12.0,Orica GreenEDGE,11,2015,▼5
22.0,194.0,16.0,,Buchmann Emanuel,13.0,Bora - Argon 18,11,2015,-
29.0,177.0,12.0,,Simon Julien,14.0,"Cofidis, Solutions Crédits",11,2015,-
32.0,27.0,10.0,,Morabito Steve,15.0,FDJ,11,2015,-
27.0,71.0,8.0,9.0,Gallopin Tony,16.0,Lotto Soudal,11,2015,▼7
26.0,219.0,6.0,10.0,Teklehaimanot Daniel,17.0,MTN - Qhubeka,11,2015,▼7
26.0,61.0,4.0,11.0,van Garderen Tejay,18.0,BMC Racing Team,11,2015,▼7
25.0,179.0,3.0,12.0,Vanbilsen Kenneth,19.0,"Cofidis, Solutions Crédits",11,2015,▼7
36.0,91.0,2.0,13.0,Rodríguez Joaquim,20.0,Team Katusha,11,2015,▼7
27.0,19.0,2.0,14.0,Vuillermoz Alexis,21.0,AG2R La Mondiale,11,2015,▼7
27.0,127.0,1.0,15.0,Sicard Romain,22.0,Team Europcar,11,2015,▼7
28.0,67.0,1.0,16.0,Schär Michael,23.0,BMC Racing Team,11,2015,▼7
28.0,73.0,1.0,18.0,De Gendt Thomas,24.0,Lotto Soudal,11,2015,▼6
30.0,31.0,61.0,1.0,Froome Chris,1.0,Team Sky,12,2015,-
36.0,91.0,52.0,20.0,Rodríguez Joaquim,2.0,Team Katusha,12,2015,▲18
30.0,3.0,41.0,,Fuglsang Jakob,3.0,Astana Pro Team,12,2015,-
30.0,35.0,40.0,2.0,Porte Richie,4.0,Team Sky,12,2015,▼2
24.0,12.0,35.0,,Bardet Romain,5.0,AG2R La Mondiale,12,2015,-
25.0,45.0,32.0,3.0,Majka Rafał,6.0,Tinkoff - Saxo,12,2015,▼3
25.0,51.0,32.0,4.0,Quintana Nairo,7.0,Movistar Team,12,2015,▼3
35.0,59.0,32.0,8.0,Valverde Alejandro,8.0,Movistar Team,12,2015,-
29.0,131.0,28.0,5.0,Gesink Robert,9.0,Team LottoNL-Jumbo,12,2015,▼4
27.0,57.0,28.0,,Izagirre Gorka,10.0,Movistar Team,12,2015,-
23.0,217.0,28.0,,Meintjes Louis,11.0,MTN - Qhubeka,12,2015,-
28.0,167.0,27.0,6.0,Martin Dan,12.0,Team Cannondale - Garmin,12,2015,▼6
31.0,218.0,26.0,7.0,Pauwels Serge,13.0,MTN - Qhubeka,12,2015,▼6
29.0,14.0,24.0,,Cherel Mickaël,14.0,AG2R La Mondiale,12,2015,-
36.0,129.0,23.0,9.0,Voeckler Thomas,15.0,Team Europcar,12,2015,▼6
29.0,39.0,22.0,10.0,Thomas Geraint,16.0,Team Sky,12,2015,▼6
30.0,192.0,20.0,,Bárta Jan,17.0,Bora - Argon 18,12,2015,-
27.0,127.0,17.0,22.0,Sicard Romain,18.0,Team Europcar,12,2015,▲4
28.0,121.0,16.0,11.0,Rolland Pierre,19.0,Team Europcar,12,2015,▼8
22.0,108.0,16.0,12.0,Yates Adam,20.0,Orica GreenEDGE,12,2015,▼8
22.0,194.0,16.0,13.0,Buchmann Emanuel,21.0,Bora - Argon 18,12,2015,▼8
25.0,87.0,13.0,,Preidler Georg,22.0,Team Giant - Alpecin,12,2015,-
29.0,177.0,12.0,14.0,Simon Julien,23.0,"Cofidis, Solutions Crédits",12,2015,▼9
25.0,111.0,10.0,,Kwiatkowski Michał,24.0,Etixx - Quick Step,12,2015,-
27.0,154.0,10.0,,Đurasek Kristijan,25.0,Lampre - Merida,12,2015,-
32.0,27.0,10.0,15.0,Morabito Steve,26.0,FDJ,12,2015,▼11
27.0,71.0,8.0,16.0,Gallopin Tony,27.0,Lotto Soudal,12,2015,▼11
26.0,139.0,8.0,,Vanmarcke Sep,28.0,Team LottoNL-Jumbo,12,2015,-
26.0,219.0,6.0,17.0,Teklehaimanot Daniel,29.0,MTN - Qhubeka,12,2015,▼12
26.0,61.0,4.0,18.0,van Garderen Tejay,30.0,BMC Racing Team,12,2015,▼12
30.0,26.0,4.0,,Ladagnous Matthieu,31.0,FDJ,12,2015,-
25.0,179.0,3.0,19.0,Vanbilsen Kenneth,32.0,"Cofidis, Solutions Crédits",12,2015,▼13
32.0,28.0,3.0,,Roy Jérémy,33.0,FDJ,12,2015,-
27.0,19.0,2.0,21.0,Vuillermoz Alexis,34.0,AG2R La Mondiale,12,2015,▼13
36.0,183.0,2.0,,Chavanel Sylvain,35.0,IAM Cycling,12,2015,-
32.0,9.0,2.0,,Westra Lieuwe,36.0,Astana Pro Team,12,2015,-
28.0,67.0,1.0,23.0,Schär Michael,37.0,BMC Racing Team,12,2015,▼14
28.0,73.0,1.0,24.0,De Gendt Thomas,38.0,Lotto Soudal,12,2015,▼14
25.0,203.0,1.0,,Delaplace Anthony,39.0,Bretagne - Séché Environnement,12,2015,-
30.0,31.0,61.0,1.0,Froome Chris,1.0,Team Sky,13,2015,-
36.0,91.0,52.0,2.0,Rodríguez Joaquim,2.0,Team Katusha,13,2015,-
30.0,3.0,41.0,3.0,Fuglsang Jakob,3.0,Astana Pro Team,13,2015,-
30.0,35.0,40.0,4.0,Porte Richie,4.0,Team Sky,13,2015,-
24.0,12.0,35.0,5.0,Bardet Romain,5.0,AG2R La Mondiale,13,2015,-
25.0,45.0,32.0,6.0,Majka Rafał,6.0,Tinkoff - Saxo,13,2015,-
25.0,51.0,32.0,7.0,Quintana Nairo,7.0,Movistar Team,13,2015,-
35.0,59.0,32.0,8.0,Valverde Alejandro,8.0,Movistar Team,13,2015,-
29.0,131.0,28.0,9.0,Gesink Robert,9.0,Team LottoNL-Jumbo,13,2015,-
27.0,57.0,28.0,10.0,Izagirre Gorka,10.0,Movistar Team,13,2015,-
23.0,217.0,28.0,11.0,Meintjes Louis,11.0,MTN - Qhubeka,13,2015,-
28.0,167.0,27.0,12.0,Martin Dan,12.0,Team Cannondale - Garmin,13,2015,-
31.0,218.0,26.0,13.0,Pauwels Serge,13.0,MTN - Qhubeka,13,2015,-
29.0,14.0,24.0,14.0,Cherel Mickaël,14.0,AG2R La Mondiale,13,2015,-
36.0,129.0,23.0,15.0,Voeckler Thomas,15.0,Team Europcar,13,2015,-
29.0,39.0,22.0,16.0,Thomas Geraint,16.0,Team Sky,13,2015,-
30.0,192.0,20.0,17.0,Bárta Jan,17.0,Bora - Argon 18,13,2015,-
27.0,127.0,17.0,18.0,Sicard Romain,18.0,Team Europcar,13,2015,-
28.0,121.0,16.0,19.0,Rolland Pierre,19.0,Team Europcar,13,2015,-
22.0,108.0,16.0,20.0,Yates Adam,20.0,Orica GreenEDGE,13,2015,-
22.0,194.0,16.0,21.0,Buchmann Emanuel,21.0,Bora - Argon 18,13,2015,-
25.0,87.0,13.0,22.0,Preidler Georg,22.0,Team Giant - Alpecin,13,2015,-
29.0,177.0,12.0,23.0,Simon Julien,23.0,"Cofidis, Solutions Crédits",13,2015,-
27.0,154.0,10.0,25.0,Đurasek Kristijan,24.0,Lampre - Merida,13,2015,▲1
25.0,111.0,10.0,24.0,Kwiatkowski Michał,25.0,Etixx - Quick Step,13,2015,▼1
32.0,27.0,10.0,26.0,Morabito Steve,26.0,FDJ,13,2015,-
27.0,71.0,8.0,27.0,Gallopin Tony,27.0,Lotto Soudal,13,2015,-
26.0,139.0,8.0,28.0,Vanmarcke Sep,28.0,Team LottoNL-Jumbo,13,2015,-
26.0,219.0,6.0,29.0,Teklehaimanot Daniel,29.0,MTN - Qhubeka,13,2015,-
26.0,61.0,4.0,30.0,van Garderen Tejay,30.0,BMC Racing Team,13,2015,-
30.0,26.0,4.0,31.0,Ladagnous Matthieu,31.0,FDJ,13,2015,-
