Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,stage,year,▼▲
24,157,104,+4:54,21,Terpstra Niki,16,Milram,4:54 4:54,3,2008,▲5
24,125,105,+4:55,9,Gonzalo Eduardo,17,Agritubel,4:55 4:55,3,2008,▼8
24,73,107,+4:56,22,Bono Matteo,18,Lampre,4:56 4:56,3,2008,▲4
24,178,108,+5:03,11,Passeron Aurélien,19,Scott - American Beef,5:03 5:03,3,2008,▼8
23,164,126,+6:19,25,Gérard Arnaud,20,Française des Jeux,6:19 6:19,3,2008,▲5
22,163,136,+6:37,19,Di Grégorio Rémy,21,Française des Jeux,6:37 6:37,3,2008,▼2
25,42,138,+6:37,18,Burghardt Marcus,22,Team Columbia,",, 6:37",3,2008,▼4
23,158,142,+6:37,20,Velits Peter,23,Milram,",, 6:37",3,2008,▼3
25,116,152,+7:48,23,Krauß Sven,24,Gerolsteiner,7:48 7:48,3,2008,▼1
25,168,163,+9:07,24,Roy Jérémy,25,Française des Jeux,9:07 9:07,3,2008,▼1
23,57,167,+11:11,26,Froome Chris,26,Barloworld,11:11 11:11,3,2008,-
25,51,175,+14:59,27,Soler Juan Mauricio,27,Barloworld,14:59 14:59,3,2008,-
24,48,8,+0:47,5,Löfkvist Thomas,1,Team Columbia,14:05:28 14:05:28,4,2008,▲4
23,67,9,+0:58,6,Nibali Vincenzo,2,Liquigas,0:11 0:11,4,2008,▲4
25,189,15,+1:24,4,Monfort Maxime,3,"Cofidis, le Crédit par Téléphone",0:37 0:37,4,2008,▲1
23,16,18,+1:29,2,Schleck Andy,4,CSC ProTeam,0:42 0:42,4,2008,▼2
22,65,33,+2:29,8,Kreuziger Roman,5,Liquigas,1:42 1:42,4,2008,▲3
24,147,40,+3:07,3,Trofimov Yuri,6,Bouygues Telecom,2:20 2:20,4,2008,▼3
24,124,41,+3:07,1,Feillu Romain,7,Agritubel,",, 2:20",4,2008,▼6
24,171,59*,+4:08,7*,Riccò Riccardo,8*,Scott - American Beef,3:21 3:21,4,2008,-
21,52,68,+4:38,7,Augustyn John-Lee,8,Barloworld,3:51 3:51,4,2008,▼1
24,157,69,+4:40,16,Terpstra Niki,9,Milram,3:53 3:53,4,2008,▲7
24,197,73,+4:48,9,Maaskant Martijn,10,Team Garmin - Chipotle,4:01 4:01,4,2008,▼1
24,114,76,+5:02,11,Haussler Heinrich,11,Gerolsteiner,4:15 4:15,4,2008,-
24,39,82,+5:22,14,Sánchez Luis León,12,Caisse d'Epargne,4:35 4:35,4,2008,▲2
21,44,88,+5:32,10,Ciolek Gerald,13,Team Columbia,4:45 4:45,4,2008,▼3
23,43,97,+5:58,12,Cavendish Mark,14,Team Columbia,5:11 5:11,4,2008,▼2
24,178,103,+6:05,19,Passeron Aurélien,15,Scott - American Beef,5:18 5:18,4,2008,▲4
23,134,104,+6:16,13,Langeveld Sebastian,16,Rabobank ProTeam,5:29 5:29,4,2008,▼3
23,196,108,+6:26,15,Lowe Trent,17,Team Garmin - Chipotle,5:39 5:39,4,2008,▼2
24,125,114,+6:46,17,Gonzalo Eduardo,18,Agritubel,5:59 5:59,4,2008,▼1
23,158,129,+7:49,23,Velits Peter,19,Milram,7:02 7:02,4,2008,▲4
24,73,131,+7:59,18,Bono Matteo,20,Lampre,7:12 7:12,4,2008,▼2
23,164,134,+8:17,20,Gérard Arnaud,21,Française des Jeux,7:30 7:30,4,2008,▼1
22,163,138,+8:39,21,Di Grégorio Rémy,22,Française des Jeux,7:52 7:52,4,2008,▼1
25,42,148,+9:25,22,Burghardt Marcus,23,Team Columbia,8:38 8:38,4,2008,▼1
25,116,151,+9:44,24,Krauß Sven,24,Gerolsteiner,8:57 8:57,4,2008,-
25,168,161,+11:05,25,Roy Jérémy,25,Française des Jeux,10:18 10:18,4,2008,-
23,57,162,+11:08,26,Froome Chris,26,Barloworld,10:21 10:21,4,2008,-
25,51,175,+17:46,27,Soler Juan Mauricio,27,Barloworld,16:59 16:59,4,2008,-
24,48,8,+0:47,1,Löfkvist Thomas,1,Team Columbia,19:33:20 19:33:20,5,2008,-
23,67,9,+0:58,2,Nibali Vincenzo,2,Liquigas,0:11 0:11,5,2008,-
25,189,15,+1:24,3,Monfort Maxime,3,"Cofidis, le Crédit par Téléphone",0:37 0:37,5,2008,-
23,16,18,+1:29,4,Schleck Andy,4,CSC ProTeam,0:42 0:42,5,2008,-
22,65,33,+2:29,5,Kreuziger Roman,5,Liquigas,1:42 1:42,5,2008,-
24,147,40,+3:07,6,Trofimov Yuri,6,Bouygues Telecom,2:20 2:20,5,2008,-
24,124,41,+3:07,7,Feillu Romain,7,Agritubel,",, 2:20",5,2008,-
24,171,59*,+4:08,8*,Riccò Riccardo,8*,Scott - American Beef,3:21 3:21,5,2008,-
21,52,68,+4:38,8,Augustyn John-Lee,8,Barloworld,3:51 3:51,5,2008,-
24,157,69,+4:40,9,Terpstra Niki,9,Milram,3:53 3:53,5,2008,-
24,197,73,+4:48,10,Maaskant Martijn,10,Team Garmin - Chipotle,4:01 4:01,5,2008,-
24,39,81,+5:22,12,Sánchez Luis León,11,Caisse d'Epargne,4:35 4:35,5,2008,▲1
21,44,87,+5:32,13,Ciolek Gerald,12,Team Columbia,4:45 4:45,5,2008,▲1
23,43,96,+5:58,14,Cavendish Mark,13,Team Columbia,5:11 5:11,5,2008,▲1
23,134,101,+6:16,16,Langeveld Sebastian,14,Rabobank ProTeam,5:29 5:29,5,2008,▲2
23,196,105,+6:26,17,Lowe Trent,15,Team Garmin - Chipotle,5:39 5:39,5,2008,▲2
24,125,111,+6:46,18,Gonzalo Eduardo,16,Agritubel,5:59 5:59,5,2008,▲2
23,158,127,+7:49,19,Velits Peter,17,Milram,7:02 7:02,5,2008,▲2
24,73,129,+7:59,20,Bono Matteo,18,Lampre,7:12 7:12,5,2008,▲2
23,164,131,+8:17,21,Gérard Arnaud,19,Française des Jeux,7:30 7:30,5,2008,▲2
22,163,136,+8:39,22,Di Grégorio Rémy,20,Française des Jeux,7:52 7:52,5,2008,▲2
25,116,148,+9:44,24,Krauß Sven,21,Gerolsteiner,8:57 8:57,5,2008,▲3
25,42,152,+10:22,23,Burghardt Marcus,22,Team Columbia,9:35 9:35,5,2008,▲1
24,178,159,+11:00,15,Passeron Aurélien,23,Scott - American Beef,10:13 10:13,5,2008,▼8
25,168,160,+11:05,25,Roy Jérémy,24,Française des Jeux,10:18 10:18,5,2008,▲1
23,57,161,+11:08,26,Froome Chris,25,Barloworld,10:21 10:21,5,2008,▲1
24,114,165,+11:32,11,Haussler Heinrich,26,Gerolsteiner,10:45 10:45,5,2008,▼15
24,48,6,+0:54,1,Löfkvist Thomas,1,Team Columbia,24:31:35 24:31:35,6,2008,-
25,189,13,+1:40,3,Monfort Maxime,2,"Cofidis, le Crédit par Téléphone",0:46 0:46,6,2008,▲1
23,16,18,+1:58,4,Schleck Andy,3,CSC ProTeam,1:04 1:04,6,2008,▲1
22,65,23,+2:20,5,Kreuziger Roman,4,Liquigas,1:26 1:26,6,2008,▲1
23,67,28,+3:01,2,Nibali Vincenzo,5,Liquigas,2:07 2:07,6,2008,▼3
24,147,29,+3:14,6,Trofimov Yuri,6,Bouygues Telecom,2:20 2:20,6,2008,-
24,171,31*,+3:52,8*,Riccò Riccardo,7*,Scott - American Beef,2:58 2:58,6,2008,-
21,52,37,+4:54,8,Augustyn John-Lee,7,Barloworld,4:00 4:00,6,2008,▲1
24,125,50,+6:57,16,Gonzalo Eduardo,8,Agritubel,6:03 6:03,6,2008,▲8
22,163,71,+10:42,20,Di Grégorio Rémy,9,Française des Jeux,9:48 9:48,6,2008,▲11
24,39,87,+13:59,11,Sánchez Luis León,10,Caisse d'Epargne,13:05 13:05,6,2008,▲1
23,196,92,+14:40,15,Lowe Trent,11,Team Garmin - Chipotle,13:46 13:46,6,2008,▲4
23,57,96,+15:40,25,Froome Chris,12,Barloworld,14:46 14:46,6,2008,▲13
24,124,118,+20:37,7,Feillu Romain,13,Agritubel,19:43 19:43,6,2008,▼6
23,158,120,+20:47,17,Velits Peter,14,Milram,19:53 19:53,6,2008,▲3
24,157,130,+22:10,9,Terpstra Niki,15,Milram,21:16 21:16,6,2008,▼6
24,197,131,+22:18,10,Maaskant Martijn,16,Team Garmin - Chipotle,21:24 21:24,6,2008,▼6
21,44,135,+23:02,12,Ciolek Gerald,17,Team Columbia,22:08 22:08,6,2008,▼5
23,43,140,+23:28,13,Cavendish Mark,18,Team Columbia,22:34 22:34,6,2008,▼5
23,134,142,+23:46,14,Langeveld Sebastian,19,Rabobank ProTeam,22:52 22:52,6,2008,▼5
24,73,152,+25:29,18,Bono Matteo,20,Lampre,24:35 24:35,6,2008,▼2
23,164,153,+25:47,19,Gérard Arnaud,21,Française des Jeux,24:53 24:53,6,2008,▼2
25,116,162,+27:14,21,Krauß Sven,22,Gerolsteiner,26:20 26:20,6,2008,▼1
25,42,164,+27:52,22,Burghardt Marcus,23,Team Columbia,26:58 26:58,6,2008,▼1
25,168,167,+28:35,24,Roy Jérémy,24,Française des Jeux,27:41 27:41,6,2008,-
24,114,170,+29:02,26,Haussler Heinrich,25,Gerolsteiner,28:08 28:08,6,2008,▲1
24,48,10,+1:21,1,Löfkvist Thomas,1,Team Columbia,28:25:01 28:25:01,7,2008,-
23,16,14,+1:58,3,Schleck Andy,2,CSC ProTeam,0:37 0:37,7,2008,▲1
25,189,16,+2:07,2,Monfort Maxime,3,"Cofidis, le Crédit par Téléphone",0:46 0:46,7,2008,▼1
22,65,20,+2:20,4,Kreuziger Roman,4,Liquigas,0:59 0:59,7,2008,-
23,67,24,+3:01,5,Nibali Vincenzo,5,Liquigas,1:40 1:40,7,2008,-
24,147,27,+3:41,6,Trofimov Yuri,6,Bouygues Telecom,2:20 2:20,7,2008,-
24,171,28*,+3:52,7*,Riccò Riccardo,7*,Scott - American Beef,2:31 2:31,7,2008,-
24,125,40,+7:24,8,Gonzalo Eduardo,7,Agritubel,6:03 6:03,7,2008,▲1
24,39,58,+13:53,10,Sánchez Luis León,8,Caisse d'Epargne,12:32 12:32,7,2008,▲2
23,196,87,+25:31,11,Lowe Trent,9,Team Garmin - Chipotle,24:10 24:10,7,2008,▲2
21,52,88,+26:41,7,Augustyn John-Lee,10,Barloworld,25:20 25:20,7,2008,▼3
23,158,102,+31:38,14,Velits Peter,11,Milram,30:17 30:17,7,2008,▲3
22,163,105,+32:29,9,Di Grégorio Rémy,12,Française des Jeux,31:08 31:08,7,2008,▼3
21,44,110,+33:53,17,Ciolek Gerald,13,Team Columbia,32:32 32:32,7,2008,▲4
24,73,119,+36:20,20,Bono Matteo,14,Lampre,34:59 34:59,7,2008,▲6
23,57,124,+37:27,12,Froome Chris,15,Barloworld,36:06 36:06,7,2008,▼3
24,124,135,+42:24,13,Feillu Romain,16,Agritubel,41:03 41:03,7,2008,▼3
25,42,137,+42:48,23,Burghardt Marcus,17,Team Columbia,41:27 41:27,7,2008,▲6
24,157,142,+43:57,15,Terpstra Niki,18,Milram,42:36 42:36,7,2008,▼3
24,197,143,+44:05,16,Maaskant Martijn,19,Team Garmin - Chipotle,42:44 42:44,7,2008,▼3
23,43,147,+45:15,18,Cavendish Mark,20,Team Columbia,43:54 43:54,7,2008,▼2
23,134,149,+45:33,19,Langeveld Sebastian,21,Rabobank ProTeam,44:12 44:12,7,2008,▼2
23,164,157,+47:34,21,Gérard Arnaud,22,Française des Jeux,46:13 46:13,7,2008,▼1
25,116,162,+49:01,22,Krauß Sven,23,Gerolsteiner,47:40 47:40,7,2008,▼1
25,168,165,+50:22,24,Roy Jérémy,24,Française des Jeux,49:01 49:01,7,2008,-
24,114,166,+50:49,25,Haussler Heinrich,25,Gerolsteiner,49:28 49:28,7,2008,-
24,48,10,+1:21,1,Löfkvist Thomas,1,Team Columbia,32:27:55 32:27:55,8,2008,-
23,16,14,+1:58,2,Schleck Andy,2,CSC ProTeam,0:37 0:37,8,2008,-
25,189,16,+2:07,3,Monfort Maxime,3,"Cofidis, le Crédit par Téléphone",0:46 0:46,8,2008,-
22,65,20,+2:20,4,Kreuziger Roman,4,Liquigas,0:59 0:59,8,2008,-
23,67,24,+3:01,5,Nibali Vincenzo,5,Liquigas,1:40 1:40,8,2008,-
24,147,26,+3:41,6,Trofimov Yuri,6,Bouygues Telecom,2:20 2:20,8,2008,-
24,171,27*,+3:52,7*,Riccò Riccardo,7*,Scott - American Beef,2:31 2:31,8,2008,-
24,125,39,+7:24,7,Gonzalo Eduardo,7,Agritubel,6:03 6:03,8,2008,-
24,39,57,+13:53,8,Sánchez Luis León,8,Caisse d'Epargne,12:32 12:32,8,2008,-
21,52,86,+26:41,10,Augustyn John-Lee,9,Barloworld,25:20 25:20,8,2008,▲1
23,196,96,+30:13,9,Lowe Trent,10,Team Garmin - Chipotle,28:52 28:52,8,2008,▼1
23,158,100,+31:38,11,Velits Peter,11,Milram,30:17 30:17,8,2008,-
22,163,101,+32:29,12,Di Grégorio Rémy,12,Française des Jeux,31:08 31:08,8,2008,-
21,44,106,+33:53,13,Ciolek Gerald,13,Team Columbia,32:32 32:32,8,2008,-
24,73,115,+36:20,14,Bono Matteo,14,Lampre,34:59 34:59,8,2008,-
23,57,121,+37:27,15,Froome Chris,15,Barloworld,36:06 36:06,8,2008,-
24,124,132,+42:24,16,Feillu Romain,16,Agritubel,41:03 41:03,8,2008,-
24,197,136,+44:05,19,Maaskant Martijn,17,Team Garmin - Chipotle,42:44 42:44,8,2008,▲2
25,42,137,+44:07,17,Burghardt Marcus,18,Team Columbia,42:46 42:46,8,2008,▼1
24,157,138,+44:27,18,Terpstra Niki,19,Milram,43:06 43:06,8,2008,▼1
23,43,142,+45:15,20,Cavendish Mark,20,Team Columbia,43:54 43:54,8,2008,-
23,134,144,+45:33,21,Langeveld Sebastian,21,Rabobank ProTeam,44:12 44:12,8,2008,-
25,116,160,+49:01,23,Krauß Sven,22,Gerolsteiner,47:40 47:40,8,2008,▲1
23,164,161,+50:01,22,Gérard Arnaud,23,Française des Jeux,48:40 48:40,8,2008,▼1
24,114,163,+50:49,25,Haussler Heinrich,24,Gerolsteiner,49:28 49:28,8,2008,▲1
25,168,166,+55:04,24,Roy Jérémy,25,Française des Jeux,53:43 53:43,8,2008,▼1
23,16,12,+1:58,2,Schleck Andy,1,CSC ProTeam,38:09:17 38:09:17,9,2008,▲1
25,189,14,+2:07,3,Monfort Maxime,2,"Cofidis, le Crédit par Téléphone",0:09 0:09,9,2008,▲1
22,65,18,+2:20,4,Kreuziger Roman,3,Liquigas,0:22 0:22,9,2008,▲1
24,171,21*,+2:35,7*,Riccò Riccardo,4*,Scott - American Beef,0:37 0:37,9,2008,-
23,67,23,+3:01,5,Nibali Vincenzo,4,Liquigas,1:03 1:03,9,2008,▲1
24,48,29,+6:31,1,Löfkvist Thomas,5,Team Columbia,4:33 4:33,9,2008,▼4
24,125,33,+7:24,7,Gonzalo Eduardo,6,Agritubel,5:26 5:26,9,2008,▲1
24,39,47,+14:33,8,Sánchez Luis León,7,Caisse d'Epargne,12:35 12:35,9,2008,▲1
24,147,67,+30:35,6,Trofimov Yuri,8,Bouygues Telecom,28:37 28:37,9,2008,▼2
23,196,68,+30:53,10,Lowe Trent,9,Team Garmin - Chipotle,28:55 28:55,9,2008,▲1
23,158,72,+32:18,11,Velits Peter,10,Milram,30:20 30:20,9,2008,▲1
22,163,73,+32:29,12,Di Grégorio Rémy,11,Française des Jeux,30:31 30:31,9,2008,▲1
23,57,83,+38:07,15,Froome Chris,12,Barloworld,36:09 36:09,9,2008,▲3
21,52,89,+42:21,9,Augustyn John-Lee,13,Barloworld,40:23 40:23,9,2008,▼4
21,44,107,+51:31,13,Ciolek Gerald,14,Team Columbia,49:33 49:33,9,2008,▼1
24,157,128,+1:02:05,19,Terpstra Niki,15,Milram,1:00:07 1:00:07,9,2008,▲4
24,73,133,+1:03:14,14,Bono Matteo,16,Lampre,1:01:16 1:01:16,9,2008,▼2
25,116,142,+1:06:39,22,Krauß Sven,17,Gerolsteiner,1:04:41 1:04:41,9,2008,▲5
24,114,144,+1:08:27,24,Haussler Heinrich,18,Gerolsteiner,1:06:29 1:06:29,9,2008,▲6
24,124,145,+1:09:18,16,Feillu Romain,19,Agritubel,1:07:20 1:07:20,9,2008,▼3
24,197,148,+1:10:59,17,Maaskant Martijn,20,Team Garmin - Chipotle,1:09:01 1:09:01,9,2008,▼3
25,42,149,+1:11:01,18,Burghardt Marcus,21,Team Columbia,1:09:03 1:09:03,9,2008,▼3
23,43,150,+1:12:09,20,Cavendish Mark,22,Team Columbia,1:10:11 1:10:11,9,2008,▼2
23,134,152,+1:12:27,21,Langeveld Sebastian,23,Rabobank ProTeam,1:10:29 1:10:29,9,2008,▼2
23,164,163,+1:16:55,23,Gérard Arnaud,24,Française des Jeux,1:14:57 1:14:57,9,2008,▼1
25,168,166,+1:21:58,25,Roy Jérémy,25,Française des Jeux,1:20:00 1:20:00,9,2008,-
24,171,9*,+2:29,4*,Riccò Riccardo,1*,Scott - American Beef,42:31:38 42:31:38,10,2008,-
23,67,11,+4:18,4,Nibali Vincenzo,1,Liquigas,42:33:27 42:33:27,10,2008,▲3
25,189,19,+6:47,2,Monfort Maxime,2,"Cofidis, le Crédit par Téléphone",2:29 2:29,10,2008,-
22,65,20,+7:00,3,Kreuziger Roman,3,Liquigas,2:42 2:42,10,2008,-
23,16,21,+8:34,1,Schleck Andy,4,CSC ProTeam,4:16 4:16,10,2008,▼3
24,125,32,+18:15,6,Gonzalo Eduardo,5,Agritubel,13:57 13:57,10,2008,▲1
24,48,39,+28:36,5,Löfkvist Thomas,6,Team Columbia,24:18 24:18,10,2008,▼1
24,39,52,+36:48,7,Sánchez Luis León,7,Caisse d'Epargne,32:30 32:30,10,2008,-
22,163,55,+39:15,11,Di Grégorio Rémy,8,Française des Jeux,34:57 34:57,10,2008,▲3
23,196,69,+51:06,9,Lowe Trent,9,Team Garmin - Chipotle,46:48 46:48,10,2008,-
21,52,75,+56:18,13,Augustyn John-Lee,10,Barloworld,52:00 52:00,10,2008,▲3
23,158,82,+1:03:09,10,Velits Peter,11,Milram,58:51 58:51,10,2008,▼1
23,57,90,+1:08:58,12,Froome Chris,12,Barloworld,1:04:40 1:04:40,10,2008,-
21,44,113,+1:22:22,14,Ciolek Gerald,13,Team Columbia,1:18:04 1:18:04,10,2008,▲1
24,73,116,+1:25:19,16,Bono Matteo,14,Lampre,1:21:01 1:21:01,10,2008,▲2
25,168,126,+1:28:44,25,Roy Jérémy,15,Française des Jeux,1:24:26 1:24:26,10,2008,▲10
25,116,127,+1:28:44,17,Krauß Sven,16,Gerolsteiner,",, 1:24:26",10,2008,▲1
24,157,131,+1:32:56,15,Terpstra Niki,17,Milram,1:28:38 1:28:38,10,2008,▼2
24,114,146,+1:39:18,18,Haussler Heinrich,18,Gerolsteiner,1:35:00 1:35:00,10,2008,-
24,124,147,+1:40:09,19,Feillu Romain,19,Agritubel,1:35:51 1:35:51,10,2008,-
24,197,150,+1:41:50,20,Maaskant Martijn,20,Team Garmin - Chipotle,1:37:32 1:37:32,10,2008,-
25,42,151,+1:41:52,21,Burghardt Marcus,21,Team Columbia,1:37:34 1:37:34,10,2008,-
23,134,153,+1:43:18,23,Langeveld Sebastian,22,Rabobank ProTeam,1:39:00 1:39:00,10,2008,▲1
23,43,157,+1:44:41,22,Cavendish Mark,23,Team Columbia,1:40:23 1:40:23,10,2008,▼1
23,164,161,+1:47:46,24,Gérard Arnaud,24,Française des Jeux,1:43:28 1:43:28,10,2008,-
24,171,9*,+2:29,1*,Riccò Riccardo,1*,Scott - American Beef,46:44:42 46:44:42,11,2008,-
23,67,11,+4:18,1,Nibali Vincenzo,1,Liquigas,46:46:31 46:46:31,11,2008,-
25,189,19,+6:47,2,Monfort Maxime,2,"Cofidis, le Crédit par Téléphone",2:29 2:29,11,2008,-
22,65,20,+7:00,3,Kreuziger Roman,3,Liquigas,2:42 2:42,11,2008,-
23,16,21,+8:34,4,Schleck Andy,4,CSC ProTeam,4:16 4:16,11,2008,-
24,125,34,+18:15,5,Gonzalo Eduardo,5,Agritubel,13:57 13:57,11,2008,-
24,48,42,+28:36,6,Löfkvist Thomas,6,Team Columbia,24:18 24:18,11,2008,-
24,39,52,+36:48,7,Sánchez Luis León,7,Caisse d'Epargne,32:30 32:30,11,2008,-
22,163,55,+39:15,8,Di Grégorio Rémy,8,Française des Jeux,34:57 34:57,11,2008,-
23,196,67,+51:06,9,Lowe Trent,9,Team Garmin - Chipotle,46:48 46:48,11,2008,-
21,52,74,+56:18,10,Augustyn John-Lee,10,Barloworld,52:00 52:00,11,2008,-
23,158,89,+1:10:32,11,Velits Peter,11,Milram,1:06:14 1:06:14,11,2008,-
23,57,101,+1:16:21,12,Froome Chris,12,Barloworld,1:12:03 1:12:03,11,2008,-
21,44,114,+1:29:45,13,Ciolek Gerald,13,Team Columbia,1:25:27 1:25:27,11,2008,-
24,73,118,+1:32:42,14,Bono Matteo,14,Lampre,1:28:24 1:28:24,11,2008,-
25,168,127,+1:36:07,15,Roy Jérémy,15,Française des Jeux,1:31:49 1:31:49,11,2008,-
25,116,128,+1:36:07,16,Krauß Sven,16,Gerolsteiner,",, 1:31:49",11,2008,-
24,157,132,+1:40:19,17,Terpstra Niki,17,Milram,1:36:01 1:36:01,11,2008,-
24,114,143,+1:46:41,18,Haussler Heinrich,18,Gerolsteiner,1:42:23 1:42:23,11,2008,-
24,124,144,+1:47:32,19,Feillu Romain,19,Agritubel,1:43:14 1:43:14,11,2008,-
23,164,145,+1:47:46,24,Gérard Arnaud,20,Française des Jeux,1:43:28 1:43:28,11,2008,▲4
24,197,148,+1:49:13,20,Maaskant Martijn,21,Team Garmin - Chipotle,1:44:55 1:44:55,11,2008,▼1
25,42,149,+1:49:15,21,Burghardt Marcus,22,Team Columbia,1:44:57 1:44:57,11,2008,▼1
23,134,151,+1:50:41,22,Langeveld Sebastian,23,Rabobank ProTeam,1:46:23 1:46:23,11,2008,▼1
23,43,155,+1:52:04,23,Cavendish Mark,24,Team Columbia,1:47:46 1:47:46,11,2008,▼1
23,67,10,+4:18,1,Nibali Vincenzo,1,Liquigas,50:27:23 50:27:23,12,2008,-
22,65,18,+7:00,3,Kreuziger Roman,2,Liquigas,2:42 2:42,12,2008,▲1
25,189,19,+7:07,2,Monfort Maxime,3,"Cofidis, le Crédit par Téléphone",2:49 2:49,12,2008,▼1
23,16,20,+8:34,4,Schleck Andy,4,CSC ProTeam,4:16 4:16,12,2008,-
24,125,32,+18:15,5,Gonzalo Eduardo,5,Agritubel,13:57 13:57,12,2008,-
24,48,40,+29:53,6,Löfkvist Thomas,6,Team Columbia,25:35 25:35,12,2008,-
24,39,50,+36:48,7,Sánchez Luis León,7,Caisse d'Epargne,32:30 32:30,12,2008,-
22,163,53,+39:15,8,Di Grégorio Rémy,8,Française des Jeux,34:57 34:57,12,2008,-
23,196,63,+51:06,9,Lowe Trent,9,Team Garmin - Chipotle,46:48 46:48,12,2008,-
21,52,69,+56:18,10,Augustyn John-Lee,10,Barloworld,52:00 52:00,12,2008,-
23,158,83,+1:10:32,11,Velits Peter,11,Milram,1:06:14 1:06:14,12,2008,-
23,57,95,+1:16:21,12,Froome Chris,12,Barloworld,1:12:03 1:12:03,12,2008,-
21,44,108,+1:29:45,13,Ciolek Gerald,13,Team Columbia,1:25:27 1:25:27,12,2008,-
24,73,112,+1:32:42,14,Bono Matteo,14,Lampre,1:28:24 1:28:24,12,2008,-
25,168,120,+1:36:07,15,Roy Jérémy,15,Française des Jeux,1:31:49 1:31:49,12,2008,-
25,116,121,+1:36:07,16,Krauß Sven,16,Gerolsteiner,",, 1:31:49",12,2008,-
24,157,125,+1:40:19,17,Terpstra Niki,17,Milram,1:36:01 1:36:01,12,2008,-
24,114,136,+1:46:41,18,Haussler Heinrich,18,Gerolsteiner,1:42:23 1:42:23,12,2008,-
24,124,137,+1:47:32,19,Feillu Romain,19,Agritubel,1:43:14 1:43:14,12,2008,-
24,197,140,+1:49:13,21,Maaskant Martijn,20,Team Garmin - Chipotle,1:44:55 1:44:55,12,2008,▲1
23,164,142,+1:50:26,20,Gérard Arnaud,21,Française des Jeux,1:46:08 1:46:08,12,2008,▼1
25,42,143,+1:50:28,22,Burghardt Marcus,22,Team Columbia,1:46:10 1:46:10,12,2008,-
23,134,144,+1:50:41,23,Langeveld Sebastian,23,Rabobank ProTeam,1:46:23 1:46:23,12,2008,-
23,43,147,+1:52:04,24,Cavendish Mark,24,Team Columbia,1:47:46 1:47:46,12,2008,-
23,67,10,+4:18,1,Nibali Vincenzo,1,Liquigas,54:53:05 54:53:05,13,2008,-
25,189,18,+7:07,3,Monfort Maxime,2,"Cofidis, le Crédit par Téléphone",2:49 2:49,13,2008,▲1
22,65,19,+7:11,2,Kreuziger Roman,3,Liquigas,2:53 2:53,13,2008,▼1
23,16,20,+8:45,4,Schleck Andy,4,CSC ProTeam,4:27 4:27,13,2008,-
24,125,32,+18:15,5,Gonzalo Eduardo,5,Agritubel,13:57 13:57,13,2008,-
24,48,40,+29:51,6,Löfkvist Thomas,6,Team Columbia,25:33 25:33,13,2008,-
24,39,50,+37:03,7,Sánchez Luis León,7,Caisse d'Epargne,32:45 32:45,13,2008,-
22,163,53,+39:30,8,Di Grégorio Rémy,8,Française des Jeux,35:12 35:12,13,2008,-
23,196,65,+53:46,9,Lowe Trent,9,Team Garmin - Chipotle,49:28 49:28,13,2008,-
21,52,69,+56:33,10,Augustyn John-Lee,10,Barloworld,52:15 52:15,13,2008,-
23,158,83,+1:10:47,11,Velits Peter,11,Milram,1:06:29 1:06:29,13,2008,-
23,57,95,+1:16:21,12,Froome Chris,12,Barloworld,1:12:03 1:12:03,13,2008,-
21,44,107,+1:29:45,13,Ciolek Gerald,13,Team Columbia,1:25:27 1:25:27,13,2008,-
24,73,112,+1:32:42,14,Bono Matteo,14,Lampre,1:28:24 1:28:24,13,2008,-
25,168,128,+1:43:24,15,Roy Jérémy,15,Française des Jeux,1:39:06 1:39:06,13,2008,-
24,157,130,+1:43:53,17,Terpstra Niki,16,Milram,1:39:35 1:39:35,13,2008,▲1
24,114,134,+1:46:41,18,Haussler Heinrich,17,Gerolsteiner,1:42:23 1:42:23,13,2008,▲1
24,124,136,+1:47:32,19,Feillu Romain,18,Agritubel,1:43:14 1:43:14,13,2008,▲1
24,197,139,+1:49:13,20,Maaskant Martijn,19,Team Garmin - Chipotle,1:44:55 1:44:55,13,2008,▲1
