Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
42,168.0,4,,Voigt Jens,1,Trek Factory Racing,1,2014,
25,218.0,1,,Jarrier Benoît,2,Bretagne - Séché Environnement,1,2014,
34,132.0,1,,Bak Lars Ytting,3,Lotto Belisol,1,2014,
26,172.0,1,,Edet Nicolas,4,"Cofidis, Solutions Crédits",1,2014,
31,174.0,6,,Lemoine Cyril,1,"Cofidis, Solutions Crédits",2,2014,-
27,86.0,5,,Kadri Blel,2,AG2R La Mondiale,2,2014,-
42,168.0,4,1.0,Voigt Jens,3,Trek Factory Racing,2,2014,▼2
26,172.0,4,4.0,Edet Nicolas,4,"Cofidis, Solutions Crédits",2,2014,-
27,151.0,2,,Rolland Pierre,5,Team Europcar,2,2014,-
25,98.0,2,,Slagter Tom-Jelte,6,Garmin Sharp,2,2014,-
30,157.0,2,,Quéméneur Perrig,7,Team Europcar,2,2014,-
25,203.0,2,,de la Cruz David,8,Team NetApp – Endura,2,2014,-
35,159.0,2,,Voeckler Thomas,9,Team Europcar,2,2014,-
29,1.0,1,,Froome Chris,10,Team Sky,2,2014,-
25,218.0,1,2.0,Jarrier Benoît,11,Bretagne - Séché Environnement,2,2014,▼9
30,43.0,1,,Grivko Andrey,12,Astana Pro Team,2,2014,-
37,81.0,1,,Peraud Jean-Christophe,13,AG2R La Mondiale,2,2014,-
25,91.0,1,,Talansky Andrew,14,Garmin Sharp,2,2014,-
34,132.0,1,3.0,Bak Lars Ytting,15,Lotto Belisol,2,2014,▼12
29,75.0,1,,Martin Tony,16,Omega Pharma - Quick-Step,2,2014,-
31,174.0,6,1.0,Lemoine Cyril,1,"Cofidis, Solutions Crédits",3,2014,-
27,86.0,5,2.0,Kadri Blel,2,AG2R La Mondiale,3,2014,-
42,168.0,4,3.0,Voigt Jens,3,Trek Factory Racing,3,2014,-
26,172.0,4,4.0,Edet Nicolas,4,"Cofidis, Solutions Crédits",3,2014,-
30,157.0,2,7.0,Quéméneur Perrig,5,Team Europcar,3,2014,▲2
25,98.0,2,6.0,Slagter Tom-Jelte,6,Garmin Sharp,3,2014,-
27,151.0,2,5.0,Rolland Pierre,7,Team Europcar,3,2014,▼2
35,159.0,2,9.0,Voeckler Thomas,8,Team Europcar,3,2014,▲1
25,203.0,2,8.0,de la Cruz David,9,Team NetApp – Endura,3,2014,▼1
29,1.0,1,10.0,Froome Chris,10,Team Sky,3,2014,-
30,43.0,1,12.0,Grivko Andrey,11,Astana Pro Team,3,2014,▲1
25,218.0,1,11.0,Jarrier Benoît,12,Bretagne - Séché Environnement,3,2014,▼1
29,75.0,1,16.0,Martin Tony,13,Omega Pharma - Quick-Step,3,2014,▲3
25,91.0,1,14.0,Talansky Andrew,14,Garmin Sharp,3,2014,-
37,81.0,1,13.0,Peraud Jean-Christophe,15,AG2R La Mondiale,3,2014,▼2
34,132.0,1,15.0,Bak Lars Ytting,16,Lotto Belisol,3,2014,▼1
31,174.0,6,1.0,Lemoine Cyril,1,"Cofidis, Solutions Crédits",4,2014,-
27,86.0,5,2.0,Kadri Blel,2,AG2R La Mondiale,4,2014,-
42,168.0,4,3.0,Voigt Jens,3,Trek Factory Racing,4,2014,-
26,172.0,4,4.0,Edet Nicolas,4,"Cofidis, Solutions Crédits",4,2014,-
35,159.0,3,8.0,Voeckler Thomas,5,Team Europcar,4,2014,▲3
27,151.0,2,7.0,Rolland Pierre,6,Team Europcar,4,2014,▲1
25,98.0,2,6.0,Slagter Tom-Jelte,7,Garmin Sharp,4,2014,▼1
30,157.0,2,5.0,Quéméneur Perrig,8,Team Europcar,4,2014,▼3
25,203.0,2,9.0,de la Cruz David,9,Team NetApp – Endura,4,2014,-
29,1.0,1,10.0,Froome Chris,10,Team Sky,4,2014,-
30,43.0,1,11.0,Grivko Andrey,11,Astana Pro Team,4,2014,-
30,175.0,1,,Maté Luis Ángel,12,"Cofidis, Solutions Crédits",4,2014,-
25,218.0,1,12.0,Jarrier Benoît,13,Bretagne - Séché Environnement,4,2014,▼1
37,81.0,1,15.0,Peraud Jean-Christophe,14,AG2R La Mondiale,4,2014,▲1
25,91.0,1,14.0,Talansky Andrew,15,Garmin Sharp,4,2014,▼1
29,75.0,1,13.0,Martin Tony,16,Omega Pharma - Quick-Step,4,2014,▼3
34,132.0,1,16.0,Bak Lars Ytting,17,Lotto Belisol,4,2014,▼1
31,174.0,6,1.0,Lemoine Cyril,1,"Cofidis, Solutions Crédits",5,2014,-
27,86.0,5,2.0,Kadri Blel,2,AG2R La Mondiale,5,2014,-
42,168.0,4,3.0,Voigt Jens,3,Trek Factory Racing,5,2014,-
26,172.0,4,4.0,Edet Nicolas,4,"Cofidis, Solutions Crédits",5,2014,-
35,159.0,3,5.0,Voeckler Thomas,5,Team Europcar,5,2014,-
27,151.0,2,6.0,Rolland Pierre,6,Team Europcar,5,2014,-
30,157.0,2,8.0,Quéméneur Perrig,7,Team Europcar,5,2014,▲1
25,98.0,2,7.0,Slagter Tom-Jelte,8,Garmin Sharp,5,2014,▼1
25,203.0,2,9.0,de la Cruz David,9,Team NetApp – Endura,5,2014,-
30,43.0,1,11.0,Grivko Andrey,10,Astana Pro Team,5,2014,▲1
25,218.0,1,13.0,Jarrier Benoît,11,Bretagne - Séché Environnement,5,2014,▲2
30,175.0,1,12.0,Maté Luis Ángel,12,"Cofidis, Solutions Crédits",5,2014,-
25,91.0,1,15.0,Talansky Andrew,13,Garmin Sharp,5,2014,▲2
37,81.0,1,14.0,Peraud Jean-Christophe,14,AG2R La Mondiale,5,2014,-
29,75.0,1,16.0,Martin Tony,15,Omega Pharma - Quick-Step,5,2014,▲1
