Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
24.0,115.0,1.0,,Lobato Juan José,1.0,Euskaltel - Euskadi,1,2013,
26.0,51.0,5.0,,Rolland Pierre,1.0,Team Europcar,2,2013,-
26.0,87.0,5.0,,Kadri Blel,2.0,AG2R La Mondiale,2,2013,-
25.0,54.0,2.0,,Gautier Cyril,3.0,Team Europcar,2,2013,-
27.0,161.0,2.0,,Boom Lars,4.0,Belkin-Pro Cycling Team,2,2013,-
27.0,211.0,2.0,,Feillu Brice,5.0,Sojasun,2,2013,-
24.0,115.0,1.0,1.0,Lobato Juan José,6.0,Euskaltel - Euskadi,2,2013,▼5
28.0,1.0,1.0,,Froome Chris,7.0,Sky Procycling,2,2013,-
32.0,4.0,1.0,,Kiryienka Vasil,8.0,Sky Procycling,2,2013,-
25.0,58.0,1.0,,Veilleux David,9.0,Team Europcar,2,2013,-
31.0,118.0,1.0,,Pérez Rubén,10.0,Euskaltel - Euskadi,2,2013,-
26.0,51.0,10.0,1.0,Rolland Pierre,1.0,Team Europcar,3,2013,-
26.0,183.0,5.0,,Clarke Simon,2.0,Orica GreenEDGE,3,2013,-
26.0,87.0,5.0,2.0,Kadri Blel,3.0,AG2R La Mondiale,3,2013,▼1
29.0,116.0,3.0,,Nieve Mikel,4.0,Euskaltel - Euskadi,3,2013,-
27.0,161.0,2.0,4.0,Boom Lars,5.0,Belkin-Pro Cycling Team,3,2013,▼1
25.0,54.0,2.0,3.0,Gautier Cyril,6.0,Team Europcar,3,2013,▼3
29.0,165.0,2.0,,Nordhaug Lars Petter,7.0,Belkin-Pro Cycling Team,3,2013,-
27.0,211.0,2.0,5.0,Feillu Brice,8.0,Sojasun,3,2013,▼3
25.0,219.0,2.0,,Vuillermoz Alexis,9.0,Sojasun,3,2013,-
24.0,115.0,1.0,6.0,Lobato Juan José,10.0,Euskaltel - Euskadi,3,2013,▼4
30.0,21.0,1.0,,Van den Broeck Jurgen,11.0,Lotto Belisol Team,3,2013,-
28.0,1.0,1.0,7.0,Froome Chris,12.0,Sky Procycling,3,2013,▼5
32.0,4.0,1.0,8.0,Kiryienka Vasil,13.0,Sky Procycling,3,2013,▼5
25.0,58.0,1.0,9.0,Veilleux David,14.0,Team Europcar,3,2013,▼5
