Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
,,,+ - 25:34:46,20.0,,19,"Cofidis, Solutions Cr\xe9dits",32:29 32:29,,,\u25b21,5,2016
,,,+ - 25:34:46,21.0,,20,Team LottoNL-Jumbo,39:29 39:29,,,\u25b21,5,2016
,,,+ - 25:34:46,22.0,,21,Lotto Soudal,47:40 47:40,,,\u25b21,5,2016
,,,+ - 25:34:46,18.0,,22,Team Dimension Data,47:56 47:56,,,\u25bc4,5,2016
,,,+ - 30:18:38,1.0,,1,BMC Racing Team,91:08:23 91:08:23,,,-,6,2016
,,,+ - 30:18:38,2.0,,2,Team Sky,3:36 3:36,,,-,6,2016
,,,+ - 30:18:38,3.0,,3,Movistar Team,4:12 4:12,,,-,6,2016
,,,+ - 30:18:38,4.0,,4,Tinkoff,4:47 4:47,,,-,6,2016
,,,+ - 30:18:38,5.0,,5,Astana Pro Team,7:17 7:17,,,-,6,2016
,,,+ - 30:18:38,6.0,,6,AG2R La Mondiale,8:21 8:21,,,-,6,2016
,,,+ - 30:18:38,7.0,,7,FDJ,8:55 8:55,,,-,6,2016
,,,+ - 30:18:38,8.0,,8,Trek - Segafredo,12:28 12:28,,,-,6,2016
,,,+ - 30:18:38,9.0,,9,Team Katusha,12:37 12:37,,,-,6,2016
,,,+ - 30:18:38,10.0,,10,Etixx - Quick Step,12:43 12:43,,,-,6,2016
,,,+ - 30:18:38,11.0,,11,Bora - Argon 18,15:20 15:20,,,-,6,2016
,,,+ - 30:18:38,12.0,,12,IAM Cycling,16:50 16:50,,,-,6,2016
,,,+ - 30:18:38,13.0,,13,Cannondale-Drapac Pro Cycling Team,19:58 19:58,,,-,6,2016
,,,+ - 30:18:38,14.0,,14,Lampre - Merida,21:20 21:20,,,-,6,2016
,,,+ - 30:18:38,15.0,,15,Team Giant - Alpecin,21:22 21:22,,,-,6,2016
,,,+ - 30:18:38,16.0,,16,Fortuneo - Vital Concept,24:49 24:49,,,-,6,2016
,,,+ - 30:18:38,17.0,,17,ORICA-BikeExchange,30:34 30:34,,,-,6,2016
,,,+ - 30:18:38,18.0,,18,Direct Energie,32:18 32:18,,,-,6,2016
,,,+ - 30:18:38,19.0,,19,"Cofidis, Solutions Cr\xe9dits",32:25 32:25,,,-,6,2016
,,,+ - 30:18:38,20.0,,20,Team LottoNL-Jumbo,39:25 39:25,,,-,6,2016
,,,+ - 30:18:38,21.0,,21,Lotto Soudal,47:36 47:36,,,-,6,2016
,,,+ - 30:18:38,22.0,,22,Team Dimension Data,47:52 47:52,,,-,6,2016
,,,+ - 34:09:44,1.0,,1,BMC Racing Team,102:43:01 102:43:01,,,-,7,2016
,,,+ - 34:09:44,2.0,,2,Team Sky,4:16 4:16,,,-,7,2016
,,,+ - 34:09:44,3.0,,3,Movistar Team,4:52 4:52,,,-,7,2016
,,,+ - 34:09:44,5.0,,4,Astana Pro Team,6:18 6:18,,,\u25b21,7,2016
,,,+ - 34:09:44,4.0,,5,Tinkoff,6:48 6:48,,,\u25bc1,7,2016
,,,+ - 34:09:44,6.0,,6,AG2R La Mondiale,9:53 9:53,,,-,7,2016
,,,+ - 34:09:44,8.0,,7,Trek - Segafredo,14:03 14:03,,,\u25b21,7,2016
,,,+ - 34:09:44,9.0,,8,Team Katusha,14:14 14:14,,,\u25b21,7,2016
,,,+ - 34:09:44,10.0,,9,Etixx - Quick Step,15:34 15:34,,,\u25b21,7,2016
,,,+ - 34:09:44,7.0,,10,FDJ,15:43 15:43,,,\u25bc3,7,2016
,,,+ - 34:09:44,12.0,,11,IAM Cycling,18:18 18:18,,,\u25b21,7,2016
,,,+ - 34:09:44,11.0,,12,Bora - Argon 18,19:01 19:01,,,\u25bc1,7,2016
,,,+ - 34:09:44,13.0,,13,Cannondale-Drapac Pro Cycling Team,22:58 22:58,,,-,7,2016
,,,+ - 34:09:44,15.0,,14,Team Giant - Alpecin,26:23 26:23,,,\u25b21,7,2016
,,,+ - 34:09:44,16.0,,15,Fortuneo - Vital Concept,31:09 31:09,,,\u25b21,7,2016
,,,+ - 34:09:44,17.0,,16,ORICA-BikeExchange,31:38 31:38,,,\u25b21,7,2016
,,,+ - 34:09:44,14.0,,17,Lampre - Merida,32:42 32:42,,,\u25bc3,7,2016
,,,+ - 34:09:44,19.0,,18,"Cofidis, Solutions Cr\xe9dits",34:30 34:30,,,\u25b21,7,2016
,,,+ - 34:09:44,18.0,,19,Direct Energie,39:03 39:03,,,\u25bc1,7,2016
,,,+ - 34:09:44,20.0,,20,Team LottoNL-Jumbo,46:15 46:15,,,-,7,2016
,,,+ - 34:09:44,22.0,,21,Team Dimension Data,57:25 57:25,,,\u25b21,7,2016
,,,+ - 34:09:44,21.0,,22,Lotto Soudal,1:19:26 1:19:26,,,\u25bc1,7,2016
,,,+ - 39:13:04,1.0,,1,BMC Racing Team,117:40:16 117:40:16,,,-,8,2016
,,,+ - 39:13:04,2.0,,2,Team Sky,1:34 1:34,,,-,8,2016
,,,+ - 39:13:04,3.0,,3,Movistar Team,4:54 4:54,,,-,8,2016
,,,+ - 39:13:04,4.0,,4,Astana Pro Team,7:52 7:52,,,-,8,2016
,,,+ - 39:13:04,5.0,,5,Tinkoff,15:32 15:32,,,-,8,2016
,,,+ - 39:13:04,6.0,,6,AG2R La Mondiale,19:45 19:45,,,-,8,2016
,,,+ - 39:13:04,7.0,,7,Trek - Segafredo,21:39 21:39,,,-,8,2016
,,,+ - 39:13:04,8.0,,8,Team Katusha,24:57 24:57,,,-,8,2016
,,,+ - 39:13:04,10.0,,9,FDJ,43:46 43:46,,,\u25b21,8,2016
,,,+ - 39:13:04,14.0,,10,Team Giant - Alpecin,47:11 47:11,,,\u25b24,8,2016
,,,+ - 39:13:04,9.0,,11,Etixx - Quick Step,50:30 50:30,,,\u25bc2,8,2016
,,,+ - 39:13:04,11.0,,12,IAM Cycling,54:30 54:30,,,\u25bc1,8,2016
,,,+ - 39:13:04,12.0,,13,Bora - Argon 18,55:25 55:25,,,\u25bc1,8,2016
,,,+ - 39:13:04,16.0,,14,ORICA-BikeExchange,56:59 56:59,,,\u25b22,8,2016
,,,+ - 39:13:04,13.0,,15,Cannondale-Drapac Pro Cycling Team,1:20:04 1:20:04,,,\u25bc2,8,2016
,,,+ - 39:13:04,17.0,,16,Lampre - Merida,",, 1:20:04",,,\u25b21,8,2016
,,,+ - 39:13:04,20.0,,17,Team LottoNL-Jumbo,1:22:19 1:22:19,,,\u25b23,8,2016
,,,+ - 39:13:04,19.0,,18,Direct Energie,1:32:03 1:32:03,,,\u25b21,8,2016
,,,+ - 39:13:04,18.0,,19,"Cofidis, Solutions Cr\xe9dits",1:34:55 1:34:55,,,\u25bc1,8,2016
,,,+ - 39:13:04,21.0,,20,Team Dimension Data,2:28:09 2:28:09,,,\u25b21,8,2016
,,,+ - 44:36:03,3.0,,1,Movistar Team,133:49:31 133:49:31,,,\u25b22,9,2016
,,,+ - 44:36:03,2.0,,2,Team Sky,2:26 2:26,,,-,9,2016
,,,+ - 44:36:03,1.0,,3,BMC Racing Team,3:28 3:28,,,\u25bc2,9,2016
,,,+ - 44:36:03,4.0,,4,Astana Pro Team,5:51 5:51,,,-,9,2016
,,,+ - 44:36:03,6.0,,5,AG2R La Mondiale,24:13 24:13,,,\u25b21,9,2016
,,,+ - 44:36:03,5.0,,6,Tinkoff,24:25 24:25,,,\u25bc1,9,2016
,,,+ - 44:36:03,7.0,,7,Trek - Segafredo,31:03 31:03,,,-,9,2016
,,,+ - 44:36:03,8.0,,8,Team Katusha,43:12 43:12,,,-,9,2016
,,,+ - 44:36:03,9.0,,9,FDJ,48:44 48:44,,,-,9,2016
,,,+ - 44:36:03,10.0,,10,Team Giant - Alpecin,53:54 53:54,,,-,9,2016
,,,+ - 44:36:03,12.0,,11,IAM Cycling,1:05:37 1:05:37,,,\u25b21,9,2016
,,,+ - 44:36:03,14.0,,12,ORICA-BikeExchange,1:14:43 1:14:43,,,\u25b22,9,2016
,,,+ - 44:36:03,16.0,,13,Lampre - Merida,1:26:41 1:26:41,,,\u25b23,9,2016
,,,+ - 44:36:03,11.0,,14,Etixx - Quick Step,1:28:01 1:28:01,,,\u25bc3,9,2016
,,,+ - 44:36:03,13.0,,15,Bora - Argon 18,1:32:14 1:32:14,,,\u25bc2,9,2016
,,,+ - 44:36:03,17.0,,16,Team LottoNL-Jumbo,1:50:38 1:50:38,,,\u25b21,9,2016
,,,+ - 44:36:03,19.0,,17,"Cofidis, Solutions Cr\xe9dits",1:56:23 1:56:23,,,\u25b22,9,2016
,,,+ - 44:36:03,15.0,,18,Cannondale-Drapac Pro Cycling Team,2:02:11 2:02:11,,,\u25bc3,9,2016
,,,+ - 44:36:03,,,19,Fortuneo - Vital Concept,2:15:11 2:15:11,,,-,9,2016
,,,+ - 44:36:03,18.0,,20,Direct Energie,2:19:47 2:19:47,,,\u25bc2,9,2016
,,,+ - 44:36:03,20.0,,21,Team Dimension Data,3:02:50 3:02:50,,,\u25bc1,9,2016
,,,+ - 44:36:03,,,22,Lotto Soudal,3:20:55 3:20:55,,,-,9,2016
,,,+ - 49:08:20,3.0,,1,BMC Racing Team,147:13:33 147:13:33,,,\u25b22,10,2016
,,,+ - 49:08:20,1.0,,2,Movistar Team,6:20 6:20,,,\u25bc1,10,2016
,,,+ - 49:08:20,2.0,,3,Team Sky,8:50 8:50,,,\u25bc1,10,2016
,,,+ - 49:08:20,4.0,,4,Astana Pro Team,12:15 12:15,,,-,10,2016
,,,+ - 49:08:20,5.0,,5,AG2R La Mondiale,27:23 27:23,,,-,10,2016
,,,+ - 49:08:20,6.0,,6,Tinkoff,27:35 27:35,,,-,10,2016
,,,+ - 49:08:20,7.0,,7,Trek - Segafredo,43:52 43:52,,,-,10,2016
,,,+ - 49:08:20,8.0,,8,Team Katusha,56:01 56:01,,,-,10,2016
,,,+ - 49:08:20,12.0,,9,ORICA-BikeExchange,59:47 59:47,,,\u25b23,10,2016
,,,+ - 49:08:20,9.0,,10,FDJ,1:01:33 1:01:33,,,\u25bc1,10,2016
,,,+ - 49:08:20,10.0,,11,Team Giant - Alpecin,1:06:43 1:06:43,,,\u25bc1,10,2016
,,,+ - 49:08:20,11.0,,12,IAM Cycling,1:18:26 1:18:26,,,\u25bc1,10,2016
,,,+ - 49:08:20,13.0,,13,Lampre - Merida,1:33:01 1:33:01,,,-,10,2016
,,,+ - 49:08:20,14.0,,14,Etixx - Quick Step,1:40:50 1:40:50,,,-,10,2016
,,,+ - 49:08:20,15.0,,15,Bora - Argon 18,1:45:03 1:45:03,,,-,10,2016
,,,+ - 49:08:20,16.0,,16,Team LottoNL-Jumbo,2:03:27 2:03:27,,,-,10,2016
,,,+ - 49:08:20,17.0,,17,"Cofidis, Solutions Cr\xe9dits",2:09:12 2:09:12,,,-,10,2016
,,,+ - 49:08:20,18.0,,18,Cannondale-Drapac Pro Cycling Team,2:15:00 2:15:00,,,-,10,2016
,,,+ - 49:08:20,20.0,,19,Direct Energie,2:26:07 2:26:07,,,\u25b21,10,2016
,,,+ - 49:08:20,19.0,,20,Fortuneo - Vital Concept,2:28:00 2:28:00,,,\u25bc1,10,2016
,,,+ - 49:08:20,21.0,,21,Team Dimension Data,3:01:56 3:01:56,,,-,10,2016
,,,+ - 49:08:20,22.0,,22,Lotto Soudal,3:27:15 3:27:15,,,-,10,2016
,,,+ - 52:34:37,1.0,,1,BMC Racing Team,157:33:00 157:33:00,,,-,11,2016
,,,+ - 52:34:37,2.0,,2,Movistar Team,6:34 6:34,,,-,11,2016
,,,+ - 52:34:37,3.0,,3,Team Sky,8:44 8:44,,,-,11,2016
,,,+ - 52:34:37,4.0,,4,Astana Pro Team,12:15 12:15,,,-,11,2016
,,,+ - 52:34:37,6.0,,5,Tinkoff,27:23 27:23,,,\u25b21,11,2016
,,,+ - 52:34:37,5.0,,6,AG2R La Mondiale,28:40 28:40,,,\u25bc1,11,2016
,,,+ - 52:34:37,7.0,,7,Trek - Segafredo,44:13 44:13,,,-,11,2016
,,,+ - 52:34:37,8.0,,8,Team Katusha,58:45 58:45,,,-,11,2016
,,,+ - 52:34:37,9.0,,9,ORICA-BikeExchange,1:00:31 1:00:31,,,-,11,2016
,,,+ - 52:34:37,10.0,,10,FDJ,1:06:31 1:06:31,,,-,11,2016
,,,+ - 52:34:37,11.0,,11,Team Giant - Alpecin,1:07:01 1:07:01,,,-,11,2016
,,,+ - 52:34:37,12.0,,12,IAM Cycling,1:18:26 1:18:26,,,-,11,2016
,,,+ - 52:34:37,13.0,,13,Lampre - Merida,1:38:11 1:38:11,,,-,11,2016
,,,+ - 52:34:37,14.0,,14,Etixx - Quick Step,1:41:00 1:41:00,,,-,11,2016
,,,+ - 52:34:37,15.0,,15,Bora - Argon 18,1:45:17 1:45:17,,,-,11,2016
,,,+ - 52:34:37,16.0,,16,Team LottoNL-Jumbo,2:04:05 2:04:05,,,-,11,2016
,,,+ - 52:34:37,17.0,,17,"Cofidis, Solutions Cr\xe9dits",2:10:39 2:10:39,,,-,11,2016
,,,+ - 52:34:37,18.0,,18,Cannondale-Drapac Pro Cycling Team,2:21:48 2:21:48,,,-,11,2016
,,,+ - 52:34:37,19.0,,19,Direct Energie,2:26:29 2:26:29,,,-,11,2016
,,,+ - 52:34:37,20.0,,20,Fortuneo - Vital Concept,2:30:06 2:30:06,,,-,11,2016
,,,+ - 52:34:37,21.0,,21,Team Dimension Data,3:02:59 3:02:59,,,-,11,2016
,,,+ - 52:34:37,22.0,,22,Lotto Soudal,3:28:08 3:28:08,,,-,11,2016
,,,+ - 57:11:33,1.0,,1,BMC Racing Team,171:28:49 171:28:49,,,-,12,2016
,,,+ - 57:11:33,2.0,,2,Movistar Team,3:50 3:50,,,-,12,2016
,,,+ - 57:11:33,3.0,,3,Team Sky,7:42 7:42,,,-,12,2016
,,,+ - 57:11:33,4.0,,4,Astana Pro Team,22:25 22:25,,,-,12,2016
,,,+ - 57:11:33,6.0,,5,AG2R La Mondiale,38:48 38:48,,,\u25b21,12,2016
,,,+ - 57:11:33,7.0,,6,Trek - Segafredo,50:18 50:18,,,\u25b21,12,2016
,,,+ - 57:11:33,5.0,,7,Tinkoff,1:03:00 1:03:00,,,\u25bc2,12,2016
,,,+ - 57:11:33,8.0,,8,Team Katusha,1:12:43 1:12:43,,,-,12,2016
,,,+ - 57:11:33,9.0,,9,ORICA-BikeExchange,1:22:43 1:22:43,,,-,12,2016
,,,+ - 57:11:33,12.0,,10,IAM Cycling,1:22:58 1:22:58,,,\u25b22,12,2016
,,,+ - 57:11:33,10.0,,11,FDJ,1:26:40 1:26:40,,,\u25bc1,12,2016
,,,+ - 57:11:33,11.0,,12,Team Giant - Alpecin,1:37:21 1:37:21,,,\u25bc1,12,2016
,,,+ - 57:11:33,14.0,,13,Etixx - Quick Step,1:56:34 1:56:34,,,\u25b21,12,2016
,,,+ - 57:11:33,13.0,,14,Lampre - Merida,2:00:32 2:00:32,,,\u25bc1,12,2016
,,,+ - 57:11:33,15.0,,15,Bora - Argon 18,2:02:49 2:02:49,,,-,12,2016
,,,+ - 57:11:33,17.0,,16,"Cofidis, Solutions Cr\xe9dits",2:10:17 2:10:17,,,\u25b21,12,2016
,,,+ - 57:11:33,16.0,,17,Team LottoNL-Jumbo,2:15:32 2:15:32,,,\u25bc1,12,2016
,,,+ - 57:11:33,20.0,,18,Fortuneo - Vital Concept,2:40:59 2:40:59,,,\u25b22,12,2016
,,,+ - 57:11:33,19.0,,19,Direct Energie,2:51:56 2:51:56,,,-,12,2016
,,,+ - 57:11:33,18.0,,20,Cannondale-Drapac Pro Cycling Team,2:53:59 2:53:59,,,\u25bc2,12,2016
,,,+ - 57:11:33,21.0,,21,Team Dimension Data,3:08:38 3:08:38,,,-,12,2016
,,,+ - 57:11:33,22.0,,22,Lotto Soudal,3:31:55 3:31:55,,,-,12,2016
,,,+ - 58:02:51,1.0,,1,BMC Racing Team,175:23:04 175:23:04,,,-,13,2016
,,,+ - 58:02:51,2.0,,2,Movistar Team,2:30 2:30,,,-,13,2016
,,,+ - 58:02:51,3.0,,3,Team Sky,8:10 8:10,,,-,13,2016
,,,+ - 58:02:51,4.0,,4,Astana Pro Team,26:33 26:33,,,-,13,2016
,,,+ - 58:02:51,5.0,,5,AG2R La Mondiale,45:58 45:58,,,-,13,2016
,,,+ - 58:02:51,6.0,,6,Trek - Segafredo,54:15 54:15,,,-,13,2016
,,,+ - 58:02:51,7.0,,7,Tinkoff,1:07:08 1:07:08,,,-,13,2016
,,,+ - 58:02:51,8.0,,8,Team Katusha,1:19:43 1:19:43,,,-,13,2016
,,,+ - 58:02:51,10.0,,9,IAM Cycling,1:24:22 1:24:22,,,\u25b21,13,2016
,,,+ - 58:02:51,9.0,,10,ORICA-BikeExchange,1:24:53 1:24:53,,,\u25bc1,13,2016
,,,+ - 58:02:51,11.0,,11,FDJ,1:31:24 1:31:24,,,-,13,2016
,,,+ - 58:02:51,12.0,,12,Team Giant - Alpecin,1:39:41 1:39:41,,,-,13,2016
,,,+ - 58:02:51,13.0,,13,Etixx - Quick Step,2:01:36 2:01:36,,,-,13,2016
,,,+ - 58:02:51,14.0,,14,Lampre - Merida,2:08:52 2:08:52,,,-,13,2016
,,,+ - 58:02:51,15.0,,15,Bora - Argon 18,2:10:34 2:10:34,,,-,13,2016
,,,+ - 58:02:51,16.0,,16,"Cofidis, Solutions Cr\xe9dits",2:21:25 2:21:25,,,-,13,2016
,,,+ - 58:02:51,17.0,,17,Team LottoNL-Jumbo,2:23:25 2:23:25,,,-,13,2016
,,,+ - 58:02:51,18.0,,18,Fortuneo - Vital Concept,2:48:31 2:48:31,,,-,13,2016
,,,+ - 58:02:51,19.0,,19,Direct Energie,2:58:04 2:58:04,,,-,13,2016
,,,+ - 58:02:51,20.0,,20,Cannondale-Drapac Pro Cycling Team,3:03:46 3:03:46,,,-,13,2016
,,,+ - 58:02:51,21.0,,21,Team Dimension Data,3:12:29 3:12:29,,,-,13,2016
,,,+ - 58:02:51,22.0,,22,Lotto Soudal,3:41:31 3:41:31,,,-,13,2016
,,,+ - 63:46:40,1.0,,1,BMC Racing Team,191:18:28 191:18:28,,,-,14,2016
,,,+ - 63:46:40,2.0,,2,Movistar Team,2:30 2:30,,,-,14,2016
,,,+ - 63:46:40,3.0,,3,Team Sky,8:10 8:10,,,-,14,2016
,,,+ - 63:46:40,4.0,,4,Astana Pro Team,26:33 26:33,,,-,14,2016
,,,+ - 63:46:40,5.0,,5,AG2R La Mondiale,45:58 45:58,,,-,14,2016
,,,+ - 63:46:40,6.0,,6,Trek - Segafredo,54:15 54:15,,,-,14,2016
,,,+ - 63:46:40,7.0,,7,Tinkoff,1:07:08 1:07:08,,,-,14,2016
,,,+ - 63:46:40,8.0,,8,Team Katusha,1:19:43 1:19:43,,,-,14,2016
,,,+ - 63:46:40,9.0,,9,IAM Cycling,1:24:22 1:24:22,,,-,14,2016
,,,+ - 63:46:40,10.0,,10,ORICA-BikeExchange,1:24:53 1:24:53,,,-,14,2016
,,,+ - 63:46:40,11.0,,11,FDJ,1:31:24 1:31:24,,,-,14,2016
,,,+ - 63:46:40,12.0,,12,Team Giant - Alpecin,1:39:41 1:39:41,,,-,14,2016
,,,+ - 63:46:40,13.0,,13,Etixx - Quick Step,2:01:36 2:01:36,,,-,14,2016
,,,+ - 63:46:40,14.0,,14,Lampre - Merida,2:08:52 2:08:52,,,-,14,2016
,,,+ - 63:46:40,15.0,,15,Bora - Argon 18,2:10:34 2:10:34,,,-,14,2016
,,,+ - 63:46:40,16.0,,16,"Cofidis, Solutions Cr\xe9dits",2:21:25 2:21:25,,,-,14,2016
,,,+ - 63:46:40,17.0,,17,Team LottoNL-Jumbo,2:23:25 2:23:25,,,-,14,2016
,,,+ - 63:46:40,18.0,,18,Fortuneo - Vital Concept,2:48:31 2:48:31,,,-,14,2016
,,,+ - 63:46:40,19.0,,19,Direct Energie,2:58:04 2:58:04,,,-,14,2016
,,,+ - 63:46:40,20.0,,20,Cannondale-Drapac Pro Cycling Team,3:07:50 3:07:50,,,-,14,2016
,,,+ - 63:46:40,21.0,,21,Team Dimension Data,3:12:29 3:12:29,,,-,14,2016
,,,+ - 63:46:40,22.0,,22,Lotto Soudal,3:41:31 3:41:31,,,-,14,2016
,,,+ - 68:14:36,2.0,,1,Movistar Team,204:44:46 204:44:46,,,\u25b21,15,2016
,,,+ - 68:14:36,3.0,,2,Team Sky,7:08 7:08,,,\u25b21,15,2016
,,,+ - 68:14:36,1.0,,3,BMC Racing Team,9:40 9:40,,,\u25bc2,15,2016
,,,+ - 68:14:36,4.0,,4,Astana Pro Team,38:59 38:59,,,-,15,2016
,,,+ - 68:14:36,5.0,,5,AG2R La Mondiale,41:55 41:55,,,-,15,2016
,,,+ - 68:14:36,6.0,,6,Trek - Segafredo,1:02:27 1:02:27,,,-,15,2016
,,,+ - 68:14:36,7.0,,7,Tinkoff,1:12:50 1:12:50,,,-,15,2016
,,,+ - 68:14:36,8.0,,8,Team Katusha,1:29:10 1:29:10,,,-,15,2016
,,,+ - 68:14:36,9.0,,9,IAM Cycling,1:33:47 1:33:47,,,-,15,2016
,,,+ - 68:14:36,11.0,,10,FDJ,1:37:12 1:37:12,,,\u25b21,15,2016
,,,+ - 68:14:36,10.0,,11,ORICA-BikeExchange,1:50:06 1:50:06,,,\u25bc1,15,2016
,,,+ - 68:14:36,14.0,,12,Lampre - Merida,2:11:22 2:11:22,,,\u25b22,15,2016
,,,+ - 68:14:36,12.0,,13,Team Giant - Alpecin,2:15:01 2:15:01,,,\u25bc1,15,2016
,,,+ - 68:14:36,13.0,,14,Etixx - Quick Step,2:19:46 2:19:46,,,\u25bc1,15,2016
,,,+ - 68:14:36,15.0,,15,Bora - Argon 18,2:34:00 2:34:00,,,-,15,2016
,,,+ - 68:14:36,16.0,,16,"Cofidis, Solutions Cr\xe9dits",2:49:08 2:49:08,,,-,15,2016
,,,+ - 68:14:36,17.0,,17,Team LottoNL-Jumbo,3:05:44 3:05:44,,,-,15,2016
,,,+ - 68:14:36,20.0,,18,Cannondale-Drapac Pro Cycling Team,3:17:34 3:17:34,,,\u25b22,15,2016
,,,+ - 68:14:36,19.0,,19,Direct Energie,3:23:30 3:23:30,,,-,15,2016
,,,+ - 68:14:36,18.0,,20,Fortuneo - Vital Concept,3:34:52 3:34:52,,,\u25bc2,15,2016
,,,+ - 68:14:36,21.0,,21,Team Dimension Data,3:51:03 3:51:03,,,-,15,2016
,,,+ - 68:14:36,22.0,,22,Lotto Soudal,4:36:53 4:36:53,,,-,15,2016
,,,+ - 72:40:38,1.0,,1,Movistar Team,218:03:31 218:03:31,,,-,16,2016
,,,+ - 72:40:38,2.0,,2,Team Sky,6:29 6:29,,,-,16,2016
,,,+ - 72:40:38,3.0,,3,BMC Racing Team,9:01 9:01,,,-,16,2016
,,,+ - 72:40:38,4.0,,4,Astana Pro Team,39:38 39:38,,,-,16,2016
,,,+ - 72:40:38,5.0,,5,AG2R La Mondiale,41:55 41:55,,,-,16,2016
,,,+ - 72:40:38,6.0,,6,Trek - Segafredo,1:02:27 1:02:27,,,-,16,2016
,,,+ - 72:40:38,7.0,,7,Tinkoff,1:13:10 1:13:10,,,-,16,2016
,,,+ - 72:40:38,8.0,,8,Team Katusha,1:29:30 1:29:30,,,-,16,2016
,,,+ - 72:40:38,9.0,,9,IAM Cycling,1:33:29 1:33:29,,,-,16,2016
,,,+ - 72:40:38,10.0,,10,FDJ,1:38:11 1:38:11,,,-,16,2016
,,,+ - 72:40:38,11.0,,11,ORICA-BikeExchange,1:50:47 1:50:47,,,-,16,2016
,,,+ - 72:40:38,12.0,,12,Lampre - Merida,2:12:42 2:12:42,,,-,16,2016
,,,+ - 72:40:38,13.0,,13,Team Giant - Alpecin,2:14:32 2:14:32,,,-,16,2016
,,,+ - 72:40:38,14.0,,14,Etixx - Quick Step,2:19:07 2:19:07,,,-,16,2016
,,,+ - 72:40:38,15.0,,15,Bora - Argon 18,2:34:59 2:34:59,,,-,16,2016
,,,+ - 72:40:38,16.0,,16,"Cofidis, Solutions Cr\xe9dits",2:52:07 2:52:07,,,-,16,2016
,,,+ - 72:40:38,17.0,,17,Team LottoNL-Jumbo,3:06:04 3:06:04,,,-,16,2016
,,,+ - 72:40:38,18.0,,18,Cannondale-Drapac Pro Cycling Team,3:19:27 3:19:27,,,-,16,2016
,,,+ - 72:40:38,19.0,,19,Direct Energie,3:29:59 3:29:59,,,-,16,2016
,,,+ - 72:40:38,20.0,,20,Fortuneo - Vital Concept,3:39:06 3:39:06,,,-,16,2016
,,,+ - 72:40:38,21.0,,21,Team Dimension Data,3:51:23 3:51:23,,,-,16,2016
,,,+ - 72:40:38,22.0,,22,Lotto Soudal,4:38:11 4:38:11,,,-,16,2016
,,,+ - 77:25:10,1.0,,1,Movistar Team,232:22:54 232:22:54,,,-,17,2016
,,,+ - 77:25:10,2.0,,2,Team Sky,2:20 2:20,,,-,17,2016
,,,+ - 77:25:10,3.0,,3,BMC Racing Team,14:48 14:48,,,-,17,2016
,,,+ - 77:25:10,5.0,,4,AG2R La Mondiale,38:31 38:31,,,\u25b21,17,2016
,,,+ - 77:25:10,4.0,,5,Astana Pro Team,39:38 39:38,,,\u25bc1,17,2016
,,,+ - 77:25:10,6.0,,6,Trek - Segafredo,1:11:17 1:11:17,,,-,17,2016
,,,+ - 77:25:10,7.0,,7,Tinkoff,1:20:45 1:20:45,,,-,17,2016
,,,+ - 77:25:10,8.0,,8,Team Katusha,1:31:02 1:31:02,,,-,17,2016
,,,+ - 77:25:10,9.0,,9,IAM Cycling,1:32:42 1:32:42,,,-,17,2016
,,,+ - 77:25:10,10.0,,10,FDJ,1:43:34 1:43:34,,,-,17,2016
,,,+ - 77:25:10,12.0,,11,Lampre - Merida,2:13:44 2:13:44,,,\u25b21,17,2016
,,,+ - 77:25:10,11.0,,12,ORICA-BikeExchange,2:25:51 2:25:51,,,\u25bc1,17,2016
,,,+ - 77:25:10,14.0,,13,Etixx - Quick Step,2:57:18 2:57:18,,,\u25b21,17,2016
,,,+ - 77:25:10,13.0,,14,Team Giant - Alpecin,3:05:02 3:05:02,,,\u25bc1,17,2016
,,,+ - 77:25:10,15.0,,15,Bora - Argon 18,3:13:05 3:13:05,,,-,17,2016
,,,+ - 77:25:10,16.0,,16,"Cofidis, Solutions Cr\xe9dits",3:56:21 3:56:21,,,-,17,2016
,,,+ - 77:25:10,17.0,,17,Team LottoNL-Jumbo,3:59:16 3:59:16,,,-,17,2016
,,,+ - 77:25:10,19.0,,18,Direct Energie,4:03:53 4:03:53,,,\u25b21,17,2016
,,,+ - 77:25:10,18.0,,19,Cannondale-Drapac Pro Cycling Team,4:05:55 4:05:55,,,\u25bc1,17,2016
,,,+ - 77:25:10,20.0,,20,Fortuneo - Vital Concept,4:08:36 4:08:36,,,-,17,2016
,,,+ - 77:25:10,21.0,,21,Team Dimension Data,4:34:46 4:34:46,,,-,17,2016
,,,+ - 77:25:10,22.0,,22,Lotto Soudal,5:09:32 5:09:32,,,-,17,2016
,,,+ - 77:55:53,1.0,,1,Movistar Team,233:58:34 233:58:34,,,-,18,2016
,,,+ - 77:55:53,2.0,,2,Team Sky,3:23 3:23,,,-,18,2016
,,,+ - 77:55:53,3.0,,3,BMC Racing Team,17:21 17:21,,,-,18,2016
,,,+ - 77:55:53,5.0,,4,Astana Pro Team,40:15 40:15,,,\u25b21,18,2016
,,,+ - 77:55:53,4.0,,5,AG2R La Mondiale,40:53 40:53,,,\u25bc1,18,2016
,,,+ - 77:55:53,6.0,,6,Trek - Segafredo,1:15:36 1:15:36,,,-,18,2016
