Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,stage,year,▼▲
32.0,43.0,92,+1:17,,96,Cioni Dario David,92,Predictor - Lotto,",, 1:17",+0:20,,3,2007,▲4
27.0,123.0,93,+1:17,,97,Florencio Xavier,93,Bouygues Telecom,",, 1:17",+0:20,,3,2007,▲4
23.0,197.0,94,+1:17,,98,Navarro Daniel,94,Astana,",, 1:17",+0:20,,3,2007,▲4
25.0,128.0,95,+1:18,,99,Tschopp Johann,95,Bouygues Telecom,1:18 1:18,+0:20,,3,2007,▲4
29.0,55.0,96,+1:18,,100,Flecha Juan Antonio,96,Rabobank ProTeam,",, 1:18",+0:20,,3,2007,▲4
28.0,177.0,97,+1:18,,101,Tankink Bram,97,Quickstep - Innergetic,",, 1:18",+0:20,,3,2007,▲4
28.0,155.0,98,+1:18,,102,Fischer Murilo Antonio,98,Liquigas,",, 1:18",+0:20,,3,2007,▲4
26.0,133.0,99,+1:20,,104,Dueñas Moisés,99,Agritubel,1:20 1:20,+0:20,,3,2007,▲5
31.0,146.0,100,+1:20,,105,Parra Iván Ramiro,100,"Cofidis, le Crédit par Téléphone",",, 1:20",+0:20,,3,2007,▲5
26.0,185.0,101,+1:20,,106,Knees Christian,101,Milram,",, 1:20",+0:20,,3,2007,▲5
23.0,94.0,102,+1:20,,107,Haussler Heinrich,102,Gerolsteiner,",, 1:20",+0:20,,3,2007,▲5
29.0,207.0,103,+1:20,,108,Mayo Iban,103,Saunier Duval,",, 1:20",+0:20,,3,2007,▲5
29.0,92.0,104,+1:20,,109,Förster Robert,104,Gerolsteiner,",, 1:20",+0:20,,3,2007,▲5
32.0,105.0,105,+1:21,,111,Dean Julian,105,Crédit Agricole,1:21 1:21,+0:20,,3,2007,▲6
31.0,57.0,106,+1:21,,112,Niermann Grischa,106,Rabobank ProTeam,",, 1:21",+0:20,,3,2007,▲6
36.0,62.0,107,+1:21,,113,Arrieta José Luis,107,AG2R Prévoyance,",, 1:21",+0:20,,3,2007,▲6
30.0,106.0,108,+1:21,,114,Fofonov Dmitriy,108,Crédit Agricole,",, 1:21",+0:20,,3,2007,▲6
30.0,154.0,109,+1:21,,115,Carlström Kjell,109,Liquigas,",, 1:21",+0:20,,3,2007,▲6
37.0,68.0,110,+1:22,,116,Goubert Stéphane,110,AG2R Prévoyance,1:22 1:22,+0:20,,3,2007,▲6
35.0,52.0,112*,+1:22,,119*,Boogerd Michael,112*,Rabobank ProTeam,",, 1:22",+0:20,,3,2007,-
36.0,153.0,112,+1:22,,119,Beltrán Manuel,112,Liquigas,",, 1:22",+0:20,,3,2007,▲7
28.0,121.0,113,+1:23,,120,Fédrigo Pierrick,113,Bouygues Telecom,1:23 1:23,+0:20,,3,2007,▲7
24.0,219.0,114,+1:23,,121,Soler Juan Mauricio,114,Barloworld,",, 1:23",+0:20,,3,2007,▲7
31.0,87.0,115,+1:23,,122,Righi Daniele,115,Lampre-Fondital,",, 1:23",+0:20,,3,2007,▲7
24.0,162.0,116,+1:23,,123,Chavanel Sébastien,116,Française des Jeux,",, 1:23",+0:20,,3,2007,▲7
31.0,166.0,117,+1:23,,124,Jégou Lilian,117,Française des Jeux,",, 1:23",+0:20,,3,2007,▲7
30.0,83.0,118,+1:24,,125,Bossoni Paolo,118,Lampre-Fondital,1:24 1:24,+0:20,,3,2007,▲7
24.0,22.0,119,+1:24,,126,Burghardt Marcus,119,T-Mobile Team,",, 1:24",+0:20,,3,2007,▲7
27.0,132.0,120,+1:24,,127,Bichot Freddy,120,Agritubel,",, 1:24",+0:20,,3,2007,▲7
32.0,203.0,121,+1:24,,128,Cañada David,121,Saunier Duval,",, 1:24",+0:20,,3,2007,▲7
33.0,47.0,122,+1:25,,129,Rodriguez Fred,122,Predictor - Lotto,1:25 1:25,+0:20,,3,2007,▲7
28.0,63.0,123,+1:26,,131,Calzati Sylvain,123,AG2R Prévoyance,1:26 1:26,+0:20,,3,2007,▲8
34.0,183.0,124,+1:26,,132,Grabsch Ralf,124,Milram,",, 1:26",+0:20,,3,2007,▲8
27.0,198.0,125,+1:26,,133,Rast Grégory,125,Astana,",, 1:26",+0:20,,3,2007,▲8
32.0,42.0,126,+1:26,,134,Aerts Mario,126,Predictor - Lotto,",, 1:26",+0:20,,3,2007,▲8
27.0,67.0,127,+1:26,,135,Gerrans Simon,127,AG2R Prévoyance,",, 1:26",+0:20,,3,2007,▲8
27.0,126.0,128,+1:26,,136,Pineau Jérôme,128,Bouygues Telecom,",, 1:26",+0:20,,3,2007,▲8
29.0,131.0,129,+1:26,,137,Mercado Juan Miguel,129,Agritubel,",, 1:26",+0:20,,3,2007,▲8
32.0,103.0,130,+1:26,,138,Botcharov Alexandre,130,Crédit Agricole,",, 1:26",+0:20,,3,2007,▲8
26.0,109.0,131,+1:27,,140,Le Mével Christophe,131,Crédit Agricole,1:27 1:27,+0:20,,3,2007,▲9
30.0,76.0,132,+1:28,,141,Landaluze Iñigo,132,Euskaltel - Euskadi,1:28 1:28,+0:20,,3,2007,▲9
32.0,64.0,133,+1:28,,142,Dessel Cyril,133,AG2R Prévoyance,",, 1:28",+0:20,,3,2007,▲9
24.0,78.0,134,+1:28,,143,Txurruka Amets,134,Euskaltel - Euskadi,",, 1:28",+0:20,,3,2007,▲9
29.0,182.0,135,+1:29,,144,Cortinovis Alessandro,135,Milram,1:29 1:29,+0:20,,3,2007,▲9
25.0,209.0,136,+1:30,,145,Ventoso Francisco José,136,Saunier Duval,1:30 1:30,+0:20,,3,2007,▲9
33.0,173.0,137,+1:30,,146,de Jongh Steven,137,Quickstep - Innergetic,",, 1:30",+0:20,,3,2007,▲9
26.0,59.0,138,+1:30,,147,Weening Pieter,138,Rabobank ProTeam,",, 1:30",+0:20,,3,2007,▲9
27.0,124.0,139,+1:30,,148,Geslin Anthony,139,Bouygues Telecom,",, 1:30",+0:20,,3,2007,▲9
37.0,188.0,140,+1:30,,149,Poitschke Enrico,140,Milram,",, 1:30",+0:20,,3,2007,▲9
23.0,134.0,141,+1:32,,156,Feillu Romain,141,Agritubel,1:32 1:32,+0:18,,3,2007,▲15
31.0,89.0,142,+1:32,,151,Vila Francisco Javier,142,Lampre-Fondital,",, 1:32",+0:20,,3,2007,▲9
28.0,17.0,143,+1:32,,152,Portal Nicolas,143,Caisse d'Epargne,",, 1:32",+0:20,,3,2007,▲9
21.0,163.0,144,+1:33,,153,Delage Mickaël,144,Française des Jeux,1:33 1:33,+0:20,,3,2007,▲9
28.0,147.0,145,+1:33,,154,Scheirlinckx Staf,145,"Cofidis, le Crédit par Téléphone",",, 1:33",+0:20,,3,2007,▲9
21.0,164.0,146,+1:33,,155,Di Grégorio Rémy,146,Française des Jeux,",, 1:33",+0:20,,3,2007,▲9
26.0,143.0,147,+1:34,,157,Lequatre Geoffroy,147,"Cofidis, le Crédit par Téléphone",1:34 1:34,+0:20,,3,2007,▲10
33.0,138.0,148,+1:35,,158,Salmon Benoît,148,Agritubel,1:35 1:35,+0:20,,3,2007,▲10
30.0,75.0,149,+1:36,,159,Isasi Iñaki,149,Euskaltel - Euskadi,1:36 1:36,+0:20,,3,2007,▲10
33.0,58.0,150,+1:36,,160,Rasmussen Michael,150,Rabobank ProTeam,",, 1:36",+0:20,,3,2007,▲10
25.0,74.0,151,+1:36,,161,Azanza Jorge,151,Euskaltel - Euskadi,",, 1:36",+0:20,,3,2007,▲10
34.0,212.0,152,+1:38,,162,Cárdenas Félix Rafael,152,Barloworld,1:38 1:38,+0:20,,3,2007,▲10
28.0,66.0,153,+1:38,,163,Gadret John,153,AG2R Prévoyance,",, 1:38",+0:20,,3,2007,▲10
32.0,69.0,154,+1:38,,164,Turpin Ludovic,154,AG2R Prévoyance,",, 1:38",+0:20,,3,2007,▲10
27.0,12.0,155,+1:38,,165,Arroyo David,155,Caisse d'Epargne,",, 1:38",+0:20,,3,2007,▲10
26.0,204.0,156,+1:39,,167,Cobo Juan José,156,Saunier Duval,1:39 1:39,+0:20,,3,2007,▲11
24.0,85.0,157,+1:39,,168,Corioni Claudio,157,Lampre-Fondital,",, 1:39",+0:20,,3,2007,▲11
25.0,211.0,158,+1:40,,169,Efimkin Alexander,158,Barloworld,1:40 1:40,+0:20,,3,2007,▲11
28.0,213.0,159,+1:40,,170,Cheula Giampaolo,159,Barloworld,",, 1:40",+0:20,,3,2007,▲11
33.0,208.0,160,+1:41,,171,Rinero Christophe,160,Saunier Duval,1:41 1:41,+0:20,,3,2007,▲11
26.0,86.0,161,+1:45,,179,Napolitano Danilo,161,Lampre-Fondital,1:45 1:45,+0:12,,3,2007,▲18
33.0,99.0,162,+1:45,,173,Wrolich Peter,162,Gerolsteiner,",, 1:45",+0:20,,3,2007,▲11
26.0,217.0,163,+1:46,,174,Longo Borghini Paolo,163,Barloworld,1:46 1:46,+0:20,,3,2007,▲11
26.0,205.0,164,+1:46,,175,de la Fuente David,164,Saunier Duval,",, 1:46",+0:20,,3,2007,▲11
24.0,218.0,165,+1:47,,177,Siutsou Kanstantsin,165,Barloworld,1:47 1:47,+0:20,,3,2007,▲12
31.0,214.0,166,+1:50,,178,Degano Enrico,166,Barloworld,1:50 1:50,+0:20,,3,2007,▲12
26.0,82.0,167,+1:55,,34,Bennati Daniele,167,Lampre-Fondital,1:55 1:55,+1:12,,3,2007,▼133
33.0,178.0,168,+1:59,,93,Tosatto Matteo,168,Quickstep - Innergetic,1:59 1:59,+1:03,,3,2007,▼75
27.0,145.0,169,+2:01,,57,Nuyens Nick,169,"Cofidis, le Crédit par Téléphone",2:01 2:01,+1:12,,3,2007,▼112
24.0,72.0,170,+2:05,,117,Antón Igor,170,Euskaltel - Euskadi,2:05 2:05,+1:03,,3,2007,▼53
32.0,32.0,171,+2:05,,103,Arvesen Kurt-Asle,171,CSC ProTeam,",, 2:05",+1:07,,3,2007,▼68
32.0,53.0,172,+2:06,,75,de Groot Bram,172,Rabobank ProTeam,2:06 2:06,+1:12,,3,2007,▼97
28.0,206.0,173,+2:11,,180,Lobato Rubén,173,Saunier Duval,2:11 2:11,+0:20,,3,2007,▲7
38.0,34.0,174,+2:12,,110,Cuesta Iñigo,174,CSC ProTeam,2:12 2:12,+1:12,,3,2007,▼64
30.0,19.0,175,+2:19,,139,Zandio Xabier,175,Caisse d'Epargne,2:19 2:19,+1:12,,3,2007,▼36
33.0,108.0,176,+2:21,,150,Hinault Sébastien,176,Crédit Agricole,2:21 2:21,+1:09,,3,2007,▼26
28.0,104.0,177,+2:31,,166,Charteau Anthony,177,Crédit Agricole,2:31 2:31,+1:12,,3,2007,▼11
27.0,186.0,178,+2:35,,181,Lancaster Brett,178,Milram,2:35 2:35,+0:20,,3,2007,▲3
33.0,35.0,179,+2:40,,172,O'Grady Stuart,179,CSC ProTeam,2:40 2:40,+1:17,,3,2007,▼7
31.0,187.0,180,+2:44,,176,Ongarato Alberto,180,Milram,2:44 2:44,+1:17,,3,2007,▼4
22.0,23.0,181,+3:57,,184,Cavendish Mark,181,T-Mobile Team,3:57 3:57,+0:20,,3,2007,▲3
32.0,142.0,182,+4:14,,185,Augé Stéphane,182,"Cofidis, le Crédit par Téléphone",4:14 4:14,+0:20,,3,2007,▲3
35.0,49.0,183,+4:21,,183,Vansevenant Wim,183,Predictor - Lotto,4:21 4:21,+1:17,,3,2007,-
27.0,136.0,184,+4:21,,186,Hervé Cédric,184,Agritubel,",, 4:21",+0:20,,3,2007,▲2
28.0,39.0,185,+4:24,,182,Zabriskie David,185,CSC ProTeam,4:24 4:24,+1:25,,3,2007,▼3
27.0,156.0,186,+9:01,,187,Kuschynski Aleksandr,186,Liquigas,9:01 9:01,+0:20,,3,2007,▲1
26.0,33.0,1,+0:00,,1,Cancellara Fabian,1,CSC ProTeam,19:49:55 19:49:55,+0:00,,4,2007,-
29.0,101.0,2,+0:29,,9,Hushovd Thor,2,Crédit Agricole,0:29 0:29,-0:20,,4,2007,▲7
32.0,196.0,3,+0:33,,2,Klöden Andreas,3,Astana,0:33 0:33,+0:00,,4,2007,▼1
30.0,201.0,4,+0:41,,3,Millar David,4,Saunier Duval,0:41 0:41,+0:00,,4,2007,▼1
34.0,114.0,5,+0:43,,4,Hincapie George,5,Discovery Channel,0:43 0:43,+0:00,,4,2007,▼1
27.0,149.0,6,+0:43,,5,Wiggins Bradley,6,"Cofidis, le Crédit par Téléphone",",, 0:43",+0:00,,4,2007,▼1
28.0,141.0,7,+0:44,,23,Chavanel Sylvain,7,"Cofidis, le Crédit par Téléphone",0:44 0:44,-0:12,,4,2007,▲16
25.0,113.0,8,+0:45,,6,Gusev Vladimir,8,Discovery Channel,0:45 0:45,+0:00,,4,2007,▼2
26.0,171.0,9,+0:46,,7,Boonen Tom,9,Quickstep - Innergetic,0:46 0:46,+0:00,,4,2007,▼2
26.0,15.0,10,+0:46,,8,Karpets Vladimir,10,Caisse d'Epargne,",, 0:46",+0:00,,4,2007,▼2
27.0,73.0,11,+0:49,,10,Astarloza Mikel,11,Euskaltel - Euskadi,0:49 0:49,+0:00,,4,2007,▼1
33.0,191.0,12,+0:50,,11,Vinokourov Alexandre,12,Astana,0:50 0:50,+0:00,,4,2007,▼1
22.0,54.0,13,+0:51,,12,Dekker Thomas,13,Rabobank ProTeam,0:51 0:51,+0:00,,4,2007,▼1
27.0,157.0,14,+0:52,,13,Quinziato Manuel,14,Liquigas,0:52 0:52,+0:00,,4,2007,▼1
25.0,169.0,15,+0:52,,14,Vaugrenard Benoît,15,Française des Jeux,",, 0:52",+0:00,,4,2007,▼1
28.0,14.0,16,+0:53,,15,Gutiérrez José Iván,16,Caisse d'Epargne,0:53 0:53,+0:00,,4,2007,▼1
23.0,184.0,17,+0:53,,16,Grivko Andrey,17,Milram,",, 0:53",+0:00,,4,2007,▼1
25.0,151.0,18,+0:55,,17,Pozzato Filippo,18,Liquigas,0:55 0:55,+0:00,,4,2007,▼1
24.0,112.0,19,+0:55,,18,Contador Alberto,19,Discovery Channel,",, 0:55",+0:00,,4,2007,▼1
27.0,195.0,20,+0:55,,19,Kashechkin Andrey,20,Astana,",, 0:55",+0:00,,4,2007,▼1
30.0,41.0,21,+0:56,,20,Evans Cadel,21,Predictor - Lotto,0:56 0:56,+0:00,,4,2007,▼1
25.0,102.0,22,+0:56,,21,Bonnet William,22,Crédit Agricole,",, 0:56",+0:00,,4,2007,▼1
25.0,77.0,23,+0:56,,22,Pérez Rubén,23,Euskaltel - Euskadi,",, 0:56",+0:00,,4,2007,▼1
27.0,21.0,24,+0:57,,24,Rogers Michael,24,T-Mobile Team,0:57 0:57,+0:00,,4,2007,-
29.0,11.0,25,+0:57,,25,Pereiro Óscar,25,Caisse d'Epargne,",, 0:57",+0:00,,4,2007,-
37.0,181.0,26,+0:58,,26,Zabel Erik,26,Milram,0:58 0:58,+0:00,,4,2007,-
29.0,139.0,27,+0:58,,27,Vogondy Nicolas,27,Agritubel,",, 0:58",+0:00,,4,2007,-
24.0,25.0,28,+0:58,,28,Gerdemann Linus,28,T-Mobile Team,",, 0:58",+0:00,,4,2007,-
34.0,199.0,29,+0:58,,29,Savoldelli Paolo,29,Astana,",, 0:58",+0:00,,4,2007,-
30.0,216.0,30,+0:59,,59,Hunter Robert,30,Barloworld,0:59 0:59,-0:12,,4,2007,▲29
25.0,175.0,31,+0:59,,30,Rosseler Sébastien,31,Quickstep - Innergetic,",, 0:59",+0:00,,4,2007,▼1
32.0,148.0,32,+0:59,,31,Verbrugghe Rik,32,"Cofidis, le Crédit par Téléphone",",, 0:59",+0:00,,4,2007,▼1
29.0,55.0,33,+1:00,,96,Flecha Juan Antonio,33,Rabobank ProTeam,1:00 1:00,-0:18,,4,2007,▲63
33.0,111.0,34*,+1:00,,32*,Leipheimer Levi,34*,Discovery Channel,",, 1:00",+0:00,,4,2007,-
29.0,51.0,34,+1:00,,32,Menchov Denis,34,Rabobank ProTeam,",, 1:00",+0:00,,4,2007,▼2
25.0,93.0,35,+1:03,,33,Fothen Markus,35,Gerolsteiner,1:03 1:03,+0:00,,4,2007,▼2
27.0,18.0,36,+1:03,,34,Valverde Alejandro,36,Caisse d'Epargne,",, 1:03",+0:00,,4,2007,▼2
29.0,192.0,37,+1:03,,35,Colom Antonio,37,Astana,",, 1:03",+0:00,,4,2007,▼2
25.0,95.0,38,+1:04,,36,Kohl Bernhard,38,Gerolsteiner,1:04 1:04,+0:00,,4,2007,▼2
26.0,176.0,39,+1:04,,37,Steegmans Gert,39,Quickstep - Innergetic,",, 1:04",+0:00,,4,2007,▼2
27.0,117.0,40,+1:04,,38,Paulinho Sérgio Miguel,40,Discovery Channel,",, 1:04",+0:00,,4,2007,▼2
25.0,91.0,41,+1:05,,39,Schumacher Stefan,41,Gerolsteiner,1:05 1:05,+0:00,,4,2007,▼2
34.0,144.0,42,+1:05,,40,Moreni Cristian,42,"Cofidis, le Crédit par Téléphone",",, 1:05",+0:00,,4,2007,▼2
29.0,97.0,43,+1:05,,41,Scholz Ronny,43,Gerolsteiner,",, 1:05",+0:00,,4,2007,▼2
25.0,165.0,44,+1:06,,42,Gilbert Philippe,44,Française des Jeux,1:06 1:06,+0:00,,4,2007,▼2
31.0,125.0,45,+1:06,,43,Lefèvre Laurent,45,Bouygues Telecom,",, 1:06",+0:00,,4,2007,▼2
21.0,215.0,46,+1:07,,44,Thomas Geraint,46,Barloworld,1:07 1:07,+0:00,,4,2007,▼2
24.0,122.0,47,+1:07,,45,Clement Stef,47,Bouygues Telecom,",, 1:07",+0:00,,4,2007,▼2
26.0,172.0,48,+1:07,,46,Barredo Carlos,48,Quickstep - Innergetic,",, 1:07",+0:00,,4,2007,▼2
31.0,56.0,49,+1:07,,83,Freire Óscar,49,Rabobank ProTeam,",, 1:07",-0:08,,4,2007,▲34
29.0,115.0,50,+1:07,,47,Martínez Egoi,50,Discovery Channel,",, 1:07",+0:00,,4,2007,▼3
26.0,193.0,51,+1:08,,48,Iglinskiy Maxim,51,Astana,1:08 1:08,+0:00,,4,2007,▼3
27.0,118.0,52,+1:08,,49,Popovych Yaroslav,52,Discovery Channel,",, 1:08",+0:00,,4,2007,▼3
23.0,168.0,53,+1:08,,50,Löfkvist Thomas,53,Française des Jeux,",, 1:08",+0:00,,4,2007,▼3
29.0,27.0,54,+1:08,,52,Kirchen Kim,54,T-Mobile Team,",, 1:08",+0:00,,4,2007,▼2
35.0,38.0,55,+1:08,,53,Voigt Jens,55,CSC ProTeam,",, 1:08",+0:00,,4,2007,▼2
36.0,61.0,56,+1:09,,54,Moreau Christophe,56,AG2R Prévoyance,1:09 1:09,+0:00,,4,2007,▼2
35.0,46.0,57,+1:09,,55,McEwen Robbie,57,Predictor - Lotto,",, 1:09",+0:00,,4,2007,▼2
34.0,137.0,58,+1:09,,56,Jalabert Nicolas,58,Agritubel,",, 1:09",+0:00,,4,2007,▼2
31.0,174.0,59,+1:09,,57,Garate Juan Manuel,59,Quickstep - Innergetic,",, 1:09",+0:00,,4,2007,▼2
24.0,96.0,60,+1:10,,58,Krauß Sven,60,Gerolsteiner,1:10 1:10,+0:00,,4,2007,▼2
28.0,161.0,61,+1:11,,60,Casar Sandy,61,Française des Jeux,1:11 1:11,+0:00,,4,2007,▼1
33.0,84.0,62,+1:11,,61,Bruseghin Marzio,62,Lampre-Fondital,",, 1:11",+0:00,,4,2007,▼1
29.0,45.0,63,+1:11,,62,Hoste Leif,63,Predictor - Lotto,",, 1:11",+0:00,,4,2007,▼1
22.0,167.0,64,+1:11,,63,Ladagnous Matthieu,64,Française des Jeux,",, 1:11",+0:00,,4,2007,▼1
28.0,129.0,65,+1:12,,64,Voeckler Thomas,65,Bouygues Telecom,1:12 1:12,+0:00,,4,2007,▼1
28.0,16.0,66,+1:12,,65,Pérez Francisco,66,Caisse d'Epargne,",, 1:12",+0:00,,4,2007,▼1
26.0,48.0,67,+1:12,,66,Vansummeren Johan,67,Predictor - Lotto,",, 1:12",+0:00,,4,2007,▼1
32.0,26.0,68,+1:13,,67,Grabsch Bert,68,T-Mobile Team,1:13 1:13,+0:00,,4,2007,▼1
35.0,44.0,69,+1:13,,68,Horner Chris,69,Predictor - Lotto,",, 1:13",+0:00,,4,2007,▼1
28.0,116.0,70,+1:13,,69,Noval Benjamin,70,Discovery Channel,",, 1:13",+0:00,,4,2007,▼1
36.0,179.0,71,+1:13,,70,Vasseur Cédric,71,Quickstep - Innergetic,",, 1:13",+0:00,,4,2007,▼1
28.0,65.0,72,+1:13,,71,Elmiger Martin,72,AG2R Prévoyance,",, 1:13",+0:00,,4,2007,▼1
27.0,98.0,73,+1:13,,73,Wegmann Fabian,73,Gerolsteiner,",, 1:13",+0:00,,4,2007,-
26.0,29.0,74,+1:14,,74,Sinkewitz Patrik,74,T-Mobile Team,1:14 1:14,+0:00,,4,2007,-
30.0,88.0,75,+1:14,,76,Valjavec Tadej,75,Lampre-Fondital,",, 1:14",+0:00,,4,2007,▲1
34.0,28.0,76,+1:14,,77,Merckx Axel,76,T-Mobile Team,",, 1:14",+0:00,,4,2007,▲1
32.0,194.0,77,+1:15,,78,Ivanov Serguei,77,Astana,1:15 1:15,+0:00,,4,2007,▲1
27.0,159.0,78,+1:15,,79,Willems Frederik,78,Liquigas,",, 1:15",+0:00,,4,2007,▲1
26.0,24.0,79,+1:15,,80,Eisel Bernhard,79,T-Mobile Team,",, 1:15",+0:00,,4,2007,▲1
33.0,107.0,80,+1:15,,81,Halgand Patrice,80,Crédit Agricole,",, 1:15",+0:00,,4,2007,▲1
27.0,81.0,81,+1:15,,82,Ballan Alessandro,81,Lampre-Fondital,",, 1:15",+0:00,,4,2007,▲1
34.0,13.0,82,+1:15,,84,Garcia José Vicente,82,Caisse d'Epargne,",, 1:15",+0:00,,4,2007,▲2
28.0,202.0,83,+1:15,,85,Camaño Iker,83,Saunier Duval,",, 1:15",+0:00,,4,2007,▲2
25.0,189.0,84,+1:15,,86,Sieberg Marcel,84,Milram,",, 1:15",+0:00,,4,2007,▲2
29.0,158.0,85,+1:16,,87,Wegelius Charles,85,Liquigas,1:16 1:16,+0:00,,4,2007,▲2
32.0,31.0,86,+1:16,,88,Sastre Carlos,86,CSC ProTeam,",, 1:16",+0:00,,4,2007,▲2
26.0,152.0,87,+1:16,,89,Albasini Michael,87,Liquigas,",, 1:16",+0:00,,4,2007,▲2
27.0,36.0,88,+1:17,,90,Schleck Fränk,88,CSC ProTeam,1:17 1:17,+0:00,,4,2007,▲2
30.0,71.0,89,+1:17,,91,Zubeldia Haimar,89,Euskaltel - Euskadi,",, 1:17",+0:00,,4,2007,▲2
32.0,43.0,90,+1:17,,92,Cioni Dario David,90,Predictor - Lotto,",, 1:17",+0:00,,4,2007,▲2
27.0,123.0,91,+1:17,,93,Florencio Xavier,91,Bouygues Telecom,",, 1:17",+0:00,,4,2007,▲2
23.0,197.0,92,+1:17,,94,Navarro Daniel,92,Astana,",, 1:17",+0:00,,4,2007,▲2
25.0,128.0,93,+1:18,,95,Tschopp Johann,93,Bouygues Telecom,1:18 1:18,+0:00,,4,2007,▲2
28.0,177.0,94,+1:18,,97,Tankink Bram,94,Quickstep - Innergetic,",, 1:18",+0:00,,4,2007,▲3
26.0,185.0,95,+1:18,,101,Knees Christian,95,Milram,",, 1:18",-0:02,,4,2007,▲6
28.0,155.0,96,+1:18,,98,Fischer Murilo Antonio,96,Liquigas,",, 1:18",+0:00,,4,2007,▲2
31.0,146.0,97,+1:20,,100,Parra Iván Ramiro,97,"Cofidis, le Crédit par Téléphone",1:20 1:20,+0:00,,4,2007,▲3
26.0,133.0,98,+1:20,,99,Dueñas Moisés,98,Agritubel,",, 1:20",+0:00,,4,2007,▲1
23.0,94.0,99,+1:20,,102,Haussler Heinrich,99,Gerolsteiner,",, 1:20",+0:00,,4,2007,▲3
29.0,207.0,100,+1:20,,103,Mayo Iban,100,Saunier Duval,",, 1:20",+0:00,,4,2007,▲3
29.0,92.0,101,+1:20,,104,Förster Robert,101,Gerolsteiner,",, 1:20",+0:00,,4,2007,▲3
32.0,105.0,102,+1:21,,105,Dean Julian,102,Crédit Agricole,1:21 1:21,+0:00,,4,2007,▲3
31.0,57.0,103,+1:21,,106,Niermann Grischa,103,Rabobank ProTeam,",, 1:21",+0:00,,4,2007,▲3
36.0,62.0,104,+1:21,,107,Arrieta José Luis,104,AG2R Prévoyance,",, 1:21",+0:00,,4,2007,▲3
30.0,106.0,105,+1:21,,108,Fofonov Dmitriy,105,Crédit Agricole,",, 1:21",+0:00,,4,2007,▲3
30.0,154.0,106,+1:21,,109,Carlström Kjell,106,Liquigas,",, 1:21",+0:00,,4,2007,▲3
37.0,68.0,107,+1:22,,110,Goubert Stéphane,107,AG2R Prévoyance,1:22 1:22,+0:00,,4,2007,▲3
35.0,52.0,109*,+1:22,,112*,Boogerd Michael,109*,Rabobank ProTeam,",, 1:22",+0:00,,4,2007,-
36.0,153.0,109,+1:22,,112,Beltrán Manuel,109,Liquigas,",, 1:22",+0:00,,4,2007,▲3
28.0,121.0,110,+1:23,,113,Fédrigo Pierrick,110,Bouygues Telecom,1:23 1:23,+0:00,,4,2007,▲3
24.0,219.0,111,+1:23,,114,Soler Juan Mauricio,111,Barloworld,",, 1:23",+0:00,,4,2007,▲3
24.0,162.0,112,+1:23,,116,Chavanel Sébastien,112,Française des Jeux,",, 1:23",+0:00,,4,2007,▲4
31.0,166.0,113,+1:23,,117,Jégou Lilian,113,Française des Jeux,",, 1:23",+0:00,,4,2007,▲4
30.0,83.0,114,+1:24,,118,Bossoni Paolo,114,Lampre-Fondital,1:24 1:24,+0:00,,4,2007,▲4
24.0,22.0,115,+1:24,,119,Burghardt Marcus,115,T-Mobile Team,",, 1:24",+0:00,,4,2007,▲4
27.0,132.0,116,+1:24,,120,Bichot Freddy,116,Agritubel,",, 1:24",+0:00,,4,2007,▲4
32.0,203.0,117,+1:24,,121,Cañada David,117,Saunier Duval,",, 1:24",+0:00,,4,2007,▲4
33.0,47.0,118,+1:25,,122,Rodriguez Fred,118,Predictor - Lotto,1:25 1:25,+0:00,,4,2007,▲4
28.0,63.0,119,+1:26,,123,Calzati Sylvain,119,AG2R Prévoyance,1:26 1:26,+0:00,,4,2007,▲4
34.0,183.0,120,+1:26,,124,Grabsch Ralf,120,Milram,",, 1:26",+0:00,,4,2007,▲4
27.0,198.0,121,+1:26,,125,Rast Grégory,121,Astana,",, 1:26",+0:00,,4,2007,▲4
32.0,42.0,122,+1:26,,126,Aerts Mario,122,Predictor - Lotto,",, 1:26",+0:00,,4,2007,▲4
27.0,67.0,123,+1:26,,127,Gerrans Simon,123,AG2R Prévoyance,",, 1:26",+0:00,,4,2007,▲4
27.0,126.0,124,+1:26,,128,Pineau Jérôme,124,Bouygues Telecom,",, 1:26",+0:00,,4,2007,▲4
29.0,131.0,125,+1:26,,129,Mercado Juan Miguel,125,Agritubel,",, 1:26",+0:00,,4,2007,▲4
32.0,103.0,126,+1:26,,130,Botcharov Alexandre,126,Crédit Agricole,",, 1:26",+0:00,,4,2007,▲4
26.0,109.0,127,+1:27,,131,Le Mével Christophe,127,Crédit Agricole,1:27 1:27,+0:00,,4,2007,▲4
30.0,76.0,128,+1:28,,132,Landaluze Iñigo,128,Euskaltel - Euskadi,1:28 1:28,+0:00,,4,2007,▲4
32.0,64.0,129,+1:28,,133,Dessel Cyril,129,AG2R Prévoyance,",, 1:28",+0:00,,4,2007,▲4
24.0,78.0,130,+1:28,,134,Txurruka Amets,130,Euskaltel - Euskadi,",, 1:28",+0:00,,4,2007,▲4
29.0,182.0,131,+1:29,,135,Cortinovis Alessandro,131,Milram,1:29 1:29,+0:00,,4,2007,▲4
25.0,209.0,132,+1:30,,136,Ventoso Francisco José,132,Saunier Duval,1:30 1:30,+0:00,,4,2007,▲4
