Rider,year,stage_scores
Boivin Guillaume,2014,0.0
Bole Grega,2012,0.0
Bole Grega,2013,7.0
Bole Grega,2015,0.0
Bolts Udo,2000,33.0
Bolts Udo,2001,27.0
Bonetti Enrico,1998,0.0
Bongioni Alessio,1998,0.0
Bonifazio Niccolo,2015,0.0
Bonifazio Niccolo,2017,63.0
Bonnafond Guillaume,2012,0.0
Bonnafond Guillaume,2015,0.0
Bonnaire Olivier,2008,0.0
Bonnaire Olivier,2009,0.0
Bonnaire Olivier,2010,0.0
Bonnet William,2006,0.0
Bonnet William,2007,57.0
Bonnet William,2012,0.0
Bonnet William,2013,0.0
Bonnet William,2015,0.0
Bono Matteo,2008,0.0
Bono Matteo,2010,0.0
Bono Matteo,2011,0.0
Bono Matteo,2016,0.0
Bontempi Fabrizio,1998,0.0
Boogerd Michael,1999,25.0
Boogerd Michael,2000,90.0
Boogerd Michael,2006,14.0
Boogerd Michael,2007,0.0
Bookwalter Brent,2011,0.0
Bookwalter Brent,2012,25.0
Boom Lars,2009,17.0
Boom Lars,2016,0.0
Boom Lars,2017,10.0
Boonen Tom,2005,54.0
Boonen Tom,2006,55.0
Boonen Tom,2010,0.0
Boonen Tom,2011,17.0
Boonen Tom,2012,0.0
Boonen Tom,2013,0.0
Boonen Tom,2014,0.0
Borgheresi Simone,1998,13.0
Bortolami Gianluca,1998,0.0
Bortolami Gianluca,1999,0.0
Bortolami Gianluca,2001,42.0
Bortolami Gianluca,2002,20.0
Bortolami Gianluca,2004,7.0
Boscardin Bruno,1998,22.0
Boscardin Bruno,2000,17.0
Boswell Ian,2016,0.0
Botcharov Alexandre,2006,82.0
Botcharov Alexandre,2008,51.0
Botero Santiago,2004,32.0
Boucher David,2012,0.0
Boudat Thomas,2017,0.0
Boudat Thomas,2018,7.0
Bouet Maxime,2013,0.0
Bourquenoud Pierre,1998,0.0
Bourquenoud Pierre,1999,0.0
Bourquenoud Pierre,2000,0.0
Bourquenoud Pierre,2001,0.0
Bourquenoud Pierre,2002,27.0
Bouvard Gilles,1998,20.0
Bouwman Koen,2016,14.0
Bouwman Koen,2018,0.0
Bouyer Franck,1999,0.0
Bovay Steve,2008,0.0
Boven Jan,2001,11.0
Boven Jan,2002,16.0
Boven Jan,2004,0.0
Boven Jan,2005,0.0
Boven Jan,2006,0.0
Boven Jan,2007,0.0
Bozic Borut,2011,43.0
Bozic Borut,2015,17.0
Br\xe4ndle Matthias,2015,0.0
Br\xe4ndle Matthias,2016,8.0
Br\xe4ndle Matthias,2017,0.0
Br\xfcngger Nico,2016,6.0
Brajkovi\u010d Janez,2006,56.0
Brajkovi\u010d Janez,2007,22.0
Brajkovi\u010d Janez,2013,28.0
Bramati Davide,1999,0.0
Bramati Davide,2003,0.0
Bramati Davide,2004,0.0
Brambilla Gianluca,2015,0.0
Brambilla Gianluca,2017,0.0
Brammeier Matthew,2016,0.0
Brandt Christophe,2006,0.0
Brard Florent,2009,0.0
Brasi Rossano,1998,0.0
Brasi Rossano,1999,0.0
Brasi Rossano,2000,0.0
Bratkowski Jan,2000,34.0
Breen Vegard,2014,0.0
Breen Vegard,2015,0.0
Breschel Matti,2009,55.0
Breschel Matti,2010,48.0
Breschel Matti,2011,0.0
Breschel Matti,2012,31.0
Breschel Matti,2013,37.0
Breschel Matti,2014,10.0
Breschel Matti,2015,0.0
Breschel Matti,2016,24.0
Breschel Matti,2017,0.0
Breschel Matti,2018,0.0
Brochard Laurent,2005,14.0
Brochard Laurent,2006,0.0
Brochard Laurent,2007,14.0
Brown Nathan,2014,0.0
Brown Nathan,2018,0.0
Brozyna Tomasz,2003,31.0
Bru Jon,2007,0.0
Bruseghin Marzio,2007,24.0
Bruseghin Marzio,2010,0.0
Bruseghin Marzio,2011,0.0
Bruseghin Marzio,2012,0.0
Brutt Pavel,2009,0.0
Brutt Pavel,2010,0.0
Brutt Pavel,2011,0.0
Brutt Pavel,2015,0.0
Bruyneel Johan,1998,9.0
Bucciero Antonio,2004,0.0
Budding Martijn,2017,0.0
Bulgac Brian,2013,0.0
Burghardt Marcus,2007,37.0
Burghardt Marcus,2008,0.0
Burghardt Marcus,2009,0.0
Burghardt Marcus,2010,70.0
Burghardt Marcus,2011,0.0
Burghardt Marcus,2012,23.0
Burghardt Marcus,2013,0.0
Burghardt Marcus,2014,14.0
Burghardt Marcus,2017,20.0
Burghardt Marcus,2018,0.0
Busche Matthew,2014,0.0
Buschor Philipp,1998,45.0
Buschor Philipp,1999,30.0
Buxhofer Matthias,2000,58.0
Buxhofer Matthias,2001,17.0
Bystr\xf8m Sven Erik,2016,17.0
Ca\xf1ada David,1998,0.0
Ca\xf1ada David,1999,0.0
Ca\xf1ada David,2004,55.0
Ca\xf1ada David,2006,38.0
Ca\xf1ada David,2008,0.0
Cadamuro Simone,2006,0.0
Calcagni Patrick,2000,0.0
Calcagni Patrick,2001,12.0
Calcagni Patrick,2002,10.0
Calcagni Patrick,2003,0.0
Calcagni Patrick,2004,30.0
Calcagni Patrick,2007,16.0
Cali Vincent,1998,0.0
Callegarin Daniele,2011,0.0
Calmejane Lilian,2017,34.0
Calmejane Lilian,2018,24.0
Calzati Sylvain,2006,6.0
Calzati Sylvain,2008,0.0
Cama\xf1o Iker,2009,0.0
Camenzind Oscar,1999,149.0
Camenzind Oscar,2000,87.0
Camenzind Oscar,2001,87.0
Camenzind Oscar,2003,31.0
Camenzind Oscar,2004,98.0
Cancellara Fabian,2003,59.0
Cancellara Fabian,2004,26.0
Cancellara Fabian,2005,43.0
Cancellara Fabian,2006,14.0
Cancellara Fabian,2007,75.0
Cancellara Fabian,2008,70.0
Cancellara Fabian,2009,142.0
Cancellara Fabian,2010,103.0
Cancellara Fabian,2011,35.0
Cancellara Fabian,2012,60.0
Cancellara Fabian,2013,0.0
Cancellara Fabian,2014,24.0
Cancellara Fabian,2015,0.0
Cancellara Fabian,2016,40.0
Cannone Marco,1999,0.0
Capecchi Eros,2008,19.0
Capecchi Eros,2009,53.0
Capecchi Eros,2011,17.0
Capecchi Eros,2014,33.0
Capecchi Eros,2015,0.0
Capelle Ludovic,2002,0.0
Capelli Ermano,2010,0.0
Cardoso Andr\xe9,2014,32.0
Cardoso Andr\xe9,2015,0.0
Cardoso Pedro,2004,0.0
Carlstr\xf6m Kjell,2005,0.0
Carlstr\xf6m Kjell,2006,0.0
Carlstr\xf6m Kjell,2007,9.0
Carlstr\xf6m Kjell,2010,0.0
Carrara Matteo,2007,77.0
Carrara Matteo,2010,42.0
Carrara Matteo,2011,0.0
Carthy Hugh,2017,0.0
Carthy Hugh,2018,14.0
Caruso Damiano,2011,0.0
Caruso Damiano,2013,0.0
Caruso Damiano,2017,134.0
Caruso Giampaolo,2005,0.0
Caruso Giampaolo,2006,44.0
Caruso Giampaolo,2011,59.0
Caruso Giampaolo,2012,38.0
Casagranda Stefano,2002,38.0
Casagrande Filippo,1998,0.0
Casagrande Francesco,1998,142.0
Casagrande Francesco,1999,139.0
Casagrande Francesco,2000,48.0
Casagrande Francesco,2002,104.0
Casagrande Francesco,2003,139.0
Casagrande Francesco,2004,0.0
Casagrande Stefano,1999,16.0
Casar Sandy,2003,52.0
Casar Sandy,2009,0.0
Casar Sandy,2010,24.0
Casarotto Davide,2002,11.0
Casper Jimmy,2002,30.0
Casper Jimmy,2003,15.0
Casper Jimmy,2006,0.0
Cassani Enrico,2002,30.0
Castaldo Nicola,1998,0.0
Castanheira Bruno,2004,0.0
Castelijns Twan,2016,0.0
Castresana Angel,2004,21.0
Castroviejo Jonathan,2010,46.0
Castroviejo Jonathan,2011,0.0
Castroviejo Jonathan,2016,20.0
Castroviejo Jonathan,2017,0.0
Cataldo Dario,2012,19.0
Cattai Stefano,1998,11.0
Cattai Stefano,1999,0.0
Cattai Stefano,2000,0.0
Cattai Stefano,2001,9.0
Cattaneo Mattia,2014,16.0
Caucchioli Pietro,2004,7.0
Caucchioli Pietro,2008,30.0
Cavendish Mark,2009,70.0
Cavendish Mark,2010,0.0
Cavendish Mark,2011,0.0
Cavendish Mark,2014,35.0
Cavendish Mark,2015,20.0
Celestino Mirko,1999,38.0
Celestino Mirko,2001,0.0
Celestino Mirko,2002,0.0
Celestino Mirko,2003,0.0
Celestino Mirko,2005,30.0
Celestino Mirko,2006,0.0
Celestino Mirko,2007,0.0
Cerezo Francisco,2001,8.0
Ch\xe9rel Micka\xebl,2011,0.0
Ch\xe9rel Micka\xebl,2013,0.0
Chainel Steve,2009,9.0
Chainel Steve,2012,7.0
Chantyr Anton,2001,0.0
Chantyr Anton,2002,0.0
Charpenteau Yohann,2003,0.0
Charriere Christian,1999,0.0
Charriere Christian,2000,12.0
Charriere Christian,2002,18.0
Chassot Richard,1998,0.0
Chaurreau I\xf1igo,2006,0.0
Chavanel S\xe9bastien,2015,0.0
Chavanel Sylvain,2008,0.0
Chavanel Sylvain,2009,6.0
Chavanel Sylvain,2010,0.0
Chavanel Sylvain,2011,0.0
Chavanel Sylvain,2017,32.0
Chaves Johan Esteban,2014,35.0
Chaves Johan Esteban,2015,43.0
Checchin Stefano,1998,0.0
Cheli Simone,1998,0.0
Chernetski Sergei,2014,14.0
Chernetski Sergei,2016,55.0
Cheula Giampaolo,2010,0.0
Chiappucci Claudio,1998,0.0
Chicchi Francesco,2004,30.0
Chicchi Francesco,2007,0.0
China Valentino,2000,0.0
Chmielewski Piotr,2003,0.0
Christen Josef,1998,33.0
Christen Josef,1999,24.0
Christensen Bekim leif,2002,0.0
Christensen Bekim leif,2003,16.0
Christensen Bekim leif,2004,0.0
Christensen Mads,2011,0.0
Christian Mark,2017,6.0
Christian Mark,2018,0.0
Cie\u015blik Pawe\u0142,2016,27.0
Cigana Massimo,2000,48.0
Cimolai Davide,2013,53.0
Cimolai Davide,2015,26.0
Cimolai Davide,2016,12.0
Cimolai Davide,2018,0.0
Cink Ondrej,2017,7.0
Ciolek Gerald,2008,52.0
Ciolek Gerald,2009,63.0
Ciolek Gerald,2010,22.0
Ciolek Gerald,2011,19.0
Ciolek Gerald,2014,9.0
Cioni Dario,2004,107.0
Cioni Dario,2006,0.0
Cioni Dario,2011,0.0
Clarke Hilton,2009,0.0
Clarke Simon,2011,17.0
Clarke Simon,2014,0.0
Clarke Simon,2015,0.0
Clarke William,2018,0.0
Clement Stef,2014,41.0
Clerc Aur\xe9lien,2004,23.0
Clerc Aur\xe9lien,2005,75.0
Clerc Aur\xe9lien,2006,24.0
Clerc Aur\xe9lien,2007,11.0
Clinger David,2004,0.0
Cobo Juan Jose,2004,0.0
Cobo Juan Jose,2007,0.0
Cobo Juan Jose,2009,0.0
Codol Massimo,1998,0.0
Codol Massimo,2001,0.0
Codol Massimo,2004,0.0
Coenen Johan,2004,0.0
Colbrelli Sonny,2018,75.0
Colli Daniele,2005,61.0
Colli Daniele,2012,17.0
Colom Antonio,2005,0.0
Colombo Gabriele,1999,0.0
Commesso Salvatore,1999,43.0
Commesso Salvatore,2000,60.0
Commesso Salvatore,2002,46.0
Commesso Salvatore,2003,88.0
Commesso Salvatore,2004,17.0
Commesso Salvatore,2005,0.0
Commesso Salvatore,2006,0.0
Commeyne Davy,2004,18.0
Consonni Simone,2017,13.0
Contador Alberto,2006,46.0
Conte Biagio,1998,0.0
Conti Valerio,2015,7.0
Conti Valerio,2017,70.0
Contreras Rodrigo,2016,0.0
Contrini Daniele,2000,24.0
Contrini Daniele,2001,0.0
Contrini Daniele,2006,35.0
Cooke Baden,2003,57.0
Cooke Baden,2005,63.0
Cooke Baden,2011,0.0
Cooke Baden,2012,30.0
Cooke Baden,2013,0.0
Coppel J\xe9rome,2015,0.0
Coquard Bryan,2014,12.0
Cordeel Sander,2012,0.0
Corioni Claudio,2008,13.0
Corioni Claudio,2009,0.0
Cornu Dominique,2009,0.0
Cort Nielsen Magnus,2016,44.0
Cort Nielsen Magnus,2017,24.0
Cort Nielsen Magnus,2018,42.0
Corti Marco,2010,0.0
Cortinovis Alessandro,2003,0.0
Cortinovis Alessandro,2004,15.0
Costa M\xe1rio,2015,0.0
Costa M\xe1rio,2016,0.0
Costa Rui,2009,50.0
Costa Rui,2010,35.0
Costa Rui,2012,84.0
Costa Rui,2013,112.0
Costa Rui,2014,111.0
Costa Rui,2016,101.0
Costa Rui,2017,86.0
Cotar Martin,2001,6.0
Coyot Arnaud,2005,16.0
Coyot Arnaud,2006,20.0
Coyot Arnaud,2010,0.0
Craddock Lawson,2014,28.0
Craddock Lawson,2017,0.0
Cras Steff,2018,0.0
Crepaldi Mirco,1998,0.0
Crepaldi Mirco,1999,0.0
Crepaldi Mirco,2000,0.0
Cretskens Wilfried,2001,0.0
Cretskens Wilfried,2009,0.0
Cretskens Wilfried,2010,0.0
Criel Tom,2007,0.0
Cruz Antonio,2008,0.0
Cuesta \xcd\xf1igo,1999,0.0
Cuesta \xcd\xf1igo,2001,58.0
Cuesta \xcd\xf1igo,2009,0.0
Cummings Stephen,2012,21.0
Cunego Damiano,2007,94.0
Cunego Damiano,2008,74.0
Cunego Damiano,2009,71.0
Cunego Damiano,2011,138.0
Cunego Damiano,2012,17.0
Cunego Damiano,2018,0.0
Curvers Roy,2017,0.0
Cusin Remi,2012,14.0
D Hollander Glenn,2004,0.0
D\xe9mare Arnaud,2013,80.0
D\xe9mare Arnaud,2015,32.0
D\xe9mare Arnaud,2018,35.0
Da Cruz Carlos,2002,29.0
Da Cruz Carlos,2007,0.0
Da Silva Correira Joao,2010,0.0
Dall'Antonia Tiziano,2012,0.0
Dall\\'olio Davide,1998,0.0
Danielson Thomas,2004,11.0
Danielson Thomas,2009,8.0
Danielson Thomas,2010,19.0
Danielson Thomas,2011,49.0
Danielson Thomas,2012,39.0
Danielson Thomas,2014,0.0
Danielson Thomas,2015,0.0
Davies Scott,2018,0.0
Davis Allan,2006,62.0
Davis Allan,2010,0.0
Davis Allan,2011,0.0
Davis Allan,2012,48.0
Day Benjamin,2004,19.0
De Clercq Bart,2012,0.0
De Clercq Bart,2017,6.0
De Clercq Hans,2003,11.0
De Gendt Thomas,2011,35.0
De Gendt Thomas,2015,0.0
De Groote Thierry,2003,0.0
De Juan Jorge,2006,0.0
De La Fuente David,2005,15.0
De La Fuente David,2006,25.0
De La Parte V\xedctor,2016,57.0
De La Parte V\xedctor,2017,46.0
De La Parte V\xedctor,2018,0.0
De Marchi Alessandro,2018,0.0
De Paoli Daniele,1998,26.0
De Paoli Daniele,1999,18.0
De Paoli Daniele,2000,17.0
De Pasquale Maurizio,1998,0.0
De Pasquale Maurizio,1999,43.0
De Waele Fabian,2003,42.0
De Weert Kevin,2007,0.0
De Weert Kevin,2011,14.0
De Weert Kevin,2013,0.0
De Wolf Steve,2003,0.0
Dean Julian,2003,78.0
Dean Julian,2004,19.0
Dean Julian,2006,0.0
Debesay Mekseb,2017,0.0
Debusschere Jens,2013,18.0
Declercq Tim,2018,0.0
Degand Thomas,2014,15.0
Degenkolb John,2013,44.0
Degenkolb John,2014,26.0
Degenkolb John,2015,24.0
Degenkolb John,2017,72.0
Degenkolb John,2018,20.0
Dehaes Kenny,2013,0.0
Dehaes Kenny,2014,0.0
Dehaes Kenny,2015,0.0
Deignan Philip,2008,11.0
Deignan Philip,2010,0.0
Deignan Philip,2011,0.0
Deignan Philip,2014,62.0
Deignan Philip,2017,0.0
Dekker Erik,1998,43.0
Dekker Erik,1999,55.0
Dekker Thomas,2007,46.0
Dekker Thomas,2008,0.0
Dekker Thomas,2009,14.0
Dekker Thomas,2012,0.0
Del Nero Jes\xfas,2008,21.0
Del Olmo Jose Maria,2004,79.0
Delage Micka\xebl,2008,6.0
Delage Micka\xebl,2009,12.0
Delaplace Anthony,2013,0.0
Delbove Jerome,1999,0.0
Delbove Jerome,2000,0.0
Dellavedova Marco,1999,0.0
Dellavedova Marco,2000,0.0
Demaret Jean-Eudes,2009,0.0
Denifl Stefan,2013,0.0
Denifl Stefan,2015,17.0
Denifl Stefan,2018,0.0
Dennis Rohan,2014,0.0
Dennis Rohan,2017,35.0
Denz Nico,2017,0.0
Derganc Martin,2003,26.0
Dessel Cyril,2011,0.0
Detilloux Christophe,2004,16.0
Devenyns Dries,2010,38.0
Devenyns Dries,2011,31.0
Devenyns Dries,2015,0.0
Devenyns Dries,2016,0.0
Devolder Stijn,2007,52.0
Devolder Stijn,2008,65.0
Devolder Stijn,2010,49.0
Devolder Stijn,2011,0.0
Devolder Stijn,2013,0.0
Devolder Stijn,2014,0.0
Devolder Stijn,2015,16.0
Devolder Stijn,2016,0.0
Di Biase Moreno,1999,0.0
Di Grande Giuseppe,2002,93.0
Di Luca Danilo,2002,0.0
Di Luca Danilo,2011,49.0
Diaz Herminio,1998,12.0
Diaz Rafael,1998,0.0
Diaz de Otazu Luis Maria,1998,0.0
Dibben Jonathan,2017,0.0
Didier Laurent,2012,9.0
Didier Laurent,2014,0.0
Didier Laurent,2015,0.0
Dierckxsens Ludo,1999,39.0
Dietziker Andreas,2006,0.0
Dietziker Andreas,2008,22.0
Dietziker Andreas,2009,19.0
Dietziker Andreas,2011,18.0
Dillier Silvan,2014,51.0
Dillier Silvan,2015,19.0
Dillier Silvan,2016,26.0
Dillier Silvan,2018,0.0
Dion Renaud,2006,0.0
Dion Renaud,2008,19.0
Dion Renaud,2009,19.0
Dmitriyev Valeriy,2010,0.0
Dockx Bart,2005,0.0
Dockx Bart,2006,0.0
Dockx Bart,2007,0.0
Dockx Gert,2014,11.0
Dombrowski Joe,2013,24.0
Dombrowski Joe,2014,10.0
Dombrowski Joe,2015,8.0
Dombrowski Joe,2016,31.0
Dombrowski Joe,2017,26.0
Dombrowski Joe,2018,0.0
Dominguez Juan Carlos,2003,22.0
Dominguez Juan Carlos,2005,0.0
Domont Axel,2015,0.0
Donati Massimo,1998,0.0
Donati Massimo,2000,0.0
Donati Massimo,2001,16.0
Donati Massimo,2002,9.0
Dotti Fausto,1998,32.0
Dotti Fausto,2000,0.0
Dotti Fausto,2001,0.0
Dougall Nick,2017,0.0
Dougall Nick,2018,0.0
Doull Owain,2017,16.0
Doull Owain,2018,6.0
Dowsett Alex,2014,0.0
Dowsett Alex,2016,0.0
Dowsett Alex,2017,0.0
Drancourt Pierre,2006,0.0
Drew Jamie Peter,2000,0.0
Drucker Jean-Pierre,2015,24.0
Duchesne Antoine,2017,0.0
