Rider,year,stage_scores
Duclos-Lassalle Herv\xe9,2008,0.0
Duclos-Lassalle Herv\xe9,2009,6.0
Dufaux Laurent,1998,28.0
Dufaux Laurent,1999,140.0
Dufaux Laurent,2000,40.0
Dufaux Laurent,2001,28.0
Dufaux Laurent,2002,102.0
Duggan Timothy,2012,0.0
Duijn Huub,2009,0.0
Duijn Huub,2016,0.0
Duijn Marcel,2002,7.0
Duma Vladimir,1998,112.0
Dumoulin Samuel,2009,15.0
Dumoulin Tom,2013,6.0
Dumoulin Tom,2014,83.0
Dumoulin Tom,2015,99.0
Dumoulin Tom,2017,0.0
Dunbar Edward,2018,0.0
Dunne Conor,2017,0.0
Dupont Hubert,2007,29.0
Dupont Hubert,2016,12.0
Duque Leonardo,2008,62.0
Duque Leonardo,2009,0.0
Duran Arkaitz,2007,0.0
Durand Jacky,2000,0.0
Durasek Kristijan,2015,56.0
Durasek Kristijan,2016,0.0
Durbridge Luke,2016,0.0
Durbridge Luke,2017,0.0
Dyachenko Alexandr,2011,0.0
Dyachenko Alexandr,2013,43.0
Edmondson Joshua,2013,0.0
Efimkin Alexander,2009,19.0
Efimkin Alexander,2011,7.0
Efimkin Alexander,2012,0.0
Efimkin Vladimir,2006,20.0
Efimkin Vladimir,2007,94.0
Efimkin Vladimir,2010,0.0
Eiking Odd Christian,2016,0.0
Eiking Odd Christian,2017,0.0
Eisel Bernhard,2005,35.0
Eisel Bernhard,2006,16.0
Eisel Bernhard,2009,35.0
Eisel Bernhard,2010,0.0
Eisel Bernhard,2011,0.0
Eisel Bernhard,2013,0.0
Eisel Bernhard,2015,0.0
Ekimov Viatcheslav,1999,85.0
Ekimov Viatcheslav,2001,24.0
El Fares Julien,2012,9.0
Elijzen Michiel,2010,0.0
Elissonde Kenny,2016,0.0
Elli Alberto,1999,42.0
Elli Alberto,2000,20.0
Elmiger Martin,2001,48.0
Elmiger Martin,2002,27.0
Elmiger Martin,2004,16.0
Elmiger Martin,2005,20.0
Elmiger Martin,2006,39.0
Elmiger Martin,2007,51.0
Elmiger Martin,2008,41.0
Elmiger Martin,2009,0.0
Elmiger Martin,2010,14.0
Elmiger Martin,2011,0.0
Elmiger Martin,2012,39.0
Elmiger Martin,2013,20.0
Elmiger Martin,2014,0.0
Elmiger Martin,2015,11.0
Elmiger Martin,2016,0.0
Elmiger Martin,2017,0.0
Eltink Theo,2007,0.0
Eltink Theo,2008,0.0
Enger Sondre Holst,2017,11.0
Engoulvent Jimmy,2006,0.0
Engoulvent Jimmy,2014,0.0
Ermeti Giairo,2006,0.0
Eskov Nikita,2009,0.0
Etxebarria David,1998,0.0
Etxebarria David,2005,40.0
Etxebarria David,2006,0.0
Etxebarria Unai,2006,0.0
Euser Lucas,2012,0.0
Evans Cadel,2005,31.0
Evans Cadel,2006,69.0
Evans Cadel,2014,57.0
F\xf6rster Robert,2003,34.0
F\xf6rster Robert,2004,0.0
F\xf6rster Robert,2008,48.0
Facci Mauro,2003,13.0
Facci Mauro,2007,0.0
Fagnini Gian-matteo,2001,56.0
Fagnini Gian-matteo,2002,16.0
Fagnini Gian-matteo,2004,9.0
Fairly Caleb,2012,0.0
Farazijn Peter,2000,0.0
Farazijn Peter,2001,0.0
Farazijn Peter,2005,0.0
Faresin Gianni,1998,6.0
Faresin Gianni,2002,0.0
Faresin Gianni,2004,0.0
Farrar Tyler,2012,18.0
Farrar Tyler,2013,26.0
Farrar Tyler,2016,0.0
Farrar Tyler,2017,0.0
Faustini Stefano,1999,14.0
Feillu Brice,2010,0.0
Feillu Brice,2013,0.0
Feillu Romain,2013,8.0
Felline Fabio,2010,19.0
Felline Fabio,2017,15.0
Fern\xe1ndez Koldo,2008,6.0
Fern\xe1ndez Koldo,2009,19.0
Fern\xe1ndez Koldo,2010,0.0
Fern\xe1ndez Koldo,2011,49.0
Fernandez Alberto,2006,0.0
Fernandez Alberto,2007,0.0
Fernandez Manuel,1999,10.0
Ferrara Raffaele,2002,0.0
Ferrara Raffaele,2004,0.0
Ferrari Diego,1998,24.0
Ferrari Roberto,2013,0.0
Ferrari Roberto,2018,0.0
Fertonani Marco,2002,26.0
Fertonani Marco,2003,0.0
Fertonani Marco,2005,0.0
Fertonani Marco,2006,9.0
Figueras Giuliano,2006,0.0
Fincato Marco,2000,95.0
Fincato Marco,2001,0.0
Finco Carlo,1998,0.0
Finco Carlo,1999,0.0
Finesso Stefano,1998,8.0
Fischer Murilo Antonio,2004,30.0
Fischer Murilo Antonio,2007,46.0
Fischer Murilo Antonio,2008,7.0
Flecha Juan Antonio,2006,0.0
Flecha Juan Antonio,2007,12.0
Flecha Juan Antonio,2010,49.0
Flickinger Andy,2002,45.0
Florencio Xavier,2007,100.0
Florencio Xavier,2008,25.0
Florencio Xavier,2009,27.0
Florencio Xavier,2010,0.0
Flores Iker,2005,0.0
Flores Iker,2006,0.0
Fominykh Daniil,2015,0.0
Fominykh Daniil,2017,0.0
Fondriest Maurizio,1998,73.0
Formolo Davide,2014,60.0
Fothen Markus,2004,14.0
Fothen Markus,2006,9.0
Fothen Markus,2008,61.0
Fr\xf6hlinger Johannes,2007,0.0
Fr\xf6hlinger Johannes,2009,0.0
Fr\xf6hlinger Johannes,2010,32.0
Fr\xf6hlinger Johannes,2013,0.0
Fr\xf6hlinger Johannes,2015,0.0
Fr\xf6hlinger Johannes,2016,0.0
Fragniere C\xe9dric,2001,0.0
Fraile Omar,2018,14.0
Frank Mathias,2008,0.0
Frank Mathias,2010,20.0
Frank Mathias,2011,63.0
Frank Mathias,2012,46.0
Frank Mathias,2013,85.0
Frank Mathias,2014,90.0
Frank Mathias,2016,13.0
Frank Mathias,2017,59.0
Frank Mathias,2018,45.0
Franzoi Enrico,2008,0.0
Fraser Gordon,2000,0.0
Frattini Cristiano,2001,0.0
Frei Thomas,2007,0.0
Freire Oscar,2005,0.0
Freire Oscar,2006,107.0
Freire Oscar,2007,11.0
Freire Oscar,2008,112.0
Freire Oscar,2009,86.0
Freire Oscar,2010,54.0
Freire Oscar,2011,52.0
Freire Oscar,2012,39.0
Frigo Dario,1998,0.0
Frigo Dario,2000,105.0
Frigo Dario,2003,24.0
Frigo Dario,2005,40.0
Frischkorn William,2009,0.0
Fritsch Nicolas,2001,0.0
Fritsch Nicolas,2002,69.0
Fritsch Nicolas,2003,26.0
Froome Christopher,2011,35.0
Fuentes Juan,2002,10.0
Fuentes Juan,2003,0.0
Fuentes Juan,2004,22.0
Fuglsang Jakob,2010,67.0
Fuglsang Jakob,2011,82.0
Fuglsang Jakob,2012,65.0
Fuglsang Jakob,2015,94.0
Fuglsang Jakob,2018,74.0
Fumeaux Jonathan,2014,0.0
Fumeaux Jonathan,2015,12.0
Furlan Angelo,2005,17.0
Furlan Angelo,2010,0.0
G\xe1lvez Isaac,2006,19.0
G\xf3mez Marchante Jose Angel,2006,48.0
G\xf3mez Marchante Jose Angel,2007,53.0
G\xf3mez Marchante Jose Angel,2009,0.0
Gabriel Fr\xe9d\xe9ric,2002,0.0
Gadret John,2004,0.0
Gadret John,2007,12.0
Gadret John,2009,0.0
Gadret John,2012,18.0
Gajek Artur,2010,0.0
Galdos Aitor,2007,0.0
Galdos Aitor,2009,0.0
Galletti Alessio,1998,0.0
Galletti Alessio,1999,0.0
Galli Daniele,1999,0.0
Galparsoro Dionisio,2008,0.0
Ganna Filippo,2018,15.0
Garate Juan Manuel,2000,28.0
Garate Juan Manuel,2001,73.0
Garate Juan Manuel,2002,35.0
Garate Juan Manuel,2004,10.0
Garate Juan Manuel,2007,20.0
Garate Juan Manuel,2010,20.0
Garc\xeda Felix Manuel,1998,39.0
Garcia Cortina Ivan,2017,15.0
Garcia Jonathan,2008,0.0
Garcia Jose Vicente,2008,0.0
Garcia Jose Vicente,2009,0.0
Garcia Marcelino,1998,0.0
Garcia Marcelino,1999,0.0
Garcia Marcelino,2001,20.0
Garmendia Aitor,2003,0.0
Garzelli Stefano,1998,189.0
Garzelli Stefano,2000,61.0
Garzelli Stefano,2001,92.0
Garzelli Stefano,2004,0.0
Garzelli Stefano,2006,35.0
Gasparotto Enrico,2009,17.0
Gasparotto Enrico,2011,48.0
Gasparotto Enrico,2013,0.0
Gasparotto Enrico,2014,17.0
Gasparotto Enrico,2015,14.0
Gasparotto Enrico,2017,0.0
Gasparotto Enrico,2018,20.0
Gasperoni Cristian,1998,20.0
Gasperoni Cristian,1999,65.0
Gastauer Ben,2011,0.0
Gastauer Ben,2018,0.0
Gate Aaron,2017,29.0
Gates Nick,2003,0.0
Gates Nick,2005,0.0
Gatto Oscar,2016,0.0
Gatto Oscar,2017,36.0
Gatto Oscar,2018,0.0
Gaudin Damien,2009,0.0
Gaudin Damien,2015,0.0
Gaudin Damien,2016,0.0
Gaumont Philippe,1998,48.0
Gaumont Philippe,2000,0.0
Gaute H\xf8lest\xf8l Sveln,2000,0.0
Gautier Cyril,2018,33.0
Gavazzi Francesco,2009,74.0
Gavazzi Francesco,2010,40.0
Gavazzi Francesco,2012,38.0
Gavazzi Francesco,2014,26.0
Gaviria Fernando,2016,30.0
Gaviria Fernando,2018,90.0
Gaynitdinov Dmitri,2002,39.0
Gene Yohann,2014,0.0
Gentili Massimiliano,2003,13.0
Gentili Massimiliano,2004,17.0
Geoghegan Hart Tao,2017,23.0
Gerard Arnaud,2005,0.0
Gerard Arnaud,2009,0.0
Gerdemann Linus,2005,41.0
Gerdemann Linus,2006,94.0
Gerdemann Linus,2007,29.0
Gerdemann Linus,2009,0.0
Gerdemann Linus,2011,46.0
Gerdemann Linus,2012,0.0
Gerdemann Linus,2014,8.0
Gerosa Mauro,2004,14.0
Gerrans Simon,2006,22.0
Gerrans Simon,2007,0.0
Gerrans Simon,2010,52.0
Gerrans Simon,2018,0.0
Geschke Simon,2013,28.0
Geschke Simon,2016,17.0
Geschke Simon,2018,14.0
Gesink Robert,2010,77.0
Gesink Robert,2012,58.0
Gesink Robert,2015,60.0
Gesink Robert,2016,0.0
Geslin Anthony,2006,0.0
Geslin Anthony,2008,18.0
Geslin Anthony,2012,0.0
Ghisalberti Sergio,2007,0.0
Giabbecucci Federico,2002,34.0
Giacomelli Sandro,1999,0.0
Gianetti Mauro,1999,0.0
Gianetti Mauro,2000,20.0
Gianetti Mauro,2001,8.0
Gianetti Mauro,2002,0.0
Gianetti Noe,2010,0.0
Gil Fernandez Koldo,2005,77.0
Gil Fernandez Koldo,2006,122.0
Gilbert Philippe,2008,52.0
Gilbert Philippe,2010,12.0
Gilbert Philippe,2013,39.0
Gilbert Philippe,2015,0.0
Gilbert Philippe,2016,14.0
Gilbert Philippe,2017,35.0
Gilbert Philippe,2018,0.0
Gimondi Massimo,1999,0.0
Giordani Leonardo,2000,0.0
Giordani Leonardo,2001,0.0
Giunti Massimo,1999,7.0
Giunti Massimo,2002,0.0
Giunti Massimo,2003,26.0
Glomser Gerrit,2001,65.0
Glomser Gerrit,2004,17.0
Glomser Gerrit,2005,0.0
Glomser Gerrit,2007,90.0
Go\u0142a\u015b Micha\u0142,2010,17.0
Go\u0142a\u015b Micha\u0142,2015,0.0
Go\u0142a\u015b Micha\u0142,2016,12.0
Go\u0142a\u015b Micha\u0142,2018,0.0
Gogl Michael,2018,19.0
Gohring Christoph,1998,0.0
Gohring Christoph,1999,23.0
Gomez Gomez Angel,2005,0.0
Gomez Gomez Angel,2008,0.0
Gon\xe7alves Jos\xe9,2018,16.0
Gontsjenkov Alexander,1998,0.0
Gonzalez Baeza Hector,2008,0.0
Gonzalez Jimenez Aitor,2005,85.0
Gonzalez Jonathan,2005,0.0
Gonzalez Santos,2002,49.0
Goos Marc,2014,0.0
Goss Matthew,2011,30.0
Goss Matthew,2013,50.0
Goss Matthew,2014,16.0
Gottfried Alexander,2011,0.0
Gotti Ivan,1998,40.0
Gottschling Stephan,2000,0.0
Goubert Stephane,1999,10.0
Goubert Stephane,2000,0.0
Gougeard Alexis,2017,0.0
Gourov Maxim,2010,0.0
Grabsch Bert,2001,0.0
Grabsch Bert,2011,0.0
Grabsch Bert,2013,24.0
Grabsch Ralf,2006,0.0
Grabsch Ralf,2007,0.0
Grabsch Ralf,2008,0.0
Gradek Kamil,2016,0.0
Graf Urs,1998,0.0
Greipel Andr\xe9,2011,0.0
Greipel Andr\xe9,2018,17.0
Grellier Fabien,2017,0.0
Grellier Fabien,2018,0.0
Gretsch Patrick,2013,0.0
Gretsch Patrick,2014,10.0
Grmay Tsgabu,2017,0.0
Groenendaal Richard,1998,0.0
Grossschartner Felix,2016,15.0
Grossschartner Felix,2017,0.0
Grosu Eduard Michael,2018,8.0
Gruzdev Dmitriy,2017,0.0
Gruzdev Dmitriy,2018,0.0
Gualdi Mirko,1999,8.0
Guarnieri Jacopo,2012,24.0
Guarnieri Jacopo,2013,44.0
Guarnieri Jacopo,2014,31.0
Guarnieri Jacopo,2015,14.0
Guarnieri Jacopo,2018,0.0
Guerini Giuseppe,1999,60.0
Guerini Giuseppe,2000,31.0
Guerini Giuseppe,2002,14.0
Guerini Giuseppe,2003,115.0
Guerini Giuseppe,2004,37.0
Guerini Giuseppe,2005,26.0
Guerini Giuseppe,2006,0.0
Guerini Giuseppe,2007,0.0
Guerra Alessandro,2002,17.0
Guesdon Fr\xe9d\xe9ric,1998,0.0
Guesdon Fr\xe9d\xe9ric,1999,0.0
Guesdon Fr\xe9d\xe9ric,2001,0.0
Guesdon Fr\xe9d\xe9ric,2005,0.0
Guesdon Fr\xe9d\xe9ric,2007,0.0
Guesdon Fr\xe9d\xe9ric,2008,0.0
Guesdon Fr\xe9d\xe9ric,2009,0.0
Guidi Fabrizio,2000,0.0
Guidi Fabrizio,2004,37.0
Guidi Leonardo,1998,18.0
Gusev Vladimir,2004,0.0
Gusev Vladimir,2005,38.0
Gusev Vladimir,2007,62.0
Gusev Vladimir,2012,43.0
Gusev Vladimir,2013,0.0
Gustov Volodymyr,2000,13.0
Gustov Volodymyr,2004,13.0
Gustov Volodymyr,2008,8.0
Gustov Volodymyr,2012,6.0
Guti\xe9rrez Jos\xe9 Iv\xe1n,2007,26.0
Guti\xe9rrez Jos\xe9 Iv\xe1n,2008,14.0
Guti\xe9rrez Jos\xe9 Iv\xe1n,2010,0.0
Guti\xe9rrez Jos\xe9 Iv\xe1n,2011,0.0
Guti\xe9rrez Jos\xe9 Iv\xe1n,2012,0.0
Guti\xe9rrez Jos\xe9 Iv\xe1n,2013,0.0
Gwiazdowski Grzegorz,1999,0.0
H\xf8j Frank,2000,0.0
H\xf8j Frank,2008,0.0
Haas Nathan,2018,76.0
Haddou Sa\xefd,2007,0.0
Haddou Sa\xefd,2009,22.0
Haedo Lucas Sebastian,2013,0.0
Haig Jack,2018,48.0
Halgand Patrice,2007,0.0
Haller Marco,2014,0.0
Haller Marco,2015,24.0
Haller Marco,2017,0.0
Halvorsen Kristoffer,2018,0.0
Hamburger Bo,2002,11.0
Hamilton Tyler,2001,70.0
Hammond Roger,2003,28.0
Hammond Roger,2004,22.0
Hammond Roger,2005,47.0
Hammond Roger,2007,0.0
Hansen Adam,2011,0.0
Hansen Adam,2018,0.0
Hansen Jesper,2017,0.0
Hansen Jesper,2018,0.0
Hansen Lasse Norman,2017,0.0
Hary Maryan,2007,0.0
Hary Maryan,2009,0.0
Haselbacher Rene,2000,55.0
Haselbacher Rene,2001,45.0
Haselbacher Rene,2005,79.0
Haselbacher Rene,2006,17.0
Haselbacher Rene,2009,0.0
Hatsuyama Sho,2018,0.0
Hauptman Andrej,2002,54.0
Hauptman Andrej,2005,0.0
Haussler Heinrich,2009,27.0
Haussler Heinrich,2010,35.0
Haussler Heinrich,2011,0.0
Haussler Heinrich,2012,24.0
Haussler Heinrich,2013,42.0
Haussler Heinrich,2014,18.0
Hayman Mathew,2004,0.0
Hayman Mathew,2005,8.0
Hayman Mathew,2009,0.0
Hayman Mathew,2011,0.0
Hayman Mathew,2012,0.0
Hayman Mathew,2013,30.0
Hayman Mathew,2014,0.0
Hayman Mathew,2015,0.0
Hayman Mathew,2016,0.0
Hayman Mathew,2017,7.0
Haymoz Yvan,1999,0.0
Henao Sebasti\xe1n,2017,0.0
Henao Sebasti\xe1n,2018,9.0
Henao Sergio Luis,2014,50.0
Henao Sergio Luis,2015,45.0
Henderson Gregory,2011,0.0
Hendrix Sascha,2001,0.0
Hendrix Sascha,2002,0.0
Hepburn Michael,2018,0.0
Heppner Jens,1998,7.0
Heppner Jens,2000,30.0
Hermans Ben,2015,24.0
Hern\xe1ndez Jes\xfas,2005,0.0
Hernandez Gutierrez Aitor,2008,0.0
Hernandez Gutierrez Aitor,2010,0.0
Herrada Jes\xfas,2012,0.0
Herrada Jes\xfas,2013,0.0
Herrero Llorente David,2006,80.0
Herv\xe9 Pascal,2000,35.0
Herve C\xe9dric,2003,0.0
Herve C\xe9dric,2005,0.0
Hesjedal Ryder,2009,20.0
Hesjedal Ryder,2010,12.0
Hesjedal Ryder,2011,0.0
Hesjedal Ryder,2013,24.0
Heule Christian,1998,0.0
Heule Christian,1999,29.0
Heule Christian,2000,70.0
Heule Christian,2001,0.0
Heulot Stephane,1998,35.0
Hiekmann Torsten,2003,15.0
Hiemstra Bert,2004,0.0
Hinault S\xe9bastien,2004,13.0
Hinault S\xe9bastien,2005,44.0
Hinault S\xe9bastien,2006,46.0
Hinault S\xe9bastien,2007,27.0
Hinault S\xe9bastien,2008,48.0
Hinault S\xe9bastien,2009,0.0
Hinault S\xe9bastien,2010,0.0
Hincapie George,2001,76.0
Hincapie George,2009,36.0
Hincapie George,2010,32.0
Hincapie George,2011,17.0
Hirt Jan,2015,19.0
Hirt Jan,2016,16.0
Hirt Jan,2017,28.0
Hivert Jonathan,2017,0.0
Hnik Karel,2016,0.0
Hoelgaard Daniel,2017,12.0
Hoffman Tristan,2003,0.0
Hoffman Tristan,2004,0.0
Hollenstein Reto,2009,12.0
Hollenstein Reto,2013,0.0
Hollenstein Reto,2014,0.0
Hollenstein Reto,2016,0.0
Hollenstein Reto,2017,0.0
Hollenstein Reto,2018,10.0
Honchar Serhiy,1999,11.0
Honchar Serhiy,2005,22.0
Hondo Danilo,2011,0.0
Hondo Danilo,2012,0.0
Honkisz Adrian,2015,0.0
Hoogerland Johnny,2012,13.0
Horner Chris,1999,0.0
Horner Chris,2000,0.0
Horner Chris,2005,97.0
Horner Chris,2007,30.0
Horrach Joan,2005,0.0
Horrach Joan,2006,0.0
Horrach Joan,2009,0.0
Horrach Joan,2012,0.0
Horrillo Pedro,2001,0.0
Hoste Leif,2001,0.0
Hoste Leif,2002,24.0
Hoste Leif,2003,0.0
Hoste Leif,2005,0.0
Hoste Leif,2007,16.0
Hoste Leif,2008,0.0
Hoste Leif,2010,0.0
Hotz Franz,1998,27.0
Houle Hugo,2017,6.0
Howes Alex,2012,6.0
Howes Alex,2015,0.0
Hulsmans Kevin,2002,0.0
Hulsmans Kevin,2003,0.0
Hulsmans Kevin,2005,0.0
Hulsmans Kevin,2010,0.0
Hundertmarck Kai,1999,0.0
Hungerbuhler Pascal,2007,0.0
Hungerbuhler Pascal,2009,0.0
Hunt Jeremy,2004,0.0
Hunt Jeremy,2010,0.0
Hunter Robert,2000,32.0
Hunter Robert,2001,67.0
Hunter Robert,2002,23.0
Hunter Robert,2004,125.0
Hunter Robert,2010,0.0
Hunter Robert,2011,0.0
Huser Rolf,1998,43.0
Huser Rolf,2001,0.0
Huser Rolf,2002,0.0
Hushovd Thor,2009,64.0
Hushovd Thor,2010,38.0
Hushovd Thor,2011,57.0
Hutarovich Yauheni,2009,37.0
Hutarovich Yauheni,2010,0.0
Hutarovich Yauheni,2012,20.0
Huzarski Bartosz,2011,10.0
Hvastija Martin,1999,43.0
Hvastija Martin,2002,0.0
Hvastija Martin,2004,0.0
Iglinskiy Maxim,2008,20.0
Iglinskiy Maxim,2009,51.0
Iglinskiy Maxim,2010,0.0
Iglinskiy Maxim,2014,0.0
Iglinskiy Valentin,2014,11.0
Impey Daryl,2011,16.0
Impey Daryl,2013,23.0
Impey Daryl,2015,0.0
Inaudi Nicolas,2005,0.0
Intxausti Be\xf1at,2008,0.0
Irizar Markel,2006,0.0
Irizar Markel,2009,12.0
Isaychev Vladimir,2012,35.0
Isaychev Vladimir,2013,0.0
Isaychev Vladimir,2014,0.0
Ito Masakazu,2018,0.0
Ivanov Ruslan,2002,33.0
Ivanov Ruslan,2004,0.0
Ivanov Serguei,2001,35.0
Ivanov Serguei,2002,29.0
Ivanov Serguei,2003,42.0
Ivanov Serguei,2004,0.0
Ivanov Serguei,2005,0.0
Ivanov Serguei,2008,104.0
Ivanov Serguei,2009,0.0
Izagirre Gorka,2011,19.0
Izagirre Gorka,2012,12.0
Izagirre Gorka,2016,56.0
Izagirre Gorka,2018,26.0
Izagirre Ion,2013,34.0
Izagirre Ion,2014,36.0
Izagirre Ion,2015,0.0
Izagirre Ion,2016,123.0
Izagirre Ion,2017,93.0
Izagirre Ion,2018,23.0
Jacobs Pieter,2007,0.0
Jacobs Pieter,2008,0.0
Jacobs Pieter,2009,0.0
Jaermann Rolf,1998,0.0
Jaermann Rolf,1999,0.0
Jaksche Jorg,1998,36.0
Jaksche Jorg,1999,14.0
Jaksche Jorg,2006,107.0
Jalabert Laurent,1998,158.0
Jalabert Laurent,1999,184.0
Jalabert Laurent,2001,124.0
Jalabert Nicolas,2001,66.0
Janse van Rensburg Jacques,2014,0.0
Janse van Rensburg Reinardt,2016,32.0
Janse van Rensburg Reinardt,2017,15.0
Janse van Rensburg Reinardt,2018,19.0
Jaun Lukas,2016,0.0
Javier Hernandez Jaime,1998,0.0
Javier Vila Francisco,2004,45.0
Javier Vila Francisco,2005,17.0
Jeannesson Arnold,2013,9.0
Jeannesson Arnold,2014,24.0
Jegou Lilian,2003,11.0
Jegou Lilian,2006,0.0
Jeker Fabian,1998,43.0
Jeker Fabian,2004,149.0
Jeker Fabian,2005,47.0
Jenner Christopher,2003,0.0
Jerome Vincent,2006,0.0
Jerome Vincent,2007,0.0
Jerome Vincent,2008,29.0
Jerome Vincent,2009,8.0
Ji Cheng,2016,0.0
Joachim Benoit,2005,0.0
Johansen Allan,2005,31.0
Johansen Allan,2006,0.0
Joly S\xe9bastien,2004,26.0
Jones Carter,2015,0.0
Jones Timothy,1998,18.0
Jones Timothy,1999,0.0
Jones Timothy,2004,0.0
Jorgensen Rene,2004,0.0
Julich Bobby,2002,48.0
Julich Bobby,2003,47.0
Julich Bobby,2004,88.0
Julich Bobby,2005,18.0
Julich Bobby,2008,0.0
Jungels Bob,2015,21.0
Jur\u010do Matej,2008,0.0
Juul-Jensen Christopher,2012,0.0
Juul-Jensen Christopher,2016,16.0
Juul-Jensen Christopher,2018,35.0
K\xf6nig Leopold,2011,12.0
K\xf6nig Leopold,2016,10.0
K\xfcng Stefan,2017,30.0
K\xfcng Stefan,2018,43.0
K\xfcnzli Raimond,2012,0.0
Kaczmarek Jakub,2017,0.0
Kadri Blel,2015,0.0
Kaisen Olivier,2010,0.0
Kaisen Olivier,2011,0.0
Kaisen Olivier,2012,0.0
Kaisen Olivier,2013,0.0
Kamyshev Arman,2013,0.0
Kamyshev Arman,2017,0.0
Kangert Tanel,2008,18.0
Kangert Tanel,2011,20.0
Kangert Tanel,2012,20.0
Kangert Tanel,2013,76.0
Kangert Tanel,2018,39.0
Karpets Vladimir,2006,53.0
Karpets Vladimir,2007,91.0
Karpets Vladimir,2009,81.0
Karpets Vladimir,2012,0.0
Karpets Vladimir,2013,0.0
Kashechkin Andrey,2004,0.0
Kashechkin Andrey,2013,0.0
Kasputis Arturas,2002,0.0
Keisse Iljo,2016,0.0
Keisse Iljo,2018,10.0
Keizer Martijn,2017,0.0
Kelderman Wilco,2013,6.0
Kelderman Wilco,2016,114.0
Kelderman Wilco,2018,78.0
Kennaugh Peter,2014,9.0
Kern Christophe,2005,0.0
Kern Christophe,2006,0.0
Kern Christophe,2014,0.0
Kern Julian,2014,0.0
Kessiakoff Fredrik,2012,57.0
Kessiakoff Fredrik,2014,0.0
Kessler Matthias,2007,27.0
Khalilov Mihaylo,2006,34.0
Khalilov Mihaylo,2010,0.0
Ki\u0161erlovski Robert,2009,33.0
Ki\u0161erlovski Robert,2012,39.0
King Benjamin,2014,15.0
King Benjamin,2015,0.0
King Benjamin,2017,9.0
King Edward,2012,6.0
King Edward,2013,0.0
King Edward,2014,0.0
Kirchen Kim,2002,51.0
Kirchen Kim,2003,147.0
Kirchen Kim,2004,84.0
Kirchen Kim,2005,20.0
Kirchen Kim,2006,55.0
Kirchen Kim,2007,107.0
Kirchen Kim,2008,109.0
Kirchen Kim,2009,99.0
Kirchen Kim,2010,18.0
Kireyev Roman,2009,0.0
Kirsipuu Jaan,2002,0.0
Kiryienka Vasil,2016,23.0
Kjaergaard Steffen,2001,13.0
Kl\xf6den Andr\xe9as,2006,0.0
Kl\xf6den Andr\xe9as,2007,100.0
Kl\xf6den Andr\xe9as,2008,72.0
Kl\xf6den Andr\xe9as,2009,94.0
Kl\xf6den Andr\xe9as,2010,83.0
Kl\xf6den Andr\xe9as,2011,22.0
Kl\xf6den Andr\xe9as,2012,19.0
Kl\xf6den Andr\xe9as,2013,0.0
Klier Andreas,2001,0.0
Klier Andreas,2007,0.0
Klier Andreas,2009,0.0
Klier Andreas,2010,0.0
Klimov Sergey,2009,0.0
Kluge Roger,2014,0.0
Knaven Servais,2001,20.0
Knaven Servais,2003,0.0
Knaven Servais,2005,0.0
Knees Christian,2008,76.0
Knees Christian,2014,8.0
Knees Christian,2015,0.0
Knees Christian,2016,0.0
Kobzarenko Valery,2011,0.0
Koch Jonas,2016,0.0
Koch Jonas,2017,0.0
Koch Michel,2013,0.0
Koerts Jans,2002,0.0
Kohler Martin,2008,0.0
Kohler Martin,2012,7.0
Kohler Martin,2013,0.0
Kohler Martin,2014,0.0
Kohler Martin,2016,0.0
Kohut Seweryn Zenon,2003,40.0
Kol\xe1\u0159 Michael,2017,0.0
Kolobnev Alexandr,2003,16.0
Kolobnev Alexandr,2004,80.0
Kolobnev Alexandr,2005,10.0
Kolobnev Alexandr,2010,0.0
Kolobnev Alexandr,2012,0.0
Kolobnev Alexandr,2013,26.0
Kolobnev Alexandr,2014,16.0
Konecny Tomas,2001,49.0
Koning Peter,2018,0.0
Konishev Dimitri,2001,75.0
Konovalovas Ignatas,2012,0.0
Konrad Patrick,2017,30.0
Konrad Patrick,2018,0.0
Kopp David,2007,18.0
Koren Kristijan,2016,24.0
Koren Kristijan,2018,0.0
Korff Andre,2002,0.0
Korff Andre,2008,43.0
Kozhatayev Bakhtiyar,2015,0.0
Kozonchuk Dmitry,2007,0.0
Kozonchuk Dmitry,2008,0.0
Kozonchuk Dmitry,2009,0.0
Kozonchuk Dmitry,2015,0.0
Kozonchuk Dmitry,2016,0.0
Kreder Michel,2014,0.0
Kreder Michel,2016,0.0
Kreder Michel,2017,0.0
Kreder Raymond,2016,30.0
Kreder Wesley,2013,0.0
Kreuziger Roman,2008,96.0
Kreuziger Roman,2009,107.0
Kreuziger Roman,2010,63.0
Kreuziger Roman,2012,69.0
Kreuziger Roman,2013,83.0
Kreuziger Roman,2014,69.0
Kreuziger Roman,2018,0.0
Kristoff Alexander,2013,72.0
Kristoff Alexander,2014,46.0
Kristoff Alexander,2015,61.0
Kristoff Alexander,2018,26.0
Krivtsov Yuriy,2009,0.0
Krizek Matthias,2016,0.0
Kroon Karsten,2002,37.0
Kroon Karsten,2005,24.0
Kroon Karsten,2006,21.0
Kroon Karsten,2007,12.0
Kroon Karsten,2010,0.0
Kroon Karsten,2012,24.0
Kruijswijk Steven,2011,85.0
Kruijswijk Steven,2012,50.0
Kruijswijk Steven,2013,0.0
Kruijswijk Steven,2014,0.0
Kruijswijk Steven,2017,88.0
Kruijswijk Steven,2018,59.0
