Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
23,173,,,,1.0,Cavendish Mark,1,Team Columbia - HTC,,+0:00,-,2,2009
35,127,,,,,Petacchi Alessandro,1,LPR Brakes - Farnese Vini,,+0:00,-,3,2009
25,174,,,,,L\xf6fkvist Thomas,1,Team Columbia - HTC,,+0:00,-,4,2009
33,121,,,,,Di Luca Danilo,1,LPR Brakes - Farnese Vini,,+0:00,-,5,2009
33,121,,,,1.0,Di Luca Danilo,1,LPR Brakes - Farnese Vini,,+0:00,-,6,2009
33,121,,,,1.0,Di Luca Danilo,1,LPR Brakes - Farnese Vini,,+0:00,-,7,2009
33,121,,,,1.0,Di Luca Danilo,1,LPR Brakes - Farnese Vini,,+0:00,-,8,2009
33,121,,,,1.0,Di Luca Danilo,1,LPR Brakes - Farnese Vini,,+0:00,-,9,2009
33,121,,,,1.0,Di Luca Danilo,1,LPR Brakes - Farnese Vini,,+0:00,-,10,2009
33,121,,,,1.0,Di Luca Danilo,1,LPR Brakes - Farnese Vini,,+0:00,-,11,2009
31,141,,,,,Menchov Denis,1,Rabobank ProTeam,,+0:00,-,12,2009
31,141,,,,1.0,Menchov Denis,1,Rabobank ProTeam,,+0:00,-,13,2009
31,141,,,,1.0,Menchov Denis,1,Rabobank ProTeam,,+0:00,-,14,2009
31,141,,,,1.0,Menchov Denis,1,Rabobank ProTeam,,+0:00,-,15,2009
31,141,,,,1.0,Menchov Denis,1,Rabobank ProTeam,,+0:00,-,16,2009
31,141,,,,1.0,Menchov Denis,1,Rabobank ProTeam,,+0:00,-,17,2009
31,141,,,,1.0,Menchov Denis,1,Rabobank ProTeam,,+0:00,-,18,2009
31,141,,,,1.0,Menchov Denis,1,Rabobank ProTeam,,+0:00,-,19,2009
31,141,,,,1.0,Menchov Denis,1,Rabobank ProTeam,,+0:00,-,20,2009
31,141,1,+0:00,150.0,1.0,Menchov Denis,1,Rabobank ProTeam,86:03:11 86:03:11,+0:00,-,21,2009
33,121,2*,+0:41,,,Di Luca Danilo,2*,LPR Brakes - Farnese Vini,0:41 0:41,+0:41,-,21,2009
31,115,3*,+1:59,,,Pellizotti Franco,3*,Liquigas,1:59 1:59,+1:59,-,21,2009
34,61,2,+3:46,110.0,,Sastre Carlos,2,Cervelo Test Team,3:46 3:46,+3:46,-,21,2009
31,111,3,+3:59,90.0,,Basso Ivan,3,Liquigas,3:59 3:59,+3:59,-,21,2009
35,24,4,+5:28,80.0,,Leipheimer Levi,4,Astana,5:28 5:28,+5:28,-,21,2009
35,1,5,+8:43,70.0,,Garzelli Stefano,5,Acqua & Sapone,8:43 8:43,+8:43,-,21,2009
29,178,6,+10:01,60.0,,Rogers Michael,6,Team Columbia - HTC,10:01 10:01,+10:01,-,21,2009
32,11,9*,+11:13,,,Valjavec Tadej,9*,AG2R La Mondiale,11:13 11:13,+11:13,-,21,2009
34,103,7,+11:28,55.0,,Bruseghin Marzio,7,Lampre - NGC,11:28 11:28,+11:28,-,21,2009
29,51,8,+12:50,50.0,,Arroyo David,8,Caisse d'Epargne,12:50 12:50,+12:50,-,21,2009
37,21,12*,+15:59,,,Armstrong Lance,12*,Astana,15:59 15:59,+15:59,-,21,2009
