Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
26,,,+0:00,,Rosseler Sebastien,155,Quickstep - Innergetic,",, 14:52",1,2008
27,,,+0:00,,Steegmans Gert,156,Quickstep - Innergetic,",, 14:52",1,2008
24,,,+0:00,,Terpstra Niki,157,Milram,",, 14:52",1,2008
35,,,+0:00,,Mizurov Andrey,158,Astana,",, 14:52",1,2008
23,,,+0:00,,Dekker Thomas,159,Rabobank ProTeam,",, 14:52",1,2008
33,,,+0:00,,Ca\xf1ada David,160,Scott - American Beef,",, 14:52",1,2008
25,,,+0:00,50.0,Anton Igor,1,Euskaltel - Euskadi,5:00:04 5:00:04,2,2008
29,,,+0:00,30.0,Kirchen Kim,2,Team Columbia,0:06 0:06,2,2008
26,,,+0:00,18.0,Cunego Damiano,3,Lampre,",, 0:06",2,2008
28,,,+0:00,13.0,Schleck Fr\xe4nk,4,CSC ProTeam,",, 0:06",2,2008
27,,,+0:00,10.0,Zaugg Oliver,5,Gerolsteiner,0:08 0:08,2,2008
22,,,+0:00,7.0,Kreuziger Roman,6,Liquigas,0:11 0:11,2,2008
28,,,+0:00,4.0,Devolder Stijn,7,Quickstep - Innergetic,0:12 0:12,2,2008
24,,,+0:00,3.0,L\xf6fkvist Thomas,8,Team Columbia,0:15 0:15,2,2008
23,,,+0:00,2.0,Schleck Andy,9,CSC ProTeam,0:30 0:30,2,2008
32,,,+0:00,1.0,Kl\xf6den Andr\xe9as,10,Astana,",, 0:30",2,2008
33,,,+0:00,,Ivanov Serguei,11,Astana,0:53 0:53,2,2008
33,,,+0:00,,Botcharov Alexandre,12,Cr\xe9dit Agricole,",, 0:53",2,2008
27,,,+0:00,,Knees Christian,13,Milram,",, 0:53",2,2008
27,,,+0:00,,Albasini Michael,14,Liquigas,0:57 0:57,2,2008
35,,,+0:00,,Moos Alexandre,15,BMC Racing Team,0:59 0:59,2,2008
27,,,+0:00,,ten Dam Laurens,16,Rabobank ProTeam,1:11 1:11,2,2008
25,,,+0:00,,Tschopp Johann,17,Bouygues Telecom,1:15 1:15,2,2008
25,,,+0:00,,Stalder Florian,18,Team Volksbank,1:24 1:24,2,2008
30,,,+0:00,,Tiralongo Paolo,19,Lampre,1:28 1:28,2,2008
26,,,+0:00,,Moreno Daniel,20,Caisse d'Epargne,",, 1:28",2,2008
22,,,+0:00,,Roelandts Jurgen,21,Silence - Lotto,",, 1:28",2,2008
26,,,+0:00,,Fothen Markus,22,Gerolsteiner,",, 1:28",2,2008
21,,,+0:00,,Kangert Tanel,23,AG2R La Mondiale,1:34 1:34,2,2008
32,,,+0:00,,Yakovlev Serguei,24,Astana,",, 1:34",2,2008
32,,,+0:00,,Caucchioli Pietro,25,Cr\xe9dit Agricole,1:38 1:38,2,2008
31,,,+0:00,,Gustov Volodymyr,26,CSC ProTeam,",, 1:38",2,2008
28,,,+0:00,,Florencio Xavier,27,Bouygues Telecom,2:02 2:02,2,2008
29,,,+0:00,,Guti\xe9rrez Jos\xe9 Iv\xe1n,28,Caisse d'Epargne,",, 2:02",2,2008
25,,,+0:00,,Morabito Steve,29,Astana,",, 2:02",2,2008
21,,,+0:00,,Frank Mathias,30,Gerolsteiner,2:10 2:10,2,2008
27,,,+0:00,,Vansummeren Johan,31,Silence - Lotto,2:16 2:16,2,2008
26,,,+0:00,,Del Nero Jes\xfas,32,Scott - American Beef,2:21 2:21,2,2008
26,,,+0:00,,Schumacher Stefan,33,Gerolsteiner,2:29 2:29,2,2008
29,,,+0:00,,Tankink Bram,34,Rabobank ProTeam,2:34 2:34,2,2008
22,,,+0:00,,Meersman Gianni,35,Fran\xe7aise des Jeux,2:39 2:39,2,2008
22,,,+0:00,,Jacobs Pieter,36,Silence - Lotto,2:56 2:56,2,2008
23,,,+0:00,,Jerome Vincent,37,Bouygues Telecom,",, 2:56",2,2008
28,,,+0:00,,Muravyev Dmitriy,38,Astana,3:01 3:01,2,2008
23,,,+0:00,,Perget Mathieu,39,Caisse d'Epargne,",, 3:01",2,2008
27,,,+0:00,,Mourey Francis,40,Fran\xe7aise des Jeux,3:10 3:10,2,2008
26,,,+0:00,,Schwab Hubert,41,Quickstep - Innergetic,",, 3:10",2,2008
25,,,+0:00,,Gilbert Philippe,42,Fran\xe7aise des Jeux,3:14 3:14,2,2008
29,,,+0:00,,Bertogliati Rubens,43,Scott - American Beef,3:27 3:27,2,2008
28,,,+0:00,,Berthou Eric,44,Cr\xe9dit Agricole,3:29 3:29,2,2008
27,,,+0:00,,Gomez Gomez Angel,45,Scott - American Beef,3:33 3:33,2,2008
25,,,+0:00,,Azanza Jorge,46,Euskaltel - Euskadi,",, 3:33",2,2008
27,,,+0:00,,Iglinskiy Maxim,47,Astana,3:38 3:38,2,2008
29,,,+0:00,,Verdugo Gorka,48,Euskaltel - Euskadi,",, 3:38",2,2008
28,,,+0:00,,Marzano Marco,49,Lampre,4:19 4:19,2,2008
29,,,+0:00,,Scheirlinckx Staf,50,Cofidis,4:22 4:22,2,2008
31,,,+0:00,,Bodrogi Laszlo,51,Cr\xe9dit Agricole,4:33 4:33,2,2008
23,,,+0:00,,Bovay Steve,52,BMC Racing Team,4:41 4:41,2,2008
21,,,+0:00,,Schmaeh Elias,53,Team Volksbank,4:44 4:44,2,2008
30,,,+0:00,,Dion Renaud,54,AG2R La Mondiale,4:52 4:52,2,2008
26,,,+0:00,,Talabardon Yannick,55,Cr\xe9dit Agricole,4:58 4:58,2,2008
24,,,+0:00,,Kozonchuk Dmitry,56,Rabobank ProTeam,5:02 5:02,2,2008
35,,,+0:00,,Garcia Jose Vicente,57,Caisse d'Epargne,",, 5:02",2,2008
36,,,+0:00,,Voigt Jens,58,CSC ProTeam,",, 5:02",2,2008
21,,,+0:00,,Boasson Hagen Edvald,59,Team Columbia,5:11 5:11,2,2008
32,,,+0:00,,Lastras Pablo,60,Caisse d'Epargne,5:41 5:41,2,2008
28,,,+0:00,,Pineau J\xe9rome,61,Bouygues Telecom,6:20 6:20,2,2008
24,,,+0:00,,Santaromita Ivan,62,Liquigas,6:23 6:23,2,2008
26,,,+0:00,,Vaugrenard Benoit,63,Fran\xe7aise des Jeux,6:31 6:31,2,2008
26,,,+0:00,,Rujano Jos\xe9 Humberto,64,Caisse d'Epargne,6:36 6:36,2,2008
23,,,+0:00,,Sonnery Blaise,65,AG2R La Mondiale,7:15 7:15,2,2008
22,,,+0:00,,Gonzalez Baeza Hector,66,Scott - American Beef,7:46 7:46,2,2008
29,,,+0:00,,Galparsoro Dionisio,67,Euskaltel - Euskadi,8:08 8:08,2,2008
25,,,+0:00,,Dietziker Andreas,68,Team Volksbank,",, 8:08",2,2008
24,,,+0:00,,Burghardt Marcus,69,Team Columbia,8:34 8:34,2,2008
30,,,+0:00,,Scholz Ronny,70,Gerolsteiner,8:54 8:54,2,2008
28,,,+0:00,,Chavanel Sylvain,71,Cofidis,9:20 9:20,2,2008
37,,,+0:00,,Zabel Erik,72,Milram,",, 9:20",2,2008
30,,,+0:00,,Tjallingii Maarten,73,Silence - Lotto,",, 9:20",2,2008
25,,,+0:00,,Bonnaire Olivier,74,Bouygues Telecom,",, 9:20",2,2008
23,,,+0:00,,Possoni Morris,75,Team Columbia,",, 9:20",2,2008
28,,,+0:00,,Loosli David,76,Lampre,",, 9:20",2,2008
34,,,+0:00,,Velo Marco,77,Milram,",, 9:20",2,2008
33,,,+0:00,,Zberg Markus,78,Gerolsteiner,9:23 9:23,2,2008
29,,,+0:00,,Perez Francisco,79,Caisse d'Epargne,9:25 9:25,2,2008
26,,,+0:00,,Sprick Matthieu,80,Bouygues Telecom,9:41 9:41,2,2008
29,,,+0:00,,Schreck Stephan,81,Gerolsteiner,9:49 9:49,2,2008
28,,,+0:00,,Duclos-Lassalle Herv\xe9,82,Cofidis,10:17 10:17,2,2008
26,,,+0:00,,Eltink Theo,83,Rabobank ProTeam,11:08 11:08,2,2008
22,,,+0:00,,Kohler Martin,84,BMC Racing Team,11:18 11:18,2,2008
34,,,+0:00,,de Jongh Steven,85,Quickstep - Innergetic,12:37 12:37,2,2008
39,,,+0:00,,Mengin Christophe,86,Fran\xe7aise des Jeux,",, 12:37",2,2008
27,,,+0:00,,Cancellara Fabian,87,CSC ProTeam,",, 12:37",2,2008
25,,,+0:00,,Visconti Giovanni,88,Quickstep - Innergetic,",, 12:37",2,2008
26,,,+0:00,,Pozzato Filippo,89,Liquigas,",, 12:37",2,2008
23,,,+0:00,,Rojas Jos\xe9 Joaqu\xedn,90,Caisse d'Epargne,",, 12:37",2,2008
25,,,+0:00,,Musiol Daniel,91,Team Volksbank,",, 12:37",2,2008
25,,,+0:00,,Franzoi Enrico,92,Liquigas,",, 12:37",2,2008
28,,,+0:00,,Geslin Anthony,93,Bouygues Telecom,",, 12:37",2,2008
26,,,+0:00,,Mondory Lloyd,94,AG2R La Mondiale,",, 12:37",2,2008
35,,,+0:00,,Grabsch Ralf,95,Milram,",, 12:37",2,2008
34,,,+0:00,,Mori Massimiliano,96,Lampre,",, 12:37",2,2008
24,,,+0:00,,Terpstra Niki,97,Milram,",, 12:37",2,2008
29,,,+0:00,,Weissinger Ren\xe9,98,Team Volksbank,",, 12:37",2,2008
28,,,+0:00,,Fischer Murilo Antonio,99,Liquigas,",, 12:37",2,2008
35,,,+0:00,,Mizurov Andrey,100,Astana,",, 12:37",2,2008
24,,,+0:00,,Bono Matteo,101,Lampre,",, 12:37",2,2008
36,,,+0:00,,Julich Bobby,102,CSC ProTeam,",, 12:37",2,2008
26,,,+0:00,,Reynes Vicente,103,Team Columbia,",, 12:37",2,2008
34,,,+0:00,,Hinault S\xe9bastien,104,Cr\xe9dit Agricole,",, 12:37",2,2008
33,,,+0:00,,Arvesen Kurt-Asle,105,CSC ProTeam,",, 12:37",2,2008
32,,,+0:00,,Rasch Gabriel,106,Cr\xe9dit Agricole,",, 12:37",2,2008
38,,,+0:00,,Poitschke Enrico,107,Milram,",, 12:37",2,2008
25,,,+0:00,,Belgy Julien,108,Bouygues Telecom,",, 12:37",2,2008
23,,,+0:00,,Dekker Thomas,109,Rabobank ProTeam,",, 12:37",2,2008
34,,,+0:00,,M\xfcller Martin,110,Milram,",, 12:37",2,2008
21,,,+0:00,,Roux Anthony,111,Fran\xe7aise des Jeux,",, 12:37",2,2008
26,,,+0:00,,Sieberg Marcel,112,Team Columbia,",, 12:37",2,2008
26,,,+0:00,,Portal S\xe9bastien,113,Cofidis,",, 12:37",2,2008
22,,,+0:00,,Delage Micka\xebl,114,Fran\xe7aise des Jeux,",, 12:37",2,2008
22,,,+0:00,,Intxausti Be\xf1at,115,Scott - American Beef,",, 12:37",2,2008
36,,,+0:00,,Cruz Antonio,116,BMC Racing Team,",, 12:37",2,2008
35,,,+0:00,,H\xf8j Frank,117,Cofidis,",, 12:37",2,2008
26,,,+0:00,,Fern\xe1ndez Koldo,118,Euskaltel - Euskadi,",, 12:37",2,2008
26,,,+0:00,,Rosseler Sebastien,119,Quickstep - Innergetic,",, 12:37",2,2008
30,,,+0:00,,Louder Jeff,120,BMC Racing Team,",, 12:37",2,2008
31,,,+0:00,,Zandio Xabier,121,Caisse d'Epargne,",, 12:37",2,2008
36,,,+0:00,,Guesdon Fr\xe9d\xe9ric,122,Fran\xe7aise des Jeux,",, 12:37",2,2008
27,,,+0:00,,Steegmans Gert,123,Quickstep - Innergetic,",, 12:37",2,2008
34,,,+0:00,,Pollack Olaf,124,Team Volksbank,",, 12:37",2,2008
25,,,+0:00,,Corioni Claudio,125,Liquigas,",, 12:37",2,2008
32,,,+0:00,,Freire Oscar,126,Rabobank ProTeam,",, 12:37",2,2008
36,,,+0:00,,Vansevenant Wim,127,Silence - Lotto,",, 12:37",2,2008
24,,,+0:00,,Deignan Philip,128,AG2R La Mondiale,",, 12:37",2,2008
23,,,+0:00,,Langeveld Sebastian,129,Rabobank ProTeam,",, 12:37",2,2008
22,,,+0:00,,Alarc\xf3n Ra\xfal,130,Scott - American Beef,",, 12:37",2,2008
28,,,+0:00,,Ballan Alessandro,131,Lampre,",, 12:37",2,2008
34,,,+0:00,,Tosatto Matteo,132,Quickstep - Innergetic,",, 12:37",2,2008
25,,,+0:00,,Renshaw Mark,133,Cr\xe9dit Agricole,",, 12:37",2,2008
27,,,+0:00,,Napolitano Danilo,134,Lampre,",, 12:37",2,2008
23,,,+0:00,,Jur\u010do Matej,135,Milram,",, 12:37",2,2008
28,,,+0:00,,Rast Gregory,136,Astana,",, 12:37",2,2008
35,,,+0:00,,McEwen Robbie,137,Silence - Lotto,",, 12:37",2,2008
24,,,+0:00,,de Maar Marc,138,Rabobank ProTeam,",, 12:37",2,2008
30,,,+0:00,,F\xf6rster Robert,139,Gerolsteiner,",, 12:37",2,2008
25,,,+0:00,,Lill Darren,140,BMC Racing Team,",, 12:37",2,2008
35,,,+0:00,,Morscher Harald,141,Team Volksbank,",, 12:37",2,2008
35,,,+0:00,,Korff Andre,142,Team Volksbank,",, 12:37",2,2008
22,,,+0:00,,Lafuente Andoni,143,Euskaltel - Euskadi,",, 12:37",2,2008
31,,,+0:00,,Zampieri Steve,144,Cofidis,",, 12:37",2,2008
28,,,+0:00,,Calzati Sylvain,145,AG2R La Mondiale,",, 12:37",2,2008
30,,,+0:00,,Hoste Leif,146,Silence - Lotto,",, 12:37",2,2008
23,,,+0:00,,Van Avermaet Greg,147,Silence - Lotto,",, 12:37",2,2008
22,,,+0:00,,Wyss Danilo,148,BMC Racing Team,",, 12:37",2,2008
33,,,+0:00,,Scarselli Leonardo,149,Quickstep - Innergetic,",, 12:37",2,2008
34,,,+0:00,,O'Grady Stuart,150,CSC ProTeam,",, 12:37",2,2008
26,,,+0:00,,Hernandez Gutierrez Aitor,151,Euskaltel - Euskadi,13:30 13:30,2,2008
31,,,+0:00,,Landaluze Inigo,152,Euskaltel - Euskadi,",, 13:30",2,2008
21,,,+0:00,,Ciolek Gerald,153,Team Columbia,15:00 15:00,2,2008
27,,,+0:00,,Vanotti Alessandro,154,Liquigas,15:09 15:09,2,2008
29,,,+0:00,,Elmiger Martin,155,AG2R La Mondiale,17:14 17:14,2,2008
