Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
34,127,2.0,,Kroon Karsten,88,BMC Racing Team,3,2010,-
29,203,2.0,,Da Dalto Mauro,89,Lampre - Farnese Vini,3,2010,-
29,5,2.0,,Iglinskiy Maxim,90,Astana,3,2010,-
23,219,2.0,,Valls Rafael,91,Footon-Servetto,3,2010,-
33,182,2.0,,Isasi Iñaki,92,Euskaltel - Euskadi,3,2010,-
32,183,2.0,,Martínez Egoi,93,Euskaltel - Euskadi,3,2010,-
33,93,2.0,,Gustov Volodymyr,94,Cervelo Test Team,3,2010,-
25,152,2.0,,Arashiro Yukiya,95,Bbox Bouygues Telecom,3,2010,-
29,74,2.0,,Kolobnev Alexandr,96,Team Katusha,3,2010,-
31,151,2.0,,Voeckler Thomas,97,Bbox Bouygues Telecom,3,2010,-
27,178,2.0,,Monier Damien,98,"Cofidis, le Crédit en Ligne",3,2010,-
30,135,2.0,,Pineau Jérôme,99,Quickstep - Innergetic,3,2010,-
23,76,2.0,,Pliuschin Alexandr,100,Team Katusha,3,2010,-
30,45,2.0,,Kuschynski Aleksandr,101,Liquigas - Doimo,3,2010,-
30,168,2.0,,Plaza Rubén,102,Caisse d'Epargne,3,2010,-
26,78,2.0,,Vandenbergh Stijn,103,Team Katusha,3,2010,-
39,166,2.0,,Moreau Christophe,104,Caisse d'Epargne,3,2010,-
35,113,2.0,,Grabsch Bert,105,Team HTC - Columbia,3,2010,-
32,159,2.0,,Vogondy Nicolas,106,Bbox Bouygues Telecom,3,2010,-
27,147,2.0,,Rohregger Thomas,107,Milram,3,2010,-
25,215,2.0,,Eibegger Markus,108,Footon-Servetto,3,2010,-
31,154,2.0,,Fédrigo Pierrick,109,Bbox Bouygues Telecom,3,2010,-
24,63,2.0,,Di Grégorio Rémy,110,Francaise des Jeux,3,2010,-
30,149,2.0,,Wegmann Fabian,111,Milram,3,2010,-
32,218,2.0,,Pérez Aitor,112,Footon-Servetto,3,2010,-
26,123,2.0,,Bookwalter Brent,113,BMC Racing Team,3,2010,-
30,35,2.0,,Gerrans Simon,114,Sky Procycling,3,2010,-
31,189,2.0,,Verdugo Gorka,115,Euskaltel - Euskadi,3,2010,-
31,153,2.0,,Charteau Anthony,116,Bbox Bouygues Telecom,3,2010,-
29,112,2.0,,Eisel Bernhard,117,Team HTC - Columbia,3,2010,-
34,193,2.0,,Freire Óscar,118,Rabobank ProTeam,3,2010,-
28,157,2.0,,Sprick Matthieu,119,Bbox Bouygues Telecom,3,2010,-
33,138,2.0,,van de Walle Jurgen,120,Quickstep - Innergetic,3,2010,-
32,8,2.0,,Tiralongo Paolo,121,Astana,3,2010,-
26,6,2.0,,Navarro Daniel,122,Astana,3,2010,-
27,187,2.0,,Txurruka Amets,123,Euskaltel - Euskadi,3,2010,-
32,88,2.0,,Nocentini Rinaldo,124,AG2R La Mondiale,3,2010,-
30,188,2.0,,Velasco Iván,125,Euskaltel - Euskadi,3,2010,-
36,94,2.0,,Hunt Jeremy,126,Cervelo Test Team,3,2010,-
25,204,2.0,34,Gavazzi Francesco,127,Lampre - Farnese Vini,3,2010,▼93
23,82,2.0,,Bouet Maxime,128,AG2R La Mondiale,3,2010,-
30,42,2.0,,Bellotti Francesco,129,Liquigas - Doimo,3,2010,-
27,136,2.0,,Reda Francesco,130,Quickstep - Innergetic,3,2010,-
32,48,2.0,,Szmyd Sylwester,131,Liquigas - Doimo,3,2010,-
25,167,2.0,,Perget Mathieu,132,Caisse d'Epargne,3,2010,-
35,172,2.0,,Augé Stéphane,133,"Cofidis, le Crédit en Ligne",3,2010,-
25,111,2.0,,Cavendish Mark,134,Team HTC - Columbia,3,2010,-
32,95,80.0,1,Hushovd Thor,1,Cervelo Test Team,4,2010,-
36,208,70.0,7,Petacchi Alessandro,2,Lampre - Farnese Vini,4,2010,▲5
38,75,62.0,4,McEwen Robbie,3,Team Katusha,4,2010,▲1
24,39,56.0,2,Thomas Geraint,4,Sky Procycling,4,2010,▼2
25,169,49.0,9,Rojas José Joaquín,5,Caisse d'Epargne,4,2010,▲4
31,131,44.0,3,Chavanel Sylvain,6,Quickstep - Innergetic,4,2010,▼3
23,46,40.0,14,Oss Daniel,7,Liquigas - Doimo,4,2010,▲7
26,158,39.0,19,Turgot Sébastien,8,Bbox Bouygues Telecom,4,2010,▲11
33,121,38.0,11,Evans Cadel,9,BMC Racing Team,4,2010,▲2
23,36,38.0,33,Boasson Hagen Edvald,10,Sky Procycling,4,2010,▲23
29,13,37.0,5,Cancellara Fabian,11,Saxo Bank,4,2010,▼6
25,108,36.0,6,Roelandts Jürgen,12,Omega Pharma-Lotto,4,2010,▼6
29,54,30.0,8,Hesjedal Ryder,13,Team Garmin - Transitions,4,2010,▼5
27,117,30.0,10,Renshaw Mark,14,Team HTC - Columbia,4,2010,▼4
35,52,30.0,,Dean Julian,15,Team Garmin - Transitions,4,2010,-
25,11,24.0,12,Schleck Andy,16,Saxo Bank,4,2010,▼4
30,31,24.0,16,Wiggins Bradley,17,Sky Procycling,4,2010,▼1
25,65,24.0,13,Ladagnous Matthieu,18,Francaise des Jeux,4,2010,▼5
33,55,22.0,,Hunter Robert,19,Team Garmin - Transitions,4,2010,-
29,58,21.0,15,Vansummeren Johan,20,Team Garmin - Transitions,4,2010,▼5
27,1,,16*,Contador Alberto,21*,Astana,4,2010,-
29,145,20.0,17,Knees Christian,21,Milram,4,2010,▼4
27,101,20.0,18,Van den Broeck Jurgen,22,Omega Pharma-Lotto,4,2010,▼4
28,186,19.0,20,Pérez Rubén,23,Euskaltel - Euskadi,4,2010,▼3
23,142,19.0,51,Ciolek Gerald,24,Milram,4,2010,▲27
24,144,19.0,21,Kluge Roger,25,Milram,4,2010,▼4
36,9,18.0,22,Vinokourov Alexandre,26,Astana,4,2010,▼4
34,193,18.0,118,Freire Óscar,27,Rabobank ProTeam,4,2010,▲91
32,191,,24*,Menchov Denis,29*,Rabobank ProTeam,4,2010,-
33,57,18.0,23,Millar David,28,Team Garmin - Transitions,4,2010,▼5
27,141,17.0,24,Gerdemann Linus,29,Milram,4,2010,▼5
26,81,17.0,25,Roche Nicolas,30,AG2R La Mondiale,4,2010,▼5
26,37,17.0,39,Löfkvist Thomas,31,Sky Procycling,4,2010,▲8
29,132,,41*,Barredo Carlos,34*,Quickstep - Innergetic,4,2010,-
25,174,16.0,26,El Fares Julien,32,"Cofidis, le Crédit en Ligne",4,2010,▼6
25,111,16.0,134,Cavendish Mark,33,Team HTC - Columbia,4,2010,▲101
26,123,15.0,113,Bookwalter Brent,34,BMC Racing Team,4,2010,▲79
25,103,15.0,,de Greef Francis,35,Omega Pharma-Lotto,4,2010,-
27,185,15.0,27,Pérez Alan,36,Euskaltel - Euskadi,4,2010,▼9
25,115,15.0,28,Martin Tony,37,Team HTC - Columbia,4,2010,▼9
32,181,14.0,62,Sánchez Samuel,38,Euskaltel - Euskadi,4,2010,▲24
33,146,14.0,29,Roberts Luke,39,Milram,4,2010,▼10
28,139,14.0,30,Wynants Maarten,40,Quickstep - Innergetic,4,2010,▼10
24,192,14.0,31,Boom Lars,41,Rabobank ProTeam,4,2010,▼10
24,214,14.0,32,Durán Arkaitz,42,Footon-Servetto,4,2010,▼10
27,119,12.0,34,Siutsou Kanstantsin,43,Team HTC - Columbia,4,2010,▼9
31,62,12.0,68,Casar Sandy,44,Francaise des Jeux,4,2010,▲24
35,102,12.0,35,Aerts Mario,45,Omega Pharma-Lotto,4,2010,▼10
29,165,12.0,,Kiryienka Vasil,46,Caisse d'Epargne,4,2010,-
28,217,11.0,,Mayoz Iban,47,Footon-Servetto,4,2010,-
26,161,11.0,36,Sánchez Luis León,48,Caisse d'Epargne,4,2010,▼12
38,21,11.0,37,Armstrong Lance,49,RadioShack,4,2010,▼12
24,44,10.0,38,Kreuziger Roman,50,Liquigas - Doimo,4,2010,▼12
34,32,10.0,40,Barry Michael,51,Sky Procycling,4,2010,▼11
28,176,10.0,41,Minard Sébastien,52,"Cofidis, le Crédit en Ligne",4,2010,▼11
26,53,9.0,52,Farrar Tyler,53,Team Garmin - Transitions,4,2010,▼1
33,182,8.0,92,Isasi Iñaki,54,Euskaltel - Euskadi,4,2010,▲38
23,156,7.0,42,Rolland Pierre,55,Bbox Bouygues Telecom,4,2010,▼13
32,159,7.0,106,Vogondy Nicolas,56,Bbox Bouygues Telecom,4,2010,▲50
36,25,6.0,43,Leipheimer Levi,57,RadioShack,4,2010,▼14
28,133,6.0,44,De Weert Kevin,58,Quickstep - Innergetic,4,2010,▼14
30,105,6.0,,Lang Sebastian,59,Omega Pharma-Lotto,4,2010,-
29,173,5.0,45,Dumoulin Samuel,60,"Cofidis, le Crédit en Ligne",4,2010,▼15
27,116,5.0,46,Monfort Maxime,61,Team HTC - Columbia,4,2010,▼15
26,38,5.0,47,Pauwels Serge,62,Sky Procycling,4,2010,▼15
29,33,5.0,48,Cummings Steve,63,Sky Procycling,4,2010,▼15
26,163,4.0,49,Erviti Imanol,64,Caisse d'Epargne,4,2010,▼15
25,143,4.0,50,Fröhlinger Johannes,65,Milram,4,2010,▼15
26,83,4.0,,Champion Dimitri,66,AG2R La Mondiale,4,2010,-
28,72,4.0,53,Brutt Pavel,67,Team Katusha,4,2010,▼14
27,79,4.0,54,Vorganov Eduard,68,Team Katusha,4,2010,▼14
26,56,4.0,55,Maaskant Martijn,69,Team Garmin - Transitions,4,2010,▼14
25,14,4.0,56,Fuglsang Jakob,70,Saxo Bank,4,2010,▼14
26,22,3.0,57,Brajkovič Janez,71,RadioShack,4,2010,▼14
30,118,2.0,58,Rogers Michael,72,Team HTC - Columbia,4,2010,▼14
35,24,2.0,59,Klöden Andreas,73,RadioShack,4,2010,▼14
29,89,2.0,60,Riblon Christophe,74,AG2R La Mondiale,4,2010,▼14
31,198,2.0,61,Tankink Bram,75,Rabobank ProTeam,4,2010,▼14
26,3,2.0,63,Grivko Andrey,76,Astana,4,2010,▼13
29,71,2.0,64,Karpets Vladimir,77,Team Katusha,4,2010,▼13
23,43,2.0,65,Koren Kristijan,78,Liquigas - Doimo,4,2010,▼13
29,61,2.0,66,Le Mével Christophe,79,Francaise des Jeux,4,2010,▼13
23,162,2.0,67,Costa Rui,80,Caisse d'Epargne,4,2010,▼13
34,197,2.0,69,Niermann Grischa,81,Rabobank ProTeam,4,2010,▼12
38,23,2.0,71,Horner Chris,82,RadioShack,4,2010,▼11
34,194,2.0,73,Garate Juan Manuel,83,Rabobank ProTeam,4,2010,▼10
35,91,2.0,74,Sastre Carlos,84,Cervelo Test Team,4,2010,▼10
32,41,2.0,75,Basso Ivan,85,Liquigas - Doimo,4,2010,▼10
29,175,2.0,76,Kern Christophe,86,"Cofidis, le Crédit en Ligne",4,2010,▼10
31,164,2.0,77,Gutiérrez José Iván,87,Caisse d'Epargne,4,2010,▼10
28,107,2.0,78,Moreno Daniel,88,Omega Pharma-Lotto,4,2010,▼10
30,122,2.0,79,Ballan Alessandro,89,BMC Racing Team,4,2010,▼10
30,28,2.0,80,Popovych Yaroslav,90,RadioShack,4,2010,▼10
31,84,2.0,81,Elmiger Martin,91,AG2R La Mondiale,4,2010,▼10
28,179,2.0,82,Pauriol Rémi,92,"Cofidis, le Crédit en Ligne",4,2010,▼10
32,34,2.0,83,Flecha Juan Antonio,93,Sky Procycling,4,2010,▼10
31,85,2.0,84,Gadret John,94,AG2R La Mondiale,4,2010,▼10
31,77,2.0,85,Rodríguez Joaquim,95,Team Katusha,4,2010,▼10
31,7,2.0,86,Noval Benjamin,96,Astana,4,2010,▼10
22,155,2.0,87,Gautier Cyril,97,Bbox Bouygues Telecom,4,2010,▼10
34,127,2.0,88,Kroon Karsten,98,BMC Racing Team,4,2010,▼10
29,203,2.0,89,Da Dalto Mauro,99,Lampre - Farnese Vini,4,2010,▼10
29,5,2.0,90,Iglinskiy Maxim,100,Astana,4,2010,▼10
23,219,2.0,91,Valls Rafael,101,Footon-Servetto,4,2010,▼10
32,183,2.0,93,Martínez Egoi,102,Euskaltel - Euskadi,4,2010,▼9
33,93,2.0,94,Gustov Volodymyr,103,Cervelo Test Team,4,2010,▼9
25,152,2.0,95,Arashiro Yukiya,104,Bbox Bouygues Telecom,4,2010,▼9
29,74,2.0,96,Kolobnev Alexandr,105,Team Katusha,4,2010,▼9
31,151,2.0,97,Voeckler Thomas,106,Bbox Bouygues Telecom,4,2010,▼9
36,205,2.0,72,Hondo Danilo,107,Lampre - Farnese Vini,4,2010,▼35
27,178,2.0,98,Monier Damien,108,"Cofidis, le Crédit en Ligne",4,2010,▼10
30,135,2.0,99,Pineau Jérôme,109,Quickstep - Innergetic,4,2010,▼10
23,76,2.0,100,Pliuschin Alexandr,110,Team Katusha,4,2010,▼10
30,45,2.0,101,Kuschynski Aleksandr,111,Liquigas - Doimo,4,2010,▼10
24,195,2.0,70,Gesink Robert,112,Rabobank ProTeam,4,2010,▼42
30,168,2.0,102,Plaza Rubén,113,Caisse d'Epargne,4,2010,▼11
26,78,2.0,103,Vandenbergh Stijn,114,Team Katusha,4,2010,▼11
39,166,2.0,104,Moreau Christophe,115,Caisse d'Epargne,4,2010,▼11
35,113,2.0,105,Grabsch Bert,116,Team HTC - Columbia,4,2010,▼11
27,147,2.0,107,Rohregger Thomas,117,Milram,4,2010,▼10
25,215,2.0,108,Eibegger Markus,118,Footon-Servetto,4,2010,▼10
31,154,2.0,109,Fédrigo Pierrick,119,Bbox Bouygues Telecom,4,2010,▼10
24,63,2.0,110,Di Grégorio Rémy,120,Francaise des Jeux,4,2010,▼10
30,149,2.0,111,Wegmann Fabian,121,Milram,4,2010,▼10
32,218,2.0,112,Pérez Aitor,122,Footon-Servetto,4,2010,▼10
28,87,2.0,,Mondory Lloyd,123,AG2R La Mondiale,4,2010,-
30,35,2.0,114,Gerrans Simon,124,Sky Procycling,4,2010,▼10
31,189,2.0,115,Verdugo Gorka,125,Euskaltel - Euskadi,4,2010,▼10
31,153,2.0,116,Charteau Anthony,126,Bbox Bouygues Telecom,4,2010,▼10
28,157,2.0,119,Sprick Matthieu,127,Bbox Bouygues Telecom,4,2010,▼8
33,138,2.0,120,van de Walle Jurgen,128,Quickstep - Innergetic,4,2010,▼8
29,112,2.0,117,Eisel Bernhard,129,Team HTC - Columbia,4,2010,▼12
32,8,2.0,121,Tiralongo Paolo,130,Astana,4,2010,▼9
