Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
30.0,50.0,1.0,+0:00,50.0,Jalabert Laurent,1,O.N.C.E. - Deutsche Bank,7:12 7:12,0,1999
33.0,49.091,,+ -7:12,30.0,Ekimov Viatcheslav,2,Amica Chips - Costa de Almeria,0:08 0:08,0,1999
25.0,48.758,3.0,+0:11,18.0,Schnider Daniel,3,,0:11 0:11,0,1999
28.0,48.758,4.0,+0:11,13.0,Petito Roberto,4,Saeco - Cannondale,",, 0:11",0,1999
28.0,48.648999999999994,5.0,+0:13,10.0,Dekker Erik,5,Rabobank ProTeam,0:12 0:12,0,1999
30.0,48.648999999999994,6.0,+0:13,7.0,Wauters Marc,6,Rabobank ProTeam,",, 0:12",0,1999
28.0,48.538999999999994,7.0,+0:13,4.0,Wesemann Steffen,7,Team Telekom,0:13 0:13,0,1999
28.0,48.538999999999994,8.0,+0:14,3.0,Zberg Beat,8,Rabobank ProTeam,",, 0:13",0,1999
29.0,48.43,9.0,+0:14,2.0,Hvastija Martin,9,,0:14 0:14,0,1999
29.0,48.43,10.0,+0:14,1.0,Zarrabeitia Mikel,10,O.N.C.E. - Deutsche Bank,",, 0:14",0,1999
25.0,48.43,,+ -7:12,,White Matthew,11,Vini Caldirola - Sidermec,",, 0:14",0,1999
31.0,48.43,,+ -7:12,,Meier Roland,12,Cofidis,",, 0:14",0,1999
25.0,48.43,,+ -7:12,,Sacchi Fabio,13,Polti,",, 0:14",0,1999
30.0,48.214,,+ -7:12,,den Bakker Maarten,14,Rabobank ProTeam,0:16 0:16,0,1999
28.0,48.107,,+ -7:12,,Honchar Serhiy,15,Vini Caldirola - Sidermec,0:17 0:17,0,1999
27.0,48.107,,+ -7:12,,Camenzind Oscar,16,Lampre - Daikin - Colnago,",, 0:17",0,1999
23.0,48.107,,+ -7:12,,Montgomery Sven,17,,",, 0:17",0,1999
26.0,48.107,,+ -7:12,,Nardello Daniele,18,Mapei - Quickstep,",, 0:17",0,1999
30.0,48.107,,+ -7:12,,Dufaux Laurent,19,Saeco - Cannondale,",, 0:17",0,1999
25.0,48.107,,+ -7:12,,Tosatto Matteo,20,,",, 0:17",0,1999
30.0,48.107,,+ -7:12,,Cuesta \xcd\xf1igo,21,O.N.C.E. - Deutsche Bank,",, 0:17",0,1999
26.0,48.0,,+ -7:12,,Merckx Axel,22,Mapei - Quickstep,0:18 0:18,0,1999
24.0,48.0,,+ -7:12,,Gwiazdowski Grzegorz,23,Cofidis,",, 0:18",0,1999
29.0,47.894,,+ -7:12,,Meier Armin,24,Saeco - Cannondale,0:19 0:19,0,1999
30.0,47.894,,+ -7:12,,Gualdi Mirko,25,Mobilvetta Design - Northwave,",, 0:19",0,1999
29.0,47.788000000000004,,+ -7:12,,Guerini Giuseppe,26,Team Telekom,0:20 0:20,0,1999
