Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,stage,year,▼▲
31,129,,,3.0,48,White Matthew,48,"Cofidis, le Crédit par Téléphone",,3,2005,-
35,109,,,3.0,49,Kirsipuu Jaan,49,Crédit Agricole,,3,2005,-
24,37,,,2.0,50,Karpets Vladimir,50,Illes Balears - Caisse d'Epargne,,3,2005,-
30,83,,,2.0,51,Cañada David,51,Saunier Duval - Prodir,,3,2005,-
22,176,,,2.0,52,Gilbert Philippe,52,Française des Jeux,,3,2005,-
31,95,,,1.0,53,González de Galdeano Igor,53,Liberty Seguros - Würth Team,,3,2005,-
30,22,,,1.0,54,Arvesen Kurt-Asle,54,CSC ProTeam,,3,2005,-
25,7,6.0,+ 10:00:28,,4,Popovych Yaroslav,1,Discovery Channel,10:00:28 10:00:28,4,2005,▲3
24,37,25.0,+ 10:01:25,,2,Karpets Vladimir,2,Illes Balears - Caisse d'Epargne,0:57 0:57,4,2005,-
21,97,26.0,+ 10:01:29,,5,Sánchez Luis León,3,Liberty Seguros - Würth Team,1:01 1:01,4,2005,▲2
24,71,31.0,+ 10:01:42,,1,Cancellara Fabian,4,Fassa Bortolo,1:14 1:14,4,2005,▼3
22,93,32.0,+ 10:01:47,,7,Contador Alberto,5,Liberty Seguros - Würth Team,1:19 1:19,4,2005,▲2
25,108,41.0,+ 10:02:22,,12,Kashechkin Andrey,6,Crédit Agricole,1:54 1:54,4,2005,▲6
24,94,46.0,+ 10:02:34,,20,Davis Allan Howard,7,Liberty Seguros - Würth Team,2:06 2:06,4,2005,▲13
24,131,51.0,+ 10:02:39,,3,Boonen Tom,8,Quickstep - Innergetic,2:11 2:11,4,2005,▼5
23,74,52.0,+ 10:02:40,,8,Facci Mauro,9,Fassa Bortolo,2:12 2:12,4,2005,▼1
25,38,55.0,+ 10:02:44,,13,Valverde Alejandro,10,Illes Balears - Caisse d'Epargne,2:16 2:16,4,2005,▲3
25,167,57.0,+ 10:02:48,,14,Wegmann Fabian,11,Gerolsteiner,2:30 2:30,4,2005,▲3
21,185,66.0,+ 10:03:06,,6,Grivko Andrey,12,Domina Vacanze,2:38 2:38,4,2005,▼6
24,56,78.0,+ 10:03:21,,11,Posthuma Joost,13,Rabobank ProTeam,2:53 2:53,4,2005,▼2
24,112,82.0,+ 10:03:28,,16,Albasini Michael,14,Liquigas,3:00 3:00,4,2005,▲2
24,48,89.0,+ 10:03:46,,22,Vansummeren Johan,15,Davitamon - Lotto,3:18 3:18,4,2005,▲7
22,73,92.0,+ 10:03:51,,27,Corioni Claudio,16,Fassa Bortolo,3:23 3:23,4,2005,▲11
24,136,97.0,+ 10:04:01,,15,Sinkewitz Patrik,17,Quickstep - Innergetic,3:33 3:33,4,2005,▼2
21,177,102.0,+ 10:04:06,,9,Löfkvist Thomas,18,Française des Jeux,3:38 3:38,4,2005,▼9
24,175,104.0,+ 10:04:08,,10,Eisel Bernhard,19,Française des Jeux,3:40 3:40,4,2005,▼9
25,145,114.0,+ 10:04:24,,19,Geslin Anthony,20,Bouygues Telecom,3:56 3:56,4,2005,▼1
25,147,117.0,+ 10:04:25,,21,Pineau Jérôme,21,Bouygues Telecom,3:57 3:57,4,2005,-
24,186,124.0,+ 10:04:32,,28,Iglinskiy Maxim,22,Domina Vacanze,4:04 4:04,4,2005,▲6
24,59,132.0,+ 10:04:37,,30,Weening Pieter,23,Rabobank ProTeam,4:09 4:09,4,2005,▲7
25,85,137.0,+ 10:04:46,,18,Gómez José Ángel,24,Saunier Duval - Prodir,4:18 4:18,4,2005,▼6
23,176,151.0,+ 10:05:05,,24,Gilbert Philippe,25,Française des Jeux,4:37 4:37,4,2005,▼1
25,155,154.0,+ 10:05:10,,29,Loosli David,26,Lampre-Caffita,4:42 4:42,4,2005,▲3
25,205,160.0,+ 10:05:18,,25,Gerrans Simon,27,AG2R Prévoyance,4:50 4:50,4,2005,▼2
24,204,162.0,+ 10:05:41,,31,Dumoulin Samuel,28,AG2R Prévoyance,5:13 5:13,4,2005,▲3
24,179,167.0,+ 10:06:41,,17,Mourey Francis,29,Française des Jeux,6:13 6:13,4,2005,▼12
25,33,175.0,+ 10:08:06,,26,Arroyo David,30,Illes Balears - Caisse d'Epargne,7:38 7:38,4,2005,▼4
23,148,185.0,+ 10:10:09,,23,Sprick Matthieu,31,Bouygues Telecom,9:41 9:41,4,2005,▼8
24,189,188.0,+ 10:11:34,,32,Vanotti Alessandro,32,Domina Vacanze,11:06 11:06,4,2005,-
24,131,,,106.0,1,Boonen Tom,1,Quickstep - Innergetic,,5,2005,-
27,106,,,77.0,4,Hushovd Thor,2,Crédit Agricole,,5,2005,▲2
31,121,,,76.0,2,O'Grady Stuart,3,"Cofidis, le Crédit par Téléphone",,5,2005,▼1
33,41,,,61.0,9,McEwen Robbie,4,Davitamon - Lotto,,5,2005,▲5
31,168,,,60.0,3,Wrolich Peter,5,Gerolsteiner,,5,2005,▼2
24,94,,,58.0,5,Davis Allan Howard,6,Liberty Seguros - Würth Team,,5,2005,▼1
27,184,,,49.0,8,Furlan Angelo,7,Domina Vacanze,,5,2005,▲1
24,175,,,43.0,12,Eisel Bernhard,8,Française des Jeux,,5,2005,▲4
26,173,,,37.0,16,Cooke Baden,9,Française des Jeux,,5,2005,▲7
27,162,,,36.0,14,Förster Robert,10,Gerolsteiner,,5,2005,▲4
27,75,,,35.0,7,Flecha Juan Antonio,11,Fassa Bortolo,,5,2005,▼4
27,118,,,34.0,6,Pagliarini Luciano André,12,Liquigas,,5,2005,▼6
25,88,,,29.0,11,Quinziato Manuel,13,Saunier Duval - Prodir,,5,2005,▼2
25,145,,,26.0,10,Geslin Anthony,14,Bouygues Telecom,,5,2005,▼4
25,147,,,25.0,18,Pineau Jérôme,15,Bouygues Telecom,,5,2005,▲3
28,102,,,24.0,17,Bodrogi László,16,Crédit Agricole,,5,2005,▲1
24,186,,,23.0,32,Iglinskiy Maxim,17,Domina Vacanze,,5,2005,▲15
32,138,,,21.0,19,Trenti Guido,18,Quickstep - Innergetic,,5,2005,▲1
27,34,,,21.0,29,Becke Daniel,19,Illes Balears - Caisse d'Epargne,,5,2005,▲10
28,64,,,20.0,13,Hunter Robert,20,Phonak Hearing Systems,,5,2005,▼7
33,28,,,20.0,47,Voigt Jens,21,CSC ProTeam,,5,2005,▲26
30,113,,,19.0,15,Bäckstedt Magnus,22,Liquigas,,5,2005,▼7
26,29,,,,20*,Zabriskie David,23*,CSC ProTeam,,5,2005,-
28,201,,,15.0,,Nazon Jean-Patrick,24,AG2R Prévoyance,,5,2005,-
28,196,,,15.0,23,Isasi Iñaki,25,Euskaltel - Euskadi,,5,2005,▼2
30,35,,,15.0,21,Gálvez Isaac,26,Illes Balears - Caisse d'Epargne,,5,2005,▼5
26,82,,,14.0,22,Bertogliati Rubens,27,Saunier Duval - Prodir,,5,2005,▼5
29,157,,,14.0,,Righi Daniele,28,Lampre-Caffita,,5,2005,-
31,46,,,13.0,24,Rodriguez Fred,29,Davitamon - Lotto,,5,2005,▼5
36,152,,,13.0,25,Bortolami Gianluca,30,Lampre-Caffita,,5,2005,▼5
34,53,,,12.0,26,Dekker Erik,31,Rabobank ProTeam,,5,2005,▼5
33,1,,,,27*,Armstrong Lance,32*,Discovery Channel,,5,2005,-
37,143,,,12.0,,Brochard Laurent,33,Bouygues Telecom,,5,2005,-
26,207,,,12.0,28,Krivtsov Yuriy,34,AG2R Prévoyance,,5,2005,▼6
26,208,,,10.0,30,Portal Nicolas,35,AG2R Prévoyance,,5,2005,▼5
31,19,,,10.0,31,Vinokourov Alexandre,36,T-Mobile Team,,5,2005,▼5
25,155,,,9.0,,Loosli David,37,Lampre-Caffita,,5,2005,-
31,105,,,9.0,33,Hinault Sébastien,38,Crédit Agricole,,5,2005,▼5
32,4,,,,34*,Hincapie George,39*,Discovery Channel,,5,2005,-
27,68,,,8.0,,Pereiro Óscar,40,Phonak Hearing Systems,,5,2005,-
30,154,,,8.0,35,Glomser Gerrit,41,Lampre-Caffita,,5,2005,▼6
31,11,,,7.0,36,Ullrich Jan,42,T-Mobile Team,,5,2005,▼6
30,153,,,6.0,,Commesso Salvatore,43,Lampre-Caffita,,5,2005,-
25,163,,,6.0,37,Lang Sebastian,44,Gerolsteiner,,5,2005,▼7
30,77,,,6.0,,Giunti Massimo,45,Fassa Bortolo,,5,2005,-
28,114,,,6.0,,Carlström Kjell,46,Liquigas,,5,2005,-
26,203,,,6.0,38,Calzati Sylvain,47,AG2R Prévoyance,,5,2005,▼9
29,66,,,5.0,39,Landis Floyd,48,Phonak Hearing Systems,,5,2005,▼9
29,171,,,5.0,40,McGee Bradley,49,Française des Jeux,,5,2005,▼9
28,127,,,5.0,41,Tombak Janek,50,"Cofidis, le Crédit par Téléphone",,5,2005,▼9
24,71,,,4.0,42,Cancellara Fabian,51,Fassa Bortolo,,5,2005,▼9
25,167,,,4.0,43,Wegmann Fabian,52,Gerolsteiner,,5,2005,▼9
24,56,,,4.0,44,Posthuma Joost,53,Rabobank ProTeam,,5,2005,▼9
33,86,,,4.0,45,Horner Chris,54,Saunier Duval - Prodir,,5,2005,▼9
26,149,,,4.0,46,Voeckler Thomas,55,Bouygues Telecom,,5,2005,▼9
27,79,,,3.0,,Kirchen Kim,56,Fassa Bortolo,,5,2005,-
31,129,,,3.0,48,White Matthew,57,"Cofidis, le Crédit par Téléphone",,5,2005,▼9
35,109,,,3.0,49,Kirsipuu Jaan,58,Crédit Agricole,,5,2005,▼9
24,37,,,2.0,50,Karpets Vladimir,59,Illes Balears - Caisse d'Epargne,,5,2005,▼9
28,55,,,2.0,,Löwik Gerben,60,Rabobank ProTeam,,5,2005,-
30,83,,,2.0,51,Cañada David,61,Saunier Duval - Prodir,,5,2005,▼10
23,176,,,2.0,52,Gilbert Philippe,62,Française des Jeux,,5,2005,▼10
30,22,,,1.0,53,Arvesen Kurt-Asle,63,CSC ProTeam,,5,2005,▼10
31,95,,,1.0,54,González de Galdeano Igor,64,Liberty Seguros - Würth Team,,5,2005,▼10
24,131,,,106.0,1,Boonen Tom,1,Quickstep - Innergetic,,6,2005,-
27,106,,,99.0,2,Hushovd Thor,2,Crédit Agricole,,6,2005,-
31,121,,,76.0,3,O'Grady Stuart,3,"Cofidis, le Crédit par Téléphone",,6,2005,-
27,184,,,73.0,7,Furlan Angelo,4,Domina Vacanze,,6,2005,▲3
27,162,,,62.0,10,Förster Robert,5,Gerolsteiner,,6,2005,▲5
33,41,,,61.0,4,McEwen Robbie,6,Davitamon - Lotto,,6,2005,▼2
31,168,,,60.0,5,Wrolich Peter,7,Gerolsteiner,,6,2005,▼2
24,94,,,58.0,6,Davis Allan Howard,8,Liberty Seguros - Würth Team,,6,2005,▼2
24,175,,,43.0,8,Eisel Bernhard,9,Française des Jeux,,6,2005,▼1
31,19,,,40.0,36,Vinokourov Alexandre,10,T-Mobile Team,,6,2005,▲26
25,147,,,39.0,15,Pineau Jérôme,11,Bouygues Telecom,,6,2005,▲4
26,173,,,37.0,9,Cooke Baden,12,Française des Jeux,,6,2005,▼3
25,72,,,35.0,,Bernucci Lorenzo,13,Fassa Bortolo,,6,2005,-
27,75,,,35.0,11,Flecha Juan Antonio,14,Fassa Bortolo,,6,2005,▼3
27,118,,,34.0,12,Pagliarini Luciano André,15,Liquigas,,6,2005,▼3
36,152,,,32.0,30,Bortolami Gianluca,16,Lampre-Caffita,,6,2005,▲14
25,88,,,29.0,13,Quinziato Manuel,17,Saunier Duval - Prodir,,6,2005,▼4
37,143,,,27.0,33,Brochard Laurent,18,Bouygues Telecom,,6,2005,▲15
25,145,,,26.0,14,Geslin Anthony,19,Bouygues Telecom,,6,2005,▼5
30,154,,,25.0,41,Glomser Gerrit,20,Lampre-Caffita,,6,2005,▲21
28,102,,,24.0,16,Bodrogi László,21,Crédit Agricole,,6,2005,▼5
27,79,,,23.0,56,Kirchen Kim,22,Fassa Bortolo,,6,2005,▲34
24,186,,,23.0,17,Iglinskiy Maxim,23,Domina Vacanze,,6,2005,▼6
32,138,,,21.0,18,Trenti Guido,24,Quickstep - Innergetic,,6,2005,▼6
27,34,,,21.0,19,Becke Daniel,25,Illes Balears - Caisse d'Epargne,,6,2005,▼6
34,53,,,20.0,31,Dekker Erik,26,Rabobank ProTeam,,6,2005,▲5
28,64,,,20.0,20,Hunter Robert,27,Phonak Hearing Systems,,6,2005,▼7
33,28,,,20.0,21,Voigt Jens,28,CSC ProTeam,,6,2005,▼7
27,68,,,20.0,40,Pereiro Óscar,29,Phonak Hearing Systems,,6,2005,▲11
30,113,,,19.0,22,Bäckstedt Magnus,30,Liquigas,,6,2005,▼8
30,77,,,19.0,45,Giunti Massimo,31,Fassa Bortolo,,6,2005,▲14
27,198,,,18.0,,Martínez Egoi,32,Euskaltel - Euskadi,,6,2005,-
30,22,,,17.0,63,Arvesen Kurt-Asle,33,CSC ProTeam,,6,2005,▲30
26,29,,,,23*,Zabriskie David,34*,CSC ProTeam,,6,2005,-
28,201,,,15.0,24,Nazon Jean-Patrick,35,AG2R Prévoyance,,6,2005,▼11
28,196,,,15.0,25,Isasi Iñaki,36,Euskaltel - Euskadi,,6,2005,▼11
30,35,,,15.0,26,Gálvez Isaac,37,Illes Balears - Caisse d'Epargne,,6,2005,▼11
26,82,,,14.0,27,Bertogliati Rubens,38,Saunier Duval - Prodir,,6,2005,▼11
31,11,,,14.0,42,Ullrich Jan,39,T-Mobile Team,,6,2005,▲3
29,157,,,14.0,28,Righi Daniele,40,Lampre-Caffita,,6,2005,▼12
31,46,,,13.0,29,Rodriguez Fred,41,Davitamon - Lotto,,6,2005,▼12
30,153,,,12.0,43,Commesso Salvatore,42,Lampre-Caffita,,6,2005,▲1
33,1,,,,32*,Armstrong Lance,43*,Discovery Channel,,6,2005,-
26,207,,,12.0,34,Krivtsov Yuriy,44,AG2R Prévoyance,,6,2005,▼10
28,39,,,11.0,,Zandio Xabier,45,Illes Balears - Caisse d'Epargne,,6,2005,-
35,109,,,11.0,58,Kirsipuu Jaan,46,Crédit Agricole,,6,2005,▲12
30,116,,,10.0,,Gerosa Mauro,47,Liquigas,,6,2005,-
26,208,,,10.0,35,Portal Nicolas,48,AG2R Prévoyance,,6,2005,▼13
30,122,,,10.0,,Augé Stéphane,49,"Cofidis, le Crédit par Téléphone",,6,2005,-
33,23,,,10.0,,Julich Bobby,50,CSC ProTeam,,6,2005,-
24,59,,,9.0,,Weening Pieter,51,Rabobank ProTeam,,6,2005,-
25,155,,,9.0,37,Loosli David,52,Lampre-Caffita,,6,2005,▼15
31,105,,,9.0,38,Hinault Sébastien,53,Crédit Agricole,,6,2005,▼15
36,178,,,8.0,,Mengin Christophe,54,Française des Jeux,,6,2005,-
32,4,,,,39*,Hincapie George,55*,Discovery Channel,,6,2005,-
25,163,,,6.0,44,Lang Sebastian,56,Gerolsteiner,,6,2005,▼12
28,114,,,6.0,46,Carlström Kjell,57,Liquigas,,6,2005,▼11
26,203,,,6.0,47,Calzati Sylvain,58,AG2R Prévoyance,,6,2005,▼11
29,66,,,5.0,48,Landis Floyd,59,Phonak Hearing Systems,,6,2005,▼11
28,44,,,5.0,,Evans Cadel,60,Davitamon - Lotto,,6,2005,-
29,171,,,5.0,49,McGee Bradley,61,Française des Jeux,,6,2005,▼12
28,127,,,5.0,50,Tombak Janek,62,"Cofidis, le Crédit par Téléphone",,6,2005,▼12
24,71,,,4.0,51,Cancellara Fabian,63,Fassa Bortolo,,6,2005,▼12
28,99,,,4.0,,Vicioso Ángel,64,Liberty Seguros - Würth Team,,6,2005,-
25,167,,,4.0,52,Wegmann Fabian,65,Gerolsteiner,,6,2005,▼13
24,56,,,4.0,53,Posthuma Joost,66,Rabobank ProTeam,,6,2005,▼13
33,86,,,4.0,54,Horner Chris,67,Saunier Duval - Prodir,,6,2005,▼13
26,149,,,4.0,55,Voeckler Thomas,68,Bouygues Telecom,,6,2005,▼13
34,161,,,3.0,,Totschnig Georg,69,Gerolsteiner,,6,2005,-
31,129,,,3.0,57,White Matthew,70,"Cofidis, le Crédit par Téléphone",,6,2005,▼13
24,37,,,2.0,59,Karpets Vladimir,71,Illes Balears - Caisse d'Epargne,,6,2005,▼12
27,183,,,2.0,,Cortinovis Alessandro,72,Domina Vacanze,,6,2005,-
30,83,,,2.0,61,Cañada David,73,Saunier Duval - Prodir,,6,2005,▼12
23,176,,,2.0,62,Gilbert Philippe,74,Française des Jeux,,6,2005,▼12
28,55,,,2.0,60,Löwik Gerben,75,Rabobank ProTeam,,6,2005,▼15
31,95,,,1.0,64,González de Galdeano Igor,76,Liberty Seguros - Würth Team,,6,2005,▼12
32,61,,,1.0,,Botero Santiago,77,Phonak Hearing Systems,,6,2005,-
24,131,,,133.0,1,Boonen Tom,1,Quickstep - Innergetic,,7,2005,-
27,106,,,122.0,2,Hushovd Thor,2,Crédit Agricole,,7,2005,-
33,41,,,96.0,6,McEwen Robbie,3,Davitamon - Lotto,,7,2005,▲3
31,121,,,91.0,3,O'Grady Stuart,4,"Cofidis, le Crédit par Téléphone",,7,2005,▼1
27,162,,,75.0,5,Förster Robert,5,Gerolsteiner,,7,2005,-
27,184,,,73.0,4,Furlan Angelo,6,Domina Vacanze,,7,2005,▼2
24,175,,,69.0,9,Eisel Bernhard,7,Française des Jeux,,7,2005,▲2
31,168,,,60.0,7,Wrolich Peter,8,Gerolsteiner,,7,2005,▼1
26,173,,,59.0,12,Cooke Baden,9,Française des Jeux,,7,2005,▲3
24,94,,,58.0,8,Davis Allan Howard,10,Liberty Seguros - Würth Team,,7,2005,▼2
27,75,,,51.0,14,Flecha Juan Antonio,11,Fassa Bortolo,,7,2005,▲3
36,152,,,50.0,16,Bortolami Gianluca,12,Lampre-Caffita,,7,2005,▲4
30,113,,,49.0,30,Bäckstedt Magnus,13,Liquigas,,7,2005,▲17
30,154,,,49.0,20,Glomser Gerrit,14,Lampre-Caffita,,7,2005,▲6
27,118,,,48.0,15,Pagliarini Luciano André,15,Liquigas,,7,2005,-
25,147,,,41.0,11,Pineau Jérôme,16,Bouygues Telecom,,7,2005,▼5
31,19,,,40.0,10,Vinokourov Alexandre,17,T-Mobile Team,,7,2005,▼7
37,143,,,37.0,18,Brochard Laurent,18,Bouygues Telecom,,7,2005,-
25,72,,,35.0,13,Bernucci Lorenzo,19,Fassa Bortolo,,7,2005,▼6
27,34,,,29.0,25,Becke Daniel,20,Illes Balears - Caisse d'Epargne,,7,2005,▲5
