Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
30.0,48.0,2.0,,ten Dam Laurens,25.0,Rabobank Cycling Team,12,2011,-
30.0,109.0,2.0,14.0,Riblon Christophe,26.0,AG2R La Mondiale,12,2011,▼12
26.0,155.0,1.0,16.0,El Fares Julien,27.0,"Cofidis, le Crédit en Ligne",12,2011,▼11
27.0,47.0,1.0,15.0,Sánchez Luis León,28.0,Rabobank Cycling Team,12,2011,▼13
28.0,209.0,1.0,17.0,Westra Lieuwe,29.0,Vacansoleil - DCM,12,2011,▼12
28.0,1.0,1.0,18.0,Contador Alberto,30.0,Saxo Bank - Sungard,12,2011,▼12
23.0,183.0,1.0,19.0,Gautier Cyril,31.0,Team Europcar,12,2011,▼12
29.0,107.0,1.0,20.0,Minard Sébastien,32.0,AG2R La Mondiale,12,2011,▼12
27.0,64.0,1.0,21.0,Grivko Andrey,33.0,Pro Team Astana,12,2011,▼12
32.0,85.0,1.0,,Gutiérrez José Iván,34.0,Movistar Team,12,2011,-
28.0,138.0,45.0,3.0,Roy Jérémy,1.0,FDJ,13,2011,▲2
33.0,21.0,40.0,1.0,Sánchez Samuel,2.0,Euskaltel - Euskadi,13,2011,▼1
26.0,38.0,34.0,2.0,Vanendert Jelle,3.0,Omega Pharma-Lotto,13,2011,▼1
31.0,18.0,24.0,4.0,Schleck Fränk,4.0,Leopard Trek,13,2011,-
28.0,204.0,22.0,5.0,Hoogerland Johnny,5.0,Vacansoleil - DCM,13,2011,-
25.0,117.0,18.0,6.0,Thomas Geraint,6.0,Sky Procycling,13,2011,-
24.0,106.0,18.0,7.0,Kadri Blel,7.0,AG2R La Mondiale,13,2011,-
32.0,181.0,17.0,8.0,Voeckler Thomas,8.0,Team Europcar,13,2011,-
33.0,91.0,16.0,9.0,Basso Ivan,9.0,Liquigas - Cannondale,13,2011,-
36.0,157.0,16.0,,Moncoutié David,10.0,"Cofidis, le Crédit en Ligne",13,2011,-
29.0,25.0,16.0,10.0,Pérez Rubén,11.0,Euskaltel - Euskadi,13,2011,▼1
33.0,51.0,12.0,,Hushovd Thor,12.0,Team Garmin - Cervélo,13,2011,-
30.0,218.0,10.0,11.0,Mangel Laurent,13.0,Saur - Sojasun,13,2011,▼2
34.0,141.0,10.0,12.0,Evans Cadel,14.0,BMC Racing Team,13,2011,▼2
29.0,194.0,8.0,,Gusev Vladimir,15.0,Team Katusha,13,2011,-
22.0,178.0,5.0,13.0,van Garderen Tejay,16.0,HTC - High Road,13,2011,▼3
27.0,206.0,5.0,14.0,Marcato Marco,17.0,Vacansoleil - DCM,13,2011,▼3
24.0,83.0,5.0,15.0,Costa Rui,18.0,Movistar Team,13,2011,▼3
32.0,131.0,5.0,16.0,Casar Sandy,19.0,FDJ,13,2011,▼3
26.0,11.0,4.0,17.0,Schleck Andy,20.0,Leopard Trek,13,2011,▼3
31.0,127.0,4.0,,Pineau Jérôme,21.0,Quickstep Cycling Team,13,2011,-
33.0,112.0,4.0,19.0,Flecha Juan Antonio,22.0,Sky Procycling,13,2011,▼3
25.0,66.0,4.0,18.0,Kreuziger Roman,23.0,Pro Team Astana,13,2011,▼5
24.0,137.0,3.0,20.0,Roux Anthony,24.0,FDJ,13,2011,▼4
25.0,133.0,2.0,22.0,Delage Mickaël,25.0,FDJ,13,2011,▼3
29.0,32.0,2.0,23.0,Gilbert Philippe,26.0,Omega Pharma-Lotto,13,2011,▼3
21.0,213.0,2.0,24.0,Delaplace Anthony,27.0,Saur - Sojasun,13,2011,▼3
30.0,48.0,2.0,25.0,ten Dam Laurens,28.0,Rabobank Cycling Team,13,2011,▼3
30.0,109.0,2.0,26.0,Riblon Christophe,29.0,AG2R La Mondiale,13,2011,▼3
31.0,172.0,2.0,,Bak Lars Ytting,30.0,HTC - High Road,13,2011,-
27.0,47.0,1.0,28.0,Sánchez Luis León,31.0,Rabobank Cycling Team,13,2011,▼3
26.0,155.0,1.0,27.0,El Fares Julien,32.0,"Cofidis, le Crédit en Ligne",13,2011,▼5
28.0,209.0,1.0,29.0,Westra Lieuwe,33.0,Vacansoleil - DCM,13,2011,▼4
28.0,1.0,1.0,30.0,Contador Alberto,34.0,Saxo Bank - Sungard,13,2011,▼4
23.0,183.0,1.0,31.0,Gautier Cyril,35.0,Team Europcar,13,2011,▼4
32.0,85.0,1.0,34.0,Gutiérrez José Iván,36.0,Movistar Team,13,2011,▼2
29.0,107.0,1.0,32.0,Minard Sébastien,37.0,AG2R La Mondiale,13,2011,▼5
27.0,129.0,1.0,,Terpstra Niki,38.0,Quickstep Cycling Team,13,2011,-
27.0,64.0,1.0,33.0,Grivko Andrey,39.0,Pro Team Astana,13,2011,▼6
26.0,38.0,74.0,3.0,Vanendert Jelle,1.0,Omega Pharma-Lotto,14,2011,▲2
33.0,21.0,72.0,2.0,Sánchez Samuel,2.0,Euskaltel - Euskadi,14,2011,-
28.0,138.0,45.0,1.0,Roy Jérémy,3.0,FDJ,14,2011,▼2
26.0,11.0,28.0,20.0,Schleck Andy,4.0,Leopard Trek,14,2011,▲16
34.0,141.0,26.0,14.0,Evans Cadel,5.0,BMC Racing Team,14,2011,▲9
31.0,18.0,24.0,4.0,Schleck Fränk,6.0,Leopard Trek,14,2011,▼2
28.0,204.0,22.0,5.0,Hoogerland Johnny,7.0,Vacansoleil - DCM,14,2011,▼2
32.0,121.0,20.0,,Chavanel Sylvain,8.0,Quickstep Cycling Team,14,2011,-
32.0,131.0,19.0,19.0,Casar Sandy,9.0,FDJ,14,2011,▲10
25.0,117.0,18.0,6.0,Thomas Geraint,10.0,Sky Procycling,14,2011,▼4
24.0,106.0,18.0,7.0,Kadri Blel,11.0,AG2R La Mondiale,14,2011,▼4
25.0,133.0,17.0,25.0,Delage Mickaël,12.0,FDJ,14,2011,▲13
32.0,181.0,17.0,8.0,Voeckler Thomas,13.0,Team Europcar,14,2011,▼5
33.0,91.0,16.0,9.0,Basso Ivan,14.0,Liquigas - Cannondale,14,2011,▼5
36.0,157.0,16.0,10.0,Moncoutié David,15.0,"Cofidis, le Crédit en Ligne",14,2011,▼5
29.0,25.0,16.0,11.0,Pérez Rubén,16.0,Euskaltel - Euskadi,14,2011,▼5
33.0,51.0,12.0,12.0,Hushovd Thor,17.0,Team Garmin - Cervélo,14,2011,▼5
30.0,218.0,10.0,13.0,Mangel Laurent,18.0,Saur - Sojasun,14,2011,▼5
32.0,182.0,9.0,,Charteau Anthony,19.0,Team Europcar,14,2011,-
23.0,22.0,8.0,,Izagirre Gorka,20.0,Euskaltel - Euskadi,14,2011,-
24.0,118.0,8.0,,Urán Rigoberto,21.0,Sky Procycling,14,2011,-
29.0,194.0,8.0,15.0,Gusev Vladimir,22.0,Team Katusha,14,2011,▼7
24.0,45.0,7.0,,Mollema Bauke,23.0,Rabobank Cycling Team,14,2011,-
22.0,178.0,5.0,16.0,van Garderen Tejay,24.0,HTC - High Road,14,2011,▼8
27.0,206.0,5.0,17.0,Marcato Marco,25.0,Vacansoleil - DCM,14,2011,▼8
24.0,83.0,5.0,18.0,Costa Rui,26.0,Movistar Team,14,2011,▼8
28.0,1.0,5.0,34.0,Contador Alberto,27.0,Saxo Bank - Sungard,14,2011,▲7
26.0,155.0,4.0,32.0,El Fares Julien,28.0,"Cofidis, le Crédit en Ligne",14,2011,▲4
31.0,127.0,4.0,21.0,Pineau Jérôme,29.0,Quickstep Cycling Team,14,2011,▼8
25.0,62.0,4.0,,Di Grégorio Rémy,30.0,Pro Team Astana,14,2011,-
30.0,109.0,4.0,29.0,Riblon Christophe,31.0,AG2R La Mondiale,14,2011,▼2
33.0,112.0,4.0,22.0,Flecha Juan Antonio,32.0,Sky Procycling,14,2011,▼10
25.0,66.0,4.0,23.0,Kreuziger Roman,33.0,Pro Team Astana,14,2011,▼10
24.0,137.0,3.0,24.0,Roux Anthony,34.0,FDJ,14,2011,▼10
29.0,32.0,2.0,26.0,Gilbert Philippe,35.0,Omega Pharma-Lotto,14,2011,▼9
27.0,47.0,2.0,31.0,Sánchez Luis León,36.0,Rabobank Cycling Team,14,2011,▼5
21.0,213.0,2.0,27.0,Delaplace Anthony,37.0,Saur - Sojasun,14,2011,▼10
30.0,48.0,2.0,28.0,ten Dam Laurens,38.0,Rabobank Cycling Team,14,2011,▼10
34.0,56.0,2.0,,Millar David,39.0,Team Garmin - Cervélo,14,2011,-
22.0,139.0,2.0,,Vichot Arthur,40.0,FDJ,14,2011,-
31.0,172.0,2.0,30.0,Bak Lars Ytting,41.0,HTC - High Road,14,2011,▼11
28.0,209.0,1.0,33.0,Westra Lieuwe,42.0,Vacansoleil - DCM,14,2011,▼9
23.0,183.0,1.0,35.0,Gautier Cyril,43.0,Team Europcar,14,2011,▼8
32.0,85.0,1.0,36.0,Gutiérrez José Iván,44.0,Movistar Team,14,2011,▼8
29.0,107.0,1.0,37.0,Minard Sébastien,45.0,AG2R La Mondiale,14,2011,▼8
27.0,129.0,1.0,38.0,Terpstra Niki,46.0,Quickstep Cycling Team,14,2011,▼8
27.0,64.0,1.0,39.0,Grivko Andrey,47.0,Pro Team Astana,14,2011,▼8
26.0,38.0,74.0,1.0,Vanendert Jelle,1.0,Omega Pharma-Lotto,15,2011,-
33.0,21.0,72.0,2.0,Sánchez Samuel,2.0,Euskaltel - Euskadi,15,2011,-
28.0,138.0,45.0,3.0,Roy Jérémy,3.0,FDJ,15,2011,-
26.0,11.0,28.0,4.0,Schleck Andy,4.0,Leopard Trek,15,2011,-
34.0,141.0,26.0,5.0,Evans Cadel,5.0,BMC Racing Team,15,2011,-
31.0,18.0,24.0,6.0,Schleck Fränk,6.0,Leopard Trek,15,2011,-
28.0,204.0,22.0,7.0,Hoogerland Johnny,7.0,Vacansoleil - DCM,15,2011,-
32.0,121.0,20.0,8.0,Chavanel Sylvain,8.0,Quickstep Cycling Team,15,2011,-
32.0,131.0,19.0,9.0,Casar Sandy,9.0,FDJ,15,2011,-
25.0,117.0,18.0,10.0,Thomas Geraint,10.0,Sky Procycling,15,2011,-
24.0,106.0,18.0,11.0,Kadri Blel,11.0,AG2R La Mondiale,15,2011,-
25.0,133.0,17.0,12.0,Delage Mickaël,12.0,FDJ,15,2011,-
32.0,181.0,17.0,13.0,Voeckler Thomas,13.0,Team Europcar,15,2011,-
33.0,91.0,16.0,14.0,Basso Ivan,14.0,Liquigas - Cannondale,15,2011,-
36.0,157.0,16.0,15.0,Moncoutié David,15.0,"Cofidis, le Crédit en Ligne",15,2011,-
29.0,25.0,16.0,16.0,Pérez Rubén,16.0,Euskaltel - Euskadi,15,2011,-
33.0,51.0,12.0,17.0,Hushovd Thor,17.0,Team Garmin - Cervélo,15,2011,-
30.0,218.0,10.0,18.0,Mangel Laurent,18.0,Saur - Sojasun,15,2011,-
32.0,182.0,9.0,19.0,Charteau Anthony,19.0,Team Europcar,15,2011,-
23.0,22.0,8.0,20.0,Izagirre Gorka,20.0,Euskaltel - Euskadi,15,2011,-
24.0,118.0,8.0,21.0,Urán Rigoberto,21.0,Sky Procycling,15,2011,-
29.0,194.0,8.0,22.0,Gusev Vladimir,22.0,Team Katusha,15,2011,-
24.0,45.0,7.0,23.0,Mollema Bauke,23.0,Rabobank Cycling Team,15,2011,-
22.0,178.0,5.0,24.0,van Garderen Tejay,24.0,HTC - High Road,15,2011,-
27.0,206.0,5.0,25.0,Marcato Marco,25.0,Vacansoleil - DCM,15,2011,-
24.0,83.0,5.0,26.0,Costa Rui,26.0,Movistar Team,15,2011,-
28.0,1.0,5.0,27.0,Contador Alberto,27.0,Saxo Bank - Sungard,15,2011,-
26.0,155.0,4.0,28.0,El Fares Julien,28.0,"Cofidis, le Crédit en Ligne",15,2011,-
31.0,127.0,4.0,29.0,Pineau Jérôme,29.0,Quickstep Cycling Team,15,2011,-
25.0,62.0,4.0,30.0,Di Grégorio Rémy,30.0,Pro Team Astana,15,2011,-
30.0,109.0,4.0,31.0,Riblon Christophe,31.0,AG2R La Mondiale,15,2011,-
33.0,112.0,4.0,32.0,Flecha Juan Antonio,32.0,Sky Procycling,15,2011,-
25.0,66.0,4.0,33.0,Kreuziger Roman,33.0,Pro Team Astana,15,2011,-
24.0,137.0,3.0,34.0,Roux Anthony,34.0,FDJ,15,2011,-
29.0,32.0,2.0,35.0,Gilbert Philippe,35.0,Omega Pharma-Lotto,15,2011,-
27.0,47.0,2.0,36.0,Sánchez Luis León,36.0,Rabobank Cycling Team,15,2011,-
21.0,213.0,2.0,37.0,Delaplace Anthony,37.0,Saur - Sojasun,15,2011,-
30.0,48.0,2.0,38.0,ten Dam Laurens,38.0,Rabobank Cycling Team,15,2011,-
34.0,56.0,2.0,39.0,Millar David,39.0,Team Garmin - Cervélo,15,2011,-
22.0,139.0,2.0,40.0,Vichot Arthur,40.0,FDJ,15,2011,-
31.0,172.0,2.0,41.0,Bak Lars Ytting,41.0,HTC - High Road,15,2011,-
28.0,209.0,1.0,42.0,Westra Lieuwe,42.0,Vacansoleil - DCM,15,2011,-
26.0,195.0,1.0,,Ignatyev Mikhail,43.0,Team Katusha,15,2011,-
23.0,183.0,1.0,43.0,Gautier Cyril,44.0,Team Europcar,15,2011,▼1
32.0,85.0,1.0,44.0,Gutiérrez José Iván,45.0,Movistar Team,15,2011,▼1
29.0,107.0,1.0,45.0,Minard Sébastien,46.0,AG2R La Mondiale,15,2011,▼1
27.0,129.0,1.0,46.0,Terpstra Niki,47.0,Quickstep Cycling Team,15,2011,▼1
27.0,64.0,1.0,47.0,Grivko Andrey,48.0,Pro Team Astana,15,2011,▼1
26.0,38.0,74.0,1.0,Vanendert Jelle,1.0,Omega Pharma-Lotto,16,2011,-
33.0,21.0,72.0,2.0,Sánchez Samuel,2.0,Euskaltel - Euskadi,16,2011,-
28.0,138.0,45.0,3.0,Roy Jérémy,3.0,FDJ,16,2011,-
26.0,11.0,28.0,4.0,Schleck Andy,4.0,Leopard Trek,16,2011,-
34.0,141.0,26.0,5.0,Evans Cadel,5.0,BMC Racing Team,16,2011,-
31.0,18.0,24.0,6.0,Schleck Fränk,6.0,Leopard Trek,16,2011,-
28.0,204.0,22.0,7.0,Hoogerland Johnny,7.0,Vacansoleil - DCM,16,2011,-
32.0,121.0,20.0,8.0,Chavanel Sylvain,8.0,Quickstep Cycling Team,16,2011,-
32.0,131.0,19.0,9.0,Casar Sandy,9.0,FDJ,16,2011,-
25.0,117.0,18.0,10.0,Thomas Geraint,10.0,Sky Procycling,16,2011,-
24.0,106.0,18.0,11.0,Kadri Blel,11.0,AG2R La Mondiale,16,2011,-
25.0,133.0,17.0,12.0,Delage Mickaël,12.0,FDJ,16,2011,-
32.0,181.0,17.0,13.0,Voeckler Thomas,13.0,Team Europcar,16,2011,-
33.0,91.0,16.0,14.0,Basso Ivan,14.0,Liquigas - Cannondale,16,2011,-
29.0,25.0,16.0,16.0,Pérez Rubén,15.0,Euskaltel - Euskadi,16,2011,▲1
36.0,157.0,16.0,15.0,Moncoutié David,16.0,"Cofidis, le Crédit en Ligne",16,2011,▼1
33.0,51.0,14.0,17.0,Hushovd Thor,17.0,Team Garmin - Cervélo,16,2011,-
30.0,218.0,10.0,18.0,Mangel Laurent,18.0,Saur - Sojasun,16,2011,-
32.0,182.0,9.0,19.0,Charteau Anthony,19.0,Team Europcar,16,2011,-
23.0,22.0,8.0,20.0,Izagirre Gorka,20.0,Euskaltel - Euskadi,16,2011,-
24.0,118.0,8.0,21.0,Urán Rigoberto,21.0,Sky Procycling,16,2011,-
29.0,194.0,8.0,22.0,Gusev Vladimir,22.0,Team Katusha,16,2011,-
24.0,45.0,7.0,23.0,Mollema Bauke,23.0,Rabobank Cycling Team,16,2011,-
30.0,55.0,5.0,,Hesjedal Ryder,24.0,Team Garmin - Cervélo,16,2011,-
22.0,178.0,5.0,24.0,van Garderen Tejay,25.0,HTC - High Road,16,2011,▼1
27.0,206.0,5.0,25.0,Marcato Marco,26.0,Vacansoleil - DCM,16,2011,▼1
24.0,83.0,5.0,26.0,Costa Rui,27.0,Movistar Team,16,2011,▼1
28.0,1.0,5.0,27.0,Contador Alberto,28.0,Saxo Bank - Sungard,16,2011,▼1
