Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
23,37,8,+0:10,,Waeytens Zico,1,Team Giant - Alpecin,4:43:27 4:43:27,,1,2015
21,56,12,+0:10,,van Poppel Danny,2,Trek Factory Racing,",, ,,",,1,2015
22,151,13,+0:10,,Carpenter Robin,3,Hincapie Racing Team,",, ,,",,1,2015
20,168,19,+0:10,,Owen Logan,4,Axeon Cycling Team,",, ,,",,1,2015
22,47,21,+0:10,,McCarthy Jay,5,Tinkoff - Saxo,",, ,,",,1,2015
22,157,22,+0:10,,Smith Dion,6,Hincapie Racing Team,",, ,,",,1,2015
22,93,25,+0:10,,Kerby Jordan,7,Drapac Professional Cycling,",, ,,",,1,2015
23,135,30,+0:10,,Mannion Gavin,8,Jelly Belly p/b Maxxis,",, ,,",,1,2015
23,32,33,+0:10,,Craddock Lawson,9,Team Giant - Alpecin,",, ,,",,1,2015
22,12,35,+0:10,,Alaphilippe Julian,10,Etixx - Quick Step,",, ,,",,1,2015
23,31,40,+0:10,,Barguil Warren,11,Team Giant - Alpecin,",, ,,",,1,2015
23,105,43,+0:10,,Putt Tanner,12,UnitedHealthcare Pro Cycling Team,",, ,,",,1,2015
24,155,44,+0:10,,Magner Ty,13,Hincapie Racing Team,",, ,,",,1,2015
22,78,46,+0:10,,Zepuntke Ruben,14,Team Cannondale - Garmin,",, ,,",,1,2015
24,13,49,+0:10,,Lampaert Yves,15,Etixx - Quick Step,",, ,,",,1,2015
22,65,53,+0:10,,Teunissen Mike,16,Team LottoNL-Jumbo,",, ,,",,1,2015
23,156,64,+0:10,,Skuji\u0146\u0161 Toms,17,Hincapie Racing Team,",, ,,",,1,2015
20,164,72,+0:10,,Geoghegan Hart Tao,18,Axeon Cycling Team,",, ,,",,1,2015
20,166,73,+0:10,,Oien Justin,19,Axeon Cycling Team,",, ,,",,1,2015
23,72,74,+0:10,,Dombrowski Joe,20,Team Cannondale - Garmin,",, ,,",,1,2015
22,77,75,+0:10,,Skjerping Kristoffer,21,Team Cannondale - Garmin,",, ,,",,1,2015
23,27,78,+0:10,,Senni Manuel,22,BMC Racing Team,",, ,,",,1,2015
21,163,80,+0:10,,Eaton Daniel,23,Axeon Cycling Team,",, ,,",,1,2015
21,167,81,+0:10,,Oram James,24,Axeon Cycling Team,",, ,,",,1,2015
23,73,82,+0:10,,Hansen Lasse Norman,25,Team Cannondale - Garmin,",, ,,",,1,2015
24,2,89,+0:10,,Boswell Ian,26,Team Sky,",, ,,",,1,2015
20,165,91,+0:10,,Guerreiro Ruben,27,Axeon Cycling Team,",, ,,",,1,2015
20,162,96,+0:10,,Daniel Gregory,28,Axeon Cycling Team,",, ,,",,1,2015
23,55,95,+0:10,,Stuyven Jasper,29,Trek Factory Racing,",, ,,",,1,2015
21,117,98,+0:10,,Planet Charles,30,Team Novo Nordisk,",, ,,",,1,2015
24,88,101,+0:10,,Van Zyl Johann,31,MTN - Qhubeka,",, ,,",,1,2015
23,114,102,+0:10,,Henttala Joonas,32,Team Novo Nordisk,",, ,,",,1,2015
24,145,107,+0:10,,Jaramillo Daniel Alexander,33,Jamis - Hagens Berman,",, ,,",,1,2015
23,146,108,+0:10,,Leece Stephen,34,Jamis - Hagens Berman,",, ,,",,1,2015
24,153,110,+0:10,,Flaksis Andzs,35,Hincapie Racing Team,",, ,,",,1,2015
23,131,116,+0:10,,Morton Lachlan,36,Jelly Belly p/b Maxxis,",, ,,",,1,2015
22,23,118,+0:10,,Flakemore Campbell,37,BMC Racing Team,",, ,,",,1,2015
19,161,120,+0:10,,Curran Geoffrey,38,Axeon Cycling Team,",, ,,",,1,2015
21,136,123,+0:31,,Tanovitchii Nicolae,39,Jelly Belly p/b Maxxis,0:21 0:21,,1,2015
24,137,124,+0:31,,Rathe Jacob,40,Jelly Belly p/b Maxxis,",, 0:21",,1,2015
22,46,129,+0:39,,Kol\xe1\u0159 Michael,41,Tinkoff - Saxo,0:29 0:29,,1,2015
20,112,130,+0:39,,Ambrose Scott,42,Team Novo Nordisk,",, 0:29",,1,2015
23,132,134,+0:56,,Freter Johnathan,43,Jelly Belly p/b Maxxis,0:46 0:46,,1,2015
23,113,136,+1:02,,De Mesmaeker Kevin,44,Team Novo Nordisk,0:52 0:52,,1,2015
22,151,3,+0:11,3.0,Carpenter Robin,1,Hincapie Racing Team,9:30:20 9:30:20,\u25b22,2,2015
21,56,10,+0:20,2.0,van Poppel Danny,2,Trek Factory Racing,0:09 0:09,-,2,2015
22,157,17,+0:20,6.0,Smith Dion,3,Hincapie Racing Team,",, 0:09",\u25b23,2,2015
22,47,18,+0:20,5.0,McCarthy Jay,4,Tinkoff - Saxo,",, 0:09",\u25b21,2,2015
23,32,25,+0:20,9.0,Craddock Lawson,5,Team Giant - Alpecin,",, 0:09",\u25b24,2,2015
22,12,28,+0:20,10.0,Alaphilippe Julian,6,Etixx - Quick Step,",, 0:09",\u25b24,2,2015
22,65,33,+0:20,16.0,Teunissen Mike,7,Team LottoNL-Jumbo,",, 0:09",\u25b29,2,2015
20,168,35,+0:20,4.0,Owen Logan,8,Axeon Cycling Team,",, 0:09",\u25bc4,2,2015
22,93,49,+0:20,7.0,Kerby Jordan,9,Drapac Professional Cycling,",, 0:09",\u25bc2,2,2015
23,27,58,+0:20,22.0,Senni Manuel,10,BMC Racing Team,",, 0:09",\u25b212,2,2015
23,55,60,+0:20,29.0,Stuyven Jasper,11,Trek Factory Racing,",, 0:09",\u25b218,2,2015
20,164,66,+0:20,18.0,Geoghegan Hart Tao,12,Axeon Cycling Team,",, 0:09",\u25b26,2,2015
23,105,68,+0:20,12.0,Putt Tanner,13,UnitedHealthcare Pro Cycling Team,",, 0:09",\u25bc1,2,2015
20,166,70,+0:20,19.0,Oien Justin,14,Axeon Cycling Team,",, 0:09",\u25b25,2,2015
21,163,71,+0:20,23.0,Eaton Daniel,15,Axeon Cycling Team,",, 0:09",\u25b28,2,2015
21,117,74,+0:20,30.0,Planet Charles,16,Team Novo Nordisk,",, 0:09",\u25b214,2,2015
20,165,77,+0:20,27.0,Guerreiro Ruben,17,Axeon Cycling Team,",, 0:09",\u25b210,2,2015
23,73,79,+0:20,25.0,Hansen Lasse Norman,18,Team Cannondale - Garmin,",, 0:09",\u25b27,2,2015
23,131,89,+0:20,36.0,Morton Lachlan,19,Jelly Belly p/b Maxxis,",, 0:09",\u25b217,2,2015
19,161,90,+0:20,38.0,Curran Geoffrey,20,Axeon Cycling Team,",, 0:09",\u25b218,2,2015
22,78,94,+0:42,14.0,Zepuntke Ruben,21,Team Cannondale - Garmin,0:31 0:31,\u25bc7,2,2015
22,77,96,+0:42,21.0,Skjerping Kristoffer,22,Team Cannondale - Garmin,",, 0:31",\u25bc1,2,2015
20,162,97,+0:42,28.0,Daniel Gregory,23,Axeon Cycling Team,",, 0:31",\u25b25,2,2015
22,46,101,+0:49,41.0,Kol\xe1\u0159 Michael,24,Tinkoff - Saxo,0:38 0:38,\u25b217,2,2015
21,167,102,+1:02,24.0,Oram James,25,Axeon Cycling Team,0:51 0:51,\u25bc1,2,2015
23,132,103,+1:06,43.0,Freter Johnathan,26,Jelly Belly p/b Maxxis,0:55 0:55,\u25b217,2,2015
21,136,108,+2:11,39.0,Tanovitchii Nicolae,27,Jelly Belly p/b Maxxis,2:00 2:00,\u25b212,2,2015
22,23,118,+4:31,37.0,Flakemore Campbell,28,BMC Racing Team,4:20 4:20,\u25b29,2,2015
20,112,121,+4:50,42.0,Ambrose Scott,29,Team Novo Nordisk,4:39 4:39,\u25b213,2,2015
22,12,4,+0:44,6.0,Alaphilippe Julian,1,Etixx - Quick Step,14:04:45 14:04:45,\u25b25,3,2015
22,157,6,+0:47,3.0,Smith Dion,2,Hincapie Racing Team,0:03 0:03,\u25b21,3,2015
23,32,9,+0:47,5.0,Craddock Lawson,3,Team Giant - Alpecin,",, 0:03",\u25b22,3,2015
22,47,10,+0:47,4.0,McCarthy Jay,4,Tinkoff - Saxo,",, 0:03",-,3,2015
23,27,20,+0:47,10.0,Senni Manuel,5,BMC Racing Team,",, 0:03",\u25b25,3,2015
20,164,21,+0:47,12.0,Geoghegan Hart Tao,6,Axeon Cycling Team,",, 0:03",\u25b26,3,2015
21,167,31,+1:38,25.0,Oram James,7,Axeon Cycling Team,0:54 0:54,\u25b218,3,2015
20,165,33,+3:17,17.0,Guerreiro Ruben,8,Axeon Cycling Team,2:33 2:33,\u25b29,3,2015
23,55,36,+5:43,11.0,Stuyven Jasper,9,Trek Factory Racing,4:59 4:59,\u25b22,3,2015
20,162,38,+8:00,23.0,Daniel Gregory,10,Axeon Cycling Team,7:16 7:16,\u25b213,3,2015
22,78,45,+12:23,21.0,Zepuntke Ruben,11,Team Cannondale - Garmin,11:39 11:39,\u25b210,3,2015
22,151,50,+15:36,1.0,Carpenter Robin,12,Hincapie Racing Team,14:52 14:52,\u25bc11,3,2015
20,168,54,+15:45,8.0,Owen Logan,13,Axeon Cycling Team,15:01 15:01,\u25bc5,3,2015
21,163,59,+15:45,15.0,Eaton Daniel,14,Axeon Cycling Team,",, 15:01",\u25b21,3,2015
23,131,62,+15:45,19.0,Morton Lachlan,15,Jelly Belly p/b Maxxis,",, 15:01",\u25b24,3,2015
19,161,63,+15:45,20.0,Curran Geoffrey,16,Axeon Cycling Team,",, 15:01",\u25b24,3,2015
21,136,66,+17:36,27.0,Tanovitchii Nicolae,17,Jelly Belly p/b Maxxis,16:52 16:52,\u25b210,3,2015
21,56,72,+20:39,2.0,van Poppel Danny,18,Trek Factory Racing,19:55 19:55,\u25bc16,3,2015
22,65,80,+20:39,7.0,Teunissen Mike,19,Team LottoNL-Jumbo,",, 19:55",\u25bc12,3,2015
22,93,83,+20:39,9.0,Kerby Jordan,20,Drapac Professional Cycling,",, 19:55",\u25bc11,3,2015
21,117,86,+20:39,16.0,Planet Charles,21,Team Novo Nordisk,",, 19:55",\u25bc5,3,2015
23,105,88,+20:39,13.0,Putt Tanner,22,UnitedHealthcare Pro Cycling Team,",, 19:55",\u25bc9,3,2015
20,166,90,+20:39,14.0,Oien Justin,23,Axeon Cycling Team,",, 19:55",\u25bc9,3,2015
23,73,93,+20:39,18.0,Hansen Lasse Norman,24,Team Cannondale - Garmin,",, 19:55",\u25bc6,3,2015
22,77,96,+21:01,22.0,Skjerping Kristoffer,25,Team Cannondale - Garmin,20:17 20:17,\u25bc3,3,2015
22,23,113,+24:50,28.0,Flakemore Campbell,26,BMC Racing Team,24:06 24:06,\u25b22,3,2015
23,132,122,+27:11,26.0,Freter Johnathan,27,Jelly Belly p/b Maxxis,26:27 26:27,\u25bc1,3,2015
22,12,4,+0:44,1.0,Alaphilippe Julian,1,Etixx - Quick Step,18:11:41 18:11:41,-,4,2015
22,157,8,+0:47,2.0,Smith Dion,2,Hincapie Racing Team,0:03 0:03,-,4,2015
23,32,9,+0:47,3.0,Craddock Lawson,3,Team Giant - Alpecin,",, 0:03",-,4,2015
22,47,10,+0:47,4.0,McCarthy Jay,4,Tinkoff - Saxo,",, 0:03",-,4,2015
23,27,19,+0:47,5.0,Senni Manuel,5,BMC Racing Team,",, 0:03",-,4,2015
20,164,21,+0:47,6.0,Geoghegan Hart Tao,6,Axeon Cycling Team,",, 0:03",-,4,2015
21,167,31,+1:38,7.0,Oram James,7,Axeon Cycling Team,0:54 0:54,-,4,2015
20,165,33,+3:17,8.0,Guerreiro Ruben,8,Axeon Cycling Team,2:33 2:33,-,4,2015
23,55,36,+5:43,9.0,Stuyven Jasper,9,Trek Factory Racing,4:59 4:59,-,4,2015
22,78,44,+12:23,11.0,Zepuntke Ruben,10,Team Cannondale - Garmin,11:39 11:39,\u25b21,4,2015
20,162,45,+13:14,10.0,Daniel Gregory,11,Axeon Cycling Team,12:30 12:30,\u25bc1,4,2015
22,151,48,+15:36,12.0,Carpenter Robin,12,Hincapie Racing Team,14:52 14:52,-,4,2015
20,168,51,+15:45,13.0,Owen Logan,13,Axeon Cycling Team,15:01 15:01,-,4,2015
21,163,52,+15:45,14.0,Eaton Daniel,14,Axeon Cycling Team,",, 15:01",-,4,2015
19,161,53,+15:45,16.0,Curran Geoffrey,15,Axeon Cycling Team,",, 15:01",\u25b21,4,2015
23,131,56,+16:09,15.0,Morton Lachlan,16,Jelly Belly p/b Maxxis,15:25 15:25,\u25bc1,4,2015
21,136,61,+17:36,17.0,Tanovitchii Nicolae,17,Jelly Belly p/b Maxxis,16:52 16:52,-,4,2015
22,65,75,+20:39,19.0,Teunissen Mike,18,Team LottoNL-Jumbo,19:55 19:55,\u25b21,4,2015
21,56,76,+20:39,18.0,van Poppel Danny,19,Trek Factory Racing,",, 19:55",\u25bc1,4,2015
22,93,77,+20:39,20.0,Kerby Jordan,20,Drapac Professional Cycling,",, 19:55",-,4,2015
