Rider,year,stage_scores
Kol\xe1\u0159 Michael,2015,0.0
Kol\xe1\u0159 Michael,2016,0.0
Kol\xe1\u0159 Michael,2017,0.0
Kol\xe1\u0159 Michael,2018,11.0
Konovalovas Ignatas,2008,10.0
Kopp David,2006,20.0
Koren Kristijan,2012,0.0
Koren Kristijan,2013,15.0
Koren Kristijan,2014,9.0
Korff Andre,2006,26.0
Korsaeth Truls,2017,0.0
Krasilnikau Andrei,2016,0.0
Krasilnikau Andrei,2018,0.0
Krauss Sven,2006,0.0
Krauss Sven,2007,0.0
Kreder Wesley,2013,0.0
Kristoff Alexander,2010,46.0
Kristoff Alexander,2016,97.0
Kristoff Alexander,2017,54.0
Kristoff Alexander,2018,59.0
Kroon Karsten,2006,0.0
Kroon Karsten,2007,0.0
Kroon Karsten,2008,0.0
Kump Marko,2017,18.0
Kuss Sepp,2017,16.0
Kuss Sepp,2018,0.0
L\xf6fkvist Thomas,2008,32.0
L\xf6fkvist Thomas,2009,57.0
Lacombe Keven,2008,0.0
Lacombe Keven,2011,66.0
Laengen Vegard Stake,2017,44.0
Lagutin Sergey,2006,35.0
Lagutin Sergey,2007,65.0
Lam Arquimedes,2006,0.0
Lampaert Yves,2015,0.0
Lancaster Brett,2009,20.0
Lancaster Brett,2010,48.0
Landis Floyd,2006,92.0
Landis Floyd,2009,0.0
Lang Sebastian,2006,20.0
Lange Michael,2008,0.0
Langeveld Sebastian,2010,12.0
Langlois Bruno,2010,0.0
Lapthorne Darren,2015,0.0
Larsson Gustav,2008,55.0
Larsson Gustav,2009,34.0
Larsson Gustav,2011,0.0
Latham Christopher,2016,0.0
Latham Peter,2009,7.0
Latham Peter,2010,0.0
Laurent Christophe,2007,0.0
Le M\xe9vel Christophe,2008,0.0
Le Turnier Mathias,2017,24.0
Leece Stephen,2015,0.0
Leezer Tom,2010,16.0
Leezer Tom,2014,0.0
Leezer Tom,2018,0.0
Lefevre Laurent,2008,0.0
Lefrancois Nicolas,2014,0.0
Leipheimer Levi,2006,76.0
Leipheimer Levi,2007,100.0
Leipheimer Levi,2008,111.0
Leipheimer Levi,2009,148.0
Leipheimer Levi,2010,112.0
Leipheimer Levi,2011,89.0
Leipheimer Levi,2012,26.0
Lemoine Cyril,2007,6.0
Lemoine Cyril,2008,0.0
Lemus Luis,2014,0.0
Lewis Craig,2006,0.0
Lewis Joe,2015,0.0
Lewis Joe,2016,0.0
Lienhard Fabian,2018,0.0
Lill Darren,2007,0.0
Lill Darren,2008,23.0
Lill Darren,2009,0.0
Lill Darren,2010,0.0
Lindeman Bert-Jan,2013,0.0
Lindeman Bert-Jan,2017,0.0
Livermon Travis,2015,0.0
Lloyd Matthew,2007,0.0
Lloyd Matthew,2014,0.0
Loader Logan,2012,0.0
Lopez David,2017,46.0
Lopinto Peter,2006,0.0
Louder Jeff,2008,6.0
Louder Jeff,2009,0.0
Louder Jeff,2011,0.0
Louder Jeff,2012,0.0
Louder Jeff,2013,0.0
Loutit Alastair,2011,0.0
Lowe Trent,2009,0.0
Lozano David,2014,0.0
Lozano David,2015,0.0
Lozano David,2016,0.0
Lozano David,2017,0.0
Lund Anders,2011,0.0
Lunke Sindre Skj\xf8stad,2016,0.0
M\xf8rk\xf8v Michael,2013,27.0
M\xf8rk\xf8v Michael,2015,0.0
M\xf8rk\xf8v Michael,2016,23.0
M\xf8rk\xf8v Michael,2017,0.0
MacGregor Ian,2009,0.0
Mach Paul,2010,0.0
Mach Paul,2011,0.0
Machado Tiago,2012,37.0
Machado Tiago,2014,74.0
Machado Tiago,2016,0.0
Machado Tiago,2017,0.0
Maes Nikolas,2010,17.0
Maes Nikolas,2016,0.0
Magner Ty,2015,0.0
Magner Ty,2018,35.0
Majka Rafa\u0142,2011,15.0
Majka Rafa\u0142,2017,81.0
Majka Rafa\u0142,2018,48.0
Mancebo Francisco,2009,42.0
Mancebo Francisco,2013,83.0
Manion Caleb,2006,0.0
Manion Caleb,2007,0.0
Manion Caleb,2008,0.0
Mannion Gavin,2012,37.0
Mannion Gavin,2013,0.0
Mannion Gavin,2015,12.0
Mannion Gavin,2017,33.0
Mannion Gavin,2018,25.0
Marangoni Alan,2016,0.0
Marcotte Eric,2015,11.0
Marczynski Tomasz,2013,0.0
Marentes Wilson Alexander,2012,0.0
Marino Jean-Marc,2006,0.0
Marino Jean-Marc,2007,0.0
Martens Paul,2008,0.0
Martens Paul,2010,41.0
Martens Paul,2011,31.0
Martens Paul,2012,15.0
Martin Daniel,2011,26.0
Martin Perdiguero Miguel Angel,2006,14.0
Martin Tony,2010,64.0
Martinez Daniel Felipe,2018,63.0
Mas Enric,2017,29.0
Mat\xe9 Luis \xc1ngel,2017,39.0
Mathis Marco,2017,0.0
Matthews Michael,2011,12.0
Matthews Michael,2012,60.0
Matthews Michael,2013,91.0
Mazich Sean,2010,0.0
Mazich Sean,2014,0.0
McCabe Travis,2015,21.0
McCabe Travis,2016,67.0
McCabe Travis,2017,33.0
McCabe Travis,2018,44.0
McCann David,2007,0.0
McCarthy Jay,2013,30.0
McCarthy Jay,2015,46.0
McCarthy Jay,2017,0.0
McCartney Jason,2006,31.0
McCartney Jason,2007,26.0
McCartney Jason,2008,0.0
McCartney Jason,2009,24.0
McCartney Jason,2010,0.0
McCartney Jason,2011,0.0
McCartney Jason,2012,0.0
McCartney Jason,2013,0.0
McEwen Robbie,2012,10.0
McLay Daniel,2018,35.0
McNulty Brandon,2018,62.0
Mccarty Jonathan Patrick,2006,0.0
Mccarty Jonathan Patrick,2007,0.0
Mccarty Jonathan Patrick,2009,0.0
Mccarty Jonathan Patrick,2011,11.0
Mccarty Jonathan Patrick,2012,0.0
Mccarty Jonathan Patrick,2013,0.0
Mccormack Mark,2006,42.0
Mckissick Ian,2007,0.0
Mckissick Ian,2009,0.0
Meersman Gianni,2013,109.0
Megias Javier,2010,0.0
Megias Javier,2011,0.0
Megias Javier,2014,0.0
Megias Javier,2015,0.0
Megias Javier,2016,19.0
Megias Javier,2017,0.0
Meier Christian,2011,27.0
Mendes Jos\xe9,2013,23.0
Mendes Jos\xe9,2014,9.0
Menzies Karl,2007,0.0
Menzies Karl,2008,11.0
Menzies Karl,2009,28.0
Menzies Karl,2010,14.0
Menzies Karl,2011,0.0
Mertens Pieter,2006,0.0
Meyer Cameron,2012,36.0
Meyer Cameron,2013,78.0
Meyer Travis,2012,0.0
Meyer Travis,2013,9.0
Meyer Travis,2015,0.0
Meza Miguel Angel,2006,0.0
Mezgec Luka,2018,16.0
Millar David,2008,68.0
Miller Carson,2013,0.0
Miller Carson,2015,0.0
Milne Shawn,2007,21.0
Milne Shawn,2011,31.0
Milne Shawn,2013,0.0
Minali Riccardo,2017,15.0
Mirza Yousef Mohamed,2017,0.0
Mirza Yousef Mohamed,2018,0.0
Mizurov Andrey,2008,0.0
Moinard Ama\xebl,2011,7.0
Moinard Ama\xebl,2013,12.0
Moinard Ama\xebl,2014,0.0
Mollema Bauke,2008,0.0
Mollema Bauke,2009,38.0
Mondory Lloyd,2012,58.0
Moninger Scott,2006,0.0
Moos Alexandre,2006,32.0
Moos Alexandre,2007,0.0
Moos Alexandre,2008,46.0
Moos Alexandre,2009,0.0
Morabito Steve,2009,0.0
Morabito Steve,2010,49.0
Morabito Steve,2011,35.0
Morabito Steve,2012,0.0
Mortensen Martin,2011,0.0
Morton Angus,2016,0.0
Morton Lachlan,2013,10.0
Morton Lachlan,2015,0.0
Morton Lachlan,2016,19.0
Morton Lachlan,2017,67.0
Morton Lachlan,2018,18.0
Moscon Gianni,2016,21.0
Mouris Jens,2014,10.0
Mumford Jonathan Reid,2008,0.0
Mumford Jonathan Reid,2010,0.0
Mumford Jonathan Reid,2011,0.0
Muravyev Dmitriy,2010,0.0
Muravyev Dmitriy,2011,0.0
Murphy John,2008,34.0
Murphy John,2009,8.0
Murphy John,2013,0.0
Murphy John,2014,28.0
Murphy John,2015,96.0
Murphy John,2016,16.0
Murphy John,2018,34.0
Naesen Oliver,2018,0.0
Narvaez Jhonatan,2018,0.0
Naud Pierrick,2016,0.0
Nauleau Bryan,2016,0.0
Neilands Krists,2016,0.0
Nibali Vincenzo,2009,65.0
Nibali Vincenzo,2012,6.0
Niermann Grischa,2007,0.0
Niermann Grischa,2009,59.0
Niermann Grischa,2010,0.0
Niermann Grischa,2011,20.0
Nocentini Rinaldo,2009,35.0
Nocentini Rinaldo,2012,0.0
Nordhaug Lars Petter,2016,0.0
Norris Lachlan,2015,14.0
Norris Lachlan,2018,0.0
Nuyens Nick,2011,0.0
Nydam Scott,2007,0.0
Nydam Scott,2008,0.0
Nydam Scott,2009,0.0
O Reilly Cody,2010,0.0
O'Bee Kirk,2007,6.0
O'Bee Kirk,2009,0.0
O'Grady Stuart,2006,91.0
O'Grady Stuart,2007,101.0
O'Grady Stuart,2008,8.0
O'Grady Stuart,2009,20.0
O'Grady Stuart,2010,0.0
O'Loughlin David,2006,0.0
O'Neill Nathan,2006,30.0
Oien Justin,2015,16.0
Oliveira Ivo,2018,33.0
Olivier Daan,2014,35.0
Olivier Daan,2017,6.0
Ollerenshaw Doug,2008,11.0
Olson Aaron,2006,0.0
Olson Aaron,2007,0.0
Olson Aaron,2008,0.0
Olson Aaron,2009,0.0
Oomen Sam,2017,51.0
Oram James,2013,0.0
Oram James,2014,0.0
Oram James,2015,0.0
Ordowski Volker,2007,0.0
Oronte Emerson,2016,0.0
Oss Daniel,2009,0.0
Oss Daniel,2011,0.0
Oss Daniel,2012,18.0
Oss Daniel,2015,49.0
Oss Daniel,2018,13.0
Owen Logan,2015,38.0
Owen Logan,2016,21.0
Owen Logan,2018,0.0
Pagliarini Luciano Andr\xe9,2008,48.0
Palma Guido Emanuel,2013,0.0
Paolini Luca,2007,64.0
Parisien Francois,2010,37.0
Pate Danny,2006,0.0
Pate Danny,2007,0.0
Pate Danny,2008,0.0
Pate Danny,2011,20.0
Pate Danny,2014,0.0
Pate Danny,2015,0.0
Pate Danny,2016,0.0
Pate Danny,2017,0.0
Pate Danny,2018,0.0
Patour Kilian,2006,0.0
Patten Daniel,2016,0.0
Pauriol R\xe9mi,2006,16.0
Pauwels Serge,2009,0.0
Pe\xf1a Victor Hugo,2008,16.0
Pe\xf1a Victor Hugo,2009,0.0
Pe\xf1a Victor Hugo,2012,0.0
Pedersen Martin,2011,0.0
Pellizotti Franco,2007,19.0
Peltonen Garrett,2007,0.0
Peltonen Garrett,2008,21.0
Peron Andrea,2014,0.0
Peron Andrea,2015,30.0
Peron Andrea,2016,6.0
Peron Andrea,2017,0.0
Perras Dominique,2006,0.0
Peters Alex,2016,0.0
Peterson Tom,2006,0.0
Peterson Tom,2007,0.0
Peterson Tom,2008,20.0
Peterson Tom,2009,35.0
Peterson Tom,2010,6.0
Peterson Tom,2012,0.0
Petit Adrien,2016,12.0
Philipsen Jasper,2018,20.0
Phinney Taylor,2011,74.0
Phinney Taylor,2014,110.0
Phinney Taylor,2016,35.0
Phinney Taylor,2017,32.0
Phinney Taylor,2018,12.0
Pichot Alexandre,2008,18.0
Piil Jakob,2007,13.0
Pinfold Andrew,2010,0.0
Pinfold Andrew,2011,21.0
Pinotti Marco,2006,0.0
Pinotti Marco,2013,22.0
Pipp Frank Kevin,2008,11.0
Pipp Frank Kevin,2009,16.0
Pipp Frank Kevin,2011,44.0
Pipp Frank Kevin,2012,29.0
Pipp Frank Kevin,2013,26.0
Planet Charles,2014,0.0
Planet Charles,2015,0.0
Planet Charles,2016,0.0
Planet Charles,2017,0.0
Politt Nils,2017,24.0
Politt Nils,2018,15.0
Poljanski Pawel,2017,8.0
Poljanski Pawel,2018,0.0
Pollack Olaf,2006,100.0
Popovych Yaroslav,2009,49.0
Popovych Yaroslav,2010,0.0
Portal S\xe9bastien,2006,34.0
Powers Jeremy,2007,0.0
Powers Jeremy,2010,0.0
Powers Jeremy,2011,0.0
Powless Neilson,2016,71.0
Powless Neilson,2018,40.0
Pujol Oscar,2010,0.0
Putt Christopher,2016,0.0
Putt Tanner,2013,25.0
Putt Tanner,2014,14.0
Putt Tanner,2015,0.0
Putt Tanner,2016,12.0
Putt Tanner,2017,0.0
Putt Tanner,2018,0.0
Quemeneur Perrig,2008,0.0
Quintero Carlos,2012,0.0
Quinziato Manuel,2007,0.0
Quinziato Manuel,2010,0.0
Rabon Frantisek,2006,0.0
Rabon Frantisek,2012,0.0
Rabou Thomas,2010,0.0
Raisin Saul,2006,6.0
Ramos Florencio,2006,0.0
Randell Andrew,2010,0.0
Rapinski Viktor,2006,34.0
Rapinski Viktor,2007,11.0
Rasmussen Michael,2007,0.0
Rast Gregory,2009,0.0
Rast Gregory,2012,12.0
Rast Gregory,2018,0.0
Rathe Jacob,2012,0.0
Rathe Jacob,2013,20.0
Rathe Jacob,2014,40.0
Rathe Jacob,2015,0.0
Rathe Jacob,2016,0.0
Rathe Jacob,2017,9.0
Ratto Daniele,2015,0.0
Ravasi Edward,2018,34.0
Reijnen Kiel,2009,26.0
Reijnen Kiel,2010,0.0
Reijnen Kiel,2014,55.0
Reijnen Kiel,2015,0.0
Reijnen Kiel,2016,0.0
Reijnen Kiel,2017,7.0
Reijnen Kiel,2018,48.0
Reistad Nick,2006,0.0
Reistad Nick,2007,0.0
Reistad Nick,2008,0.0
Reistad Nick,2009,13.0
Renshaw Mark,2008,0.0
Renshaw Mark,2009,51.0
Renshaw Mark,2010,24.0
Renshaw Mark,2014,7.0
Renshaw Mark,2015,12.0
Renshaw Mark,2016,0.0
Renshaw Mark,2017,0.0
Renshaw Mark,2018,0.0
Restrepo Jhonatan,2016,22.0
Restrepo Jhonatan,2017,22.0
Rhim Brendan,2018,0.0
Riblon Christophe,2009,0.0
Riblon Christophe,2012,0.0
Ricco Riccardo,2006,64.0
Rice Matthew,2006,0.0
Rice Matthew,2008,0.0
Rice Michael,2018,19.0
Richeze Ariel Maximiliano,2016,26.0
Richeze Ariel Maximiliano,2018,19.0
Robinson David,2006,0.0
Roche Nicolas,2012,33.0
Rodriguez Fred,2006,85.0
Rodriguez Fred,2007,75.0
Rodriguez Fred,2008,36.0
Rodriguez Fred,2009,56.0
Rodriguez Fred,2012,95.0
Rodriguez Fred,2014,9.0
Rodriguez Fred,2015,6.0
Rodriguez Michael,2012,0.0
Roe Timothy,2011,0.0
Roe Timothy,2012,0.0
Rogers Michael,2006,0.0
Rogers Michael,2007,29.0
Rogers Michael,2009,93.0
Rogers Michael,2010,141.0
Rogers Michael,2013,103.0
Rollin Dominique,2008,98.0
Rollin Dominique,2009,9.0
Rollin Dominique,2010,0.0
Romero Amaran Luis,2009,10.0
Romero Amaran Luis,2011,8.0
Romero Amaran Luis,2013,7.0
Romero Amaran Luis,2014,8.0
Romero Amaran Luis,2015,0.0
Roosen Timo,2016,17.0
Rossetto Stephane,2017,0.0
Rosskopf Joey,2015,37.0
Rosskopf Joey,2018,6.0
Roth Ryan,2013,0.0
Roulston Hayden,2006,61.0
Roulston Hayden,2009,39.0
Routley Will,2009,0.0
Routley Will,2010,0.0
Routley Will,2011,0.0
Routley Will,2014,35.0
Routley Will,2015,0.0
Routley Will,2016,0.0
Rowe Luke,2014,0.0
Rowe Luke,2018,0.0
Rubiera Jos\xe9 Luis,2008,22.0
Rubiera Jos\xe9 Luis,2009,39.0
Rubiera Jos\xe9 Luis,2010,0.0
Rytlewski Jake,2011,0.0
S\xe1nchez Samuel,2016,75.0
S\xe1nchez Samuel,2017,16.0
Sabatini Fabio,2014,0.0
Sabatini Fabio,2017,10.0
Sagan Juraj,2016,0.0
Sagan Juraj,2017,0.0
Sagan Juraj,2018,0.0
Sagan Peter,2010,147.0
Sagan Peter,2011,141.0
Sagan Peter,2012,205.0
Sagan Peter,2013,142.0
Sagan Peter,2014,144.0
Sagan Peter,2015,232.0
Sagan Peter,2016,154.0
Sagan Peter,2017,124.0
Sagan Peter,2018,100.0
Salas Sebastian,2012,0.0
San Wu Kin,2013,0.0
Sanchez Luis Leon,2012,53.0
Sanderson Nicholas,2008,15.0
Santaromita Ivan,2010,0.0
Sastre Carlos,2009,0.0
Savoldelli Paolo,2006,16.0
Sayers Mike,2006,15.0
Sayers Mike,2007,12.0
Scarselli Leonardo,2007,0.0
Schachmann Maximilian,2017,41.0
Schar Michael,2013,11.0
Schar Michael,2014,0.0
Schar Michael,2015,7.0
Schar Michael,2016,0.0
Schar Michael,2017,22.0
Schar Michael,2018,0.0
Schillinger Andreas,2011,9.0
Schillinger Andreas,2014,0.0
Schleck Andy,2009,16.0
Schleck Andy,2010,0.0
Schleck Andy,2011,47.0
Schleck Andy,2013,8.0
Schleck Fr\xe4nk,2009,67.0
Schmalz Joseph,2015,0.0
Schmitt Morgan,2012,0.0
Schorn Daniel,2013,38.0
Scotson Miles,2017,12.0
Seeldraeyers Kevin,2008,24.0
Seeldraeyers Kevin,2009,48.0
Senni Manuel,2015,0.0
Sergent Jesse,2014,34.0
Serry Pieter,2013,0.0
Seubert Timon,2011,14.0
Sevilla Oscar,2009,39.0
Sheedy Brian,2007,0.0
Sheehan Michael,2016,0.0
Shelden Taylor,2013,0.0
Shelden Taylor,2016,0.0
Shelden Taylor,2017,0.0
Shirley Neil,2010,0.0
Sicard Romain,2016,7.0
Simon Julien,2008,9.0
Simoni Gilberto,2006,18.0
Sinkeldam Ramon,2016,0.0
Sinkeldam Ramon,2017,47.0
Sivakov Pavel,2018,10.0
Skjerping Kristoffer,2015,0.0
Skuji\u0146\u0161 Toms,2015,35.0
Skuji\u0146\u0161 Toms,2016,35.0
Skuji\u0146\u0161 Toms,2017,0.0
Skuji\u0146\u0161 Toms,2018,35.0
Slagter Tom-Jelte,2018,18.0
Smith Dion,2015,58.0
Soladay Thomas,2013,0.0
Soladay Thomas,2015,0.0
Soupe Geoffrey,2017,12.0
Southerland Phil,2009,0.0
Spinelli Justin,2008,0.0
Squire Rob,2014,12.0
Squire Rob,2016,20.0
Stamsnijder Tom,2012,0.0
Stamsnijder Tom,2018,0.0
Stannard Ian,2011,8.0
Stannard Ian,2018,0.0
Stauff Andreas,2010,36.0
Steensen Andre,2010,22.0
Stemper James,2011,0.0
Stemper James,2013,0.0
Stetina Peter,2010,27.0
Stetina Peter,2014,45.0
Stetina Peter,2016,59.0
Stetina Peter,2018,22.0
Stewart Jackson,2006,29.0
Stewart Jackson,2007,17.0
Stewart Jackson,2008,0.0
Stewart Jackson,2010,0.0
Stewart Scott,2007,0.0
Stewart Scott,2010,0.0
Stockburger Christopher,2007,0.0
Stuyven Jasper,2012,48.0
Stuyven Jasper,2013,52.0
Stuyven Jasper,2014,42.0
Stuyven Jasper,2015,20.0
Stuyven Jasper,2016,44.0
Stuyven Jasper,2018,0.0
Stybar Zdenek,2016,0.0
Stybar Zdenek,2017,0.0
Suarez Juan Pablo,2012,0.0
Sullivan Sean,2007,0.0
Sulzberger Bernard,2009,34.0
Sulzberger Bernard,2010,8.0
Sulzberger Wesley,2012,16.0
Sulzberger Wesley,2013,0.0
Summerhill Daniel,2014,0.0
Summerhill Daniel,2015,0.0
Sundt Jonathan,2008,0.0
Sutherland Rory,2007,35.0
Sutherland Rory,2008,15.0
Sutherland Rory,2009,24.0
Sutherland Rory,2010,109.0
Sutherland Rory,2011,62.0
Sutherland Rory,2012,31.0
Sweeting Robert,2013,0.0
Sweeting Robert,2015,0.0
Swift Ben,2011,76.0
Swindlehurst Burke,2008,0.0
Talabardon Yannick,2008,0.0
Talansky Andrew,2011,32.0
Talansky Andrew,2012,48.0
Talansky Andrew,2015,0.0
Talansky Andrew,2016,68.0
Talansky Andrew,2017,87.0
Tankink Bram,2007,15.0
Tankink Bram,2012,0.0
Tanovitchii Nicolae,2015,0.0
Teklehaimanot Daniel,2015,0.0
Teklehaimanot Daniel,2016,0.0
Tennant Andrew,2016,8.0
Terpstra Niki,2014,0.0
Teruel Eloy,2014,39.0
Teunissen Mike,2015,27.0
Teunissen Mike,2016,37.0
Teunissen Mike,2017,16.0
Teunissen Mike,2018,0.0
Thompson Michael,2016,0.0
Thomson Jay Robert,2010,0.0
Thomson Jay Robert,2011,0.0
Thomson Jay Robert,2018,0.0
Thwaites Scott,2014,0.0
Thwaites Scott,2017,0.0
Tietzel Scott,2008,0.0
Tjallingii Maarten,2010,19.0
Tjallingii Maarten,2011,22.0
Tjallingii Maarten,2012,19.0
Tleubayev Ruslan,2017,6.0
Tolhoek Antwan,2017,0.0
Tolhoek Antwan,2018,44.0
Tolleson Taylor,2006,25.0
Tolleson Taylor,2007,15.0
Tolleson Taylor,2008,8.0
Tonti Andrea,2008,0.0
Torckler Michael,2013,0.0
Tosatto Matteo,2007,0.0
Tosatto Matteo,2008,31.0
Tosatto Matteo,2013,0.0
Traksel Bobbie,2013,0.0
Trentin Matteo,2014,20.0
Trentin Matteo,2015,0.0
Trentin Matteo,2017,27.0
Trusov Nikolay,2016,0.0
Tuckerman Aaron Barry,2008,0.0
Tuft Svein,2009,23.0
Tuft Svein,2011,0.0
Tulik Angelo,2016,0.0
Turgot S\xe9bastien,2008,29.0
Tvetcov Serghei,2012,6.0
Tvetcov Serghei,2014,14.0
Tvetcov Serghei,2017,24.0
Tvetcov Serghei,2018,13.0
Vakoc Petr,2016,13.0
Valjavec Tadej,2009,0.0
Van Asbroeck Tom,2015,42.0
Van Avermaet Greg,2012,73.0
Van Avermaet Greg,2014,18.0
Van Avermaet Greg,2016,55.0
Van Hecke Preben,2006,0.0
Van Hooydonck Nathan,2018,0.0
Van Zyl Johann,2015,13.0
Van den Broeck Jurgen,2016,53.0
Vandborg Brian,2007,0.0
Vandborg Brian,2009,0.0
Vandborg Brian,2010,0.0
Vandborg Brian,2011,8.0
Vandborg Brian,2012,0.0
Vandborg Brian,2013,6.0
Vande Velde Christian,2006,41.0
Vande Velde Christian,2007,32.0
Vande Velde Christian,2008,61.0
Vande Velde Christian,2009,31.0
Vande Velde Christian,2011,64.0
Vandenbergh Stijn,2012,18.0
Vandenbergh Stijn,2013,0.0
Vandenbergh Stijn,2015,0.0
Vandenbergh Stijn,2018,0.0
Vanmarcke Sep,2015,14.0
Vanotti Alessandro,2009,0.0
Vanotti Alessandro,2012,0.0
Vansummeren Johan,2011,0.0
Vansummeren Johan,2013,0.0
Veilleux David,2010,0.0
Velits Martin,2011,0.0
Velits Martin,2014,14.0
Velits Martin,2015,0.0
Velits Martin,2016,0.0
Velits Martin,2017,0.0
Velits Peter,2011,24.0
Velits Peter,2012,81.0
Velo Marco,2009,0.0
Vennell Jeremy,2009,16.0
Vennell Jeremy,2010,29.0
Vennell Jeremy,2011,18.0
Vennell Jeremy,2012,0.0
Vennell Jeremy,2013,60.0
Verheyen Geert,2007,0.0
Vermeltfoort Coen,2011,19.0
Vermeulen Alexey,2016,10.0
Vermeulen Alexey,2017,0.0
Vermote Julien,2018,0.0
Verona Carlos,2013,0.0
Verona Carlos,2014,9.0
Verschoor Martijn,2014,10.0
Verschoor Martijn,2015,45.0
Verschoor Martijn,2016,22.0
Verschoor Martijn,2017,0.0
Visconti Giovanni,2007,14.0
Vitoria David,2007,30.0
Viviani Elia,2010,0.0
Viviani Elia,2017,37.0
Voeckler Thomas,2008,0.0
Vogels Henk,2007,19.0
Vogels Henk,2008,0.0
Vogondy Nicolas,2006,34.0
Voigt Jens,2006,0.0
Voigt Jens,2007,78.0
Voigt Jens,2008,0.0
Voigt Jens,2009,57.0
Voigt Jens,2010,87.0
Voigt Jens,2011,0.0
Voigt Jens,2012,38.0
Voigt Jens,2013,35.0
Voigt Jens,2014,17.0
Voss Paul,2013,35.0
Voss Paul,2014,17.0
W\xfcrtz Schmidt Mads,2017,11.0
Waeytens Zico,2015,100.0
Wagner Robert,2016,0.0
Waite Nicholas,2008,0.0
Walscheid Max,2018,48.0
Walters Mark,2006,0.0
Wamsley Kyle,2006,10.0
Warbasse Larry,2014,0.0
Watson Calvin,2014,0.0
Weening Pieter,2009,26.0
Weening Pieter,2012,13.0
Wegelius Charles,2007,0.0
Wegelius Charles,2011,12.0
Wegmann Fabian,2006,52.0
Wegmann Fabian,2007,14.0
Wegmann Fabian,2008,0.0
Westra Lieuwe,2013,65.0
Wherry Chris,2007,0.0
White Bradley,2009,0.0
White Bradley,2010,0.0
White Bradley,2011,0.0
White Bradley,2012,0.0
Wiggins Bradley,2008,45.0
Wiggins Bradley,2014,99.0
Wiggins Bradley,2016,0.0
Willems Frederik,2007,0.0
Williams Christopher,2016,0.0
Williams Christopher,2017,0.0
Williams David,2013,0.0
Williams David,2015,0.0
Wilson Matthew,2009,13.0
Wilson Matthew,2010,0.0
Wilson Matthew,2012,0.0
Wippert Wouter,2015,105.0
Wippert Wouter,2016,30.0
Wippert Wouter,2017,23.0
Wisniowski Lukasz,2018,11.0
Wolfe Ben,2016,0.0
Wolfe Ben,2017,0.0
Woods Michael,2015,18.0
Wren Tyler,2006,0.0
Wren Tyler,2007,0.0
Wren Tyler,2009,0.0
Wren Tyler,2011,0.0
Wren Tyler,2013,0.0
Wrolich Peter,2007,19.0
Wrolich Peter,2008,28.0
Wurf Cameron,2011,0.0
Wurf Cameron,2014,0.0
Wynants Maarten,2010,0.0
Wynants Maarten,2014,0.0
Wynants Maarten,2015,0.0
Wynants Maarten,2016,0.0
Wynants Maarten,2018,0.0
Wyss Danilo,2008,35.0
Wyss Danilo,2015,28.0
Wyss Danilo,2016,0.0
Wyss Danilo,2018,0.0
Yates Adam,2014,61.0
Yates Adam,2018,86.0
Young Eric,2012,0.0
Young Eric,2014,29.0
Young Eric,2015,10.0
Young Eric,2017,0.0
Zabel Rick,2017,41.0
Zabel Rick,2018,24.0
Zabriskie David,2006,75.0
Zabriskie David,2007,12.0
Zabriskie David,2008,49.0
Zabriskie David,2009,111.0
Zabriskie David,2010,105.0
Zabriskie David,2011,35.0
Zabriskie David,2012,50.0
Zabriskie David,2013,0.0
Zahner Simon,2010,0.0
Zajicek Philip,2006,13.0
Zajicek Philip,2007,0.0
Zajicek Philip,2008,0.0
Zajicek Philip,2009,0.0
Zajicek Philip,2010,39.0
Zakharov Artyom,2017,0.0
Zampieri Steve,2006,0.0
Zandio Xabier,2015,0.0
Zandio Xabier,2016,26.0
Zarate Jesus,2006,0.0
Zaugg Oliver,2007,6.0
Zaugg Oliver,2008,15.0
Zaugg Oliver,2013,0.0
Zberg Markus,2008,18.0
Zberg Markus,2009,61.0
Zepuntke Ruben,2014,26.0
Zepuntke Ruben,2015,0.0
Zirbel Tom,2007,14.0
Zirbel Tom,2008,18.0
Zirbel Tom,2009,33.0
Zirbel Tom,2011,0.0
Zirbel Tom,2012,0.0
Zirbel Tom,2013,0.0
Zirbel Tom,2014,15.0
Zirbel Tom,2015,20.0
Zoidl Riccardo,2015,37.0
Zubeldia Haimar,2011,0.0
Zubeldia Haimar,2013,7.0
Zubeldia Haimar,2014,22.0
Zubeldia Haimar,2015,41.0
Zubeldia Haimar,2016,27.0
Zubeldia Haimar,2017,26.0
Zurlo Federico,2017,0.0
Zwizanski Scott,2006,0.0
Zwizanski Scott,2007,0.0
Zwizanski Scott,2008,0.0
Zwizanski Scott,2010,28.0
Zwizanski Scott,2012,0.0
Zwizanski Scott,2013,0.0
Zwizanski Scott,2014,0.0
de Groot Bram,2007,28.0
de Kort Koen,2012,42.0
de Kort Koen,2014,11.0
de Kort Koen,2015,17.0
de Kort Koen,2016,0.0
de Kort Koen,2017,0.0
de Maar Marc,2010,30.0
de Maar Marc,2012,28.0
de Maar Marc,2013,42.0
de Vreese Laurens,2017,0.0
de la Cruz David,2013,20.0
de la Cruz David,2014,49.0
ten Dam Laurens,2011,61.0
ten Dam Laurens,2012,0.0
ten Dam Laurens,2014,30.0
ten Dam Laurens,2015,16.0
ten Dam Laurens,2016,39.0
van Emden Jos,2015,30.0
van Garderen Tejay,2007,0.0
