Age,BIB,Pnt,Prev,Rider,Rnk,Team,UCI,\u25bc\u25b2,stage,year
27,13,1.0,70.0,Anacona Winner,76,Movistar Team,,\u25bc6,6,2016
36,162,1.0,,Bak Lars Ytting,77,Lotto Soudal,,-,6,2016
31,101,204.0,1.0,Cavendish Mark,1,Team Dimension Data,,-,7,2016
28,181,182.0,2.0,Kittel Marcel,2,Etixx - Quick Step,,-,7,2016
26,32,175.0,3.0,Sagan Peter,3,Tinkoff,,-,7,2016
24,171,112.0,4.0,Coquard Bryan,4,Direct Energie,,-,7,2016
31,98,90.0,7.0,Van Avermaet Greg,5,BMC Racing Team,,\u25b22,7,2016
33,161,89.0,5.0,Greipel Andr\xe9,6,Lotto Soudal,,\u25bc1,7,2016
29,144,74.0,6.0,Kristoff Alexander,7,Team Katusha,,\u25bc1,7,2016
25,68,64.0,8.0,Theuns Edward,8,Trek - Segafredo,,-,7,2016
25,207,57.0,9.0,Matthews Michael,9,ORICA-BikeExchange,,-,7,2016
24,182,53.0,10.0,Alaphilippe Julian,10,Etixx - Quick Step,,-,7,2016
35,104,50.0,,Cummings Stephen,11,Team Dimension Data,,-,7,2016
29,163,48.0,11.0,De Gendt Thomas,12,Lotto Soudal,,\u25bc1,7,2016
24,216,48.0,12.0,McLay Daniel,13,Fortuneo - Vital Concept,,\u25bc1,7,2016
23,196,40.0,13.0,Laporte Christophe,14,"Cofidis, Solutions Cr\xe9dits",,\u25bc1,7,2016
32,191,39.0,,Navarro Daniel,15,"Cofidis, Solutions Cr\xe9dits",,-,7,2016
31,133,37.0,14.0,B\xe1rta Jan,16,Bora - Argon 18,,\u25bc2,7,2016
29,184,37.0,16.0,Martin Daniel,17,Etixx - Quick Step,,\u25bc1,7,2016
23,53,37.0,15.0,Groenewegen Dylan,18,Team LottoNL-Jumbo,,\u25bc3,7,2016
22,75,34.0,17.0,Enger Sondre Holst,19,IAM Cycling,,\u25bc2,7,2016
26,37,32.0,18.0,Majka Rafa\u0142,20,Tinkoff,,\u25bc2,7,2016
31,205,29.0,,Impey Daryl,21,ORICA-BikeExchange,,-,7,2016
31,22,28.0,,Nibali Vincenzo,22,Astana Pro Team,,-,7,2016
36,12,27.0,26.0,Valverde Alejandro,23,Movistar Team,,\u25b23,7,2016
31,187,25.0,19.0,Sabatini Fabio,24,Etixx - Quick Step,,\u25bc5,7,2016
31,1,22.0,34.0,Froome Christopher,25,Team Sky,,\u25b29,7,2016
35,136,22.0,20.0,Huzarski Bartosz,26,Bora - Argon 18,,\u25bc6,7,2016
28,84,22.0,37.0,Howes Alex,27,Cannondale-Drapac Pro Cycling Team,,\u25b210,7,2016
37,141,21.0,21.0,Rodr\xedguez Joaquim,28,Team Katusha,,\u25bc7,7,2016
27,215,20.0,22.0,Fonseca Armindo,29,Fortuneo - Vital Concept,,\u25bc7,7,2016
28,134,20.0,23.0,Benedetti Cesare,30,Bora - Argon 18,,\u25bc7,7,2016
32,138,20.0,24.0,Schillinger Andreas,31,Bora - Argon 18,,\u25bc7,7,2016
26,77,20.0,25.0,Howard Leigh,32,IAM Cycling,,\u25bc7,7,2016
33,186,20.0,27.0,Richeze Ariel Maximiliano,33,Etixx - Quick Step,,\u25bc6,7,2016
24,67,18.0,28.0,Stuyven Jasper,34,Trek - Segafredo,,\u25bc6,7,2016
32,24,17.0,29.0,Grivko Andrei,35,Astana Pro Team,,\u25bc6,7,2016
25,78,17.0,30.0,Naesen Oliver,36,IAM Cycling,,\u25bc6,7,2016
30,139,17.0,32.0,Voss Paul,37,Bora - Argon 18,,\u25bc5,7,2016
31,152,17.0,31.0,Arashiro Yukiya,38,Lampre - Merida,,\u25bc7,7,2016
37,179,17.0,33.0,Voeckler Thomas,39,Direct Energie,,\u25bc6,7,2016
23,209,15.0,35.0,Yates Adam,40,ORICA-BikeExchange,,\u25bc5,7,2016
32,198,15.0,,Mat\xe9 Luis \xc1ngel,41,"Cofidis, Solutions Cr\xe9dits",,-,7,2016
32,55,15.0,,Martens Paul,42,Team LottoNL-Jumbo,,-,7,2016
36,63,15.0,36.0,Irizar Markel,43,Trek - Segafredo,,\u25bc7,7,2016
26,212,15.0,38.0,Breen Vegard,44,Fortuneo - Vital Concept,,\u25bc6,7,2016
25,51,14.0,39.0,Kelderman Wilco,45,Team LottoNL-Jumbo,,\u25bc6,7,2016
30,9,13.0,,Thomas Geraint,46,Team Sky,,-,7,2016
32,107,13.0,40.0,Pauwels Serge,47,Team Dimension Data,,\u25bc7,7,2016
31,185,13.0,47.0,Martin Tony,48,Etixx - Quick Step,,\u25bc1,7,2016
29,217,13.0,,Perichon Pierre-Luc,49,Fortuneo - Vital Concept,,-,7,2016
31,82,13.0,65.0,Breschel Matti,50,Cannondale-Drapac Pro Cycling Team,,\u25b215,7,2016
26,213,13.0,42.0,Delaplace Anthony,51,Fortuneo - Vital Concept,,\u25bc9,7,2016
36,201,13.0,41.0,Gerrans Simon,52,ORICA-BikeExchange,,\u25bc11,7,2016
23,47,13.0,43.0,Gougeard Alexis,53,AG2R La Mondiale,,\u25bc10,7,2016
28,16,12.0,66.0,Izagirre Gorka,54,Movistar Team,,\u25b212,7,2016
35,44,12.0,44.0,Dumoulin Samuel,55,AG2R La Mondiale,,\u25bc11,7,2016
28,165,12.0,45.0,Gallopin Tony,56,Lotto Soudal,,\u25bc11,7,2016
29,81,11.0,46.0,Rolland Pierre,57,Cannondale-Drapac Pro Cycling Team,,\u25bc11,7,2016
30,115,11.0,,Geschke Simon,58,Team Giant - Alpecin,,-,7,2016
28,177,11.0,48.0,Sicard Romain,59,Direct Energie,,\u25bc11,7,2016
28,6,11.0,,Poels Wout,60,Team Sky,,-,7,2016
31,91,9.0,59.0,Porte Richie,61,BMC Racing Team,,\u25bc2,7,2016
28,46,9.0,49.0,Gautier Cyril,62,AG2R La Mondiale,,\u25bc13,7,2016
29,61,8.0,50.0,Mollema Bauke,63,Trek - Segafredo,,\u25bc13,7,2016
31,219,8.0,51.0,Vachon Florian,64,Fortuneo - Vital Concept,,\u25bc13,7,2016
24,173,8.0,,Duchesne Antoine,65,Direct Energie,,-,7,2016
26,154,8.0,52.0,Cimolai Davide,66,Lampre - Merida,,\u25bc14,7,2016
24,111,7.0,53.0,Barguil Warren,67,Team Giant - Alpecin,,\u25bc14,7,2016
27,99,7.0,54.0,van Garderen Tejay,68,BMC Racing Team,,\u25bc14,7,2016
39,167,7.0,55.0,Henderson Gregory,69,Lotto Soudal,,\u25bc14,7,2016
27,132,7.0,56.0,Archbold Shane,70,Bora - Argon 18,,\u25bc14,7,2016
27,113,6.0,58.0,Degenkolb John,71,Team Giant - Alpecin,,\u25bc13,7,2016
26,164,6.0,57.0,Debusschere Jens,72,Lotto Soudal,,\u25bc15,7,2016
30,36,5.0,,Kreuziger Roman,73,Tinkoff,,-,7,2016
27,57,5.0,60.0,Vanmarcke Sep,74,Team LottoNL-Jumbo,,\u25bc14,7,2016
23,26,5.0,,Lutsenko Alexey,75,Astana Pro Team,,-,7,2016
25,41,4.0,61.0,Bardet Romain,76,AG2R La Mondiale,,\u25bc15,7,2016
24,83,4.0,62.0,Craddock Lawson,77,Cannondale-Drapac Pro Cycling Team,,\u25bc15,7,2016
35,105,4.0,63.0,Eisel Bernhard,78,Team Dimension Data,,\u25bc15,7,2016
27,126,3.0,64.0,Reichenbach Sebastien,79,FDJ,,\u25bc15,7,2016
30,42,3.0,,Bakelants Jan,80,AG2R La Mondiale,,-,7,2016
23,188,3.0,67.0,Vakoc Petr,81,Etixx - Quick Step,,\u25bc14,7,2016
31,146,3.0,68.0,M\xf8rk\xf8v Michael,82,Team Katusha,,\u25bc14,7,2016
26,11,2.0,69.0,Quintana Nairo,83,Movistar Team,,\u25bc14,7,2016
28,142,2.0,70.0,Guarnieri Jacopo,84,Team Katusha,,\u25bc14,7,2016
33,108,2.0,71.0,Renshaw Mark,85,Team Dimension Data,,\u25bc14,7,2016
32,14,2.0,72.0,Erviti Imanol,86,Movistar Team,,\u25bc14,7,2016
26,189,2.0,73.0,Vermote Julien,87,Etixx - Quick Step,,\u25bc14,7,2016
28,49,1.0,,Vuillermoz Alexis,88,AG2R La Mondiale,,-,7,2016
29,103,1.0,74.0,Boasson Hagen Edvald,89,Team Dimension Data,,\u25bc15,7,2016
25,15,1.0,75.0,Herrada Jes\xfas,90,Movistar Team,,\u25bc15,7,2016
27,13,1.0,76.0,Anacona Winner,91,Movistar Team,,\u25bc15,7,2016
36,162,1.0,77.0,Bak Lars Ytting,92,Lotto Soudal,,\u25bc15,7,2016
31,101,204.0,1.0,Cavendish Mark,1,Team Dimension Data,,-,8,2016
28,181,182.0,2.0,Kittel Marcel,2,Etixx - Quick Step,,-,8,2016
26,32,177.0,3.0,Sagan Peter,3,Tinkoff,,-,8,2016
24,171,112.0,4.0,Coquard Bryan,4,Direct Energie,,-,8,2016
31,98,90.0,5.0,Van Avermaet Greg,5,BMC Racing Team,,-,8,2016
33,161,89.0,6.0,Greipel Andr\xe9,6,Lotto Soudal,,-,8,2016
25,207,77.0,9.0,Matthews Michael,7,ORICA-BikeExchange,,\u25b22,8,2016
29,144,74.0,7.0,Kristoff Alexander,8,Team Katusha,,\u25bc1,8,2016
25,68,64.0,8.0,Theuns Edward,9,Trek - Segafredo,,\u25bc1,8,2016
29,184,54.0,17.0,Martin Daniel,10,Etixx - Quick Step,,\u25b27,8,2016
24,182,53.0,10.0,Alaphilippe Julian,11,Etixx - Quick Step,,\u25bc1,8,2016
35,104,50.0,11.0,Cummings Stephen,12,Team Dimension Data,,\u25bc1,8,2016
29,163,48.0,12.0,De Gendt Thomas,13,Lotto Soudal,,\u25bc1,8,2016
24,216,48.0,13.0,McLay Daniel,14,Fortuneo - Vital Concept,,\u25bc1,8,2016
32,191,44.0,15.0,Navarro Daniel,15,"Cofidis, Solutions Cr\xe9dits",,-,8,2016
31,1,42.0,25.0,Froome Christopher,16,Team Sky,,\u25b29,8,2016
23,196,40.0,14.0,Laporte Christophe,17,"Cofidis, Solutions Cr\xe9dits",,\u25bc3,8,2016
31,133,37.0,16.0,B\xe1rta Jan,18,Bora - Argon 18,,\u25bc2,8,2016
23,53,37.0,18.0,Groenewegen Dylan,19,Team LottoNL-Jumbo,,\u25bc1,8,2016
37,141,36.0,28.0,Rodr\xedguez Joaquim,20,Team Katusha,,\u25b28,8,2016
36,12,35.0,23.0,Valverde Alejandro,21,Movistar Team,,\u25b22,8,2016
22,75,34.0,19.0,Enger Sondre Holst,22,IAM Cycling,,\u25bc3,8,2016
24,67,33.0,34.0,Stuyven Jasper,23,Trek - Segafredo,,\u25b211,8,2016
26,37,32.0,20.0,Majka Rafa\u0142,24,Tinkoff,,\u25bc4,8,2016
31,205,29.0,21.0,Impey Daryl,25,ORICA-BikeExchange,,\u25bc4,8,2016
31,22,28.0,22.0,Nibali Vincenzo,26,Astana Pro Team,,\u25bc4,8,2016
30,139,28.0,37.0,Voss Paul,27,Bora - Argon 18,,\u25b210,8,2016
31,187,25.0,24.0,Sabatini Fabio,28,Etixx - Quick Step,,\u25bc4,8,2016
23,209,24.0,40.0,Yates Adam,29,ORICA-BikeExchange,,\u25b211,8,2016
35,136,22.0,26.0,Huzarski Bartosz,30,Bora - Argon 18,,\u25bc4,8,2016
28,84,22.0,27.0,Howes Alex,31,Cannondale-Drapac Pro Cycling Team,,\u25bc4,8,2016
27,215,20.0,29.0,Fonseca Armindo,32,Fortuneo - Vital Concept,,\u25bc3,8,2016
28,134,20.0,30.0,Benedetti Cesare,33,Bora - Argon 18,,\u25bc3,8,2016
32,138,20.0,31.0,Schillinger Andreas,34,Bora - Argon 18,,\u25bc3,8,2016
26,77,20.0,32.0,Howard Leigh,35,IAM Cycling,,\u25bc3,8,2016
33,186,20.0,33.0,Richeze Ariel Maximiliano,36,Etixx - Quick Step,,\u25bc3,8,2016
28,177,19.0,59.0,Sicard Romain,37,Direct Energie,,\u25b222,8,2016
25,41,17.0,76.0,Bardet Romain,38,AG2R La Mondiale,,\u25b238,8,2016
30,43,17.0,,Ch\xe9rel Micka\xebl,39,AG2R La Mondiale,,-,8,2016
32,24,17.0,35.0,Grivko Andrei,40,Astana Pro Team,,\u25bc5,8,2016
37,179,17.0,39.0,Voeckler Thomas,41,Direct Energie,,\u25bc2,8,2016
25,78,17.0,36.0,Naesen Oliver,42,IAM Cycling,,\u25bc6,8,2016
31,152,17.0,38.0,Arashiro Yukiya,43,Lampre - Merida,,\u25bc5,8,2016
30,36,16.0,73.0,Kreuziger Roman,44,Tinkoff,,\u25b229,8,2016
29,61,15.0,63.0,Mollema Bauke,45,Trek - Segafredo,,\u25b218,8,2016
31,91,15.0,61.0,Porte Richie,46,BMC Racing Team,,\u25b215,8,2016
32,198,15.0,41.0,Mat\xe9 Luis \xc1ngel,47,"Cofidis, Solutions Cr\xe9dits",,\u25bc6,8,2016
32,55,15.0,42.0,Martens Paul,48,Team LottoNL-Jumbo,,\u25bc6,8,2016
36,63,15.0,43.0,Irizar Markel,49,Trek - Segafredo,,\u25bc6,8,2016
26,212,15.0,44.0,Breen Vegard,50,Fortuneo - Vital Concept,,\u25bc6,8,2016
25,51,14.0,45.0,Kelderman Wilco,51,Team LottoNL-Jumbo,,\u25bc6,8,2016
28,6,14.0,60.0,Poels Wout,52,Team Sky,,\u25b28,8,2016
30,9,13.0,46.0,Thomas Geraint,53,Team Sky,,\u25bc7,8,2016
31,185,13.0,48.0,Martin Tony,54,Etixx - Quick Step,,\u25bc6,8,2016
33,72,13.0,,Clement Stef,55,IAM Cycling,,-,8,2016
32,107,13.0,47.0,Pauwels Serge,56,Team Dimension Data,,\u25bc9,8,2016
36,201,13.0,52.0,Gerrans Simon,57,ORICA-BikeExchange,,\u25bc5,8,2016
29,217,13.0,49.0,Perichon Pierre-Luc,58,Fortuneo - Vital Concept,,\u25bc9,8,2016
31,82,13.0,50.0,Breschel Matti,59,Cannondale-Drapac Pro Cycling Team,,\u25bc9,8,2016
26,213,13.0,51.0,Delaplace Anthony,60,Fortuneo - Vital Concept,,\u25bc9,8,2016
23,47,13.0,53.0,Gougeard Alexis,61,AG2R La Mondiale,,\u25bc8,8,2016
28,16,12.0,54.0,Izagirre Gorka,62,Movistar Team,,\u25bc8,8,2016
28,165,12.0,56.0,Gallopin Tony,63,Lotto Soudal,,\u25bc7,8,2016
35,44,12.0,55.0,Dumoulin Samuel,64,AG2R La Mondiale,,\u25bc9,8,2016
27,99,11.0,68.0,van Garderen Tejay,65,BMC Racing Team,,\u25b23,8,2016
29,81,11.0,57.0,Rolland Pierre,66,Cannondale-Drapac Pro Cycling Team,,\u25bc9,8,2016
30,115,11.0,58.0,Geschke Simon,67,Team Giant - Alpecin,,\u25bc9,8,2016
26,21,10.0,,Aru Fabio,68,Astana Pro Team,,-,8,2016
25,114,10.0,,Dumoulin Tom,69,Team Giant - Alpecin,,-,8,2016
28,46,9.0,62.0,Gautier Cyril,70,AG2R La Mondiale,,\u25bc8,8,2016
24,89,9.0,,van Baarle Dylan,71,Cannondale-Drapac Pro Cycling Team,,-,8,2016
31,219,8.0,64.0,Vachon Florian,72,Fortuneo - Vital Concept,,\u25bc8,8,2016
24,173,8.0,65.0,Duchesne Antoine,73,Direct Energie,,\u25bc8,8,2016
26,154,8.0,66.0,Cimolai Davide,74,Lampre - Merida,,\u25bc8,8,2016
26,11,7.0,83.0,Quintana Nairo,75,Movistar Team,,\u25b28,8,2016
24,111,7.0,67.0,Barguil Warren,76,Team Giant - Alpecin,,\u25bc9,8,2016
32,28,7.0,,Sanchez Luis Leon,77,Astana Pro Team,,-,8,2016
25,15,7.0,90.0,Herrada Jes\xfas,78,Movistar Team,,\u25b212,8,2016
39,167,7.0,69.0,Henderson Gregory,79,Lotto Soudal,,\u25bc10,8,2016
27,132,7.0,70.0,Archbold Shane,80,Bora - Argon 18,,\u25bc10,8,2016
27,113,6.0,71.0,Degenkolb John,81,Team Giant - Alpecin,,\u25bc10,8,2016
26,164,6.0,72.0,Debusschere Jens,82,Lotto Soudal,,\u25bc10,8,2016
23,26,5.0,75.0,Lutsenko Alexey,83,Astana Pro Team,,\u25bc8,8,2016
27,57,5.0,74.0,Vanmarcke Sep,84,Team LottoNL-Jumbo,,\u25bc10,8,2016
26,149,4.0,,Zakarin Ilnur,85,Team Katusha,,-,8,2016
24,83,4.0,77.0,Craddock Lawson,86,Cannondale-Drapac Pro Cycling Team,,\u25bc9,8,2016
35,105,4.0,78.0,Eisel Bernhard,87,Team Dimension Data,,\u25bc9,8,2016
24,157,3.0,,Meintjes Louis,88,Lampre - Merida,,-,8,2016
27,126,3.0,79.0,Reichenbach Sebastien,89,FDJ,,\u25bc10,8,2016
30,42,3.0,80.0,Bakelants Jan,90,AG2R La Mondiale,,\u25bc10,8,2016
23,188,3.0,81.0,Vakoc Petr,91,Etixx - Quick Step,,\u25bc10,8,2016
28,2,2.0,,Henao Sergio Luis,92,Team Sky,,-,8,2016
28,142,2.0,84.0,Guarnieri Jacopo,93,Team Katusha,,\u25bc9,8,2016
32,14,2.0,86.0,Erviti Imanol,94,Movistar Team,,\u25bc8,8,2016
33,108,2.0,85.0,Renshaw Mark,95,Team Dimension Data,,\u25bc10,8,2016
26,189,2.0,87.0,Vermote Julien,96,Etixx - Quick Step,,\u25bc9,8,2016
23,131,1.0,,Buchmann Emanuel,97,Bora - Argon 18,,-,8,2016
28,49,1.0,88.0,Vuillermoz Alexis,98,AG2R La Mondiale,,\u25bc10,8,2016
26,121,1.0,,Pinot Thibaut,99,FDJ,,-,8,2016
27,13,1.0,91.0,Anacona Winner,100,Movistar Team,,\u25bc9,8,2016
29,103,1.0,89.0,Boasson Hagen Edvald,101,Team Dimension Data,,\u25bc12,8,2016
36,162,1.0,92.0,Bak Lars Ytting,102,Lotto Soudal,,\u25bc10,8,2016
31,101,204.0,1.0,Cavendish Mark,1,Team Dimension Data,,-,9,2016
26,32,197.0,3.0,Sagan Peter,2,Tinkoff,,\u25b21,9,2016
28,181,182.0,2.0,Kittel Marcel,3,Etixx - Quick Step,,\u25bc1,9,2016
24,171,112.0,4.0,Coquard Bryan,4,Direct Energie,,-,9,2016
31,98,90.0,5.0,Van Avermaet Greg,5,BMC Racing Team,,-,9,2016
33,161,89.0,6.0,Greipel Andr\xe9,6,Lotto Soudal,,-,9,2016
25,207,77.0,7.0,Matthews Michael,7,ORICA-BikeExchange,,-,9,2016
29,144,74.0,8.0,Kristoff Alexander,8,Team Katusha,,-,9,2016
29,163,65.0,13.0,De Gendt Thomas,9,Lotto Soudal,,\u25b24,9,2016
25,68,64.0,9.0,Theuns Edward,10,Trek - Segafredo,,\u25bc1,9,2016
26,37,60.0,24.0,Majka Rafa\u0142,11,Tinkoff,,\u25b213,9,2016
32,191,58.0,15.0,Navarro Daniel,12,"Cofidis, Solutions Cr\xe9dits",,\u25b23,9,2016
29,184,56.0,10.0,Martin Daniel,13,Etixx - Quick Step,,\u25bc3,9,2016
24,182,53.0,11.0,Alaphilippe Julian,14,Etixx - Quick Step,,\u25bc3,9,2016
35,104,50.0,12.0,Cummings Stephen,15,Team Dimension Data,,\u25bc3,9,2016
24,216,48.0,14.0,McLay Daniel,16,Fortuneo - Vital Concept,,\u25bc2,9,2016
31,1,47.0,16.0,Froome Christopher,17,Team Sky,,\u25bc1,9,2016
23,196,40.0,17.0,Laporte Christophe,18,"Cofidis, Solutions Cr\xe9dits",,\u25bc1,9,2016
31,133,37.0,18.0,B\xe1rta Jan,19,Bora - Argon 18,,\u25bc1,9,2016
23,53,37.0,19.0,Groenewegen Dylan,20,Team LottoNL-Jumbo,,\u25bc1,9,2016
37,141,36.0,20.0,Rodr\xedguez Joaquim,21,Team Katusha,,\u25bc1,9,2016
36,12,35.0,21.0,Valverde Alejandro,22,Movistar Team,,\u25bc1,9,2016
25,114,34.0,69.0,Dumoulin Tom,23,Team Giant - Alpecin,,\u25b246,9,2016
22,75,34.0,22.0,Enger Sondre Holst,24,IAM Cycling,,\u25bc2,9,2016
24,67,33.0,23.0,Stuyven Jasper,25,Trek - Segafredo,,\u25bc2,9,2016
23,209,30.0,29.0,Yates Adam,26,ORICA-BikeExchange,,\u25b23,9,2016
31,205,29.0,25.0,Impey Daryl,27,ORICA-BikeExchange,,\u25bc2,9,2016
31,22,28.0,26.0,Nibali Vincenzo,28,Astana Pro Team,,\u25bc2,9,2016
33,72,28.0,55.0,Clement Stef,29,IAM Cycling,,\u25b226,9,2016
30,139,28.0,27.0,Voss Paul,30,Bora - Argon 18,,\u25bc3,9,2016
31,187,25.0,28.0,Sabatini Fabio,31,Etixx - Quick Step,,\u25bc3,9,2016
35,136,22.0,30.0,Huzarski Bartosz,32,Bora - Argon 18,,\u25bc2,9,2016
28,84,22.0,31.0,Howes Alex,33,Cannondale-Drapac Pro Cycling Team,,\u25bc2,9,2016
27,215,20.0,32.0,Fonseca Armindo,34,Fortuneo - Vital Concept,,\u25bc2,9,2016
28,134,20.0,33.0,Benedetti Cesare,35,Bora - Argon 18,,\u25bc2,9,2016
32,138,20.0,34.0,Schillinger Andreas,36,Bora - Argon 18,,\u25bc2,9,2016
26,77,20.0,35.0,Howard Leigh,37,IAM Cycling,,\u25bc2,9,2016
29,151,20.0,,Costa Rui,38,Lampre - Merida,,-,9,2016
33,186,20.0,36.0,Richeze Ariel Maximiliano,39,Etixx - Quick Step,,\u25bc3,9,2016
27,27,19.0,,Rosa Diego,40,Astana Pro Team,,-,9,2016
28,177,19.0,37.0,Sicard Romain,41,Direct Energie,,\u25bc4,9,2016
31,91,18.0,46.0,Porte Richie,42,BMC Racing Team,,\u25b24,9,2016
25,15,18.0,78.0,Herrada Jes\xfas,43,Movistar Team,,\u25b235,9,2016
25,41,17.0,38.0,Bardet Romain,44,AG2R La Mondiale,,\u25bc6,9,2016
26,121,17.0,99.0,Pinot Thibaut,45,FDJ,,\u25b254,9,2016
32,24,17.0,40.0,Grivko Andrei,46,Astana Pro Team,,\u25bc6,9,2016
30,43,17.0,39.0,Ch\xe9rel Micka\xebl,47,AG2R La Mondiale,,\u25bc8,9,2016
28,165,17.0,63.0,Gallopin Tony,48,Lotto Soudal,,\u25b215,9,2016
25,78,17.0,42.0,Naesen Oliver,49,IAM Cycling,,\u25bc7,9,2016
37,179,17.0,41.0,Voeckler Thomas,50,Direct Energie,,\u25bc9,9,2016
31,152,17.0,43.0,Arashiro Yukiya,51,Lampre - Merida,,\u25bc8,9,2016
30,36,16.0,44.0,Kreuziger Roman,52,Tinkoff,,\u25bc8,9,2016
29,61,15.0,45.0,Mollema Bauke,53,Trek - Segafredo,,\u25bc8,9,2016
32,198,15.0,47.0,Mat\xe9 Luis \xc1ngel,54,"Cofidis, Solutions Cr\xe9dits",,\u25bc7,9,2016
32,55,15.0,48.0,Martens Paul,55,Team LottoNL-Jumbo,,\u25bc7,9,2016
36,63,15.0,49.0,Irizar Markel,56,Trek - Segafredo,,\u25bc7,9,2016
26,212,15.0,50.0,Breen Vegard,57,Fortuneo - Vital Concept,,\u25bc7,9,2016
25,51,14.0,51.0,Kelderman Wilco,58,Team LottoNL-Jumbo,,\u25bc7,9,2016
28,6,14.0,52.0,Poels Wout,59,Team Sky,,\u25bc7,9,2016
27,13,14.0,100.0,Anacona Winner,60,Movistar Team,,\u25b240,9,2016
30,9,13.0,53.0,Thomas Geraint,61,Team Sky,,\u25bc8,9,2016
32,107,13.0,56.0,Pauwels Serge,62,Team Dimension Data,,\u25bc6,9,2016
31,185,13.0,54.0,Martin Tony,63,Etixx - Quick Step,,\u25bc9,9,2016
36,201,13.0,57.0,Gerrans Simon,64,ORICA-BikeExchange,,\u25bc7,9,2016
29,217,13.0,58.0,Perichon Pierre-Luc,65,Fortuneo - Vital Concept,,\u25bc7,9,2016
26,213,13.0,60.0,Delaplace Anthony,66,Fortuneo - Vital Concept,,\u25bc6,9,2016
31,82,13.0,59.0,Breschel Matti,67,Cannondale-Drapac Pro Cycling Team,,\u25bc8,9,2016
23,47,13.0,61.0,Gougeard Alexis,68,AG2R La Mondiale,,\u25bc7,9,2016
28,16,12.0,62.0,Izagirre Gorka,69,Movistar Team,,\u25bc7,9,2016
35,44,12.0,64.0,Dumoulin Samuel,70,AG2R La Mondiale,,\u25bc6,9,2016
26,11,11.0,75.0,Quintana Nairo,71,Movistar Team,,\u25b24,9,2016
27,99,11.0,65.0,van Garderen Tejay,72,BMC Racing Team,,\u25bc7,9,2016
29,81,11.0,66.0,Rolland Pierre,73,Cannondale-Drapac Pro Cycling Team,,\u25bc7,9,2016
30,115,11.0,67.0,Geschke Simon,74,Team Giant - Alpecin,,\u25bc7,9,2016
26,21,10.0,68.0,Aru Fabio,75,Astana Pro Team,,\u25bc7,9,2016
28,49,9.0,98.0,Vuillermoz Alexis,76,AG2R La Mondiale,,\u25b222,9,2016
26,52,9.0,,Bennett George,77,Team LottoNL-Jumbo,,-,9,2016
28,46,9.0,70.0,Gautier Cyril,78,AG2R La Mondiale,,\u25bc8,9,2016
29,73,9.0,,Coppel J\xe9rome,79,IAM Cycling,,-,9,2016
24,89,9.0,71.0,van Baarle Dylan,80,Cannondale-Drapac Pro Cycling Team,,\u25bc9,9,2016
31,219,8.0,72.0,Vachon Florian,81,Fortuneo - Vital Concept,,\u25bc9,9,2016
24,173,8.0,73.0,Duchesne Antoine,82,Direct Energie,,\u25bc9,9,2016
26,154,8.0,74.0,Cimolai Davide,83,Lampre - Merida,,\u25bc9,9,2016
24,111,7.0,76.0,Barguil Warren,84,Team Giant - Alpecin,,\u25bc8,9,2016
29,71,7.0,,Frank Mathias,85,IAM Cycling,,-,9,2016
32,28,7.0,77.0,Sanchez Luis Leon,86,Astana Pro Team,,\u25bc9,9,2016
28,194,7.0,,Edet Nicolas,87,"Cofidis, Solutions Cr\xe9dits",,-,9,2016
39,167,7.0,79.0,Henderson Gregory,88,Lotto Soudal,,\u25bc9,9,2016
27,132,7.0,80.0,Archbold Shane,89,Bora - Argon 18,,\u25bc9,9,2016
27,113,6.0,81.0,Degenkolb John,90,Team Giant - Alpecin,,\u25bc9,9,2016
26,164,6.0,82.0,Debusschere Jens,91,Lotto Soudal,,\u25bc9,9,2016
23,26,5.0,83.0,Lutsenko Alexey,92,Astana Pro Team,,\u25bc9,9,2016
27,57,5.0,84.0,Vanmarcke Sep,93,Team LottoNL-Jumbo,,\u25bc9,9,2016
26,149,4.0,85.0,Zakarin Ilnur,94,Team Katusha,,\u25bc9,9,2016
24,83,4.0,86.0,Craddock Lawson,95,Cannondale-Drapac Pro Cycling Team,,\u25bc9,9,2016
35,105,4.0,87.0,Eisel Bernhard,96,Team Dimension Data,,\u25bc9,9,2016
24,157,3.0,88.0,Meintjes Louis,97,Lampre - Merida,,\u25bc9,9,2016
27,126,3.0,89.0,Reichenbach Sebastien,98,FDJ,,\u25bc9,9,2016
30,42,3.0,90.0,Bakelants Jan,99,AG2R La Mondiale,,\u25bc9,9,2016
23,188,3.0,91.0,Vakoc Petr,100,Etixx - Quick Step,,\u25bc9,9,2016
28,2,2.0,92.0,Henao Sergio Luis,101,Team Sky,,\u25bc9,9,2016
28,142,2.0,93.0,Guarnieri Jacopo,102,Team Katusha,,\u25bc9,9,2016
32,14,2.0,94.0,Erviti Imanol,103,Movistar Team,,\u25bc9,9,2016
26,189,2.0,96.0,Vermote Julien,104,Etixx - Quick Step,,\u25bc8,9,2016
23,131,1.0,97.0,Buchmann Emanuel,105,Bora - Argon 18,,\u25bc8,9,2016
29,103,1.0,101.0,Boasson Hagen Edvald,106,Team Dimension Data,,\u25bc5,9,2016
36,162,1.0,102.0,Bak Lars Ytting,107,Lotto Soudal,,\u25bc5,9,2016
26,32,242.0,2.0,Sagan Peter,1,Tinkoff,,\u25b21,10,2016
