Rider,year,stage_scores
Lloyd Matthew,2008,0.0
Lloyd Matthew,2009,0.0
Lloyd Matthew,2012,0.0
Lobato Ruben,2008,0.0
Loda Nicola,2005,0.0
Loda Nicola,2006,0.0
Loder Thierry,2000,6.0
Lombardi Giovanni,1998,78.0
Longo Borghini Paolo,2011,0.0
Longo Roberto,2008,0.0
Lopez David,2008,11.0
Lopez David,2011,0.0
Lopez David,2012,0.0
Lopez David,2013,0.0
Lopez David,2014,6.0
Lopez David,2017,0.0
Lopez De Munain Alberto,1999,0.0
Lopez De Munain Alberto,2000,57.0
Lopez De Munain Alberto,2003,34.0
Lopez Joaquin,2002,0.0
Lorenzetto Mirco,2006,0.0
Lorenzetto Mirco,2008,6.0
Lorenzetto Mirco,2009,0.0
Losada Alberto,2012,0.0
Losada Alberto,2013,0.0
Losada Alberto,2015,0.0
Losada Alberto,2016,0.0
Lotz Marc,1998,0.0
Lotz Marc,2004,0.0
Loubet Julien,2007,0.0
Loubet Julien,2008,16.0
Loubet Julien,2010,0.0
Louder Jeff,2009,0.0
Lowe Trent,2009,0.0
Ludewig Jorg,2006,0.0
Ludvigsson Tobias,2015,13.0
Ludvigsson Tobias,2018,0.0
Lund Anders,2010,27.0
Lund Anders,2011,0.0
Lunghi Denis,2003,0.0
Lutsenko Alexey,2013,10.0
Lutsenko Alexey,2016,0.0
Lutsenko Alexey,2017,0.0
Luttenberger Peter,2000,77.0
Luttenberger Peter,2003,0.0
Luttenberger Peter,2006,0.0
MAINGUENAUD Fr\xe9d\xe9ric,2000,0.0
M\xf8rk\xf8v Michael,2016,0.0
M\xf8rk\xf8v Michael,2017,0.0
Machado Tiago,2012,6.0
Machado Tiago,2015,0.0
Machado Tiago,2017,0.0
Machado Tiago,2018,0.0
Madouas Laurent,1998,52.0
Madouas Laurent,1999,35.0
Madouas Laurent,2000,6.0
Madouas Laurent,2001,0.0
Madrazo \xc1ngel,2013,20.0
Madrazo \xc1ngel,2017,0.0
Maes Nikolas,2013,0.0
Magazzini Enrico,2010,0.0
Magnien Emmanuel,2000,11.0
Magnusson Glenn,1999,27.0
Magnusson Glenn,2001,72.0
Maignan Gilles,1998,30.0
Maignan Gilles,2001,0.0
Maison J\xe9r\xe9my,2017,0.0
Majka Rafa\u0142,2011,0.0
Malacarne Davide,2012,0.0
Malori Adriano,2010,19.0
Malori Adriano,2011,14.0
Mancebo Francisco,1999,65.0
Mancebo Francisco,2001,32.0
Mancebo Francisco,2003,102.0
Mancebo Francisco,2005,39.0
Mancebo Francisco,2006,131.0
Manchon Ernesto,1999,20.0
Mangel Laurent,2010,0.0
Manzano Jesus Maria,2000,0.0
Manzin Lorrenzo,2018,0.0
Marcato Marco,2014,16.0
Marczynski Tomasz,2016,0.0
Marczynski Tomasz,2018,0.0
Marichal Thierry,2001,0.0
Marino Jean-Marc,2010,0.0
Marino Jean-Marc,2014,0.0
Martens Paul,2010,17.0
Martens Paul,2011,39.0
Martens Paul,2012,0.0
Martias Rony,2006,6.0
Martin Daniel,2009,9.0
Martin Daniel,2011,18.0
Martin Daniel,2012,0.0
Martin Daniel,2015,67.0
Martin Daniel,2016,124.0
Martin Daniel,2017,65.0
Martin Daniel,2018,111.0
Martin Guillaume,2016,15.0
Martin Guillaume,2017,27.0
Martin Guillaume,2018,65.0
Martin Ludovic,2002,19.0
Martin Ludovic,2004,0.0
Martin Tony,2011,47.0
Martin Tony,2012,0.0
Martin Tony,2013,35.0
Martin Tony,2015,11.0
Martin Tony,2016,0.0
Martin Tony,2017,30.0
Martinez Egoi,2003,16.0
Martinez Egoi,2004,46.0
Martinez Egoi,2006,39.0
Martinez Egoi,2007,72.0
Martinez Egoi,2009,0.0
Martinez Egoi,2010,35.0
Martinez Egoi,2011,0.0
Martinez Egoi,2012,0.0
Martinez Egoi,2013,0.0
Martinez Miguel,2003,0.0
Martinez Yannick,2014,24.0
Martinez Yannick,2015,31.0
Marycz Jaroslaw,2010,0.0
Marzano Marco,2006,46.0
Marzano Marco,2009,12.0
Marzano Marco,2010,0.0
Marzano Marco,2011,0.0
Marzano Marco,2012,0.0
Marzoli Ruggero,2003,0.0
Mas Enric,2017,6.0
Mason Oscar,2005,0.0
Massi Rodolfo,1998,0.0
Mat\xe9 Luis \xc1ngel,2012,0.0
Mat\xe9 Luis \xc1ngel,2013,23.0
Mat\xe9 Luis \xc1ngel,2014,0.0
Mat\xe9 Luis \xc1ngel,2015,0.0
Mata Enrique,2010,0.0
Mattan Nico,2002,39.0
Matthews Michael,2012,0.0
Matthews Michael,2013,30.0
Matzka Ralf,2014,14.0
Mauleon Francisco Javier,1998,0.0
Mayo Iban,2001,90.0
Mayo Iban,2003,156.0
Mayo Iban,2004,102.0
Mayo Iban,2006,86.0
Mazur Piotr,2006,24.0
Mazzoleni Eddy,2005,24.0
Mazzoleni Eddy,2006,21.0
McCarthy Jay,2015,36.0
McCarthy Jay,2018,6.0
McCartney Jason,2011,0.0
McGee Bradley,1999,0.0
McGee Bradley,2001,73.0
McGee Bradley,2002,101.0
McGee Bradley,2003,30.0
McRae William Chann,2001,10.0
Mckissick Ian,2009,0.0
Mederel Maxime,2012,0.0
Medina Ram\xf3n,1999,0.0
Meersman Gianni,2013,106.0
Meersman Gianni,2014,17.0
Megias Javier,2008,0.0
Megias Javier,2009,0.0
Meier Christian,2009,0.0
Meier Christian,2010,0.0
Meier Christian,2014,15.0
Meier Christian,2015,0.0
Meier Christian,2016,0.0
Meinert-Nielsen Peter,1998,0.0
Meinert-Nielsen Peter,1999,0.0
Meintjes Louis,2015,46.0
Meintjes Louis,2016,63.0
Meintjes Louis,2017,54.0
Menchov Denis,2000,10.0
Menchov Denis,2001,84.0
Menchov Denis,2002,79.0
Menchov Denis,2003,46.0
Menchov Denis,2005,21.0
Menchov Denis,2006,80.0
Menchov Denis,2007,78.0
Menchov Denis,2010,38.0
Menchov Denis,2012,0.0
Mendes Jos\xe9,2013,0.0
Mendes Jos\xe9,2015,24.0
Mengin Christophe,2003,0.0
Mengin Christophe,2004,0.0
Mengin Christophe,2005,0.0
Mengin Christophe,2006,0.0
Mercado Juan Miguel,2003,98.0
Mercado Juan Miguel,2004,61.0
Mercado Juan Miguel,2005,0.0
Mercado Juan Miguel,2006,0.0
Merckx Axel,2001,71.0
Merckx Axel,2005,35.0
Mertens Pieter,2006,13.0
Mertens Pieter,2007,0.0
Meurisse Xandro,2018,37.0
Meyer Travis,2012,0.0
Meyer Travis,2013,0.0
Mezgec Luka,2015,42.0
Michaelsen Lars,2000,0.0
Mikhailov Guennady,2001,49.0
Mikhailov Guennady,2002,34.0
Mikhailov Guennady,2003,0.0
Mikhailov Guennady,2007,0.0
Milesi Marco,2006,0.0
Millar David,1999,0.0
Millar David,2000,66.0
Millar David,2001,94.0
Millar David,2002,64.0
Millar David,2003,107.0
Millar David,2004,0.0
Millar David,2007,31.0
Millar David,2009,89.0
Millar David,2010,51.0
Millar David,2012,0.0
Millar David,2014,0.0
Minard S\xe9bastien,2008,0.0
Minard S\xe9bastien,2009,21.0
Minard S\xe9bastien,2010,0.0
Minard S\xe9bastien,2011,0.0
Minnaard Marco,2016,0.0
Minnaard Marco,2017,0.0
Minnaard Marco,2018,0.0
Miorin Devis,2005,0.0
Modolo Sacha,2015,56.0
Moerenhout Koos,1998,27.0
Moerenhout Koos,2001,8.0
Moerenhout Koos,2002,22.0
Moerenhout Koos,2005,8.0
Moerenhout Koos,2006,0.0
Moerenhout Koos,2008,0.0
Moerenhout Koos,2009,19.0
Moerenhout Koos,2010,0.0
Moinard Ama\xebl,2008,26.0
Moinard Ama\xebl,2009,0.0
Moinard Ama\xebl,2010,0.0
Moinard Ama\xebl,2011,0.0
Moinard Ama\xebl,2012,0.0
Moinard Ama\xebl,2014,0.0
Moinard Ama\xebl,2016,0.0
Moinard Ama\xebl,2017,0.0
Moinard Ama\xebl,2018,0.0
Molard Rudy,2013,0.0
Molard Rudy,2016,0.0
Molard Rudy,2018,7.0
Moletta Andrea,2006,0.0
Mollema Bauke,2015,11.0
Mollema Bauke,2016,49.0
Moncassin Fr\xe9d\xe9ric,1998,12.0
Moncassin Fr\xe9d\xe9ric,1999,20.0
Moncouti\xe9 David,1999,54.0
Moncouti\xe9 David,2000,8.0
Moncouti\xe9 David,2001,65.0
Moncouti\xe9 David,2002,28.0
Moncouti\xe9 David,2003,6.0
Moncouti\xe9 David,2004,38.0
Moncouti\xe9 David,2005,65.0
Moncouti\xe9 David,2006,0.0
Moncouti\xe9 David,2008,0.0
Moncouti\xe9 David,2009,86.0
Moncouti\xe9 David,2011,44.0
Moncouti\xe9 David,2012,0.0
Monfort Maxime,2008,72.0
Monier Damien,2011,0.0
Monnerais Cyrille,2008,0.0
Montgomery Sven,2001,78.0
Moos Alexandre,2009,0.0
Morabito Steve,2007,0.0
Morabito Steve,2011,0.0
Morabito Steve,2012,0.0
Morabito Steve,2016,0.0
Moreau Christophe,1998,117.0
Moreau Christophe,1999,70.0
Moreau Christophe,2000,116.0
Moreau Christophe,2001,121.0
Moreau Christophe,2002,93.0
Moreau Christophe,2003,103.0
Moreau Christophe,2004,35.0
Moreau Christophe,2005,74.0
Moreau Christophe,2006,101.0
Moreau Christophe,2007,107.0
Moreau Christophe,2010,59.0
Moreno Daniel,2012,35.0
Moreno Daniel,2013,85.0
Moreno Daniel,2014,26.0
Moreno Daniel,2016,22.0
Moreno Daniel,2017,0.0
Moreno Daniel,2018,0.0
Mori Manuele,2010,12.0
Mori Manuele,2016,7.0
Mori Manuele,2017,0.0
Mori Manuele,2018,0.0
Mori Massimiliano,2007,0.0
Morice Julien,2017,0.0
Morin Anthony,1998,0.0
Morin Anthony,1999,0.0
Morin Anthony,2000,0.0
Morin Anthony,2001,0.0
Morin Anthony,2002,32.0
Morin Anthony,2003,0.0
Morton Lachlan,2014,0.0
Moscon Gianni,2018,73.0
Mourey Francis,2005,17.0
Mourey Francis,2006,0.0
Mourey Francis,2011,0.0
Mugerli Matej,2007,24.0
Mugerli Matej,2008,0.0
Muravyev Dmitriy,2004,24.0
Muravyev Dmitriy,2013,0.0
Murn Uros,2006,16.0
Murphy John,2011,12.0
Naesen Oliver,2016,11.0
Naesen Oliver,2017,34.0
Naesen Oliver,2018,35.0
Napolitano Danilo,2006,22.0
Nardello Daniele,2006,0.0
Nauleau Bryan,2015,0.0
Nauleau Bryan,2016,0.0
Nauleau Bryan,2017,24.0
Navardauskas Ramunas,2011,0.0
Navardauskas Ramunas,2014,0.0
Navardauskas Ramunas,2015,18.0
Navardauskas Ramunas,2017,0.0
Navardauskas Ramunas,2018,0.0
Navarro Daniel,2006,0.0
Navarro Daniel,2008,16.0
Navarro Daniel,2010,35.0
Navarro Daniel,2012,10.0
Navarro Daniel,2013,64.0
Navarro Daniel,2014,40.0
Navarro Daniel,2015,16.0
Navarro Daniel,2016,57.0
Navarro Daniel,2017,7.0
Navarro Daniel,2018,74.0
Navas David,2000,0.0
Nazon Damien,1998,54.0
Nazon Damien,1999,67.0
Nazon Damien,2001,30.0
Nazon Damien,2005,0.0
Nerz Dominik,2012,0.0
Nerz Dominik,2013,8.0
Nerz Dominik,2014,0.0
Nerz Dominik,2015,0.0
Nerz Dominik,2016,0.0
Neyens Maarten,2012,0.0
Nibali Antonio,2017,0.0
Nibali Vincenzo,2006,7.0
Nibali Vincenzo,2009,90.0
Nibali Vincenzo,2012,0.0
Nibali Vincenzo,2014,76.0
Nibali Vincenzo,2015,64.0
Nibali Vincenzo,2018,10.0
Niemiec Przemyslaw,2011,0.0
Niermann Grischa,2003,48.0
Niermann Grischa,2006,0.0
Niermann Grischa,2007,0.0
Niermann Grischa,2008,0.0
Niermann Grischa,2009,0.0
Niermann Grischa,2011,0.0
Nieve Mikel,2009,0.0
Nieve Mikel,2013,24.0
Nieve Mikel,2014,63.0
Niyonshuti Adrien,2017,0.0
Nizzolo Giacomo,2014,0.0
Nocentini Rinaldo,2009,16.0
Nocentini Rinaldo,2012,22.0
Nordhaug Lars Petter,2014,24.0
Noval Benjamin,2004,0.0
Noval Benjamin,2005,26.0
Noval Benjamin,2006,0.0
Noval Benjamin,2007,0.0
Noval Benjamin,2008,0.0
Noval Benjamin,2009,0.0
Noval Benjamin,2010,0.0
Noval Benjamin,2013,0.0
Novoa M\xe9ndez Joaqu\xedn,2010,0.0
Nuritdinov Rafael,2005,0.0
Nuyens Nick,2004,8.0
Nuyens Nick,2005,23.0
Nuyens Nick,2007,18.0
O'Connor Ben,2017,0.0
O'Grady Stuart,2004,115.0
O'Grady Stuart,2005,27.0
O'Grady Stuart,2006,60.0
Odriozola Jon,1998,29.0
Odriozola Jon,1999,22.0
Offredo Yoann,2014,0.0
Offredo Yoann,2017,0.0
Olano Abraham,2000,27.0
Oliveira Nelson,2015,0.0
Oliveira Nelson,2016,0.0
Olivier Daan,2014,0.0
Oomen Sam,2017,32.0
Ordowski Volker,2008,0.0
Oriol Christophe,1999,43.0
Oriol Christophe,2000,0.0
Oriol Christophe,2001,23.0
Oriol Christophe,2002,56.0
Oriol Christophe,2003,0.0
Oroz Juan Jos\xe9,2008,0.0
Osa Aitor,1998,0.0
Osa Aitor,2000,0.0
Osa Unai,1998,7.0
Osa Unai,1999,94.0
Osa Unai,2002,44.0
Osa Unai,2006,0.0
Oss Daniel,2015,0.0
Otxoa Javier,2000,0.0
Ovechkin Artem,2010,27.0
P\xf6stlberger Lukas,2018,0.0
Pacher Quentin,2017,20.0
Pacher Quentin,2018,0.0
Padour Franti\u0161ek,2014,0.0
Padrnos Pavel,2002,0.0
Padrnos Pavel,2003,0.0
Palini Andrea,2013,0.0
Pantano Jarlinson,2015,12.0
Paolini Luca,2005,0.0
Parisien Francois,2013,0.0
Parra Ivan Ramiro,1999,10.0
Pasamontes Luis,2009,6.0
Pasamontes Luis,2010,27.0
Pascual Javier,1998,0.0
Pascual Javier,2003,0.0
Passeron Aur\xe9lien,2008,0.0
Pate Danny,2010,0.0
Pate Danny,2011,0.0
Pate Danny,2012,0.0
Pate Danny,2014,0.0
Paterski Maciej,2011,6.0
Paterski Maciej,2012,0.0
Paterski Maciej,2013,0.0
Paulinho S\xe9rgio,2005,0.0
Paulinho S\xe9rgio,2006,18.0
Paulinho S\xe9rgio,2007,15.0
Paulinho S\xe9rgio,2008,27.0
Paulinho S\xe9rgio,2009,0.0
Paulinho S\xe9rgio,2010,0.0
Paulinho S\xe9rgio,2011,0.0
Paulinho S\xe9rgio,2013,0.0
Paulinho S\xe9rgio,2014,11.0
Paulinho S\xe9rgio,2016,0.0
Pauriol R\xe9mi,2007,0.0
Pauriol R\xe9mi,2008,14.0
Pauriol R\xe9mi,2009,24.0
Pauriol R\xe9mi,2010,37.0
Pauriol R\xe9mi,2011,0.0
Pauriol R\xe9mi,2012,0.0
Pauwels Serge,2015,0.0
Pauwels Serge,2016,26.0
Pauwels Serge,2017,0.0
Pauwels Serge,2018,0.0
Pe\xf1a Miguel \xc1ngel,1998,84.0
Pe\xf1a Miguel \xc1ngel,2000,34.0
Pe\xf1a Victor Hugo,2002,16.0
Pe\xf1a Victor Hugo,2003,0.0
Pe\xf1a Victor Hugo,2004,6.0
Pecharroman Jos\xe9 Antonio,2004,0.0
Pecharroman Jos\xe9 Antonio,2005,0.0
Pedrero Antonio,2016,0.0
Peers Chris,1999,13.0
Pellizotti Franco,2017,0.0
Pellizotti Franco,2018,0.0
Pena Aketza,2006,0.0
Peraud Jean-Christophe,2010,0.0
Peraud Jean-Christophe,2011,59.0
Peraud Jean-Christophe,2012,0.0
Peraud Jean-Christophe,2014,15.0
Peraud Jean-Christophe,2015,0.0
Pereiro Oscar,2004,76.0
Pereiro Oscar,2005,51.0
Pereiro Oscar,2006,47.0
Pereiro Oscar,2007,30.0
Pereiro Oscar,2008,39.0
Pereiro Oscar,2009,0.0
Perez Aitor,2010,0.0
Perez Aitor,2011,0.0
Perez Alan,2009,0.0
Perez Alan,2010,0.0
Perez Alan,2012,0.0
Perez Francisco,2007,0.0
Perez Francisco,2010,0.0
Perez Francisco,2011,0.0
Perez Luis,1998,7.0
Perez Ruben,2007,38.0
Perez Ruben,2008,0.0
Perez Santiago,2002,0.0
Perget Mathieu,2010,0.0
Perget Mathieu,2011,0.0
Perichon Pierre-Luc,2018,0.0
Peron Andrea,2002,11.0
Peron Andrea,2003,33.0
Peron Andrea,2004,18.0
Peschel Uwe,2005,0.0
Peterson Tom,2009,0.0
Peterson Tom,2010,0.0
Petilleau Stephane,1998,0.0
Petilli Simone,2018,0.0
Petit Adrien,2017,24.0
Petito Roberto,2005,0.0
Petito Roberto,2007,15.0
Petrov Evgeni,2009,18.0
Petrov Evgeni,2015,0.0
Pfingsten Christoph,2017,0.0
Pibernik Luka,2016,30.0
Pibernik Luka,2018,0.0
Pichon Laurent,2015,0.0
Pichon Laurent,2018,0.0
Pichon Mickael,2000,10.0
Pichon Mickael,2002,0.0
Pichon Mickael,2004,0.0
Pichot Alexandre,2008,11.0
Pichot Alexandre,2009,0.0
Piemontesi Fabrice,2009,0.0
Piepoli Leonardo,2001,44.0
Piepoli Leonardo,2006,57.0
Piepoli Leonardo,2007,44.0
Pietropolli Daniele,2012,0.0
Piil Jakob,2005,0.0
Pillon Laurent,1999,23.0
Pineau J\xe9rome,2003,9.0
Pineau J\xe9rome,2004,44.0
Pineau J\xe9rome,2005,6.0
Pineau J\xe9rome,2006,22.0
Pineau J\xe9rome,2007,0.0
Pineau J\xe9rome,2009,10.0
Pineau J\xe9rome,2012,0.0
Pineau J\xe9rome,2014,0.0
Pinot Thibaut,2010,32.0
Pinot Thibaut,2011,68.0
Pinot Thibaut,2016,44.0
Pinotti Marco,2006,20.0
Pinotti Marco,2013,17.0
Pires Bruno,2011,6.0
Pires Bruno,2012,0.0
Pires Bruno,2014,0.0
Pires Bruno,2015,0.0
Plaza David,2001,26.0
Plaza Rub\xe9n,2002,9.0
Plaza Rub\xe9n,2010,7.0
Plaza Rub\xe9n,2012,0.0
Plaza Rub\xe9n,2015,0.0
Plouhinec Samuel,2001,0.0
Poels Wout,2013,0.0
Poels Wout,2015,29.0
Poels Wout,2016,54.0
Poilvet Benoit,2001,0.0
Poilvet Benoit,2002,0.0
Poilvet Benoit,2003,0.0
Poilvet Benoit,2005,0.0
Poli Eros,1998,0.0
Politt Nils,2017,11.0
Poljanski Pawel,2015,17.0
Popovych Yaroslav,2005,0.0
Popovych Yaroslav,2006,18.0
Popovych Yaroslav,2008,0.0
Popovych Yaroslav,2012,0.0
Popovych Yaroslav,2014,0.0
Popovych Yaroslav,2015,0.0
Portal Nicolas,2002,17.0
Portal Nicolas,2003,35.0
Portal Nicolas,2004,35.0
Portal Nicolas,2005,0.0
Portal Nicolas,2006,0.0
Portal Nicolas,2007,0.0
Portal Nicolas,2008,0.0
Portal Nicolas,2010,0.0
Porte Richie,2012,17.0
Porte Richie,2013,117.0
Porte Richie,2014,22.0
Porte Richie,2016,104.0
Porte Richie,2017,104.0
Possoni Morris,2006,0.0
Possoni Morris,2007,0.0
Possoni Morris,2009,0.0
Posthuma Joost,2005,7.0
Posthuma Joost,2006,22.0
Posthuma Joost,2009,11.0
Posthuma Joost,2011,20.0
Power Robert,2018,0.0
Powless Neilson,2018,6.0
Pozzato Filippo,2006,0.0
Pozzato Filippo,2014,0.0
Pozzato Filippo,2015,0.0
Pradera Mikel,2000,78.0
Pradera Mikel,2005,0.0
Pretot Arnaud,2001,0.0
Proni Alessandro,2008,0.0
Puccio Salvatore,2016,0.0
Pujol Oscar,2010,20.0
Pujol Oscar,2011,0.0
Quemeneur Perrig,2008,0.0
Quemeneur Perrig,2011,0.0
Quemeneur Perrig,2013,0.0
Quemeneur Perrig,2015,0.0
Quemeneur Perrig,2016,0.0
Quintana Dayer,2016,0.0
Quintana Nairo,2012,0.0
Quinziato Manuel,2005,34.0
Quinziato Manuel,2006,8.0
Quinziato Manuel,2007,27.0
Quinziato Manuel,2008,18.0
Quinziato Manuel,2011,0.0
Quinziato Manuel,2012,0.0
Quinziato Manuel,2013,10.0
Quinziato Manuel,2015,0.0
R\xe9za K\xe9vin,2012,0.0
R\xe9za K\xe9vin,2013,0.0
R\xe9za K\xe9vin,2014,0.0
R\xe9za K\xe9vin,2015,17.0
R\xe9za K\xe9vin,2018,0.0
Rabon Frantisek,2007,0.0
Rabon Frantisek,2009,56.0
Rabon Frantisek,2011,0.0
Rabon Frantisek,2013,0.0
Rasch Gabriel,2010,0.0
Rasmussen Michael,2002,6.0
Rasmussen Michael,2004,88.0
Rathe Jacob,2013,0.0
Ratto Daniele,2012,0.0
Rault Dominique,1998,0.0
Rault Dominique,1999,11.0
Rault Dominique,2000,8.0
Rault Dominique,2001,0.0
Ravasi Edward,2018,19.0
Rebellin Davide,2005,24.0
Reda Francesco,2011,0.0
Redondo Jose Antonio,2007,48.0
Reguigui Youcef,2016,7.0
Reguigui Youcef,2017,0.0
Reichenbach Sebastien,2014,40.0
Reichenbach Sebastien,2016,0.0
Reijnen Kiel,2018,0.0
Reimer Martin,2010,30.0
Renev Sergey,2009,0.0
Renier Franck,2000,6.0
Renier Franck,2001,0.0
Renier Franck,2002,0.0
Renier Franck,2003,11.0
Renier Franck,2004,14.0
Renshaw Mark,2006,0.0
Restrepo Jhonatan,2018,0.0
Reynaud Nicolas,2004,22.0
Reynes Vicente,2015,8.0
Riblon Christophe,2008,0.0
Riblon Christophe,2010,81.0
Riblon Christophe,2011,58.0
Riblon Christophe,2012,0.0
Riblon Christophe,2015,0.0
Ricco Riccardo,2006,0.0
Richeze Ariel Maximiliano,2013,0.0
Richeze Ariel Maximiliano,2017,13.0
Righetto Marco,2006,0.0
Righi Daniele,2008,0.0
Righi Daniele,2009,18.0
Rigotto Elia,2005,8.0
Rinc\xf3n Oliveiro,1998,0.0
Rinero Christophe,1999,9.0
Rinero Christophe,2001,55.0
Rinero Christophe,2006,8.0
Rinero Christophe,2007,0.0
Roberts Luke,2005,24.0
Robin Jean-Cyril,1998,61.0
Robin Jean-Cyril,1999,0.0
Robin Jean-Cyril,2000,29.0
Robin Jean-Cyril,2002,8.0
Robin Jean-Cyril,2004,0.0
Roche Nicolas,2009,20.0
Roche Nicolas,2011,39.0
Roche Nicolas,2015,13.0
Roche Nicolas,2017,6.0
Rodr\xedguez Joaquim,2011,146.0
Rodr\xedguez Joaquim,2013,34.0
Rodr\xedguez Joaquim,2015,68.0
Rodr\xedguez Joaquim,2016,30.0
Rodriguez Alexis,2002,30.0
Rodriguez Javier Pascual,2000,0.0
Rodriguez Jos\xe9 Luis,1998,6.0
Roelandts Jurgen,2010,10.0
Roelandts Jurgen,2011,0.0
Roelandts Jurgen,2014,0.0
Roels Dominik,2008,0.0
Roels Dominik,2009,0.0
Roels Dominik,2010,0.0
Rogers Michael,2004,15.0
Rogers Michael,2008,46.0
Rogers Michael,2012,16.0
Rogers Michael,2013,73.0
Rohregger Thomas,2010,0.0
Rohregger Thomas,2011,0.0
Rohregger Thomas,2013,25.0
Rojas Jos\xe9 Joaqu\xedn,2006,18.0
Rolland Pierre,2008,37.0
Rolland Pierre,2009,14.0
Rolland Pierre,2010,65.0
Rolland Pierre,2011,22.0
Rolland Pierre,2012,0.0
Rolland Pierre,2013,0.0
Rolland Pierre,2015,42.0
Rolland Pierre,2016,54.0
Rolland Pierre,2018,51.0
Rollin Dominique,2010,0.0
Rosa Diego,2016,70.0
Roson Jaime,2018,16.0
Rosseler Sebastien,2009,42.0
Rosskopf Joey,2015,0.0
Rosskopf Joey,2018,19.0
Roulston Hayden,2012,0.0
Roulston Hayden,2014,0.0
Rous Didier,1998,8.0
Rous Didier,2000,20.0
Rous Didier,2001,67.0
Rous Didier,2002,38.0
Rous Didier,2003,30.0
Rous Didier,2005,13.0
Rous Didier,2006,11.0
Roux Anthony,2012,0.0
Roux Anthony,2016,13.0
Roux Laurent,2001,35.0
Rovny Ivan,2009,0.0
Rowe Luke,2015,0.0
Rowe Luke,2016,0.0
Rowe Luke,2017,0.0
Rowe Luke,2018,0.0
Roy J\xe9r\xe9my,2007,0.0
Roy J\xe9r\xe9my,2011,10.0
Roy J\xe9r\xe9my,2016,0.0
Rubiera Jos\xe9 Luis,2002,6.0
Rubiera Jos\xe9 Luis,2003,23.0
Rubiera Jos\xe9 Luis,2005,0.0
Rubiera Jos\xe9 Luis,2008,0.0
Ruijgh Rob,2011,56.0
Ruijgh Rob,2012,0.0
Russ Matthias,2005,0.0
Rybakov Alexander,2014,0.0
S\xe1nchez Samuel,2002,0.0
S\xe1nchez Samuel,2008,30.0
S\xe1nchez Samuel,2010,18.0
S\xe1nchez Samuel,2011,24.0
S\xe1nchez Samuel,2012,0.0
S\xe1nchez Samuel,2013,66.0
S\xe1nchez Samuel,2015,0.0
S\xe9n\xe9chal Florian,2015,0.0
S\xf8rensen Chris Anker,2007,12.0
S\xf8rensen Chris Anker,2008,35.0
S\xf8rensen Chris Anker,2011,78.0
S\xf8rensen Chris Anker,2013,0.0
S\xf8rensen Chris Anker,2015,0.0
S\xf8rensen Nicki,2002,18.0
S\xf8rensen Nicki,2003,0.0
S\xf8rensen Nicki,2004,0.0
S\xf8rensen Nicki,2005,0.0
S\xf8rensen Nicki,2006,14.0
S\xf8rensen Nicki,2007,0.0
S\xf8rensen Nicki,2008,0.0
S\xf8rensen Nicki,2009,0.0
S\xf8rensen Nicki,2011,0.0
S\xf8rensen Nicki,2012,0.0
S\xf8rensen Nicki,2013,0.0
S\xf8rensen Nicki,2014,0.0
S\xf8rensen Rolf,1998,43.0
S\xfctterlin Jasha,2017,26.0
S\xfctterlin Jasha,2018,0.0
Sacchi Fabio,2007,0.0
Salerno Cristiano,2015,0.0
Salmon Benoit,1998,28.0
Salmon Benoit,1999,18.0
Salmon Benoit,2000,13.0
Salmon Benoit,2001,90.0
Salmon Benoit,2003,30.0
Salmon Benoit,2004,0.0
Salmon Benoit,2006,0.0
Samoilau Branislau,2010,44.0
Sanchez Luis Leon,2007,10.0
Sanchez Luis Leon,2011,11.0
Sanchez Luis Leon,2012,30.0
Sanchez Luis Leon,2016,12.0
Sanchez Luis Leon,2017,0.0
Santambrogio Mauro,2008,0.0
Santambrogio Mauro,2009,19.0
Santaromita Ivan,2006,0.0
Santaromita Ivan,2010,0.0
Santaromita Ivan,2011,0.0
Santaromita Ivan,2013,0.0
Santaromita Ivan,2014,0.0
Santaromita Ivan,2015,0.0
Sanz Enrique,2014,0.0
Saramotins Aleksejs,2010,7.0
Saramotins Aleksejs,2014,21.0
Saramotins Aleksejs,2016,0.0
Saramotins Aleksejs,2017,0.0
Saramotins Aleksejs,2018,0.0
Sarmiento Jose Cayetano,2012,0.0
Sarmiento Jose Cayetano,2013,0.0
Sarmiento Jose Cayetano,2014,0.0
Sastre Carlos,1998,0.0
Sastre Carlos,2000,14.0
Sastre Carlos,2003,18.0
Sastre Carlos,2004,50.0
Sastre Carlos,2005,0.0
Sastre Carlos,2008,7.0
Saugrain Cyril,1998,0.0
Saugrain Cyril,1999,0.0
Saugrain Cyril,2000,0.0
Scarponi Michele,2015,52.0
Schar Michael,2011,0.0
Schar Michael,2012,0.0
Schar Michael,2015,0.0
Scheirlinckx Staf,2007,0.0
Scheirlinckx Staf,2009,0.0
Scheirlinckx Staf,2010,0.0
Schillinger Andreas,2013,0.0
Schillinger Andreas,2017,0.0
Schmidt Torsten,2005,0.0
Scholz Ronny,2006,0.0
Scholz Ronny,2007,0.0
Schorn Daniel,2014,0.0
Schr\xf6der Bjorn,2008,26.0
Schreck Stephan,2006,0.0
Schreck Stephan,2007,0.0
Schwager Sebastian,2008,9.0
Schwarzmann Michael,2017,0.0
Sciandri Maximilian,1998,77.0
Scognamiglio Carlo,2007,10.0
Seeldraeyers Kevin,2007,9.0
