stage_type,Stage,Winner,Leader after stage,year,IndivTimeTrial,TeamTimeTrial,MountainStage,SprintStage
0.0,Prologue - London › London,CANCELLARA Fabian,Cancellara Fabian,2007,1,0,0,0
0.0,Stage 1 - London › Canterbury,MCEWEN Robbie,Cancellara Fabian,2007,0,0,0,1
0.0,Stage 2 - Dunkerque › Gent,STEEGMANS Gert,Cancellara Fabian,2007,0,0,0,1
1.0,Stage 3 - Waregem › Compiegne,CANCELLARA Fabian,Cancellara Fabian,2007,0,0,0,1
1.0,Stage 4 - Villers-Cotterets › Joigny,HUSHOVD Thor,Cancellara Fabian,2007,0,0,0,1
0.0,Stage 5 - Chablis › Autun,POZZATO Filippo,Cancellara Fabian,2007,0,0,0,1
0.0,Stage 6 - Semur-en-Auxois › Bourg-en-Bresse,BOONEN Tom,Cancellara Fabian,2007,0,0,0,1
0.0,Stage 7 - Bourg-en-Bresse › Le Grand Bornand,GERDEMANN Linus,Gerdemann Linus,2007,0,0,0,1
0.0,Stage 8 - Le Grand Bornand › Tignes,RASMUSSEN Michael,Rasmussen Michael,2007,0,0,0,1
0.0,Stage 9 - Val-d’Isère › Briançon,SOLER Juan Mauricio,Rasmussen Michael,2007,0,0,0,1
0.0,Stage 10 - Tallard › Marseille,VASSEUR Cédric,Rasmussen Michael,2007,0,0,0,1
0.0,Stage 11 - Marseille › Montpellier,HUNTER Robert,Rasmussen Michael,2007,0,0,0,1
0.0,Stage 12 - Montpellier › Castres,BOONEN Tom,Rasmussen Michael,2007,0,0,0,1
0.0,Stage 13 (ITT) - Albi › Albi,EVANS Cadel,Rasmussen Michael,2007,1,0,0,0
0.0,Stage 14 - Mazamet › Plateau-de-Beille,CONTADOR Alberto,Rasmussen Michael,2007,0,0,0,1
0.0,Stage 15 - Foix › Loudenvielle-Le-Louron,KIRCHEN Kim,Rasmussen Michael,2007,0,0,0,1
0.0,Stage 16 - Orthez › Gourette - Col d'Aubisque,RASMUSSEN Michael,Rasmussen Michael,2007,0,0,0,1
0.0,Stage 17 - Pau › Castelsarrasin,BENNATI Daniele,Contador Alberto,2007,0,0,0,1
0.0,Stage 18 - Cahors › Angoulême,CASAR Sandy,Contador Alberto,2007,0,0,0,1
0.0,Stage 19 (ITT) - Cognac › Angoulême,EVANS Cadel,Contador Alberto,2007,1,0,0,0
0.0,Stage 20 - Marcoussis › Paris,BENNATI Daniele,Contador Alberto,2007,0,0,0,1
