Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,stage,year,▼▲
23,43,156.0,+0:53,,,Basso Ivan,22,Fassa Bortolo,0:46 0:46,0,2001,
23,182,162.0,+0:57,,,Casper Jimmy,23,La Française des Jeux,0:50 0:50,0,2001,
23,207,174.0,+1:01,,,Lamouller Loïc,24,BigMat - Auber 93,0:54 0:54,0,2001,
25,125,175.0,+1:02,,,Capelle Ludovic,25,AG2R Prévoyance,0:55 0:55,0,2001,
25,202,187.0,+1:18,,,Auger Guillaume,26,BigMat - Auber 93,1:11 1:11,0,2001,
25,32,6.0,+0:07,,1.0,Brard Florent,1,Festina,5:04:42 5:04:42,1,2001,-
23,104,18.0,+0:17,,3.0,Hushovd Thor,2,Crédit Agricole,0:10 0:10,1,2001,▲1
24,26,21.0,+0:18,,4.0,Jaksche Jörg,3,O.N.C.E. - Eroski,0:11 0:11,1,2001,▲1
22,25,37.0,+0:26,,7.0,Gutiérrez José Iván,4,O.N.C.E. - Eroski,0:19 0:19,1,2001,▲3
23,189,50.0,+0:29,,9.0,Vogondy Nicolas,5,La Française des Jeux,0:22 0:22,1,2001,▲4
22,164,51.0,+0:30,,10.0,Chavanel Sylvain,6,Bonjour,0:23 0:23,1,2001,▲4
25,9,55.0,+0:31,,11.0,Vande Velde Christian,7,US Postal Service,0:24 0:24,1,2001,▲4
25,91,57.0,+0:32,,12.0,Mancebo Francisco,8,Ibanesto.com,0:25 0:25,1,2001,▲4
24,176,60.0,+0:32,,13.0,Hunter Robert,9,Lampre - Daikin,",, 0:25",1,2001,▲4
24,157,78.0,+0:38,,14.0,Sevilla Óscar,10,Kelme - Costa Blanca,0:31 0:31,1,2001,▲4
24,119,85.0,+0:40,,15.0,Zubeldia Haimar,11,Euskaltel - Euskadi,0:33 0:33,1,2001,▲4
25,181,99.0,+0:43,,17.0,Montgomery Sven,12,La Française des Jeux,0:36 0:36,1,2001,▲5
25,95,115.0,+0:48,,18.0,Jiménez Eladio,13,Ibanesto.com,0:41 0:41,1,2001,▲5
23,209,117.0,+0:49,,20.0,Talabardon Sébastien,14,BigMat - Auber 93,0:42 0:42,1,2001,▲6
23,182,118.0,+0:49,,23.0,Casper Jimmy,15,La Française des Jeux,",, 0:42",1,2001,▲8
23,43,135.0,+0:53,,22.0,Basso Ivan,16,Fassa Bortolo,0:46 0:46,1,2001,▲6
23,207,149.0,+1:01,,24.0,Lamouller Loïc,17,BigMat - Auber 93,0:54 0:54,1,2001,▲7
25,125,150.0,+1:02,,25.0,Capelle Ludovic,18,AG2R Prévoyance,0:55 0:55,1,2001,▲7
25,202,160.0,+1:18,,26.0,Auger Guillaume,19,BigMat - Auber 93,1:11 1:11,1,2001,▲7
25,186,163.0,+3:08,,2.0,McGee Bradley,20,La Française des Jeux,3:01 3:01,1,2001,▼18
22,173,166.0,+6:09,,5.0,Bertogliati Rubens,21,Lampre - Daikin,6:02 6:02,1,2001,▼16
25,177,167.0,+6:09,,6.0,Pinotti Marco,22,Lampre - Daikin,",, 6:02",1,2001,▼16
25,172,170.0,+6:13,,8.0,Belohvoščiks Raivis,23,Lampre - Daikin,6:06 6:06,1,2001,▼15
24,71,177.0,+6:27,,16.0,Millar David,24,Cofidis,6:20 6:20,1,2001,▼8
24,116,181.0,+6:33,,19.0,Flores Iker,25,Euskaltel - Euskadi,6:26 6:26,1,2001,▼6
23,96,183.0,+6:37,,21.0,Menchov Denis,26,Ibanesto.com,6:30 6:30,1,2001,▼5
24,176,7.0,+0:29,,9.0,Hunter Robert,1,Lampre - Daikin,9:40:46 9:40:46,2,2001,▲8
25,32,13.0,+0:34,,1.0,Brard Florent,2,Festina,0:05 0:05,2,2001,▼1
23,104,25.0,+0:44,,2.0,Hushovd Thor,3,Crédit Agricole,0:15 0:15,2,2001,▼1
24,26,28.0,+0:45,,3.0,Jaksche Jörg,4,O.N.C.E. - Eroski,0:16 0:16,2,2001,▼1
22,25,42.0,+0:53,,4.0,Gutiérrez José Iván,5,O.N.C.E. - Eroski,0:24 0:24,2,2001,▼1
23,189,51.0,+0:56,,5.0,Vogondy Nicolas,6,La Française des Jeux,0:27 0:27,2,2001,▼1
22,164,52.0,+0:57,,6.0,Chavanel Sylvain,7,Bonjour,0:28 0:28,2,2001,▼1
25,9,56.0,+0:58,,7.0,Vande Velde Christian,8,US Postal Service,0:29 0:29,2,2001,▼1
23,43,58.0,+0:58,,16.0,Basso Ivan,9,Fassa Bortolo,",, 0:29",2,2001,▲7
25,91,60.0,+0:59,,8.0,Mancebo Francisco,10,Ibanesto.com,0:30 0:30,2,2001,▼2
24,157,78.0,+1:05,,10.0,Sevilla Óscar,11,Kelme - Costa Blanca,0:36 0:36,2,2001,▼1
24,119,85.0,+1:07,,11.0,Zubeldia Haimar,12,Euskaltel - Euskadi,0:38 0:38,2,2001,▼1
25,181,99.0,+1:10,,12.0,Montgomery Sven,13,La Française des Jeux,0:41 0:41,2,2001,▼1
25,95,116.0,+1:15,,13.0,Jiménez Eladio,14,Ibanesto.com,0:46 0:46,2,2001,▼1
23,209,118.0,+1:16,,14.0,Talabardon Sébastien,15,BigMat - Auber 93,0:47 0:47,2,2001,▼1
23,182,119.0,+1:16,,15.0,Casper Jimmy,16,La Française des Jeux,",, 0:47",2,2001,▼1
23,207,141.0,+1:28,,17.0,Lamouller Loïc,17,BigMat - Auber 93,0:59 0:59,2,2001,-
25,125,142.0,+1:29,,18.0,Capelle Ludovic,18,AG2R Prévoyance,1:00 1:00,2,2001,-
25,202,150.0,+1:45,,19.0,Auger Guillaume,19,BigMat - Auber 93,1:16 1:16,2,2001,-
25,186,152.0,+3:35,,20.0,McGee Bradley,20,La Française des Jeux,3:06 3:06,2,2001,-
22,173,155.0,+6:36,,21.0,Bertogliati Rubens,21,Lampre - Daikin,6:07 6:07,2,2001,-
25,177,156.0,+6:36,,22.0,Pinotti Marco,22,Lampre - Daikin,",, 6:07",2,2001,-
25,172,159.0,+6:40,,23.0,Belohvoščiks Raivis,23,Lampre - Daikin,6:11 6:11,2,2001,-
23,96,167.0,+7:04,,26.0,Menchov Denis,24,Ibanesto.com,6:35 6:35,2,2001,▲2
24,71,186.0,+13:17,,24.0,Millar David,25,Cofidis,12:48 12:48,2,2001,▼1
25,32,10.0,+0:24,,2.0,Brard Florent,1,Festina,14:15:23 14:15:23,3,2001,▲1
24,26,19.0,+0:35,,4.0,Jaksche Jörg,2,O.N.C.E. - Eroski,0:11 0:11,3,2001,▲2
22,25,31.0,+0:43,,5.0,Gutiérrez José Iván,3,O.N.C.E. - Eroski,0:19 0:19,3,2001,▲2
23,189,35.0,+0:46,,6.0,Vogondy Nicolas,4,La Française des Jeux,0:22 0:22,3,2001,▲2
23,43,39.0,+0:48,,9.0,Basso Ivan,5,Fassa Bortolo,0:24 0:24,3,2001,▲4
25,91,40.0,+0:49,,10.0,Mancebo Francisco,6,Ibanesto.com,0:25 0:25,3,2001,▲4
24,157,51.0,+0:55,,11.0,Sevilla Óscar,7,Kelme - Costa Blanca,0:31 0:31,3,2001,▲4
24,119,57.0,+0:57,,12.0,Zubeldia Haimar,8,Euskaltel - Euskadi,0:33 0:33,3,2001,▲4
25,95,70.0,+1:05,,14.0,Jiménez Eladio,9,Ibanesto.com,0:41 0:41,3,2001,▲5
25,181,81.0,+1:10,,13.0,Montgomery Sven,10,La Française des Jeux,0:46 0:46,3,2001,▲3
23,207,90.0,+2:03,,17.0,Lamouller Loïc,11,BigMat - Auber 93,1:39 1:39,3,2001,▲6
22,164,99.0,+5:41,,7.0,Chavanel Sylvain,12,Bonjour,5:17 5:17,3,2001,▼5
25,9,101.0,+5:42,,8.0,Vande Velde Christian,13,US Postal Service,5:18 5:18,3,2001,▼5
23,209,111.0,+6:00,,15.0,Talabardon Sébastien,14,BigMat - Auber 93,5:36 5:36,3,2001,▲1
25,172,117.0,+6:30,,23.0,Belohvoščiks Raivis,15,Lampre - Daikin,6:06 6:06,3,2001,▲8
24,176,119.0,+6:51,,1.0,Hunter Robert,16,Lampre - Daikin,6:27 6:27,3,2001,▼15
23,96,121.0,+6:54,,24.0,Menchov Denis,17,Ibanesto.com,6:30 6:30,3,2001,▲7
25,125,137.0,+7:55,,18.0,Capelle Ludovic,18,AG2R Prévoyance,7:31 7:31,3,2001,-
25,186,144.0,+10:01,,20.0,McGee Bradley,19,La Française des Jeux,9:37 9:37,3,2001,▲1
23,104,148.0,+11:44,,3.0,Hushovd Thor,20,Crédit Agricole,11:20 11:20,3,2001,▼17
25,202,161.0,+12:45,,19.0,Auger Guillaume,21,BigMat - Auber 93,12:21 12:21,3,2001,▼2
25,177,164.0,+13:02,,22.0,Pinotti Marco,22,Lampre - Daikin,12:38 12:38,3,2001,-
23,182,172.0,+15:52,,16.0,Casper Jimmy,23,La Française des Jeux,15:28 15:28,3,2001,▼7
22,173,176.0,+17:36,,21.0,Bertogliati Rubens,24,Lampre - Daikin,17:12 17:12,3,2001,▼3
24,71,186.0,+24:05,,25.0,Millar David,25,Cofidis,23:41 23:41,3,2001,-
25,32,9.0,+0:30,,1.0,Brard Florent,1,Festina,19:33:19 19:33:19,4,2001,-
24,26,18.0,+0:41,,2.0,Jaksche Jörg,2,O.N.C.E. - Eroski,0:11 0:11,4,2001,-
22,25,27.0,+0:49,,3.0,Gutiérrez José Iván,3,O.N.C.E. - Eroski,0:19 0:19,4,2001,-
23,43,30.0,+0:54,,5.0,Basso Ivan,4,Fassa Bortolo,0:24 0:24,4,2001,▲1
25,91,31.0,+0:55,,6.0,Mancebo Francisco,5,Ibanesto.com,0:25 0:25,4,2001,▲1
24,157,38.0,+1:01,,7.0,Sevilla Óscar,6,Kelme - Costa Blanca,0:31 0:31,4,2001,▲1
25,181,53.0,+1:16,,10.0,Montgomery Sven,7,La Française des Jeux,0:46 0:46,4,2001,▲3
25,9,59.0,+5:48,,13.0,Vande Velde Christian,8,US Postal Service,5:18 5:18,4,2001,▲5
23,209,62.0,+6:06,,14.0,Talabardon Sébastien,9,BigMat - Auber 93,5:36 5:36,4,2001,▲5
24,176,64.0,+6:57,,16.0,Hunter Robert,10,Lampre - Daikin,6:27 6:27,4,2001,▲6
22,164,73.0,+11:38,,12.0,Chavanel Sylvain,11,Bonjour,11:08 11:08,4,2001,▲1
23,207,87.0,+16:23,,11.0,Lamouller Loïc,12,BigMat - Auber 93,15:53 15:53,4,2001,▼1
23,189,97.0,+18:53,,4.0,Vogondy Nicolas,13,La Française des Jeux,18:23 18:23,4,2001,▼9
24,119,105.0,+19:04,,8.0,Zubeldia Haimar,14,Euskaltel - Euskadi,18:34 18:34,4,2001,▼6
25,95,111.0,+19:12,,9.0,Jiménez Eladio,15,Ibanesto.com,18:42 18:42,4,2001,▼6
25,172,136.0,+24:37,,15.0,Belohvoščiks Raivis,16,Lampre - Daikin,24:07 24:07,4,2001,▼1
23,96,139.0,+25:01,,17.0,Menchov Denis,17,Ibanesto.com,24:31 24:31,4,2001,-
25,125,147.0,+26:02,,18.0,Capelle Ludovic,18,AG2R Prévoyance,25:32 25:32,4,2001,-
25,186,154.0,+28:08,,19.0,McGee Bradley,19,La Française des Jeux,27:38 27:38,4,2001,-
23,104,157.0,+29:49,,20.0,Hushovd Thor,20,Crédit Agricole,29:19 29:19,4,2001,-
25,202,163.0,+30:52,,21.0,Auger Guillaume,21,BigMat - Auber 93,30:22 30:22,4,2001,-
25,177,169.0,+32:33,,22.0,Pinotti Marco,22,Lampre - Daikin,32:03 32:03,4,2001,-
23,182,171.0,+33:52,,23.0,Casper Jimmy,23,La Française des Jeux,33:22 33:22,4,2001,-
22,173,178.0,+37:07,,24.0,Bertogliati Rubens,24,Lampre - Daikin,36:37 36:37,4,2001,-
24,71,185.0,+42:12,,25.0,Millar David,25,Cofidis,41:42 41:42,4,2001,-
27,145,,,28.0,1.0,Halgand Patrice,1,Jean Delatour,,5,2001,-
27,121,,,26.0,2.0,Salmon Benoît,2,AG2R Prévoyance,,5,2001,-
28,135,,,10.0,3.0,Jalabert Nicolas,3,CSC ProTeam - Tiscali,,5,2001,-
34,183,,,10.0,4.0,Durand Jacky,4,La Française des Jeux,,5,2001,-
29,51,,,8.0,5.0,Boogerd Michael,5,Rabobank ProTeam,,5,2001,-
31,122,,,7.0,6.0,Agnolutto Christophe,6,AG2R Prévoyance,,5,2001,-
28,29,,,7.0,7.0,Serrano Marcos Antonio,7,O.N.C.E. - Eroski,,5,2001,-
33,141,,,7.0,8.0,Brochard Laurent,8,Jean Delatour,,5,2001,-
29,184,,,7.0,9.0,Guesdon Frédéric,9,La Française des Jeux,,5,2001,-
28,146,,,6.0,10.0,Oriol Christophe,10,Jean Delatour,,5,2001,-
27,158,,,5.0,11.0,Tauler Toni,11,Kelme - Costa Blanca,,5,2001,-
27,74,,,5.0,12.0,Kivilev Andrei,12,Cofidis,,5,2001,-
27,83,,,5.0,13.0,Bettini Paolo,13,Mapei - Quickstep,,5,2001,-
27,17,,,4.0,14.0,Vinokourov Alexandre,14,Team Telekom,,5,2001,-
29,101,,,3.0,15.0,Julich Bobby,15,Crédit Agricole,,5,2001,-
26,61,,,3.0,17.0,Verbrugghe Rik,17,Lotto - Adecco,,5,2001,-
28,152,,,2.0,18.0,Cárdenas Félix Rafael,18,Kelme - Costa Blanca,,5,2001,-
32,187,,,1.0,19.0,Mengin Christophe,19,La Française des Jeux,,5,2001,-
34,12,,,1.0,20.0,Bolts Udo,20,Team Telekom,,5,2001,-
26,15,,,1.0,21.0,Klöden Andreas,21,Team Telekom,,5,2001,-
24,26,7.0,+1:12,,1.0,Jaksche Jörg,1,O.N.C.E. - Eroski,25:46:12 25:46:12,6,2001,-
22,25,9.0,+1:20,,2.0,Gutiérrez José Iván,2,O.N.C.E. - Eroski,0:08 0:08,6,2001,-
25,32,11.0,+1:24,,3.0,Brard Florent,3,Festina,0:12 0:12,6,2001,-
24,157,22.0,+2:39,,4.0,Sevilla Óscar,4,Kelme - Costa Blanca,1:27 1:27,6,2001,-
25,91,36.0,+4:40,,5.0,Mancebo Francisco,5,Ibanesto.com,3:28 3:28,6,2001,-
23,43,43.0,+4:55,,6.0,Basso Ivan,6,Fassa Bortolo,3:43 3:43,6,2001,-
25,181,52.0,+6:14,,7.0,Montgomery Sven,7,La Française des Jeux,5:02 5:02,6,2001,-
25,9,58.0,+7:14,,8.0,Vande Velde Christian,8,US Postal Service,6:02 6:02,6,2001,-
24,176,66.0,+12:55,,9.0,Hunter Robert,9,Lampre - Daikin,11:43 11:43,6,2001,-
23,209,67.0,+13:06,,10.0,Talabardon Sébastien,10,BigMat - Auber 93,11:54 11:54,6,2001,-
22,164,73.0,+14:47,,11.0,Chavanel Sylvain,11,Bonjour,13:35 13:35,6,2001,-
23,207,81.0,+19:19,,12.0,Lamouller Loïc,12,BigMat - Auber 93,18:07 18:07,6,2001,-
24,119,106.0,+23:49,,14.0,Zubeldia Haimar,13,Euskaltel - Euskadi,22:37 22:37,6,2001,▲1
23,189,108.0,+23:55,,15.0,Vogondy Nicolas,14,La Française des Jeux,22:43 22:43,6,2001,▲1
25,95,131.0,+28:27,,13.0,Jiménez Eladio,15,Ibanesto.com,27:15 27:15,6,2001,▼2
23,104,135.0,+29:49,,17.0,Hushovd Thor,16,Crédit Agricole,28:37 28:37,6,2001,▲1
25,172,140.0,+30:35,,18.0,Belohvoščiks Raivis,17,Lampre - Daikin,29:23 29:23,6,2001,▲1
25,125,142.0,+30:54,,19.0,Capelle Ludovic,18,AG2R Prévoyance,29:42 29:42,6,2001,▲1
25,186,152.0,+33:47,,20.0,McGee Bradley,19,La Française des Jeux,32:35 32:35,6,2001,▲1
25,202,153.0,+33:48,,21.0,Auger Guillaume,20,BigMat - Auber 93,32:36 32:36,6,2001,▲1
23,96,159.0,+34:37,,16.0,Menchov Denis,21,Ibanesto.com,33:25 33:25,6,2001,▼5
25,177,164.0,+38:31,,22.0,Pinotti Marco,22,Lampre - Daikin,37:19 37:19,6,2001,-
23,182,166.0,+39:00,,23.0,Casper Jimmy,23,La Française des Jeux,37:48 37:48,6,2001,-
22,173,175.0,+43:05,,24.0,Bertogliati Rubens,24,Lampre - Daikin,41:53 41:53,6,2001,-
24,71,183.0,+1:03:37,,25.0,Millar David,25,Cofidis,1:02:25 1:02:25,6,2001,-
24,26,8.0,+5:15,,1.0,Jaksche Jörg,1,O.N.C.E. - Eroski,29:56:44 29:56:44,7,2001,-
22,25,10.0,+5:23,,2.0,Gutiérrez José Iván,2,O.N.C.E. - Eroski,0:08 0:08,7,2001,-
23,43,16.0,+6:00,,6.0,Basso Ivan,3,Fassa Bortolo,0:45 0:45,7,2001,▲3
24,157,22.0,+6:42,,4.0,Sevilla Óscar,4,Kelme - Costa Blanca,1:27 1:27,7,2001,-
25,91,34.0,+8:43,,5.0,Mancebo Francisco,5,Ibanesto.com,3:28 3:28,7,2001,-
25,181,47.0,+10:17,,7.0,Montgomery Sven,6,La Française des Jeux,5:02 5:02,7,2001,▲1
25,32,51.0,+11:49,,3.0,Brard Florent,7,Festina,6:34 6:34,7,2001,▼4
24,176,66.0,+23:20,,9.0,Hunter Robert,8,Lampre - Daikin,18:05 18:05,7,2001,▲1
23,207,67.0,+23:22,,12.0,Lamouller Loïc,9,BigMat - Auber 93,18:07 18:07,7,2001,▲3
22,164,99.0,+33:03,,11.0,Chavanel Sylvain,10,Bonjour,27:48 27:48,7,2001,▲1
24,119,104.0,+34:14,,13.0,Zubeldia Haimar,11,Euskaltel - Euskadi,28:59 28:59,7,2001,▲2
23,189,106.0,+34:20,,14.0,Vogondy Nicolas,12,La Française des Jeux,29:05 29:05,7,2001,▲2
23,209,116.0,+37:31,,10.0,Talabardon Sébastien,13,BigMat - Auber 93,32:16 32:16,7,2001,▼3
25,95,123.0,+38:52,,15.0,Jiménez Eladio,14,Ibanesto.com,33:37 33:37,7,2001,▲1
25,177,131.0,+42:34,,22.0,Pinotti Marco,15,Lampre - Daikin,37:19 37:19,7,2001,▲7
23,96,137.0,+45:02,,21.0,Menchov Denis,16,Ibanesto.com,39:47 39:47,7,2001,▲5
23,104,140.0,+48:05,,16.0,Hushovd Thor,17,Crédit Agricole,42:50 42:50,7,2001,▼1
25,172,142.0,+48:51,,17.0,Belohvoščiks Raivis,18,Lampre - Daikin,43:36 43:36,7,2001,▼1
25,186,147.0,+52:03,,19.0,McGee Bradley,19,La Française des Jeux,46:48 46:48,7,2001,-
25,125,155.0,+55:19,,18.0,Capelle Ludovic,20,AG2R Prévoyance,50:04 50:04,7,2001,▼2
25,202,159.0,+58:13,,20.0,Auger Guillaume,21,BigMat - Auber 93,52:58 52:58,7,2001,▼1
22,173,162.0,+1:01:31,,24.0,Bertogliati Rubens,22,Lampre - Daikin,56:16 56:16,7,2001,▲2
23,182,172.0,+1:05:03,,23.0,Casper Jimmy,23,La Française des Jeux,59:48 59:48,7,2001,-
24,71,177.0,+1:28:02,,25.0,Millar David,24,Cofidis,1:22:47 1:22:47,7,2001,▲1
24,26,16.0,+34:38,,1.0,Jaksche Jörg,1,O.N.C.E. - Eroski,35:31:56 35:31:56,8,2001,-
22,25,18.0,+34:46,,2.0,Gutiérrez José Iván,2,O.N.C.E. - Eroski,0:08 0:08,8,2001,-
24,157,30.0,+36:05,,4.0,Sevilla Óscar,3,Kelme - Costa Blanca,1:27 1:27,8,2001,▲1
25,91,42.0,+38:06,,5.0,Mancebo Francisco,4,Ibanesto.com,3:28 3:28,8,2001,▲1
25,181,56.0,+39:40,,6.0,Montgomery Sven,5,La Française des Jeux,5:02 5:02,8,2001,▲1
25,32,60.0,+41:12,,7.0,Brard Florent,6,Festina,6:34 6:34,8,2001,▲1
24,176,76.0,+52:43,,8.0,Hunter Robert,7,Lampre - Daikin,18:05 18:05,8,2001,▲1
23,207,77.0,+52:45,,9.0,Lamouller Loïc,8,BigMat - Auber 93,18:07 18:07,8,2001,▲1
22,164,107.0,+1:02:26,,10.0,Chavanel Sylvain,9,Bonjour,27:48 27:48,8,2001,▲1
24,119,111.0,+1:03:37,,11.0,Zubeldia Haimar,10,Euskaltel - Euskadi,28:59 28:59,8,2001,▲1
23,189,113.0,+1:03:43,,12.0,Vogondy Nicolas,11,La Française des Jeux,29:05 29:05,8,2001,▲1
23,209,120.0,+1:06:54,,13.0,Talabardon Sébastien,12,BigMat - Auber 93,32:16 32:16,8,2001,▲1
25,95,125.0,+1:08:15,,14.0,Jiménez Eladio,13,Ibanesto.com,33:37 33:37,8,2001,▲1
25,177,133.0,+1:11:57,,15.0,Pinotti Marco,14,Lampre - Daikin,37:19 37:19,8,2001,▲1
23,96,138.0,+1:14:25,,16.0,Menchov Denis,15,Ibanesto.com,39:47 39:47,8,2001,▲1
23,104,141.0,+1:17:28,,17.0,Hushovd Thor,16,Crédit Agricole,42:50 42:50,8,2001,▲1
25,172,143.0,+1:18:14,,18.0,Belohvoščiks Raivis,17,Lampre - Daikin,43:36 43:36,8,2001,▲1
25,186,148.0,+1:21:26,,19.0,McGee Bradley,18,La Française des Jeux,46:48 46:48,8,2001,▲1
25,125,156.0,+1:24:42,,20.0,Capelle Ludovic,19,AG2R Prévoyance,50:04 50:04,8,2001,▲1
25,202,160.0,+1:27:36,,21.0,Auger Guillaume,20,BigMat - Auber 93,52:58 52:58,8,2001,▲1
22,173,162.0,+1:30:54,,22.0,Bertogliati Rubens,21,Lampre - Daikin,56:16 56:16,8,2001,▲1
23,182,170.0,+1:34:26,,23.0,Casper Jimmy,22,La Française des Jeux,59:48 59:48,8,2001,▲1
24,71,175.0,+1:57:25,,24.0,Millar David,23,Cofidis,1:22:47 1:22:47,8,2001,▲1
24,26,16.0,+34:38,,1.0,Jaksche Jörg,1,O.N.C.E. - Eroski,39:30:08 39:30:08,9,2001,-
22,25,18.0,+34:46,,2.0,Gutiérrez José Iván,2,O.N.C.E. - Eroski,0:08 0:08,9,2001,-
24,157,29.0,+36:05,,3.0,Sevilla Óscar,3,Kelme - Costa Blanca,1:27 1:27,9,2001,-
25,91,40.0,+38:06,,4.0,Mancebo Francisco,4,Ibanesto.com,3:28 3:28,9,2001,-
25,181,53.0,+39:40,,5.0,Montgomery Sven,5,La Française des Jeux,5:02 5:02,9,2001,-
25,32,67.0,+47:17,,6.0,Brard Florent,6,Festina,12:39 12:39,9,2001,-
24,176,97.0,+1:00:54,,7.0,Hunter Robert,7,Lampre - Daikin,26:16 26:16,9,2001,-
24,119,101.0,+1:03:37,,10.0,Zubeldia Haimar,8,Euskaltel - Euskadi,28:59 28:59,9,2001,▲2
23,189,102.0,+1:03:43,,11.0,Vogondy Nicolas,9,La Française des Jeux,29:05 29:05,9,2001,▲2
25,95,113.0,+1:08:15,,13.0,Jiménez Eladio,10,Ibanesto.com,33:37 33:37,9,2001,▲3
22,164,121.0,+1:10:35,,9.0,Chavanel Sylvain,11,Bonjour,35:57 35:57,9,2001,▼2
25,177,125.0,+1:11:57,,14.0,Pinotti Marco,12,Lampre - Daikin,37:19 37:19,9,2001,▲2
23,96,127.0,+1:14:25,,15.0,Menchov Denis,13,Ibanesto.com,39:47 39:47,9,2001,▲2
23,209,131.0,+1:17:26,,12.0,Talabardon Sébastien,14,BigMat - Auber 93,42:48 42:48,9,2001,▼2
25,172,132.0,+1:18:14,,17.0,Belohvoščiks Raivis,15,Lampre - Daikin,43:36 43:36,9,2001,▲2
25,186,140.0,+1:20:59,,18.0,McGee Bradley,16,La Française des Jeux,46:21 46:21,9,2001,▲2
23,104,147.0,+1:28:00,,16.0,Hushovd Thor,17,Crédit Agricole,53:22 53:22,9,2001,▼1
25,202,159.0,+1:35:47,,20.0,Auger Guillaume,18,BigMat - Auber 93,1:01:09 1:01:09,9,2001,▲2
22,173,161.0,+1:39:05,,21.0,Bertogliati Rubens,19,Lampre - Daikin,1:04:27 1:04:27,9,2001,▲2
25,125,168.0,+1:42:57,,19.0,Capelle Ludovic,20,AG2R Prévoyance,1:08:19 1:08:19,9,2001,▼1
23,182,170.0,+1:44:58,,22.0,Casper Jimmy,21,La Française des Jeux,1:10:20 1:10:20,9,2001,▲1
24,71,172.0,+2:05:36,,23.0,Millar David,22,Cofidis,1:30:58 1:30:58,9,2001,▲1
24,157,9.0,+24:07,,3.0,Sevilla Óscar,1,Kelme - Costa Blanca,45:58:16 45:58:16,10,2001,▲2
25,91,13.0,+27:15,,4.0,Mancebo Francisco,2,Ibanesto.com,3:08 3:08,10,2001,▲2
25,181,20.0,+29:57,,5.0,Montgomery Sven,3,La Française des Jeux,5:50 5:50,10,2001,▲2
24,26,31.0,+43:19,,1.0,Jaksche Jörg,4,O.N.C.E. - Eroski,19:12 19:12,10,2001,▼3
22,25,62.0,+1:00:14,,2.0,Gutiérrez José Iván,5,O.N.C.E. - Eroski,36:07 36:07,10,2001,▼3
22,164,81.0,+1:10:20,,11.0,Chavanel Sylvain,6,Bonjour,46:13 46:13,10,2001,▲5
25,32,85.0,+1:12:45,,6.0,Brard Florent,7,Festina,48:38 48:38,10,2001,▼1
25,177,89.0,+1:14:28,,12.0,Pinotti Marco,8,Lampre - Daikin,50:21 50:21,10,2001,▲4
23,96,95.0,+1:16:01,,13.0,Menchov Denis,9,Ibanesto.com,51:54 51:54,10,2001,▲4
25,95,99.0,+1:17:39,,10.0,Jiménez Eladio,10,Ibanesto.com,53:32 53:32,10,2001,-
24,119,102.0,+1:19:24,,8.0,Zubeldia Haimar,11,Euskaltel - Euskadi,55:17 55:17,10,2001,▼3
24,176,109.0,+1:26:22,,7.0,Hunter Robert,12,Lampre - Daikin,1:02:15 1:02:15,10,2001,▼5
