stage_type,Stage,Winner,Leader after stage,year,IndivTimeTrial,TeamTimeTrial,MountainStage,SprintStage
1.0,Individual Time Trial - Futuroscope › Futuroscope,MILLAR David,Millar David,2000,1,0,0,0
1.0,Stage 2 - Futuroscope › Loudun,STEELS Tom,Millar David,2000,0,0,0,1
1.0,Stage 3 - Loudun › Nantes,STEELS Tom,Millar David,2000,0,0,0,1
1.0,Team Time Trial - Nantes › Saint-Nazaire,O.N.C.E. - Deutsche Bank,Jalabert Laurent,2000,0,1,0,0
1.0,Stage 5 - Vannes › Vitre,WÜST Marcel,Jalabert Laurent,2000,0,0,0,1
1.0,Stage 6 - Vitre › Tours,VAN BON Léon,Elli Alberto,2000,0,0,0,1
1.0,Stage 7 - Tours › Limoges,AGNOLUTTO Christophe,Elli Alberto,2000,0,0,0,1
1.0,Stage 8 - Limoges › Villeneuve sur Lot,DEKKER Erik,Elli Alberto,2000,0,0,0,1
1.0,Stage 9 - Agen › Dax,BETTINI Paolo,Elli Alberto,2000,0,0,0,1
5.0,Stage 10 - Dax › Hautacam,OTXOA Javier,Otxoa Javier,2000,0,0,1,0
1.0,Stage 11 - Bagneres-De-Bigorre › Revel,DEKKER Erik,Dekker Erik,2000,0,0,0,1
5.0,Stage 12 - Carpentras › Mont Ventoux,PANTANI Marco,Pantani Marco,2000,0,0,1,0
1.0,Stage 13 - Avignon › Draguignan,GARCIA Jose Vicente,Garcia Jose Vicente,2000,0,0,0,1
5.0,Stage 14 - Draguignan › Briancon,BOTERO Santiago,Botero Santiago,2000,0,0,1,0
5.0,Stage 15 - Briancon › Courchevel,PANTANI Marco,Pantani Marco,2000,0,0,1,0
4.0,Stage 16 - Courchevel › Morzine,VIRENQUE Richard,Virenque Richard,2000,0,0,1,0
2.0,Stage 17 - Evian-Les-Bains › Lausanne,DEKKER Erik,Dekker Erik,2000,0,0,0,1
1.0,Stage 18 - Lausanne › Fribourg-En-Brisgau,COMMESSO Salvatore,Commesso Salvatore,2000,0,0,0,1
1.0,Stage 19 (ITT) - Fribourg-En-Brisgau › Mulhouse,,,2000,1,0,0,0
1.0,Stage 20 - Belfort › Troyes,ZABEL Erik,Zabel Erik,2000,0,0,0,1
1.0,Stage 21 - Paris › Paris,ZANINI Stefano,Zanini Stefano,2000,0,0,0,1
