Age,BIB,Pnt,Prev,Rider,Rnk,Team,stage,year,▼▲
26.0,21.0,3.0,,Contador Alberto,1.0,Astana,1,2009,
24.0,76.0,2.0,,Martin Tony,2.0,Team Columbia - HTC,1,2009,
29.0,58.0,1.0,,Wiggins Bradley,3.0,Team Garmin - Slipstream,1,2009,
28.0,109.0,9.0,,Veikkanen Jussi,1.0,Française des Jeux,2,2009,-
24.0,76.0,6.0,2.0,Martin Tony,2.0,Team Columbia - HTC,2,2009,-
34.0,83.0,5.0,,Dessel Cyril,3.0,AG2R La Mondiale,2,2009,-
26.0,21.0,3.0,1.0,Contador Alberto,4.0,Astana,2,2009,▼3
27.0,183.0,3.0,,Fothen Markus,5.0,Milram,2,2009,-
34.0,122.0,3.0,,Augé Stéphane,6.0,"Cofidis, le Crédit en Ligne",2,2009,-
33.0,146.0,2.0,,Lefèvre Laurent,7.0,Bbox Bouygues Telekom,2,2009,-
29.0,58.0,1.0,3.0,Wiggins Bradley,8.0,Team Garmin - Slipstream,2,2009,▼5
26.0,42.0,1.0,,Clement Stef,9.0,Rabobank ProTeam,2,2009,-
29.0,124.0,1.0,,Duque Leonardo Fabio,10.0,"Cofidis, le Crédit en Ligne",2,2009,-
28.0,109.0,9.0,1.0,Veikkanen Jussi,1.0,Française des Jeux,3,2009,-
24.0,76.0,6.0,2.0,Martin Tony,2.0,Team Columbia - HTC,3,2009,-
26.0,193.0,6.0,,de Kort Koen,3.0,Skil - Shimano,3,2009,-
34.0,83.0,5.0,3.0,Dessel Cyril,4.0,AG2R La Mondiale,3,2009,▼1
22.0,172.0,4.0,,Bouet Maxime,5.0,Agritubel,3,2009,-
26.0,21.0,3.0,4.0,Contador Alberto,6.0,Astana,3,2009,▼2
27.0,183.0,3.0,5.0,Fothen Markus,7.0,Milram,3,2009,▼2
34.0,122.0,3.0,6.0,Augé Stéphane,8.0,"Cofidis, le Crédit en Ligne",3,2009,▼2
33.0,146.0,2.0,7.0,Lefèvre Laurent,9.0,Bbox Bouygues Telekom,3,2009,▼2
28.0,123.0,2.0,,Dumoulin Samuel,10.0,"Cofidis, le Crédit en Ligne",3,2009,-
29.0,58.0,1.0,8.0,Wiggins Bradley,11.0,Team Garmin - Slipstream,3,2009,▼3
29.0,124.0,1.0,10.0,Duque Leonardo Fabio,12.0,"Cofidis, le Crédit en Ligne",3,2009,▼2
26.0,42.0,1.0,9.0,Clement Stef,13.0,Rabobank ProTeam,3,2009,▼4
28.0,109.0,9.0,1.0,Veikkanen Jussi,1.0,Française des Jeux,5,2009,-
24.0,76.0,6.0,2.0,Martin Tony,2.0,Team Columbia - HTC,5,2009,-
29.0,103.0,6.0,,Geslin Anthony,3.0,Française des Jeux,5,2009,-
26.0,193.0,6.0,3.0,de Kort Koen,4.0,Skil - Shimano,5,2009,▼1
34.0,83.0,5.0,4.0,Dessel Cyril,5.0,AG2R La Mondiale,5,2009,▼1
22.0,172.0,4.0,5.0,Bouet Maxime,6.0,Agritubel,5,2009,▼1
26.0,21.0,3.0,6.0,Contador Alberto,7.0,Astana,5,2009,▼1
34.0,122.0,3.0,7.0,Augé Stéphane,8.0,"Cofidis, le Crédit en Ligne",5,2009,▼1
27.0,183.0,3.0,8.0,Fothen Markus,9.0,Milram,5,2009,▼1
30.0,141.0,3.0,,Voeckler Thomas,10.0,Bbox Bouygues Telekom,5,2009,-
24.0,164.0,2.0,,Ignatyev Mikhail,11.0,Team Katusha,5,2009,-
28.0,123.0,2.0,9.0,Dumoulin Samuel,12.0,"Cofidis, le Crédit en Ligne",5,2009,▼3
33.0,146.0,2.0,10.0,Lefèvre Laurent,13.0,Bbox Bouygues Telekom,5,2009,▼3
29.0,58.0,1.0,11.0,Wiggins Bradley,14.0,Team Garmin - Slipstream,5,2009,▼3
29.0,124.0,1.0,12.0,Duque Leonardo Fabio,15.0,"Cofidis, le Crédit en Ligne",5,2009,▼3
26.0,42.0,1.0,13.0,Clement Stef,16.0,Rabobank ProTeam,5,2009,▼3
24.0,198.0,1.0,,Timmer Albert,17.0,Skil - Shimano,5,2009,-
34.0,122.0,14.0,8.0,Augé Stéphane,1.0,"Cofidis, le Crédit en Ligne",6,2009,▲7
28.0,109.0,9.0,1.0,Veikkanen Jussi,2.0,Française des Jeux,6,2009,▼1
32.0,56.0,8.0,,Millar David,3.0,Team Garmin - Slipstream,6,2009,-
30.0,151.0,8.0,,Chavanel Sylvain,4.0,Quickstep - Innergetic,6,2009,-
24.0,76.0,6.0,2.0,Martin Tony,5.0,Team Columbia - HTC,6,2009,▼3
29.0,103.0,6.0,3.0,Geslin Anthony,6.0,Française des Jeux,6,2009,▼3
26.0,193.0,6.0,4.0,de Kort Koen,7.0,Skil - Shimano,6,2009,▼3
34.0,83.0,5.0,5.0,Dessel Cyril,8.0,AG2R La Mondiale,6,2009,▼3
26.0,68.0,5.0,,Txurruka Amets,9.0,Euskaltel - Euskadi,6,2009,-
22.0,172.0,4.0,6.0,Bouet Maxime,10.0,Agritubel,6,2009,▼4
26.0,21.0,3.0,7.0,Contador Alberto,11.0,Astana,6,2009,▼4
34.0,162.0,3.0,,Botcharov Alexandre,12.0,Team Katusha,6,2009,-
27.0,183.0,3.0,9.0,Fothen Markus,13.0,Milram,6,2009,▼4
